actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
270,PT06M15.00S,2022-01-20T01:52:18.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,53,36,2022-01-20T01:52:18Z,2680000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT06M15.00S,2022-01-20T01:54:46.5Z,2,REGULAR,substitution,out,[],1630214,,,1610612763,53,36,2022-01-20T01:55:24Z,2690000,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT06M15.00S,2022-01-20T01:54:46.5Z,2,REGULAR,substitution,out,[],1629723,,,1610612763,53,36,2022-01-20T01:55:24Z,2700000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M15.00S,2022-01-20T01:54:46.5Z,2,REGULAR,substitution,in,[],203500,,,1610612763,53,36,2022-01-20T01:55:24Z,2710000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT06M15.00S,2022-01-20T01:54:46.5Z,2,REGULAR,substitution,in,[],1629001,,,1610612763,53,36,2022-01-20T01:55:24Z,2720000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT06M04.00S,2022-01-20T01:55:26.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,10.64388961892247,63.25827205882353,1610612763,53,36,2022-01-20T01:56:01Z,2730000,-66.0,48.0,1,left,MISS B. Clarke 8' driving floating Shot - blocked,"[1629634, 1626171]",1610612763.0,MEM,driving floating,,,Clarke,B. Clarke,,,,,8.16,Missed,,,,,,,,,,,,,,Portis,1626171.0,,,,
276,PT06M04.00S,2022-01-20T01:55:26.5Z,2,REGULAR,block,,[],1626171,,,1610612763,53,36,2022-01-20T01:55:31Z,2740000,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT06M04.00S,2022-01-20T01:55:26.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,53,36,2022-01-20T01:56:01Z,2750000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,,,
278,PT06M04.00S,2022-01-20T01:55:35.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,53,36,2022-01-20T01:56:01Z,2760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M49.00S,2022-01-20T01:55:51.4Z,2,REGULAR,3pt,Jump Shot,[],1628960,72.7496714848883,15.441176470588236,1610612749,53,36,2022-01-20T01:56:05Z,2770000,-173.0,204.0,1,right,MISS G. Allen 26' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,26.71,Missed,,,,,,,,,,,,,,,,,,,
280,PT05M48.00S,2022-01-20T01:55:52.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,53,36,2022-01-20T01:56:05Z,2780000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,279.0,,,,,,,,,,,,,,,,,,
285,PT05M48.00S,2022-01-20T01:55:57.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,53,36,2022-01-20T01:56:34Z,2785000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M40.00S,2022-01-20T01:56:03.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629634,6.521024967148489,49.01960784313725,1610612763,53,38,2022-01-20T01:56:12Z,2790000,5.0,9.0,1,left,B. Clarke cutting DUNK (6 PTS) (J. Morant 5 AST),"[1629634, 1629630]",1610612763.0,MEM,cutting,,,Clarke,B. Clarke,,,,,1.01,Made,,,6.0,J. Morant,1629630.0,5.0,,,,,,,,,,,,,
283,PT05M37.00S,2022-01-20T01:56:14.2Z,2,REGULAR,foul,personal,[],1629001,,,1610612749,53,38,2022-01-20T01:56:57Z,2810000,,,0,,D. Melton take personal FOUL (2 PF),"[1629001, 201588]",1610612763.0,MEM,take,,,Melton,D. Melton,,,,,,,,101283.0,,,,,2.0,0.0,Hill,201588.0,,,,,,,,,
286,PT05M37.00S,2022-01-20T01:56:36.3Z,2,REGULAR,stoppage,injury,[],0,,,1610612749,53,38,2022-01-20T01:56:36Z,2830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT05M37.00S,2022-01-20T01:57:00.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612749,53,38,2022-01-20T01:57:00Z,2840000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT05M37.00S,2022-01-20T01:57:31.7Z,2,REGULAR,substitution,out,[],201588,,,1610612749,53,38,2022-01-20T01:58:17Z,2850000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT05M37.00S,2022-01-20T01:57:31.7Z,2,REGULAR,substitution,out,[],202083,,,1610612749,53,38,2022-01-20T01:58:17Z,2860000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT05M37.00S,2022-01-20T01:57:31.7Z,2,REGULAR,substitution,in,[],201950,,,1610612749,53,38,2022-01-20T01:58:17Z,2870000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT05M37.00S,2022-01-20T01:57:31.7Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,53,38,2022-01-20T01:58:17Z,2880000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT05M26.00S,2022-01-20T01:58:20.7Z,2,REGULAR,2pt,Jump Shot,[],203114,83.78777923784494,18.872549019607842,1610612749,53,38,2022-01-20T01:58:27Z,2890000,-156.0,100.0,1,right,MISS K. Middleton 18' pullup Shot,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,18.49,Missed,,,,,,,,,,,,,,,,,,,
293,PT05M21.00S,2022-01-20T01:58:25.7Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,53,38,2022-01-20T01:58:27Z,2900000,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,292.0,,,,,,,,,,2.0,1.0,1.0,,,,,,
294,PT05M08.00S,2022-01-20T01:58:38.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,8.623521681997373,48.03921568627451,1610612763,53,40,2022-01-20T01:58:44Z,2910000,10.0,29.0,1,left,B. Clarke floating Jump Shot (8 PTS) (J. Morant 6 AST),"[1629634, 1629630]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,3.02,Made,,,8.0,J. Morant,1629630.0,6.0,,,,,,,,,,,,,
296,PT04M59.00S,2022-01-20T01:58:48.4Z,2,REGULAR,3pt,Jump Shot,[],201950,69.07030223390277,25.245098039215684,1610612749,53,40,2022-01-20T01:59:23Z,2930000,-124.0,238.0,1,right,MISS J. Holiday 26' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,,
297,PT04M57.00S,2022-01-20T01:58:51.0Z,2,REGULAR,rebound,offensive,[],1626192,,,1610612749,53,40,2022-01-20T01:58:51Z,2940000,,,0,,P. Connaughton REBOUND (Off:1 Def:0),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,296.0,,,,,,,,,,1.0,0.0,1.0,,,,,,
298,PT04M57.00S,2022-01-20T01:58:55.5Z,2,REGULAR,foul,personal,[],1629001,,,1610612749,53,40,2022-01-20T01:59:16Z,2950000,,,0,,D. Melton personal FOUL (3 PF),"[1629001, 1626192]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,1148.0,,,,,3.0,0.0,Connaughton,1626192.0,,,,,,,,,
300,PT04M57.00S,2022-01-20T01:59:23.2Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612749,53,40,2022-01-20T01:59:23Z,2970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M42.00S,2022-01-20T02:00:19.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201950,82.34231274638634,45.34313725490196,1610612749,53,40,2022-01-20T02:00:24Z,2980000,-23.0,113.0,1,right,MISS J. Holiday 11' fadeaway Shot,[201950],1610612749.0,MIL,fadeaway,,,Holiday,J. Holiday,,,,,11.59,Missed,,,,,,,,,,,,,,,,,,,
302,PT04M39.00S,2022-01-20T02:00:22.7Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,53,40,2022-01-20T02:00:24Z,2990000,,,0,,S. Adams REBOUND (Off:1 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,301.0,,,,,,,,,,3.0,2.0,1.0,,,,,,
303,PT04M33.00S,2022-01-20T02:00:29.6Z,2,REGULAR,3pt,Jump Shot,[],1629630,34.247700394218136,51.470588235294116,1610612763,53,40,2022-01-20T02:01:21Z,3000000,-7.0,269.0,1,left,MISS J. Morant 26' step back 3PT,[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,26.95,Missed,,,,,,,,,,,,,,,,,,,
304,PT04M29.00S,2022-01-20T02:00:34.3Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,53,40,2022-01-20T02:00:34Z,3010000,,,0,,S. Adams REBOUND (Off:2 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,303.0,,,,,,,,,,4.0,2.0,2.0,,,,,,
305,PT04M29.00S,2022-01-20T02:00:35.4Z,2,REGULAR,foul,personal,['2freethrow'],1626192,,,1610612763,53,40,2022-01-20T02:00:47Z,3020000,,,0,,P. Connaughton shooting personal FOUL (1 PF) (Adams 2 FT),"[1626192, 203500]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,,,,202035.0,,,,,1.0,0.0,Adams,203500.0,,,,,,,,,
307,PT04M29.00S,2022-01-20T02:00:58.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203500,,,1610612763,53,40,2022-01-20T02:01:19Z,3040000,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
308,PT04M29.00S,2022-01-20T02:00:58.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,53,40,2022-01-20T02:01:19Z,3050000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,307.0,,,,,,,,,,,,,,,,,,
309,PT04M29.00S,2022-01-20T02:00:58.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203500,,,1610612763,53,40,2022-01-20T02:01:19Z,3060000,,,0,,MISS S. Adams Free Throw 2 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
310,PT04M25.00S,2022-01-20T02:01:02.4Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,53,40,2022-01-20T02:01:19Z,3070000,,,0,,P. Connaughton REBOUND (Off:1 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,309.0,,,,,,,,,,2.0,1.0,1.0,,,,,,
311,PT04M11.00S,2022-01-20T02:01:32.9Z,2,REGULAR,3pt,Jump Shot,[],203114,94.30026281208936,3.1862745098039214,1610612749,53,40,2022-01-20T02:01:41Z,3080000,-234.0,1.0,1,right,MISS K. Middleton step back 3PT,[203114],1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,,
312,PT04M08.00S,2022-01-20T02:01:35.9Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,53,40,2022-01-20T02:01:41Z,3090000,,,0,,J. Morant REBOUND (Off:0 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,311.0,,,,,,,,,,3.0,3.0,0.0,,,,,,
313,PT04M03.00S,2022-01-20T02:01:41.1Z,2,REGULAR,turnover,lost ball,[],1629001,,,1610612763,53,40,2022-01-20T02:01:47Z,3100000,,,0,,D. Melton lost ball TURNOVER (1 TO),"[1629001, 201950]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,1.0,Holiday,201950.0,
314,PT04M03.00S,2022-01-20T02:01:41.1Z,2,REGULAR,steal,,[],201950,,,1610612749,53,40,2022-01-20T02:02:47Z,3110000,,,0,,J. Holiday STEAL (1 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT03M58.00S,2022-01-20T02:01:45.8Z,2,REGULAR,turnover,bad pass,[],203114,,,1610612749,53,40,2022-01-20T02:01:51Z,3120000,,,0,,K. Middleton bad pass TURNOVER (1 TO),"[203114, 1630533]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,1.0,Williams,1630533.0,
316,PT03M58.00S,2022-01-20T02:01:45.8Z,2,REGULAR,steal,,[],1630533,,,1610612763,53,40,2022-01-20T02:01:48Z,3130000,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT03M54.00S,2022-01-20T02:01:50.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629001,11.777266754270697,4.411764705882353,1610612763,53,40,2022-01-20T02:01:56Z,3140000,228.0,58.0,1,left,MISS D. Melton running 3PT,[1629001],1610612763.0,MEM,running,,,Melton,D. Melton,,,,,23.52,Missed,,,,,,,,,,,,,,,,,,,
318,PT03M51.00S,2022-01-20T02:01:53.1Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,53,40,2022-01-20T02:01:56Z,3150000,,,0,,P. Connaughton REBOUND (Off:1 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,317.0,,,,,,,,,,3.0,2.0,1.0,,,,,,
319,PT03M31.00S,2022-01-20T02:02:13.0Z,2,REGULAR,3pt,Jump Shot,[],1628960,79.188567674113,5.392156862745098,1610612749,53,40,2022-01-20T02:02:19Z,3160000,-223.0,143.0,1,right,MISS G. Allen 26' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,,
320,PT03M27.00S,2022-01-20T02:02:17.0Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,53,40,2022-01-20T02:02:19Z,3170000,,,0,,B. Clarke REBOUND (Off:0 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,319.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
321,PT03M12.00S,2022-01-20T02:02:31.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,12.434296977660972,38.970588235294116,1610612763,53,40,2022-01-20T02:02:38Z,3180000,55.0,64.0,1,left,MISS B. Clarke 8' Jump Shot,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,8.48,Missed,,,,,,,,,,,,,,,,,,,
322,PT03M09.00S,2022-01-20T02:02:34.7Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612749,53,40,2022-01-20T02:02:34Z,3190000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,321.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
323,PT03M09.00S,2022-01-20T02:02:40.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,53,40,2022-01-20T02:02:40Z,3200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT03M09.00S,2022-01-20T02:02:44.5Z,2,REGULAR,substitution,out,[],1628960,,,1610612749,53,40,2022-01-20T02:03:06Z,3210000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT03M09.00S,2022-01-20T02:02:44.5Z,2,REGULAR,substitution,out,[],1626171,,,1610612749,53,40,2022-01-20T02:03:06Z,3220000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT03M09.00S,2022-01-20T02:02:44.5Z,2,REGULAR,substitution,out,[],203114,,,1610612749,53,40,2022-01-20T02:03:06Z,3230000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT03M09.00S,2022-01-20T02:02:44.5Z,2,REGULAR,substitution,in,[],202083,,,1610612749,53,40,2022-01-20T02:03:06Z,3240000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT03M09.00S,2022-01-20T02:02:44.5Z,2,REGULAR,substitution,in,[],1628978,,,1610612749,53,40,2022-01-20T02:03:06Z,3250000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT03M09.00S,2022-01-20T02:02:44.5Z,2,REGULAR,substitution,in,[],203507,,,1610612749,53,40,2022-01-20T02:03:06Z,3260000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT02M58.00S,2022-01-20T02:03:17.8Z,2,REGULAR,2pt,Jump Shot,[],203507,76.95466491458606,30.14705882352941,1610612749,53,40,2022-01-20T02:03:31Z,3270000,-99.0,164.0,1,right,MISS G. Antetokounmpo 19' Jump Shot,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,19.18,Missed,,,,,,,,,,,,,,,,,,,
331,PT02M55.00S,2022-01-20T02:03:20.8Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,53,40,2022-01-20T02:03:31Z,3280000,,,0,,J. Morant REBOUND (Off:0 Def:4),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,330.0,,,,,,,,,,4.0,4.0,0.0,,,,,,
332,PT02M51.00S,2022-01-20T02:03:24.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629630,10.463206307490145,47.549019607843135,1610612763,53,40,2022-01-20T02:03:41Z,3290000,12.0,46.0,1,left,MISS J. Morant driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,4.75,Missed,,,,,,,,,,,,,,,,,,,
334,PT02M47.00S,2022-01-20T02:03:28.7Z,2,REGULAR,rebound,offensive,[],1629630,,,1610612763,53,40,2022-01-20T02:03:41Z,3310000,,,0,,J. Morant REBOUND (Off:1 Def:4),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,332.0,,,,,,,,,,5.0,4.0,1.0,,,,,,
335,PT02M46.00S,2022-01-20T02:03:29.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629630,8.623521681997373,51.225490196078425,1610612763,53,40,2022-01-20T02:03:47Z,3320000,-6.0,29.0,1,left,MISS J. Morant putback Layup - blocked,"[1629630, 1628978]",1610612763.0,MEM,putback,,,Morant,J. Morant,,,,,2.92,Missed,,,,,,,,,,,,,,DiVincenzo,1628978.0,,,,
336,PT02M46.00S,2022-01-20T02:03:29.9Z,2,REGULAR,block,,[],1628978,,,1610612763,53,40,2022-01-20T02:03:33Z,3330000,,,0,,D. DiVincenzo BLOCK (1 BLK),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT02M43.00S,2022-01-20T02:03:32.9Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,53,40,2022-01-20T02:03:47Z,3340000,,,0,,S. Adams REBOUND (Off:3 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,335.0,,,,,,,,,,5.0,2.0,3.0,,,,,,
358,PT02M43.00S,2022-01-20T02:03:33.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,53,40,2022-01-20T02:06:22Z,3345000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT02M43.00S,2022-01-20T02:03:37.9Z,2,REGULAR,substitution,in,[],1630583,,,1610612763,53,40,2022-01-20T02:03:41Z,3360000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT02M43.00S,2022-01-20T02:03:37.9Z,2,REGULAR,substitution,out,[],1629001,,,1610612763,53,40,2022-01-20T02:12:08Z,3365000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT02M43.00S,2022-01-20T02:03:37.9Z,2,REGULAR,substitution,out,[],1630533,,,1610612763,53,40,2022-01-20T02:12:08Z,3367500,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT02M43.00S,2022-01-20T02:03:37.9Z,2,REGULAR,substitution,in,[],1629723,,,1610612763,53,40,2022-01-20T02:12:08Z,3368750,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT02M37.00S,2022-01-20T02:03:56.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629630,20.581471747700395,29.901960784313726,1610612763,53,40,2022-01-20T02:04:13Z,3370000,100.0,141.0,1,left,MISS J. Morant 17' Jump Shot,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,17.32,Missed,,,,,,,,,,,,,,,,,,,
341,PT02M34.00S,2022-01-20T02:03:59.7Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,53,40,2022-01-20T02:04:13Z,3380000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,340.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
342,PT02M19.00S,2022-01-20T02:04:14.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202083,92.19776609724047,51.225490196078425,1610612749,55,40,2022-01-20T02:04:21Z,3390000,6.0,21.0,1,right,W. Matthews cutting Layup (5 PTS) (J. Holiday 1 AST),"[202083, 201950]",1610612749.0,MIL,cutting,,,Matthews,W. Matthews,,,,,2.17,Made,,,5.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,
344,PT01M57.00S,2022-01-20T02:04:39.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,14.931011826544022,50.49019607843137,1610612763,55,40,2022-01-20T02:10:07Z,3410000,-2.0,88.0,1,left,MISS J. Morant 8' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,8.79,Missed,,,,,,,,,,,,,,,,,,,
345,PT01M54.00S,2022-01-20T02:04:42.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,55,40,2022-01-20T02:10:07Z,3420000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,344.0,,,,,,,,,,,,,,,,,,
346,PT01M54.00S,2022-01-20T02:04:45.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,55,40,2022-01-20T02:04:45Z,3430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT01M48.00S,2022-01-20T02:05:12.5Z,2,REGULAR,foul,personal,['2freethrow'],201950,,,1610612763,55,40,2022-01-20T02:05:26Z,3440000,,,0,,J. Holiday shooting personal FOUL (1 PF) (Morant 2 FT),"[201950, 1629630]",1610612749.0,MIL,shooting,,,Holiday,J. Holiday,,,,,,,,1148.0,,,,,1.0,0.0,Morant,1629630.0,,,,,,,,,
351,PT01M48.00S,2022-01-20T02:05:54.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629630,,,1610612763,55,41,2022-01-20T02:05:54Z,3460000,,,0,,J. Morant Free Throw 1 of 2 (12 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,12.0,,,,,,,,,,,,,,,,
352,PT01M48.00S,2022-01-20T02:05:55.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629630,,,1610612763,55,42,2022-01-20T02:05:55Z,3470000,,,0,,J. Morant Free Throw 2 of 2 (13 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,13.0,,,,,,,,,,,,,,,,
355,PT01M28.00S,2022-01-20T02:06:10.9Z,2,REGULAR,turnover,bad pass,[],202083,,,1610612749,55,42,2022-01-20T02:06:19Z,3500000,,,0,,W. Matthews bad pass TURNOVER (1 TO),"[202083, 203500]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,1.0,Adams,203500.0,
356,PT01M28.00S,2022-01-20T02:06:10.9Z,2,REGULAR,steal,,[],203500,,,1610612763,55,42,2022-01-20T02:06:13Z,3510000,,,0,,S. Adams STEAL (2 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT01M26.00S,2022-01-20T02:06:15.5Z,2,REGULAR,turnover,bad pass,[],1629723,,,1610612763,55,42,2022-01-20T02:09:54Z,3520000,,,0,,J. Konchar bad pass TURNOVER (1 TO),"[1629723, 1626192]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,1.0,Connaughton,1626192.0,
359,PT01M26.00S,2022-01-20T02:06:15.5Z,2,REGULAR,steal,,[],1626192,,,1610612749,55,42,2022-01-20T02:19:57Z,3530000,,,0,,P. Connaughton STEAL (1 STL),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
