actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-31T00:10:43.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-31T00:10:43Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-01-31T00:10:46.4Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2022-01-31T00:10:46Z,40000,,,0,,Jump Ball B. Portis vs. N. Jokic: Tip to G. Antetokounmpo,"[203507, 1626171, 203999]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Portis,1626171.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2022-01-31T00:11:00.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,15.982260183968464,48.529411764705884,1610612749,2,0,2022-01-31T00:11:04Z,70000,7.0,98.0,1,left,B. Portis 9' floating Jump Shot (2 PTS) (K. Middleton 1 AST),"[1626171, 203114]",1610612749.0,MIL,floating,,,Portis,B. Portis,,,,,9.8,Made,2.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,,
9,PT11M26.00S,2022-01-31T00:11:16.4Z,1,REGULAR,3pt,Jump Shot,[],203999,66.96780551905388,34.31372549019608,1610612743,2,0,2022-01-31T00:11:21Z,90000,-78.0,258.0,1,right,MISS N. Jokic 26' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,26.96,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2022-01-31T00:11:20.4Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,2,0,2022-01-31T00:11:21Z,100000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M17.00S,2022-01-31T00:11:26.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203114,30.305519053876477,25.49019607843137,1610612749,2,0,2022-01-31T00:11:30Z,110000,123.0,232.0,1,left,MISS K. Middleton 26' running pullup 3PT,[203114],1610612749.0,MIL,running pullup,,,Middleton,K. Middleton,,,,,26.27,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M14.00S,2022-01-31T00:11:29.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,2,0,2022-01-31T00:11:30Z,120000,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M05.00S,2022-01-31T00:11:37.5Z,1,REGULAR,3pt,Jump Shot,[],203932,80.1084099868594,4.6568627450980395,1610612743,2,0,2022-01-31T00:11:42Z,130000,-227.0,134.0,1,right,MISS A. Gordon 26' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,,
14,PT11M02.00S,2022-01-31T00:11:40.5Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,2,0,2022-01-31T00:11:42Z,140000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
15,PT10M55.00S,2022-01-31T00:11:48.4Z,1,REGULAR,3pt,Jump Shot,[],1626171,32.802233902759525,50.98039215686274,1610612749,2,0,2022-01-31T00:11:53Z,150000,-5.0,256.0,1,left,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M52.00S,2022-01-31T00:11:51.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,2,0,2022-01-31T00:11:53Z,160000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,15.0,2.0,2.0,0.0,,,,,,,,,,,
17,PT10M45.00S,2022-01-31T00:11:57.7Z,1,REGULAR,3pt,Jump Shot,[],201145,91.27792378449409,2.2058823529411766,1610612743,2,0,2022-01-31T00:12:02Z,170000,-239.0,29.0,1,right,MISS J. Green 24' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,24.08,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M41.00S,2022-01-31T00:12:01.7Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,2,0,2022-01-31T00:12:02Z,180000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,
19,PT10M33.00S,2022-01-31T00:12:08.5Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,2,0,2022-01-31T00:12:14Z,190000,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 203999]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,1.0,Jokic,203999.0,,,,,,,,
20,PT10M33.00S,2022-01-31T00:12:08.5Z,1,REGULAR,steal,,[],203999,,,1610612743,2,0,2022-01-31T00:12:10Z,200000,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M24.00S,2022-01-31T00:12:18.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203999,92.85479632063075,50.49019607843137,1610612743,2,2,2022-01-31T00:12:23Z,210000,2.0,15.0,1,right,N. Jokic Layup (2 PTS) (W. Barton 1 AST),"[203999, 203115]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,1.49,Made,2.0,W. Barton,203115.0,1.0,,,,,,,,,,,,,,,
