actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-22T01:15:43.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-22T01:15:43Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-01-22T01:15:46.8Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2022-01-22T01:15:46Z,40000,,,0,,Jump Ball B. Portis vs. N. Vucevic: Tip to G. Antetokounmpo,"[203507, 1626171, 202696]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Portis,1626171.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2022-01-22T01:16:02.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628960,81.8166885676741,40.931372549019606,1610612749,0,0,2022-01-22T01:16:09Z,70000,-45.0,118.0,1,right,MISS G. Allen 12' driving floating Shot,[1628960],1610612749.0,MIL,driving floating,,,Allen,G. Allen,,,,,12.68,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2022-01-22T01:16:05.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,0,0,2022-01-22T01:16:05Z,80000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,
9,PT11M40.00S,2022-01-22T01:16:07.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,0,0,2022-01-22T01:16:07Z,90000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,PT11M34.00S,2022-01-22T01:16:26.1Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612749,0,0,2022-01-22T01:16:31Z,100000,,,0,,K. Middleton bad pass TURNOVER (1 TO),"[203114, 202696]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,1.0,Vucevic,202696.0,,,,,,,,,,,,,,,
11,PT11M34.00S,2022-01-22T01:16:26.1Z,1,REGULAR,steal,,[],202696,,,1610612741,0,0,2022-01-22T01:16:29Z,110000,,,0,,N. Vucevic STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
12,PT11M16.00S,2022-01-22T01:16:43.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629632,30.699737187910642,17.15686274509804,1610612741,0,0,2022-01-22T01:16:48Z,120000,164.0,236.0,1,left,MISS C. White 28' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,28.76,Missed,,,,,,,,,,,,,,,,,,,
13,PT11M14.00S,2022-01-22T01:16:45.6Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,0,0,2022-01-22T01:16:48Z,130000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,12.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
14,PT11M03.00S,2022-01-22T01:16:57.1Z,1,REGULAR,3pt,Jump Shot,[],1626171,67.09921156373193,42.40196078431372,1610612749,3,0,2022-01-22T01:17:01Z,140000,-38.0,257.0,1,right,B. Portis 25' 3PT  (3 PTS) (K. Middleton 1 AST),"[1626171, 203114]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,25.96,Made,,,,,,,,3.0,K. Middleton,203114.0,1.0,,,,,,,,
16,PT10M50.00S,2022-01-22T01:17:13.3Z,1,REGULAR,turnover,out-of-bounds,[],201942,,,1610612741,3,0,2022-01-22T01:17:20Z,160000,,,0,,D. DeRozan lost ball out-of-bounds TURNOVER (1 TO),[201942],1610612741.0,CHI,lost ball,,,DeRozan,D. DeRozan,,,,,,,,1.0,,,,,,,,,,203593.0,,,,,,,
17,PT10M36.00S,2022-01-22T01:17:33.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203507,91.01511169513797,53.431372549019606,1610612749,5,0,2022-01-22T01:17:38Z,170000,17.0,32.0,1,right,G. Antetokounmpo cutting Layup (2 PTS) (K. Middleton 2 AST),"[203507, 203114]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,3.63,Made,,,,,,,,2.0,K. Middleton,203114.0,2.0,,,,,,,,
19,PT10M19.00S,2022-01-22T01:17:49.8Z,1,REGULAR,3pt,Jump Shot,[],1629632,11.777266754270697,96.81372549019608,1610612741,5,0,2022-01-22T01:17:54Z,190000,-234.0,58.0,1,left,MISS C. White 24' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,24.12,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M16.00S,2022-01-22T01:17:52.8Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,5,0,2022-01-22T01:17:54Z,200000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,19.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
21,PT10M15.00S,2022-01-22T01:17:58.6Z,1,REGULAR,foul,personal,['2freethrow'],1629076,,,1610612749,5,0,2022-01-22T01:18:13Z,210000,,,0,,T. Cook shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1629076, 203507]",1610612741.0,CHI,shooting,,,Cook,T. Cook,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Antetokounmpo,203507.0,,,
23,PT10M15.00S,2022-01-22T01:18:35.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,5,0,2022-01-22T01:19:01Z,230000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
24,PT10M15.00S,2022-01-22T01:18:35.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,5,0,2022-01-22T01:19:01Z,240000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,
25,PT10M15.00S,2022-01-22T01:18:35.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,5,0,2022-01-22T01:19:01Z,250000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
26,PT10M12.00S,2022-01-22T01:18:38.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,5,0,2022-01-22T01:19:01Z,260000,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,25.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
27,PT10M01.00S,2022-01-22T01:19:11.8Z,1,REGULAR,3pt,Jump Shot,[],202696,30.17411300919842,75.24509803921569,1610612741,5,3,2022-01-22T01:19:17Z,270000,-126.0,231.0,1,left,N. Vucevic 26' 3PT  (3 PTS) (D. DeRozan 1 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,26.33,Made,,,,,,,,3.0,D. DeRozan,201942.0,1.0,,,,,,,,
29,PT09M44.00S,2022-01-22T01:19:28.3Z,1,REGULAR,3pt,Jump Shot,[],1626171,72.61826544021025,79.65686274509804,1610612749,5,3,2022-01-22T01:19:35Z,290000,148.0,205.0,1,right,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M41.00S,2022-01-22T01:19:31.3Z,1,REGULAR,rebound,defensive,[],1629076,,,1610612741,5,3,2022-01-22T01:19:35Z,300000,,,0,,T. Cook REBOUND (Off:0 Def:1),[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,29.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
31,PT09M29.00S,2022-01-22T01:19:43.6Z,1,REGULAR,3pt,Jump Shot,[],1629632,35.29894875164258,58.82352941176471,1610612741,5,3,2022-01-22T01:19:48Z,310000,-44.0,279.0,1,left,MISS C. White 28' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,28.28,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M25.00S,2022-01-22T01:19:47.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,5,3,2022-01-22T01:19:48Z,320000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,31.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
33,PT09M20.00S,2022-01-22T01:19:57.7Z,1,REGULAR,foul,offensive,[],203507,,,1610612749,5,3,2022-01-22T01:26:04Z,330000,,,0,,G. Antetokounmpo offensive FOUL (1 PF),"[203507, 1629076]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Cook,1629076.0,,,
35,PT09M20.00S,2022-01-22T01:19:57.7Z,1,REGULAR,turnover,offensive foul,[],203507,,,1610612749,5,3,2022-01-22T01:19:57Z,350000,,,0,,G. Antetokounmpo offensive foul TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,1.0,,,,,,,,,,201639.0,,,,,,,
36,PT09M02.00S,2022-01-22T01:20:30.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202696,15.325229960578188,58.82352941176471,1610612741,5,3,2022-01-22T01:20:34Z,360000,-44.0,92.0,1,left,MISS N. Vucevic 10' floating Shot,[202696],1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,10.17,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M59.00S,2022-01-22T01:20:33.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,5,3,2022-01-22T01:20:34Z,370000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,36.0,,,,2.0,2.0,0.0,,,,,,,,,,,,
38,PT08M49.00S,2022-01-22T01:20:41.9Z,1,REGULAR,3pt,Jump Shot,[],203507,66.3107752956636,42.40196078431372,1610612749,5,3,2022-01-22T01:20:46Z,380000,-38.0,264.0,1,right,MISS G. Antetokounmpo 26' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M46.00S,2022-01-22T01:20:45.0Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,5,3,2022-01-22T01:20:45Z,390000,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,38.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
40,PT08M36.00S,2022-01-22T01:20:55.4Z,1,REGULAR,2pt,Jump Shot,[],201942,29.122864651773984,43.872549019607845,1610612741,5,5,2022-01-22T01:21:01Z,400000,31.0,221.0,1,left,D. DeRozan 22' Jump Shot (2 PTS) (A. Dosunmu 1 AST),"[201942, 1630245]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,22.34,Made,,,,,,,,2.0,A. Dosunmu,1630245.0,1.0,,,,,,,,
42,PT08M23.00S,2022-01-22T01:21:10.9Z,1,REGULAR,turnover,out-of-bounds,[],1626171,,,1610612749,5,5,2022-01-22T01:21:18Z,420000,,,0,,B. Portis step out-of-bounds TURNOVER (1 TO),[1626171],1610612749.0,MIL,step,,,Portis,B. Portis,,,,,,,,1.0,,,,,,,,,,201639.0,,,,,,,
43,PT08M06.00S,2022-01-22T01:21:46.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630245,10.988830486202366,10.784313725490197,1610612741,5,5,2022-01-22T01:21:51Z,430000,196.0,51.0,1,left,MISS A. Dosunmu 20' pullup Shot,[1630245],1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,20.26,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M01.00S,2022-01-22T01:21:51.1Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,5,5,2022-01-22T01:21:51Z,440000,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,43.0,,,,2.0,2.0,0.0,,,,,,,,,,,,
45,PT07M56.00S,2022-01-22T01:21:55.8Z,1,REGULAR,3pt,Jump Shot,[],1626171,65.78515111695138,44.6078431372549,1610612749,5,5,2022-01-22T01:22:02Z,450000,-27.0,269.0,1,right,MISS B. Portis 27' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,27.05,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M52.00S,2022-01-22T01:21:59.8Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,5,5,2022-01-22T01:22:02Z,460000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,45.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
