actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
47,PT07M44.00S,2022-01-22T01:22:07.8Z,1,REGULAR,3pt,Jump Shot,[],1630245,10.5946123521682,1.9607843137254901,1610612741,5,8,2022-01-22T01:22:13Z,470000,240.0,47.0,1,left,A. Dosunmu 24' 3PT  (3 PTS) (C. White 1 AST),"[1630245, 1629632]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,24.48,Made,,,,,,,,3.0,C. White,1629632.0,1.0,,,,,,,,
49,PT07M25.00S,2022-01-22T01:22:26.0Z,1,REGULAR,3pt,Jump Shot,[],201588,69.99014454664915,19.607843137254903,1610612749,5,8,2022-01-22T01:22:30Z,490000,-152.0,230.0,1,right,MISS G. Hill 27' 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,27.54,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M22.00S,2022-01-22T01:22:29.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,5,8,2022-01-22T01:22:29Z,500000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,49.0,,,,2.0,2.0,0.0,,,,,,,,,,,,
51,PT07M13.00S,2022-01-22T01:22:38.1Z,1,REGULAR,2pt,Jump Shot,[],201942,17.69053876478318,20.588235294117645,1610612741,5,8,2022-01-22T01:23:17Z,510000,147.0,114.0,1,left,MISS D. DeRozan 18' turnaround fadeaway Shot,[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,18.6,Missed,,,,,,,,,,,,,,,,,,,
52,PT07M11.00S,2022-01-22T01:22:40.1Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,5,8,2022-01-22T01:22:42Z,520000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,51.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
53,PT07M04.00S,2022-01-22T01:22:47.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626171,92.46057818659659,95.34313725490196,1610612749,5,8,2022-01-22T01:23:13Z,530000,227.0,18.0,1,right,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,22.74,Missed,,,,,,,,,,,,,,,,,,,
54,PT07M03.00S,2022-01-22T01:22:48.1Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,5,8,2022-01-22T01:23:13Z,540000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,53.0,,,,3.0,2.0,1.0,,,,,,,,,,,,
55,PT07M03.00S,2022-01-22T01:22:51.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,91.93495400788436,52.20588235294118,1610612749,7,8,2022-01-22T01:22:57Z,550000,11.0,23.0,1,right,G. Antetokounmpo putback Layup (4 PTS),[203507],1610612749.0,MIL,putback,,,Antetokounmpo,G. Antetokounmpo,,,,,2.58,Made,,,,,,,,4.0,,,,,,,,,,,
56,PT07M03.00S,2022-01-22T01:22:56.2Z,1,REGULAR,foul,personal,['1freethrow'],1629076,,,1610612749,7,8,2022-01-22T01:23:21Z,560000,,,0,,T. Cook shooting personal FOUL (2 PF) (Antetokounmpo 1 FT),"[1629076, 203507]",1610612741.0,CHI,shooting,,,Cook,T. Cook,,,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Antetokounmpo,203507.0,,,
58,PT07M03.00S,2022-01-22T01:23:11.0Z,1,REGULAR,substitution,out,[],203114,,,1610612749,7,8,2022-01-22T01:23:17Z,580000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M03.00S,2022-01-22T01:23:11.0Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,7,8,2022-01-22T01:23:17Z,590000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M03.00S,2022-01-22T01:23:38.1Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203507,,,1610612749,8,8,2022-01-22T01:23:38Z,600000,,,0,,G. Antetokounmpo Free Throw 1 of 1 (5 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,5.0,,,,,,,,,,,
61,PT06M42.00S,2022-01-22T01:23:59.2Z,1,REGULAR,2pt,Jump Shot,[],1629632,13.748357424441524,68.87254901960785,1610612741,8,10,2022-01-22T01:24:04Z,610000,-94.0,77.0,1,left,C. White 12' driving floating bank Jump Shot (2 PTS) (A. Dosunmu 2 AST),"[1629632, 1630245]",1610612741.0,CHI,driving floating bank,,,White,C. White,,,,,12.16,Made,,,,,,,,2.0,A. Dosunmu,1630245.0,2.0,,,,,,,,
63,PT06M37.00S,2022-01-22T01:24:08.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,8,10,2022-01-22T01:24:08Z,630000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M37.00S,2022-01-22T01:26:57.2Z,1,REGULAR,substitution,out,[],203507,,,1610612749,8,10,2022-01-22T01:27:18Z,640000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M37.00S,2022-01-22T01:26:57.2Z,1,REGULAR,substitution,out,[],1629076,,,1610612749,8,10,2022-01-22T01:27:18Z,650000,,,0,,SUB out: T. Cook,[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M37.00S,2022-01-22T01:26:57.2Z,1,REGULAR,substitution,in,[],203114,,,1610612749,8,10,2022-01-22T01:27:18Z,660000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M37.00S,2022-01-22T01:26:57.2Z,1,REGULAR,substitution,in,[],1628972,,,1610612749,8,10,2022-01-22T01:27:18Z,670000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M17.00S,2022-01-22T01:27:56.8Z,1,REGULAR,3pt,Jump Shot,[],203114,67.23061760840999,38.23529411764706,1610612749,8,10,2022-01-22T01:28:23Z,680000,-59.0,256.0,1,right,MISS K. Middleton 26' pullup 3PT,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
69,PT06M14.00S,2022-01-22T01:27:59.8Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,8,10,2022-01-22T01:28:01Z,690000,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,68.0,,,,2.0,2.0,0.0,,,,,,,,,,,,
70,PT05M58.00S,2022-01-22T01:28:16.0Z,1,REGULAR,turnover,bad pass,[],1629632,,,1610612741,8,10,2022-01-22T01:28:22Z,700000,,,0,,C. White bad pass TURNOVER (1 TO),"[1629632, 1628960]",1610612741.0,CHI,,,,White,C. White,,,,,,,,1.0,Allen,1628960.0,,,,,,,,,,,,,,,
71,PT05M58.00S,2022-01-22T01:28:16.0Z,1,REGULAR,steal,,[],1628960,,,1610612749,8,10,2022-01-22T01:28:18Z,710000,,,0,,G. Allen STEAL (1 STL),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M51.00S,2022-01-22T01:28:23.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201588,80.50262812089356,93.62745098039215,1610612749,8,10,2022-01-22T01:28:33Z,720000,218.0,131.0,1,right,MISS G. Hill 25' running pullup 3PT,[201588],1610612749.0,MIL,running pullup,,,Hill,G. Hill,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
73,PT05M47.00S,2022-01-22T01:28:26.2Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,8,10,2022-01-22T01:28:26Z,730000,,,0,,B. Portis REBOUND (Off:1 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,72.0,,,,3.0,2.0,1.0,,,,,,,,,,,,
74,PT05M46.00S,2022-01-22T01:28:27.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626171,92.46057818659659,50.245098039215684,1610612749,10,10,2022-01-22T01:28:37Z,740000,1.0,18.0,1,right,B. Portis putback Layup (5 PTS),[1626171],1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,1.84,Made,,,,,,,,5.0,,,,,,,,,,,
75,PT05M26.00S,2022-01-22T01:28:49.6Z,1,REGULAR,foul,personal,[],1626171,,,1610612741,10,10,2022-01-22T01:28:58Z,750000,,,0,,B. Portis personal FOUL (1 PF),"[1626171, 1629632]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,White,1629632.0,,,
77,PT05M26.00S,2022-01-22T01:28:57.7Z,1,REGULAR,substitution,out,[],1628960,,,1610612741,10,10,2022-01-22T01:29:13Z,770000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M26.00S,2022-01-22T01:28:57.7Z,1,REGULAR,substitution,out,[],201942,,,1610612741,10,10,2022-01-22T01:29:13Z,780000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M26.00S,2022-01-22T01:28:57.7Z,1,REGULAR,substitution,in,[],1628978,,,1610612741,10,10,2022-01-22T01:29:13Z,790000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M26.00S,2022-01-22T01:28:57.7Z,1,REGULAR,substitution,in,[],1627936,,,1610612741,10,10,2022-01-22T01:29:13Z,800000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M20.00S,2022-01-22T01:29:36.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,10,10,2022-01-22T01:29:36Z,810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M13.00S,2022-01-22T01:29:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,8.754927726675426,57.84313725490197,1610612741,10,10,2022-01-22T01:29:59Z,820000,-39.0,30.0,1,left,MISS C. White driving finger roll Layup,[1629632],1610612741.0,CHI,driving finger roll,,,White,C. White,,,,,4.92,Missed,,,,,,,,,,,,,,,,,,,
83,PT05M10.00S,2022-01-22T01:29:57.8Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,10,10,2022-01-22T01:29:59Z,830000,,,0,,B. Portis REBOUND (Off:1 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,82.0,,,,4.0,3.0,1.0,,,,,,,,,,,,
84,PT05M06.00S,2022-01-22T01:30:06.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,10,10,2022-01-22T01:30:06Z,840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M06.00S,2022-01-22T01:30:15.3Z,1,REGULAR,substitution,out,[],201588,,,1610612749,10,10,2022-01-22T01:30:25Z,850000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M06.00S,2022-01-22T01:30:15.3Z,1,REGULAR,substitution,in,[],201950,,,1610612749,10,10,2022-01-22T01:30:25Z,860000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M01.00S,2022-01-22T01:30:41.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,84.44480946123521,49.01960784313725,1610612749,10,10,2022-01-22T01:35:44Z,870000,-5.0,94.0,1,right,MISS J. Holiday 9' floating Shot,[201950],1610612749.0,MIL,floating,,,Holiday,J. Holiday,,,,,9.38,Missed,,,,,,,,,,,,,,,,,,,
88,PT04M58.00S,2022-01-22T01:30:44.5Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,10,10,2022-01-22T01:30:48Z,880000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,87.0,,,,1.0,1.0,0.0,,,,,,,,,,,,
