actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
17,PT11M02.00S,2022-01-06T01:12:31.0Z,1,REGULAR,turnover,out-of-bounds,[],201950,,,1610612749,2,4,2022-01-06T01:12:38Z,170000,,,0,,J. Holiday bad pass out-of-bounds TURNOVER (1 TO),[201950],1610612749.0,MIL,bad pass,,,Holiday,J. Holiday,,,,,,,,,,,,,,,2003.0,,,,,1.0,,,,
18,PT10M54.00S,2022-01-06T01:12:44.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,91.40932982917214,53.92156862745098,1610612761,2,4,2022-01-06T01:12:49Z,180000,20.0,28.0,1,right,MISS P. Siakam driving Layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,3.44,Missed,,,,,,,,,,,,,,,,,,
19,PT10M50.00S,2022-01-06T01:12:48.6Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,2,4,2022-01-06T01:12:48Z,190000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
20,PT10M38.00S,2022-01-06T01:13:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203114,8.229303547963205,49.50980392156863,1610612749,4,4,2022-01-06T01:13:06Z,200000,2.0,25.0,1,left,K. Middleton driving Layup (2 PTS),[203114],1610612749.0,MIL,driving,,,Middleton,K. Middleton,,,,,2.5,Made,2.0,,,,,,,,,,,,,,,,,
21,PT10M27.00S,2022-01-06T01:13:11.5Z,1,REGULAR,2pt,Jump Shot,[],1629018,75.64060446780552,39.705882352941174,1610612761,4,6,2022-01-06T01:13:18Z,210000,-51.0,176.0,1,right,G. Trent Jr. 18' pullup Jump Shot (2 PTS) (F. VanVleet 1 AST),"[1629018, 1627832]",1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,18.39,Made,2.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,
23,PT10M15.00S,2022-01-06T01:13:23.0Z,1,REGULAR,3pt,Jump Shot,[],1629670,29.911300919842315,78.92156862745098,1610612749,4,6,2022-01-06T01:13:27Z,230000,-145.0,229.0,1,left,MISS J. Nwora 27' 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,27.06,Missed,,,,,,,,,,,,,,,,,,
24,PT10M12.00S,2022-01-06T01:13:26.0Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,4,6,2022-01-06T01:13:27Z,240000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT10M07.00S,2022-01-06T01:13:31.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628384,74.58935611038108,86.27450980392157,1610612761,4,9,2022-01-06T01:13:38Z,250000,181.0,186.0,1,right,O. Anunoby 26' 3PT running (3 PTS) (P. Siakam 1 AST),"[1628384, 1627783]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,26.01,Made,3.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,
27,PT09M53.00S,2022-01-06T01:13:45.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,8.623521681997373,61.51960784313726,1610612749,4,9,2022-01-06T01:13:58Z,270000,-58.0,29.0,1,left,MISS J. Holiday 6' driving floating bank Shot,[201950],1610612749.0,MIL,driving floating bank,,,Holiday,J. Holiday,,,,,6.43,Missed,,,,,,,,,,,,,,,,,,
28,PT09M51.00S,2022-01-06T01:13:47.6Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,4,9,2022-01-06T01:13:58Z,280000,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,27.0,2.0,1.0,1.0,,,,,,,,,,
29,PT09M51.00S,2022-01-06T01:13:48.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626171,5.601182654402102,49.50980392156863,1610612749,6,9,2022-01-06T01:14:02Z,290000,2.0,0.0,1,left,B. Portis putback Layup (2 PTS),[1626171],1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,0.25,Made,2.0,,,,,,,,,,,,,,,,,
30,PT09M42.00S,2022-01-06T01:13:59.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.19776609724047,52.69607843137255,1610612761,6,11,2022-01-06T01:14:14Z,300000,13.0,21.0,1,right,P. Siakam driving Layup (2 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,2.48,Made,2.0,,,,,,,,,,,,,,,,,
31,PT09M42.00S,2022-01-06T01:14:02.4Z,1,REGULAR,foul,personal,['1freethrow'],202083,,,1610612761,6,11,2022-01-06T01:14:17Z,310000,,,0,,W. Matthews shooting personal FOUL (1 PF) (Siakam 1 FT),"[202083, 1627783]",1610612749.0,MIL,shooting,,,Matthews,W. Matthews,,,,,,,,,,,,,,,204058.0,1.0,0.0,Siakam,1627783.0,,,,,
33,PT09M42.00S,2022-01-06T01:14:27.0Z,1,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,6,12,2022-01-06T01:14:27Z,330000,,,0,,P. Siakam Free Throw 1 of 1 (3 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
34,PT09M29.00S,2022-01-06T01:14:43.4Z,1,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612749,6,12,2022-01-06T01:15:05Z,340000,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Holiday 2 FT),"[1628384, 201950]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,204058.0,1.0,0.0,Holiday,201950.0,,,,,
36,PT09M29.00S,2022-01-06T01:15:06.9Z,1,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,6,12,2022-01-06T01:15:06Z,360000,,,0,,MISS J. Holiday Free Throw 1 of 2,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Missed,,,,,,,,,,,,,,,,,,
37,PT09M29.00S,2022-01-06T01:15:06.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,6,12,2022-01-06T01:15:06Z,370000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,
38,PT09M29.00S,2022-01-06T01:15:20.9Z,1,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,7,12,2022-01-06T01:15:20Z,380000,,,0,,J. Holiday Free Throw 2 of 2 (1 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
39,PT09M06.00S,2022-01-06T01:15:45.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,81.15965834428384,46.07843137254902,1610612761,7,14,2022-01-06T01:15:55Z,390000,-20.0,125.0,1,right,G. Trent Jr. 12' step back Jump Shot (4 PTS),[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,12.61,Made,4.0,,,,,,,,,,,,,,,,,
40,PT09M06.00S,2022-01-06T01:15:52.9Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612749,7,14,2022-01-06T01:15:59Z,400000,,,0,,TEAM delay-of-game VIOLATION,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,204058.0,,,,,,,,,
41,PT08M54.00S,2022-01-06T01:16:04.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,11.12023653088042,47.30392156862745,1610612749,7,14,2022-01-06T01:16:09Z,410000,13.0,52.0,1,left,MISS J. Holiday driving Layup,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,5.37,Missed,,,,,,,,,,,,,,,,,,
42,PT08M50.00S,2022-01-06T01:16:07.4Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,7,14,2022-01-06T01:16:07Z,420000,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,
43,PT08M47.00S,2022-01-06T01:16:11.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627832,90.62089356110381,52.20588235294118,1610612761,7,14,2022-01-06T01:16:18Z,430000,11.0,36.0,1,right,MISS F. VanVleet running Layup - blocked,"[1627832, 203114]",1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,3.74,Missed,,,,,,,,,,,,,,,Middleton,203114.0,,
44,PT08M47.00S,2022-01-06T01:16:11.8Z,1,REGULAR,block,,[],203114,,,1610612761,7,14,2022-01-06T01:16:15Z,440000,,,0,,K. Middleton BLOCK (1 BLK),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M42.00S,2022-01-06T01:16:16.8Z,1,REGULAR,rebound,defensive,[],202083,,,1610612749,7,14,2022-01-06T01:16:18Z,450000,,,0,,W. Matthews REBOUND (Off:0 Def:1),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,
46,PT08M39.00S,2022-01-06T01:16:18.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629670,23.73521681997372,8.823529411764707,1610612749,7,14,2022-01-06T01:18:58Z,460000,206.0,171.0,1,left,MISS J. Nwora 26' step back 3PT,[1629670],1610612749.0,MIL,step back,,,Nwora,J. Nwora,,,,,26.74,Missed,,,,,,,,,,,,,,,,,,
47,PT08M36.00S,2022-01-06T01:16:21.6Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,7,14,2022-01-06T01:16:24Z,470000,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,
48,PT08M30.00S,2022-01-06T01:16:27.8Z,1,REGULAR,3pt,Jump Shot,[],1629018,69.07030223390277,70.58823529411765,1610612761,7,14,2022-01-06T01:16:33Z,480000,103.0,238.0,1,right,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,25.95,Missed,,,,,,,,,,,,,,,,,,
49,PT08M27.00S,2022-01-06T01:16:30.8Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,7,14,2022-01-06T01:16:33Z,490000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,
50,PT08M17.00S,2022-01-06T01:16:40.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,10.463206307490145,48.529411764705884,1610612749,7,14,2022-01-06T01:16:46Z,500000,7.0,46.0,1,left,MISS B. Portis Layup,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,4.65,Missed,,,,,,,,,,,,,,,,,,
51,PT08M16.00S,2022-01-06T01:16:42.4Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,7,14,2022-01-06T01:16:42Z,510000,,,0,,B. Portis REBOUND (Off:2 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,50.0,3.0,1.0,2.0,,,,,,,,,,
52,PT08M15.00S,2022-01-06T01:16:43.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626171,6.783837056504599,49.50980392156863,1610612749,9,14,2022-01-06T01:16:49Z,520000,2.0,11.0,1,left,B. Portis putback Layup (4 PTS),[1626171],1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,1.16,Made,4.0,,,,,,,,,,,,,,,,,
53,PT07M55.00S,2022-01-06T01:17:03.1Z,1,REGULAR,2pt,Jump Shot,[],1630567,82.47371879106439,66.42156862745098,1610612761,9,16,2022-01-06T01:17:09Z,530000,82.0,112.0,1,right,S. Barnes 13' turnaround fadeaway Jump Shot (3 PTS),[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,13.9,Made,3.0,,,,,,,,,,,,,,,,,
54,PT07M46.00S,2022-01-06T01:17:14.5Z,1,REGULAR,turnover,backcourt,[],203114,,,1610612749,9,16,2022-01-06T01:17:22Z,540000,,,0,,K. Middleton backcourt TURNOVER (1 TO),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,2003.0,,,,,1.0,,,,
55,PT07M46.00S,2022-01-06T01:17:20.8Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,9,16,2022-01-06T01:17:30Z,550000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M46.00S,2022-01-06T01:17:20.8Z,1,REGULAR,substitution,in,[],203920,,,1610612761,9,16,2022-01-06T01:17:30Z,560000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M33.00S,2022-01-06T01:17:53.3Z,1,REGULAR,foul,technical,['1freethrow'],1626171,,,1610612761,9,16,2022-01-06T01:18:06Z,570000,,,0,,B. Portis defensive-3-second technical FOUL (1 Tech),[1626171],1610612749.0,MIL,defensive-3-second,,,Portis,B. Portis,,,,,,,,,,,,,,,2003.0,1.0,1.0,,,,,,,
58,PT07M33.00S,2022-01-06T01:18:07.7Z,1,REGULAR,freethrow,1 of 1,[],1629018,,,1610612761,9,17,2022-01-06T01:18:07Z,580000,,,0,,G. Trent Jr. technical Free Throw 1 of 1 (5 PTS),[1629018],1610612761.0,TOR,technical,,,Trent Jr.,G. Trent Jr.,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
59,PT07M26.00S,2022-01-06T01:18:28.1Z,1,REGULAR,foul,personal,['2freethrow'],202083,,,1610612761,9,17,2022-01-06T01:19:01Z,590000,,,0,,W. Matthews shooting personal FOUL (2 PF) (Anunoby 2 FT),"[202083, 1628384]",1610612749.0,MIL,shooting,,,Matthews,W. Matthews,,,,,,,,,,,,,,,204058.0,2.0,0.0,Anunoby,1628384.0,,,,,
61,PT07M26.00S,2022-01-06T01:19:08.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628384,,,1610612761,9,18,2022-01-06T01:19:08Z,610000,,,0,,O. Anunoby Free Throw 1 of 2 (4 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
62,PT07M26.00S,2022-01-06T01:19:11.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628384,,,1610612761,9,19,2022-01-06T01:19:11Z,620000,,,0,,O. Anunoby Free Throw 2 of 2 (5 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
63,PT07M26.00S,2022-01-06T01:19:16.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,9,19,2022-01-06T01:19:16Z,630000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M26.00S,2022-01-06T01:21:31.6Z,1,REGULAR,substitution,out,[],202083,,,1610612749,9,19,2022-01-06T01:21:55Z,640000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M26.00S,2022-01-06T01:21:31.6Z,1,REGULAR,substitution,in,[],1630572,,,1610612749,9,19,2022-01-06T01:21:55Z,650000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M12.00S,2022-01-06T01:22:19.7Z,1,REGULAR,3pt,Jump Shot,[],1629670,7.30946123521682,96.56862745098039,1610612749,12,19,2022-01-06T01:22:24Z,660000,-233.0,16.0,1,left,J. Nwora 3PT  (5 PTS) (K. Middleton 1 AST),"[1629670, 203114]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,23.34,Made,5.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,
68,PT06M50.00S,2022-01-06T01:22:40.2Z,1,REGULAR,3pt,Jump Shot,[],1627783,66.70499342969777,38.970588235294116,1610612761,12,22,2022-01-06T01:22:47Z,680000,-55.0,260.0,1,right,P. Siakam 26' 3PT  (6 PTS) (O. Anunoby 1 AST),"[1627783, 1628384]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,26.63,Made,6.0,O. Anunoby,1628384.0,1.0,,,,,,,,,,,,,,
70,PT06M37.00S,2022-01-06T01:22:53.2Z,1,REGULAR,3pt,Jump Shot,[],1626171,30.436925098554536,23.774509803921568,1610612749,15,22,2022-01-06T01:22:57Z,700000,131.0,234.0,1,left,B. Portis 26' 3PT  (7 PTS) (J. Holiday 2 AST),"[1626171, 201950]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,26.79,Made,7.0,J. Holiday,201950.0,2.0,,,,,,,,,,,,,,
72,PT06M27.00S,2022-01-06T01:23:03.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,81.553876478318,58.57843137254902,1610612761,15,24,2022-01-06T01:27:30Z,720000,43.0,121.0,1,right,P. Siakam 12' driving floating Jump Shot (8 PTS),[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,12.83,Made,8.0,,,,,,,,,,,,,,,,,
73,PT06M15.00S,2022-01-06T01:23:15.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,6.652431011826544,48.77450980392157,1610612749,15,24,2022-01-06T01:27:49Z,730000,6.0,10.0,1,left,MISS S. Mamukelashvili cutting Layup,[1630572],1610612749.0,MIL,cutting,,,Mamukelashvili,S. Mamukelashvili,,,,,1.17,Missed,,,,,,,,,,,,,,,,,,
74,PT06M14.00S,2022-01-06T01:23:16.1Z,1,REGULAR,rebound,offensive,[],203114,,,1610612749,15,24,2022-01-06T01:27:49Z,740000,,,0,,K. Middleton REBOUND (Off:1 Def:0),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,73.0,1.0,0.0,1.0,,,,,,,,,,
75,PT06M11.00S,2022-01-06T01:23:19.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203114,6.307490144546649,57.00827205882353,1610612749,17,24,2022-01-06T01:28:14Z,750000,-35.0,7.0,1,left,K. Middleton floating Jump Shot (4 PTS),[203114],1610612749.0,MIL,floating,,,Middleton,K. Middleton,,,,,3.57,Made,4.0,,,,,,,,,,,,,,,,,
76,PT05M53.00S,2022-01-06T01:23:38.2Z,1,REGULAR,3pt,Jump Shot,[],1628384,67.62483574244416,74.26470588235294,1610612761,17,24,2022-01-06T01:23:42Z,760000,121.0,252.0,1,right,MISS O. Anunoby 27' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,27.95,Missed,,,,,,,,,,,,,,,,,,
77,PT05M49.00S,2022-01-06T01:23:42.2Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,17,24,2022-01-06T01:23:42Z,770000,,,0,,J. Nwora REBOUND (Off:0 Def:2),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,76.0,2.0,2.0,0.0,,,,,,,,,,
78,PT05M40.00S,2022-01-06T01:23:50.9Z,1,REGULAR,3pt,Jump Shot,[],1630572,11.383048620236531,97.79411764705883,1610612749,20,24,2022-01-06T01:23:58Z,780000,-239.0,55.0,1,left,S. Mamukelashvili 24' 3PT  (3 PTS) (J. Nwora 1 AST),"[1630572, 1629670]",1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,24.51,Made,3.0,J. Nwora,1629670.0,1.0,,,,,,,,,,,,,,
80,PT05M23.00S,2022-01-06T01:24:07.2Z,1,REGULAR,3pt,Jump Shot,[],1629018,74.19513797634691,87.00980392156863,1610612761,20,24,2022-01-06T01:24:11Z,800000,185.0,190.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,26.53,Missed,,,,,,,,,,,,,,,,,,
81,PT05M21.00S,2022-01-06T01:24:09.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,20,24,2022-01-06T01:24:11Z,810000,,,0,,B. Portis REBOUND (Off:2 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,80.0,4.0,2.0,2.0,,,,,,,,,,
82,PT05M13.00S,2022-01-06T01:24:17.9Z,1,REGULAR,3pt,Jump Shot,[],201950,26.62614980289093,80.88235294117648,1610612749,20,24,2022-01-06T01:24:22Z,820000,-154.0,198.0,1,left,MISS J. Holiday 25' step back 3PT,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,
83,PT05M10.00S,2022-01-06T01:24:20.9Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,20,24,2022-01-06T01:24:22Z,830000,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,82.0,2.0,2.0,0.0,,,,,,,,,,
84,PT05M03.00S,2022-01-06T01:24:27.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,89.83245729303549,61.274509803921575,1610612761,20,24,2022-01-06T01:24:31Z,840000,56.0,43.0,1,right,MISS P. Siakam 7' turnaround Hook,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,7.1,Missed,,,,,,,,,,,,,,,,,,
85,PT05M01.00S,2022-01-06T01:24:29.4Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612749,20,24,2022-01-06T01:24:31Z,850000,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,84.0,1.0,1.0,0.0,,,,,,,,,,
86,PT04M56.00S,2022-01-06T01:24:35.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626171,26.10052562417871,9.068627450980392,1610612749,20,24,2022-01-06T01:30:26Z,860000,205.0,193.0,1,left,MISS B. Portis 28' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,28.12,Missed,,,,,,,,,,,,,,,,,,
