actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
175,PT11M02.00S,2021-11-06T00:15:13.2Z,2,REGULAR,foul,personal,['2freethrow'],202692,,,1610612749,38,19,2021-11-06T00:15:44Z,1730000,,,0,,A. Burks shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[202692, 203507]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,,,,202053.0,,,,,1.0,0.0,Antetokounmpo,203507.0,,
177,PT11M02.00S,2021-11-06T00:15:45.4Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,39,19,2021-11-06T00:15:45Z,1750000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (6 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,,,,,,6.0,,,,,,,,,
178,PT11M02.00S,2021-11-06T00:15:47.1Z,2,REGULAR,substitution,out,[],1628400,,,1610612749,39,19,2021-11-06T00:15:53Z,1760000,,,0,,SUB out: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M02.00S,2021-11-06T00:15:47.1Z,2,REGULAR,substitution,in,[],203648,,,1610612749,39,19,2021-11-06T00:15:53Z,1770000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M02.00S,2021-11-06T00:16:04.7Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,40,19,2021-11-06T00:16:04Z,1780000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (7 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,,,,,,7.0,,,,,,,,,
183,PT10M51.00S,2021-11-06T00:16:23.9Z,2,REGULAR,foul,personal,['2freethrow'],203507,,,1610612752,40,19,2021-11-06T00:16:49Z,1810000,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (Noel 2 FT),"[203507, 203457]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,202053.0,,,,,1.0,0.0,Noel,203457.0,,
185,PT10M51.00S,2021-11-06T00:16:50.6Z,2,REGULAR,freethrow,1 of 2,[],203457,,,1610612752,40,20,2021-11-06T00:17:39Z,1830000,,,0,,N. Noel Free Throw 1 of 2 (3 PTS),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,Made,,,,,,3.0,,,,,,,,,
186,PT10M51.00S,2021-11-06T00:17:08.0Z,2,REGULAR,freethrow,2 of 2,[],203457,,,1610612752,40,21,2021-11-06T00:17:39Z,1840000,,,0,,N. Noel Free Throw 2 of 2 (4 PTS),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,Made,,,,,,4.0,,,,,,,,,
187,PT10M35.00S,2021-11-06T00:17:24.5Z,2,REGULAR,3pt,Jump Shot,[],203918,8.360709592641262,2.696078431372549,1610612749,40,21,2021-11-06T00:17:29Z,1850000,237.0,26.0,1,left,MISS R. Hood 3PT,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,23.79,Missed,,,,,,,,,,,,,,,
188,PT10M32.00S,2021-11-06T00:17:27.5Z,2,REGULAR,rebound,defensive,[],203457,,,1610612752,40,21,2021-11-06T00:17:29Z,1860000,,,0,,N. Noel REBOUND (Off:1 Def:3),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,187.0,4.0,3.0,1.0,,,,,,,,,,,
189,PT10M27.00S,2021-11-06T00:17:32.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,92.06636005256242,52.94117647058824,1610612752,40,21,2021-11-06T00:17:58Z,1870000,15.0,22.0,1,right,MISS O. Toppin cutting Layup,[1630167],1610612752.0,NYK,cutting,,,Toppin,O. Toppin,,,,,,,,2.65,Missed,,,,,,,,,,,,,,,
190,PT10M25.00S,2021-11-06T00:17:34.8Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,40,21,2021-11-06T00:17:34Z,1880000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,189.0,3.0,3.0,0.0,,,,,,,,,,,
191,PT10M24.00S,2021-11-06T00:17:38.9Z,2,REGULAR,foul,personal,[],202692,,,1610612749,40,21,2021-11-06T00:18:03Z,1890000,,,0,,A. Burks take personal FOUL (2 PF),"[202692, 203507]",1610612752.0,NYK,take,,,Burks,A. Burks,,,,,,,,,,,,,,2530.0,,,,,2.0,0.0,Antetokounmpo,203507.0,,
193,PT10M16.00S,2021-11-06T00:18:01.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203648,8.754927726675426,49.26470588235294,1610612749,40,21,2021-11-06T00:18:27Z,1910000,4.0,30.0,1,left,MISS T. Antetokounmpo DUNK - blocked,"[203648, 1630167]",1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,3.0,Missed,,,,,,,,,,,,,,Toppin,1630167.0
194,PT10M16.00S,2021-11-06T00:18:01.4Z,2,REGULAR,block,,[],1630167,,,1610612749,40,21,2021-11-06T00:18:06Z,1920000,,,0,,O. Toppin BLOCK (1 BLK),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M15.00S,2021-11-06T00:18:02.4Z,2,REGULAR,rebound,offensive,[],201588,,,1610612749,40,21,2021-11-06T00:18:27Z,1930000,,,0,,G. Hill REBOUND (Off:1 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,193.0,2.0,1.0,1.0,,,,,,,,,,,
196,PT10M15.00S,2021-11-06T00:18:17.3Z,2,REGULAR,foul,personal,[],202692,,,1610612749,40,21,2021-11-06T00:18:24Z,1940000,,,0,,A. Burks personal FOUL (3 PF),"[202692, 201588]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,1199.0,,,,,3.0,0.0,Hill,201588.0,,
198,PT10M04.00S,2021-11-06T00:18:35.6Z,2,REGULAR,turnover,bad pass,[],1626192,,,1610612749,40,21,2021-11-06T00:18:41Z,1960000,,,0,,P. Connaughton bad pass TURNOVER (2 TO),"[1626192, 1630193]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,2.0,Quickley,1630193.0,,,,,,,,,,,,,,,,,
199,PT10M04.00S,2021-11-06T00:18:35.6Z,2,REGULAR,steal,,[],1630193,,,1610612752,40,21,2021-11-06T00:18:38Z,1970000,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M03.00S,2021-11-06T00:18:40.8Z,2,REGULAR,foul,personal,['2freethrow'],201588,,,1610612752,40,21,2021-11-06T00:18:53Z,1980000,,,0,,G. Hill shooting personal FOUL (1 PF) (Toppin 2 FT),"[201588, 1630167]",1610612749.0,MIL,shooting,,,Hill,G. Hill,,,,,,,,,,,,,,1199.0,,,,,1.0,0.0,Toppin,1630167.0,,
202,PT10M03.00S,2021-11-06T00:19:06.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630167,,,1610612752,40,22,2021-11-06T00:19:06Z,2000000,,,0,,O. Toppin Free Throw 1 of 2 (3 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,Made,,,,,,3.0,,,,,,,,,
203,PT10M03.00S,2021-11-06T00:19:07.9Z,2,REGULAR,substitution,out,[],202692,,,1610612752,40,22,2021-11-06T00:19:17Z,2010000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M03.00S,2021-11-06T00:19:07.9Z,2,REGULAR,substitution,in,[],1629628,,,1610612752,40,22,2021-11-06T00:19:17Z,2020000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M03.00S,2021-11-06T00:19:20.5Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630167,,,1610612752,40,23,2021-11-06T00:19:20Z,2030000,,,0,,O. Toppin Free Throw 2 of 2 (4 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,Made,,,,,,4.0,,,,,,,,,
206,PT09M39.00S,2021-11-06T00:19:47.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203648,4.862023653088042,34.459252450980394,1610612749,42,23,2021-11-06T00:19:55Z,2040000,78.0,-7.0,1,left,T. Antetokounmpo 7' Layup (3 PTS) (P. Connaughton 1 AST),"[203648, 1626192]",1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,7.8,Made,,,,,,3.0,P. Connaughton,1626192.0,1.0,,,,,,
208,PT09M24.00S,2021-11-06T00:20:01.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,89.70105124835742,54.41176470588235,1610612752,42,25,2021-11-06T00:20:05Z,2060000,22.0,44.0,1,right,D. Rose driving floating Jump Shot (4 PTS),[201565],1610612752.0,NYK,driving floating,,,Rose,D. Rose,,,,,,,,4.95,Made,,,,,,4.0,,,,,,,,,
209,PT09M05.00S,2021-11-06T00:20:21.0Z,2,REGULAR,3pt,Jump Shot,[],203918,7.30946123521682,3.6764705882352944,1610612749,42,25,2021-11-06T00:20:27Z,2070000,232.0,16.0,1,left,MISS R. Hood 3PT,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,23.22,Missed,,,,,,,,,,,,,,,
210,PT09M02.00S,2021-11-06T00:20:24.0Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,42,25,2021-11-06T00:20:27Z,2080000,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,209.0,1.0,1.0,0.0,,,,,,,,,,,
211,PT09M00.00S,2021-11-06T00:20:26.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,90.3580814717477,54.65686274509803,1610612752,42,25,2021-11-06T00:20:32Z,2090000,23.0,38.0,1,right,MISS R. Barrett running Layup,[1629628],1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,,,,4.47,Missed,,,,,,,,,,,,,,,
212,PT09M00.00S,2021-11-06T00:20:26.2Z,2,REGULAR,rebound,defensive,[],203918,,,1610612749,42,25,2021-11-06T00:20:32Z,2100000,,,0,,R. Hood REBOUND (Off:0 Def:1),[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,211.0,1.0,1.0,0.0,,,,,,,,,,,
213,PT08M42.00S,2021-11-06T00:20:45.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.835085413929041,51.225490196078425,1610612749,44,25,2021-11-06T00:20:50Z,2110000,-6.0,21.0,1,left,G. Antetokounmpo cutting Layup (9 PTS) (T. Antetokounmpo 1 AST),"[203507, 203648]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,2.2,Made,,,,,,9.0,T. Antetokounmpo,203648.0,1.0,,,,,,
215,PT08M31.00S,2021-11-06T00:20:55.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,90.67017082785807,51.94929534313726,1610612752,44,27,2021-11-06T00:21:10Z,2130000,10.0,35.0,1,right,D. Rose driving floating Jump Shot (6 PTS),[201565],1610612752.0,NYK,driving floating,,,Rose,D. Rose,,,,,,,,3.65,Made,,,,,,6.0,,,,,,,,,
216,PT08M08.00S,2021-11-06T00:21:18.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203648,7.178055190538765,48.03921568627451,1610612749,44,27,2021-11-06T00:21:25Z,2140000,10.0,15.0,1,left,MISS T. Antetokounmpo cutting Layup,[203648],1610612749.0,MIL,cutting,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,1.79,Missed,,,,,,,,,,,,,,,
217,PT08M05.00S,2021-11-06T00:21:21.6Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,44,27,2021-11-06T00:21:25Z,2150000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,216.0,1.0,1.0,0.0,,,,,,,,,,,
218,PT08M05.00S,2021-11-06T00:21:23.9Z,2,REGULAR,foul,personal,['2freethrow'],201588,,,1610612752,44,27,2021-11-06T00:21:38Z,2160000,,,0,,G. Hill shooting personal FOUL (2 PF) (Toppin 2 FT),"[201588, 1630167]",1610612749.0,MIL,shooting,,,Hill,G. Hill,,,,,,,,,,,,,,202053.0,,,,,2.0,0.0,Toppin,1630167.0,,
220,PT08M05.00S,2021-11-06T00:21:49.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630167,,,1610612752,44,28,2021-11-06T00:21:49Z,2180000,,,0,,O. Toppin Free Throw 1 of 2 (5 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,Made,,,,,,5.0,,,,,,,,,
221,PT08M05.00S,2021-11-06T00:21:51.5Z,2,REGULAR,substitution,out,[],203918,,,1610612752,44,28,2021-11-06T00:22:02Z,2190000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M05.00S,2021-11-06T00:21:51.5Z,2,REGULAR,substitution,out,[],203648,,,1610612752,44,28,2021-11-06T00:22:02Z,2200000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M05.00S,2021-11-06T00:21:51.5Z,2,REGULAR,substitution,in,[],201950,,,1610612752,44,28,2021-11-06T00:22:02Z,2210000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M05.00S,2021-11-06T00:21:51.5Z,2,REGULAR,substitution,in,[],1626171,,,1610612752,44,28,2021-11-06T00:22:02Z,2220000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M05.00S,2021-11-06T00:22:11.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630167,,,1610612752,44,29,2021-11-06T00:22:11Z,2230000,,,0,,O. Toppin Free Throw 2 of 2 (6 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,Made,,,,,,6.0,,,,,,,,,
226,PT07M50.00S,2021-11-06T00:22:31.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630167,,,1610612749,44,29,2021-11-06T00:22:50Z,2240000,,,0,,O. Toppin shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1630167, 203507]",1610612752.0,NYK,shooting,,,Toppin,O. Toppin,,,,,,,,,,,,,,202053.0,,,,,2.0,0.0,Antetokounmpo,203507.0,,
228,PT07M50.00S,2021-11-06T00:23:00.3Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,45,29,2021-11-06T00:23:00Z,2260000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (10 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,,,,,,10.0,,,,,,,,,
229,PT07M50.00S,2021-11-06T00:23:02.7Z,2,REGULAR,substitution,out,[],201588,,,1610612749,45,29,2021-11-06T00:23:15Z,2270000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M50.00S,2021-11-06T00:23:02.7Z,2,REGULAR,substitution,out,[],1630167,,,1610612749,45,29,2021-11-06T00:23:15Z,2280000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M50.00S,2021-11-06T00:23:02.7Z,2,REGULAR,substitution,out,[],203457,,,1610612749,45,29,2021-11-06T00:23:15Z,2290000,,,0,,SUB out: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M50.00S,2021-11-06T00:23:02.7Z,2,REGULAR,substitution,in,[],1628960,,,1610612749,45,29,2021-11-06T00:23:15Z,2300000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M50.00S,2021-11-06T00:23:02.7Z,2,REGULAR,substitution,in,[],203944,,,1610612749,45,29,2021-11-06T00:23:15Z,2310000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M50.00S,2021-11-06T00:23:02.7Z,2,REGULAR,substitution,in,[],1629011,,,1610612749,45,29,2021-11-06T00:23:15Z,2320000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M50.00S,2021-11-06T00:23:27.1Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,46,29,2021-11-06T00:23:27Z,2330000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (11 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,,,,,,11.0,,,,,,,,,
236,PT07M40.00S,2021-11-06T00:23:38.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201565,93.77463863337714,50.49019607843137,1610612752,46,31,2021-11-06T00:23:45Z,2340000,2.0,6.0,1,right,D. Rose driving Layup (8 PTS),[201565],1610612752.0,NYK,driving,,,Rose,D. Rose,,,,,,,,0.65,Made,,,,,,8.0,,,,,,,,,
237,PT07M33.00S,2021-11-06T00:23:47.4Z,2,REGULAR,3pt,Jump Shot,[],1626192,31.35676741130092,63.48039215686274,1610612749,46,31,2021-11-06T00:23:51Z,2350000,-67.0,242.0,1,left,MISS P. Connaughton 25' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,25.15,Missed,,,,,,,,,,,,,,,
238,PT07M33.00S,2021-11-06T00:23:47.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,46,31,2021-11-06T00:23:51Z,2360000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,237.0,,,,,,,,,,,,,,
239,PT07M33.00S,2021-11-06T00:23:52.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,46,31,2021-11-06T00:23:52Z,2370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M20.00S,2021-11-06T00:24:09.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629011,92.9862023653088,50.49019607843137,1610612752,46,33,2021-11-06T00:24:15Z,2380000,2.0,13.0,1,right,M. Robinson cutting Layup (2 PTS) (D. Rose 3 AST),"[1629011, 201565]",1610612752.0,NYK,cutting,,,Robinson,M. Robinson,,,,,,,,1.36,Made,,,,,,2.0,D. Rose,201565.0,3.0,,,,,,
242,PT07M20.00S,2021-11-06T00:24:18.4Z,2,REGULAR,foul,personal,['1freethrow'],1628960,,,1610612752,46,33,2021-11-06T00:24:39Z,2400000,,,0,,G. Allen shooting personal FOUL (1 PF) (Robinson 1 FT),"[1628960, 1629011]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,,,,,,,,,,202053.0,,,,,1.0,0.0,Robinson,1629011.0,,
244,PT07M20.00S,2021-11-06T00:24:34.6Z,2,REGULAR,substitution,out,[],203507,,,1610612752,46,33,2021-11-06T00:24:38Z,2420000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M20.00S,2021-11-06T00:24:34.6Z,2,REGULAR,substitution,in,[],1628400,,,1610612752,46,33,2021-11-06T00:24:38Z,2430000,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M20.00S,2021-11-06T00:24:43.8Z,2,REGULAR,freethrow,1 of 1,[],1629011,,,1610612752,46,34,2021-11-06T00:24:43Z,2440000,,,0,,M. Robinson Free Throw 1 of 1 (3 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,Made,,,,,,3.0,,,,,,,,,
247,PT07M07.00S,2021-11-06T00:24:48.9Z,2,REGULAR,2pt,Jump Shot,[],1626171,13.748357424441524,13.970588235294118,1610612749,46,34,2021-11-06T00:24:53Z,2450000,180.0,77.0,1,left,MISS B. Portis 19' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,19.58,Missed,,,,,,,,,,,,,,,
248,PT07M04.00S,2021-11-06T00:24:51.9Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,46,34,2021-11-06T00:24:53Z,2460000,,,0,,M. Robinson REBOUND (Off:1 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,247.0,3.0,2.0,1.0,,,,,,,,,,,
249,PT06M51.00S,2021-11-06T00:25:04.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,85.62746386333771,45.588235294117645,1610612752,46,36,2021-11-06T00:25:08Z,2470000,-22.0,83.0,1,right,J. Randle 8' turnaround fadeaway Jump Shot (8 PTS),[203944],1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,,,,8.55,Made,,,,,,8.0,,,,,,,,,
250,PT06M48.00S,2021-11-06T00:25:13.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,46,36,2021-11-06T00:25:13Z,2480000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M48.00S,2021-11-06T00:27:51.6Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,46,36,2021-11-06T00:28:12Z,2490000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M48.00S,2021-11-06T00:27:51.6Z,2,REGULAR,substitution,in,[],1629670,,,1610612749,46,36,2021-11-06T00:28:12Z,2500000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M39.00S,2021-11-06T00:28:44.7Z,2,REGULAR,3pt,Jump Shot,[],1628960,34.641918528252305,52.94117647058824,1610612749,46,36,2021-11-06T00:28:49Z,2510000,-15.0,273.0,1,left,MISS G. Allen 27' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,27.35,Missed,,,,,,,,,,,,,,,
254,PT06M36.00S,2021-11-06T00:28:47.3Z,2,REGULAR,rebound,defensive,[],201565,,,1610612752,46,36,2021-11-06T00:28:47Z,2520000,,,0,,D. Rose REBOUND (Off:0 Def:2),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,253.0,2.0,2.0,0.0,,,,,,,,,,,
255,PT06M33.00S,2021-11-06T00:28:50.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,73.01248357424441,84.80392156862744,1610612752,46,36,2021-11-06T00:29:05Z,2530000,174.0,201.0,1,right,MISS R. Barrett 26' running 3PT,[1629628],1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,,,,26.6,Missed,,,,,,,,,,,,,,,
256,PT06M31.00S,2021-11-06T00:28:53.3Z,2,REGULAR,rebound,offensive,[],203944,,,1610612752,46,36,2021-11-06T00:28:53Z,2540000,,,0,,J. Randle REBOUND (Off:2 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,255.0,5.0,3.0,2.0,,,,,,,,,,,
257,PT06M30.00S,2021-11-06T00:28:54.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,92.85479632063075,49.754901960784316,1610612752,46,38,2021-11-06T00:29:10Z,2550000,-1.0,15.0,1,right,J. Randle putback Layup (10 PTS),[203944],1610612752.0,NYK,putback,,,Randle,J. Randle,,,,,,,,1.47,Made,,,,,,10.0,,,,,,,,,
258,PT06M08.00S,2021-11-06T00:29:16.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628400,17.296320630749015,46.81372549019608,1610612749,46,38,2021-11-06T00:29:25Z,2560000,16.0,110.0,1,left,MISS S. Ojeleye 11' turnaround Shot - blocked,"[1628400, 203944]",1610612749.0,MIL,turnaround,,,Ojeleye,S. Ojeleye,,,,,,,,11.12,Missed,,,,,,,,,,,,,,Randle,203944.0
279,PT06M08.00S,2021-11-06T00:29:16.5Z,2,REGULAR,block,,[],203944,,,1610612749,46,38,2021-11-06T00:31:12Z,2565000,,,0,,J. Randle BLOCK (1 BLK),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M05.00S,2021-11-06T00:29:19.5Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,46,38,2021-11-06T00:29:25Z,2570000,,,0,,B. Portis REBOUND (Off:2 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,258.0,3.0,1.0,2.0,,,,,,,,,,,
260,PT06M05.00S,2021-11-06T00:29:19.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626171,5.732588699080158,52.69607843137255,1610612749,48,38,2021-11-06T00:29:29Z,2580000,-13.0,1.0,1,left,B. Portis putback Layup (4 PTS),[1626171],1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,,,,1.36,Made,,,,,,4.0,,,,,,,,,
261,PT05M53.00S,2021-11-06T00:29:31.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,82.07950065703022,50.49019607843137,1610612752,48,38,2021-11-06T00:33:32Z,2590000,2.0,116.0,1,right,MISS D. Rose 11' floating Shot,[201565],1610612752.0,NYK,floating,,,Rose,D. Rose,,,,,,,,11.6,Missed,,,,,,,,,,,,,,,
262,PT05M53.00S,2021-11-06T00:29:31.2Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,48,38,2021-11-06T00:33:32Z,2600000,,,0,,M. Robinson REBOUND (Off:2 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,261.0,4.0,2.0,2.0,,,,,,,,,,,
