actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
535,PT09M16.00S,2022-01-29T05:14:39.8Z,4,REGULAR,foul,personal,['2freethrow'],203114,,,1610612752,102,93,2022-01-29T05:14:57Z,5310000,,,0,,K. Middleton shooting personal FOUL (4 PF) (Burks 2 FT),"[203114, 202692]",1610612749.0,MIL,shooting,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,201245.0,4.0,0.0,Burks,202692.0,,,
537,PT09M16.00S,2022-01-29T05:15:05.9Z,4,REGULAR,freethrow,1 of 2,[],202692,,,1610612752,102,93,2022-01-29T05:15:05Z,5330000,,,0,,MISS A. Burks Free Throw 1 of 2,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,Missed,,,,,,,,,,,,,,,,
538,PT09M16.00S,2022-01-29T05:15:05.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,102,93,2022-01-29T05:15:05Z,5340000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,537.0,,,,,,,,,,,
539,PT09M16.00S,2022-01-29T05:15:16.6Z,4,REGULAR,freethrow,2 of 2,[],202692,,,1610612752,102,94,2022-01-29T05:15:16Z,5350000,,,0,,A. Burks Free Throw 2 of 2 (10 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
540,PT09M05.00S,2022-01-29T05:15:32.9Z,4,REGULAR,foul,personal,[],203944,,,1610612749,102,94,2022-01-29T05:16:03Z,5360000,,,0,,J. Randle personal FOUL (2 PF),"[203944, 203507]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,1193.0,2.0,0.0,Antetokounmpo,203507.0,,,
542,PT08M53.00S,2022-01-29T05:15:59.8Z,4,REGULAR,3pt,Jump Shot,[],1626171,68.01905387647832,66.66666666666666,1610612749,102,94,2022-01-29T05:16:06Z,5380000,83.0,248.0,1,right,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,26.17,Missed,,,,,,,,,,,,,,,,
543,PT08M50.00S,2022-01-29T05:16:02.8Z,4,REGULAR,rebound,defensive,[],203944,,,1610612752,102,94,2022-01-29T05:16:02Z,5390000,,,0,,J. Randle REBOUND (Off:1 Def:8),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,542.0,9.0,8.0,1.0,,,,,,,,
544,PT08M33.00S,2022-01-29T05:16:20.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,8.754927726675426,50.49019607843137,1610612752,102,94,2022-01-29T05:16:27Z,5400000,-2.0,30.0,1,left,MISS O. Toppin driving Layup - blocked,"[1630167, 1626171]",1610612752.0,NYK,driving,,,Toppin,O. Toppin,,,,,,,,2.99,Missed,,,,,,,,,,,,,,,Portis,1626171.0
545,PT08M33.00S,2022-01-29T05:16:20.1Z,4,REGULAR,block,,[],1626171,,,1610612752,102,94,2022-01-29T05:16:23Z,5410000,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT08M30.00S,2022-01-29T05:16:23.1Z,4,REGULAR,rebound,defensive,[],203114,,,1610612749,102,94,2022-01-29T05:16:27Z,5420000,,,0,,K. Middleton REBOUND (Off:0 Def:5),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,544.0,5.0,5.0,0.0,,,,,,,,
547,PT08M27.00S,2022-01-29T05:16:26.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,77.87450722733246,6.862745098039216,1610612749,102,94,2022-01-29T05:16:34Z,5430000,-216.0,155.0,1,right,MISS G. Allen 26' running pullup 3PT,[1628960],1610612749.0,MIL,running pullup,,,Allen,G. Allen,,,,,,,,26.59,Missed,,,,,,,,,,,,,,,,
548,PT08M25.00S,2022-01-29T05:16:29.2Z,4,REGULAR,rebound,offensive,[],203507,,,1610612749,102,94,2022-01-29T05:16:29Z,5440000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,547.0,10.0,8.0,2.0,,,,,,,,
549,PT08M20.00S,2022-01-29T05:16:33.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,73.01248357424441,12.745098039215685,1610612749,105,94,2022-01-29T05:16:38Z,5450000,-186.0,201.0,1,right,G. Allen 27' 3PT  (11 PTS) (G. Antetokounmpo 5 AST),"[1628960, 203507]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,27.42,Made,11.0,G. Antetokounmpo,203507.0,5.0,,,,,,,,,,,,
551,PT08M02.00S,2022-01-29T05:16:51.6Z,4,REGULAR,3pt,Jump Shot,[],1630193,29.6484888304862,9.068627450980392,1610612752,105,94,2022-01-29T05:16:58Z,5470000,205.0,226.0,1,left,MISS I. Quickley 30' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,30.51,Missed,,,,,,,,,,,,,,,,
552,PT07M59.00S,2022-01-29T05:16:54.6Z,4,REGULAR,rebound,defensive,[],201950,,,1610612749,105,94,2022-01-29T05:16:58Z,5480000,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,551.0,3.0,3.0,0.0,,,,,,,,
553,PT07M55.00S,2022-01-29T05:17:03.4Z,4,REGULAR,foul,personal,['3freethrow'],203944,,,1610612749,105,94,2022-01-29T05:17:28Z,5490000,,,0,,J. Randle shooting personal FOUL (3 PF) (Middleton 3 FT),"[203944, 203114]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,201245.0,3.0,0.0,Middleton,203114.0,,,
555,PT07M55.00S,2022-01-29T05:17:34.5Z,4,REGULAR,freethrow,1 of 3,['fastbreak'],203114,,,1610612749,106,94,2022-01-29T05:17:34Z,5510000,,,0,,K. Middleton Free Throw 1 of 3 (15 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
556,PT07M55.00S,2022-01-29T05:17:48.7Z,4,REGULAR,freethrow,2 of 3,['fastbreak'],203114,,,1610612749,107,94,2022-01-29T05:17:48Z,5520000,,,0,,K. Middleton Free Throw 2 of 3 (16 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,Made,16.0,,,,,,,,,,,,,,,
557,PT07M55.00S,2022-01-29T05:17:49.6Z,4,REGULAR,substitution,out,[],203507,,,1610612749,107,94,2022-01-29T05:18:05Z,5530000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT07M55.00S,2022-01-29T05:17:49.6Z,4,REGULAR,substitution,out,[],1630193,,,1610612749,107,94,2022-01-29T05:18:05Z,5540000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT07M55.00S,2022-01-29T05:17:49.6Z,4,REGULAR,substitution,out,[],1629656,,,1610612749,107,94,2022-01-29T05:18:05Z,5550000,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT07M55.00S,2022-01-29T05:17:49.6Z,4,REGULAR,substitution,out,[],202692,,,1610612749,107,94,2022-01-29T05:18:05Z,5560000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT07M55.00S,2022-01-29T05:17:49.6Z,4,REGULAR,substitution,in,[],1626192,,,1610612749,107,94,2022-01-29T05:18:05Z,5570000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT07M55.00S,2022-01-29T05:17:49.6Z,4,REGULAR,substitution,in,[],202689,,,1610612749,107,94,2022-01-29T05:18:05Z,5580000,,,0,,SUB in: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT07M55.00S,2022-01-29T05:17:49.6Z,4,REGULAR,substitution,in,[],1629628,,,1610612749,107,94,2022-01-29T05:18:05Z,5590000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT07M55.00S,2022-01-29T05:17:49.6Z,4,REGULAR,substitution,in,[],203095,,,1610612749,107,94,2022-01-29T05:18:05Z,5600000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT07M55.00S,2022-01-29T05:18:11.1Z,4,REGULAR,freethrow,3 of 3,['fastbreak'],203114,,,1610612749,108,94,2022-01-29T05:18:11Z,5610000,,,0,,K. Middleton Free Throw 3 of 3 (17 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,Made,17.0,,,,,,,,,,,,,,,
566,PT07M31.00S,2022-01-29T05:18:38.8Z,4,REGULAR,foul,personal,['2freethrow'],203114,,,1610612752,108,94,2022-01-29T05:19:00Z,5620000,,,0,,K. Middleton shooting personal FOUL (5 PF) (Toppin 2 FT),"[203114, 1630167]",1610612749.0,MIL,shooting,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,2715.0,5.0,0.0,Toppin,1630167.0,,,
568,PT07M31.00S,2022-01-29T05:19:02.5Z,4,REGULAR,freethrow,1 of 2,[],1630167,,,1610612752,108,94,2022-01-29T05:19:02Z,5640000,,,0,,MISS O. Toppin Free Throw 1 of 2,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,Missed,,,,,,,,,,,,,,,,
569,PT07M31.00S,2022-01-29T05:19:02.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,108,94,2022-01-29T05:19:02Z,5650000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,568.0,,,,,,,,,,,
570,PT07M31.00S,2022-01-29T05:19:20.4Z,4,REGULAR,freethrow,2 of 2,[],1630167,,,1610612752,108,95,2022-01-29T05:19:20Z,5660000,,,0,,O. Toppin Free Throw 2 of 2 (5 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
571,PT07M17.00S,2022-01-29T05:19:35.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626171,92.46057818659659,49.01960784313725,1610612749,108,95,2022-01-29T05:19:43Z,5670000,-5.0,18.0,1,right,MISS B. Portis driving DUNK,[1626171],1610612749.0,MIL,driving,,,Portis,B. Portis,,,,,,,,1.9,Missed,,,,,,,,,,,,,,,,
572,PT07M13.00S,2022-01-29T05:19:38.8Z,4,REGULAR,rebound,offensive,[],1628960,,,1610612749,108,95,2022-01-29T05:19:38Z,5680000,,,0,,G. Allen REBOUND (Off:1 Def:3),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,571.0,4.0,3.0,1.0,,,,,,,,
573,PT07M11.00S,2022-01-29T05:19:40.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203114,67.62483574244416,64.95098039215686,1610612749,108,95,2022-01-29T05:19:49Z,5690000,75.0,252.0,1,right,MISS K. Middleton 26' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,26.27,Missed,,,,,,,,,,,,,,,,
574,PT07M11.00S,2022-01-29T05:19:40.7Z,4,REGULAR,rebound,defensive,[],203095,,,1610612752,108,95,2022-01-29T05:19:49Z,5700000,,,0,,E. Fournier REBOUND (Off:2 Def:3),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,573.0,5.0,3.0,2.0,,,,,,,,
575,PT07M02.00S,2022-01-29T05:19:51.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.783837056504599,49.01960784313725,1610612752,108,97,2022-01-29T05:19:57Z,5710000,5.0,11.0,1,left,R. Barrett driving Layup (20 PTS) (E. Fournier 3 AST),"[1629628, 203095]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,,,,1.23,Made,20.0,E. Fournier,203095.0,3.0,,,,,,,,,,,,
576,PT06M49.00S,2022-01-29T05:20:05.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203114,91.5407358738502,49.26470588235294,1610612749,108,97,2022-01-29T05:23:27Z,5720000,-4.0,27.0,1,right,MISS K. Middleton Layup,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,2.73,Missed,,,,,,,,,,,,,,,,
577,PT06M48.00S,2022-01-29T05:20:06.6Z,4,REGULAR,rebound,offensive,[],203114,,,1610612749,108,97,2022-01-29T05:23:27Z,5730000,,,0,,K. Middleton REBOUND (Off:1 Def:5),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,576.0,6.0,5.0,1.0,,,,,,,,
578,PT06M47.00S,2022-01-29T05:20:10.8Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203114,94.40999984741211,50.0,1610612749,108,97,2022-01-29T05:22:42Z,5740000,0.0,0.0,1,right,MISS K. Middleton tip Layup,[203114],1610612749.0,MIL,tip,,,Middleton,K. Middleton,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
579,PT06M47.00S,2022-01-29T05:20:10.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,108,97,2022-01-29T05:22:32Z,5750000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,578.0,,,,,,,,,,,
580,PT06M47.00S,2022-01-29T05:20:14.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,108,97,2022-01-29T05:20:14Z,5760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT06M47.00S,2022-01-29T05:20:21.2Z,4,REGULAR,substitution,out,[],1626171,,,1610612749,108,97,2022-01-29T05:20:32Z,5770000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT06M47.00S,2022-01-29T05:20:21.2Z,4,REGULAR,substitution,out,[],1630167,,,1610612749,108,97,2022-01-29T05:20:32Z,5780000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT06M47.00S,2022-01-29T05:20:21.2Z,4,REGULAR,substitution,in,[],203507,,,1610612749,108,97,2022-01-29T05:20:32Z,5790000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT06M47.00S,2022-01-29T05:20:21.2Z,4,REGULAR,substitution,in,[],1629011,,,1610612749,108,97,2022-01-29T05:20:32Z,5800000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT06M40.00S,2022-01-29T05:20:38.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628960,85.62746386333771,44.6078431372549,1610612749,110,97,2022-01-29T05:21:58Z,5810000,-27.0,83.0,1,right,G. Allen 8' floating Jump Shot (13 PTS) (P. Connaughton 1 AST),"[1628960, 1626192]",1610612749.0,MIL,floating,,,Allen,G. Allen,,,,,,,,8.69,Made,13.0,P. Connaughton,1626192.0,1.0,,,,,,,,,,,,
587,PT06M20.00S,2022-01-29T05:20:58.2Z,4,REGULAR,3pt,Jump Shot,[],203095,19.92444152431012,94.85294117647058,1610612752,110,97,2022-01-29T05:21:11Z,5830000,-224.0,135.0,1,left,MISS E. Fournier 26' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,26.17,Missed,,,,,,,,,,,,,,,,
588,PT06M16.00S,2022-01-29T05:21:01.7Z,4,REGULAR,rebound,defensive,[],201950,,,1610612749,110,97,2022-01-29T05:21:01Z,5840000,,,0,,J. Holiday REBOUND (Off:0 Def:4),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,587.0,4.0,4.0,0.0,,,,,,,,
590,PT06M07.00S,2022-01-29T05:21:10.8Z,4,REGULAR,3pt,Jump Shot,[],203114,94.69448094612353,3.431372549019608,1610612749,113,97,2022-01-29T05:21:16Z,5850000,-233.0,-3.0,1,right,K. Middleton 3PT  (20 PTS) (J. Holiday 9 AST),"[203114, 201950]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,23.28,Made,20.0,J. Holiday,201950.0,9.0,,,,,,,,,,,,
592,PT06M06.00S,2022-01-29T05:21:23.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,113,97,2022-01-29T05:21:23Z,5870000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT06M06.00S,2022-01-29T05:23:00.4Z,4,REGULAR,substitution,out,[],201950,,,1610612752,113,97,2022-01-29T05:24:11Z,5880000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT06M06.00S,2022-01-29T05:23:00.4Z,4,REGULAR,substitution,in,[],1628978,,,1610612752,113,97,2022-01-29T05:24:11Z,5890000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT05M59.00S,2022-01-29T05:24:55.5Z,4,REGULAR,3pt,Jump Shot,[],202689,31.09395532194481,70.58823529411765,1610612752,113,97,2022-01-29T05:25:03Z,5900000,-103.0,240.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,26.09,Missed,,,,,,,,,,,,,,,,
596,PT05M56.00S,2022-01-29T05:24:58.5Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,113,97,2022-01-29T05:25:03Z,5910000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:9),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,595.0,11.0,9.0,2.0,,,,,,,,
597,PT05M50.00S,2022-01-29T05:25:04.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,94.03745072273325,95.83333333333334,1610612749,113,97,2022-01-29T05:25:17Z,5920000,229.0,4.0,1,right,MISS G. Allen running 3PT,[1628960],1610612749.0,MIL,running,,,Allen,G. Allen,,,,,,,,22.92,Missed,,,,,,,,,,,,,,,,
598,PT05M48.00S,2022-01-29T05:25:06.5Z,4,REGULAR,rebound,defensive,[],202689,,,1610612752,113,97,2022-01-29T05:25:17Z,5930000,,,0,,K. Walker REBOUND (Off:0 Def:5),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,597.0,5.0,5.0,0.0,,,,,,,,
599,PT05M48.00S,2022-01-29T05:25:11.0Z,4,REGULAR,foul,personal,[],1628978,,,1610612752,113,97,2022-01-29T05:26:22Z,5940000,,,0,,D. DiVincenzo take personal FOUL (1 PF),"[1628978, 202689]",1610612749.0,MIL,take,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Walker,202689.0,,,
601,PT05M39.00S,2022-01-29T05:25:33.7Z,4,REGULAR,3pt,Jump Shot,[],203095,21.76412614980289,7.107843137254902,1610612752,113,100,2022-01-29T05:25:38Z,5960000,214.0,152.0,1,left,E. Fournier 26' 3PT  (20 PTS) (K. Walker 7 AST),"[203095, 202689]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,26.3,Made,20.0,K. Walker,202689.0,7.0,,,,,,,,,,,,
603,PT05M22.00S,2022-01-29T05:25:50.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203507,89.17542706964521,54.90196078431373,1610612749,113,100,2022-01-29T05:25:55Z,5980000,25.0,49.0,1,right,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 1629011]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,5.51,Missed,,,,,,,,,,,,,,,Robinson,1629011.0
610,PT05M22.00S,2022-01-29T05:25:50.6Z,4,REGULAR,block,,[],1629011,,,1610612749,113,100,2022-01-29T05:26:30Z,5985000,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT05M21.00S,2022-01-29T05:25:51.6Z,4,REGULAR,rebound,offensive,[],203507,,,1610612749,113,100,2022-01-29T05:26:30Z,5990000,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:9),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,603.0,12.0,9.0,3.0,,,,,,,,
605,PT05M19.00S,2022-01-29T05:25:55.3Z,4,REGULAR,turnover,lost ball,[],203114,,,1610612749,113,100,2022-01-29T05:26:00Z,6000000,,,0,,K. Middleton lost ball TURNOVER (3 TO),"[203114, 203095]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,3.0,Fournier,203095.0,,,,,,,,,,,,,,,,,,
606,PT05M19.00S,2022-01-29T05:25:55.3Z,4,REGULAR,steal,,[],203095,,,1610612752,113,100,2022-01-29T05:25:57Z,6010000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT05M13.00S,2022-01-29T05:26:00.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203095,6.783837056504599,49.01960784313725,1610612752,113,100,2022-01-29T05:26:07Z,6020000,5.0,11.0,1,left,MISS E. Fournier running Layup,[203095],1610612752.0,NYK,running,,,Fournier,E. Fournier,,,,,,,,1.23,Missed,,,,,,,,,,,,,,,,
608,PT05M10.00S,2022-01-29T05:26:03.2Z,4,REGULAR,rebound,defensive,[],1626192,,,1610612749,113,100,2022-01-29T05:26:03Z,6030000,,,0,,P. Connaughton REBOUND (Off:1 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,607.0,3.0,2.0,1.0,,,,,,,,
609,PT05M05.00S,2022-01-29T05:26:14.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612749,113,100,2022-01-29T05:26:14Z,6040000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT05M05.00S,2022-01-29T05:27:04.0Z,4,REGULAR,substitution,out,[],1628960,,,1610612749,113,100,2022-01-29T05:27:47Z,6050000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT05M05.00S,2022-01-29T05:27:04.0Z,4,REGULAR,substitution,in,[],201950,,,1610612749,113,100,2022-01-29T05:27:47Z,6060000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT05M05.00S,2022-01-29T05:28:05.3Z,4,REGULAR,stoppage,blood rule,[],0,,,1610612749,113,100,2022-01-29T05:28:05Z,6070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT04M57.00S,2022-01-29T05:28:12.6Z,4,REGULAR,turnover,bad pass,[],1628978,,,1610612749,113,100,2022-01-29T05:28:19Z,6080000,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 202689]",1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,1.0,Walker,202689.0,,,,,,,,,,,,,,,,,,
615,PT04M57.00S,2022-01-29T05:28:12.6Z,4,REGULAR,steal,,[],202689,,,1610612752,113,100,2022-01-29T05:28:15Z,6090000,,,0,,K. Walker STEAL (1 STL),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT04M56.00S,2022-01-29T05:28:20.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201950,,,1610612752,113,100,2022-01-29T05:28:32Z,6100000,,,0,,J. Holiday personal FOUL (2 PF) (Barrett 2 FT),"[201950, 1629628]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,1193.0,2.0,0.0,Barrett,1629628.0,,,
618,PT04M56.00S,2022-01-29T05:28:39.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629628,,,1610612752,113,101,2022-01-29T05:28:39Z,6120000,,,0,,R. Barrett Free Throw 1 of 2 (21 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,Made,21.0,,,,,,,,,,,,,,,
619,PT04M56.00S,2022-01-29T05:28:52.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629628,,,1610612752,113,102,2022-01-29T05:28:52Z,6130000,,,0,,R. Barrett Free Throw 2 of 2 (22 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,Made,22.0,,,,,,,,,,,,,,,
620,PT04M38.00S,2022-01-29T05:29:12.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,92.85479632063075,55.392156862745104,1610612749,113,102,2022-01-29T05:29:17Z,6140000,27.0,15.0,1,right,MISS D. DiVincenzo Layup - blocked,"[1628978, 203095]",1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,3.07,Missed,,,,,,,,,,,,,,,Fournier,203095.0
630,PT04M38.00S,2022-01-29T05:29:12.5Z,4,REGULAR,block,,[],203095,,,1610612749,113,102,2022-01-29T05:30:33Z,6145000,,,0,,E. Fournier BLOCK (1 BLK),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT04M36.00S,2022-01-29T05:29:14.5Z,4,REGULAR,rebound,defensive,[],203095,,,1610612752,113,102,2022-01-29T05:29:17Z,6150000,,,0,,E. Fournier REBOUND (Off:2 Def:4),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,620.0,6.0,4.0,2.0,,,,,,,,
