actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
90,PT04M46.00S,2022-01-04T01:23:25.7Z,1,REGULAR,rebound,offensive,[],1626192,,,1610612749,15,16,2022-01-04T01:23:25Z,900000,,,0,,P. Connaughton REBOUND (Off:1 Def:0),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,89.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
91,PT04M43.00S,2022-01-04T01:23:28.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201950,32.40801576872536,64.95098039215686,1610612749,15,16,2022-01-04T01:23:44Z,910000,-75.0,252.0,1,left,MISS J. Holiday 26' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,,
92,PT04M40.00S,2022-01-04T01:23:31.6Z,1,REGULAR,rebound,defensive,[],1630240,,,1610612765,15,16,2022-01-04T01:23:34Z,920000,,,0,,S. Lee REBOUND (Off:0 Def:2),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,91.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
93,PT04M37.00S,2022-01-04T01:23:36.4Z,1,REGULAR,foul,personal,['2freethrow'],202083,,,1610612765,15,16,2022-01-04T01:23:52Z,930000,,,0,,W. Matthews shooting personal FOUL (1 PF) (Lee 2 FT),"[202083, 1630240]",1610612749.0,MIL,shooting,,,Matthews,W. Matthews,,,,,,,,,,,,1363.0,1.0,0.0,Lee,1630240.0,,,,,,,,,
95,PT04M37.00S,2022-01-04T01:24:05.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630240,,,1610612765,15,17,2022-01-04T01:24:05Z,950000,,,0,,S. Lee Free Throw 1 of 2 (1 PTS),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
96,PT04M37.00S,2022-01-04T01:24:08.2Z,1,REGULAR,substitution,out,[],1626171,,,1610612765,15,17,2022-01-04T01:24:18Z,960000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M37.00S,2022-01-04T01:24:08.2Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,15,17,2022-01-04T01:24:18Z,970000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M37.00S,2022-01-04T01:24:08.2Z,1,REGULAR,substitution,out,[],1626168,,,1610612765,15,17,2022-01-04T01:24:18Z,980000,,,0,,SUB out: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M37.00S,2022-01-04T01:24:08.2Z,1,REGULAR,substitution,in,[],202326,,,1610612765,15,17,2022-01-04T01:24:18Z,990000,,,0,,SUB in: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M37.00S,2022-01-04T01:24:08.2Z,1,REGULAR,substitution,in,[],1629620,,,1610612765,15,17,2022-01-04T01:24:18Z,1000000,,,0,,SUB in: J. Robinson,[1629620],1610612765.0,DET,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M37.00S,2022-01-04T01:24:08.2Z,1,REGULAR,substitution,in,[],1630568,,,1610612765,15,17,2022-01-04T01:24:18Z,1010000,,,0,,SUB in: L. Garza,[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M37.00S,2022-01-04T01:24:29.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630240,,,1610612765,15,18,2022-01-04T01:24:29Z,1020000,,,0,,S. Lee Free Throw 2 of 2 (2 PTS),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
103,PT04M24.00S,2022-01-04T01:24:43.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,6.389618922470433,48.28431372549019,1610612749,17,18,2022-01-04T01:24:48Z,1030000,9.0,8.0,1,left,J. Holiday driving Layup (7 PTS),[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,1.15,Made,,,,,7.0,,,,,,,,,,,,,,
104,PT04M04.00S,2022-01-04T01:25:02.8Z,1,REGULAR,3pt,Jump Shot,[],1629620,76.69185282522996,8.088235294117647,1610612765,17,18,2022-01-04T01:25:08Z,1040000,-210.0,167.0,1,right,MISS J. Robinson 26' 3PT,[1629620],1610612765.0,DET,,,,Robinson,J. Robinson,,,,,26.77,Missed,,,,,,,,,,,,,,,,,,,
105,PT04M01.00S,2022-01-04T01:25:05.8Z,1,REGULAR,rebound,offensive,[],1630568,,,1610612765,17,18,2022-01-04T01:27:00Z,1050000,,,0,,L. Garza REBOUND (Off:1 Def:0),[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,104.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
106,PT03M58.00S,2022-01-04T01:25:09.4Z,1,REGULAR,turnover,bad pass,[],1630240,,,1610612765,17,18,2022-01-04T01:29:34Z,1060000,,,0,,S. Lee bad pass TURNOVER (1 TO),"[1630240, 201588]",1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,1.0,Hill,201588.0,
107,PT03M58.00S,2022-01-04T01:25:09.4Z,1,REGULAR,steal,,[],201588,,,1610612749,17,18,2022-01-04T01:25:13Z,1070000,,,0,,G. Hill STEAL (1 STL),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M52.00S,2022-01-04T01:25:14.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202083,7.046649145860711,53.18627450980392,1610612749,19,18,2022-01-04T01:25:22Z,1080000,-16.0,14.0,1,left,W. Matthews running Layup (2 PTS) (J. Holiday 2 AST),"[202083, 201950]",1610612749.0,MIL,running,,,Matthews,W. Matthews,,,,,2.1,Made,,,,,2.0,,,,,,J. Holiday,201950.0,2.0,,,,,,
110,PT03M44.00S,2022-01-04T01:25:23.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,92.32917214191852,38.23529411764706,1610612765,19,18,2022-01-04T01:30:37Z,1100000,-59.0,20.0,1,right,MISS H. Diallo 6' fadeaway bank Shot,[1628977],1610612765.0,DET,fadeaway bank,,,Diallo,H. Diallo,,,,,6.2,Missed,,,,,,,,,,,,,,,,,,,
111,PT03M41.00S,2022-01-04T01:25:26.5Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,19,18,2022-01-04T01:25:31Z,1110000,,,0,,P. Connaughton REBOUND (Off:1 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,110.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
112,PT03M38.00S,2022-01-04T01:25:29.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201588,8.886333771353483,96.07843137254902,1610612749,19,18,2022-01-04T01:25:38Z,1120000,-230.0,31.0,1,left,MISS G. Hill running 3PT,[201588],1610612749.0,MIL,running,,,Hill,G. Hill,,,,,23.25,Missed,,,,,,,,,,,,,,,,,,,
113,PT03M33.00S,2022-01-04T01:25:34.7Z,1,REGULAR,rebound,defensive,[],1629620,,,1610612765,19,18,2022-01-04T01:25:38Z,1130000,,,0,,J. Robinson REBOUND (Off:0 Def:1),[1629620],1610612765.0,DET,,,,Robinson,J. Robinson,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
114,PT03M11.00S,2022-01-04T01:25:56.9Z,1,REGULAR,2pt,Jump Shot,[],1630180,94.69448094612353,27.941176470588236,1610612765,19,20,2022-01-04T01:26:01Z,1140000,-110.0,-3.0,1,right,S. Bey 11' turnaround fadeaway Jump Shot (8 PTS),[1630180],1610612765.0,DET,turnaround fadeaway,,,Bey,S. Bey,,,,,11.03,Made,,,,,8.0,,,,,,,,,,,,,,
115,PT02M49.00S,2022-01-04T01:26:19.5Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,19,20,2022-01-04T01:26:26Z,1150000,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 1630180]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,1.0,Bey,1630180.0,
116,PT02M49.00S,2022-01-04T01:26:19.5Z,1,REGULAR,steal,,[],1630180,,,1610612765,19,20,2022-01-04T01:26:22Z,1160000,,,0,,S. Bey STEAL (1 STL),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M46.00S,2022-01-04T01:26:23.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630180,94.56307490144546,49.754901960784316,1610612765,19,22,2022-01-04T01:26:33Z,1170000,-1.0,-1.0,1,right,S. Bey running DUNK (10 PTS),[1630180],1610612765.0,DET,running,,,Bey,S. Bey,,,,,0.18,Made,,,,,10.0,,,,,,,,,,,,,,
119,PT02M46.00S,2022-01-04T01:27:18.5Z,1,REGULAR,foul,technical,['1freethrow'],1371,,,1610612749,19,22,2022-01-04T01:30:45Z,1190000,,,0,,TEAM foul technical,[1371],1610612749.0,MIL,,,,,,,,,,,,,,,,,1363.0,,,,,,,,,,,,,
120,PT02M46.00S,2022-01-04T01:27:50.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,19,22,2022-01-04T01:27:50Z,1200000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M46.00S,2022-01-04T01:29:48.6Z,1,REGULAR,substitution,out,[],201950,,,1610612749,19,22,2022-01-04T01:30:37Z,1210000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M46.00S,2022-01-04T01:29:48.6Z,1,REGULAR,substitution,out,[],1628977,,,1610612749,19,22,2022-01-04T01:30:37Z,1220000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M46.00S,2022-01-04T01:29:48.6Z,1,REGULAR,substitution,in,[],203507,,,1610612749,19,22,2022-01-04T01:30:37Z,1230000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M46.00S,2022-01-04T01:29:48.6Z,1,REGULAR,substitution,in,[],1628367,,,1610612749,19,22,2022-01-04T01:30:37Z,1240000,,,0,,SUB in: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M46.00S,2022-01-04T01:30:47.7Z,1,REGULAR,freethrow,1 of 1,[],1630180,,,1610612749,19,23,2022-01-04T01:30:47Z,1250000,,,0,,S. Bey technical Free Throw 1 of 1 (11 PTS),[1630180],1610612765.0,DET,technical,,,Bey,S. Bey,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
126,PT02M30.00S,2022-01-04T01:31:22.2Z,1,REGULAR,foul,technical,['1freethrow'],1630568,,,1610612749,19,23,2022-01-04T01:31:37Z,1260000,,,0,,L. Garza defensive-3-second technical FOUL (1 Tech),[1630568],1610612765.0,DET,defensive-3-second,,,Garza,L. Garza,,,,,,,,,,,,1363.0,0.0,1.0,,,,,,,,,,,
127,PT02M30.00S,2022-01-04T01:31:38.7Z,1,REGULAR,freethrow,1 of 1,[],201588,,,1610612749,20,23,2022-01-04T01:31:38Z,1270000,,,0,,G. Hill technical Free Throw 1 of 1 (1 PTS),[201588],1610612749.0,MIL,technical,,,Hill,G. Hill,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
128,PT02M21.00S,2022-01-04T01:32:02.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.783837056504599,51.71568627450981,1610612749,22,23,2022-01-04T01:32:08Z,1280000,-9.0,11.0,1,left,G. Antetokounmpo driving DUNK (6 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.42,Made,,,,,6.0,,,,,,,,,,,,,,
129,PT02M11.00S,2022-01-04T01:32:12.8Z,1,REGULAR,turnover,bad pass,[],1630180,,,1610612765,22,23,2022-01-04T01:32:21Z,1290000,,,0,,S. Bey bad pass TURNOVER (1 TO),"[1630180, 201588]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,1.0,Hill,201588.0,
130,PT02M11.00S,2022-01-04T01:32:12.8Z,1,REGULAR,steal,,[],201588,,,1610612749,22,23,2022-01-04T01:32:16Z,1300000,,,0,,G. Hill STEAL (2 STL),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M02.00S,2022-01-04T01:32:21.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201588,29.6484888304862,23.774509803921568,1610612749,22,23,2022-01-04T01:32:29Z,1310000,131.0,226.0,1,left,MISS G. Hill 26' running pullup 3PT,[201588],1610612749.0,MIL,running pullup,,,Hill,G. Hill,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M59.00S,2022-01-04T01:32:24.2Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,22,23,2022-01-04T01:32:29Z,1320000,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,131.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
133,PT01M44.00S,2022-01-04T01:32:39.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630568,81.8166885676741,37.00980392156863,1610612765,22,23,2022-01-04T01:32:44Z,1330000,-65.0,118.0,1,right,MISS L. Garza 13' Jump Shot,[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,13.51,Missed,,,,,,,,,,,,,,,,,,,
134,PT01M42.00S,2022-01-04T01:32:41.5Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,22,23,2022-01-04T01:32:44Z,1340000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,133.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
135,PT01M21.00S,2022-01-04T01:33:02.7Z,1,REGULAR,3pt,Jump Shot,[],1626192,30.831143232588698,68.38235294117648,1610612749,25,23,2022-01-04T01:33:08Z,1350000,-92.0,237.0,1,left,P. Connaughton 25' 3PT  (3 PTS) (G. Hill 1 AST),"[1626192, 201588]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,25.45,Made,,,,,3.0,,,,,,G. Hill,201588.0,1.0,,,,,,
137,PT01M10.00S,2022-01-04T01:33:15.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630568,91.5407358738502,47.794117647058826,1610612765,25,23,2022-01-04T01:33:23Z,1370000,-11.0,27.0,1,right,MISS L. Garza cutting Layup - blocked,"[1630568, 201588]",1610612765.0,DET,cutting,,,Garza,L. Garza,,,,,2.92,Missed,,,,,,,,,,,,,,Hill,201588.0,,,,
138,PT01M10.00S,2022-01-04T01:33:15.3Z,1,REGULAR,block,,[],201588,,,1610612765,25,23,2022-01-04T01:33:18Z,1380000,,,0,,G. Hill BLOCK (1 BLK),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M10.00S,2022-01-04T01:33:15.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,25,23,2022-01-04T01:33:23Z,1390000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,137.0,,,,,,,,,,,,,,,,,,
140,PT01M10.00S,2022-01-04T01:33:21.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,25,23,2022-01-04T01:33:21Z,1400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M10.00S,2022-01-04T01:33:23.6Z,1,REGULAR,substitution,out,[],1630180,,,1610612765,25,23,2022-01-04T01:33:28Z,1410000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M10.00S,2022-01-04T01:33:23.6Z,1,REGULAR,substitution,in,[],1626168,,,1610612765,25,23,2022-01-04T01:33:28Z,1420000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M05.00S,2022-01-04T01:33:43.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628367,76.03482260183968,7.598039215686274,1610612765,25,26,2022-01-04T01:33:51Z,1430000,-212.0,173.0,1,right,J. Jackson 27' 3PT  (3 PTS) (J. Robinson 1 AST),"[1628367, 1629620]",1610612765.0,DET,,,,Jackson,J. Jackson,,,,,27.35,Made,,,,,3.0,,,,,,J. Robinson,1629620.0,1.0,,,,,,
145,PT00M52.30S,2022-01-04T01:34:03.3Z,1,REGULAR,foul,offensive,[],203507,,,1610612749,25,26,2022-01-04T01:34:12Z,1450000,,,0,,G. Antetokounmpo charge offensive FOUL (1 PF),"[203507, 1629620]",1610612749.0,MIL,charge,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,1629183.0,1.0,0.0,Robinson,1629620.0,,,,,,,,,
147,PT00M52.30S,2022-01-04T01:34:03.3Z,1,REGULAR,turnover,offensive foul,[],203507,,,1610612749,25,26,2022-01-04T01:34:03Z,1470000,,,0,,G. Antetokounmpo offensive foul TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,1629183.0,,,,,,,,,,1.0,,,
148,PT00M43.00S,2022-01-04T01:34:31.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630568,93.24901445466492,51.225490196078425,1610612765,25,28,2022-01-04T01:34:42Z,1480000,6.0,11.0,1,right,L. Garza cutting DUNK (2 PTS) (S. Lee 1 AST),"[1630568, 1630240]",1610612765.0,DET,cutting,,,Garza,L. Garza,,,,,1.26,Made,,,,,2.0,,,,,,S. Lee,1630240.0,1.0,,,,,,
150,PT00M33.50S,2022-01-04T01:34:50.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.258212877792378,51.225490196078425,1610612749,27,28,2022-01-04T01:34:56Z,1500000,-6.0,6.0,1,left,G. Antetokounmpo driving finger roll Layup (8 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,0.88,Made,,,,,8.0,,,,,,,,,,,,,,
151,PT00M33.50S,2022-01-04T01:34:55.5Z,1,REGULAR,foul,personal,['1freethrow'],1630568,,,1610612749,27,28,2022-01-04T01:35:06Z,1510000,,,0,,L. Garza shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1630568, 203507]",1610612765.0,DET,shooting,,,Garza,L. Garza,,,,,,,,,,,,1629183.0,1.0,1.0,Antetokounmpo,203507.0,,,,,,,,,
153,PT00M33.50S,2022-01-04T01:35:43.5Z,1,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,28,28,2022-01-04T01:35:43Z,1530000,,,0,,G. Antetokounmpo Free Throw 1 of 1 (9 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
154,PT00M19.20S,2022-01-04T01:35:59.4Z,1,REGULAR,turnover,lost ball,[],1630568,,,1610612765,28,28,2022-01-04T01:36:05Z,1540000,,,0,,L. Garza lost ball TURNOVER (1 TO),"[1630568, 202326]",1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,1.0,Cousins,202326.0,
155,PT00M19.20S,2022-01-04T01:35:59.4Z,1,REGULAR,steal,,[],202326,,,1610612749,28,28,2022-01-04T01:36:02Z,1550000,,,0,,D. Cousins STEAL (1 STL),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M08.20S,2022-01-04T01:36:13.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,28,28,2022-01-04T01:36:13Z,1560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M00.00S,2022-01-04T01:36:40.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203507,22.815374507227332,62.5,1610612749,30,28,2022-01-04T01:36:45Z,1570000,-62.0,162.0,1,left,G. Antetokounmpo 17' turnaround fadeaway Jump Shot (11 PTS),[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,17.36,Made,,,,,11.0,,,,,,,,,,,,,,
158,PT00M00.00S,2022-01-04T01:36:58.8Z,1,REGULAR,instantreplay,request,[],0,,,1610612765,30,28,2022-01-04T01:37:23Z,1580000,,,0,,,[],,,support,,,,,,,,,,,,,,,,2003.0,,,,,,,,,,,,,End Period - Good Basket
159,PT00M00.00S,2022-01-04T01:37:30.2Z,1,REGULAR,period,end,[],0,,,1610612765,30,28,2022-01-04T01:37:30Z,1590000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-01-04T01:39:00.1Z,2,REGULAR,substitution,out,['startperiod'],202083,,,1610612765,30,28,2022-01-04T01:39:24Z,1600000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-01-04T01:39:00.1Z,2,REGULAR,substitution,out,['startperiod'],1626192,,,1610612765,30,28,2022-01-04T01:39:24Z,1610000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-01-04T01:39:00.1Z,2,REGULAR,substitution,out,['startperiod'],1630240,,,1610612765,30,28,2022-01-04T01:39:24Z,1620000,,,0,,SUB out: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-01-04T01:39:00.1Z,2,REGULAR,substitution,in,['startperiod'],1628960,,,1610612765,30,28,2022-01-04T01:39:24Z,1630000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-01-04T01:39:00.1Z,2,REGULAR,substitution,in,['startperiod'],203114,,,1610612765,30,28,2022-01-04T01:39:24Z,1640000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-01-04T01:39:00.1Z,2,REGULAR,substitution,in,['startperiod'],1630165,,,1610612765,30,28,2022-01-04T01:39:24Z,1650000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-01-04T01:39:30.0Z,2,REGULAR,period,start,[],0,,,1610612765,30,28,2022-01-04T01:39:30Z,1660000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M47.00S,2022-01-04T01:39:41.9Z,2,REGULAR,2pt,Jump Shot,[],1630165,79.58278580814718,42.8921568627451,1610612765,30,30,2022-01-04T01:39:48Z,1670000,-36.0,139.0,1,right,K. Hayes 14' pullup Jump Shot (4 PTS) (L. Garza 1 AST),"[1630165, 1630568]",1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,14.38,Made,,,,,4.0,,,,,,L. Garza,1630568.0,1.0,,,,,,
169,PT11M34.00S,2022-01-04T01:39:54.2Z,2,REGULAR,3pt,Jump Shot,[],202326,30.305519053876477,70.34313725490196,1610612749,30,30,2022-01-04T01:39:58Z,1690000,-102.0,232.0,1,left,MISS D. Cousins 25' step back 3PT,[202326],1610612749.0,MIL,step back,,,Cousins,D. Cousins,,,,,25.37,Missed,,,,,,,,,,,,,,,,,,,
170,PT11M32.00S,2022-01-04T01:39:56.2Z,2,REGULAR,rebound,defensive,[],1630165,,,1610612765,30,30,2022-01-04T01:39:58Z,1700000,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,169.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
171,PT11M26.00S,2022-01-04T01:40:02.6Z,2,REGULAR,3pt,Jump Shot,[],1630165,92.85479632063075,95.83333333333334,1610612765,30,30,2022-01-04T01:40:13Z,1710000,229.0,15.0,1,right,MISS K. Hayes 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,22.97,Missed,,,,,,,,,,,,,,,,,,,
172,PT11M23.00S,2022-01-04T01:40:05.6Z,2,REGULAR,rebound,defensive,[],202326,,,1610612749,30,30,2022-01-04T01:40:13Z,1720000,,,0,,D. Cousins REBOUND (Off:0 Def:1),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,171.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
173,PT11M18.00S,2022-01-04T01:40:11.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.5722733245729295,49.50980392156863,1610612749,32,30,2022-01-04T01:40:18Z,1730000,2.0,19.0,1,left,G. Antetokounmpo cutting Layup (13 PTS) (G. Allen 2 AST),"[203507, 1628960]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,1.89,Made,,,,,13.0,,,,,,G. Allen,1628960.0,2.0,,,,,,
175,PT11M06.00S,2022-01-04T01:40:24.9Z,2,REGULAR,turnover,traveling,[],1630165,,,1610612765,32,30,2022-01-04T01:40:31Z,1750000,,,0,,K. Hayes traveling TURNOVER (1 TO),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,2003.0,,,,,,,,,,1.0,,,
176,PT10M51.00S,2022-01-04T01:40:51.5Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",203114,8.492115637319317,73.77450980392157,1610612749,32,30,2022-01-04T01:42:02Z,1760000,-119.0,27.0,1,left,MISS K. Middleton 12' fadeaway Shot,[203114],1610612749.0,MIL,fadeaway,,,Middleton,K. Middleton,,,,,12.2,Missed,,,,,,,,,,,,,,,,,,,
