actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
361,PT12M00.00S,2021-11-21T02:26:29.2Z,3,REGULAR,period,start,[],0,,,1610612749,62,50,2021-11-21T02:26:29Z,3580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT11M46.00S,2021-11-21T02:26:41.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,18.347568988173457,35.78431372549019,1610612749,62,50,2021-11-21T02:26:46Z,3590000,71.0,120.0,1,left,MISS J. Holiday 13' driving floating Shot,[201950],1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,13.95,Missed,,,,,,,,,,,,,,,,,,,
363,PT11M44.00S,2021-11-21T02:26:43.7Z,3,REGULAR,rebound,offensive,[],1626171,,,1610612749,62,50,2021-11-21T02:26:43Z,3600000,,,0,,B. Portis REBOUND (Off:2 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,362.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
364,PT11M33.00S,2021-11-21T02:26:58.3Z,3,REGULAR,turnover,traveling,[],203507,,,1610612749,62,50,2021-11-21T02:27:08Z,3610000,,,0,,G. Antetokounmpo traveling TURNOVER (2 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,1626300.0,,,,,,2.0,,,,,,,,
365,PT11M15.00S,2021-11-21T02:27:24.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628976,92.59198423127464,45.09803921568628,1610612753,62,50,2021-11-21T02:27:29Z,3620000,-25.0,17.0,1,right,MISS W. Carter Jr. driving Layup - blocked,"[1628976, 203507]",1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,2.99,Missed,,,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
366,PT11M15.00S,2021-11-21T02:27:24.7Z,3,REGULAR,block,,[],203507,,,1610612753,62,50,2021-11-21T02:27:27Z,3630000,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT11M11.00S,2021-11-21T02:27:28.7Z,3,REGULAR,rebound,defensive,[],201950,,,1610612749,62,50,2021-11-21T02:27:29Z,3640000,,,0,,J. Holiday REBOUND (Off:1 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,365.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
368,PT11M08.00S,2021-11-21T02:27:31.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203114,28.597240473061763,12.745098039215685,1610612749,62,50,2021-11-21T02:27:39Z,3650000,186.0,216.0,1,left,MISS K. Middleton 28' running 3PT,[203114],1610612749.0,MIL,running,,,Middleton,K. Middleton,,,,,28.55,Missed,,,,,,,,,,,,,,,,,,,
369,PT11M01.00S,2021-11-21T02:27:38.4Z,3,REGULAR,rebound,offensive,[],1628960,,,1610612749,62,50,2021-11-21T02:27:39Z,3660000,,,0,,G. Allen REBOUND (Off:2 Def:2),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,368.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
370,PT11M01.00S,2021-11-21T02:27:38.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628960,5.590000152587891,50.0,1610612749,62,50,2021-11-21T02:27:44Z,3670000,0.0,0.0,1,left,MISS G. Allen tip Layup,[1628960],1610612749.0,MIL,tip,,,Allen,G. Allen,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
371,PT11M01.00S,2021-11-21T02:27:38.2Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,62,50,2021-11-21T02:27:44Z,3680000,,,0,,M. Bamba REBOUND (Off:0 Def:6),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,370.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
372,PT10M57.00S,2021-11-21T02:27:43.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,92.72339027595268,51.9607843137255,1610612753,62,50,2021-11-21T02:27:51Z,3690000,10.0,16.0,1,right,MISS M. Bamba cutting Layup - blocked,"[1628964, 203507]",1610612753.0,ORL,cutting,,,Bamba,M. Bamba,,,,,1.87,Missed,,,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
373,PT10M57.00S,2021-11-21T02:27:43.2Z,3,REGULAR,block,,[],203507,,,1610612753,62,50,2021-11-21T02:27:46Z,3700000,,,0,,G. Antetokounmpo BLOCK (2 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT10M53.00S,2021-11-21T02:27:47.2Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,62,50,2021-11-21T02:27:51Z,3710000,,,0,,B. Portis REBOUND (Off:2 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,372.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
375,PT10M48.00S,2021-11-21T02:27:51.6Z,3,REGULAR,3pt,Jump Shot,[],1628960,20.05584756898817,95.34313725490196,1610612749,62,50,2021-11-21T02:27:59Z,3720000,-227.0,136.0,1,left,MISS G. Allen 26' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,26.44,Missed,,,,,,,,,,,,,,,,,,,
376,PT10M44.00S,2021-11-21T02:27:55.6Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,62,50,2021-11-21T02:27:59Z,3730000,,,0,,M. Bamba REBOUND (Off:0 Def:7),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,375.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
377,PT10M33.00S,2021-11-21T02:28:06.2Z,3,REGULAR,3pt,Jump Shot,[],1630591,68.9388961892247,73.77450980392157,1610612753,62,50,2021-11-21T02:30:18Z,3740000,119.0,239.0,1,right,MISS J. Suggs 26' pullup 3PT,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,26.74,Missed,,,,,,,,,,,,,,,,,,,
378,PT10M31.00S,2021-11-21T02:28:08.2Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,62,50,2021-11-21T02:28:11Z,3750000,,,0,,K. Middleton REBOUND (Off:0 Def:3),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,377.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
379,PT10M18.00S,2021-11-21T02:28:21.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,8.360709592641262,48.529411764705884,1610612749,62,50,2021-11-21T02:28:27Z,3760000,7.0,26.0,1,left,MISS J. Holiday driving reverse Layup,[201950],1610612749.0,MIL,driving reverse,,,Holiday,J. Holiday,,,,,2.71,Missed,,,,,,,,,,,,,,,,,,,
380,PT10M16.00S,2021-11-21T02:28:23.3Z,3,REGULAR,rebound,offensive,[],201950,,,1610612749,62,50,2021-11-21T02:28:27Z,3770000,,,0,,J. Holiday REBOUND (Off:2 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,379.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
381,PT10M12.00S,2021-11-21T02:28:27.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203507,33.459264126149804,39.46078431372549,1610612749,65,50,2021-11-21T02:28:33Z,3780000,53.0,262.0,1,left,G. Antetokounmpo 26' 3PT  (18 PTS) (K. Middleton 4 AST),"[203507, 203114]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,26.72,Made,,,,,,,,,,18.0,,K. Middleton,203114.0,4.0,,,,,
383,PT09M54.00S,2021-11-21T02:28:45.0Z,3,REGULAR,3pt,Jump Shot,[],203914,67.09921156373193,65.68627450980392,1610612753,65,50,2021-11-21T02:28:53Z,3800000,78.0,257.0,1,right,MISS G. Harris 26' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,,
384,PT09M51.00S,2021-11-21T02:28:48.0Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,65,50,2021-11-21T02:28:53Z,3810000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:13),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,383.0,14.0,13.0,1.0,,,,,,,,,,,,,,,
385,PT09M38.00S,2021-11-21T02:29:02.3Z,3,REGULAR,3pt,Jump Shot,[],1626171,32.670827858081466,34.55882352941176,1610612749,68,50,2021-11-21T02:29:06Z,3820000,77.0,255.0,1,left,B. Portis 26' 3PT  (16 PTS) (K. Middleton 5 AST),"[1626171, 203114]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,26.6,Made,,,,,,,,,,16.0,,K. Middleton,203114.0,5.0,,,,,
387,PT09M25.00S,2021-11-21T02:29:14.2Z,3,REGULAR,3pt,Jump Shot,[],1628976,72.88107752956637,13.480392156862745,1610612753,68,50,2021-11-21T02:29:21Z,3840000,-183.0,202.0,1,right,MISS W. Carter Jr. 27' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,27.26,Missed,,,,,,,,,,,,,,,,,,,
388,PT09M22.00S,2021-11-21T02:29:17.2Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,68,50,2021-11-21T02:29:21Z,3850000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:14),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,387.0,15.0,14.0,1.0,,,,,,,,,,,,,,,
389,PT09M16.00S,2021-11-21T02:29:27.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.783837056504599,53.18627450980392,1610612749,70,50,2021-11-21T02:29:35Z,3860000,-16.0,11.0,1,left,G. Antetokounmpo driving Layup (20 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.95,Made,,,,,,,,,,20.0,,,,,,,,,
390,PT09M16.00S,2021-11-21T02:29:30.5Z,3,REGULAR,foul,personal,['1freethrow'],1628976,,,1610612749,70,50,2021-11-21T02:32:37Z,3870000,,,0,,W. Carter Jr. shooting personal FOUL (4 PF) (Antetokounmpo 1 FT),"[1628976, 203507]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,1626300.0,4.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
392,PT09M16.00S,2021-11-21T02:29:43.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,70,50,2021-11-21T02:30:02Z,3890000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT09M16.00S,2021-11-21T02:32:48.0Z,3,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,70,50,2021-11-21T02:32:51Z,3900000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
394,PT09M12.00S,2021-11-21T02:32:52.0Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,70,50,2021-11-21T02:32:51Z,3910000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,393.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
395,PT08M49.00S,2021-11-21T02:33:12.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203914,92.9862023653088,43.13725490196079,1610612753,70,50,2021-11-21T02:33:20Z,3920000,-34.0,13.0,1,right,MISS G. Harris driving Layup - blocked,"[203914, 1626171]",1610612753.0,ORL,driving,,,Harris,G. Harris,,,,,3.68,Missed,,,,,,,,,,,,,,,,,,Portis,1626171.0
396,PT08M49.00S,2021-11-21T02:33:12.0Z,3,REGULAR,block,,[],1626171,,,1610612753,70,50,2021-11-21T02:33:15Z,3930000,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT08M47.00S,2021-11-21T02:33:14.0Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,70,50,2021-11-21T02:33:20Z,3940000,,,0,,B. Portis REBOUND (Off:2 Def:6),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,395.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
398,PT08M47.00S,2021-11-21T02:33:31.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,70,50,2021-11-21T02:33:32Z,3950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT08M37.00S,2021-11-21T02:33:45.9Z,3,REGULAR,3pt,Jump Shot,[],1626171,15.982260183968464,96.32352941176471,1610612749,73,50,2021-11-21T02:33:51Z,3960000,-232.0,98.0,1,left,B. Portis 25' 3PT  (19 PTS) (K. Middleton 6 AST),"[1626171, 203114]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,25.14,Made,,,,,,,,,,19.0,,K. Middleton,203114.0,6.0,,,,,
401,PT08M16.00S,2021-11-21T02:34:06.5Z,3,REGULAR,3pt,Jump Shot,[],203914,93.77463863337714,3.431372549019608,1610612753,73,50,2021-11-21T02:34:14Z,3980000,-233.0,6.0,1,right,MISS G. Harris 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
402,PT08M13.00S,2021-11-21T02:34:09.5Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,73,50,2021-11-21T02:34:14Z,3990000,,,0,,K. Middleton REBOUND (Off:0 Def:4),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,401.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
403,PT08M05.00S,2021-11-21T02:34:17.4Z,3,REGULAR,2pt,Jump Shot,[],203114,22.815374507227332,25.98039215686275,1610612749,75,50,2021-11-21T02:34:22Z,4000000,120.0,162.0,1,left,K. Middleton 20' step back Jump Shot (11 PTS),[203114],1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,20.17,Made,,,,,,,,,,11.0,,,,,,,,,
404,PT07M51.00S,2021-11-21T02:34:30.8Z,3,REGULAR,3pt,Jump Shot,[],1628964,69.07030223390277,73.52941176470588,1610612753,75,53,2021-11-21T02:34:36Z,4010000,118.0,238.0,1,right,M. Bamba 26' 3PT  (8 PTS) (W. Carter Jr. 2 AST),"[1628964, 1628976]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,26.56,Made,,,,,,,,,,8.0,,W. Carter Jr.,1628976.0,2.0,,,,,
406,PT07M39.00S,2021-11-21T02:34:43.3Z,3,REGULAR,2pt,Jump Shot,[],203507,5.732588699080158,72.30392156862744,1610612749,75,53,2021-11-21T02:34:48Z,4030000,-112.0,1.0,1,left,MISS G. Antetokounmpo 11' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,11.15,Missed,,,,,,,,,,,,,,,,,,,
407,PT07M35.00S,2021-11-21T02:34:47.3Z,3,REGULAR,rebound,defensive,[],1630591,,,1610612753,75,53,2021-11-21T02:34:48Z,4040000,,,0,,J. Suggs REBOUND (Off:0 Def:5),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,406.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
408,PT07M35.00S,2021-11-21T02:34:50.7Z,3,REGULAR,foul,personal,['2freethrow'],203507,,,1610612753,75,53,2021-11-21T02:35:03Z,4050000,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (Suggs 2 FT),"[203507, 1630591]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,1626300.0,1.0,0.0,Suggs,1630591.0,,,,,,,,,,
410,PT07M35.00S,2021-11-21T02:35:16.1Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630591,,,1610612753,75,54,2021-11-21T02:35:16Z,4070000,,,0,,J. Suggs Free Throw 1 of 2 (11 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
411,PT07M35.00S,2021-11-21T02:35:17.5Z,3,REGULAR,substitution,out,[],1626171,,,1610612753,75,54,2021-11-21T02:35:27Z,4080000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT07M35.00S,2021-11-21T02:35:17.5Z,3,REGULAR,substitution,out,[],203114,,,1610612753,75,54,2021-11-21T02:35:27Z,4090000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT07M35.00S,2021-11-21T02:35:17.5Z,3,REGULAR,substitution,in,[],1626192,,,1610612753,75,54,2021-11-21T02:35:27Z,4100000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT07M35.00S,2021-11-21T02:35:17.5Z,3,REGULAR,substitution,in,[],201588,,,1610612753,75,54,2021-11-21T02:35:27Z,4110000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT07M35.00S,2021-11-21T02:35:35.4Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630591,,,1610612753,75,55,2021-11-21T02:35:35Z,4120000,,,0,,J. Suggs Free Throw 2 of 2 (12 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,Made,,,,,,,,,,12.0,,,,,,,,,
416,PT07M18.00S,2021-11-21T02:35:52.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,6.652431011826544,50.0,1610612749,77,55,2021-11-21T02:35:58Z,4130000,0.0,10.0,1,left,G. Allen driving Layup (10 PTS) (G. Antetokounmpo 5 AST),"[1628960, 203507]",1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,1.0,Made,,,,,,,,,,10.0,,G. Antetokounmpo,203507.0,5.0,,,,,
418,PT06M58.00S,2021-11-21T02:36:12.5Z,3,REGULAR,2pt,Jump Shot,[],203914,78.66294349540078,44.36274509803921,1610612753,77,57,2021-11-21T02:36:19Z,4150000,-28.0,148.0,1,right,G. Harris 15' Jump Shot (7 PTS) (F. Wagner 2 AST),"[203914, 1630532]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,15.08,Made,,,,,,,,,,7.0,,F. Wagner,1630532.0,2.0,,,,,
420,PT06M37.00S,2021-11-21T02:36:34.1Z,3,REGULAR,2pt,Jump Shot,[],201950,15.062417871222076,31.61764705882353,1610612749,79,57,2021-11-21T02:36:39Z,4170000,92.0,89.0,1,left,J. Holiday 12' fadeaway Jump Shot (9 PTS),[201950],1610612749.0,MIL,fadeaway,,,Holiday,J. Holiday,,,,,12.8,Made,,,,,,,,,,9.0,,,,,,,,,
421,PT06M24.00S,2021-11-21T02:36:51.7Z,3,REGULAR,foul,personal,[],1626192,,,1610612753,79,57,2021-11-21T02:37:01Z,4180000,,,0,,P. Connaughton personal FOUL (1 PF),"[1626192, 1628976]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,1626300.0,1.0,0.0,Carter Jr.,1628976.0,,,,,,,,,,
423,PT06M12.00S,2021-11-21T02:37:18.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,79.84559789750328,54.41176470588235,1610612753,79,57,2021-11-21T02:37:24Z,4200000,22.0,137.0,1,right,MISS W. Carter Jr. 13' pullup Shot,[1628976],1610612753.0,ORL,pullup,,,Carter Jr.,W. Carter Jr.,,,,,13.88,Missed,,,,,,,,,,,,,,,,,,,
424,PT06M08.00S,2021-11-21T02:37:22.0Z,3,REGULAR,rebound,defensive,[],201950,,,1610612749,79,57,2021-11-21T02:37:22Z,4210000,,,0,,J. Holiday REBOUND (Off:2 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,423.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
425,PT06M03.00S,2021-11-21T02:37:27.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626192,30.56833114323259,74.01960784313727,1610612749,82,57,2021-11-21T02:37:33Z,4220000,-120.0,235.0,1,left,P. Connaughton 26' 3PT running (8 PTS) (J. Holiday 4 AST),"[1626192, 201950]",1610612749.0,MIL,running,,,Connaughton,P. Connaughton,,,,,26.37,Made,,,,,,,,,,8.0,,J. Holiday,201950.0,4.0,,,,,
427,PT05M51.00S,2021-11-21T02:37:39.9Z,3,REGULAR,3pt,Jump Shot,[],1630591,69.85873850197109,24.754901960784316,1610612753,82,57,2021-11-21T02:37:45Z,4240000,-126.0,231.0,1,right,MISS J. Suggs 26' step back 3PT,[1630591],1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,,
428,PT05M48.00S,2021-11-21T02:37:42.9Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,82,57,2021-11-21T02:37:45Z,4250000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:15),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,427.0,16.0,15.0,1.0,,,,,,,,,,,,,,,
429,PT05M43.00S,2021-11-21T02:37:50.5Z,3,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612749,82,57,2021-11-21T02:38:19Z,4260000,,,0,,F. Wagner shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630532, 203507]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,1626300.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
431,PT05M43.00S,2021-11-21T02:38:28.2Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,83,57,2021-11-21T02:38:28Z,4280000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (21 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,21.0,,,,,,,,,
432,PT05M43.00S,2021-11-21T02:38:29.6Z,3,REGULAR,substitution,out,[],1628960,,,1610612749,83,57,2021-11-21T02:38:47Z,4290000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M43.00S,2021-11-21T02:38:29.6Z,3,REGULAR,substitution,out,[],1630532,,,1610612749,83,57,2021-11-21T02:38:47Z,4300000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT05M43.00S,2021-11-21T02:38:29.6Z,3,REGULAR,substitution,out,[],1628976,,,1610612749,83,57,2021-11-21T02:38:47Z,4310000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT05M43.00S,2021-11-21T02:38:29.6Z,3,REGULAR,substitution,in,[],203918,,,1610612749,83,57,2021-11-21T02:38:47Z,4320000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M43.00S,2021-11-21T02:38:29.6Z,3,REGULAR,substitution,in,[],201577,,,1610612749,83,57,2021-11-21T02:38:47Z,4330000,,,0,,SUB in: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M43.00S,2021-11-21T02:38:29.6Z,3,REGULAR,substitution,in,[],203082,,,1610612749,83,57,2021-11-21T02:38:47Z,4340000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M43.00S,2021-11-21T02:39:03.4Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,84,57,2021-11-21T02:39:03Z,4350000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (22 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,22.0,,,,,,,,,
439,PT05M34.00S,2021-11-21T02:39:17.8Z,3,REGULAR,foul,personal,[],203507,,,1610612753,84,57,2021-11-21T02:39:26Z,4360000,,,0,,G. Antetokounmpo personal FOUL (2 PF),"[203507, 201577]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,1626300.0,2.0,0.0,Lopez,201577.0,,,,,,,,,,
441,PT05M23.00S,2021-11-21T02:39:40.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,92.46057818659659,43.872549019607845,1610612753,84,59,2021-11-21T02:39:45Z,4380000,-31.0,18.0,1,right,J. Suggs driving floating Jump Shot (14 PTS),[1630591],1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,3.57,Made,,,,,,,,,,14.0,,,,,,,,,
442,PT05M13.00S,2021-11-21T02:39:51.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.915243101182654,50.0,1610612749,86,59,2021-11-21T02:39:58Z,4390000,0.0,13.0,1,left,G. Antetokounmpo driving DUNK (24 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.25,Made,,,,,,,,,,24.0,,,,,,,,,
443,PT05M04.00S,2021-11-21T02:40:09.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,86,59,2021-11-21T02:40:09Z,4400000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT05M04.00S,2021-11-21T02:42:37.4Z,3,REGULAR,substitution,out,[],1628964,,,1610612753,86,59,2021-11-21T02:43:10Z,4410000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M04.00S,2021-11-21T02:42:37.4Z,3,REGULAR,substitution,out,[],203914,,,1610612753,86,59,2021-11-21T02:43:10Z,4420000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M04.00S,2021-11-21T02:42:37.4Z,3,REGULAR,substitution,in,[],1629643,,,1610612753,86,59,2021-11-21T02:43:10Z,4430000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
