actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-03-03T01:10:30.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-03T01:10:30Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-03-03T01:10:34.0Z,1,REGULAR,jumpball,recovered,[],200782,,,1610612748,0,0,2022-03-03T01:10:34Z,40000,,,0,,Jump Ball B. Adebayo vs. B. Portis: Tip to P. Tucker,"[200782, 1628389, 1626171]",1610612748.0,MIA,startperiod,P. Tucker,200782.0,Tucker,P. Tucker,Adebayo,1628389.0,Portis,1626171.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2022-03-03T01:10:46.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200782,93.9060446780552,51.470588235294116,1610612748,0,2,2022-03-03T01:10:51Z,70000,7.0,5.0,1,right,P. Tucker cutting Layup (2 PTS) (G. Vincent 1 AST),"[200782, 1629216]",1610612748.0,MIA,cutting,,,Tucker,P. Tucker,,,,,0.88,Made,2.0,G. Vincent,1629216.0,1.0,,,,,,,,,,,,,,,
9,PT11M27.00S,2022-03-03T01:11:01.8Z,1,REGULAR,3pt,Jump Shot,[],1626171,32.53942181340342,64.95098039215686,1610612749,3,2,2022-03-03T01:11:06Z,90000,-75.0,253.0,1,left,B. Portis 26' 3PT  (3 PTS) (K. Middleton 1 AST),"[1626171, 203114]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,26.42,Made,3.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,,
11,PT11M14.00S,2022-03-03T01:11:15.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,81.94809461235218,61.029411764705884,1610612748,3,2,2022-03-03T01:11:27Z,110000,55.0,117.0,1,right,MISS B. Adebayo 12' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,12.95,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M11.00S,2022-03-03T01:11:18.3Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,3,2,2022-03-03T01:11:27Z,120000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M06.00S,2022-03-03T01:11:29.6Z,1,REGULAR,foul,personal,[],200782,,,1610612749,3,2,2022-03-03T01:11:46Z,130000,,,0,,P. Tucker personal FOUL (1 PF),"[200782, 203507]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,200834.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,
15,PT10M58.00S,2022-03-03T01:11:53.3Z,1,REGULAR,2pt,Jump Shot,[],203114,8.360709592641262,69.36274509803921,1610612749,3,2,2022-03-03T01:12:08Z,150000,-97.0,26.0,1,left,MISS K. Middleton 10' turnaround fadeaway Shot,[203114],1610612749.0,MIL,turnaround fadeaway,,,Middleton,K. Middleton,,,,,10.03,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M56.00S,2022-03-03T01:11:56.1Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,3,2,2022-03-03T01:11:56Z,160000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,15.0,2.0,1.0,1.0,,,,,,,,,,,
17,PT10M56.00S,2022-03-03T01:11:59.6Z,1,REGULAR,foul,personal,[],1628389,,,1610612749,3,2,2022-03-03T01:12:20Z,170000,,,0,,B. Adebayo personal FOUL (1 PF),"[1628389, 203507]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,1162.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,
