actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-01T01:11:00.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-01T01:11:00Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2022-03-01T01:11:05.1Z,1,REGULAR,jumpball,recovered,[],1630163,,,1610612766,0,0,2022-03-01T01:11:05Z,40000,,,0,,Jump Ball M. Plumlee vs. B. Portis: Tip to L. Ball,"[1630163, 203486, 1626171]",1610612766.0,CHA,startperiod,L. Ball,1630163.0,Ball,L. Ball,Plumlee,203486.0,Portis,1626171.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-03-01T01:11:17.8Z,1,REGULAR,3pt,Jump Shot,[],1628970,69.59592641261499,71.81372549019608,1610612766,0,3,2022-03-01T01:11:25Z,70000,109.0,233.0,1,right,M. Bridges 25' 3PT  (3 PTS) (T. Rozier 1 AST),"[1628970, 1626179]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,25.75,Made,3.0,T. Rozier,1626179.0,1.0,,,,,,,,,,,,,,,
9,PT11M29.00S,2022-03-01T01:11:31.0Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612749,0,3,2022-03-01T01:11:39Z,90000,,,0,,K. Middleton bad pass TURNOVER (1 TO),"[203114, 1626179]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,1.0,Rozier,1626179.0,,,,,,,,,,,,
10,PT11M29.00S,2022-03-01T01:11:31.0Z,1,REGULAR,steal,,[],1626179,,,1610612766,0,3,2022-03-01T01:11:33Z,100000,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
11,PT11M23.00S,2022-03-01T01:11:36.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629023,94.69448094612353,3.9215686274509802,1610612766,0,3,2022-03-01T01:11:45Z,110000,-230.0,-3.0,1,right,MISS P. Washington running 3PT,[1629023],1610612766.0,CHA,running,,,Washington,P. Washington,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M18.00S,2022-03-01T01:11:40.7Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,0,3,2022-03-01T01:11:40Z,120000,,,0,,L. Ball REBOUND (Off:1 Def:0),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,
13,PT11M08.00S,2022-03-01T01:11:55.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626179,90.22667542706965,46.81372549019608,1610612766,0,3,2022-03-01T01:12:47Z,130000,-16.0,39.0,1,right,MISS T. Rozier driving floating Shot,[1626179],1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,4.25,Missed,,,,,,,,,,,,,,,,,,,
14,PT11M08.00S,2022-03-01T01:11:55.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,0,3,2022-03-01T01:12:47Z,140000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,
15,PT11M07.00S,2022-03-01T01:11:59.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612766,0,3,2022-03-01T01:12:13Z,150000,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,2004.0,,,,,,,
