actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
18,PT10M24.00S,2021-11-23T01:13:35.1Z,1,REGULAR,foul,personal,[],203507,,,1610612753,2,4,2021-11-23T01:13:47Z,180000,,,0,,G. Antetokounmpo personal FOUL (1 PF),"[203507, 1628976]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,1179.0,,,,,,,,,,,1.0,0.0,Carter Jr.,1628976.0,,,
20,PT10M17.00S,2021-11-23T01:13:52.6Z,1,REGULAR,3pt,Jump Shot,[],1628976,33.327858081471746,60.5392156862745,1610612753,2,4,2021-11-23T01:14:00Z,200000,-53.0,261.0,1,left,MISS W. Carter Jr. 26' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,26.61,Missed,,,,,,,,,,,,,,,
21,PT10M14.00S,2021-11-23T01:13:55.6Z,1,REGULAR,rebound,offensive,[],1630532,,,1610612753,2,4,2021-11-23T01:14:00Z,210000,,,0,,F. Wagner REBOUND (Off:1 Def:0),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,20.0,1.0,0.0,1.0,,,,,,,
22,PT10M09.00S,2021-11-23T01:14:00.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628964,7.835085413929041,16.42156862745098,1610612753,2,4,2021-11-23T01:14:06Z,220000,168.0,21.0,1,left,MISS M. Bamba 16' Jump Shot,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,16.92,Missed,,,,,,,,,,,,,,,
23,PT10M06.00S,2021-11-23T01:14:03.4Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,2,4,2021-11-23T01:14:03Z,230000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,
24,PT09M58.00S,2021-11-23T01:14:11.5Z,1,REGULAR,3pt,Jump Shot,[],1626171,66.17936925098554,45.83333333333333,1610612749,2,4,2021-11-23T01:14:18Z,240000,-21.0,265.0,1,right,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,26.62,Missed,,,,,,,,,,,,,,,
25,PT09M55.00S,2021-11-23T01:14:14.5Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,2,4,2021-11-23T01:14:18Z,250000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,24.0,2.0,2.0,0.0,,,,,,,
26,PT09M52.00S,2021-11-23T01:14:17.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628539,9.017739816031538,43.627450980392155,1610612753,2,4,2021-11-23T01:14:24Z,260000,32.0,32.0,1,left,MISS M. Mulder running Layup,[1628539],1610612753.0,ORL,running,,,Mulder,M. Mulder,,,,,,,,,4.54,Missed,,,,,,,,,,,,,,,
27,PT09M49.00S,2021-11-23T01:14:20.6Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,2,4,2021-11-23T01:14:24Z,270000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,
28,PT09M38.00S,2021-11-23T01:14:32.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,91.01511169513797,60.78431372549019,1610612749,2,4,2021-11-23T01:14:39Z,280000,54.0,32.0,1,right,MISS J. Holiday 6' driving Layup,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,,,,,6.27,Missed,,,,,,,,,,,,,,,
29,PT09M35.00S,2021-11-23T01:14:35.2Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,2,4,2021-11-23T01:14:39Z,290000,,,0,,F. Wagner REBOUND (Off:1 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,28.0,2.0,1.0,1.0,,,,,,,
30,PT09M25.00S,2021-11-23T01:14:43.9Z,1,REGULAR,2pt,Jump Shot,[],1628539,22.552562417871222,47.794117647058826,1610612753,2,4,2021-11-23T01:14:48Z,300000,11.0,159.0,1,left,MISS M. Mulder 15' pullup Shot,[1628539],1610612753.0,ORL,pullup,,,Mulder,M. Mulder,,,,,,,,,15.99,Missed,,,,,,,,,,,,,,,
31,PT09M23.00S,2021-11-23T01:14:45.9Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,2,4,2021-11-23T01:14:48Z,310000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,
32,PT09M16.00S,2021-11-23T01:14:53.4Z,1,REGULAR,3pt,Jump Shot,[],203507,64.60249671484888,41.911764705882355,1610612749,2,4,2021-11-23T01:15:01Z,320000,-40.0,280.0,1,right,MISS G. Antetokounmpo 28' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,28.31,Missed,,,,,,,,,,,,,,,
33,PT09M15.00S,2021-11-23T01:14:55.6Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,2,4,2021-11-23T01:14:55Z,330000,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,32.0,2.0,1.0,1.0,,,,,,,
34,PT09M15.00S,2021-11-23T01:15:03.2Z,1,REGULAR,foul,personal,[],1630591,,,1610612749,2,4,2021-11-23T01:15:18Z,340000,,,0,,J. Suggs personal FOUL (1 PF),"[1630591, 1626171]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,1179.0,,,,,,,,,,,1.0,0.0,Portis,1626171.0,,,
36,PT09M07.00S,2021-11-23T01:15:28.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626171,95.0886990801577,2.2058823529411766,1610612749,5,4,2021-11-23T01:15:34Z,360000,-239.0,-6.0,1,right,B. Portis 3PT  (3 PTS) (K. Middleton 1 AST),"[1626171, 203114]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,23.91,Made,3.0,K. Middleton,203114.0,1.0,,,,,,,,,,,
38,PT08M47.00S,2021-11-23T01:15:48.2Z,1,REGULAR,3pt,Jump Shot,[],1628964,24.129434954007884,9.803921568627452,1610612753,5,4,2021-11-23T01:16:04Z,380000,201.0,174.0,1,left,MISS M. Bamba 26' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,26.6,Missed,,,,,,,,,,,,,,,
39,PT08M44.00S,2021-11-23T01:15:51.2Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,5,4,2021-11-23T01:16:04Z,390000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,38.0,2.0,2.0,0.0,,,,,,,
40,PT08M31.00S,2021-11-23T01:16:04.1Z,1,REGULAR,2pt,Jump Shot,[],203507,91.93495400788436,30.88235294117647,1610612749,7,4,2021-11-23T01:16:08Z,400000,-96.0,23.0,1,right,G. Antetokounmpo 9' turnaround fadeaway Jump Shot (2 PTS),[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,9.84,Made,2.0,,,,,,,,,,,,,,
41,PT08M08.00S,2021-11-23T01:16:27.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,7.046649145860711,50.49019607843137,1610612753,7,6,2021-11-23T01:16:35Z,410000,-2.0,14.0,1,left,M. Bamba driving DUNK (2 PTS),[1628964],1610612753.0,ORL,driving,,,Bamba,M. Bamba,,,,,,,,,1.39,Made,2.0,,,,,,,,,,,,,,
42,PT07M42.00S,2021-11-23T01:16:52.7Z,1,REGULAR,3pt,Jump Shot,[],1628960,78.0059132720105,95.83333333333334,1610612749,10,6,2021-11-23T01:16:57Z,420000,229.0,154.0,1,right,G. Allen 27' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1628960, 203507]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,27.62,Made,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,
44,PT07M26.00S,2021-11-23T01:17:09.4Z,1,REGULAR,3pt,Jump Shot,[],1630591,31.35676741130092,72.54901960784314,1610612753,10,6,2021-11-23T01:17:34Z,440000,-113.0,242.0,1,left,MISS J. Suggs 26' pullup 3PT,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,,,,,26.72,Missed,,,,,,,,,,,,,,,
45,PT07M23.00S,2021-11-23T01:17:12.4Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,10,6,2021-11-23T01:17:18Z,450000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,
46,PT07M21.00S,2021-11-23T01:17:17.6Z,1,REGULAR,foul,personal,[],1628539,,,1610612749,10,6,2021-11-23T01:17:35Z,460000,,,0,,M. Mulder personal FOUL (1 PF),"[1628539, 1628960]",1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,,,,1627962.0,,,,,,,,,,,1.0,0.0,Allen,1628960.0,,,
54,PT07M21.00S,2021-11-23T01:18:12.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,10,6,2021-11-23T01:18:12Z,540000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M21.00S,2021-11-23T01:20:12.6Z,1,REGULAR,substitution,out,[],203114,,,1610612749,10,6,2021-11-23T01:20:43Z,550000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M21.00S,2021-11-23T01:20:12.6Z,1,REGULAR,substitution,out,[],1626171,,,1610612749,10,6,2021-11-23T01:20:43Z,560000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M21.00S,2021-11-23T01:20:12.6Z,1,REGULAR,substitution,out,[],1628539,,,1610612749,10,6,2021-11-23T01:20:43Z,570000,,,0,,SUB out: M. Mulder,[1628539],1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M21.00S,2021-11-23T01:20:12.6Z,1,REGULAR,substitution,out,[],1630591,,,1610612749,10,6,2021-11-23T01:20:43Z,580000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M21.00S,2021-11-23T01:20:12.6Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,10,6,2021-11-23T01:20:43Z,590000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M21.00S,2021-11-23T01:20:12.6Z,1,REGULAR,substitution,in,[],201588,,,1610612749,10,6,2021-11-23T01:20:43Z,600000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M21.00S,2021-11-23T01:20:12.6Z,1,REGULAR,substitution,in,[],203082,,,1610612749,10,6,2021-11-23T01:20:43Z,610000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M21.00S,2021-11-23T01:20:12.6Z,1,REGULAR,substitution,in,[],1630181,,,1610612749,10,6,2021-11-23T01:20:43Z,620000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M13.00S,2021-11-23T01:21:00.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,92.59198423127464,49.26470588235294,1610612749,10,6,2021-11-23T01:21:09Z,630000,-4.0,17.0,1,right,MISS J. Holiday driving Layup,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,,,,,1.75,Missed,,,,,,,,,,,,,,,
64,PT07M13.00S,2021-11-23T01:21:04.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,10,6,2021-11-23T01:21:04Z,640000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,
65,PT07M13.00S,2021-11-23T01:21:05.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,10,6,2021-11-23T01:21:05Z,650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M05.00S,2021-11-23T01:21:27.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201950,91.67214191852825,48.03921568627451,1610612749,12,6,2021-11-23T01:21:32Z,660000,-10.0,26.0,1,right,J. Holiday turnaround Hook (2 PTS),[201950],1610612749.0,MIL,turnaround,,,Holiday,J. Holiday,,,,,,,,,2.76,Made,2.0,,,,,,,,,,,,,,
67,PT06M54.00S,2021-11-23T01:21:39.3Z,1,REGULAR,3pt,Jump Shot,[],1630532,31.35676741130092,34.55882352941176,1610612753,12,6,2021-11-23T01:21:45Z,670000,77.0,242.0,1,left,MISS F. Wagner 25' pullup 3PT,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,,,,,25.43,Missed,,,,,,,,,,,,,,,
68,PT06M50.00S,2021-11-23T01:21:42.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,12,6,2021-11-23T01:21:42Z,680000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,67.0,1.0,1.0,0.0,,,,,,,
69,PT06M42.00S,2021-11-23T01:21:55.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,87.86136662286465,47.794117647058826,1610612749,12,6,2021-11-23T01:22:07Z,690000,-11.0,62.0,1,right,MISS G. Antetokounmpo 6' driving Layup - blocked,"[203507, 1628964]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,6.26,Missed,,,,,,,,,,,,,Bamba,1628964.0,
70,PT06M42.00S,2021-11-23T01:21:55.5Z,1,REGULAR,block,,[],1628964,,,1610612749,12,6,2021-11-23T01:22:01Z,700000,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M42.00S,2021-11-23T01:21:55.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,12,6,2021-11-23T01:22:07Z,710000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,
72,PT06M39.00S,2021-11-23T01:22:19.3Z,1,REGULAR,jumpball,recovered,[],1626192,,,1610612749,12,6,2021-11-23T01:22:19Z,720000,,,0,,Jump Ball G. Antetokounmpo vs. M. Bamba: Tip to P. Connaughton,"[1626192, 203507, 1628964]",1610612749.0,MIL,heldball,P. Connaughton,1626192.0,Connaughton,P. Connaughton,Antetokounmpo,203507.0,Bamba,1628964.0,,,,,,,,,,,,,,,,,,,,,
75,PT06M27.00S,2021-11-23T01:22:31.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,74.58935611038108,88.72549019607843,1610612749,12,6,2021-11-23T01:22:36Z,750000,194.0,186.0,1,right,MISS G. Allen 26' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,26.87,Missed,,,,,,,,,,,,,,,
76,PT06M24.00S,2021-11-23T01:22:34.6Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,12,6,2021-11-23T01:22:36Z,760000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,75.0,3.0,3.0,0.0,,,,,,,
77,PT06M16.00S,2021-11-23T01:22:41.7Z,1,REGULAR,turnover,bad pass,[],1628976,,,1610612753,12,6,2021-11-23T01:22:47Z,770000,,,0,,W. Carter Jr. bad pass TURNOVER (1 TO),"[1628976, 1626192]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,1.0,Connaughton,1626192.0,,,,,,,,,,,,,,,,,,
78,PT06M16.00S,2021-11-23T01:22:41.7Z,1,REGULAR,steal,,[],1626192,,,1610612749,12,6,2021-11-23T01:22:44Z,780000,,,0,,P. Connaughton STEAL (1 STL),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M13.00S,2021-11-23T01:22:54.7Z,1,REGULAR,foul,personal,['2freethrow'],1630181,,,1610612749,12,6,2021-11-23T01:23:29Z,790000,,,0,,R. Hampton shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630181, 203507]",1610612753.0,ORL,shooting,,,Hampton,R. Hampton,,,,,,,,1627529.0,,,,,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,,
81,PT06M13.00S,2021-11-23T01:23:31.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203507,,,1610612749,13,6,2021-11-23T01:23:31Z,810000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (3 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
82,PT06M13.00S,2021-11-23T01:23:37.5Z,1,REGULAR,substitution,out,[],1630532,,,1610612749,13,6,2021-11-23T01:23:41Z,820000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M13.00S,2021-11-23T01:23:37.5Z,1,REGULAR,substitution,in,[],1629643,,,1610612749,13,6,2021-11-23T01:23:41Z,830000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M13.00S,2021-11-23T01:23:31.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203507,,,1610612749,13,6,2021-11-23T01:24:22Z,840000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Missed,,,,,,,,,,,,,,,
85,PT06M09.00S,2021-11-23T01:23:35.3Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,13,6,2021-11-23T01:24:22Z,850000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,84.0,4.0,4.0,0.0,,,,,,,
86,PT05M50.00S,2021-11-23T01:24:19.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,11.777266754270697,47.794117647058826,1610612753,13,6,2021-11-23T01:25:12Z,860000,11.0,58.0,1,left,MISS R. Hampton driving floating Shot,[1630181],1610612753.0,ORL,driving floating,,,Hampton,R. Hampton,,,,,,,,,5.92,Missed,,,,,,,,,,,,,,,
87,PT05M48.00S,2021-11-23T01:24:21.8Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,13,6,2021-11-23T01:25:12Z,870000,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,86.0,3.0,3.0,0.0,,,,,,,
88,PT05M43.00S,2021-11-23T01:24:27.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628960,92.19776609724047,50.49019607843137,1610612749,15,6,2021-11-23T01:26:23Z,880000,2.0,21.0,1,right,G. Allen running DUNK (5 PTS) (P. Connaughton 1 AST),"[1628960, 1626192]",1610612749.0,MIL,running,,,Allen,G. Allen,,,,,,,,,2.09,Made,5.0,P. Connaughton,1626192.0,1.0,,,,,,,,,,,
90,PT05M31.00S,2021-11-23T01:24:40.4Z,1,REGULAR,turnover,bad pass,[],1630181,,,1610612753,15,6,2021-11-23T01:24:47Z,900000,,,0,,R. Hampton bad pass TURNOVER (1 TO),"[1630181, 201950]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,1.0,Holiday,201950.0,,,,,,,,,,,,,,,,,,
91,PT05M31.00S,2021-11-23T01:24:40.4Z,1,REGULAR,steal,,[],201950,,,1610612749,15,6,2021-11-23T01:24:42Z,910000,,,0,,J. Holiday STEAL (1 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M28.00S,2021-11-23T01:24:47.3Z,1,REGULAR,foul,personal,['2freethrow'],203082,,,1610612749,15,6,2021-11-23T01:25:03Z,920000,,,0,,T. Ross shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[203082, 203507]",1610612753.0,ORL,shooting,,,Ross,T. Ross,,,,,,,,1179.0,,,,,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,,
94,PT05M28.00S,2021-11-23T01:25:29.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203507,,,1610612749,16,6,2021-11-23T01:25:29Z,940000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (4 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
95,PT05M28.00S,2021-11-23T01:25:30.3Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,16,6,2021-11-23T01:25:35Z,950000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M28.00S,2021-11-23T01:25:30.3Z,1,REGULAR,substitution,in,[],203918,,,1610612749,16,6,2021-11-23T01:25:35Z,960000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
