actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-12-07T01:10:59.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-07T01:10:59Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2021-12-07T01:11:05.1Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2021-12-07T01:11:05Z,40000,,,0,,Jump Ball J. Allen vs. B. Portis: Tip to E. Mobley,"[1630596, 1628386, 1626171]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Portis,1626171.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2021-12-07T01:11:20.0Z,1,REGULAR,3pt,Jump Shot,[],1628374,94.95729303547962,95.83333333333334,1610612739,0,0,2021-12-07T01:11:26Z,70000,229.0,-5.0,1,right,MISS L. Markkanen 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2021-12-07T01:11:23.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,0,2021-12-07T01:11:26Z,80000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M25.00S,2021-12-07T01:11:36.7Z,1,REGULAR,foul,personal,[],1628386,,,1610612749,0,0,2021-12-07T01:11:43Z,90000,,,0,,J. Allen personal FOUL (1 PF),"[1628386, 203507]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,200834.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
11,PT11M18.00S,2021-12-07T01:11:57.8Z,1,REGULAR,3pt,Jump Shot,[],1628960,28.728646517739815,23.774509803921568,1610612749,3,0,2021-12-07T01:12:02Z,110000,131.0,218.0,1,left,G. Allen 25' 3PT  (3 PTS) (J. Holiday 1 AST),"[1628960, 201950]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,25.4,Made,,,,,,,,,,3.0,J. Holiday,201950.0,1.0,,,,,,
13,PT11M07.00S,2021-12-07T01:12:17.5Z,1,REGULAR,foul,personal,[],1626171,,,1610612739,3,0,2021-12-07T01:12:50Z,130000,,,0,,B. Portis personal FOUL (1 PF),"[1626171, 1628386]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,200834.0,1.0,0.0,Allen,1628386.0,,,,,,,,,,
15,PT10M55.00S,2021-12-07T01:12:48.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,88.64980289093299,50.0,1610612739,3,0,2021-12-07T01:12:57Z,150000,0.0,54.0,1,right,MISS J. Allen bank Hook,[1628386],1610612739.0,CLE,bank,,,Allen,J. Allen,,,,,5.42,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M52.00S,2021-12-07T01:12:51.3Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,3,0,2021-12-07T01:12:57Z,160000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
17,PT10M45.00S,2021-12-07T01:12:57.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,15.850854139290407,51.71568627450981,1610612749,3,0,2021-12-07T01:13:02Z,170000,-9.0,96.0,1,left,MISS B. Portis 9' Hook,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,9.69,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M42.00S,2021-12-07T01:13:00.9Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,3,0,2021-12-07T01:13:02Z,180000,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
19,PT10M32.00S,2021-12-07T01:13:10.6Z,1,REGULAR,3pt,Jump Shot,[],1630596,82.21090670170827,3.1862745098039214,1610612739,3,0,2021-12-07T01:13:18Z,190000,-234.0,115.0,1,right,MISS E. Mobley 26' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M29.00S,2021-12-07T01:13:13.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,3,0,2021-12-07T01:13:18Z,200000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,19.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
21,PT10M23.00S,2021-12-07T01:13:20.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626171,13.485545335085414,4.166666666666666,1610612749,3,0,2021-12-07T01:13:26Z,210000,229.0,74.0,1,left,MISS B. Portis 24' running 3PT,[1626171],1610612749.0,MIL,running,,,Portis,B. Portis,,,,,24.09,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M20.00S,2021-12-07T01:13:23.0Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,3,0,2021-12-07T01:13:26Z,220000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
23,PT10M00.00S,2021-12-07T01:13:42.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,91.80354796320631,46.07843137254902,1610612739,3,0,2021-12-07T01:14:55Z,230000,-20.0,25.0,1,right,MISS E. Mobley floating Shot,[1630596],1610612739.0,CLE,floating,,,Mobley,E. Mobley,,,,,3.14,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M58.00S,2021-12-07T01:13:47.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,3,0,2021-12-07T01:13:47Z,240000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,
25,PT09M58.00S,2021-12-07T01:13:50.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,3,0,2021-12-07T01:13:50Z,250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT09M42.00S,2021-12-07T01:14:19.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629636,91.93495400788436,44.36274509803921,1610612739,3,0,2021-12-07T01:14:28Z,260000,-28.0,23.0,1,right,MISS D. Garland driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,3.66,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M39.00S,2021-12-07T01:14:22.8Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,3,0,2021-12-07T01:14:28Z,270000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
28,PT09M35.00S,2021-12-07T01:14:27.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,31.61957950065703,17.401960784313726,1610612749,3,0,2021-12-07T01:14:35Z,280000,163.0,245.0,1,left,MISS G. Allen 29' running pullup 3PT,[1628960],1610612749.0,MIL,running pullup,,,Allen,G. Allen,,,,,29.4,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M33.00S,2021-12-07T01:14:29.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,3,0,2021-12-07T01:14:35Z,290000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
30,PT09M24.00S,2021-12-07T01:14:38.2Z,1,REGULAR,3pt,Jump Shot,[],1630171,70.25295663600527,20.833333333333336,1610612739,3,0,2021-12-07T01:14:44Z,300000,-146.0,227.0,1,right,MISS I. Okoro 26' step back 3PT,[1630171],1610612739.0,CLE,step back,,,Okoro,I. Okoro,,,,,26.99,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M21.00S,2021-12-07T01:14:41.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,3,0,2021-12-07T01:14:44Z,310000,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
32,PT09M17.00S,2021-12-07T01:14:45.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626171,6.521024967148489,50.0,1610612749,5,0,2021-12-07T01:14:53Z,320000,0.0,9.0,1,left,B. Portis running Layup (2 PTS) (K. Middleton 1 AST),"[1626171, 203114]",1610612749.0,MIL,running,,,Portis,B. Portis,,,,,0.88,Made,,,,,,,,,,2.0,K. Middleton,203114.0,1.0,,,,,,
34,PT09M15.00S,2021-12-07T01:14:51.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,5,0,2021-12-07T01:14:51Z,340000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
