actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
452,PT01M09.00S,2021-12-19T03:40:55.2Z,3,REGULAR,2pt,Jump Shot,[],201567,12.040078843626807,31.862745098039213,1610612739,64,93,2021-12-19T03:42:55Z,4430000,91.0,61.0,1,left,K. Love 10' turnaround Jump Shot (13 PTS) (D. Valentine 1 AST),"[201567, 1627756]",1610612739.0,CLE,turnaround,,,,,,10.91,Made,Love,K. Love,,,,,,,,13.0,D. Valentine,1627756.0,1.0,,,,,,,,
454,PT01M02.00S,2021-12-19T03:41:04.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627756,,,1610612749,64,93,2021-12-19T03:42:55Z,4450000,,,0,,D. Valentine personal FOUL (1 PF) (Nwora 2 FT),"[1627756, 1629670]",1610612739.0,CLE,,,,,,,,,Valentine,D. Valentine,,,,,,,,,,,,1627964.0,1.0,0.0,Nwora,1629670.0,,,
457,PT01M02.00S,2021-12-19T03:41:32.1Z,3,REGULAR,freethrow,1 of 2,[],1629670,,,1610612749,65,93,2021-12-19T03:41:32Z,4480000,,,0,,J. Nwora Free Throw 1 of 2 (23 PTS),[1629670],1610612749.0,MIL,,,,,,,,Made,Nwora,J. Nwora,,,,,,,,23.0,,,,,,,,,,,
458,PT01M02.00S,2021-12-19T03:41:46.0Z,3,REGULAR,freethrow,2 of 2,[],1629670,,,1610612749,66,93,2021-12-19T03:41:46Z,4490000,,,0,,J. Nwora Free Throw 2 of 2 (24 PTS),[1629670],1610612749.0,MIL,,,,,,,,Made,Nwora,J. Nwora,,,,,,,,24.0,,,,,,,,,,,
459,PT00M47.60S,2021-12-19T03:42:03.1Z,3,REGULAR,3pt,Jump Shot,[],1627756,22.421156373193167,6.61764705882353,1610612739,66,93,2021-12-19T03:42:07Z,4500000,217.0,158.0,1,left,MISS D. Valentine 26' 3PT,[1627756],1610612739.0,CLE,,,,,,,26.85,Missed,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,
460,PT00M44.20S,2021-12-19T03:42:06.5Z,3,REGULAR,rebound,defensive,[],1628400,,,1610612749,66,93,2021-12-19T03:42:07Z,4510000,,,0,,S. Ojeleye REBOUND (Off:1 Def:4),[1628400],1610612749.0,MIL,,,,,,,,,Ojeleye,S. Ojeleye,459.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
461,PT00M40.50S,2021-12-19T03:42:11.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628400,65.52233902759527,44.6078431372549,1610612749,69,93,2021-12-19T03:42:20Z,4520000,-27.0,272.0,1,right,S. Ojeleye 27' 3PT running pullup (5 PTS),[1628400],1610612749.0,MIL,running pullup,,,,,,27.29,Made,Ojeleye,S. Ojeleye,,,,,,,,5.0,,,,,,,,,,,
462,PT00M31.10S,2021-12-19T03:42:24.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201937,14.799605781865965,39.950980392156865,1610612739,69,93,2021-12-19T03:49:29Z,4530000,50.0,87.0,1,left,MISS R. Rubio 10' pullup bank Shot,[201937],1610612739.0,CLE,pullup bank,,,,,,10.01,Missed,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,
463,PT00M28.60S,2021-12-19T03:42:27.3Z,3,REGULAR,rebound,defensive,[],1630606,,,1610612749,69,93,2021-12-19T03:42:37Z,4540000,,,0,,J. Smart REBOUND (Off:0 Def:2),[1630606],1610612749.0,MIL,,,,,,,,,Smart,J. Smart,462.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
464,PT00M24.30S,2021-12-19T03:42:31.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630572,71.04139290407359,12.745098039215685,1610612749,69,93,2021-12-19T03:42:42Z,4550000,-186.0,220.0,1,right,MISS S. Mamukelashvili 28' running 3PT,[1630572],1610612749.0,MIL,running,,,,,,28.81,Missed,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,
465,PT00M21.70S,2021-12-19T03:42:34.1Z,3,REGULAR,rebound,defensive,[],1627756,,,1610612739,69,93,2021-12-19T03:42:42Z,4560000,,,0,,D. Valentine REBOUND (Off:0 Def:2),[1627756],1610612739.0,CLE,,,,,,,,,Valentine,D. Valentine,464.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
466,PT00M01.90S,2021-12-19T03:42:54.0Z,3,REGULAR,3pt,Jump Shot,[],201567,28.991458607095925,76.9607843137255,1610612739,69,93,2021-12-19T03:43:01Z,4570000,-135.0,220.0,1,left,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,,,,25.8,Missed,Love,K. Love,,,,,,,,,,,,,,,,,,,
468,PT00M01.90S,2021-12-19T03:42:54.0Z,3,REGULAR,rebound,defensive,[],1629670,,,1610612749,69,93,2021-12-19T03:43:01Z,4580000,,,0,,J. Nwora REBOUND (Off:3 Def:5),[1629670],1610612749.0,MIL,,,,,,,,,Nwora,J. Nwora,466.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
470,PT00M00.00S,2021-12-19T03:43:42.8Z,3,REGULAR,period,end,[],0,,,1610612749,69,93,2021-12-19T03:43:43Z,4600000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2021-12-19T03:45:20.9Z,4,REGULAR,substitution,out,['startperiod'],1628400,,,1610612749,69,93,2021-12-19T03:45:46Z,4610000,,,0,,SUB out: S. Ojeleye,[1628400],1610612749.0,MIL,,,,,,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2021-12-19T03:45:20.9Z,4,REGULAR,substitution,out,['startperiod'],203648,,,1610612749,69,93,2021-12-19T03:45:46Z,4620000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,,,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2021-12-19T03:45:20.9Z,4,REGULAR,substitution,out,['startperiod'],201937,,,1610612749,69,93,2021-12-19T03:45:46Z,4630000,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,,,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2021-12-19T03:45:20.9Z,4,REGULAR,substitution,out,['startperiod'],202334,,,1610612749,69,93,2021-12-19T03:45:46Z,4640000,,,0,,SUB out: E. Davis,[202334],1610612739.0,CLE,,,,,,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2021-12-19T03:45:20.9Z,4,REGULAR,substitution,in,['startperiod'],202326,,,1610612749,69,93,2021-12-19T03:45:46Z,4650000,,,0,,SUB in: D. Cousins,[202326],1610612749.0,MIL,,,,,,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2021-12-19T03:45:20.9Z,4,REGULAR,substitution,in,['startperiod'],201588,,,1610612749,69,93,2021-12-19T03:45:46Z,4660000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,,,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2021-12-19T03:45:20.9Z,4,REGULAR,substitution,in,['startperiod'],1628386,,,1610612749,69,93,2021-12-19T03:45:46Z,4670000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2021-12-19T03:45:20.9Z,4,REGULAR,substitution,in,['startperiod'],1629636,,,1610612749,69,93,2021-12-19T03:45:46Z,4680000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,,,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2021-12-19T03:45:41.9Z,4,REGULAR,period,start,[],0,,,1610612749,69,93,2021-12-19T03:45:46Z,4690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT11M43.00S,2021-12-19T03:45:57.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201588,83.39356110381078,43.872549019607845,1610612749,71,93,2021-12-19T03:50:24Z,4700000,-31.0,104.0,1,right,G. Hill 10' driving floating Jump Shot (10 PTS),[201588],1610612749.0,MIL,driving floating,,,,,,10.8,Made,Hill,G. Hill,,,,,,,,10.0,,,,,,,,,,,
481,PT11M28.00S,2021-12-19T03:46:13.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627756,8.754927726675426,43.13725490196079,1610612739,71,93,2021-12-19T03:46:17Z,4710000,34.0,30.0,1,left,MISS D. Valentine cutting Layup,[1627756],1610612739.0,CLE,cutting,,,,,,4.54,Missed,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,
482,PT11M25.00S,2021-12-19T03:46:16.1Z,4,REGULAR,rebound,defensive,[],1629670,,,1610612749,71,93,2021-12-19T03:46:17Z,4720000,,,0,,J. Nwora REBOUND (Off:3 Def:6),[1629670],1610612749.0,MIL,,,,,,,,,Nwora,J. Nwora,481.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
483,PT11M17.00S,2021-12-19T03:46:27.9Z,4,REGULAR,3pt,Jump Shot,[],201588,66.5735873850197,62.00980392156863,1610612749,71,93,2021-12-19T03:51:39Z,4730000,60.0,262.0,1,right,MISS G. Hill 26' 3PT,[201588],1610612749.0,MIL,,,,,,,26.85,Missed,Hill,G. Hill,,,,,,,,,,,,,,,,,,,
484,PT11M14.00S,2021-12-19T03:46:30.9Z,4,REGULAR,rebound,offensive,[],1630572,,,1610612749,71,93,2021-12-19T03:51:39Z,4740000,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:0),[1630572],1610612749.0,MIL,,,,,,,,,Mamukelashvili,S. Mamukelashvili,483.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
485,PT11M14.00S,2021-12-19T03:46:34.0Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630572,94.40999984741211,50.0,1610612749,73,93,2021-12-19T03:51:50Z,4750000,0.0,0.0,1,right,S. Mamukelashvili tip DUNK (11 PTS),[1630572],1610612749.0,MIL,tip,,,,,,0.0,Made,Mamukelashvili,S. Mamukelashvili,,,,,,,,11.0,,,,,,,,,,,
486,PT10M45.00S,2021-12-19T03:46:57.8Z,4,REGULAR,3pt,Jump Shot,[],1626224,31.488173455978973,19.607843137254903,1610612739,73,93,2021-12-19T03:52:42Z,4760000,152.0,243.0,1,left,MISS C. Osman 28' 3PT,[1626224],1610612739.0,CLE,,,,,,,28.7,Missed,Osman,C. Osman,,,,,,,,,,,,,,,,,,,
487,PT10M43.00S,2021-12-19T03:46:59.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,73,93,2021-12-19T03:52:42Z,4770000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,486.0,,,,,,,,,,,,,,,,,,
488,PT10M43.00S,2021-12-19T03:47:03.9Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612739,73,93,2021-12-19T03:52:55Z,4780000,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,101283.0,,,,,,,
489,PT10M30.00S,2021-12-19T03:47:24.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202326,68.01905387647832,69.6078431372549,1610612749,73,93,2021-12-19T03:47:28Z,4790000,98.0,248.0,1,right,MISS D. Cousins 26' 3PT,[202326],1610612749.0,MIL,,,,,,,26.68,Missed,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
490,PT10M27.00S,2021-12-19T03:47:27.2Z,4,REGULAR,rebound,defensive,[],201567,,,1610612739,73,93,2021-12-19T03:47:28Z,4800000,,,0,,K. Love REBOUND (Off:0 Def:6),[201567],1610612739.0,CLE,,,,,,,,,Love,K. Love,489.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
491,PT10M23.00S,2021-12-19T03:47:32.5Z,4,REGULAR,2pt,Jump Shot,[],1629636,10.463206307490145,66.91176470588235,1610612739,73,95,2021-12-19T03:47:39Z,4810000,-85.0,46.0,1,left,D. Garland 9' driving floating bank Jump Shot (22 PTS),[1629636],1610612739.0,CLE,driving floating bank,,,,,,9.62,Made,Garland,D. Garland,,,,,,,,22.0,,,,,,,,,,,
492,PT10M10.00S,2021-12-19T03:47:43.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201588,92.72339027595268,49.754901960784316,1610612749,75,95,2021-12-19T03:47:49Z,4820000,-1.0,16.0,1,right,G. Hill driving Layup (12 PTS),[201588],1610612749.0,MIL,driving,,,,,,1.59,Made,Hill,G. Hill,,,,,,,,12.0,,,,,,,,,,,
493,PT09M57.00S,2021-12-19T03:47:58.0Z,4,REGULAR,turnover,bad pass,[],1627756,,,1610612739,75,95,2021-12-19T03:48:04Z,4830000,,,0,,D. Valentine bad pass TURNOVER (1 TO),"[1627756, 202326]",1610612739.0,CLE,,,,,,,,,Valentine,D. Valentine,,,,,1.0,Cousins,202326.0,,,,,,,,,,,,
494,PT09M57.00S,2021-12-19T03:47:58.0Z,4,REGULAR,steal,,[],202326,,,1610612749,75,95,2021-12-19T04:20:03Z,4840000,,,0,,D. Cousins STEAL (5 STL),[202326],1610612749.0,MIL,,,,,,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
495,PT09M52.00S,2021-12-19T03:48:02.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201588,93.77463863337714,49.26470588235294,1610612749,77,95,2021-12-19T03:48:09Z,4850000,-4.0,6.0,1,right,G. Hill running Layup (14 PTS),[201588],1610612749.0,MIL,running,,,,,,0.7,Made,Hill,G. Hill,,,,,,,,14.0,,,,,,,,,,,
496,PT09M52.00S,2021-12-19T03:48:09.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,77,95,2021-12-19T03:48:09Z,4860000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT09M52.00S,2021-12-19T03:50:22.0Z,4,REGULAR,substitution,out,[],1626224,,,1610612739,77,95,2021-12-19T03:50:55Z,4870000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,
498,PT09M52.00S,2021-12-19T03:50:22.0Z,4,REGULAR,substitution,out,[],1627756,,,1610612739,77,95,2021-12-19T03:50:55Z,4880000,,,0,,SUB out: D. Valentine,[1627756],1610612739.0,CLE,,,,,,,,,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,
499,PT09M52.00S,2021-12-19T03:50:22.0Z,4,REGULAR,substitution,in,[],201937,,,1610612739,77,95,2021-12-19T03:50:55Z,4890000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,,,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,
500,PT09M52.00S,2021-12-19T03:50:22.0Z,4,REGULAR,substitution,in,[],1628374,,,1610612739,77,95,2021-12-19T03:50:55Z,4900000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,,,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
501,PT09M40.00S,2021-12-19T03:51:16.4Z,4,REGULAR,3pt,Jump Shot,[],201567,11.12023653088042,96.56862745098039,1610612739,77,95,2021-12-19T03:56:45Z,4910000,-233.0,52.0,1,left,MISS K. Love 3PT,[201567],1610612739.0,CLE,,,,,,,23.85,Missed,Love,K. Love,,,,,,,,,,,,,,,,,,,
502,PT09M38.00S,2021-12-19T03:51:18.4Z,4,REGULAR,rebound,defensive,[],201588,,,1610612749,77,95,2021-12-19T03:56:45Z,4920000,,,0,,G. Hill REBOUND (Off:0 Def:3),[201588],1610612749.0,MIL,,,,,,,,,Hill,G. Hill,501.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
503,PT09M35.00S,2021-12-19T03:51:21.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201588,75.77201051248358,8.57843137254902,1610612749,77,95,2021-12-19T03:55:46Z,4930000,-207.0,175.0,1,right,MISS G. Hill 27' running pullup 3PT,[201588],1610612749.0,MIL,running pullup,,,,,,27.13,Missed,Hill,G. Hill,,,,,,,,,,,,,,,,,,,
504,PT09M33.00S,2021-12-19T03:51:23.7Z,4,REGULAR,rebound,defensive,[],1629636,,,1610612739,77,95,2021-12-19T03:55:46Z,4940000,,,0,,D. Garland REBOUND (Off:0 Def:4),[1629636],1610612739.0,CLE,,,,,,,,,Garland,D. Garland,503.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
505,PT09M17.00S,2021-12-19T03:51:35.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,11.251642575558476,48.03921568627451,1610612739,77,95,2021-12-19T03:51:42Z,4950000,10.0,53.0,1,left,MISS J. Allen Layup - blocked,"[1628386, 202326]",1610612739.0,CLE,,,,,,,5.42,Missed,Allen,J. Allen,,,,,,,,,,,,,,,,,Cousins,202326.0,
506,PT09M17.00S,2021-12-19T03:51:35.7Z,4,REGULAR,block,,[],202326,,,1610612739,77,95,2021-12-19T03:51:40Z,4960000,,,0,,D. Cousins BLOCK (1 BLK),[202326],1610612749.0,MIL,,,,,,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
507,PT09M12.00S,2021-12-19T03:51:40.7Z,4,REGULAR,rebound,offensive,[],1628374,,,1610612739,77,95,2021-12-19T03:51:42Z,4970000,,,0,,L. Markkanen REBOUND (Off:1 Def:1),[1628374],1610612739.0,CLE,,,,,,,,,Markkanen,L. Markkanen,505.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
508,PT09M11.00S,2021-12-19T03:51:44.6Z,4,REGULAR,foul,personal,['2freethrow'],1630606,,,1610612739,77,95,2021-12-19T03:51:56Z,4980000,,,0,,J. Smart shooting personal FOUL (2 PF) (Love 2 FT),"[1630606, 201567]",1610612749.0,MIL,shooting,,,,,,,,Smart,J. Smart,,,,,,,,,,,,1627964.0,2.0,0.0,Love,201567.0,,,
510,PT09M11.00S,2021-12-19T03:52:13.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201567,,,1610612739,77,96,2021-12-19T03:52:13Z,5000000,,,0,,K. Love Free Throw 1 of 2 (14 PTS),[201567],1610612739.0,CLE,,,,,,,,Made,Love,K. Love,,,,,,,,14.0,,,,,,,,,,,
511,PT09M11.00S,2021-12-19T03:52:16.2Z,4,REGULAR,substitution,out,[],1630606,,,1610612739,77,96,2021-12-19T03:52:21Z,5010000,,,0,,SUB out: J. Smart,[1630606],1610612749.0,MIL,,,,,,,,,Smart,J. Smart,,,,,,,,,,,,,,,,,,,
512,PT09M11.00S,2021-12-19T03:52:16.2Z,4,REGULAR,substitution,in,[],1626192,,,1610612739,77,96,2021-12-19T03:52:21Z,5020000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,
513,PT09M11.00S,2021-12-19T03:52:31.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201567,,,1610612739,77,97,2021-12-19T03:52:31Z,5030000,,,0,,K. Love Free Throw 2 of 2 (15 PTS),[201567],1610612739.0,CLE,,,,,,,,Made,Love,K. Love,,,,,,,,15.0,,,,,,,,,,,
514,PT08M58.00S,2021-12-19T03:52:43.9Z,4,REGULAR,3pt,Jump Shot,[],1630572,71.96123521681997,78.67647058823529,1610612749,80,97,2021-12-19T03:52:48Z,5040000,143.0,211.0,1,right,S. Mamukelashvili 25' 3PT  (14 PTS) (P. Connaughton 1 AST),"[1630572, 1626192]",1610612749.0,MIL,,,,,,,25.52,Made,Mamukelashvili,S. Mamukelashvili,,,,,,,,14.0,P. Connaughton,1626192.0,1.0,,,,,,,,
516,PT08M37.00S,2021-12-19T03:53:04.2Z,4,REGULAR,3pt,Jump Shot,[],1628374,8.360709592641262,4.6568627450980395,1610612739,80,97,2021-12-19T03:53:11Z,5060000,227.0,26.0,1,left,MISS L. Markkanen 3PT,[1628374],1610612739.0,CLE,,,,,,,22.82,Missed,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
517,PT08M34.00S,2021-12-19T03:53:07.2Z,4,REGULAR,rebound,offensive,[],1628386,,,1610612739,80,97,2021-12-19T03:53:11Z,5070000,,,0,,J. Allen REBOUND (Off:3 Def:1),[1628386],1610612739.0,CLE,,,,,,,,,Allen,J. Allen,516.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
518,PT08M32.00S,2021-12-19T03:53:09.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,6.1268068331143235,48.529411764705884,1610612739,80,97,2021-12-19T03:53:53Z,5080000,7.0,5.0,1,left,MISS J. Allen putback Layup - blocked,"[1628386, 1630572]",1610612739.0,CLE,putback,,,,,,0.9,Missed,Allen,J. Allen,,,,,,,,,,,,,,,,,Mamukelashvili,1630572.0,
519,PT08M32.00S,2021-12-19T03:53:09.3Z,4,REGULAR,block,,[],1630572,,,1610612739,80,97,2021-12-19T03:53:12Z,5090000,,,0,,S. Mamukelashvili BLOCK (1 BLK),[1630572],1610612749.0,MIL,,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,
520,PT08M32.00S,2021-12-19T03:53:09.3Z,4,REGULAR,rebound,defensive,[],1626192,,,1610612749,80,97,2021-12-19T03:53:15Z,5100000,,,0,,P. Connaughton REBOUND (Off:1 Def:1),[1626192],1610612749.0,MIL,,,,,,,,,Connaughton,P. Connaughton,518.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
521,PT08M23.00S,2021-12-19T03:53:19.0Z,4,REGULAR,3pt,Jump Shot,[],202326,80.1084099868594,5.88235294117647,1610612749,80,97,2021-12-19T03:53:36Z,5110000,-221.0,134.0,1,right,MISS D. Cousins 25' 3PT,[202326],1610612749.0,MIL,,,,,,,25.84,Missed,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
522,PT08M19.00S,2021-12-19T03:53:23.0Z,4,REGULAR,rebound,defensive,[],201567,,,1610612739,80,97,2021-12-19T03:53:36Z,5120000,,,0,,K. Love REBOUND (Off:0 Def:7),[201567],1610612739.0,CLE,,,,,,,,,Love,K. Love,521.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
523,PT08M17.00S,2021-12-19T03:53:29.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,80,97,2021-12-19T03:53:29Z,5130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT08M17.00S,2021-12-19T03:53:31.8Z,4,REGULAR,substitution,out,[],201588,,,1610612739,80,97,2021-12-19T03:53:39Z,5140000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,,,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,
525,PT08M17.00S,2021-12-19T03:53:31.8Z,4,REGULAR,substitution,in,[],1630606,,,1610612739,80,97,2021-12-19T03:53:39Z,5150000,,,0,,SUB in: J. Smart,[1630606],1610612749.0,MIL,,,,,,,,,Smart,J. Smart,,,,,,,,,,,,,,,,,,,
526,PT08M17.00S,2021-12-19T03:53:44.2Z,4,REGULAR,substitution,out,[],1629670,,,1610612739,80,97,2021-12-19T03:53:55Z,5160000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,,,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,
527,PT08M17.00S,2021-12-19T03:53:44.2Z,4,REGULAR,substitution,in,[],1628400,,,1610612739,80,97,2021-12-19T03:53:55Z,5170000,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,,,,,,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,
528,PT08M06.00S,2021-12-19T03:54:08.9Z,4,REGULAR,3pt,Jump Shot,[],1629636,6.521024967148489,96.07843137254902,1610612739,80,97,2021-12-19T03:54:15Z,5180000,-230.0,9.0,1,left,MISS D. Garland 3PT,[1629636],1610612739.0,CLE,,,,,,,23.06,Missed,Garland,D. Garland,,,,,,,,,,,,,,,,,,,
529,PT08M03.00S,2021-12-19T03:54:11.9Z,4,REGULAR,rebound,defensive,[],1630572,,,1610612749,80,97,2021-12-19T03:54:15Z,5190000,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:1),[1630572],1610612749.0,MIL,,,,,,,,,Mamukelashvili,S. Mamukelashvili,528.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
530,PT08M01.00S,2021-12-19T03:54:13.7Z,4,REGULAR,turnover,lost ball,[],1630572,,,1610612749,80,97,2021-12-19T03:54:19Z,5200000,,,0,,S. Mamukelashvili lost ball TURNOVER (3 TO),"[1630572, 1629636]",1610612749.0,MIL,,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,3.0,Garland,1629636.0,,,,,,,,,,,,
531,PT08M01.00S,2021-12-19T03:54:13.7Z,4,REGULAR,steal,,[],1629636,,,1610612739,80,97,2021-12-19T03:54:16Z,5210000,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,,,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,
532,PT07M53.00S,2021-12-19T03:54:24.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628374,10.85742444152431,50.49019607843137,1610612739,80,99,2021-12-19T04:00:42Z,5220000,-2.0,50.0,1,left,L. Markkanen driving finger roll Layup (6 PTS) (R. Rubio 10 AST),"[1628374, 201937]",1610612739.0,CLE,driving finger roll,,,,,,4.97,Made,Markkanen,L. Markkanen,,,,,,,,6.0,R. Rubio,201937.0,10.0,,,,,,,,
533,PT07M53.00S,2021-12-19T03:54:27.4Z,4,REGULAR,foul,personal,['1freethrow'],202326,,,1610612739,80,99,2021-12-19T03:54:46Z,5230000,,,0,,D. Cousins shooting personal FOUL (3 PF) (Markkanen 1 FT),"[202326, 1628374]",1610612749.0,MIL,shooting,,,,,,,,Cousins,D. Cousins,,,,,,,,,,,,1627964.0,3.0,0.0,Markkanen,1628374.0,,,
535,PT07M53.00S,2021-12-19T03:54:39.2Z,4,REGULAR,substitution,out,[],201567,,,1610612739,80,99,2021-12-19T03:54:44Z,5250000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,,,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,
536,PT07M53.00S,2021-12-19T03:54:39.2Z,4,REGULAR,substitution,in,[],1629731,,,1610612739,80,99,2021-12-19T03:54:44Z,5260000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,,,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,
537,PT07M53.00S,2021-12-19T03:54:51.3Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1628374,,,1610612739,80,99,2021-12-19T03:54:53Z,5270000,,,0,,MISS L. Markkanen Free Throw 1 of 1,[1628374],1610612739.0,CLE,,,,,,,,Missed,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
