actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,value,stealPlayerName,stealPersonId
83,PT05M02.00S,2021-11-20T01:23:49.8Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,22,11,2021-11-20T01:23:59Z,820000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M02.00S,2021-11-20T01:23:49.8Z,1,REGULAR,substitution,out,[],1630581,,,1610612749,22,11,2021-11-20T01:23:59Z,830000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M02.00S,2021-11-20T01:23:49.8Z,1,REGULAR,substitution,in,[],1628400,,,1610612749,22,11,2021-11-20T01:23:59Z,840000,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M02.00S,2021-11-20T01:23:49.8Z,1,REGULAR,substitution,in,[],1629660,,,1610612749,22,11,2021-11-20T01:23:59Z,850000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M53.00S,2021-11-20T01:24:08.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203507,7.835085413929041,51.71568627450981,1610612749,24,11,2021-11-20T01:24:18Z,860000,-9.0,21.0,1,left,G. Antetokounmpo driving floating bank Jump Shot (6 PTS) (J. Holiday 3 AST),"[203507, 201950]",1610612749.0,MIL,driving floating bank,,,Antetokounmpo,G. Antetokounmpo,,,,,2.28,Made,6.0,J. Holiday,201950.0,3.0,,,,,,,,,,,,,,,
89,PT04M53.00S,2021-11-20T01:24:12.6Z,1,REGULAR,foul,personal,['1freethrow'],1629660,,,1610612749,24,11,2021-11-20T01:24:41Z,880000,,,0,,T. Jerome shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1629660, 203507]",1610612760.0,OKC,shooting,,,Jerome,T. Jerome,,,,,,,,,,,,,,,202901.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,
91,PT04M53.00S,2021-11-20T01:24:30.7Z,1,REGULAR,substitution,out,[],1630526,,,1610612749,24,11,2021-11-20T01:24:38Z,900000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M53.00S,2021-11-20T01:24:30.7Z,1,REGULAR,substitution,in,[],203488,,,1610612749,24,11,2021-11-20T01:24:38Z,910000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M53.00S,2021-11-20T01:24:50.6Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],203507,,,1610612749,25,11,2021-11-20T01:24:50Z,920000,,,0,,G. Antetokounmpo Free Throw 1 of 1 (7 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
94,PT04M40.00S,2021-11-20T01:25:04.7Z,1,REGULAR,turnover,lost ball,[],1629660,,,1610612760,25,11,2021-11-20T01:25:14Z,930000,,,0,,T. Jerome lost ball TURNOVER (1 TO),"[1629660, 203507]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,1.0,,Antetokounmpo,203507.0
95,PT04M40.00S,2021-11-20T01:25:04.7Z,1,REGULAR,steal,,[],203507,,,1610612749,25,11,2021-11-20T01:26:20Z,940000,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M34.00S,2021-11-20T01:25:10.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,8.229303547963205,48.529411764705884,1610612749,25,11,2021-11-20T01:25:20Z,950000,7.0,25.0,1,left,MISS G. Antetokounmpo running Layup - blocked,"[203507, 1629647]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,2.6,Missed,,,,,,,,,,,,,,Bazley,1629647.0,,,,
97,PT04M34.00S,2021-11-20T01:25:10.1Z,1,REGULAR,block,,[],1629647,,,1610612749,25,11,2021-11-20T01:25:12Z,960000,,,0,,D. Bazley BLOCK (2 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M32.00S,2021-11-20T01:25:12.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,25,11,2021-11-20T01:25:20Z,970000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,
99,PT04M32.00S,2021-11-20T01:25:23.7Z,1,REGULAR,violation,kicked ball,[],203488,,,1610612749,25,11,2021-11-20T01:25:30Z,980000,,,0,,M. Muscala kicked ball VIOLATION,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,204058.0,,,,,,,,,,
100,PT04M21.00S,2021-11-20T01:25:41.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201950,9.674770039421814,2.941176470588235,1610612749,28,11,2021-11-20T01:25:46Z,990000,235.0,38.0,1,left,J. Holiday 3PT  (7 PTS) (G. Antetokounmpo 3 AST),"[201950, 203507]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,23.84,Made,7.0,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,,,,,,
102,PT04M06.00S,2021-11-20T01:25:56.9Z,1,REGULAR,3pt,Jump Shot,[],1628983,67.09921156373193,25.0,1610612760,28,14,2021-11-20T01:26:04Z,1010000,-125.0,257.0,1,right,S. Gilgeous-Alexander 28' 3PT step back (5 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,28.56,Made,5.0,,,,,,,,,,,,,,,,,,
103,PT03M56.00S,2021-11-20T01:26:13.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,28,14,2021-11-20T01:26:13Z,1020000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M56.00S,2021-11-20T01:28:57.2Z,1,REGULAR,substitution,out,[],203507,,,1610612749,28,14,2021-11-20T01:29:15Z,1030000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M56.00S,2021-11-20T01:28:57.2Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,28,14,2021-11-20T01:29:15Z,1040000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M49.00S,2021-11-20T01:29:29.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,18.2161629434954,41.911764705882355,1610612749,28,14,2021-11-20T01:31:40Z,1050000,40.0,119.0,1,left,MISS B. Portis 12' driving floating Shot,[1626171],1610612749.0,MIL,driving floating,,,Portis,B. Portis,,,,,12.54,Missed,,,,,,,,,,,,,,,,,,,
107,PT03M47.00S,2021-11-20T01:29:31.6Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,28,14,2021-11-20T01:31:40Z,1060000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,,,,,,,,
108,PT03M34.00S,2021-11-20T01:29:44.7Z,1,REGULAR,2pt,Jump Shot,[],1629660,83.26215505913272,20.34313725490196,1610612760,28,14,2021-11-20T01:32:52Z,1070000,-148.0,105.0,1,right,MISS T. Jerome 18' pullup Shot,[1629660],1610612760.0,OKC,pullup,,,Jerome,T. Jerome,,,,,18.16,Missed,,,,,,,,,,,,,,,,,,,
109,PT03M29.00S,2021-11-20T01:29:49.7Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,28,14,2021-11-20T01:29:52Z,1080000,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,108.0,3.0,3.0,0.0,,,,,,,,,,,
110,PT03M23.00S,2021-11-20T01:29:56.1Z,1,REGULAR,3pt,Jump Shot,[],201950,35.43035479632063,47.05882352941176,1610612749,28,14,2021-11-20T01:33:18Z,1090000,15.0,281.0,1,left,MISS J. Holiday 28' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,28.09,Missed,,,,,,,,,,,,,,,,,,,
111,PT03M20.00S,2021-11-20T01:29:59.1Z,1,REGULAR,rebound,defensive,[],203488,,,1610612760,28,14,2021-11-20T01:30:00Z,1100000,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,,
112,PT03M11.00S,2021-11-20T01:30:07.5Z,1,REGULAR,3pt,Jump Shot,[],203488,67.09921156373193,41.42156862745098,1610612760,28,17,2021-11-20T01:30:12Z,1110000,-43.0,257.0,1,right,M. Muscala 26' 3PT  (3 PTS) (T. Jerome 1 AST),"[203488, 1629660]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,26.04,Made,3.0,T. Jerome,1629660.0,1.0,,,,,,,,,,,,,,,
114,PT02M55.00S,2021-11-20T01:30:24.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201588,11.645860709592641,51.9607843137255,1610612749,30,17,2021-11-20T01:30:28Z,1130000,-10.0,57.0,1,left,G. Hill pullup Jump Shot (5 PTS) (B. Portis 1 AST),"[201588, 1626171]",1610612749.0,MIL,pullup,,,Hill,G. Hill,,,,,5.78,Made,5.0,B. Portis,1626171.0,1.0,,,,,,,,,,,,,,,
116,PT02M34.00S,2021-11-20T01:30:44.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.9862023653088,50.0,1610612760,30,19,2021-11-20T01:30:49Z,1150000,0.0,13.0,1,right,S. Gilgeous-Alexander driving finger roll Layup (7 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1.34,Made,7.0,,,,,,,,,,,,,,,,,,
117,PT02M18.00S,2021-11-20T01:31:00.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201588,17.16491458607096,48.529411764705884,1610612749,30,19,2021-11-20T01:31:06Z,1160000,7.0,109.0,1,left,MISS G. Hill 10' fadeaway Shot,[201588],1610612749.0,MIL,fadeaway,,,Hill,G. Hill,,,,,10.92,Missed,,,,,,,,,,,,,,,,,,,
118,PT02M15.00S,2021-11-20T01:31:03.7Z,1,REGULAR,rebound,defensive,[],203488,,,1610612760,30,19,2021-11-20T01:31:06Z,1170000,,,0,,M. Muscala REBOUND (Off:0 Def:2),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,117.0,2.0,2.0,0.0,,,,,,,,,,,
119,PT02M11.00S,2021-11-20T01:31:08.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629652,92.59198423127464,50.245098039215684,1610612760,30,21,2021-11-20T01:31:18Z,1180000,1.0,17.0,1,right,L. Dort driving floating bank Jump Shot (7 PTS),[1629652],1610612760.0,OKC,driving floating bank,,,Dort,L. Dort,,,,,1.71,Made,7.0,,,,,,,,,,,,,,,,,,
120,PT01M48.00S,2021-11-20T01:31:31.0Z,1,REGULAR,3pt,Jump Shot,[],1626192,9.411957950065702,1.715686274509804,1610612749,30,21,2021-11-20T01:31:35Z,1190000,241.0,36.0,1,left,MISS P. Connaughton 24' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,24.41,Missed,,,,,,,,,,,,,,,,,,,
121,PT01M45.00S,2021-11-20T01:31:34.0Z,1,REGULAR,rebound,defensive,[],1629660,,,1610612760,30,21,2021-11-20T01:31:35Z,1200000,,,0,,T. Jerome REBOUND (Off:0 Def:1),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,
122,PT01M39.00S,2021-11-20T01:31:42.8Z,1,REGULAR,foul,personal,['2freethrow'],201588,,,1610612760,30,21,2021-11-20T01:32:03Z,1210000,,,0,,G. Hill shooting personal FOUL (1 PF) (Jerome 2 FT),"[201588, 1629660]",1610612749.0,MIL,shooting,,,Hill,G. Hill,,,,,,,,,,,,,,,202901.0,1.0,0.0,Jerome,1629660.0,,,,,,
124,PT01M39.00S,2021-11-20T01:32:08.0Z,1,REGULAR,freethrow,1 of 2,[],1629660,,,1610612760,30,21,2021-11-20T01:32:08Z,1230000,,,0,,MISS T. Jerome Free Throw 1 of 2,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,Missed,,,,,,,,,,,,,,,,,,,
125,PT01M39.00S,2021-11-20T01:32:08.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,30,21,2021-11-20T01:32:08Z,1240000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,
126,PT01M39.00S,2021-11-20T01:32:11.4Z,1,REGULAR,substitution,out,[],201950,,,1610612760,30,21,2021-11-20T01:32:15Z,1250000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M39.00S,2021-11-20T01:32:11.4Z,1,REGULAR,substitution,in,[],203114,,,1610612760,30,21,2021-11-20T01:32:15Z,1260000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M39.00S,2021-11-20T01:32:24.6Z,1,REGULAR,freethrow,2 of 2,[],1629660,,,1610612760,30,22,2021-11-20T01:32:24Z,1270000,,,0,,T. Jerome Free Throw 2 of 2 (1 PTS),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
129,PT01M30.00S,2021-11-20T01:32:36.1Z,1,REGULAR,foul,personal,[],1629652,,,1610612749,30,22,2021-11-20T01:32:52Z,1280000,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 203114]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,202901.0,1.0,0.0,Middleton,203114.0,,,,,,
131,PT01M30.00S,2021-11-20T01:32:50.1Z,1,REGULAR,substitution,out,[],1629652,,,1610612749,30,22,2021-11-20T01:33:03Z,1300000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M30.00S,2021-11-20T01:32:50.1Z,1,REGULAR,substitution,out,[],1629647,,,1610612749,30,22,2021-11-20T01:33:03Z,1310000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M30.00S,2021-11-20T01:32:50.1Z,1,REGULAR,substitution,in,[],1629026,,,1610612749,30,22,2021-11-20T01:33:03Z,1320000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M30.00S,2021-11-20T01:32:50.1Z,1,REGULAR,substitution,in,[],1630197,,,1610612749,30,22,2021-11-20T01:33:03Z,1330000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M18.00S,2021-11-20T01:33:07.9Z,1,REGULAR,2pt,Jump Shot,[],203114,12.697109067017081,23.774509803921568,1610612749,32,22,2021-11-20T01:33:12Z,1340000,131.0,67.0,1,left,K. Middleton 14' turnaround fadeaway Jump Shot (5 PTS),[203114],1610612749.0,MIL,turnaround fadeaway,,,Middleton,K. Middleton,,,,,14.72,Made,5.0,,,,,,,,,,,,,,,,,,
136,PT01M06.00S,2021-11-20T01:33:20.0Z,1,REGULAR,3pt,Jump Shot,[],1629660,92.46057818659659,96.32352941176471,1610612760,32,22,2021-11-20T01:33:26Z,1350000,232.0,18.0,1,right,MISS T. Jerome 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,23.23,Missed,,,,,,,,,,,,,,,,,,,
137,PT01M05.00S,2021-11-20T01:33:23.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,32,22,2021-11-20T01:33:23Z,1360000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,,
138,PT01M05.00S,2021-11-20T01:33:26.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,32,22,2021-11-20T01:33:26Z,1370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M05.00S,2021-11-20T01:33:28.9Z,1,REGULAR,substitution,out,[],1628983,,,1610612760,32,22,2021-11-20T01:33:33Z,1380000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M05.00S,2021-11-20T01:33:28.9Z,1,REGULAR,substitution,in,[],1630581,,,1610612760,32,22,2021-11-20T01:33:33Z,1390000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M03.00S,2021-11-20T01:33:44.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201588,,,1610612760,32,22,2021-11-20T01:34:00Z,1400000,,,0,,G. Hill personal FOUL (2 PF) (Jerome 2 FT),"[201588, 1629660]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,2715.0,2.0,0.0,Jerome,1629660.0,,,,,,
143,PT01M03.00S,2021-11-20T01:34:04.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629660,,,1610612760,32,23,2021-11-20T01:34:04Z,1420000,,,0,,T. Jerome Free Throw 1 of 2 (2 PTS),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
144,PT01M03.00S,2021-11-20T01:34:17.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629660,,,1610612760,32,24,2021-11-20T01:34:17Z,1430000,,,0,,T. Jerome Free Throw 2 of 2 (3 PTS),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
145,PT00M53.40S,2021-11-20T01:34:29.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,18.873193166885677,49.01960784313725,1610612749,34,24,2021-11-20T01:34:33Z,1440000,5.0,125.0,1,left,K. Middleton 12' turnaround fadeaway Jump Shot (7 PTS),[203114],1610612749.0,MIL,turnaround fadeaway,,,Middleton,K. Middleton,,,,,12.5,Made,7.0,,,,,,,,,,,,,,,,,,
146,PT00M34.60S,2021-11-20T01:34:49.1Z,1,REGULAR,3pt,Jump Shot,[],203488,64.07687253613666,35.294117647058826,1610612760,34,24,2021-11-20T01:34:54Z,1450000,-74.0,285.0,1,right,MISS M. Muscala 29' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,29.45,Missed,,,,,,,,,,,,,,,,,,,
147,PT00M30.60S,2021-11-20T01:34:53.1Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,34,24,2021-11-20T01:34:54Z,1460000,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,146.0,1.0,1.0,0.0,,,,,,,,,,,
148,PT00M24.30S,2021-11-20T01:34:59.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626192,14.273981603153747,38.23529411764706,1610612749,34,24,2021-11-20T01:35:04Z,1470000,59.0,82.0,1,left,MISS P. Connaughton 10' driving floating Shot,[1626192],1610612749.0,MIL,driving floating,,,Connaughton,P. Connaughton,,,,,10.07,Missed,,,,,,,,,,,,,,,,,,,
149,PT00M21.50S,2021-11-20T01:35:02.1Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,34,24,2021-11-20T01:36:48Z,1480000,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,148.0,2.0,1.0,1.0,,,,,,,,,,,
150,PT00M01.70S,2021-11-20T01:35:21.9Z,1,REGULAR,3pt,Jump Shot,[],1629660,66.5735873850197,29.65686274509804,1610612760,34,24,2021-11-20T01:35:27Z,1490000,-102.0,262.0,1,right,MISS T. Jerome 28' 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,28.08,Missed,,,,,,,,,,,,,,,,,,,
151,PT00M01.70S,2021-11-20T01:35:21.9Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,34,24,2021-11-20T01:35:27Z,1500000,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,150.0,4.0,4.0,0.0,,,,,,,,,,,
152,PT00M00.00S,2021-11-20T01:35:32.0Z,1,REGULAR,period,end,[],0,,,1610612749,34,24,2021-11-20T01:35:32Z,1510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-11-20T01:37:36.6Z,2,REGULAR,substitution,out,['startperiod'],201588,,,1610612749,34,24,2021-11-20T01:38:01Z,1520000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-11-20T01:37:36.6Z,2,REGULAR,substitution,out,['startperiod'],1626192,,,1610612749,34,24,2021-11-20T01:38:01Z,1530000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-11-20T01:37:36.6Z,2,REGULAR,substitution,out,['startperiod'],1628400,,,1610612749,34,24,2021-11-20T01:38:01Z,1540000,,,0,,SUB out: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-11-20T01:37:36.6Z,2,REGULAR,substitution,in,['startperiod'],1628960,,,1610612749,34,24,2021-11-20T01:38:01Z,1550000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-11-20T01:37:36.6Z,2,REGULAR,substitution,in,['startperiod'],203507,,,1610612749,34,24,2021-11-20T01:38:01Z,1560000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-11-20T01:37:36.6Z,2,REGULAR,substitution,in,['startperiod'],1629620,,,1610612749,34,24,2021-11-20T01:38:01Z,1570000,,,0,,SUB in: J. Robinson,[1629620],1610612749.0,MIL,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-11-20T01:38:15.5Z,2,REGULAR,period,start,[],0,,,1610612760,34,24,2021-11-20T01:38:15Z,1580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M38.00S,2021-11-20T01:38:36.6Z,2,REGULAR,3pt,Jump Shot,[],1629660,63.41984231274639,52.450980392156865,1610612760,34,24,2021-11-20T01:43:10Z,1590000,12.0,291.0,1,right,MISS T. Jerome 29' pullup 3PT,[1629660],1610612760.0,OKC,pullup,,,Jerome,T. Jerome,,,,,29.17,Missed,,,,,,,,,,,,,,,,,,,
161,PT11M35.00S,2021-11-20T01:38:40.2Z,2,REGULAR,rebound,offensive,[],1630581,,,1610612760,34,24,2021-11-20T01:38:40Z,1600000,,,0,,J. Giddey REBOUND (Off:2 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,160.0,3.0,1.0,2.0,,,,,,,,,,,
162,PT11M27.00S,2021-11-20T01:38:47.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629026,90.48948751642575,63.970588235294116,1610612760,34,24,2021-11-20T01:44:52Z,1610000,70.0,37.0,1,right,MISS K. Williams 7' driving Layup,[1629026],1610612760.0,OKC,driving,,,Williams,K. Williams,,,,,7.9,Missed,,,,,,,,,,,,,,,,,,,
163,PT11M24.00S,2021-11-20T01:38:50.8Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,34,24,2021-11-20T01:38:56Z,1620000,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,162.0,2.0,2.0,0.0,,,,,,,,,,,
164,PT11M17.00S,2021-11-20T01:38:57.6Z,2,REGULAR,3pt,Jump Shot,[],1629620,31.09395532194481,67.15686274509804,1610612749,34,24,2021-11-20T01:39:04Z,1630000,-86.0,240.0,1,left,MISS J. Robinson 25' 3PT,[1629620],1610612749.0,MIL,,,,Robinson,J. Robinson,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,,
165,PT11M14.00S,2021-11-20T01:39:00.6Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,34,24,2021-11-20T01:39:04Z,1640000,,,0,,M. Muscala REBOUND (Off:0 Def:3),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,164.0,3.0,3.0,0.0,,,,,,,,,,,
166,PT11M08.00S,2021-11-20T01:39:11.1Z,2,REGULAR,foul,offensive,[],203488,,,1610612760,34,24,2021-11-20T01:39:24Z,1650000,,,0,,M. Muscala charge offensive FOUL (1 PF),"[203488, 1628960]",1610612760.0,OKC,charge,,,Muscala,M. Muscala,,,,,,,,,,,,,,,202901.0,1.0,0.0,Allen,1628960.0,,,,,,
168,PT11M08.00S,2021-11-20T01:39:11.1Z,2,REGULAR,turnover,offensive foul,[],203488,,,1610612760,34,24,2021-11-20T01:39:11Z,1670000,,,0,,M. Muscala offensive foul TURNOVER (1 TO),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,202901.0,,,,,,,1.0,,,
