actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
91,PT04M14.00S,2021-12-05T01:31:06.0Z,1,REGULAR,substitution,in,[],202326,,,1610612748,19,14,2021-12-05T01:31:29Z,900000,,,0,,SUB in: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M14.00S,2021-12-05T01:31:06.0Z,1,REGULAR,substitution,in,[],203648,,,1610612748,19,14,2021-12-05T01:31:29Z,910000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M14.00S,2021-12-05T01:31:06.0Z,1,REGULAR,substitution,in,[],1630209,,,1610612748,19,14,2021-12-05T01:31:29Z,920000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M14.00S,2021-12-05T01:31:06.0Z,1,REGULAR,substitution,in,[],1629216,,,1610612748,19,14,2021-12-05T01:31:29Z,930000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M06.00S,2021-12-05T01:31:36.5Z,1,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,19,14,2021-12-05T01:31:45Z,940000,,,0,,T. Herro step out-of-bounds TURNOVER (1 TO),[1629639],1610612748.0,MIA,step,,,Herro,T. Herro,,,,,,,,,,,202041.0,,,,,1.0,,,,,,,,,
96,PT03M50.00S,2021-12-05T01:32:01.5Z,1,REGULAR,foul,personal,['2freethrow'],200782,,,1610612749,19,14,2021-12-05T01:32:13Z,950000,,,0,,P. Tucker shooting personal FOUL (2 PF) (Holiday 2 FT),"[200782, 201950]",1610612748.0,MIA,shooting,,,Tucker,P. Tucker,,,,,,,,,,,1204.0,2.0,0.0,Holiday,201950.0,,,,,,,,,,
98,PT03M50.00S,2021-12-05T01:32:25.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201950,,,1610612749,20,14,2021-12-05T01:32:25Z,970000,,,0,,J. Holiday Free Throw 1 of 2 (8 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,,,,,,,,,,,8.0,,,,,,,,
99,PT03M50.00S,2021-12-05T01:32:28.4Z,1,REGULAR,substitution,out,[],200782,,,1610612749,20,14,2021-12-05T01:32:33Z,980000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M50.00S,2021-12-05T01:32:28.4Z,1,REGULAR,substitution,in,[],1628997,,,1610612749,20,14,2021-12-05T01:32:33Z,990000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M50.00S,2021-12-05T01:32:47.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201950,,,1610612749,21,14,2021-12-05T01:32:47Z,1000000,,,0,,J. Holiday Free Throw 2 of 2 (9 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,,,,,,,,,,,9.0,,,,,,,,
102,PT03M35.00S,2021-12-05T01:33:06.2Z,1,REGULAR,2pt,Jump Shot,[],1629216,79.31997371879106,60.29411764705882,1610612748,21,14,2021-12-05T01:33:13Z,1010000,51.0,142.0,1,right,MISS G. Vincent 15' pullup Shot,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,15.1,Missed,,,,,,,,,,,,,,,,,,,
103,PT03M35.00S,2021-12-05T01:33:06.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,21,14,2021-12-05T01:33:13Z,1020000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,
104,PT03M35.00S,2021-12-05T01:33:12.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,21,14,2021-12-05T01:33:26Z,1030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M32.00S,2021-12-05T01:33:28.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629216,93.11760840998686,50.0,1610612748,21,16,2021-12-05T01:33:35Z,1040000,0.0,12.0,1,right,G. Vincent Layup (2 PTS) (D. Robinson 1 AST),"[1629216, 1629130]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,1.22,Made,,,,,,,,,,,2.0,D. Robinson,1629130.0,1.0,,,,,
107,PT03M12.00S,2021-12-05T01:33:47.3Z,1,REGULAR,3pt,Jump Shot,[],201950,36.35019710906702,46.81372549019608,1610612749,24,16,2021-12-05T01:33:55Z,1060000,16.0,289.0,1,left,J. Holiday 28' 3PT step back (12 PTS),[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,28.96,Made,,,,,,,,,,,12.0,,,,,,,,
108,PT03M05.00S,2021-12-05T01:33:58.8Z,1,REGULAR,turnover,out-of-bounds,[],1628997,,,1610612748,24,16,2021-12-05T01:34:08Z,1070000,,,0,,C. Martin step out-of-bounds TURNOVER (1 TO),[1628997],1610612748.0,MIA,step,,,Martin,C. Martin,,,,,,,,,,,202041.0,,,,,1.0,,,,,,,,,
109,PT02M53.00S,2021-12-05T01:34:16.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202326,8.229303547963205,49.754901960784316,1610612749,26,16,2021-12-05T01:34:53Z,1080000,1.0,25.0,1,left,D. Cousins Layup (2 PTS) (J. Holiday 2 AST),"[202326, 201950]",1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,2.49,Made,,,,,,,,,,,2.0,J. Holiday,201950.0,2.0,,,,,
111,PT02M36.00S,2021-12-05T01:34:41.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628997,94.1688567674113,50.73529411764706,1610612748,26,18,2021-12-05T01:34:51Z,1100000,4.0,2.0,1,right,C. Martin driving DUNK (2 PTS) (T. Herro 3 AST),"[1628997, 1629639]",1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,0.44,Made,,,,,,,,,,,2.0,T. Herro,1629639.0,3.0,,,,,
113,PT02M18.00S,2021-12-05T01:34:59.7Z,1,REGULAR,turnover,bad pass,[],1630606,,,1610612749,26,18,2021-12-05T01:35:10Z,1120000,,,0,,J. Smart bad pass TURNOVER (1 TO),"[1630606, 1628997]",1610612749.0,MIL,,,,Smart,J. Smart,,,,,,,,,,,,,,,,1.0,,,,,,,Martin,1628997.0,
114,PT02M18.00S,2021-12-05T01:34:59.7Z,1,REGULAR,steal,,[],1628997,,,1610612748,26,18,2021-12-05T01:35:02Z,1130000,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M15.00S,2021-12-05T01:35:03.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628997,93.51182654402102,50.73529411764706,1610612748,26,18,2021-12-05T01:35:16Z,1140000,4.0,8.0,1,right,MISS C. Martin running Layup,[1628997],1610612748.0,MIA,running,,,Martin,C. Martin,,,,,0.93,Missed,,,,,,,,,,,,,,,,,,,
116,PT02M12.00S,2021-12-05T01:35:05.9Z,1,REGULAR,rebound,defensive,[],203918,,,1610612749,26,18,2021-12-05T01:35:05Z,1150000,,,0,,R. Hood REBOUND (Off:0 Def:1),[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
117,PT02M08.00S,2021-12-05T01:35:10.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202326,8.229303547963205,38.48039215686275,1610612749,26,18,2021-12-05T01:35:49Z,1160000,58.0,25.0,1,left,MISS D. Cousins 6' running Layup,[202326],1610612749.0,MIL,running,,,Cousins,D. Cousins,,,,,6.28,Missed,,,,,,,,,,,,,,,,,,,
118,PT02M02.00S,2021-12-05T01:35:16.5Z,1,REGULAR,rebound,offensive,[],203648,,,1610612749,26,18,2021-12-05T01:35:23Z,1170000,,,0,,T. Antetokounmpo REBOUND (Off:1 Def:0),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,117.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
119,PT02M02.00S,2021-12-05T01:35:16.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203648,5.590000152587891,50.0,1610612749,28,18,2021-12-05T01:35:16Z,1180000,0.0,0.0,1,left,T. Antetokounmpo tip Layup (2 PTS),[203648],1610612749.0,MIL,tip,,,Antetokounmpo,T. Antetokounmpo,,,,,0.0,Made,,,,,,,,,,,2.0,,,,,,,,
120,PT01M52.00S,2021-12-05T01:35:28.5Z,1,REGULAR,foul,personal,['2freethrow'],203648,,,1610612748,28,18,2021-12-05T01:35:41Z,1190000,,,0,,T. Antetokounmpo shooting personal FOUL (1 PF) (Yurtseven 2 FT),"[203648, 1630209]",1610612749.0,MIL,shooting,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,202027.0,1.0,0.0,Yurtseven,1630209.0,,,,,,,,,,
122,PT01M52.00S,2021-12-05T01:35:58.0Z,1,REGULAR,freethrow,1 of 2,[],1630209,,,1610612748,28,19,2021-12-05T01:35:58Z,1210000,,,0,,O. Yurtseven Free Throw 1 of 2 (1 PTS),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
123,PT01M52.00S,2021-12-05T01:36:01.8Z,1,REGULAR,substitution,out,[],203918,,,1610612748,28,19,2021-12-05T01:36:14Z,1220000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M52.00S,2021-12-05T01:36:01.8Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,28,19,2021-12-05T01:36:14Z,1230000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M52.00S,2021-12-05T01:36:01.8Z,1,REGULAR,substitution,in,[],202083,,,1610612748,28,19,2021-12-05T01:36:14Z,1240000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M52.00S,2021-12-05T01:36:01.8Z,1,REGULAR,substitution,in,[],1629622,,,1610612748,28,19,2021-12-05T01:36:14Z,1250000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M52.00S,2021-12-05T01:36:16.2Z,1,REGULAR,freethrow,2 of 2,[],1630209,,,1610612748,28,20,2021-12-05T01:36:16Z,1260000,,,0,,O. Yurtseven Free Throw 2 of 2 (2 PTS),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
128,PT01M40.00S,2021-12-05T01:36:29.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203648,7.440867279894875,49.50980392156863,1610612749,30,20,2021-12-05T01:36:37Z,1270000,2.0,17.0,1,left,T. Antetokounmpo cutting DUNK (4 PTS) (D. Cousins 1 AST),"[203648, 202326]",1610612749.0,MIL,cutting,,,Antetokounmpo,T. Antetokounmpo,,,,,1.76,Made,,,,,,,,,,,4.0,D. Cousins,202326.0,1.0,,,,,
130,PT01M16.00S,2021-12-05T01:36:54.0Z,1,REGULAR,2pt,Jump Shot,[],1629639,76.42904073587385,48.529411764705884,1610612748,30,20,2021-12-05T01:37:01Z,1290000,-7.0,169.0,1,right,MISS T. Herro 16' pullup Shot - blocked,"[1629639, 203648]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,16.93,Missed,,,,,,,,,,,,,,,Antetokounmpo,203648.0,,,
131,PT01M16.00S,2021-12-05T01:36:54.0Z,1,REGULAR,block,,[],203648,,,1610612748,30,20,2021-12-05T01:36:57Z,1300000,,,0,,T. Antetokounmpo BLOCK (1 BLK),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M12.00S,2021-12-05T01:36:58.0Z,1,REGULAR,rebound,defensive,[],1630606,,,1610612749,30,20,2021-12-05T01:37:01Z,1310000,,,0,,J. Smart REBOUND (Off:0 Def:1),[1630606],1610612749.0,MIL,,,,Smart,J. Smart,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
133,PT01M12.00S,2021-12-05T01:37:01.8Z,1,REGULAR,turnover,out-of-bounds,[],1630606,,,1610612749,30,20,2021-12-05T01:37:08Z,1320000,,,0,,J. Smart bad pass out-of-bounds TURNOVER (2 TO),[1630606],1610612749.0,MIL,bad pass,,,Smart,J. Smart,,,,,,,,,,,202027.0,,,,,2.0,,,,,,,,,
134,PT01M12.00S,2021-12-05T01:37:07.5Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,30,20,2021-12-05T01:37:12Z,1330000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M12.00S,2021-12-05T01:37:07.5Z,1,REGULAR,substitution,in,[],200768,,,1610612748,30,20,2021-12-05T01:37:12Z,1340000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M07.00S,2021-12-05T01:37:31.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202326,,,1610612748,30,20,2021-12-05T01:38:03Z,1350000,,,0,,D. Cousins personal FOUL (1 PF) (Yurtseven 2 FT),"[202326, 1630209]",1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,1204.0,1.0,0.0,Yurtseven,1630209.0,,,,,,,,,,
138,PT01M07.00S,2021-12-05T01:38:08.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630209,,,1610612748,30,20,2021-12-05T01:38:08Z,1370000,,,0,,MISS O. Yurtseven Free Throw 1 of 2,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,Missed,,,,,,,,,,,,,,,,,,,
139,PT01M07.00S,2021-12-05T01:38:08.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,30,20,2021-12-05T01:38:08Z,1380000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,138.0,,,,,,,,,,,,,,,,,,
140,PT01M07.00S,2021-12-05T01:38:16.9Z,1,REGULAR,substitution,out,[],201950,,,1610612748,30,20,2021-12-05T01:38:41Z,1390000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M07.00S,2021-12-05T01:38:16.9Z,1,REGULAR,substitution,in,[],203114,,,1610612748,30,20,2021-12-05T01:38:41Z,1400000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M07.00S,2021-12-05T01:38:42.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630209,,,1610612748,30,21,2021-12-05T01:38:42Z,1410000,,,0,,O. Yurtseven Free Throw 2 of 2 (3 PTS),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,Made,,,,,,,,,,,3.0,,,,,,,,
143,PT00M47.60S,2021-12-05T01:38:48.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203648,8.754927726675426,47.794117647058826,1610612749,30,21,2021-12-05T01:38:57Z,1420000,11.0,30.0,1,left,MISS T. Antetokounmpo reverse Layup,[203648],1610612749.0,MIL,reverse,,,Antetokounmpo,T. Antetokounmpo,,,,,3.18,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M47.60S,2021-12-05T01:38:51.3Z,1,REGULAR,rebound,offensive,[],202326,,,1610612749,30,21,2021-12-05T01:38:51Z,1430000,,,0,,D. Cousins REBOUND (Off:1 Def:0),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,143.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
145,PT00M47.60S,2021-12-05T01:38:53.5Z,1,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612749,30,21,2021-12-05T01:39:03Z,1440000,,,0,,G. Vincent shooting personal FOUL (1 PF) (Cousins 2 FT),"[1629216, 202326]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,,,,,,,1204.0,1.0,0.0,Cousins,202326.0,,,,,,,,,,
147,PT00M47.60S,2021-12-05T01:39:16.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202326,,,1610612749,31,21,2021-12-05T01:39:16Z,1460000,,,0,,D. Cousins Free Throw 1 of 2 (3 PTS),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,Made,,,,,,,,,,,3.0,,,,,,,,
148,PT00M47.60S,2021-12-05T01:39:29.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202326,,,1610612749,32,21,2021-12-05T01:39:29Z,1470000,,,0,,D. Cousins Free Throw 2 of 2 (4 PTS),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,Made,,,,,,,,,,,4.0,,,,,,,,
149,PT00M34.20S,2021-12-05T01:39:49.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,32,21,2021-12-05T01:39:49Z,1480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M29.10S,2021-12-05T01:40:00.8Z,1,REGULAR,3pt,Jump Shot,[],200768,63.9454664914586,47.30392156862745,1610612748,32,21,2021-12-05T01:40:20Z,1490000,-13.0,286.0,1,right,MISS K. Lowry 28' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,28.67,Missed,,,,,,,,,,,,,,,,,,,
151,PT00M28.30S,2021-12-05T01:40:01.6Z,1,REGULAR,rebound,offensive,[],1629622,,,1610612748,32,21,2021-12-05T01:40:11Z,1500000,,,0,,M. Strus REBOUND (Off:1 Def:0),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,150.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
152,PT00M28.30S,2021-12-05T01:40:12.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203114,,,1610612748,32,21,2021-12-05T01:40:33Z,1510000,,,0,,K. Middleton personal FOUL (2 PF) (Strus 2 FT),"[203114, 1629622]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,1204.0,2.0,0.0,Strus,1629622.0,,,,,,,,,,
154,PT00M28.30S,2021-12-05T01:40:34.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629622,,,1610612748,32,22,2021-12-05T01:40:34Z,1530000,,,0,,M. Strus Free Throw 1 of 2 (1 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
155,PT00M28.30S,2021-12-05T01:40:44.4Z,1,REGULAR,substitution,out,[],203648,,,1610612748,32,22,2021-12-05T01:40:58Z,1540000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M28.30S,2021-12-05T01:40:44.4Z,1,REGULAR,substitution,in,[],1626192,,,1610612748,32,22,2021-12-05T01:40:58Z,1550000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M28.30S,2021-12-05T01:41:03.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629622,,,1610612748,32,23,2021-12-05T01:41:03Z,1560000,,,0,,M. Strus Free Throw 2 of 2 (2 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
158,PT00M16.20S,2021-12-05T01:41:20.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630209,,,1610612749,32,23,2021-12-05T01:41:58Z,1570000,,,0,,O. Yurtseven personal FOUL (1 PF) (Cousins 2 FT),"[1630209, 202326]",1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,202027.0,1.0,0.0,Cousins,202326.0,,,,,,,,,,
160,PT00M16.20S,2021-12-05T01:42:06.7Z,1,REGULAR,freethrow,1 of 2,[],202326,,,1610612749,33,23,2021-12-05T01:42:06Z,1590000,,,0,,D. Cousins Free Throw 1 of 2 (5 PTS),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,Made,,,,,,,,,,,5.0,,,,,,,,
161,PT00M16.20S,2021-12-05T01:42:08.1Z,1,REGULAR,substitution,out,[],203114,,,1610612749,33,23,2021-12-05T01:42:16Z,1600000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M16.20S,2021-12-05T01:42:08.1Z,1,REGULAR,substitution,in,[],203648,,,1610612749,33,23,2021-12-05T01:42:16Z,1610000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M16.20S,2021-12-05T01:42:23.5Z,1,REGULAR,freethrow,2 of 2,[],202326,,,1610612749,34,23,2021-12-05T01:42:23Z,1620000,,,0,,D. Cousins Free Throw 2 of 2 (6 PTS),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,Made,,,,,,,,,,,6.0,,,,,,,,
164,PT00M01.20S,2021-12-05T01:42:46.5Z,1,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,34,23,2021-12-05T01:44:57Z,1630000,,,0,,K. Lowry bad pass out-of-bounds TURNOVER (1 TO),[200768],1610612748.0,MIA,bad pass,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,1.0,,,,,,,,,
165,PT00M00.00S,2021-12-05T01:43:05.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202326,6.783837056504599,78.18627450980392,1610612749,34,23,2021-12-05T01:43:13Z,1640000,-141.0,11.0,1,left,MISS D. Cousins 14' turnaround fadeaway Shot,[202326],1610612749.0,MIL,turnaround fadeaway,,,Cousins,D. Cousins,,,,,14.14,Missed,,,,,,,,,,,,,,,,,,,
166,PT00M00.00S,2021-12-05T01:43:05.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,34,23,2021-12-05T01:43:13Z,1650000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,,,
167,PT00M00.00S,2021-12-05T01:43:11.8Z,1,REGULAR,period,end,[],0,,,1610612749,34,23,2021-12-05T01:43:11Z,1660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-12-05T01:45:13.9Z,2,REGULAR,substitution,out,['startperiod'],202326,,,1610612749,34,23,2021-12-05T01:45:42Z,1670000,,,0,,SUB out: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-12-05T01:45:13.9Z,2,REGULAR,substitution,out,['startperiod'],1626192,,,1610612749,34,23,2021-12-05T01:45:42Z,1680000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-12-05T01:45:13.9Z,2,REGULAR,substitution,in,['startperiod'],203114,,,1610612749,34,23,2021-12-05T01:45:42Z,1690000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-12-05T01:45:13.9Z,2,REGULAR,substitution,in,['startperiod'],1626171,,,1610612749,34,23,2021-12-05T01:45:42Z,1700000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-12-05T01:45:53.4Z,2,REGULAR,period,start,[],0,,,1610612748,34,23,2021-12-05T01:45:53Z,1710000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M44.00S,2021-12-05T01:46:08.8Z,2,REGULAR,3pt,Jump Shot,[],1629622,69.59592641261499,18.627450980392158,1610612748,34,26,2021-12-05T01:46:15Z,1720000,-157.0,233.0,1,right,M. Strus 28' 3PT  (5 PTS) (K. Lowry 4 AST),"[1629622, 200768]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,28.12,Made,,,,,,,,,,,5.0,K. Lowry,200768.0,4.0,,,,,
175,PT11M25.00S,2021-12-05T01:46:26.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,18.347568988173457,37.5,1610612749,36,26,2021-12-05T01:46:31Z,1740000,62.0,120.0,1,left,B. Portis 13' turnaround Jump Shot (2 PTS) (K. Middleton 3 AST),"[1626171, 203114]",1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,13.53,Made,,,,,,,,,,,2.0,K. Middleton,203114.0,3.0,,,,,
177,PT11M12.00S,2021-12-05T01:46:39.5Z,2,REGULAR,3pt,Jump Shot,[],1629622,67.36202365308804,66.42156862745098,1610612748,36,29,2021-12-05T01:46:45Z,1760000,82.0,254.0,1,right,M. Strus 26' 3PT  (8 PTS) (C. Martin 1 AST),"[1629622, 1628997]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,26.72,Made,,,,,,,,,,,8.0,C. Martin,1628997.0,1.0,,,,,
179,PT10M51.00S,2021-12-05T01:47:00.7Z,2,REGULAR,3pt,Jump Shot,[],1630606,34.247700394218136,45.34313725490196,1610612749,36,29,2021-12-05T01:47:07Z,1780000,23.0,269.0,1,left,MISS J. Smart 27' 3PT,[1630606],1610612749.0,MIL,,,,Smart,J. Smart,,,,,27.04,Missed,,,,,,,,,,,,,,,,,,,
180,PT10M51.00S,2021-12-05T01:47:05.7Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,36,29,2021-12-05T01:47:05Z,1790000,,,0,,B. Portis REBOUND (Off:2 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,179.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
