actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2021-10-28T00:10:48.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-10-28T00:10:48Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M52.00S,2021-10-28T00:10:54.9Z,1,REGULAR,jumpball,recovered,[],203114,,,1610612749,0,0,2021-10-28T00:10:55Z,40000,,,0,,Jump Ball G. Antetokounmpo vs. K. Towns: Tip to K. Middleton,"[203114, 203507, 1626157]",1610612749.0,MIL,startperiod,K. Middleton,203114.0,Middleton,K. Middleton,Antetokounmpo,203507.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2021-10-28T00:11:07.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203507,15.850854139290407,41.42156862745098,1610612749,0,0,2021-10-28T00:11:14Z,70000,43.0,96.0,1,left,MISS G. Antetokounmpo 10' driving Hook,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,10.56,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2021-10-28T00:11:10.5Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,0,0,2021-10-28T00:11:14Z,80000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M27.00S,2021-10-28T00:11:21.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,86.5473061760841,35.53921568627451,1610612750,0,2,2021-10-28T00:11:26Z,90000,-72.0,74.0,1,right,A. Edwards 10' pullup bank Jump Shot (2 PTS) (J. Vanderbilt 1 AST),"[1630162, 1629020]",1610612750.0,MIN,pullup bank,,,Edwards,A. Edwards,,,,,10.35,Made,,,,,2.0,J. Vanderbilt,1629020.0,1.0,,,,,,,,,,
11,PT11M16.00S,2021-10-28T00:11:31.9Z,1,REGULAR,3pt,Jump Shot,[],1626192,25.837713534822605,11.27450980392157,1610612749,0,2,2021-10-28T00:11:36Z,110000,194.0,190.0,1,left,MISS P. Connaughton 27' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,27.15,Missed,,,,,,,,,,,,,,,,,,
12,PT11M14.00S,2021-10-28T00:11:34.0Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,0,2,2021-10-28T00:11:34Z,120000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:0),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT11M11.00S,2021-10-28T00:11:36.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,33.327858081471746,29.65686274509804,1610612749,0,2,2021-10-28T00:11:41Z,130000,102.0,261.0,1,left,MISS G. Allen 27' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,27.99,Missed,,,,,,,,,,,,,,,,,,
14,PT11M08.00S,2021-10-28T00:11:39.5Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,0,2,2021-10-28T00:11:41Z,140000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,13.0,2.0,2.0,0.0,,,,,,,,,,,,,,
15,PT11M05.00S,2021-10-28T00:11:45.7Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1626156,79.84559789750328,18.872549019607842,1610612750,0,4,2021-10-28T00:16:42Z,150000,-156.0,137.0,1,right,D. Russell 20' running pullup Jump Shot (2 PTS),[1626156],1610612750.0,MIN,running pullup,,,Russell,D. Russell,,,,,20.73,Made,,,,,2.0,,,,,,,,,,,,,
16,PT10M49.00S,2021-10-28T00:11:58.3Z,1,REGULAR,3pt,Jump Shot,[],1626192,5.075558475689881,4.166666666666666,1610612749,3,4,2021-10-28T00:12:03Z,160000,229.0,-5.0,1,left,P. Connaughton 3PT  (3 PTS) (G. Hill 1 AST),"[1626192, 201588]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,22.93,Made,,,,,3.0,G. Hill,201588.0,1.0,,,,,,,,,,
18,PT10M35.00S,2021-10-28T00:12:13.5Z,1,REGULAR,2pt,Jump Shot,[],1626156,78.9257555847569,29.411764705882355,1610612750,3,6,2021-10-28T00:12:18Z,180000,-103.0,146.0,1,right,D. Russell 17' pullup Jump Shot (4 PTS),[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,17.83,Made,,,,,4.0,,,,,,,,,,,,,
19,PT10M26.00S,2021-10-28T00:12:27.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,3,6,2021-10-28T00:12:27Z,190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PT10M14.00S,2021-10-28T00:12:52.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,7.178055190538765,51.71568627450981,1610612749,5,6,2021-10-28T00:12:59Z,200000,-9.0,15.0,1,left,G. Antetokounmpo driving DUNK (2 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.73,Made,,,,,2.0,,,,,,,,,,,,,
21,PT10M03.00S,2021-10-28T00:13:07.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,5,6,2021-10-28T00:13:07Z,210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT09M58.00S,2021-10-28T00:13:22.7Z,1,REGULAR,3pt,Jump Shot,[],1626156,94.56307490144546,3.431372549019608,1610612750,5,9,2021-10-28T00:13:28Z,220000,-233.0,-1.0,1,right,D. Russell 3PT  (7 PTS) (K. Towns 1 AST),"[1626156, 1626157]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,23.28,Made,,,,,7.0,K. Towns,1626157.0,1.0,,,,,,,,,,
24,PT09M40.00S,2021-10-28T00:13:40.8Z,1,REGULAR,2pt,Jump Shot,[],203114,17.296320630749015,32.1078431372549,1610612749,7,9,2021-10-28T00:13:45Z,240000,89.0,110.0,1,left,K. Middleton 14' step back Jump Shot (2 PTS),[203114],1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,14.19,Made,,,,,2.0,,,,,,,,,,,,,
25,PT09M29.00S,2021-10-28T00:13:51.0Z,1,REGULAR,3pt,Jump Shot,[],1626156,64.20827858081472,41.17647058823529,1610612750,7,12,2021-10-28T00:13:56Z,250000,-44.0,284.0,1,right,D. Russell 28' 3PT pullup (10 PTS),[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,28.73,Made,,,,,10.0,,,,,,,,,,,,,
26,PT09M17.00S,2021-10-28T00:14:03.0Z,1,REGULAR,turnover,bad pass,[],201588,,,1610612749,7,12,2021-10-28T00:14:07Z,260000,,,0,,G. Hill bad pass TURNOVER (1 TO),"[201588, 1629020]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,1.0,Vanderbilt,1629020.0,,,,,,,
27,PT09M17.00S,2021-10-28T00:14:03.0Z,1,REGULAR,steal,,[],1629020,,,1610612750,7,12,2021-10-28T00:15:17Z,270000,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M13.00S,2021-10-28T00:14:07.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629020,93.64323258869908,53.67647058823529,1610612750,7,14,2021-10-28T00:14:14Z,280000,18.0,7.0,1,right,J. Vanderbilt running DUNK (2 PTS),[1629020],1610612750.0,MIN,running,,,Vanderbilt,J. Vanderbilt,,,,,1.98,Made,,,,,2.0,,,,,,,,,,,,,
29,PT09M04.00S,2021-10-28T00:14:22.5Z,1,REGULAR,foul,personal,[],1629020,,,1610612749,7,14,2021-10-28T00:14:40Z,290000,,,0,,J. Vanderbilt personal FOUL (1 PF),"[1629020, 203507]",1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Antetokounmpo,203507.0,,
31,PT08M54.00S,2021-10-28T00:14:43.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,13.222733245729303,41.17647058823529,1610612749,7,14,2021-10-28T00:14:56Z,310000,44.0,72.0,1,left,MISS K. Middleton 8' driving floating Shot - blocked,"[203114, 1630183]",1610612749.0,MIL,driving floating,,,Middleton,K. Middleton,,,,,8.43,Missed,,,,,,,,,,,,,,,,,McDaniels,1630183.0
