actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
25,PT10M58.00S,2022-01-14T00:35:21.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,1,0,2022-01-14T00:35:21Z,250000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,
26,PT10M58.00S,2022-01-14T00:35:23.9Z,1,REGULAR,substitution,out,[],1626172,,,1610612749,1,0,2022-01-14T00:35:29Z,260000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT10M58.00S,2022-01-14T00:35:23.9Z,1,REGULAR,substitution,in,[],2738,,,1610612749,1,0,2022-01-14T00:35:29Z,270000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT10M58.00S,2022-01-14T00:35:48.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203507,,,1610612749,2,0,2022-01-14T00:35:48Z,280000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (2 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,,2.0,,,,,,,,,,,,,
29,PT10M40.00S,2022-01-14T00:36:10.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203952,91.14651773981603,41.17647058823529,1610612744,2,2,2022-01-14T00:36:15Z,290000,-44.0,31.0,1,right,A. Wiggins turnaround Hook (2 PTS) (G. Payton II 1 AST),"[203952, 1627780]",1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,,,,,,Made,,2.0,5.37,,,,,,,G. Payton II,1627780.0,1.0,,,
31,PT10M27.00S,2022-01-14T00:36:23.7Z,1,REGULAR,2pt,Jump Shot,[],203507,24.392247043363994,48.77450980392157,1610612749,4,2,2022-01-14T00:36:28Z,310000,6.0,177.0,1,left,G. Antetokounmpo 17' pullup Jump Shot (4 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,,4.0,17.69,,,,,,,,,,,,
32,PT10M06.00S,2022-01-14T00:36:44.9Z,1,REGULAR,3pt,Jump Shot,[],2738,69.07030223390277,67.8921568627451,1610612744,4,2,2022-01-14T00:36:50Z,320000,89.0,238.0,1,right,MISS A. Iguodala 25' 3PT,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,Missed,,,25.45,,,,,,,,,,,,
33,PT10M02.00S,2022-01-14T00:36:48.9Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,4,2,2022-01-14T00:36:50Z,330000,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,32.0,,,2.0,2.0,0.0,,,,,,,,,
34,PT09M54.00S,2022-01-14T00:36:56.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.046649145860711,46.07843137254902,1610612749,6,2,2022-01-14T00:37:01Z,340000,20.0,14.0,1,left,G. Antetokounmpo driving finger roll Layup (6 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,,6.0,2.39,,,,,,,,,,,,
35,PT09M37.00S,2022-01-14T00:37:14.1Z,1,REGULAR,3pt,Jump Shot,[],203952,76.69185282522996,8.57843137254902,1610612744,6,2,2022-01-14T00:37:20Z,350000,-207.0,167.0,1,right,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,Missed,,,26.58,,,,,,,,,,,,
36,PT09M34.00S,2022-01-14T00:37:17.1Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,6,2,2022-01-14T00:37:20Z,360000,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,35.0,,,3.0,3.0,0.0,,,,,,,,,
37,PT09M20.00S,2022-01-14T00:37:31.4Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612749,6,2,2022-01-14T00:37:38Z,370000,,,0,,K. Middleton bad pass TURNOVER (1 TO),"[203114, 202691]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,1.0,Thompson,202691.0,,,,,,
38,PT09M20.00S,2022-01-14T00:37:31.4Z,1,REGULAR,steal,,[],202691,,,1610612744,6,2,2022-01-14T00:37:33Z,380000,,,0,,K. Thompson STEAL (1 STL),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT09M14.00S,2022-01-14T00:37:36.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202691,77.08607095926413,91.91176470588235,1610612744,6,2,2022-01-14T00:37:43Z,390000,210.0,163.0,1,right,MISS K. Thompson 26' running pullup 3PT,[202691],1610612744.0,GSW,running pullup,,,Thompson,K. Thompson,,,,,,,,,,Missed,,,26.55,,,,,,,,,,,,
40,PT09M11.00S,2022-01-14T00:37:39.9Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,6,2,2022-01-14T00:37:43Z,400000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,39.0,,,1.0,1.0,0.0,,,,,,,,,
41,PT09M00.00S,2022-01-14T00:37:51.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,7.966491458607096,50.245098039215684,1610612749,8,2,2022-01-14T00:37:57Z,410000,-1.0,22.0,1,left,G. Antetokounmpo alley-oop DUNK (8 PTS) (K. Middleton 1 AST),"[203507, 203114]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,,8.0,2.24,,,,,,,K. Middleton,203114.0,1.0,,,
43,PT08M41.00S,2022-01-14T00:38:10.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,92.9862023653088,46.568627450980394,1610612744,8,4,2022-01-14T00:38:17Z,430000,-17.0,13.0,1,right,A. Wiggins driving Layup (4 PTS) (G. Payton II 2 AST),"[203952, 1627780]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,,,,,,Made,,4.0,2.18,,,,,,,G. Payton II,1627780.0,2.0,,,
45,PT08M23.00S,2022-01-14T00:38:27.4Z,1,REGULAR,3pt,Jump Shot,[],1628960,9.017739816031538,1.9607843137254901,1610612749,11,4,2022-01-14T00:38:31Z,450000,240.0,32.0,1,left,G. Allen 24' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1628960, 203507]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,Made,,3.0,24.24,,,,,,,G. Antetokounmpo,203507.0,1.0,,,
47,PT08M06.00S,2022-01-14T00:38:44.5Z,1,REGULAR,3pt,Jump Shot,[],1627780,68.54467805519053,64.95098039215686,1610612744,11,4,2022-01-14T00:38:56Z,470000,75.0,243.0,1,right,MISS G. Payton II 25' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,Missed,,,25.44,,,,,,,,,,,,
48,PT08M03.00S,2022-01-14T00:38:47.5Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,11,4,2022-01-14T00:38:56Z,480000,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,47.0,,,4.0,4.0,0.0,,,,,,,,,
49,PT07M56.00S,2022-01-14T00:39:40.5Z,1,REGULAR,jumpball,recovered,[],203114,,,1610612749,11,4,2022-01-14T00:39:40Z,490000,,,0,,Jump Ball G. Antetokounmpo vs. G. Payton II: Tip to K. Middleton,"[203114, 203507, 1627780]",1610612749.0,MIL,heldball,K. Middleton,203114.0,Middleton,K. Middleton,Antetokounmpo,203507.0,Payton II,1627780.0,,,,,,,,,,,,,,,,,,,,,
52,PT07M47.00S,2022-01-14T00:39:48.6Z,1,REGULAR,2pt,Jump Shot,[],203114,28.991458607095925,50.73529411764706,1610612749,13,4,2022-01-14T00:39:53Z,520000,-4.0,220.0,1,left,K. Middleton 22' step back Jump Shot (2 PTS),[203114],1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,,,,,,Made,,2.0,22.0,,,,,,,,,,,,
53,PT07M38.00S,2022-01-14T00:39:58.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],2738,91.80354796320631,50.98039215686274,1610612744,13,4,2022-01-14T00:40:08Z,530000,5.0,25.0,1,right,MISS A. Iguodala cutting DUNK,[2738],1610612744.0,GSW,cutting,,,Iguodala,A. Iguodala,,,,,,,,,,Missed,,,2.5,,,,,,,,,,,,
54,PT07M35.00S,2022-01-14T00:40:01.6Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,13,4,2022-01-14T00:40:08Z,540000,,,0,,B. Portis REBOUND (Off:0 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,53.0,,,5.0,5.0,0.0,,,,,,,,,
55,PT07M25.00S,2022-01-14T00:40:11.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,13.748357424441524,49.50980392156863,1610612749,13,4,2022-01-14T00:40:21Z,550000,2.0,77.0,1,left,MISS B. Portis 7' driving Hook,[1626171],1610612749.0,MIL,driving,,,Portis,B. Portis,,,,,,,,,,Missed,,,7.67,,,,,,,,,,,,
56,PT07M22.00S,2022-01-14T00:40:14.9Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,13,4,2022-01-14T00:40:21Z,560000,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,55.0,,,1.0,1.0,0.0,,,,,,,,,
57,PT07M22.00S,2022-01-14T00:40:22.0Z,1,REGULAR,foul,offensive,[],1627780,,,1610612744,13,4,2022-01-14T00:40:45Z,570000,,,0,,G. Payton II offensive FOUL (1 PF),"[1627780, 202083]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,101283.0,1.0,0.0,Matthews,202083.0,,,,,,,,,,,,,,,,
59,PT07M22.00S,2022-01-14T00:40:22.0Z,1,REGULAR,turnover,offensive foul,[],1627780,,,1610612744,13,4,2022-01-14T00:40:22Z,590000,,,0,,G. Payton II offensive foul TURNOVER (1 TO),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,101283.0,,,,,,,,,,,,1.0,,,,,,,,
60,PT07M22.00S,2022-01-14T00:40:38.1Z,1,REGULAR,foul,technical,['1freethrow'],204005,,,1610612749,13,4,2022-01-14T00:40:58Z,600000,,,0,,TEAM foul technical,[204005],1610612744.0,GSW,,,,,,,,,,101283.0,,,,,,,,,,,,,,,,,,,,
61,PT07M22.00S,2022-01-14T00:40:59.8Z,1,REGULAR,freethrow,1 of 1,[],203114,,,1610612749,14,4,2022-01-14T00:40:59Z,610000,,,0,,K. Middleton technical Free Throw 1 of 1 (3 PTS),[203114],1610612749.0,MIL,technical,,,Middleton,K. Middleton,,,,,,,,,,Made,,3.0,,,,,,,,,,,,,
62,PT07M22.00S,2022-01-14T00:41:01.1Z,1,REGULAR,substitution,out,[],202691,,,1610612749,14,4,2022-01-14T00:41:18Z,620000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M22.00S,2022-01-14T00:41:01.1Z,1,REGULAR,substitution,in,[],1629673,,,1610612749,14,4,2022-01-14T00:41:18Z,630000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M05.00S,2022-01-14T00:41:24.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626171,11.777266754270697,67.15686274509804,1610612749,16,4,2022-01-14T00:42:03Z,640000,-86.0,58.0,1,left,B. Portis 10' floating Jump Shot (2 PTS) (G. Antetokounmpo 2 AST),"[1626171, 203507]",1610612749.0,MIL,floating,,,Portis,B. Portis,,,,,,,,,,Made,,2.0,10.37,,,,,,,G. Antetokounmpo,203507.0,2.0,,,
66,PT07M05.00S,2022-01-14T00:41:40.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,16,4,2022-01-14T00:41:40Z,660000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M05.00S,2022-01-14T00:44:45.3Z,1,REGULAR,substitution,out,[],1627780,,,1610612744,16,4,2022-01-14T00:45:01Z,670000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M05.00S,2022-01-14T00:44:45.3Z,1,REGULAR,substitution,in,[],203490,,,1610612744,16,4,2022-01-14T00:45:01Z,680000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M53.00S,2022-01-14T00:45:10.7Z,1,REGULAR,turnover,lost ball,[],201939,,,1610612744,16,4,2022-01-14T00:45:44Z,690000,,,0,,S. Curry lost ball TURNOVER (2 TO),"[201939, 1626171]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,2.0,Portis,1626171.0,,,,,,
70,PT06M53.00S,2022-01-14T00:45:10.7Z,1,REGULAR,steal,,[],1626171,,,1610612749,16,4,2022-01-14T00:45:16Z,700000,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M46.00S,2022-01-14T00:45:16.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626171,6.521024967148489,51.71568627450981,1610612749,18,4,2022-01-14T00:45:34Z,710000,-9.0,9.0,1,left,B. Portis running DUNK (4 PTS),[1626171],1610612749.0,MIL,running,,,Portis,B. Portis,,,,,,,,,,Made,,4.0,1.23,,,,,,,,,,,,
72,PT06M35.00S,2022-01-14T00:45:28.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,92.46057818659659,50.98039215686274,1610612744,18,6,2022-01-14T00:45:58Z,720000,5.0,18.0,1,right,S. Curry driving Layup (2 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,,,,,Made,,2.0,1.9,,,,,,,,,,,,
73,PT06M28.00S,2022-01-14T00:45:38.3Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612749,18,6,2022-01-14T00:46:47Z,730000,,,0,,K. Middleton bad pass TURNOVER (2 TO),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,2.0,,,,,,,,
74,PT06M15.00S,2022-01-14T00:45:53.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203490,93.11760840998686,52.69607843137255,1610612744,18,8,2022-01-14T00:45:58Z,740000,13.0,12.0,1,right,O. Porter Jr. cutting Layup (2 PTS) (S. Curry 1 AST),"[203490, 201939]",1610612744.0,GSW,cutting,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,Made,,2.0,1.82,,,,,,,S. Curry,201939.0,1.0,,,
76,PT06M05.00S,2022-01-14T00:46:03.9Z,1,REGULAR,3pt,Jump Shot,[],1628960,5.863994743758213,95.34313725490196,1610612749,18,8,2022-01-14T00:46:10Z,760000,-227.0,3.0,1,left,MISS G. Allen 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,Missed,,,22.67,,,,,,,,,,,,
77,PT06M03.00S,2022-01-14T00:46:06.7Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,18,8,2022-01-14T00:46:06Z,770000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,76.0,,,2.0,1.0,1.0,,,,,,,,,
78,PT06M02.00S,2022-01-14T00:46:10.3Z,1,REGULAR,foul,personal,['2freethrow'],203952,,,1610612749,18,8,2022-01-14T00:46:33Z,780000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[203952, 203507]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,101284.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,,
80,PT06M02.00S,2022-01-14T00:46:47.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203507,,,1610612749,19,8,2022-01-14T00:47:17Z,800000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (9 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,,9.0,,,,,,,,,,,,,
81,PT06M02.00S,2022-01-14T00:46:48.4Z,1,REGULAR,substitution,out,[],1626171,,,1610612749,19,8,2022-01-14T00:47:02Z,810000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M02.00S,2022-01-14T00:46:48.4Z,1,REGULAR,substitution,out,[],203114,,,1610612749,19,8,2022-01-14T00:47:02Z,820000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M02.00S,2022-01-14T00:46:48.4Z,1,REGULAR,substitution,in,[],1629670,,,1610612749,19,8,2022-01-14T00:47:02Z,830000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M02.00S,2022-01-14T00:46:48.4Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,19,8,2022-01-14T00:47:02Z,840000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M02.00S,2022-01-14T00:46:47.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203507,,,1610612749,19,8,2022-01-14T00:47:17Z,850000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Missed,,,,,,,,,,,,,,,
86,PT05M59.00S,2022-01-14T00:46:50.5Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,19,8,2022-01-14T00:47:17Z,860000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,85.0,,,1.0,1.0,0.0,,,,,,,,,
87,PT05M46.00S,2022-01-14T00:47:28.1Z,1,REGULAR,2pt,Jump Shot,[],203952,77.87450722733246,53.67647058823529,1610612744,19,10,2022-01-14T00:47:33Z,870000,18.0,155.0,1,right,A. Wiggins 15' step back Jump Shot (6 PTS),[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,,,,,,Made,,6.0,15.66,,,,,,,,,,,,
88,PT05M27.00S,2022-01-14T00:47:47.1Z,1,REGULAR,3pt,Jump Shot,[],203507,34.11629434954008,46.568627450980394,1610612749,19,10,2022-01-14T00:47:53Z,880000,17.0,268.0,1,left,MISS G. Antetokounmpo 26' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Missed,,,26.88,,,,,,,,,,,,
