actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
272,PT04M16.00S,2021-11-18T01:34:34.1Z,2,REGULAR,foul,personal,[],200765,,,1610612749,49,48,2021-11-18T01:35:06Z,2600000,,,0,,R. Rondo personal FOUL (2 PF),"[200765, 1626192]",1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,2714.0,2.0,0.0,Connaughton,1626192.0,,,,,,
274,PT04M16.00S,2021-11-18T01:34:41.6Z,2,REGULAR,substitution,out,[],1628960,,,1610612749,49,48,2021-11-18T01:34:55Z,2620000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M16.00S,2021-11-18T01:34:41.6Z,2,REGULAR,substitution,out,[],203145,,,1610612749,49,48,2021-11-18T01:34:55Z,2630000,,,0,,SUB out: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M16.00S,2021-11-18T01:34:41.6Z,2,REGULAR,substitution,out,[],1628370,,,1610612749,49,48,2021-11-18T01:34:55Z,2640000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M16.00S,2021-11-18T01:34:41.6Z,2,REGULAR,substitution,in,[],203114,,,1610612749,49,48,2021-11-18T01:34:55Z,2650000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M16.00S,2021-11-18T01:34:41.6Z,2,REGULAR,substitution,in,[],1629659,,,1610612749,49,48,2021-11-18T01:34:55Z,2660000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M16.00S,2021-11-18T01:34:41.6Z,2,REGULAR,substitution,in,[],202340,,,1610612749,49,48,2021-11-18T01:34:55Z,2670000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M04.00S,2021-11-18T01:35:14.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203507,7.046649145860711,53.67647058823529,1610612749,51,48,2021-11-18T01:35:20Z,2680000,-18.0,14.0,1,left,G. Antetokounmpo cutting finger roll Layup (23 PTS) (J. Holiday 5 AST),"[203507, 201950]",1610612749.0,MIL,cutting finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,2.29,Made,,,,,23.0,,,,,,J. Holiday,201950.0,5.0,,,
282,PT03M48.00S,2021-11-18T01:35:30.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,82.34231274638634,47.30392156862745,1610612747,51,48,2021-11-18T01:35:41Z,2700000,-13.0,113.0,1,right,MISS T. Horton-Tucker 11' driving Layup,[1629659],1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,11.43,Missed,,,,,,,,,,,,,,,,
283,PT03M44.00S,2021-11-18T01:35:34.4Z,2,REGULAR,rebound,offensive,[],1629659,,,1610612747,51,48,2021-11-18T01:35:41Z,2710000,,,0,,T. Horton-Tucker REBOUND (Off:3 Def:3),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,282.0,6.0,3.0,3.0,,,,,,,,,,,,
284,PT03M44.00S,2021-11-18T01:35:34.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629659,94.40999984741211,50.0,1610612747,51,48,2021-11-18T01:36:41Z,2720000,0.0,0.0,1,right,MISS T. Horton-Tucker tip Layup,[1629659],1610612747.0,LAL,tip,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
285,PT03M43.00S,2021-11-18T01:35:35.3Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,51,48,2021-11-18T01:41:09Z,2730000,,,0,,J. Holiday REBOUND (Off:0 Def:4),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,284.0,4.0,4.0,0.0,,,,,,,,,,,,
286,PT03M39.00S,2021-11-18T01:35:39.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628400,6.258212877792378,54.65686274509803,1610612749,51,48,2021-11-18T01:35:53Z,2740000,-23.0,6.0,1,left,MISS S. Ojeleye cutting Layup - blocked,"[1628400, 1629659]",1610612749.0,MIL,cutting,,,Ojeleye,S. Ojeleye,,,,,,,,2.41,Missed,,,,,,,,,,,,,,Horton-Tucker,1629659.0,
287,PT03M39.00S,2021-11-18T01:35:39.6Z,2,REGULAR,block,,[],1629659,,,1610612749,51,48,2021-11-18T01:35:42Z,2750000,,,0,,T. Horton-Tucker BLOCK (1 BLK),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M39.00S,2021-11-18T01:35:39.6Z,2,REGULAR,rebound,defensive,[],202340,,,1610612747,51,48,2021-11-18T01:35:53Z,2760000,,,0,,A. Bradley REBOUND (Off:0 Def:1),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,286.0,1.0,1.0,0.0,,,,,,,,,,,,
289,PT03M28.00S,2021-11-18T01:35:51.3Z,2,REGULAR,2pt,Jump Shot,[],200765,79.31997371879106,66.17647058823529,1610612747,51,48,2021-11-18T01:38:55Z,2770000,81.0,142.0,1,right,MISS R. Rondo 16' floating Shot,[200765],1610612747.0,LAL,floating,,,Rondo,R. Rondo,,,,,,,,16.33,Missed,,,,,,,,,,,,,,,,
290,PT03M28.00S,2021-11-18T01:35:51.3Z,2,REGULAR,rebound,offensive,[],200765,,,1610612747,51,48,2021-11-18T01:35:59Z,2780000,,,0,,R. Rondo REBOUND (Off:1 Def:0),[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,289.0,1.0,0.0,1.0,,,,,,,,,,,,
291,PT03M21.00S,2021-11-18T01:35:57.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],2546,66.3107752956636,6.372549019607843,1610612747,51,48,2021-11-18T01:36:04Z,2790000,-218.0,264.0,1,right,MISS C. Anthony 34' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,34.26,Missed,,,,,,,,,,,,,,,,
292,PT03M18.00S,2021-11-18T01:36:00.5Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,51,48,2021-11-18T01:36:04Z,2800000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,291.0,4.0,4.0,0.0,,,,,,,,,,,,
293,PT03M18.00S,2021-11-18T01:36:05.3Z,2,REGULAR,foul,personal,[],1629659,,,1610612749,51,48,2021-11-18T01:36:42Z,2810000,,,0,,T. Horton-Tucker personal FOUL (1 PF),"[1629659, 203507]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,201638.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,
295,PT03M18.00S,2021-11-18T01:36:22.8Z,2,REGULAR,substitution,out,[],1628400,,,1610612749,51,48,2021-11-18T01:36:27Z,2830000,,,0,,SUB out: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M18.00S,2021-11-18T01:36:22.8Z,2,REGULAR,substitution,in,[],1626171,,,1610612749,51,48,2021-11-18T01:36:27Z,2840000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M07.00S,2021-11-18T01:36:45.7Z,2,REGULAR,foul,personal,['3freethrow'],203076,,,1610612749,51,48,2021-11-18T01:37:02Z,2850000,,,0,,A. Davis shooting personal FOUL (1 PF) (Connaughton 3 FT),"[203076, 1626192]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,,,,,,,,,,,201638.0,1.0,0.0,Connaughton,1626192.0,,,,,,
299,PT03M07.00S,2021-11-18T01:37:18.4Z,2,REGULAR,freethrow,1 of 3,[],1626192,,,1610612749,51,48,2021-11-18T01:37:18Z,2870000,,,0,,MISS P. Connaughton Free Throw 1 of 3,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,Missed,,,,,,,,,,,,,,,,
300,PT03M07.00S,2021-11-18T01:37:18.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,51,48,2021-11-18T01:37:18Z,2880000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,299.0,,,,,,,,,,,,,,,
301,PT03M07.00S,2021-11-18T01:37:36.1Z,2,REGULAR,freethrow,2 of 3,[],1626192,,,1610612749,52,48,2021-11-18T01:37:36Z,2890000,,,0,,P. Connaughton Free Throw 2 of 3 (9 PTS),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,Made,,,,,9.0,,,,,,,,,,,
302,PT03M07.00S,2021-11-18T01:37:39.0Z,2,REGULAR,substitution,out,[],200765,,,1610612749,52,48,2021-11-18T01:37:43Z,2900000,,,0,,SUB out: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M07.00S,2021-11-18T01:37:39.0Z,2,REGULAR,substitution,in,[],201566,,,1610612749,52,48,2021-11-18T01:37:43Z,2910000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M07.00S,2021-11-18T01:37:56.7Z,2,REGULAR,freethrow,3 of 3,[],1626192,,,1610612749,53,48,2021-11-18T01:37:56Z,2920000,,,0,,P. Connaughton Free Throw 3 of 3 (10 PTS),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,Made,,,,,10.0,,,,,,,,,,,
305,PT02M55.00S,2021-11-18T01:38:09.5Z,2,REGULAR,2pt,Jump Shot,[],202340,85.89027595269383,24.509803921568626,1610612747,53,48,2021-11-18T01:38:14Z,2930000,-127.0,80.0,1,right,MISS A. Bradley 15' Jump Shot,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,15.06,Missed,,,,,,,,,,,,,,,,
306,PT02M52.00S,2021-11-18T01:38:12.5Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,53,48,2021-11-18T01:38:14Z,2940000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,305.0,5.0,5.0,0.0,,,,,,,,,,,,
307,PT02M46.00S,2021-11-18T01:38:18.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.783837056504599,50.98039215686274,1610612749,55,48,2021-11-18T01:38:25Z,2950000,-5.0,11.0,1,left,G. Antetokounmpo driving finger roll Layup (25 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,1.23,Made,,,,,25.0,,,,,,,,,,,
308,PT02M38.00S,2021-11-18T01:38:27.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.46057818659659,48.28431372549019,1610612747,55,50,2021-11-18T01:38:32Z,2960000,-9.0,18.0,1,right,R. Westbrook driving finger roll Layup (11 PTS),[201566],1610612747.0,LAL,driving finger roll,,,Westbrook,R. Westbrook,,,,,,,,2.03,Made,,,,,11.0,,,,,,,,,,,
309,PT02M25.00S,2021-11-18T01:38:39.7Z,2,REGULAR,turnover,bad pass,[],203507,,,1610612749,55,50,2021-11-18T01:38:49Z,2970000,,,0,,G. Antetokounmpo bad pass TURNOVER (2 TO),"[203507, 1629659]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,2.0,Horton-Tucker,1629659.0,,,,,,,,,,,,,,,,,,
310,PT02M25.00S,2021-11-18T01:38:39.7Z,2,REGULAR,steal,,[],1629659,,,1610612747,55,50,2021-11-18T01:38:42Z,2980000,,,0,,T. Horton-Tucker STEAL (1 STL),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M19.00S,2021-11-18T01:38:45.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629659,92.32917214191852,47.549019607843135,1610612747,55,50,2021-11-18T01:38:55Z,2990000,-12.0,20.0,1,right,MISS T. Horton-Tucker running Layup,[1629659],1610612747.0,LAL,running,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,2.31,Missed,,,,,,,,,,,,,,,,
312,PT02M17.00S,2021-11-18T01:38:47.8Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,55,50,2021-11-18T01:49:55Z,3000000,,,0,,J. Holiday REBOUND (Off:0 Def:5),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,311.0,5.0,5.0,0.0,,,,,,,,,,,,
315,PT02M12.00S,2021-11-18T01:38:53.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626171,5.995400788436268,50.98039215686274,1610612749,57,50,2021-11-18T01:50:00Z,3030000,-5.0,4.0,1,left,B. Portis running Layup (13 PTS),[1626171],1610612749.0,MIL,running,,,Portis,B. Portis,,,,,,,,0.63,Made,,,,,13.0,,,,,,,,,,,
317,PT02M08.00S,2021-11-18T01:38:56.4Z,2,REGULAR,turnover,bad pass,[],2546,,,1610612747,57,50,2021-11-18T01:39:13Z,3050000,,,0,,C. Anthony bad pass TURNOVER (2 TO),"[2546, 1626171]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,2.0,Portis,1626171.0,,,,,,,,,,,,,,,,,,
318,PT02M08.00S,2021-11-18T01:38:56.4Z,2,REGULAR,steal,,[],1626171,,,1610612749,57,50,2021-11-18T01:39:03Z,3060000,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M00.00S,2021-11-18T01:39:05.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,18.2161629434954,95.58823529411765,1610612749,57,50,2021-11-18T01:39:18Z,3070000,-228.0,119.0,1,left,MISS P. Connaughton 25' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,25.7,Missed,,,,,,,,,,,,,,,,
320,PT01M57.00S,2021-11-18T01:39:08.5Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,57,50,2021-11-18T01:39:08Z,3080000,,,0,,B. Portis REBOUND (Off:2 Def:0),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,319.0,2.0,0.0,2.0,,,,,,,,,,,,
321,PT01M53.00S,2021-11-18T01:39:11.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201950,22.421156373193167,7.107843137254902,1610612749,57,50,2021-11-18T01:51:43Z,3090000,214.0,158.0,1,left,MISS J. Holiday 26' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,26.66,Missed,,,,,,,,,,,,,,,,
322,PT01M51.00S,2021-11-18T01:39:13.8Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,57,50,2021-11-18T01:51:43Z,3100000,,,0,,B. Portis REBOUND (Off:3 Def:0),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,321.0,3.0,0.0,3.0,,,,,,,,,,,,
323,PT01M50.00S,2021-11-18T01:39:15.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626171,6.915243101182654,49.754901960784316,1610612749,59,50,2021-11-18T01:39:27Z,3110000,1.0,13.0,1,left,B. Portis turnaround Hook (15 PTS),[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,,,,1.26,Made,,,,,15.0,,,,,,,,,,,
324,PT01M38.00S,2021-11-18T01:39:27.3Z,2,REGULAR,3pt,Jump Shot,[],201566,66.44218134034165,64.70588235294117,1610612747,59,53,2021-11-18T01:39:34Z,3120000,74.0,263.0,1,right,R. Westbrook 27' 3PT step back (14 PTS),[201566],1610612747.0,LAL,step back,,,Westbrook,R. Westbrook,,,,,,,,27.3,Made,,,,,14.0,,,,,,,,,,,
325,PT01M26.00S,2021-11-18T01:39:39.2Z,2,REGULAR,3pt,Jump Shot,[],203507,32.51067674113009,44.408700980392155,1610612749,62,53,2021-11-18T01:40:00Z,3130000,28.0,253.0,1,left,G. Antetokounmpo 25' 3PT  (28 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,25.46,Made,,,,,28.0,,,,,,,,,,,
326,PT01M09.00S,2021-11-18T01:39:58.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.46057818659659,53.431372549019606,1610612747,62,53,2021-11-18T01:42:35Z,3140000,17.0,18.0,1,right,MISS R. Westbrook cutting Layup - blocked,"[201566, 1626192]",1610612747.0,LAL,cutting,,,Westbrook,R. Westbrook,,,,,,,,2.52,Missed,,,,,,,,,,,,,,Connaughton,1626192.0,
344,PT01M09.00S,2021-11-18T01:39:58.9Z,2,REGULAR,block,,[],1626192,,,1610612747,62,53,2021-11-18T01:53:01Z,3145000,,,0,,P. Connaughton BLOCK (1 BLK),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M08.00S,2021-11-18T01:39:59.9Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,62,53,2021-11-18T01:42:35Z,3150000,,,0,,B. Portis REBOUND (Off:3 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,326.0,4.0,1.0,3.0,,,,,,,,,,,,
328,PT01M03.00S,2021-11-18T01:40:05.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,6.521024967148489,49.01960784313725,1610612749,64,53,2021-11-18T02:05:17Z,3160000,5.0,9.0,1,left,B. Portis cutting Layup (17 PTS) (J. Holiday 6 AST),"[1626171, 201950]",1610612749.0,MIL,cutting,,,Portis,B. Portis,,,,,,,,1.01,Made,,,,,17.0,,,,,,J. Holiday,201950.0,6.0,,,
330,PT00M44.30S,2021-11-18T01:40:22.9Z,2,REGULAR,3pt,Jump Shot,[],201566,71.56701708278581,17.892156862745097,1610612747,64,53,2021-11-18T01:40:29Z,3180000,-161.0,215.0,1,right,MISS R. Westbrook 26' pullup 3PT,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,,,,26.81,Missed,,,,,,,,,,,,,,,,
331,PT00M41.30S,2021-11-18T01:40:25.9Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,64,53,2021-11-18T01:40:29Z,3190000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,330.0,1.0,1.0,0.0,,,,,,,,,,,,
332,PT00M35.60S,2021-11-18T01:40:32.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203114,33.196452036793694,63.23529411764706,1610612749,64,53,2021-11-18T01:40:39Z,3200000,-66.0,260.0,1,left,MISS K. Middleton 26' running 3PT,[203114],1610612749.0,MIL,running,,,Middleton,K. Middleton,,,,,,,,26.78,Missed,,,,,,,,,,,,,,,,
333,PT00M33.00S,2021-11-18T01:40:34.8Z,2,REGULAR,rebound,defensive,[],1629659,,,1610612747,64,53,2021-11-18T01:40:34Z,3210000,,,0,,T. Horton-Tucker REBOUND (Off:3 Def:4),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,332.0,7.0,4.0,3.0,,,,,,,,,,,,
334,PT00M23.80S,2021-11-18T01:40:44.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,91.27792378449409,50.73529411764706,1610612747,64,53,2021-11-18T01:40:49Z,3220000,4.0,29.0,1,right,MISS T. Horton-Tucker driving Layup,[1629659],1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,2.97,Missed,,,,,,,,,,,,,,,,
335,PT00M23.40S,2021-11-18T01:40:44.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,64,53,2021-11-18T01:40:49Z,3230000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,334.0,,,,,,,,,,,,,,,
336,PT00M23.40S,2021-11-18T01:40:50.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,64,53,2021-11-18T01:40:50Z,3240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M23.40S,2021-11-18T01:40:54.5Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,64,53,2021-11-18T01:41:09Z,3250000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M23.40S,2021-11-18T01:40:54.5Z,2,REGULAR,substitution,out,[],2546,,,1610612749,64,53,2021-11-18T01:41:09Z,3260000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M23.40S,2021-11-18T01:40:54.5Z,2,REGULAR,substitution,in,[],201588,,,1610612749,64,53,2021-11-18T01:41:09Z,3270000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M23.40S,2021-11-18T01:40:54.5Z,2,REGULAR,substitution,in,[],203145,,,1610612749,64,53,2021-11-18T01:41:09Z,3280000,,,0,,SUB in: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M01.40S,2021-11-18T01:41:39.6Z,2,REGULAR,turnover,bad pass,[],201950,,,1610612749,64,53,2021-11-18T01:41:47Z,3290000,,,0,,J. Holiday bad pass TURNOVER (3 TO),"[201950, 202340]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,3.0,Bradley,202340.0,,,,,,,,,,,,,,,,,,
342,PT00M01.40S,2021-11-18T01:41:39.6Z,2,REGULAR,steal,,[],202340,,,1610612747,64,53,2021-11-18T01:41:42Z,3300000,,,0,,A. Bradley STEAL (1 STL),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT00M00.00S,2021-11-18T01:41:49.0Z,2,REGULAR,period,end,[],0,,,1610612747,64,53,2021-11-18T01:41:49Z,3310000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2021-11-18T01:56:30.1Z,3,REGULAR,substitution,out,['startperiod'],201588,,,1610612747,64,53,2021-11-18T01:57:03Z,3320000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2021-11-18T01:56:30.1Z,3,REGULAR,substitution,out,['startperiod'],203145,,,1610612747,64,53,2021-11-18T01:57:03Z,3330000,,,0,,SUB out: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2021-11-18T01:56:30.1Z,3,REGULAR,substitution,in,['startperiod'],1628960,,,1610612747,64,53,2021-11-18T01:57:03Z,3340000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2021-11-18T01:56:30.1Z,3,REGULAR,substitution,in,['startperiod'],2546,,,1610612747,64,53,2021-11-18T01:57:03Z,3350000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2021-11-18T01:57:17.7Z,3,REGULAR,period,start,[],0,,,1610612749,64,53,2021-11-18T01:57:17Z,3360000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT11M49.00S,2021-11-18T01:57:27.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.11760840998686,50.49019607843137,1610612749,64,53,2021-11-18T01:57:32Z,3370000,2.0,12.0,1,right,MISS J. Holiday driving Layup,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,,,,1.25,Missed,,,,,,,,,,,,,,,,
351,PT11M47.00S,2021-11-18T01:57:29.4Z,3,REGULAR,rebound,defensive,[],2546,,,1610612747,64,53,2021-11-18T01:57:32Z,3380000,,,0,,C. Anthony REBOUND (Off:0 Def:4),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,350.0,4.0,4.0,0.0,,,,,,,,,,,,
352,PT11M42.00S,2021-11-18T01:57:34.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],2546,33.327858081471746,31.61764705882353,1610612747,64,56,2021-11-18T01:57:42Z,3390000,92.0,261.0,1,left,C. Anthony 27' 3PT  (5 PTS) (R. Westbrook 7 AST),"[2546, 201566]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,27.65,Made,,,,,5.0,,,,,,R. Westbrook,201566.0,7.0,,,
354,PT11M30.00S,2021-11-18T01:57:46.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,92.72339027595268,52.20588235294118,1610612749,66,56,2021-11-18T01:57:51Z,3410000,11.0,16.0,1,right,G. Antetokounmpo cutting DUNK (30 PTS) (K. Middleton 4 AST),"[203507, 203114]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,1.93,Made,,,,,30.0,,,,,,K. Middleton,203114.0,4.0,,,
356,PT11M11.00S,2021-11-18T01:58:05.1Z,3,REGULAR,3pt,Jump Shot,[],201566,28.597240473061763,15.931372549019606,1610612747,66,56,2021-11-18T01:58:10Z,3430000,170.0,216.0,1,left,MISS R. Westbrook 27' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,27.53,Missed,,,,,,,,,,,,,,,,
357,PT11M08.00S,2021-11-18T01:58:08.1Z,3,REGULAR,rebound,offensive,[],203076,,,1610612747,66,56,2021-11-18T01:58:10Z,3440000,,,0,,A. Davis REBOUND (Off:2 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,356.0,3.0,1.0,2.0,,,,,,,,,,,,
