actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-23T00:10:40.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-23T00:10:40Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-03-23T00:10:44.1Z,1,REGULAR,jumpball,recovered,[],1629750,,,1610612741,0,0,2022-03-23T00:10:44Z,40000,,,0,,Jump Ball N. Vucevic vs. B. Lopez: Tip to J. Green,"[1629750, 202696, 201572]",1610612741.0,CHI,startperiod,J. Green,1629750.0,Green,J. Green,Vucevic,202696.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M53.00S,2022-03-23T00:10:46.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629750,6.1268068331143235,49.50980392156863,1610612741,0,2,2022-03-23T00:11:27Z,70000,2.0,5.0,1,left,J. Green driving DUNK (2 PTS),[1629750],1610612741.0,CHI,driving,,,Green,J. Green,,,,,0.57,Made,2.0,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2022-03-23T00:11:02.2Z,1,REGULAR,2pt,Jump Shot,[],1628960,79.05716162943496,62.745098039215684,1610612749,2,2,2022-03-23T00:11:08Z,80000,64.0,144.0,1,right,G. Allen 15' driving floating Jump Shot (2 PTS) (J. Holiday 1 AST),"[1628960, 201950]",1610612749.0,MIL,driving floating,,,Allen,G. Allen,,,,,15.78,Made,2.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,,
10,PT11M16.00S,2022-03-23T00:11:23.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,9.149145860709593,51.9607843137255,1610612741,2,2,2022-03-23T00:11:27Z,100000,-10.0,34.0,1,left,MISS N. Vucevic cutting Layup,[202696],1610612741.0,CHI,cutting,,,Vucevic,N. Vucevic,,,,,3.49,Missed,,,,,,,,,,,,,,,,,,,
11,PT11M14.00S,2022-03-23T00:11:25.5Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,2,2,2022-03-23T00:11:27Z,110000,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,
12,PT11M04.00S,2022-03-23T00:11:35.4Z,1,REGULAR,3pt,Jump Shot,[],201950,67.09921156373193,37.5,1610612749,2,2,2022-03-23T00:11:40Z,120000,-62.0,257.0,1,right,MISS J. Holiday 26' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,,
13,PT11M01.00S,2022-03-23T00:11:38.4Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,2,2,2022-03-23T00:11:40Z,130000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,
14,PT10M50.00S,2022-03-23T00:11:49.9Z,1,REGULAR,3pt,Jump Shot,[],203897,28.728646517739815,20.34313725490196,1610612741,2,5,2022-03-23T00:11:55Z,140000,148.0,218.0,1,left,Z. LaVine 26' 3PT pullup (3 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,26.32,Made,3.0,,,,,,,,,,,,,,,,,,
15,PT10M34.00S,2022-03-23T00:12:04.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.32917214191852,53.18627450980392,1610612749,4,5,2022-03-23T00:12:10Z,150000,16.0,20.0,1,right,G. Antetokounmpo driving Layup (2 PTS) (J. Holiday 2 AST),"[203507, 201950]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,2.52,Made,2.0,J. Holiday,201950.0,2.0,,,,,,,,,,,,,,,
17,PT10M25.00S,2022-03-23T00:12:14.2Z,1,REGULAR,3pt,Jump Shot,[],203897,34.37910643889619,56.86274509803921,1610612741,4,5,2022-03-23T00:12:20Z,170000,-34.0,271.0,1,left,MISS Z. LaVine 27' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,27.29,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M22.00S,2022-03-23T00:12:17.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,4,5,2022-03-23T00:12:20Z,180000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,
19,PT10M18.00S,2022-03-23T00:12:27.5Z,1,REGULAR,foul,offensive,[],203507,,,1610612749,4,5,2022-03-23T00:12:39Z,190000,,,0,,G. Antetokounmpo charge offensive FOUL (1 PF),"[203507, 1629750]",1610612749.0,MIL,charge,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,101284.0,1.0,0.0,Green,1629750.0,,,,,,
21,PT10M18.00S,2022-03-23T00:12:27.5Z,1,REGULAR,turnover,offensive foul,[],203507,,,1610612749,4,5,2022-03-23T00:12:27Z,210000,,,0,,G. Antetokounmpo offensive foul TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,101284.0,,,,,1.0,,,,,
22,PT10M05.00S,2022-03-23T00:12:53.0Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612741,4,5,2022-03-23T00:12:59Z,220000,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 201950]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,1.0,Holiday,201950.0,,,
23,PT10M05.00S,2022-03-23T00:12:53.0Z,1,REGULAR,steal,,[],201950,,,1610612749,4,5,2022-03-23T00:12:55Z,230000,,,0,,J. Holiday STEAL (1 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
