actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-23T00:11:13.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-23T00:11:13Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-01-23T00:11:17.5Z,1,REGULAR,jumpball,recovered,[],1629056,,,1610612758,0,0,2022-01-23T00:11:17Z,40000,,,0,,Jump Ball R. Holmes vs. B. Portis: Tip to T. Davis,"[1629056, 1626158, 1626171]",1610612758.0,SAC,startperiod,T. Davis,1629056.0,Davis,T. Davis,Holmes,1626158.0,Portis,1626171.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2022-01-23T00:11:32.8Z,1,REGULAR,3pt,Jump Shot,[],1629056,71.69842312746385,77.45098039215686,1610612758,0,3,2022-01-23T00:11:40Z,70000,137.0,214.0,1,right,T. Davis 25' 3PT pullup (3 PTS) (H. Barnes 1 AST),"[1629056, 203084]",1610612758.0,SAC,pullup,,,Davis,T. Davis,,,,,25.38,Made,3.0,H. Barnes,203084.0,1.0,,,,,,,,,,,,,,,
9,PT11M21.00S,2022-01-23T00:11:51.2Z,1,REGULAR,3pt,Jump Shot,[],203114,33.722076215505915,49.50980392156863,1610612749,3,3,2022-01-23T00:11:56Z,90000,2.0,264.0,1,left,K. Middleton 26' 3PT pullup (3 PTS),[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,26.45,Made,3.0,,,,,,,,,,,,,,,,,,
10,PT11M07.00S,2022-01-23T00:12:05.1Z,1,REGULAR,3pt,Jump Shot,[],203084,66.44218134034165,37.99019607843137,1610612758,3,6,2022-01-23T00:12:11Z,100000,-60.0,263.0,1,right,H. Barnes 26' 3PT step back (3 PTS) (R. Holmes 1 AST),"[203084, 1626158]",1610612758.0,SAC,step back,,,Barnes,H. Barnes,,,,,26.97,Made,3.0,R. Holmes,1626158.0,1.0,,,,,,,,,,,,,,,
12,PT10M47.00S,2022-01-23T00:12:25.8Z,1,REGULAR,2pt,Jump Shot,[],1626171,19.004599211563733,28.431372549019606,1610612749,3,6,2022-01-23T00:12:30Z,120000,108.0,126.0,1,left,MISS B. Portis 16' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,16.59,Missed,,,,,,,,,,,,,,,,,,,
13,PT10M45.00S,2022-01-23T00:12:27.8Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,3,6,2022-01-23T00:12:30Z,130000,,,0,,R. Holmes REBOUND (Off:0 Def:1),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,
14,PT10M38.00S,2022-01-23T00:12:34.7Z,1,REGULAR,2pt,Jump Shot,[],1628963,79.58278580814718,35.53921568627451,1610612758,3,6,2022-01-23T00:12:40Z,140000,-72.0,139.0,1,right,MISS M. Bagley III 15' Jump Shot,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,15.7,Missed,,,,,,,,,,,,,,,,,,,
15,PT10M34.00S,2022-01-23T00:12:38.7Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,3,6,2022-01-23T00:12:40Z,150000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,
16,PT10M29.00S,2022-01-23T00:12:44.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203114,10.988830486202366,55.392156862745104,1610612749,5,6,2022-01-23T00:12:50Z,160000,-27.0,51.0,1,left,K. Middleton running Layup (5 PTS),[203114],1610612749.0,MIL,running,,,Middleton,K. Middleton,,,,,5.75,Made,5.0,,,,,,,,,,,,,,,,,,
