actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
187,PT11M25.00S,2023-04-07T00:40:34.0Z,2,REGULAR,rebound,defensive,[],1630219,,,1610612757,33,37,2023-04-07T00:40:34Z,1860000,False,,,0,,S. Mays REBOUND (Off:0 Def:1),[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,Restricted Area,0-8 Center,,,,,186.0,,,,,1.0,1.0,0.0,,,,,,,,
188,PT11M21.00S,2023-04-07T00:40:37.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628995,7.046649145860711,50.73529411764706,1610612757,33,39,2023-04-07T00:44:06Z,1870000,False,-4.0,14.0,1,left,K. Knox II running DUNK (10 PTS) (S. Mays 2 AST),"[1628995, 1630219]",1610612757.0,POR,running,,,Knox II,K. Knox II,,,,,Restricted Area,0-8 Center,1.42,Made,,,,10.0,S. Mays,1630219.0,2.0,,,,,,,,,,,
190,PT11M10.00S,2023-04-07T00:40:48.7Z,2,REGULAR,3pt,Jump Shot,[],1629641,97.58541392904073,3.431372549019608,1610612759,33,39,2023-04-07T00:41:27Z,1890000,False,-233.0,-30.0,1,right,MISS R. Langford 3PT,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Left Corner 3,24+ Left,23.47,Missed,,,,,,,,,,,,,,,,,,
191,PT11M10.00S,2023-04-07T00:40:48.7Z,2,REGULAR,rebound,defensive,[],1630219,,,1610612757,33,39,2023-04-07T00:46:57Z,1900000,False,,,0,,S. Mays REBOUND (Off:0 Def:2),[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,Left Corner 3,24+ Left,,,,,190.0,,,,,2.0,2.0,0.0,,,,,,,,
192,PT11M01.00S,2023-04-07T00:40:57.8Z,2,REGULAR,turnover,bad pass,[],1627885,,,1610612757,33,39,2023-04-07T00:41:34Z,1910000,False,,,0,,S. Harrison bad pass TURNOVER (1 TO),"[1627885, 1628966]",1610612757.0,POR,,,,Harrison,S. Harrison,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Bates-Diop,1628966.0
193,PT11M01.00S,2023-04-07T00:40:57.8Z,2,REGULAR,steal,,[],1628966,,,1610612759,33,39,2023-04-07T00:41:01Z,1920000,False,,,0,,K. Bates-Diop STEAL (1 STL),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
194,PT10M56.00S,2023-04-07T00:41:02.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631103,94.56307490144546,51.71568627450981,1610612759,35,39,2023-04-07T00:45:12Z,1930000,False,9.0,-1.0,1,right,M. Branham running DUNK (2 PTS) (K. Bates-Diop 1 AST),"[1631103, 1628966]",1610612759.0,SAS,running,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,0.87,Made,,,,2.0,K. Bates-Diop,1628966.0,1.0,,,,,,,,,,,
196,PT10M39.00S,2023-04-07T00:41:23.5Z,2,REGULAR,foul,personal,['2freethrow'],1631230,,,1610612757,35,39,2023-04-07T00:41:34Z,1950000,False,,,0,,D. Barlow shooting personal FOUL (1 PF) (Harrison 2 FT),"[1631230, 1627885]",1610612759.0,SAS,shooting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2003.0,1.0,0.0,Harrison,1627885.0,,,
198,PT10M39.00S,2023-04-07T00:41:48.7Z,2,REGULAR,freethrow,1 of 2,[],1627885,,,1610612757,35,40,2023-04-07T00:41:48Z,1970000,False,,,0,,S. Harrison Free Throw 1 of 2 (1 PTS),[1627885],1610612757.0,POR,,,,Harrison,S. Harrison,,,,,,,,Made,,,,1.0,,,,,,,,,,,,,,
199,PT10M39.00S,2023-04-07T00:41:49.5Z,2,REGULAR,substitution,out,[],1628995,,,1610612757,35,40,2023-04-07T00:42:10Z,1980000,False,,,0,,SUB out: K. Knox II,[1628995],1610612757.0,POR,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M39.00S,2023-04-07T00:41:49.5Z,2,REGULAR,substitution,in,[],1630570,,,1610612757,35,40,2023-04-07T00:42:10Z,1990000,False,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M39.00S,2023-04-07T00:42:11.1Z,2,REGULAR,freethrow,2 of 2,[],1627885,,,1610612757,35,41,2023-04-07T00:42:11Z,2000000,False,,,0,,S. Harrison Free Throw 2 of 2 (2 PTS),[1627885],1610612757.0,POR,,,,Harrison,S. Harrison,,,,,,,,Made,,,,2.0,,,,,,,,,,,,,,
202,PT10M24.00S,2023-04-07T00:42:28.7Z,2,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612759,35,41,2023-04-07T00:42:52Z,2010000,False,,,0,,T. Watford shooting personal FOUL (2 PF) (Bates-Diop 2 FT),"[1630570, 1628966]",1610612757.0,POR,shooting,,,Watford,T. Watford,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,1151.0,2.0,1.0,Bates-Diop,1628966.0,,,
204,PT10M24.00S,2023-04-07T00:42:58.1Z,2,REGULAR,freethrow,1 of 2,[],1628966,,,1610612759,36,41,2023-04-07T00:42:58Z,2030000,False,,,0,,K. Bates-Diop Free Throw 1 of 2 (7 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Made,,,,7.0,,,,,,,,,,,,,,
205,PT10M24.00S,2023-04-07T00:43:03.0Z,2,REGULAR,freethrow,2 of 2,[],1628966,,,1610612759,37,41,2023-04-07T00:43:03Z,2040000,False,,,0,,K. Bates-Diop Free Throw 2 of 2 (8 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Made,,,,8.0,,,,,,,,,,,,,,
206,PT10M14.00S,2023-04-07T00:43:16.5Z,2,REGULAR,turnover,lost ball,[],1630570,,,1610612757,37,41,2023-04-07T00:43:24Z,2050000,False,,,0,,T. Watford lost ball TURNOVER (1 TO),"[1630570, 1631104]",1610612757.0,POR,,,,Watford,T. Watford,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Wesley,1631104.0
207,PT10M14.00S,2023-04-07T00:43:16.5Z,2,REGULAR,steal,,[],1631104,,,1610612759,37,41,2023-04-07T00:43:18Z,2060000,False,,,0,,B. Wesley STEAL (1 STL),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
208,PT10M09.00S,2023-04-07T00:43:21.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631103,96.00854139290408,96.56862745098039,1610612759,37,41,2023-04-07T00:47:22Z,2070000,False,233.0,-15.0,1,right,MISS M. Branham running 3PT,[1631103],1610612759.0,SAS,running,,,Branham,M. Branham,,,,,Right Corner 3,24+ Right,23.33,Missed,,,,,,,,,,,,,,,,,,
209,PT10M02.00S,2023-04-07T00:43:28.0Z,2,REGULAR,rebound,offensive,[],1628966,,,1610612759,37,41,2023-04-07T00:43:31Z,2080000,False,,,0,,K. Bates-Diop REBOUND (Off:1 Def:0),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Right Corner 3,24+ Right,,,,,208.0,,,,,1.0,0.0,1.0,,,,,,,,
210,PT10M02.00S,2023-04-07T00:43:28.2Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628966,94.40999984741211,50.0,1610612759,39,41,2023-04-07T00:43:39Z,2090000,False,0.0,0.0,1,right,K. Bates-Diop putback DUNK (10 PTS),[1628966],1610612759.0,SAS,putback,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,0.0,Made,,,,10.0,,,,,,,,,,,,,,
212,PT09M57.00S,2023-04-07T00:43:44.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627885,12.614980289093298,56.885723039215684,1610612757,39,43,2023-04-07T00:44:33Z,2110000,False,-34.0,66.0,1,left,S. Harrison 7' floating Jump Shot (4 PTS),[1627885],1610612757.0,POR,floating,,,Harrison,S. Harrison,,,,,In The Paint (Non-RA),0-8 Center,7.45,Made,,,,4.0,,,,,,,,,,,,,,
213,PT09M57.00S,2023-04-07T00:43:49.0Z,2,REGULAR,foul,personal,['1freethrow'],1628966,,,1610612757,39,43,2023-04-07T00:44:21Z,2120000,False,,,0,,K. Bates-Diop shooting personal FOUL (1 PF) (Harrison 1 FT),"[1628966, 1627885]",1610612759.0,SAS,shooting,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627963.0,1.0,0.0,Harrison,1627885.0,,,
215,PT09M57.00S,2023-04-07T00:44:12.1Z,2,REGULAR,freethrow,1 of 1,[],1627885,,,1610612757,39,44,2023-04-07T00:44:12Z,2140000,False,,,0,,S. Harrison Free Throw 1 of 1 (5 PTS),[1627885],1610612757.0,POR,,,,Harrison,S. Harrison,,,,,,,,Made,,,,5.0,,,,,,,,,,,,,,
216,PT09M45.00S,2023-04-07T00:44:26.1Z,2,REGULAR,foul,personal,[],1631133,,,1610612759,39,44,2023-04-07T00:44:42Z,2150000,False,,,0,,J. Walker personal FOUL (1 PF),"[1631133, 1629641]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1627963.0,1.0,1.0,Langford,1629641.0,,,
218,PT09M41.00S,2023-04-07T00:44:50.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629641,93.9060446780552,54.90196078431373,1610612759,39,44,2023-04-07T00:50:07Z,2170000,False,25.0,5.0,1,right,MISS R. Langford Layup - blocked,"[1629641, 1631303]",1610612759.0,SAS,,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,2.5,Missed,Minaya,1631303.0,,,,,,,,,,,,,,,,
219,PT09M41.00S,2023-04-07T00:44:50.2Z,2,REGULAR,block,,[],1631303,,,1610612759,39,44,2023-04-07T00:45:24Z,2180000,False,,,0,,J. Minaya BLOCK (1 BLK),[1631303],1610612757.0,POR,,,,Minaya,J. Minaya,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
220,PT09M40.00S,2023-04-07T00:44:51.2Z,2,REGULAR,rebound,offensive,[],1629641,,,1610612759,39,44,2023-04-07T00:50:07Z,2190000,False,,,0,,R. Langford REBOUND (Off:2 Def:1),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,,,,,218.0,,,,,3.0,1.0,2.0,,,,,,,,
221,PT09M37.00S,2023-04-07T00:44:59.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629641,94.40999984741211,50.0,1610612759,41,44,2023-04-07T00:50:17Z,2200000,False,0.0,0.0,1,right,R. Langford putback Layup (4 PTS),[1629641],1610612759.0,SAS,putback,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,0.0,Made,,,,4.0,,,,,,,,,,,,,,
222,PT09M16.00S,2023-04-07T00:45:12.6Z,2,REGULAR,3pt,Jump Shot,[],1631303,5.338370565045992,96.32352941176471,1610612757,41,44,2023-04-07T00:45:16Z,2210000,False,-232.0,-2.0,1,left,MISS J. Minaya 3PT,[1631303],1610612757.0,POR,,,,Minaya,J. Minaya,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
223,PT09M14.00S,2023-04-07T00:45:14.6Z,2,REGULAR,rebound,defensive,[],1631104,,,1610612759,41,44,2023-04-07T00:45:16Z,2220000,False,,,0,,B. Wesley REBOUND (Off:0 Def:1),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Left Corner 3,24+ Left,,,,,222.0,,,,,1.0,1.0,0.0,,,,,,,,
224,PT09M07.00S,2023-04-07T00:45:22.1Z,2,REGULAR,3pt,Jump Shot,[],1628966,69.20170827858082,63.970588235294116,1610612759,41,44,2023-04-07T00:50:56Z,2230000,False,70.0,237.0,1,right,MISS K. Bates-Diop 24' pullup 3PT,[1628966],1610612759.0,SAS,pullup,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Center,24.71,Missed,,,,,,,,,,,,,,,,,,
225,PT09M07.00S,2023-04-07T00:45:22.1Z,2,REGULAR,rebound,offensive,[],1631230,,,1610612759,41,44,2023-04-07T00:45:41Z,2240000,False,,,0,,D. Barlow REBOUND (Off:1 Def:1),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Above the Break 3,24+ Center,,,,,224.0,,,,,2.0,1.0,1.0,,,,,,,,
226,PT09M05.00S,2023-04-07T00:45:27.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631230,94.40999984741211,50.0,1610612759,43,44,2023-04-07T00:45:27Z,2250000,False,0.0,0.0,1,right,D. Barlow putback Layup (4 PTS),[1631230],1610612759.0,SAS,putback,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Left,0.0,Made,,,,4.0,,,,,,,,,,,,,,
227,PT09M05.00S,2023-04-07T00:45:28.3Z,2,REGULAR,foul,personal,['1freethrow'],1631133,,,1610612759,43,44,2023-04-07T00:45:36Z,2260000,False,,,0,,J. Walker shooting personal FOUL (2 PF) (Barlow 1 FT),"[1631133, 1631230]",1610612757.0,POR,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1151.0,2.0,1.0,Barlow,1631230.0,,,
229,PT09M05.00S,2023-04-07T00:45:38.6Z,2,REGULAR,substitution,out,[],1629641,,,1610612759,43,44,2023-04-07T00:45:47Z,2280000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT09M05.00S,2023-04-07T00:45:38.6Z,2,REGULAR,substitution,out,[],1631133,,,1610612759,43,44,2023-04-07T00:45:47Z,2290000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT09M05.00S,2023-04-07T00:45:38.6Z,2,REGULAR,substitution,in,[],1630577,,,1610612759,43,44,2023-04-07T00:45:47Z,2300000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT09M05.00S,2023-04-07T00:45:38.6Z,2,REGULAR,substitution,in,[],1629234,,,1610612759,43,44,2023-04-07T00:45:47Z,2310000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT09M05.00S,2023-04-07T00:46:05.8Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1631230,,,1610612759,44,44,2023-04-07T00:46:05Z,2320000,False,,,0,,D. Barlow Free Throw 1 of 1 (5 PTS),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,Made,,,,5.0,,,,,,,,,,,,,,
234,PT08M51.00S,2023-04-07T00:46:19.1Z,2,REGULAR,3pt,Jump Shot,[],1627885,25.443495400788436,14.460784313725492,1610612757,44,44,2023-04-07T00:52:12Z,2330000,False,178.0,187.0,1,left,MISS S. Harrison 25' step back 3PT,[1627885],1610612757.0,POR,step back,,,Harrison,S. Harrison,,,,,Above the Break 3,24+ Right Center,25.77,Missed,,,,,,,,,,,,,,,,,,
235,PT08M47.00S,2023-04-07T00:46:23.1Z,2,REGULAR,rebound,defensive,[],1628966,,,1610612759,44,44,2023-04-07T00:46:24Z,2340000,False,,,0,,K. Bates-Diop REBOUND (Off:1 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Right Center,,,,,234.0,,,,,2.0,1.0,1.0,,,,,,,,
236,PT08M38.00S,2023-04-07T00:46:34.0Z,2,REGULAR,turnover,out-of-bounds,[],1630577,,,1610612759,44,44,2023-04-07T00:46:40Z,2350000,False,,,0,,J. Champagnie step out-of-bounds TURNOVER (1 TO),[1630577],1610612759.0,SAS,step,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,1627963.0,,,,,1.0,,
237,PT08M38.00S,2023-04-07T00:46:38.7Z,2,REGULAR,substitution,out,[],1627885,,,1610612757,44,44,2023-04-07T00:46:47Z,2360000,False,,,0,,SUB out: S. Harrison,[1627885],1610612757.0,POR,,,,Harrison,S. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M38.00S,2023-04-07T00:46:38.7Z,2,REGULAR,substitution,in,[],1631466,,,1610612757,44,44,2023-04-07T00:46:47Z,2370000,False,,,0,,SUB in: J. Williams,[1631466],1610612757.0,POR,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M27.00S,2023-04-07T00:47:03.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630570,6.1268068331143235,49.754901960784316,1610612757,44,46,2023-04-07T00:47:09Z,2380000,False,1.0,5.0,1,left,T. Watford driving DUNK (6 PTS) (S. Mays 3 AST),"[1630570, 1630219]",1610612757.0,POR,driving,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,0.52,Made,,,,6.0,S. Mays,1630219.0,3.0,,,,,,,,,,,
240,PT08M16.00S,2023-04-07T00:47:13.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631104,94.30026281208936,44.36274509803921,1610612759,44,46,2023-04-07T00:47:19Z,2390000,False,-28.0,1.0,1,right,MISS B. Wesley driving finger roll Layup - blocked,"[1631104, 1631303]",1610612759.0,SAS,driving finger roll,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,2.82,Missed,Minaya,1631303.0,,,,,,,,,,,,,,,,
241,PT08M16.00S,2023-04-07T00:47:13.9Z,2,REGULAR,block,,[],1631303,,,1610612759,44,46,2023-04-07T00:47:16Z,2400000,False,,,0,,J. Minaya BLOCK (2 BLK),[1631303],1610612757.0,POR,,,,Minaya,J. Minaya,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
242,PT08M12.00S,2023-04-07T00:47:17.9Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612757,44,46,2023-04-07T00:47:19Z,2410000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:3),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,240.0,,,,,3.0,3.0,0.0,,,,,,,,
243,PT07M57.00S,2023-04-07T00:47:33.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,8.754927726675426,35.53921568627451,1610612757,44,46,2023-04-07T00:54:16Z,2420000,False,72.0,30.0,1,left,MISS D. Eubanks 7' Hook,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,7.82,Missed,,,,,,,,,,,,,,,,,,
244,PT07M54.00S,2023-04-07T00:47:36.2Z,2,REGULAR,rebound,defensive,[],1628966,,,1610612759,44,46,2023-04-07T00:54:16Z,2430000,False,,,0,,K. Bates-Diop REBOUND (Off:1 Def:2),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,,,,,243.0,,,,,3.0,2.0,1.0,,,,,,,,
245,PT07M50.00S,2023-04-07T00:47:40.0Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1631103,73.01248357424441,70.83333333333334,1610612759,44,46,2023-04-07T00:54:51Z,2440000,False,104.0,201.0,1,right,MISS M. Branham 22' running pullup Shot,[1631103],1610612759.0,SAS,running pullup,,,Branham,M. Branham,,,,,Mid-Range,16-24 Right Center,22.66,Missed,,,,,,,,,,,,,,,,,,
246,PT07M50.00S,2023-04-07T00:47:40.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,44,46,2023-04-07T00:47:51Z,2450000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,245.0,,,,,,,,,,,,,,,
248,PT07M35.00S,2023-04-07T00:48:07.6Z,2,REGULAR,turnover,bad pass,[],1630219,,,1610612757,44,46,2023-04-07T00:48:14Z,2470000,False,,,0,,S. Mays bad pass TURNOVER (2 TO),"[1630219, 1630577]",1610612757.0,POR,,,,Mays,S. Mays,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,2.0,Champagnie,1630577.0
249,PT07M35.00S,2023-04-07T00:48:07.6Z,2,REGULAR,steal,,[],1630577,,,1610612759,44,46,2023-04-07T00:48:09Z,2480000,False,,,0,,J. Champagnie STEAL (2 STL),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
250,PT07M31.00S,2023-04-07T00:48:12.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631104,94.43166885676742,53.67647058823529,1610612759,46,46,2023-04-07T00:55:27Z,2490000,False,18.0,0.0,1,right,B. Wesley running reverse Layup (2 PTS) (K. Bates-Diop 2 AST),"[1631104, 1628966]",1610612759.0,SAS,running reverse,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,1.84,Made,,,,2.0,K. Bates-Diop,1628966.0,2.0,,,,,,,,,,,
252,PT07M20.00S,2023-04-07T00:48:22.5Z,2,REGULAR,3pt,Jump Shot,[],1630219,30.962549277266753,72.54901960784314,1610612757,46,46,2023-04-07T00:55:38Z,2510000,False,-113.0,239.0,1,left,MISS S. Mays 26' pullup 3PT,[1630219],1610612757.0,POR,pullup,,,Mays,S. Mays,,,,,Above the Break 3,24+ Left Center,26.38,Missed,,,,,,,,,,,,,,,,,,
253,PT07M17.00S,2023-04-07T00:48:25.5Z,2,REGULAR,rebound,defensive,[],1630577,,,1610612759,46,46,2023-04-07T00:48:28Z,2520000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,252.0,,,,,2.0,1.0,1.0,,,,,,,,
254,PT07M11.00S,2023-04-07T00:48:32.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628966,87.20433639947439,59.80392156862745,1610612759,46,46,2023-04-07T00:55:54Z,2530000,False,49.0,68.0,1,right,MISS K. Bates-Diop 8' driving floating Shot,[1628966],1610612759.0,SAS,driving floating,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),8-16 Right,8.37,Missed,,,,,,,,,,,,,,,,,,
255,PT07M08.00S,2023-04-07T00:48:35.1Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612757,46,46,2023-04-07T00:48:43Z,2540000,False,,,0,,T. Watford REBOUND (Off:0 Def:3),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Right,,,,,254.0,,,,,3.0,3.0,0.0,,,,,,,,
256,PT07M04.00S,2023-04-07T00:48:39.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630219,2.1846254927726676,94.6078431372549,1610612757,46,49,2023-04-07T00:56:12Z,2550000,False,-223.0,-32.0,1,left,S. Mays 3PT running (7 PTS) (T. Watford 1 AST),"[1630219, 1630570]",1610612757.0,POR,running,,,Mays,S. Mays,,,,,Left Corner 3,24+ Left,22.53,Made,,,,7.0,T. Watford,1630570.0,1.0,,,,,,,,,,,
258,PT06M57.00S,2023-04-07T00:48:48.8Z,2,REGULAR,foul,personal,['2freethrow'],1631303,,,1610612759,46,49,2023-04-07T00:49:21Z,2570000,False,,,0,,J. Minaya shooting personal FOUL (1 PF) (Champagnie 2 FT),"[1631303, 1630577]",1610612757.0,POR,shooting,,,Minaya,J. Minaya,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2003.0,1.0,0.0,Champagnie,1630577.0,,,
260,PT06M57.00S,2023-04-07T00:49:18.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,46,49,2023-04-07T00:49:18Z,2590000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M57.00S,2023-04-07T00:51:16.9Z,2,REGULAR,substitution,out,[],1631104,,,1610612759,46,49,2023-04-07T00:51:35Z,2600000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M57.00S,2023-04-07T00:51:16.9Z,2,REGULAR,substitution,out,[],1631230,,,1610612759,46,49,2023-04-07T00:51:35Z,2610000,False,,,0,,SUB out: D. Barlow,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M57.00S,2023-04-07T00:51:16.9Z,2,REGULAR,substitution,out,[],1628966,,,1610612759,46,49,2023-04-07T00:51:35Z,2620000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M57.00S,2023-04-07T00:51:16.9Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,46,49,2023-04-07T00:51:35Z,2630000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M57.00S,2023-04-07T00:51:16.9Z,2,REGULAR,substitution,in,[],1628380,,,1610612759,46,49,2023-04-07T00:51:35Z,2640000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M57.00S,2023-04-07T00:51:16.9Z,2,REGULAR,substitution,in,[],1630200,,,1610612759,46,49,2023-04-07T00:51:35Z,2650000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M57.00S,2023-04-07T00:51:59.9Z,2,REGULAR,freethrow,1 of 2,[],1630577,,,1610612759,47,49,2023-04-07T00:51:59Z,2660000,False,,,0,,J. Champagnie Free Throw 1 of 2 (7 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,,,,7.0,,,,,,,,,,,,,,
268,PT06M57.00S,2023-04-07T00:52:13.3Z,2,REGULAR,freethrow,2 of 2,[],1630577,,,1610612759,48,49,2023-04-07T00:52:13Z,2670000,False,,,0,,J. Champagnie Free Throw 2 of 2 (8 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,,,,8.0,,,,,,,,,,,,,,
