actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
251,PT07M12.00S,2022-10-20T00:48:19.1Z,2,REGULAR,substitution,out,[],1630208,,,1610612759,32,51,2022-10-20T00:48:27Z,2470000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M12.00S,2022-10-20T00:48:19.1Z,2,REGULAR,substitution,in,[],203486,,,1610612759,32,51,2022-10-20T00:48:27Z,2480000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M12.00S,2022-10-20T00:48:41.2Z,2,REGULAR,freethrow,1 of 1,[],1631110,,,1610612759,32,51,2022-10-20T00:48:41Z,2490000,,,0,,MISS J. Sochan Free Throw 1 of 1,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
254,PT07M10.00S,2022-10-20T00:48:42.5Z,2,REGULAR,rebound,offensive,[],1629640,,,1610612759,32,51,2022-10-20T00:48:42Z,2500000,,,0,,K. Johnson REBOUND (Off:2 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,253.0,5.0,3.0,2.0,,,,,
255,PT07M03.00S,2022-10-20T00:48:52.9Z,2,REGULAR,turnover,out-of-bounds,[],1630170,,,1610612759,32,51,2022-10-20T00:49:00Z,2510000,,,0,,D. Vassell step out-of-bounds TURNOVER (2 TO),[1630170],1610612759.0,SAS,step,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,,,,,,,2.0,,,,,,,,,1628171.0,,,,
256,PT06M45.00S,2022-10-20T00:49:17.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,7.440867279894875,95.83333333333334,1610612766,32,51,2022-10-20T00:49:22Z,2520000,-229.0,17.0,1,left,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,22.99,Missed,,,,,,,,,,,,,,,,,,
257,PT06M41.00S,2022-10-20T00:49:21.7Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,32,51,2022-10-20T00:49:22Z,2530000,,,0,,K. Johnson REBOUND (Off:2 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,256.0,6.0,4.0,2.0,,,,,
258,PT06M34.00S,2022-10-20T00:49:28.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,86.94152431011827,61.029411764705884,1610612759,34,51,2022-10-20T00:49:44Z,2540000,55.0,70.0,1,right,K. Johnson 8' pullup Jump Shot (7 PTS),[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Right,8.92,Made,7.0,,,,,,,,,,,,,,,,,
259,PT06M29.00S,2022-10-20T00:49:39.1Z,2,REGULAR,foul,personal,[],1631110,,,1610612766,34,51,2022-10-20T00:49:46Z,2550000,,,0,,J. Sochan personal FOUL (1 PF),"[1631110, 202330]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Hayward,202330.0
261,PT06M29.00S,2022-10-20T00:49:51.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,34,51,2022-10-20T00:49:51Z,2570000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M29.00S,2022-10-20T00:52:11.4Z,2,REGULAR,substitution,out,[],1630200,,,1610612766,34,51,2022-10-20T00:52:28Z,2580000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M29.00S,2022-10-20T00:52:11.4Z,2,REGULAR,substitution,in,[],1630563,,,1610612766,34,51,2022-10-20T00:52:28Z,2590000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M26.00S,2022-10-20T00:52:44.8Z,2,REGULAR,foul,offensive,[],202330,,,1610612766,34,51,2022-10-20T00:52:51Z,2600000,,,0,,G. Hayward offensive FOUL (1 PF),"[202330, 1630563]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Primo,1630563.0
266,PT06M26.00S,2022-10-20T00:52:44.8Z,2,REGULAR,turnover,offensive foul,[],202330,,,1610612766,34,51,2022-10-20T00:52:44Z,2620000,,,0,,G. Hayward offensive foul TURNOVER (1 TO),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,,,,,,,,,1193.0,,,,
267,PT06M10.00S,2022-10-20T00:53:11.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,92.46057818659659,49.26470588235294,1610612759,36,51,2022-10-20T00:53:16Z,2630000,-4.0,18.0,1,right,J. Poeltl cutting finger roll Layup (8 PTS) (K. Johnson 2 AST),"[1627751, 1629640]",1610612759.0,SAS,cutting finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.88,Made,8.0,K. Johnson,1629640.0,2.0,,,,,,,,,,,,,,
269,PT05M53.00S,2022-10-20T00:53:31.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,20.318659658344284,57.107843137254896,1610612766,36,53,2022-10-20T00:53:36Z,2650000,-36.0,138.0,1,left,G. Hayward 14' pullup Jump Shot (8 PTS),[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,14.3,Made,8.0,,,,,,,,,,,,,,,,,
270,PT05M53.00S,2022-10-20T00:53:34.5Z,2,REGULAR,foul,personal,['1freethrow'],1630563,,,1610612766,36,53,2022-10-20T00:53:41Z,2660000,,,0,,J. Primo shooting personal FOUL (1 PF) (Hayward 1 FT),"[1630563, 202330]",1610612759.0,SAS,shooting,,,Primo,J. Primo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Hayward,202330.0
272,PT05M53.00S,2022-10-20T00:53:52.3Z,2,REGULAR,freethrow,1 of 1,[],202330,,,1610612766,36,54,2022-10-20T00:53:52Z,2680000,,,0,,G. Hayward Free Throw 1 of 1 (9 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
273,PT05M38.00S,2022-10-20T00:54:08.9Z,2,REGULAR,turnover,lost ball,[],1630563,,,1610612759,36,54,2022-10-20T00:54:16Z,2690000,,,0,,J. Primo lost ball TURNOVER (1 TO),"[1630563, 1629667]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1.0,McDaniels,1629667.0,,,,,,,,,,,
274,PT05M38.00S,2022-10-20T00:54:08.9Z,2,REGULAR,steal,,[],1629667,,,1610612766,36,54,2022-10-20T00:54:11Z,2700000,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
275,PT05M32.00S,2022-10-20T00:54:14.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,25.969119579500656,80.63725490196079,1610612766,36,57,2022-10-20T00:54:21Z,2710000,-153.0,192.0,1,left,T. Rozier 24' 3PT  (10 PTS) (M. Plumlee 3 AST),"[1626179, 203486]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,24.53,Made,10.0,M. Plumlee,203486.0,3.0,,,,,,,,,,,,,,
277,PT05M19.00S,2022-10-20T00:54:27.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,87.07293035479631,48.529411764705884,1610612759,36,57,2022-10-20T00:54:41Z,2730000,-7.0,69.0,1,right,MISS J. Poeltl 6' floating Shot,[1627751],1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,6.94,Missed,,,,,,,,,,,,,,,,,,
278,PT05M17.00S,2022-10-20T00:54:28.9Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,36,57,2022-10-20T00:54:28Z,2740000,,,0,,M. Plumlee REBOUND (Off:2 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,277.0,3.0,1.0,2.0,,,,,
279,PT05M06.00S,2022-10-20T00:54:40.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,9.017739816031538,49.50980392156863,1610612766,36,59,2022-10-20T00:54:45Z,2750000,2.0,32.0,1,left,J. McDaniels Layup (2 PTS) (T. Rozier 5 AST),"[1629667, 1626179]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,3.24,Made,2.0,T. Rozier,1626179.0,5.0,,,,,,,,,,,,,,
282,PT04M55.00S,2022-10-20T00:54:58.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202330,,,1610612759,36,59,2022-10-20T00:55:06Z,2780000,,,0,,G. Hayward shooting personal FOUL (2 PF) (Vassell 2 FT),"[202330, 1630170]",1610612766.0,CHA,shooting,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628171.0,2.0,0.0,Vassell,1630170.0
284,PT04M55.00S,2022-10-20T00:55:25.4Z,2,REGULAR,freethrow,1 of 2,[],1630170,,,1610612759,37,59,2022-10-20T00:55:25Z,2800000,,,0,,D. Vassell Free Throw 1 of 2 (2 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
285,PT04M55.00S,2022-10-20T00:55:27.0Z,2,REGULAR,substitution,out,[],1626179,,,1610612759,37,59,2022-10-20T00:55:44Z,2810000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M55.00S,2022-10-20T00:55:27.0Z,2,REGULAR,substitution,out,[],1629667,,,1610612759,37,59,2022-10-20T00:55:44Z,2820000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M55.00S,2022-10-20T00:55:27.0Z,2,REGULAR,substitution,in,[],1629023,,,1610612759,37,59,2022-10-20T00:55:44Z,2830000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M55.00S,2022-10-20T00:55:27.0Z,2,REGULAR,substitution,in,[],1628372,,,1610612759,37,59,2022-10-20T00:55:44Z,2840000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M55.00S,2022-10-20T00:55:47.0Z,2,REGULAR,freethrow,2 of 2,[],1630170,,,1610612759,38,59,2022-10-20T00:55:47Z,2850000,,,0,,D. Vassell Free Throw 2 of 2 (3 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
290,PT04M43.00S,2022-10-20T00:56:06.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,5.469776609724048,50.98039215686274,1610612766,38,61,2022-10-20T00:56:12Z,2860000,-5.0,-1.0,1,left,M. Plumlee alley-oop DUNK (6 PTS) (J. Bouknight 1 AST),"[203486, 1630547]",1610612766.0,CHA,alley-oop,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.5,Made,6.0,J. Bouknight,1630547.0,1.0,,,,,,,,,,,,,,
292,PT04M30.00S,2022-10-20T00:56:18.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,86.41590013140605,60.049019607843135,1610612759,38,61,2022-10-20T00:56:27Z,2880000,50.0,75.0,1,right,MISS D. Vassell 9' pullup Shot - blocked,"[1630170, 1628372]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Right,9.04,Missed,,,,,,,,Smith Jr.,1628372.0,,,,,,,,,
293,PT04M30.00S,2022-10-20T00:56:18.8Z,2,REGULAR,block,,[],1628372,,,1610612759,38,61,2022-10-20T00:56:22Z,2890000,,,0,,D. Smith Jr. BLOCK (1 BLK),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
294,PT04M25.00S,2022-10-20T00:56:23.8Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612766,38,61,2022-10-20T00:56:27Z,2900000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,292.0,1.0,1.0,0.0,,,,,
295,PT04M24.00S,2022-10-20T00:56:28.5Z,2,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612766,38,61,2022-10-20T00:56:45Z,2910000,,,0,,K. Johnson shooting personal FOUL (1 PF) (Hayward 2 FT),"[1629640, 202330]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Hayward,202330.0
297,PT04M24.00S,2022-10-20T00:56:54.1Z,2,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,38,62,2022-10-20T00:56:54Z,2930000,,,0,,G. Hayward Free Throw 1 of 2 (10 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
298,PT04M24.00S,2022-10-20T00:56:55.0Z,2,REGULAR,substitution,out,[],1630170,,,1610612766,38,62,2022-10-20T00:57:06Z,2940000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT04M24.00S,2022-10-20T00:56:55.0Z,2,REGULAR,substitution,in,[],1626196,,,1610612766,38,62,2022-10-20T00:57:06Z,2950000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M24.00S,2022-10-20T00:57:07.7Z,2,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,38,63,2022-10-20T00:57:07Z,2960000,,,0,,G. Hayward Free Throw 2 of 2 (11 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
301,PT04M07.00S,2022-10-20T00:57:24.6Z,2,REGULAR,2pt,Hook,[],1627751,85.62746386333771,33.82352941176471,1610612759,38,63,2022-10-20T01:02:29Z,2970000,-81.0,83.0,1,right,MISS J. Poeltl 11' driving Hook,[1627751],1610612759.0,SAS,driving,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,11.56,Missed,,,,,,,,,,,,,,,,,,
302,PT04M02.00S,2022-10-20T00:57:29.3Z,2,REGULAR,rebound,offensive,[],1631110,,,1610612759,38,63,2022-10-20T00:57:29Z,2980000,,,0,,J. Sochan REBOUND (Off:2 Def:3),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,301.0,5.0,3.0,2.0,,,,,
303,PT04M02.00S,2022-10-20T00:57:29.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631110,94.40999984741211,50.0,1610612759,38,63,2022-10-20T00:57:29Z,2990000,0.0,0.0,1,right,MISS J. Sochan tip Layup,[1631110],1610612759.0,SAS,tip,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
304,PT04M00.00S,2022-10-20T00:57:31.0Z,2,REGULAR,rebound,defensive,[],1630547,,,1610612766,38,63,2022-10-20T00:57:31Z,3000000,,,0,,J. Bouknight REBOUND (Off:0 Def:1),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,303.0,1.0,1.0,0.0,,,,,
305,PT03M59.00S,2022-10-20T00:57:33.2Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630547,5.206964520367937,53.431372549019606,1610612766,38,63,2022-10-20T01:03:47Z,3010000,-17.0,-4.0,1,left,MISS J. Bouknight running reverse DUNK,[1630547],1610612766.0,CHA,running reverse,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
306,PT03M59.00S,2022-10-20T00:57:33.2Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,38,63,2022-10-20T00:57:40Z,3020000,,,0,,J. Sochan REBOUND (Off:2 Def:4),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,305.0,6.0,4.0,2.0,,,,,
307,PT03M47.00S,2022-10-20T00:57:44.9Z,2,REGULAR,3pt,Jump Shot,[],1626196,95.6143232588699,3.1862745098039214,1610612759,38,63,2022-10-20T00:57:50Z,3030000,-234.0,-11.0,1,right,MISS J. Richardson 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Left Corner 3,24+ Left,23.44,Missed,,,,,,,,,,,,,,,,,,
308,PT03M43.00S,2022-10-20T00:57:48.9Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,38,63,2022-10-20T00:57:50Z,3040000,,,0,,M. Plumlee REBOUND (Off:2 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,307.0,4.0,2.0,2.0,,,,,
309,PT03M35.00S,2022-10-20T00:57:56.3Z,2,REGULAR,3pt,Jump Shot,[],1629023,24.129434954007884,12.5,1610612766,38,63,2022-10-20T00:58:00Z,3050000,188.0,174.0,1,left,MISS P. Washington 25' pullup 3PT,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,25.6,Missed,,,,,,,,,,,,,,,,,,
310,PT03M32.00S,2022-10-20T00:57:59.3Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,38,63,2022-10-20T00:58:00Z,3060000,,,0,,K. Johnson REBOUND (Off:2 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,309.0,7.0,5.0,2.0,,,,,
311,PT03M23.00S,2022-10-20T00:58:08.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,94.1688567674113,51.225490196078425,1610612759,40,63,2022-10-20T00:58:15Z,3070000,6.0,2.0,1,right,J. Poeltl reverse Layup (10 PTS) (K. Johnson 3 AST),"[1627751, 1629640]",1610612759.0,SAS,reverse,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.65,Made,10.0,K. Johnson,1629640.0,3.0,,,,,,,,,,,,,,
313,PT03M05.00S,2022-10-20T00:58:25.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,19.267411300919843,36.76470588235294,1610612766,40,63,2022-10-20T01:04:59Z,3090000,66.0,129.0,1,left,MISS G. Hayward 14' pullup Shot,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,14.46,Missed,,,,,,,,,,,,,,,,,,
314,PT03M03.00S,2022-10-20T00:58:27.8Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,40,63,2022-10-20T00:58:31Z,3100000,,,0,,J. Sochan REBOUND (Off:2 Def:5),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,313.0,7.0,5.0,2.0,,,,,
315,PT02M52.00S,2022-10-20T00:58:39.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,93.64323258869908,50.98039215686274,1610612759,42,63,2022-10-20T00:58:44Z,3110000,5.0,7.0,1,right,K. Johnson Layup (9 PTS) (J. Primo 1 AST),"[1629640, 1630563]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,0.88,Made,9.0,J. Primo,1630563.0,1.0,,,,,,,,,,,,,,
317,PT02M36.00S,2022-10-20T00:58:54.8Z,2,REGULAR,3pt,Jump Shot,[],1630547,31.750985545335087,69.6078431372549,1610612766,42,63,2022-10-20T00:58:59Z,3130000,-98.0,246.0,1,left,MISS J. Bouknight 26' 3PT,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Left Center,26.48,Missed,,,,,,,,,,,,,,,,,,
318,PT02M34.00S,2022-10-20T00:58:56.8Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,42,63,2022-10-20T00:58:59Z,3140000,,,0,,J. Poeltl REBOUND (Off:1 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,317.0,6.0,5.0,1.0,,,,,
319,PT02M24.00S,2022-10-20T00:59:07.6Z,2,REGULAR,turnover,bad pass,[],1629640,,,1610612759,42,63,2022-10-20T00:59:12Z,3150000,,,0,,K. Johnson bad pass TURNOVER (2 TO),"[1629640, 202330]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,2.0,Hayward,202330.0,,,,,,,,,,,
320,PT02M24.00S,2022-10-20T00:59:07.6Z,2,REGULAR,steal,,[],202330,,,1610612766,42,63,2022-10-20T00:59:09Z,3160000,,,0,,G. Hayward STEAL (1 STL),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
321,PT02M20.00S,2022-10-20T00:59:11.6Z,2,REGULAR,turnover,lost ball,[],203486,,,1610612766,42,63,2022-10-20T00:59:16Z,3170000,,,0,,M. Plumlee lost ball TURNOVER (1 TO),"[203486, 1629640]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Johnson,1629640.0,,,,,,,,,,,
322,PT02M20.00S,2022-10-20T00:59:11.6Z,2,REGULAR,steal,,[],1629640,,,1610612759,42,63,2022-10-20T00:59:14Z,3180000,,,0,,K. Johnson STEAL (1 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
323,PT02M13.00S,2022-10-20T00:59:21.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203486,,,1610612759,42,63,2022-10-20T01:02:31Z,3190000,,,0,,M. Plumlee shooting personal FOUL (2 PF) (Primo 2 FT),"[203486, 1630563]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1193.0,2.0,0.0,Primo,1630563.0
325,PT02M13.00S,2022-10-20T00:59:38.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,42,63,2022-10-20T00:59:38Z,3210000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT02M13.00S,2022-10-20T01:01:50.7Z,2,REGULAR,substitution,out,[],1631110,,,1610612759,42,63,2022-10-20T01:02:28Z,3220000,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT02M13.00S,2022-10-20T01:01:50.7Z,2,REGULAR,substitution,out,[],1627751,,,1610612759,42,63,2022-10-20T01:02:28Z,3230000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT02M13.00S,2022-10-20T01:01:50.7Z,2,REGULAR,substitution,out,[],1630547,,,1610612759,42,63,2022-10-20T01:02:28Z,3240000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT02M13.00S,2022-10-20T01:01:50.7Z,2,REGULAR,substitution,out,[],202330,,,1610612759,42,63,2022-10-20T01:02:28Z,3250000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT02M13.00S,2022-10-20T01:01:50.7Z,2,REGULAR,substitution,out,[],203486,,,1610612759,42,63,2022-10-20T01:02:28Z,3260000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT02M13.00S,2022-10-20T01:01:50.7Z,2,REGULAR,substitution,in,[],1628380,,,1610612759,42,63,2022-10-20T01:02:28Z,3270000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT02M13.00S,2022-10-20T01:01:50.7Z,2,REGULAR,substitution,in,[],203926,,,1610612759,42,63,2022-10-20T01:02:28Z,3280000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT02M13.00S,2022-10-20T01:01:50.7Z,2,REGULAR,substitution,in,[],1626179,,,1610612759,42,63,2022-10-20T01:02:28Z,3290000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT02M13.00S,2022-10-20T01:01:50.7Z,2,REGULAR,substitution,in,[],1630208,,,1610612759,42,63,2022-10-20T01:02:28Z,3300000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT02M13.00S,2022-10-20T01:01:50.7Z,2,REGULAR,substitution,in,[],1629667,,,1610612759,42,63,2022-10-20T01:02:28Z,3310000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
