actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-30T00:10:50.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-30T00:10:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-03-30T00:10:52.7Z,1,REGULAR,jumpball,recovered,[],1629659,,,1610612762,0,0,2023-03-30T00:10:52Z,40000,False,,,0,,Jump Ball W. Kessler vs. Z. Collins: Tip to T. Horton-Tucker,"[1629659, 1631117, 1628380]",1610612762.0,UTA,startperiod,T. Horton-Tucker,1629659.0,Horton-Tucker,T. Horton-Tucker,Kessler,1631117.0,Collins,1628380.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2023-03-30T00:11:03.8Z,1,REGULAR,turnover,bad pass,[],1629308,,,1610612762,0,0,2023-03-30T00:11:13Z,70000,False,,,0,,J. Toscano-Anderson bad pass TURNOVER (1 TO),"[1629308, 1630200]",1610612762.0,UTA,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,In The Paint (Non-RA),0-8 Center,1.0,Jones,1630200.0,,,,,,,,,,,,,,,,,
8,PT11M46.00S,2023-03-30T00:11:03.8Z,1,REGULAR,steal,,[],1630200,,,1610612759,0,0,2023-03-30T00:11:05Z,80000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M41.00S,2023-03-30T00:11:09.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630200,6.521024967148489,52.450980392156865,1610612759,2,0,2023-03-30T00:11:19Z,90000,False,-12.0,9.0,1,left,T. Jones reverse Layup (2 PTS) (K. Bates-Diop 1 AST),"[1630200, 1628966]",1610612759.0,SAS,reverse,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,1.51,Made,2.0,K. Bates-Diop,1628966.0,1.0,,,,,,,,,,,
11,PT11M21.00S,2023-03-30T00:11:28.6Z,1,REGULAR,3pt,Jump Shot,[],1629659,69.07030223390277,25.49019607843137,1610612762,2,3,2023-03-30T00:11:33Z,110000,False,-123.0,238.0,1,right,T. Horton-Tucker 26' 3PT  (3 PTS) (O. Agbaji 1 AST),"[1629659, 1630534]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,,26.79,Made,3.0,O. Agbaji,1630534.0,1.0,,,,,,,,,,,
13,PT11M07.00S,2023-03-30T00:11:43.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628966,8.754927726675426,50.73529411764706,1610612759,4,3,2023-03-30T00:11:50Z,130000,False,-4.0,30.0,1,left,K. Bates-Diop fadeaway Jump Shot (2 PTS) (Z. Collins 1 AST),"[1628966, 1628380]",1610612759.0,SAS,fadeaway,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,3.0,Made,2.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,
15,PT10M52.00S,2023-03-30T00:11:57.5Z,1,REGULAR,2pt,Jump Shot,[],1631323,95.74572930354796,77.20588235294117,1610612762,4,5,2023-03-30T00:12:07Z,150000,False,136.0,-13.0,1,right,S. Fontecchio 13' step back Jump Shot (2 PTS) (W. Kessler 1 AST),"[1631323, 1631117]",1610612762.0,UTA,step back,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,8-16 Right,,,,13.66,Made,2.0,W. Kessler,1631117.0,1.0,,,,,,,,,,,
17,PT10M34.00S,2023-03-30T00:12:19.4Z,1,REGULAR,turnover,traveling,[],1628380,,,1610612759,4,5,2023-03-30T00:12:25Z,170000,False,,,0,,Z. Collins traveling TURNOVER (1 TO),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,2882.0,,,,,,,,,,
18,PT10M20.00S,2023-03-30T00:12:39.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629659,87.33574244415243,50.245098039215684,1610612762,4,7,2023-03-30T00:12:44Z,180000,False,1.0,67.0,1,right,T. Horton-Tucker 6' floating Jump Shot (5 PTS),[1629659],1610612762.0,UTA,floating,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,6.65,Made,5.0,,,,,,,,,,,,,,
19,PT09M56.00S,2023-03-30T00:13:03.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,18.347568988173457,61.029411764705884,1610612759,6,7,2023-03-30T00:13:08Z,190000,False,-55.0,120.0,1,left,T. Jones 13' pullup Jump Shot (4 PTS),[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,13.2,Made,4.0,,,,,,,,,,,,,,
20,PT09M34.00S,2023-03-30T00:13:24.1Z,1,REGULAR,3pt,Jump Shot,[],1629659,92.9862023653088,3.9215686274509802,1610612762,6,10,2023-03-30T00:13:28Z,200000,False,-230.0,13.0,1,right,T. Horton-Tucker 3PT  (8 PTS) (W. Kessler 2 AST),"[1629659, 1631117]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Left Corner 3,24+ Left,,,,23.08,Made,8.0,W. Kessler,1631117.0,2.0,,,,,,,,,,,
22,PT09M21.00S,2023-03-30T00:13:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,5.995400788436268,46.07843137254902,1610612759,8,10,2023-03-30T00:13:44Z,220000,False,20.0,4.0,1,left,M. Branham reverse Layup (2 PTS) (Z. Collins 2 AST),"[1631103, 1628380]",1610612759.0,SAS,reverse,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,,,2.0,Made,2.0,Z. Collins,1628380.0,2.0,,,,,,,,,,,
24,PT09M11.00S,2023-03-30T00:13:47.9Z,1,REGULAR,turnover,bad pass,[],1629659,,,1610612762,8,10,2023-03-30T00:13:53Z,240000,False,,,0,,T. Horton-Tucker bad pass TURNOVER (1 TO),"[1629659, 1630200]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,16-24 Center,1.0,Jones,1630200.0,,,,,,,,,,,,,,,,,
25,PT09M11.00S,2023-03-30T00:13:47.9Z,1,REGULAR,steal,,[],1630200,,,1610612759,8,10,2023-03-30T00:13:49Z,250000,False,,,0,,T. Jones STEAL (2 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M08.00S,2023-03-30T00:13:51.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630200,5.206964520367937,45.83333333333333,1610612759,10,10,2023-03-30T00:14:14Z,260000,False,21.0,-4.0,1,left,T. Jones running finger roll Layup (6 PTS),[1630200],1610612759.0,SAS,running finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,2.11,Made,6.0,,,,,,,,,,,,,,
27,PT08M50.00S,2023-03-30T00:14:08.2Z,1,REGULAR,2pt,Jump Shot,[],1631117,74.85216819973719,48.77450980392157,1610612762,10,10,2023-03-30T00:14:14Z,270000,False,-6.0,184.0,1,right,MISS W. Kessler 18' Jump Shot,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,16-24 Center,,,,18.4,Missed,,,,,,,,,,,,,,,
28,PT08M47.00S,2023-03-30T00:14:11.2Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,10,10,2023-03-30T00:14:14Z,280000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Center,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,
29,PT08M42.00S,2023-03-30T00:14:16.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628966,25.706307490144546,81.12745098039215,1610612759,10,10,2023-03-30T00:14:24Z,290000,False,-156.0,189.0,1,left,MISS K. Bates-Diop 24' pullup 3PT,[1628966],1610612759.0,SAS,pullup,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Left Center,,,,24.49,Missed,,,,,,,,,,,,,,,
30,PT08M39.00S,2023-03-30T00:14:19.5Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,10,10,2023-03-30T00:14:24Z,300000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,
31,PT08M22.00S,2023-03-30T00:14:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,94.43166885676742,53.431372549019606,1610612762,10,12,2023-03-30T00:15:22Z,310000,False,17.0,0.0,1,right,T. Horton-Tucker driving finger roll Layup (10 PTS),[1629659],1610612762.0,UTA,driving finger roll,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,1.72,Made,10.0,,,,,,,,,,,,,,
32,PT08M15.00S,2023-03-30T00:14:43.8Z,1,REGULAR,turnover,lost ball,[],1630577,,,1610612759,10,12,2023-03-30T00:14:48Z,320000,False,,,0,,J. Champagnie lost ball TURNOVER (1 TO),"[1630577, 1629659]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,1.0,Horton-Tucker,1629659.0,,,,,,,,,,,,,,,,,
33,PT08M15.00S,2023-03-30T00:14:43.8Z,1,REGULAR,steal,,[],1629659,,,1610612762,10,12,2023-03-30T00:14:45Z,330000,False,,,0,,T. Horton-Tucker STEAL (1 STL),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
34,PT08M12.00S,2023-03-30T00:14:49.0Z,1,REGULAR,foul,personal,['2freethrow'],1630200,,,1610612762,10,12,2023-03-30T00:14:56Z,340000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (Agbaji 2 FT),"[1630200, 1630534]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,1193.0,,,,,1.0,0.0,Agbaji,1630534.0,,
36,PT08M12.00S,2023-03-30T00:15:16.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630534,,,1610612762,10,13,2023-03-30T00:15:16Z,360000,False,,,0,,O. Agbaji Free Throw 1 of 2 (1 PTS),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
37,PT08M12.00S,2023-03-30T00:15:17.2Z,1,REGULAR,substitution,out,[],1631117,,,1610612762,10,13,2023-03-30T00:15:25Z,370000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M12.00S,2023-03-30T00:15:17.2Z,1,REGULAR,substitution,in,[],1628962,,,1610612762,10,13,2023-03-30T00:15:25Z,380000,False,,,0,,SUB in: U. Azubuike,[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M12.00S,2023-03-30T00:15:38.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630534,,,1610612762,10,14,2023-03-30T00:15:38Z,390000,False,,,0,,O. Agbaji Free Throw 2 of 2 (2 PTS),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
41,PT07M54.00S,2023-03-30T00:16:07.3Z,1,REGULAR,foul,personal,['2freethrow'],1628962,,,1610612759,10,14,2023-03-30T00:16:16Z,410000,False,,,0,,U. Azubuike shooting personal FOUL (1 PF) (Bates-Diop 2 FT),"[1628962, 1628966]",1610612762.0,UTA,shooting,,,Azubuike,U. Azubuike,,,,,Restricted Area,0-8 Center,,,,,,,,,,1193.0,,,,,1.0,0.0,Bates-Diop,1628966.0,,
43,PT07M54.00S,2023-03-30T00:16:19.0Z,1,REGULAR,freethrow,1 of 2,[],1628966,,,1610612759,11,14,2023-03-30T00:16:19Z,430000,False,,,0,,K. Bates-Diop Free Throw 1 of 2 (3 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
44,PT07M54.00S,2023-03-30T00:16:31.0Z,1,REGULAR,freethrow,2 of 2,[],1628966,,,1610612759,12,14,2023-03-30T00:16:31Z,440000,False,,,0,,K. Bates-Diop Free Throw 2 of 2 (4 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
45,PT07M46.00S,2023-03-30T00:16:41.4Z,1,REGULAR,turnover,bad pass,[],1631323,,,1610612762,12,14,2023-03-30T00:16:46Z,450000,False,,,0,,S. Fontecchio bad pass TURNOVER (1 TO),"[1631323, 1628966]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,1.0,Bates-Diop,1628966.0,,,,,,,,,,,,,,,,,
46,PT07M46.00S,2023-03-30T00:16:41.4Z,1,REGULAR,steal,,[],1628966,,,1610612759,12,14,2023-03-30T00:16:43Z,460000,False,,,0,,K. Bates-Diop STEAL (1 STL),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
47,PT07M37.00S,2023-03-30T00:16:50.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631103,6.258212877792378,55.14705882352941,1610612759,12,14,2023-03-30T00:17:23Z,470000,False,-26.0,6.0,1,left,MISS M. Branham driving Layup,[1631103],1610612759.0,SAS,driving,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,,,2.65,Missed,,,,,,,,,,,,,,,
48,PT07M37.00S,2023-03-30T00:16:52.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,12,14,2023-03-30T00:16:52Z,480000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,47.0,,,,,,,,,
50,PT07M37.00S,2023-03-30T00:16:55.2Z,1,REGULAR,substitution,out,[],1628966,,,1610612759,12,14,2023-03-30T00:17:07Z,500000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M37.00S,2023-03-30T00:16:55.2Z,1,REGULAR,substitution,in,[],1630572,,,1610612759,12,14,2023-03-30T00:17:07Z,510000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M34.00S,2023-03-30T00:17:13.7Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1631103,10.200394218134035,29.901960784313726,1610612759,12,14,2023-03-30T00:17:20Z,520000,False,100.0,43.0,1,left,MISS M. Branham 10' pullup Shot - blocked,"[1631103, 1630534]",1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Mid-Range,8-16 Right,,,,10.95,Missed,,,,,,,,,,,,,,Agbaji,1630534.0
53,PT07M34.00S,2023-03-30T00:17:13.7Z,1,REGULAR,block,,[],1630534,,,1610612759,12,14,2023-03-30T00:17:50Z,530000,False,,,0,,O. Agbaji BLOCK (1 BLK),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
54,PT07M31.00S,2023-03-30T00:17:16.7Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612762,12,14,2023-03-30T00:17:20Z,540000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Mid-Range,8-16 Right,,,,,,,,,,,52.0,1.0,1.0,0.0,,,,,,
55,PT07M26.00S,2023-03-30T00:17:22.6Z,1,REGULAR,3pt,Jump Shot,[],1629659,68.28186596583443,20.833333333333336,1610612762,12,14,2023-03-30T00:17:29Z,550000,False,-146.0,246.0,1,right,MISS T. Horton-Tucker 28' 3PT,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,,28.57,Missed,,,,,,,,,,,,,,,
56,PT07M23.00S,2023-03-30T00:17:25.6Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,12,14,2023-03-30T00:17:29Z,560000,False,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,55.0,2.0,2.0,0.0,,,,,,
57,PT07M17.00S,2023-03-30T00:17:31.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628380,5.995400788436268,50.245098039215684,1610612759,14,14,2023-03-30T00:17:36Z,570000,False,-1.0,4.0,1,left,Z. Collins DUNK (2 PTS) (S. Mamukelashvili 1 AST),"[1628380, 1630572]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,0.41,Made,2.0,S. Mamukelashvili,1630572.0,1.0,,,,,,,,,,,
59,PT07M01.00S,2023-03-30T00:17:46.9Z,1,REGULAR,3pt,Jump Shot,[],1629659,77.61169513797634,10.294117647058822,1610612762,14,14,2023-03-30T00:19:32Z,590000,False,-199.0,158.0,1,right,MISS T. Horton-Tucker 25' step back 3PT,[1629659],1610612762.0,UTA,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,,25.37,Missed,,,,,,,,,,,,,,,
60,PT07M01.00S,2023-03-30T00:17:46.9Z,1,REGULAR,rebound,offensive,[],1629659,,,1610612762,14,14,2023-03-30T00:17:56Z,600000,False,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:0),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,59.0,1.0,0.0,1.0,,,,,,
61,PT06M59.00S,2023-03-30T00:17:51.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629659,94.40999984741211,50.0,1610612762,14,14,2023-03-30T00:17:51Z,610000,False,0.0,0.0,1,right,MISS T. Horton-Tucker putback Layup,[1629659],1610612762.0,UTA,putback,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
62,PT06M59.00S,2023-03-30T00:17:51.8Z,1,REGULAR,rebound,offensive,[],1629659,,,1610612762,14,14,2023-03-30T00:17:51Z,620000,False,,,0,,T. Horton-Tucker REBOUND (Off:2 Def:0),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,8-16 Left,,,,,,,,,,,61.0,2.0,0.0,2.0,,,,,,
