actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M39.00S,2022-11-12T01:12:07.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627751,5.590000152587891,50.0,1610612759,4,0,2022-11-12T01:12:07Z,170000,False,0.0,0.0,1,left,J. Poeltl tip Layup (2 PTS),[1627751],1610612759.0,SAS,tip,,,Poeltl,J. Poeltl,,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,2.0,,,,,,,,,,
18,PT10M29.00S,2022-11-12T01:12:17.6Z,1,REGULAR,2pt,Jump Shot,[],201572,78.26872536136662,45.34313725490196,1610612749,4,0,2022-11-12T01:12:28Z,180000,False,-23.0,152.0,1,right,MISS B. Lopez 15' Jump Shot,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Mid-Range,8-16 Center,15.36,Missed,,,,,,,,,,,,,,,,,
19,PT10M25.00S,2022-11-12T01:12:21.6Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,4,0,2022-11-12T01:12:28Z,190000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,Mid-Range,8-16 Center,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,
20,PT10M16.00S,2022-11-12T01:12:30.5Z,1,REGULAR,3pt,Jump Shot,[],1630170,4.155716162943495,4.411764705882353,1610612759,4,0,2022-11-12T01:12:41Z,200000,False,228.0,-13.0,1,left,MISS D. Vassell bank 3PT,[1630170],1610612759.0,SAS,bank,,,Vassell,D. Vassell,,,,,,Right Corner 3,24+ Right,22.83,Missed,,,,,,,,,,,,,,,,,
21,PT10M12.00S,2022-11-12T01:12:33.9Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,4,0,2022-11-12T01:12:33Z,210000,False,,,0,,J. Sochan REBOUND (Off:1 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,Right Corner 3,24+ Right,,,,,20.0,1.0,0.0,1.0,,,,,,,,,,,
22,PT10M07.00S,2022-11-12T01:12:39.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,6.258212877792378,49.01960784313725,1610612759,4,0,2022-11-12T01:13:11Z,220000,False,5.0,6.0,1,left,MISS K. Johnson driving finger roll Layup - blocked,"[1629640, 201572]",1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,,Restricted Area,0-8 Center,0.8,Missed,Lopez,201572.0,,,,,,,,,,,,,,,
23,PT10M07.00S,2022-11-12T01:12:39.6Z,1,REGULAR,block,,[],201572,,,1610612759,4,0,2022-11-12T01:12:43Z,230000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
24,PT10M03.00S,2022-11-12T01:12:43.6Z,1,REGULAR,rebound,defensive,[],1630699,,,1610612749,4,0,2022-11-12T01:13:11Z,240000,False,,,0,,M. Beauchamp REBOUND (Off:0 Def:1),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,Restricted Area,0-8 Center,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,
25,PT09M56.00S,2022-11-12T01:12:53.0Z,1,REGULAR,turnover,out-of-bounds,[],1626171,,,1610612749,4,0,2022-11-12T01:13:21Z,250000,False,,,0,,B. Portis lost ball out-of-bounds TURNOVER (1 TO),[1626171],1610612749.0,MIL,lost ball,,,Portis,B. Portis,,,,,1193.0,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,,,,,,
26,PT09M40.00S,2022-11-12T01:13:14.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631110,5.075558475689881,94.6078431372549,1610612759,4,0,2022-11-12T01:13:29Z,260000,False,-223.0,-5.0,1,left,MISS J. Sochan 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,Left Corner 3,24+ Left,22.31,Missed,,,,,,,,,,,,,,,,,
27,PT09M37.00S,2022-11-12T01:13:17.5Z,1,REGULAR,rebound,defensive,[],1630699,,,1610612749,4,0,2022-11-12T01:13:17Z,270000,False,,,0,,M. Beauchamp REBOUND (Off:0 Def:2),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,Left Corner 3,24+ Left,,,,,26.0,2.0,2.0,0.0,,,,,,,,,,,
28,PT09M29.00S,2022-11-12T01:13:26.3Z,1,REGULAR,turnover,lost ball,[],1628975,,,1610612749,4,0,2022-11-12T01:13:37Z,280000,False,,,0,,J. Carter lost ball TURNOVER (2 TO),"[1628975, 1630200]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,2.0,Jones,1630200.0,,,,
29,PT09M29.00S,2022-11-12T01:13:26.3Z,1,REGULAR,steal,,[],1630200,,,1610612759,4,0,2022-11-12T01:13:28Z,290000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,
30,PT09M24.00S,2022-11-12T01:13:30.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630170,5.732588699080158,50.0,1610612759,6,0,2022-11-12T01:16:09Z,300000,False,0.0,1.0,1,left,D. Vassell running DUNK (4 PTS) (T. Jones 1 AST),"[1630170, 1630200]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,,Restricted Area,0-8 Center,0.14,Made,,,,,,,4.0,T. Jones,1630200.0,1.0,,,,,,,
32,PT09M04.00S,2022-11-12T01:13:50.4Z,1,REGULAR,2pt,Jump Shot,[],1630699,74.06373193166885,62.00980392156863,1610612749,6,2,2022-11-12T01:14:06Z,320000,False,60.0,191.0,1,right,M. Beauchamp 20' pullup Jump Shot (2 PTS) (B. Lopez 1 AST),"[1630699, 201572]",1610612749.0,MIL,pullup,,,Beauchamp,M. Beauchamp,,,,,,Mid-Range,16-24 Center,20.05,Made,,,,,,,2.0,B. Lopez,201572.0,1.0,,,,,,,
34,PT08M46.00S,2022-11-12T01:14:11.1Z,1,REGULAR,turnover,out-of-bounds,[],1629640,,,1610612759,6,2,2022-11-12T01:14:23Z,340000,False,,,0,,K. Johnson step out-of-bounds TURNOVER (1 TO),[1629640],1610612759.0,SAS,step,,,Johnson,K. Johnson,,,,,101284.0,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,,,,,
35,PT08M38.00S,2022-11-12T01:14:31.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201572,92.72339027595268,46.07843137254902,1610612749,6,4,2022-11-12T01:14:51Z,350000,False,-20.0,16.0,1,right,B. Lopez Layup (2 PTS) (J. Carter 1 AST),"[201572, 1628975]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,,,2.0,J. Carter,1628975.0,1.0,,,,,,,
37,PT08M38.00S,2022-11-12T01:14:37.9Z,1,REGULAR,foul,personal,['1freethrow'],1629640,,,1610612749,6,4,2022-11-12T01:14:55Z,370000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Lopez 1 FT),"[1629640, 201572]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,101284.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Lopez,201572.0
39,PT08M38.00S,2022-11-12T01:14:56.7Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],201572,,,1610612749,6,5,2022-11-12T01:14:56Z,390000,False,,,0,,B. Lopez Free Throw 1 of 1 (3 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,
40,PT08M24.00S,2022-11-12T01:15:10.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,9.280551905387648,63.23529411764706,1610612759,6,5,2022-11-12T01:15:43Z,400000,False,-66.0,35.0,1,left,MISS T. Jones 7' driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,,In The Paint (Non-RA),0-8 Center,7.47,Missed,,,,,,,,,,,,,,,,,
41,PT08M22.00S,2022-11-12T01:15:12.7Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,6,5,2022-11-12T01:15:43Z,410000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,In The Paint (Non-RA),0-8 Center,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,
42,PT08M16.00S,2022-11-12T01:15:18.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629670,92.46057818659659,49.754901960784316,1610612749,6,5,2022-11-12T01:15:49Z,420000,False,-1.0,18.0,1,right,MISS J. Nwora driving Layup - blocked,"[1629670, 1627751]",1610612749.0,MIL,driving,,,Nwora,J. Nwora,,,,,,Restricted Area,0-8 Center,1.84,Missed,Poeltl,1627751.0,,,,,,,,,,,,,,,
43,PT08M16.00S,2022-11-12T01:15:18.6Z,1,REGULAR,block,,[],1627751,,,1610612749,6,5,2022-11-12T01:15:21Z,430000,False,,,0,,J. Poeltl BLOCK (2 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
44,PT08M13.00S,2022-11-12T01:15:21.6Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,6,5,2022-11-12T01:15:49Z,440000,False,,,0,,J. Sochan REBOUND (Off:1 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,Restricted Area,0-8 Center,,,,,42.0,2.0,1.0,1.0,,,,,,,,,,,
45,PT08M10.00S,2022-11-12T01:15:25.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631110,7.30946123521682,49.50980392156863,1610612759,8,5,2022-11-12T01:17:32Z,450000,False,2.0,16.0,1,left,J. Sochan running Layup (2 PTS),[1631110],1610612759.0,SAS,running,,,Sochan,J. Sochan,,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,,,2.0,,,,,,,,,,
46,PT07M45.00S,2022-11-12T01:15:50.1Z,1,REGULAR,3pt,Jump Shot,[],201572,67.62483574244416,61.029411764705884,1610612749,8,8,2022-11-12T01:16:05Z,460000,False,55.0,252.0,1,right,B. Lopez 25' 3PT  (6 PTS) (B. Portis 1 AST),"[201572, 1626171]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Above the Break 3,24+ Center,25.78,Made,,,,,,,6.0,B. Portis,1626171.0,1.0,,,,,,,
48,PT07M22.00S,2022-11-12T01:16:12.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,17.296320630749015,35.294117647058826,1610612759,8,8,2022-11-12T01:16:21Z,480000,False,74.0,110.0,1,left,MISS D. Vassell 13' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,,In The Paint (Non-RA),8-16 Right,13.24,Missed,,,,,,,,,,,,,,,,,
49,PT07M22.00S,2022-11-12T01:16:12.9Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,8,8,2022-11-12T01:17:09Z,490000,False,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,In The Paint (Non-RA),8-16 Right,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,
50,PT07M10.00S,2022-11-12T01:16:24.5Z,1,REGULAR,3pt,Jump Shot,[],1629670,69.20170827858082,20.588235294117645,1610612749,8,11,2022-11-12T01:16:33Z,500000,False,-147.0,237.0,1,right,J. Nwora 27' 3PT  (3 PTS) (B. Portis 2 AST),"[1629670, 1626171]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,Above the Break 3,24+ Left Center,27.89,Made,,,,,,,3.0,B. Portis,1626171.0,2.0,,,,,,,
52,PT07M10.00S,2022-11-12T01:16:31.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,8,11,2022-11-12T01:16:31Z,520000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M10.00S,2022-11-12T01:18:58.8Z,1,REGULAR,substitution,out,[],1626171,,,1610612759,8,11,2022-11-12T01:19:09Z,530000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M10.00S,2022-11-12T01:18:58.8Z,1,REGULAR,substitution,in,[],201588,,,1610612759,8,11,2022-11-12T01:19:09Z,540000,False,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M50.00S,2022-11-12T01:19:46.3Z,1,REGULAR,3pt,Jump Shot,[],1629640,32.013797634691194,60.29411764705882,1610612759,11,11,2022-11-12T01:19:51Z,550000,False,-51.0,248.0,1,left,K. Johnson 25' 3PT pullup (3 PTS),[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,,Above the Break 3,24+ Center,25.37,Made,,,,,,,3.0,,,,,,,,,,
56,PT06M28.00S,2022-11-12T01:20:06.6Z,1,REGULAR,2pt,Jump Shot,[],1628975,78.13731931668858,36.27450980392157,1610612749,11,11,2022-11-12T01:20:17Z,560000,False,-69.0,153.0,1,right,MISS J. Carter 16' turnaround fadeaway Shot,[1628975],1610612749.0,MIL,turnaround fadeaway,,,Carter,J. Carter,,,,,,Mid-Range,16-24 Left Center,16.77,Missed,,,,,,,,,,,,,,,,,
57,PT06M26.00S,2022-11-12T01:20:08.6Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,11,11,2022-11-12T01:20:17Z,570000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,Mid-Range,16-24 Left Center,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,
58,PT06M16.00S,2022-11-12T01:20:18.7Z,1,REGULAR,turnover,bad pass,[],1627751,,,1610612759,11,11,2022-11-12T01:20:23Z,580000,False,,,0,,J. Poeltl bad pass TURNOVER (1 TO),"[1627751, 201572]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Lopez,201572.0,,,,
59,PT06M16.00S,2022-11-12T01:20:18.7Z,1,REGULAR,steal,,[],201572,,,1610612749,11,11,2022-11-12T01:20:20Z,590000,False,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
60,PT06M08.00S,2022-11-12T01:20:27.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630699,92.59198423127464,28.676470588235293,1610612749,11,13,2022-11-12T01:20:37Z,600000,False,-107.0,17.0,1,right,M. Beauchamp 10' turnaround fadeaway Jump Shot (4 PTS),[1630699],1610612749.0,MIL,turnaround fadeaway,,,Beauchamp,M. Beauchamp,,,,,,Mid-Range,8-16 Left,10.8,Made,,,,,,,4.0,,,,,,,,,,
61,PT05M56.00S,2022-11-12T01:20:38.9Z,1,REGULAR,2pt,Jump Shot,[],1630200,16.90210249671485,27.205882352941174,1610612759,13,13,2022-11-12T01:20:48Z,610000,False,114.0,106.0,1,left,T. Jones 15' driving floating Jump Shot (2 PTS),[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,,Mid-Range,8-16 Right,15.59,Made,,,,,,,2.0,,,,,,,,,,
62,PT05M43.00S,2022-11-12T01:20:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629670,91.80354796320631,47.30392156862745,1610612749,13,15,2022-11-12T01:21:18Z,620000,False,-13.0,25.0,1,right,J. Nwora driving Layup (5 PTS) (J. Carter 2 AST),"[1629670, 1628975]",1610612749.0,MIL,driving,,,Nwora,J. Nwora,,,,,,Restricted Area,0-8 Center,2.8,Made,,,,,,,5.0,J. Carter,1628975.0,2.0,,,,,,,
64,PT05M43.00S,2022-11-12T01:20:58.1Z,1,REGULAR,foul,personal,['1freethrow'],1631110,,,1610612749,13,15,2022-11-12T01:21:20Z,640000,False,,,0,,J. Sochan shooting personal FOUL (1 PF) (Nwora 1 FT),"[1631110, 1629670]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,1628171.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Nwora,1629670.0
66,PT05M43.00S,2022-11-12T01:21:06.7Z,1,REGULAR,substitution,out,[],1631110,,,1610612749,13,15,2022-11-12T01:22:12Z,660000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M43.00S,2022-11-12T01:21:06.7Z,1,REGULAR,substitution,out,[],1630170,,,1610612749,13,15,2022-11-12T01:22:12Z,670000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M43.00S,2022-11-12T01:21:06.7Z,1,REGULAR,substitution,out,[],1630699,,,1610612749,13,15,2022-11-12T01:22:12Z,680000,False,,,0,,SUB out: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M43.00S,2022-11-12T01:21:06.7Z,1,REGULAR,substitution,in,[],1626196,,,1610612749,13,15,2022-11-12T01:22:12Z,690000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M43.00S,2022-11-12T01:21:06.7Z,1,REGULAR,substitution,in,[],203926,,,1610612749,13,15,2022-11-12T01:22:12Z,700000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M43.00S,2022-11-12T01:21:06.7Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,13,15,2022-11-12T01:22:12Z,710000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M43.00S,2022-11-12T01:21:25.1Z,1,REGULAR,freethrow,1 of 1,[],1629670,,,1610612749,13,16,2022-11-12T01:21:25Z,720000,False,,,0,,J. Nwora Free Throw 1 of 1 (6 PTS),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,
73,PT05M32.00S,2022-11-12T01:21:37.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,14.536793692509855,50.0,1610612759,15,16,2022-11-12T01:21:57Z,730000,False,0.0,84.0,1,left,J. Poeltl 8' floating Jump Shot (4 PTS) (T. Jones 2 AST),"[1627751, 1630200]",1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,,In The Paint (Non-RA),8-16 Center,8.41,Made,,,,,,,4.0,T. Jones,1630200.0,2.0,,,,,,,
75,PT05M21.00S,2022-11-12T01:21:51.1Z,1,REGULAR,turnover,traveling,[],201572,,,1610612749,15,16,2022-11-12T01:22:04Z,750000,False,,,0,,B. Lopez traveling TURNOVER (1 TO),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,101284.0,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,,,,,,
76,PT05M07.00S,2022-11-12T01:22:10.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,5.995400788436268,52.450980392156865,1610612759,15,16,2022-11-12T01:22:21Z,760000,False,-12.0,4.0,1,left,MISS J. Poeltl finger roll Layup,[1627751],1610612759.0,SAS,finger roll,,,Poeltl,J. Poeltl,,,,,,Restricted Area,0-8 Center,1.29,Missed,,,,,,,,,,,,,,,,,
77,PT05M05.00S,2022-11-12T01:22:12.8Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,15,16,2022-11-12T01:22:12Z,770000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Restricted Area,0-8 Center,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,
78,PT04M54.00S,2022-11-12T01:22:27.8Z,1,REGULAR,foul,personal,[],1629640,,,1610612749,15,16,2022-11-12T01:22:49Z,780000,False,,,0,,K. Johnson personal FOUL (2 PF),"[1629640, 1629670]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,1628171.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Nwora,1629670.0
80,PT04M54.00S,2022-11-12T01:22:33.5Z,1,REGULAR,substitution,out,[],1627751,,,1610612749,15,16,2022-11-12T01:22:45Z,800000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M54.00S,2022-11-12T01:22:33.5Z,1,REGULAR,substitution,out,[],201572,,,1610612749,15,16,2022-11-12T01:22:45Z,810000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M54.00S,2022-11-12T01:22:33.5Z,1,REGULAR,substitution,out,[],1629670,,,1610612749,15,16,2022-11-12T01:22:45Z,820000,False,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
