actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
19,PT10M24.00S,2023-02-02T01:11:45.4Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,4,5,2023-02-02T01:11:49Z,190000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,
20,PT10M18.00S,2023-02-02T01:11:51.7Z,1,REGULAR,turnover,lost ball,[],1630200,,,1610612759,4,5,2023-02-02T01:11:57Z,200000,False,,,0,,T. Jones lost ball TURNOVER (1 TO),"[1630200, 203084]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,Barnes,203084.0,,,,,
21,PT10M18.00S,2023-02-02T01:11:51.7Z,1,REGULAR,steal,,[],203084,,,1610612758,4,5,2023-02-02T01:16:34Z,210000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
22,PT10M12.00S,2023-02-02T01:11:57.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203084,7.178055190538765,2.941176470588235,1610612758,4,5,2023-02-02T01:12:04Z,220000,False,235.0,15.0,1,left,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,23.58,Missed,,,,,,,,,,,,,,,,,,
23,PT10M09.00S,2023-02-02T01:12:00.6Z,1,REGULAR,rebound,offensive,[],1631099,,,1610612758,4,5,2023-02-02T01:12:00Z,230000,False,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,
24,PT10M08.00S,2023-02-02T01:12:02.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628368,31.882391590013142,66.17647058823529,1610612758,4,5,2023-02-02T01:12:21Z,240000,False,-81.0,247.0,1,left,MISS D. Fox 26' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,26.01,Missed,,,,,,,,,,,,,,,,,,
25,PT10M08.00S,2023-02-02T01:12:02.2Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,4,5,2023-02-02T01:12:21Z,250000,False,,,0,,K. Bates-Diop REBOUND (Off:0 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Center,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,
26,PT09M51.00S,2023-02-02T01:12:18.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,91.93495400788436,52.69607843137255,1610612759,4,5,2023-02-02T01:12:31Z,260000,False,13.0,23.0,1,right,MISS J. Sochan turnaround Shot,[1631110],1610612759.0,SAS,turnaround,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
27,PT09M49.00S,2023-02-02T01:12:20.1Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,4,5,2023-02-02T01:12:31Z,270000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,
28,PT09M43.00S,2023-02-02T01:12:27.0Z,1,REGULAR,turnover,lost ball,[],1627734,,,1610612758,4,5,2023-02-02T01:12:34Z,280000,False,,,0,,D. Sabonis lost ball TURNOVER (1 TO),"[1627734, 1627751]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Poeltl,1627751.0,,,,,
29,PT09M43.00S,2023-02-02T01:12:27.0Z,1,REGULAR,steal,,[],1627751,,,1610612759,4,5,2023-02-02T01:17:13Z,290000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M37.00S,2023-02-02T01:12:33.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631110,90.62089356110381,47.794117647058826,1610612759,4,5,2023-02-02T01:15:22Z,300000,False,-11.0,36.0,1,right,MISS J. Sochan driving finger roll Layup - blocked,"[1631110, 1628368]",1610612759.0,SAS,driving finger roll,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,3.74,Missed,,,,,Fox,1628368.0,,,,,,,,,,,,
31,PT09M37.00S,2023-02-02T01:12:33.0Z,1,REGULAR,block,,[],1628368,,,1610612759,4,5,2023-02-02T01:12:36Z,310000,False,,,0,,D. Fox BLOCK (1 BLK),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M33.00S,2023-02-02T01:12:37.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,4,5,2023-02-02T01:12:45Z,320000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,
33,PT09M26.00S,2023-02-02T01:12:43.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,8.754927726675426,47.794117647058826,1610612758,4,7,2023-02-02T01:17:15Z,330000,False,11.0,30.0,1,left,H. Barnes driving finger roll Layup (2 PTS),[203084],1610612758.0,SAC,driving finger roll,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,3.18,Made,2.0,,,,,,,,,,,,,,,,,
34,PT09M10.00S,2023-02-02T01:12:59.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,92.19776609724047,53.431372549019606,1610612759,6,7,2023-02-02T01:17:26Z,340000,False,17.0,21.0,1,right,K. Johnson driving Layup (4 PTS),[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.7,Made,4.0,,,,,,,,,,,,,,,,,
35,PT09M00.00S,2023-02-02T01:13:09.1Z,1,REGULAR,3pt,Jump Shot,[],1627734,33.459264126149804,44.85294117647059,1610612758,6,7,2023-02-02T01:13:24Z,350000,False,26.0,262.0,1,left,MISS D. Sabonis 26' 3PT,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,26.33,Missed,,,,,,,,,,,,,,,,,,
36,PT09M00.00S,2023-02-02T01:13:09.1Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,6,7,2023-02-02T01:13:24Z,360000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Center,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,
37,PT08M50.00S,2023-02-02T01:13:19.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,92.06636005256242,48.529411764705884,1610612759,8,7,2023-02-02T01:13:29Z,370000,False,-7.0,22.0,1,right,J. Poeltl driving reverse Layup (4 PTS) (T. Jones 3 AST),"[1627751, 1630200]",1610612759.0,SAS,driving reverse,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.33,Made,4.0,T. Jones,1630200.0,3.0,,,,,,,,,,,,,,
39,PT08M39.00S,2023-02-02T01:13:31.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,10.463206307490145,51.470588235294116,1610612758,8,7,2023-02-02T01:14:03Z,390000,False,-7.0,46.0,1,left,MISS D. Fox driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,4.65,Missed,,,,,,,,,,,,,,,,,,
40,PT08M38.00S,2023-02-02T01:13:32.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,8,7,2023-02-02T01:14:03Z,400000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,39.0,,,,,,,,,,,
42,PT08M23.00S,2023-02-02T01:13:54.9Z,1,REGULAR,3pt,Jump Shot,[],1629640,92.19776609724047,96.56862745098039,1610612759,8,7,2023-02-02T01:14:06Z,420000,False,233.0,21.0,1,right,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,23.37,Missed,,,,,,,,,,,,,,,,,,
43,PT08M21.00S,2023-02-02T01:13:56.9Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,8,7,2023-02-02T01:14:06Z,430000,False,,,0,,K. Murray REBOUND (Off:1 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,,,,,,,42.0,2.0,1.0,1.0,,,,,,,,
44,PT08M14.00S,2023-02-02T01:14:04.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,7.440867279894875,47.05882352941176,1610612758,8,9,2023-02-02T01:18:35Z,440000,False,15.0,17.0,1,left,H. Barnes reverse Layup (4 PTS) (D. Sabonis 1 AST),"[203084, 1627734]",1610612758.0,SAC,reverse,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,2.28,Made,4.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,,,,
46,PT08M01.00S,2023-02-02T01:14:17.1Z,1,REGULAR,3pt,Jump Shot,[],1631110,90.48948751642575,1.9607843137254901,1610612759,8,9,2023-02-02T01:14:21Z,460000,False,-240.0,37.0,1,right,MISS J. Sochan 24' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,24.3,Missed,,,,,,,,,,,,,,,,,,
47,PT07M58.00S,2023-02-02T01:14:20.1Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,8,9,2023-02-02T01:14:21Z,470000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,,,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,
48,PT07M37.00S,2023-02-02T01:14:41.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,8.09789750328515,50.98039215686274,1610612758,8,9,2023-02-02T01:14:46Z,480000,False,-5.0,24.0,1,left,MISS D. Sabonis Layup,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,,,,
49,PT07M36.00S,2023-02-02T01:14:43.0Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,8,9,2023-02-02T01:14:43Z,490000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,48.0,3.0,2.0,1.0,,,,,,,,
50,PT07M36.00S,2023-02-02T01:14:44.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,7.966491458607096,49.50980392156863,1610612758,8,11,2023-02-02T01:14:57Z,500000,False,2.0,22.0,1,left,D. Sabonis putback Layup (4 PTS),[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.25,Made,4.0,,,,,,,,,,,,,,,,,
51,PT07M36.00S,2023-02-02T01:14:50.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,8,11,2023-02-02T01:14:50Z,510000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M14.00S,2023-02-02T01:18:04.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,86.59658344283837,48.06602328431372,1610612759,8,11,2023-02-02T01:18:11Z,520000,False,-10.0,73.0,1,right,MISS J. Poeltl 7' Jump Shot,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,7.41,Missed,,,,,,,,,,,,,,,,,,
53,PT07M11.00S,2023-02-02T01:18:07.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,8,11,2023-02-02T01:18:11Z,530000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,52.0,4.0,3.0,1.0,,,,,,,,
54,PT07M07.00S,2023-02-02T01:18:13.2Z,1,REGULAR,violation,kicked ball,[],1627751,,,1610612758,8,11,2023-02-02T01:18:34Z,540000,False,,,0,,J. Poeltl kicked ball VIOLATION,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,203592.0,,,,
55,PT06M57.00S,2023-02-02T01:18:37.4Z,1,REGULAR,3pt,Jump Shot,[],1631099,32.013797634691194,30.88235294117647,1610612758,8,11,2023-02-02T01:18:43Z,550000,False,96.0,248.0,1,left,MISS K. Murray 26' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,26.62,Missed,,,,,,,,,,,,,,,,,,
56,PT06M52.00S,2023-02-02T01:18:42.4Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,8,11,2023-02-02T01:18:43Z,560000,False,,,0,,K. Bates-Diop REBOUND (Off:0 Def:2),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Right Center,,,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,
57,PT06M40.00S,2023-02-02T01:18:53.5Z,1,REGULAR,2pt,Jump Shot,[],1631110,91.93495400788436,66.91176470588235,1610612759,8,11,2023-02-02T01:19:50Z,570000,False,85.0,23.0,1,right,MISS J. Sochan 8' turnaround bank Shot,[1631110],1610612759.0,SAS,turnaround bank,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Right,8.77,Missed,,,,,,,,,,,,,,,,,,
58,PT06M35.00S,2023-02-02T01:18:58.5Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,8,11,2023-02-02T01:19:50Z,580000,False,,,0,,K. Johnson REBOUND (Off:1 Def:0),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,,,57.0,1.0,0.0,1.0,,,,,,,,
59,PT06M35.00S,2023-02-02T01:18:59.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,94.40999984741211,50.0,1610612759,10,11,2023-02-02T01:18:59Z,590000,False,0.0,0.0,1,right,K. Johnson putback Layup (6 PTS),[1629640],1610612759.0,SAS,putback,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,0.0,Made,6.0,,,,,,,,,,,,,,,,,
60,PT06M26.00S,2023-02-02T01:19:08.4Z,1,REGULAR,3pt,Jump Shot,[],203084,31.225361366622867,22.30392156862745,1610612758,10,11,2023-02-02T01:19:16Z,600000,False,138.0,241.0,1,left,MISS H. Barnes 27' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,27.8,Missed,,,,,,,,,,,,,,,,,,
61,PT06M26.00S,2023-02-02T01:19:08.4Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,10,11,2023-02-02T01:19:16Z,610000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,,,,,60.0,2.0,2.0,0.0,,,,,,,,
62,PT06M05.00S,2023-02-02T01:19:28.8Z,1,REGULAR,2pt,Jump Shot,[],1628966,93.64323258869908,73.0392156862745,1610612759,10,11,2023-02-02T01:20:35Z,620000,False,115.0,7.0,1,right,MISS K. Bates-Diop 11' driving floating Shot,[1628966],1610612759.0,SAS,driving floating,,,Bates-Diop,K. Bates-Diop,,,,,Mid-Range,8-16 Right,11.54,Missed,,,,,,,,,,,,,,,,,,
63,PT06M01.00S,2023-02-02T01:19:32.8Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,10,11,2023-02-02T01:19:34Z,630000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Right,,,,,,,,,62.0,5.0,4.0,1.0,,,,,,,,
64,PT05M57.00S,2023-02-02T01:19:37.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628368,9.543363994743759,53.67647058823529,1610612758,10,13,2023-02-02T01:19:47Z,640000,False,-18.0,37.0,1,left,D. Fox driving floating Jump Shot (5 PTS),[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,4.15,Made,5.0,,,,,,,,,,,,,,,,,
65,PT05M35.00S,2023-02-02T01:19:59.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,88.78120893561103,56.127450980392155,1610612759,12,13,2023-02-02T01:20:11Z,650000,False,31.0,53.0,1,right,K. Johnson 6' driving floating Jump Shot (8 PTS),[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.12,Made,8.0,,,,,,,,,,,,,,,,,
66,PT05M23.00S,2023-02-02T01:20:10.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,18.134034165571617,49.59405637254902,1610612758,12,15,2023-02-02T01:20:35Z,660000,False,2.0,118.0,1,left,D. Sabonis 11' Jump Shot (6 PTS) (D. Fox 1 AST),"[1627734, 1628368]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,11.8,Made,6.0,D. Fox,1628368.0,1.0,,,,,,,,,,,,,,
68,PT05M11.00S,2023-02-02T01:20:25.0Z,1,REGULAR,foul,personal,[],1628368,,,1610612759,12,15,2023-02-02T01:20:37Z,680000,False,,,0,,D. Fox personal FOUL (1 PF),"[1628368, 1631110]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Sochan,1631110.0
70,PT05M11.00S,2023-02-02T01:20:34.4Z,1,REGULAR,substitution,out,[],1631110,,,1610612759,12,15,2023-02-02T01:20:57Z,700000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M11.00S,2023-02-02T01:20:34.4Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,12,15,2023-02-02T01:20:57Z,710000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M11.00S,2023-02-02T01:20:34.4Z,1,REGULAR,substitution,out,[],203084,,,1610612759,12,15,2023-02-02T01:20:57Z,720000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M11.00S,2023-02-02T01:20:34.4Z,1,REGULAR,substitution,out,[],1628989,,,1610612759,12,15,2023-02-02T01:20:57Z,730000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M11.00S,2023-02-02T01:20:34.4Z,1,REGULAR,substitution,out,[],1628368,,,1610612759,12,15,2023-02-02T01:20:57Z,740000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M11.00S,2023-02-02T01:20:34.4Z,1,REGULAR,substitution,in,[],1626196,,,1610612759,12,15,2023-02-02T01:20:57Z,750000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M11.00S,2023-02-02T01:20:34.4Z,1,REGULAR,substitution,in,[],1631103,,,1610612759,12,15,2023-02-02T01:20:57Z,760000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M11.00S,2023-02-02T01:20:34.4Z,1,REGULAR,substitution,in,[],1629056,,,1610612759,12,15,2023-02-02T01:20:57Z,770000,False,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M11.00S,2023-02-02T01:20:34.4Z,1,REGULAR,substitution,in,[],1630558,,,1610612759,12,15,2023-02-02T01:20:57Z,780000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M11.00S,2023-02-02T01:20:34.4Z,1,REGULAR,substitution,in,[],1628370,,,1610612759,12,15,2023-02-02T01:20:57Z,790000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M03.00S,2023-02-02T01:21:07.2Z,1,REGULAR,3pt,Jump Shot,[],1626196,70.64717477003943,79.16666666666666,1610612759,12,15,2023-02-02T01:21:12Z,800000,False,146.0,223.0,1,right,MISS J. Richardson 26' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,26.68,Missed,,,,,,,,,,,,,,,,,,
