actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-19T20:11:48.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-19T20:11:48Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-03-19T20:11:52.6Z,1,REGULAR,jumpball,recovered,[],1629631,,,1610612737,0,0,2023-03-19T20:11:52Z,40000,False,,,0,,Jump Ball C. Capela vs. Z. Collins: Tip to D. Hunter,"[1629631, 203991, 1628380]",1610612737.0,ATL,startperiod,D. Hunter,1629631.0,Hunter,D. Hunter,Capela,203991.0,Collins,1628380.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2023-03-19T20:12:00.7Z,1,REGULAR,3pt,Jump Shot,[],1627749,30.17411300919842,30.392156862745097,1610612737,0,0,2023-03-19T20:12:18Z,70000,False,98.0,231.0,1,left,MISS D. Murray 25' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,25.1,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2023-03-19T20:12:04.7Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,0,0,2023-03-19T20:12:11Z,80000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M41.00S,2023-03-19T20:12:06.6Z,1,REGULAR,turnover,bad pass,[],1629640,,,1610612759,0,0,2023-03-19T20:12:17Z,90000,False,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1629640, 1627749]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Murray,1627749.0,,,,,,,,,,,
10,PT11M41.00S,2023-03-19T20:12:06.6Z,1,REGULAR,steal,,[],1627749,,,1610612737,0,0,2023-03-19T20:12:10Z,100000,False,,,0,,D. Murray STEAL (1 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
11,PT11M36.00S,2023-03-19T20:12:12.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627749,6.521024967148489,53.67647058823529,1610612737,0,2,2023-03-19T20:12:28Z,110000,False,-18.0,9.0,1,left,D. Murray driving finger roll Layup (2 PTS),[1627749],1610612737.0,ATL,driving finger roll,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,2.04,Made,,,,,,,,2.0,,,,,,,,,,
12,PT11M21.00S,2023-03-19T20:12:26.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,94.03745072273325,41.42156862745098,1610612759,0,2,2023-03-19T20:13:26Z,120000,False,-43.0,4.0,1,right,MISS M. Branham turnaround bank Shot,[1631103],1610612759.0,SAS,turnaround bank,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,4.3,Missed,,,,,,,,,,,,,,,,,,
13,PT11M21.00S,2023-03-19T20:12:26.1Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,0,2,2023-03-19T20:12:36Z,130000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M11.00S,2023-03-19T20:12:36.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,6.1268068331143235,51.71568627450981,1610612737,0,4,2023-03-19T20:12:44Z,140000,False,-9.0,5.0,1,left,D. Murray driving Layup (4 PTS),[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,,,,4.0,,,,,,,,,,
