actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
90,PT04M52.00S,2023-04-08T20:23:55.6Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,24,23,2023-04-08T20:24:28Z,890000,False,,,0,,R. Gobert Free Throw 1 of 2 (3 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
91,PT04M52.00S,2023-04-08T20:23:56.2Z,1,REGULAR,substitution,out,[],1630577,,,1610612750,24,23,2023-04-08T20:24:08Z,900000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M52.00S,2023-04-08T20:23:56.2Z,1,REGULAR,substitution,out,[],1630572,,,1610612750,24,23,2023-04-08T20:24:08Z,910000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M52.00S,2023-04-08T20:23:56.2Z,1,REGULAR,substitution,out,[],201144,,,1610612750,24,23,2023-04-08T20:24:08Z,920000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M52.00S,2023-04-08T20:23:56.2Z,1,REGULAR,substitution,in,[],203476,,,1610612750,24,23,2023-04-08T20:24:08Z,930000,False,,,0,,SUB in: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M52.00S,2023-04-08T20:23:56.2Z,1,REGULAR,substitution,in,[],1629641,,,1610612750,24,23,2023-04-08T20:24:08Z,940000,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M52.00S,2023-04-08T20:23:56.2Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,24,23,2023-04-08T20:24:08Z,950000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M52.00S,2023-04-08T20:23:55.6Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,24,23,2023-04-08T20:24:28Z,960000,False,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
98,PT04M49.00S,2023-04-08T20:23:58.6Z,1,REGULAR,rebound,defensive,[],203476,,,1610612759,24,23,2023-04-08T20:24:28Z,970000,False,,,0,,G. Dieng REBOUND (Off:0 Def:1),[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,
99,PT04M29.00S,2023-04-08T20:24:43.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631104,94.69448094612353,45.34313725490196,1610612759,24,23,2023-04-08T20:24:58Z,980000,False,-23.0,-3.0,1,right,MISS B. Wesley driving Layup,[1631104],1610612759.0,SAS,driving,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,2.34,Missed,,,,,,,,,,,,,,,,,,
100,PT04M29.00S,2023-04-08T20:24:47.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,24,23,2023-04-08T20:24:47Z,990000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,99.0,,,,,,,,,,,,,,,,
102,PT04M23.00S,2023-04-08T20:25:06.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631104,95.87713534822602,96.07843137254902,1610612759,27,23,2023-04-08T20:25:13Z,1010000,False,230.0,-14.0,1,right,B. Wesley 3PT  (6 PTS) (T. Jones 5 AST),"[1631104, 1630200]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Right Corner 3,24+ Right,23.08,Made,6.0,,,,,T. Jones,1630200.0,5.0,,,,,,,,,,
104,PT04M12.00S,2023-04-08T20:25:17.7Z,1,REGULAR,3pt,Jump Shot,[],1630162,27.94021024967148,78.92156862745098,1610612750,27,23,2023-04-08T20:25:28Z,1030000,False,-145.0,210.0,1,left,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
105,PT04M11.00S,2023-04-08T20:25:19.0Z,1,REGULAR,rebound,offensive,[],1630162,,,1610612750,27,23,2023-04-08T20:25:19Z,1040000,False,,,0,,A. Edwards REBOUND (Off:1 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,104.0,2.0,1.0,1.0,,,,,,,,,,,,,
107,PT04M06.00S,2023-04-08T20:25:38.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630162,7.178055190538765,52.69607843137255,1610612750,27,25,2023-04-08T20:25:43Z,1060000,False,-13.0,15.0,1,left,A. Edwards cutting Layup (14 PTS) (J. McLaughlin 1 AST),"[1630162, 1629162]",1610612750.0,MIN,cutting,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.02,Made,14.0,,,,,J. McLaughlin,1629162.0,1.0,,,,,,,,,,
109,PT04M06.00S,2023-04-08T20:25:42.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612759,27,25,2023-04-08T20:25:42Z,1080000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M06.00S,2023-04-08T20:28:02.8Z,1,REGULAR,substitution,out,[],203497,,,1610612759,27,25,2023-04-08T20:28:42Z,1090000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M06.00S,2023-04-08T20:28:02.8Z,1,REGULAR,substitution,in,[],1626157,,,1610612759,27,25,2023-04-08T20:28:42Z,1100000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M52.00S,2023-04-08T20:28:43.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,88.38699080157687,53.67647058823529,1610612759,27,25,2023-04-08T20:28:50Z,1110000,False,18.0,57.0,1,right,MISS T. Jones floating Shot,[1630200],1610612759.0,SAS,floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.96,Missed,,,,,,,,,,,,,,,,,,
113,PT03M49.00S,2023-04-08T20:28:46.8Z,1,REGULAR,rebound,defensive,[],1629162,,,1610612750,27,25,2023-04-08T20:28:50Z,1120000,False,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),0-8 Center,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,
114,PT03M37.00S,2023-04-08T20:28:58.5Z,1,REGULAR,2pt,Jump Shot,[],1630162,8.492115637319317,73.77450980392157,1610612750,27,25,2023-04-08T20:29:02Z,1130000,False,-119.0,27.0,1,left,MISS A. Edwards 12' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,12.2,Missed,,,,,,,,,,,,,,,,,,
115,PT03M35.00S,2023-04-08T20:29:00.5Z,1,REGULAR,rebound,defensive,[],203476,,,1610612759,27,25,2023-04-08T20:29:02Z,1140000,False,,,0,,G. Dieng REBOUND (Off:0 Def:2),[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Mid-Range,8-16 Left,,,,114.0,2.0,2.0,0.0,,,,,,,,,,,,,
116,PT03M31.00S,2023-04-08T20:29:04.1Z,1,REGULAR,turnover,lost ball,[],1631104,,,1610612759,27,25,2023-04-08T20:29:15Z,1150000,False,,,0,,B. Wesley lost ball TURNOVER (1 TO),"[1631104, 1630162]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Edwards,1630162.0
117,PT03M31.00S,2023-04-08T20:29:04.1Z,1,REGULAR,steal,,[],1630162,,,1610612750,27,25,2023-04-08T20:29:06Z,1160000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
118,PT03M30.00S,2023-04-08T20:29:11.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631104,,,1610612750,27,25,2023-04-08T20:29:18Z,1170000,False,,,0,,B. Wesley shooting personal FOUL (1 PF) (Edwards 2 FT),"[1631104, 1630162]",1610612759.0,SAS,shooting,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200834.0,1.0,0.0,Edwards,1630162.0,,,
120,PT03M30.00S,2023-04-08T20:29:56.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630162,,,1610612750,27,26,2023-04-08T20:29:56Z,1190000,False,,,0,,A. Edwards Free Throw 1 of 2 (15 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
121,PT03M30.00S,2023-04-08T20:30:11.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630162,,,1610612750,27,27,2023-04-08T20:30:11Z,1200000,False,,,0,,A. Edwards Free Throw 2 of 2 (16 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
122,PT03M15.00S,2023-04-08T20:30:30.0Z,1,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612759,27,27,2023-04-08T20:30:59Z,1210000,False,,,0,,T. Prince shooting personal FOUL (1 PF) (Langford 2 FT),"[1627752, 1629641]",1610612750.0,MIN,shooting,,,Prince,T. Prince,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,200834.0,1.0,0.0,Langford,1629641.0,,,
124,PT03M15.00S,2023-04-08T20:31:08.8Z,1,REGULAR,freethrow,1 of 2,[],1629641,,,1610612759,27,27,2023-04-08T20:31:08Z,1230000,False,,,0,,MISS R. Langford Free Throw 1 of 2,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
125,PT03M15.00S,2023-04-08T20:31:08.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,27,27,2023-04-08T20:31:08Z,1240000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,,
126,PT03M15.00S,2023-04-08T20:31:09.7Z,1,REGULAR,substitution,out,[],1630162,,,1610612759,27,27,2023-04-08T20:31:26Z,1250000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M15.00S,2023-04-08T20:31:09.7Z,1,REGULAR,substitution,in,[],1630183,,,1610612759,27,27,2023-04-08T20:31:26Z,1260000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M15.00S,2023-04-08T20:31:33.5Z,1,REGULAR,freethrow,2 of 2,[],1629641,,,1610612759,28,27,2023-04-08T20:31:33Z,1270000,False,,,0,,R. Langford Free Throw 2 of 2 (1 PTS),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
129,PT03M02.00S,2023-04-08T20:31:46.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,9.806176084099869,49.26470588235294,1610612750,28,27,2023-04-08T20:31:58Z,1280000,False,4.0,40.0,1,left,MISS K. Towns driving DUNK,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,3.99,Missed,,,,,,,,,,,,,,,,,,
130,PT03M00.00S,2023-04-08T20:31:48.2Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,28,27,2023-04-08T20:31:58Z,1290000,False,,,0,,T. Jones REBOUND (Off:0 Def:3),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,129.0,3.0,3.0,0.0,,,,,,,,,,,,,
131,PT02M52.00S,2023-04-08T20:31:56.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,90.22667542706965,50.98039215686274,1610612759,28,27,2023-04-08T20:32:04Z,1300000,False,5.0,39.0,1,right,MISS R. Langford driving floating Shot,[1629641],1610612759.0,SAS,driving floating,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,3.97,Missed,,,,,,,,,,,,,,,,,,
132,PT02M50.00S,2023-04-08T20:31:58.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,28,27,2023-04-08T20:31:58Z,1310000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,
133,PT02M45.00S,2023-04-08T20:32:02.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627752,13.222733245729303,95.09803921568627,1610612750,28,30,2023-04-08T20:32:09Z,1320000,False,-225.0,72.0,1,left,T. Prince 3PT  (6 PTS) (J. McLaughlin 2 AST),"[1627752, 1629162]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,23.67,Made,6.0,,,,,J. McLaughlin,1629162.0,2.0,,,,,,,,,,
135,PT02M30.00S,2023-04-08T20:32:17.9Z,1,REGULAR,turnover,lost ball,[],1629641,,,1610612759,28,30,2023-04-08T20:32:29Z,1340000,False,,,0,,R. Langford lost ball TURNOVER (1 TO),"[1629641, 1629162]",1610612759.0,SAS,,,,Langford,R. Langford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,McLaughlin,1629162.0
136,PT02M30.00S,2023-04-08T20:32:17.9Z,1,REGULAR,steal,,[],1629162,,,1610612750,28,30,2023-04-08T20:32:20Z,1350000,False,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
137,PT02M22.00S,2023-04-08T20:32:26.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626157,11.645860709592641,14.950980392156863,1610612750,28,30,2023-04-08T20:32:35Z,1360000,False,175.0,57.0,1,left,MISS K. Towns 18' turnaround Shot,[1626157],1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,Mid-Range,16-24 Right,18.42,Missed,,,,,,,,,,,,,,,,,,
138,PT02M19.00S,2023-04-08T20:32:29.3Z,1,REGULAR,rebound,defensive,[],1631104,,,1610612759,28,30,2023-04-08T20:32:35Z,1370000,False,,,0,,B. Wesley REBOUND (Off:0 Def:1),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Mid-Range,16-24 Right,,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,,
139,PT02M08.00S,2023-04-08T20:32:40.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,93.9060446780552,53.67647058823529,1610612759,30,30,2023-04-08T20:32:44Z,1380000,False,18.0,5.0,1,right,T. Jones driving Layup (4 PTS) (G. Dieng 1 AST),"[1630200, 203476]",1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.9,Made,4.0,,,,,G. Dieng,203476.0,1.0,,,,,,,,,,
141,PT02M00.00S,2023-04-08T20:32:52.8Z,1,REGULAR,foul,offensive,[],1626157,,,1610612750,30,30,2023-04-08T20:33:04Z,1400000,False,,,0,,K. Towns charge offensive FOUL (1 PF),"[1626157, 203476]",1610612750.0,MIN,charge,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,200834.0,1.0,0.0,Dieng,203476.0,,,
143,PT02M00.00S,2023-04-08T20:32:52.8Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,30,30,2023-04-08T20:32:52Z,1420000,False,,,0,,K. Towns offensive foul TURNOVER (1 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,200834.0,,,,,1.0,,
144,PT02M00.00S,2023-04-08T20:32:58.7Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,30,30,2023-04-08T20:33:11Z,1430000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M00.00S,2023-04-08T20:32:58.7Z,1,REGULAR,substitution,out,[],203476,,,1610612759,30,30,2023-04-08T20:33:11Z,1440000,False,,,0,,SUB out: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M00.00S,2023-04-08T20:32:58.7Z,1,REGULAR,substitution,in,[],1631103,,,1610612759,30,30,2023-04-08T20:33:11Z,1450000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M00.00S,2023-04-08T20:32:58.7Z,1,REGULAR,substitution,in,[],1628966,,,1610612759,30,30,2023-04-08T20:33:11Z,1460000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M43.00S,2023-04-08T20:33:28.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628966,72.61826544021025,20.098039215686274,1610612759,33,30,2023-04-08T20:33:35Z,1470000,False,-150.0,205.0,1,right,K. Bates-Diop 25' 3PT  (3 PTS) (M. Branham 1 AST),"[1628966, 1631103]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Left Center,25.36,Made,3.0,,,,,M. Branham,1631103.0,1.0,,,,,,,,,,
150,PT01M33.00S,2023-04-08T20:33:38.1Z,1,REGULAR,3pt,Jump Shot,[],1630183,22.552562417871222,9.313725490196079,1610612750,33,30,2023-04-08T20:33:42Z,1490000,False,203.0,159.0,1,left,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,,
151,PT01M30.00S,2023-04-08T20:33:41.1Z,1,REGULAR,rebound,defensive,[],1631103,,,1610612759,33,30,2023-04-08T20:33:42Z,1500000,False,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,
152,PT01M18.00S,2023-04-08T20:33:53.8Z,1,REGULAR,2pt,Jump Shot,[],1631230,78.9257555847569,54.90196078431373,1610612759,33,30,2023-04-08T20:33:59Z,1510000,False,25.0,146.0,1,right,MISS D. Barlow 14' Jump Shot,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Center,14.76,Missed,,,,,,,,,,,,,,,,,,
153,PT01M15.00S,2023-04-08T20:33:56.8Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,33,30,2023-04-08T20:33:59Z,1520000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Center,,,,152.0,1.0,1.0,0.0,,,,,,,,,,,,,
154,PT01M02.00S,2023-04-08T20:34:09.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,7.440867279894875,43.627450980392155,1610612750,33,30,2023-04-08T20:34:17Z,1530000,False,32.0,17.0,1,left,MISS J. McLaughlin driving Layup,[1629162],1610612750.0,MIN,driving,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,,,,,,,
155,PT01M00.00S,2023-04-08T20:34:11.8Z,1,REGULAR,rebound,defensive,[],1631230,,,1610612759,33,30,2023-04-08T20:34:17Z,1540000,False,,,0,,D. Barlow REBOUND (Off:0 Def:2),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,154.0,2.0,2.0,0.0,,,,,,,,,,,,,
156,PT00M52.80S,2023-04-08T20:34:20.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,94.30026281208936,47.549019607843135,1610612759,35,30,2023-04-08T20:35:43Z,1550000,False,-12.0,1.0,1,right,K. Bates-Diop reverse Layup (5 PTS) (D. Barlow 1 AST),"[1628966, 1631230]",1610612759.0,SAS,reverse,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,1.23,Made,5.0,,,,,D. Barlow,1631230.0,1.0,,,,,,,,,,
158,PT00M41.70S,2023-04-08T20:34:34.2Z,1,REGULAR,3pt,Jump Shot,[],1626157,32.14520367936925,62.5,1610612750,35,33,2023-04-08T20:34:39Z,1570000,False,-62.0,250.0,1,left,K. Towns 25' 3PT  (7 PTS) (J. McLaughlin 3 AST),"[1626157, 1629162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,25.74,Made,7.0,,,,,J. McLaughlin,1629162.0,3.0,,,,,,,,,,
160,PT00M30.30S,2023-04-08T20:34:49.0Z,1,REGULAR,3pt,Jump Shot,[],1628966,72.35545335085413,24.264705882352942,1610612759,35,33,2023-04-08T20:34:55Z,1590000,False,-129.0,207.0,1,right,MISS K. Bates-Diop 24' 3PT,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Left Center,24.41,Missed,,,,,,,,,,,,,,,,,,
161,PT00M28.00S,2023-04-08T20:34:51.4Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,35,33,2023-04-08T20:34:51Z,1600000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,160.0,2.0,2.0,0.0,,,,,,,,,,,,,
162,PT00M11.20S,2023-04-08T20:35:09.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,7.046649145860711,47.30392156862745,1610612750,35,35,2023-04-08T20:35:13Z,1610000,False,13.0,14.0,1,left,K. Towns driving Layup (9 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.92,Made,9.0,,,,,,,,,,,,,,,,,
163,PT00M01.30S,2023-04-08T20:35:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631104,94.69448094612353,47.549019607843135,1610612759,35,35,2023-04-08T20:35:29Z,1620000,False,-12.0,-3.0,1,right,MISS B. Wesley driving Layup,[1631104],1610612759.0,SAS,driving,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,1.26,Missed,,,,,,,,,,,,,,,,,,
164,PT00M01.30S,2023-04-08T20:35:21.0Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,35,35,2023-04-08T20:35:29Z,1630000,False,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,163.0,3.0,3.0,0.0,,,,,,,,,,,,,
165,PT00M00.00S,2023-04-08T20:35:26.2Z,1,REGULAR,period,end,[],0,,,1610612750,35,35,2023-04-08T20:35:26Z,1640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-04-08T20:37:49.5Z,2,REGULAR,substitution,out,['startperiod'],1631104,,,1610612750,35,35,2023-04-08T20:38:18Z,1650000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-04-08T20:37:49.5Z,2,REGULAR,substitution,out,['startperiod'],1631230,,,1610612750,35,35,2023-04-08T20:38:18Z,1660000,False,,,0,,SUB out: D. Barlow,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2023-04-08T20:37:49.5Z,2,REGULAR,substitution,out,['startperiod'],203937,,,1610612750,35,35,2023-04-08T20:38:18Z,1670000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-04-08T20:37:49.5Z,2,REGULAR,substitution,in,['startperiod'],203476,,,1610612750,35,35,2023-04-08T20:38:18Z,1680000,False,,,0,,SUB in: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-04-08T20:37:49.5Z,2,REGULAR,substitution,in,['startperiod'],1630577,,,1610612750,35,35,2023-04-08T20:38:18Z,1690000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-04-08T20:37:49.5Z,2,REGULAR,substitution,in,['startperiod'],1629638,,,1610612750,35,35,2023-04-08T20:38:18Z,1700000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-04-08T20:38:20.2Z,2,REGULAR,period,start,[],0,,,1610612759,35,35,2023-04-08T20:38:20Z,1710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M44.00S,2023-04-08T20:38:39.0Z,2,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612759,35,35,2023-04-08T20:39:06Z,1720000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Bates-Diop 2 FT),"[1630183, 1628966]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627962.0,1.0,0.0,Bates-Diop,1628966.0,,,
