actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
177,PT11M14.00S,2022-10-30T23:38:53.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630200,,,1610612759,30,23,2022-10-30T23:38:53Z,1770000,,,0,,T. Jones Free Throw 2 of 2 (4 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
178,PT10M55.00S,2022-10-30T23:39:14.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,9.017739816031538,49.01960784313725,1610612750,30,25,2022-10-30T23:39:18Z,1780000,5.0,32.0,1,left,D. Russell driving Layup (4 PTS),[1626156],1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,3.27,Made,4.0,,,,,,,,,,,,,,,,,
179,PT10M42.00S,2022-10-30T23:39:30.2Z,2,REGULAR,foul,personal,[],1626156,,,1610612759,30,25,2022-10-30T23:39:50Z,1790000,,,0,,D. Russell personal FOUL (2 PF),"[1626156, 1627751]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1626300.0,2.0,0.0,Poeltl,1627751.0,,,,,
181,PT10M42.00S,2022-10-30T23:39:42.2Z,2,REGULAR,substitution,out,[],203085,,,1610612759,30,25,2022-10-30T23:39:50Z,1810000,,,0,,SUB out: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M42.00S,2022-10-30T23:39:42.2Z,2,REGULAR,substitution,in,[],1630183,,,1610612759,30,25,2022-10-30T23:39:50Z,1820000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M42.00S,2022-10-30T23:39:56.9Z,2,REGULAR,foul,technical,['1freethrow'],1626156,,,1610612759,30,25,2022-10-30T23:40:16Z,1830000,,,0,,D. Russell technical FOUL (1 Tech),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1629175.0,2.0,1.0,,,,,,,
184,PT10M42.00S,2022-10-30T23:40:18.0Z,2,REGULAR,freethrow,1 of 1,[],1630200,,,1610612759,31,25,2022-10-30T23:40:18Z,1840000,,,0,,T. Jones technical Free Throw 1 of 1 (5 PTS),[1630200],1610612759.0,SAS,technical,,,Jones,T. Jones,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
185,PT10M42.00S,2022-10-30T23:40:19.6Z,2,REGULAR,foul,technical,['1freethrow'],1627752,,,1610612759,31,25,2022-10-30T23:40:27Z,1850000,,,0,,T. Prince technical FOUL (1 Tech),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1629175.0,0.0,1.0,,,,,,,
186,PT10M42.00S,2022-10-30T23:40:28.0Z,2,REGULAR,freethrow,1 of 1,[],1630200,,,1610612759,32,25,2022-10-30T23:40:28Z,1860000,,,0,,T. Jones technical Free Throw 1 of 1 (6 PTS),[1630200],1610612759.0,SAS,technical,,,Jones,T. Jones,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
187,PT10M35.00S,2022-10-30T23:40:47.0Z,2,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612759,32,25,2022-10-30T23:41:09Z,1870000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Jones 2 FT),"[1630183, 1630200]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626300.0,1.0,0.0,Jones,1630200.0,,,,,
189,PT10M35.00S,2022-10-30T23:41:10.7Z,2,REGULAR,freethrow,1 of 2,[],1630200,,,1610612759,32,25,2022-10-30T23:41:10Z,1890000,,,0,,MISS T. Jones Free Throw 1 of 2,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
190,PT10M35.00S,2022-10-30T23:41:10.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,32,25,2022-10-30T23:41:10Z,1900000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,189.0,,,,,,,,,,,,,,,,
191,PT10M35.00S,2022-10-30T23:41:22.8Z,2,REGULAR,freethrow,2 of 2,[],1630200,,,1610612759,33,25,2022-10-30T23:41:22Z,1910000,,,0,,T. Jones Free Throw 2 of 2 (7 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
192,PT10M25.00S,2022-10-30T23:41:34.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,14.14257555847569,61.76470588235294,1610612750,33,27,2022-10-30T23:41:38Z,1920000,-59.0,80.0,1,left,D. Russell 9' pullup Jump Shot (6 PTS),[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Left,9.96,Made,6.0,,,,,,,,,,,,,,,,,
193,PT10M08.00S,2022-10-30T23:41:51.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,93.11760840998686,45.588235294117645,1610612759,35,27,2022-10-30T23:41:58Z,1930000,-22.0,12.0,1,right,K. Bates-Diop reverse Layup (4 PTS) (J. Poeltl 2 AST),"[1628966, 1627751]",1610612759.0,SAS,reverse,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,2.52,Made,4.0,,,,,J. Poeltl,1627751.0,2.0,,,,,,,,,,
195,PT10M00.00S,2022-10-30T23:42:01.6Z,2,REGULAR,foul,personal,[],1630200,,,1610612750,35,27,2022-10-30T23:42:13Z,1950000,,,0,,T. Jones personal FOUL (1 PF),"[1630200, 1626156]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1629175.0,1.0,0.0,Russell,1626156.0,,,,,
197,PT10M00.00S,2022-10-30T23:42:10.2Z,2,REGULAR,substitution,out,[],1630200,,,1610612750,35,27,2022-10-30T23:42:12Z,1970000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT10M00.00S,2022-10-30T23:42:10.2Z,2,REGULAR,substitution,in,[],1629641,,,1610612750,35,27,2022-10-30T23:42:12Z,1980000,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M56.00S,2022-10-30T23:42:21.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,15.193823915900131,50.245098039215684,1610612750,35,27,2022-10-30T23:43:41Z,1990000,-1.0,90.0,1,left,MISS J. Nowell 9' driving floating Shot,[1629669],1610612750.0,MIN,driving floating,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Center,9.03,Missed,,,,,,,,,,,,,,,,,,
200,PT09M54.00S,2022-10-30T23:42:23.4Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,35,27,2022-10-30T23:42:25Z,2000000,,,0,,J. Poeltl REBOUND (Off:0 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,199.0,4.0,4.0,0.0,,,,,,,,,,,,,
201,PT09M47.00S,2022-10-30T23:42:30.9Z,2,REGULAR,2pt,Jump Shot,[],1631104,78.9257555847569,63.48039215686274,1610612759,35,27,2022-10-30T23:42:35Z,2010000,67.0,146.0,1,right,MISS B. Wesley 16' pullup Shot,[1631104],1610612759.0,SAS,pullup,,,Wesley,B. Wesley,,,,,Mid-Range,16-24 Right Center,16.04,Missed,,,,,,,,,,,,,,,,,,
202,PT09M43.00S,2022-10-30T23:42:34.9Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,35,27,2022-10-30T23:42:35Z,2020000,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Right Center,,,,201.0,3.0,3.0,0.0,,,,,,,,,,,,,
203,PT09M32.00S,2022-10-30T23:42:45.2Z,2,REGULAR,3pt,Jump Shot,[],1626156,33.327858081471746,51.225490196078425,1610612750,35,27,2022-10-30T23:42:53Z,2030000,-6.0,261.0,1,left,MISS D. Russell 26' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,26.09,Missed,,,,,,,,,,,,,,,,,,
204,PT09M30.00S,2022-10-30T23:42:47.2Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,35,27,2022-10-30T23:44:39Z,2040000,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,203.0,4.0,3.0,1.0,,,,,,,,,,,,,
205,PT09M29.00S,2022-10-30T23:42:51.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203497,5.590000152587891,50.0,1610612750,35,29,2022-10-30T23:44:46Z,2050000,0.0,0.0,1,left,R. Gobert tip Layup (4 PTS),[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
206,PT09M15.00S,2022-10-30T23:43:02.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,92.32917214191852,44.36274509803921,1610612759,35,29,2022-10-30T23:43:09Z,2060000,-28.0,20.0,1,right,MISS K. Bates-Diop cutting finger roll Layup,[1628966],1610612759.0,SAS,cutting finger roll,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,,,,,,,,
207,PT09M13.00S,2022-10-30T23:43:04.0Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,35,29,2022-10-30T23:43:09Z,2070000,,,0,,R. Gobert REBOUND (Off:1 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,206.0,5.0,4.0,1.0,,,,,,,,,,,,,
208,PT08M59.00S,2022-10-30T23:43:17.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,15.325229960578188,49.01960784313725,1610612750,35,29,2022-10-30T23:43:24Z,2080000,5.0,92.0,1,left,MISS J. Nowell 9' pullup Shot,[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Center,9.17,Missed,,,,,,,,,,,,,,,,,,
209,PT08M57.00S,2022-10-30T23:43:19.8Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,35,29,2022-10-30T23:43:24Z,2090000,,,0,,J. Poeltl REBOUND (Off:0 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,208.0,5.0,5.0,0.0,,,,,,,,,,,,,
210,PT08M51.00S,2022-10-30T23:43:29.0Z,2,REGULAR,3pt,Jump Shot,[],1629641,87.20433639947439,96.56862745098039,1610612759,35,29,2022-10-30T23:43:59Z,2100000,233.0,68.0,1,right,MISS R. Langford 24' 3PT,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Right Corner 3,24+ Right,24.25,Missed,,,,,,,,,,,,,,,,,,
211,PT08M51.00S,2022-10-30T23:43:29.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,35,29,2022-10-30T23:43:47Z,2110000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Mid-Range,8-16 Right,,,,210.0,,,,,,,,,,,,,,,,
213,PT08M51.00S,2022-10-30T23:43:41.4Z,2,REGULAR,substitution,out,[],1629669,,,1610612750,35,29,2022-10-30T23:43:52Z,2130000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M51.00S,2022-10-30T23:43:41.4Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,35,29,2022-10-30T23:43:52Z,2140000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M41.00S,2022-10-30T23:43:57.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,7.440867279894875,43.872549019607845,1610612750,35,31,2022-10-30T23:44:06Z,2150000,31.0,17.0,1,left,T. Prince driving Layup (2 PTS) (D. Russell 2 AST),"[1627752, 1626156]",1610612750.0,MIN,driving,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,3.52,Made,2.0,,,,,D. Russell,1626156.0,2.0,,,,,,,,,,
217,PT08M39.00S,2022-10-30T23:44:03.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,35,31,2022-10-30T23:44:03Z,2170000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M39.00S,2022-10-30T23:46:27.4Z,2,REGULAR,substitution,out,[],203926,,,1610612759,35,31,2022-10-30T23:46:42Z,2180000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M39.00S,2022-10-30T23:46:27.4Z,2,REGULAR,substitution,out,[],1627751,,,1610612759,35,31,2022-10-30T23:46:42Z,2190000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M39.00S,2022-10-30T23:46:27.4Z,2,REGULAR,substitution,in,[],1628380,,,1610612759,35,31,2022-10-30T23:46:42Z,2200000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M39.00S,2022-10-30T23:46:27.4Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,35,31,2022-10-30T23:46:42Z,2210000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M22.00S,2022-10-30T23:47:08.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628966,91.80354796320631,53.18627450980392,1610612759,35,31,2022-10-30T23:49:12Z,2220000,16.0,25.0,1,right,MISS K. Bates-Diop cutting DUNK - blocked,"[1628966, 203497]",1610612759.0,SAS,cutting,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,,,,Gobert,203497.0,,
223,PT08M22.00S,2022-10-30T23:47:08.6Z,2,REGULAR,block,,[],203497,,,1610612759,35,31,2022-10-30T23:47:11Z,2230000,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
224,PT08M22.00S,2022-10-30T23:47:08.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,35,31,2022-10-30T23:47:17Z,2240000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,222.0,,,,,,,,,,,,,,,,
226,PT08M20.00S,2022-10-30T23:47:26.7Z,2,REGULAR,turnover,bad pass,[],1631104,,,1610612759,35,31,2022-10-30T23:47:32Z,2260000,,,0,,B. Wesley bad pass TURNOVER (1 TO),"[1631104, 1627752]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,,,Prince,1627752.0
227,PT08M20.00S,2022-10-30T23:47:26.7Z,2,REGULAR,steal,,[],1627752,,,1610612750,35,31,2022-10-30T23:47:28Z,2270000,,,0,,T. Prince STEAL (1 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
228,PT08M17.00S,2022-10-30T23:47:29.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627752,6.389618922470433,48.77450980392157,1610612750,35,33,2022-10-30T23:47:40Z,2280000,6.0,8.0,1,left,T. Prince running Layup (4 PTS),[1627752],1610612750.0,MIN,running,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,0.97,Made,4.0,,,,,,,,,,,,,,,,,
229,PT08M08.00S,2022-10-30T23:47:42.0Z,2,REGULAR,foul,offensive,[],1628380,,,1610612759,35,33,2022-10-30T23:48:03Z,2290000,,,0,,Z. Collins offensive FOUL (1 PF),"[1628380, 1626156]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1629175.0,1.0,0.0,Russell,1626156.0,,,,,
231,PT08M08.00S,2022-10-30T23:47:42.0Z,2,REGULAR,turnover,offensive foul,[],1628380,,,1610612759,35,33,2022-10-30T23:48:03Z,2310000,,,0,,Z. Collins offensive foul TURNOVER (2 TO),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1629175.0,,,,,2.0,,,,
232,PT08M08.00S,2022-10-30T23:47:52.8Z,2,REGULAR,substitution,out,[],203497,,,1610612750,35,33,2022-10-30T23:48:02Z,2320000,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M08.00S,2022-10-30T23:47:52.8Z,2,REGULAR,substitution,in,[],1626157,,,1610612750,35,33,2022-10-30T23:48:02Z,2330000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M48.00S,2022-10-30T23:48:21.1Z,2,REGULAR,turnover,lost ball,[],1626156,,,1610612750,35,33,2022-10-30T23:48:28Z,2340000,,,0,,D. Russell lost ball TURNOVER (1 TO),"[1626156, 1629641]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,,,Langford,1629641.0
235,PT07M48.00S,2022-10-30T23:48:21.1Z,2,REGULAR,steal,,[],1629641,,,1610612759,35,33,2022-10-30T23:48:23Z,2350000,,,0,,R. Langford STEAL (1 STL),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
236,PT07M45.00S,2022-10-30T23:48:25.2Z,2,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612759,35,33,2022-10-30T23:48:36Z,2360000,,,0,,A. Edwards shooting personal FOUL (1 PF) (Wesley 2 FT),"[1630162, 1631104]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1148.0,1.0,0.0,Wesley,1631104.0,,,,,
238,PT07M45.00S,2022-10-30T23:48:56.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631104,,,1610612759,35,33,2022-10-30T23:48:56Z,2380000,,,0,,MISS B. Wesley Free Throw 1 of 2,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
239,PT07M45.00S,2022-10-30T23:48:56.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,35,33,2022-10-30T23:48:56Z,2390000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,238.0,,,,,,,,,,,,,,,,
240,PT07M45.00S,2022-10-30T23:48:57.3Z,2,REGULAR,substitution,out,[],1626156,,,1610612759,35,33,2022-10-30T23:49:03Z,2400000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M45.00S,2022-10-30T23:48:57.3Z,2,REGULAR,substitution,in,[],1627854,,,1610612759,35,33,2022-10-30T23:49:03Z,2410000,,,0,,SUB in: B. Forbes,[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M45.00S,2022-10-30T23:49:07.3Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631104,,,1610612759,36,33,2022-10-30T23:49:07Z,2420000,,,0,,B. Wesley Free Throw 2 of 2 (5 PTS),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
243,PT07M30.00S,2022-10-30T23:49:24.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,9.806176084099869,59.55882352941176,1610612750,36,33,2022-10-30T23:53:44Z,2430000,-48.0,40.0,1,left,MISS A. Edwards 6' turnaround fadeaway Shot,[1630162],1610612750.0,MIN,turnaround fadeaway,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,6.21,Missed,,,,,,,,,,,,,,,,,,
244,PT07M27.00S,2022-10-30T23:49:27.2Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,36,33,2022-10-30T23:49:29Z,2440000,,,0,,Z. Collins REBOUND (Off:1 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,243.0,2.0,1.0,1.0,,,,,,,,,,,,,
245,PT07M22.00S,2022-10-30T23:49:39.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612759,36,33,2022-10-30T23:49:51Z,2450000,,,0,,J. McDaniels personal FOUL (2 PF) (Wesley 2 FT),"[1630183, 1631104]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1626300.0,2.0,0.0,Wesley,1631104.0,,,,,
247,PT07M22.00S,2022-10-30T23:50:09.0Z,2,REGULAR,freethrow,1 of 2,[],1631104,,,1610612759,36,33,2022-10-30T23:50:09Z,2470000,,,0,,MISS B. Wesley Free Throw 1 of 2,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
248,PT07M22.00S,2022-10-30T23:50:09.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,36,33,2022-10-30T23:50:09Z,2480000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,247.0,,,,,,,,,,,,,,,,
249,PT07M22.00S,2022-10-30T23:50:25.5Z,2,REGULAR,freethrow,2 of 2,[],1631104,,,1610612759,37,33,2022-10-30T23:50:25Z,2490000,,,0,,B. Wesley Free Throw 2 of 2 (6 PTS),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
250,PT07M10.00S,2022-10-30T23:50:38.7Z,2,REGULAR,3pt,Jump Shot,[],1626157,31.61957950065703,68.38235294117648,1610612750,37,33,2022-10-30T23:51:08Z,2500000,-92.0,245.0,1,left,MISS K. Towns 26' step back 3PT,[1626157],1610612750.0,MIN,step back,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,26.14,Missed,,,,,,,,,,,,,,,,,,
251,PT07M06.00S,2022-10-30T23:50:42.7Z,2,REGULAR,rebound,defensive,[],1628966,,,1610612759,37,33,2022-10-30T23:50:45Z,2510000,,,0,,K. Bates-Diop REBOUND (Off:0 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Left Center,,,,250.0,1.0,1.0,0.0,,,,,,,,,,,,,
252,PT07M03.00S,2022-10-30T23:50:49.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612759,37,33,2022-10-30T23:50:49Z,2520000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M03.00S,2022-10-30T23:53:16.9Z,2,REGULAR,substitution,out,[],1631104,,,1610612759,37,33,2022-10-30T23:53:28Z,2530000,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M03.00S,2022-10-30T23:53:16.9Z,2,REGULAR,substitution,in,[],1630200,,,1610612759,37,33,2022-10-30T23:53:28Z,2540000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M55.00S,2022-10-30T23:53:50.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,87.33574244415243,51.9607843137255,1610612759,39,33,2022-10-30T23:53:57Z,2550000,10.0,67.0,1,right,Z. Collins 6' cutting Layup (4 PTS) (K. Johnson 3 AST),"[1628380, 1629640]",1610612759.0,SAS,cutting,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,6.72,Made,4.0,,,,,K. Johnson,1629640.0,3.0,,,,,,,,,,
257,PT06M55.00S,2022-10-30T23:53:54.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630162,,,1610612759,39,33,2022-10-30T23:54:05Z,2570000,,,0,,A. Edwards shooting personal FOUL (2 PF) (Collins 1 FT),"[1630162, 1628380]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626300.0,2.0,0.0,Collins,1628380.0,,,,,
259,PT06M55.00S,2022-10-30T23:54:10.8Z,2,REGULAR,freethrow,1 of 1,[],1628380,,,1610612759,39,33,2022-10-30T23:54:17Z,2590000,,,0,,MISS Z. Collins Free Throw 1 of 1,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
260,PT06M49.00S,2022-10-30T23:54:16.8Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,39,33,2022-10-30T23:54:17Z,2600000,,,0,,K. Towns REBOUND (Off:0 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,259.0,4.0,4.0,0.0,,,,,,,,,,,,,
261,PT06M41.00S,2022-10-30T23:54:26.0Z,2,REGULAR,foul,offensive,['inpenalty'],1627752,,,1610612750,39,33,2022-10-30T23:54:46Z,2610000,,,0,,T. Prince offensive FOUL (1 PF),"[1627752, 1629641]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626300.0,1.0,1.0,Langford,1629641.0,,,,,
