shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
08:29,39,PT08M29.00S,2022-12-09T01:45:10.0Z,1,REGULAR,rebound,defensive,[],1631103,,,1610612759,12,11,2022-12-09T01:45:12Z,390000,False,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],22,1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,38.0,1.0,1.0,0.0,,
08:25,40,PT08M25.00S,2022-12-09T01:45:16.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,89.04402102496715,54.65686274509803,1610612759,12,11,2022-12-09T01:48:02Z,400000,False,23.0,50.0,1,right,MISS M. Branham driving floating Shot - blocked,"[1631103, 1630224]",22,1610612759.0,SAS,driving floating,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,,,,,,Green,1630224.0
08:25,41,PT08M25.00S,2022-12-09T01:45:16.7Z,1,REGULAR,block,,[],1630224,,,1610612759,12,11,2022-12-09T01:45:19Z,410000,False,,,0,,J. Green BLOCK (1 BLK),[1630224],4,1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
08:25,42,PT08M25.00S,2022-12-09T01:45:16.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,12,11,2022-12-09T01:45:23Z,420000,False,,,0,,TEAM defensive REBOUND,[],,1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,40.0,,,,,
08:25,43,PT08M25.00S,2022-12-09T01:45:21.9Z,1,REGULAR,foul,personal,[],1628380,,,1610612745,12,11,2022-12-09T01:45:31Z,430000,False,,,0,,Z. Collins loose ball personal FOUL (1 PF),"[1628380, 1630578]",23,1610612759.0,SAS,loose ball,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,1628954.0,1.0,0.0,Sengun,1630578.0,,,,,,,,,
08:09,45,PT08M09.00S,2022-12-09T01:45:49.7Z,1,REGULAR,3pt,Jump Shot,[],1631095,11.777266754270697,2.2058823529411766,1610612745,12,11,2022-12-09T01:45:55Z,450000,False,239.0,58.0,1,left,MISS J. Smith Jr. 24' 3PT,[1631095],1,1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,24.6,Missed,,,,,,,,,,,,,,,,,,
08:06,46,PT08M06.00S,2022-12-09T01:45:52.7Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,12,11,2022-12-09T01:45:55Z,460000,False,,,0,,A. Sengun REBOUND (Off:2 Def:1),[1630578],28,1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,45.0,3.0,1.0,2.0,,
08:03,47,PT08M03.00S,2022-12-09T01:45:55.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629645,8.409986859395532,53.799019607843135,1610612745,12,13,2022-12-09T01:46:02Z,470000,False,-19.0,27.0,1,left,K. Porter Jr. cutting Layup (4 PTS) (A. Sengun 2 AST),"[1629645, 1630578]",3,1610612745.0,HOU,cutting,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,3.27,Made,4.0,A. Sengun,1630578.0,2.0,,,,,,,,,,,,,,
07:55,49,PT07M55.00S,2022-12-09T01:46:03.5Z,1,REGULAR,3pt,Jump Shot,[],1629641,80.1084099868594,4.411764705882353,1610612759,12,13,2022-12-09T01:46:09Z,490000,False,-228.0,134.0,1,right,MISS R. Langford 26' 3PT,[1629641],35,1610612759.0,SAS,,,,Langford,R. Langford,,,,,Above the Break 3,24+ Left Center,26.46,Missed,,,,,,,,,,,,,,,,,,
07:52,50,PT07M52.00S,2022-12-09T01:46:06.5Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,12,13,2022-12-09T01:46:09Z,500000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],4,1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,49.0,1.0,1.0,0.0,,
07:41,51,PT07M41.00S,2022-12-09T01:46:17.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,5.732588699080158,53.18627450980392,1610612745,12,13,2022-12-09T01:46:25Z,510000,False,-16.0,1.0,1,left,MISS A. Sengun Layup,[1630578],28,1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.6,Missed,,,,,,,,,,,,,,,,,,
07:39,52,PT07M39.00S,2022-12-09T01:46:19.8Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,12,13,2022-12-09T01:46:25Z,520000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],23,1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,51.0,1.0,1.0,0.0,,
07:35,53,PT07M35.00S,2022-12-09T01:46:24.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630200,92.72339027595268,49.754901960784316,1610612759,14,13,2022-12-09T01:46:41Z,530000,False,-1.0,16.0,1,right,T. Jones driving finger roll Layup (4 PTS),[1630200],33,1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.59,Made,4.0,,,,,,,,,,,,,,,,,
07:21,54,PT07M21.00S,2022-12-09T01:46:37.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,10.33180026281209,48.03921568627451,1610612745,14,15,2022-12-09T01:46:46Z,540000,False,10.0,45.0,1,left,A. Sengun floating Jump Shot (6 PTS) (J. Green 1 AST),"[1630578, 1630224]",28,1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,4.57,Made,6.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,
07:04,56,PT07M04.00S,2022-12-09T01:46:54.2Z,1,REGULAR,2pt,Jump Shot,[],1630200,77.21747700394218,79.90196078431373,1610612759,16,15,2022-12-09T01:49:39Z,560000,False,150.0,162.0,1,right,T. Jones 22' step back Jump Shot (6 PTS),[1630200],33,1610612759.0,SAS,step back,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right Center,22.02,Made,6.0,,,,,,,,,,,,,,,,,
06:54,57,PT06M54.00S,2022-12-09T01:47:04.1Z,1,REGULAR,2pt,Jump Shot,[],1630224,22.946780551905388,63.970588235294116,1610612745,16,17,2022-12-09T01:47:09Z,570000,False,-70.0,163.0,1,left,J. Green 17' pullup Jump Shot (4 PTS),[1630224],4,1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,17.75,Made,4.0,,,,,,,,,,,,,,,,,
06:48,58,PT06M48.00S,2022-12-09T01:47:15.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,16,17,2022-12-09T01:47:15Z,580000,False,,,0,,SAS Timeout,[],,1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:48,59,PT06M48.00S,2022-12-09T01:49:38.7Z,1,REGULAR,substitution,out,[],1631103,,,1610612759,16,17,2022-12-09T01:49:55Z,590000,False,,,0,,SUB out: M. Branham,[1631103],22,1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
06:48,60,PT06M48.00S,2022-12-09T01:49:38.7Z,1,REGULAR,substitution,in,[],1626196,,,1610612759,16,17,2022-12-09T01:49:55Z,600000,False,,,0,,SUB in: J. Richardson,[1626196],7,1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
06:37,61,PT06M37.00S,2022-12-09T01:50:14.9Z,1,REGULAR,3pt,Jump Shot,[],1630200,88.12417871222075,96.56862745098039,1610612759,16,17,2022-12-09T01:50:26Z,610000,False,233.0,59.0,1,right,MISS T. Jones 24' 3PT,[1630200],33,1610612759.0,SAS,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,24.02,Missed,,,,,,,,,,,,,,,,,,
06:34,62,PT06M34.00S,2022-12-09T01:50:17.9Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,16,17,2022-12-09T01:50:26Z,620000,False,,,0,,Z. Collins REBOUND (Off:1 Def:1),[1628380],23,1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,61.0,2.0,1.0,1.0,,
06:29,63,PT06M29.00S,2022-12-09T01:50:23.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629641,65.78515111695138,50.0,1610612759,16,17,2022-12-09T01:50:30Z,630000,False,0.0,269.0,1,right,MISS R. Langford 26' 3PT,[1629641],35,1610612759.0,SAS,,,,Langford,R. Langford,,,,,Above the Break 3,24+ Center,26.91,Missed,,,,,,,,,,,,,,,,,,
06:29,64,PT06M29.00S,2022-12-09T01:50:23.2Z,1,REGULAR,rebound,offensive,[],1630200,,,1610612759,16,17,2022-12-09T01:50:30Z,640000,False,,,0,,T. Jones REBOUND (Off:1 Def:0),[1630200],33,1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,63.0,1.0,0.0,1.0,,
06:20,65,PT06M20.00S,2022-12-09T01:50:34.4Z,1,REGULAR,turnover,traveling,[],1629640,,,1610612759,16,17,2022-12-09T01:50:41Z,650000,False,,,0,,K. Johnson traveling TURNOVER (1 TO),[1629640],3,1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,202007.0,,,,,1.0,,,,,,,,
05:58,66,PT05M58.00S,2022-12-09T01:51:06.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629645,17.821944809461236,50.98039215686274,1610612745,16,19,2022-12-09T01:51:41Z,660000,False,-5.0,115.0,1,left,K. Porter Jr. 11' pullup Jump Shot (6 PTS),[1629645],3,1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.51,Made,6.0,,,,,,,,,,,,,,,,,
05:43,67,PT05M43.00S,2022-12-09T01:51:22.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,80.1084099868594,35.53921568627451,1610612759,18,19,2022-12-09T01:52:40Z,670000,False,-72.0,134.0,1,right,J. Richardson 15' step back Jump Shot (2 PTS),[1626196],7,1610612759.0,SAS,step back,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Center,15.27,Made,2.0,,,,,,,,,,,,,,,,,
05:23,68,PT05M23.00S,2022-12-09T01:51:42.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,5.863994743758213,46.32352941176471,1610612745,18,19,2022-12-09T01:54:04Z,680000,False,18.0,3.0,1,left,MISS J. Green reverse Layup,[1630224],4,1610612745.0,HOU,reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,,
05:23,92,PT05M23.00S,2022-12-09T01:51:42.8Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,18,19,2022-12-09T01:54:04Z,682500,False,,,0,,A. Sengun REBOUND (Off:3 Def:1),[1630578],28,1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,68.0,4.0,1.0,3.0,,
05:23,84,PT05M23.00S,2022-12-09T01:51:49.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,8.09789750328515,50.98039215686274,1610612745,18,19,2022-12-09T01:54:04Z,685000,False,-5.0,24.0,1,left,MISS A. Sengun tip Layup,[1630578],28,1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,,,,
05:23,85,PT05M23.00S,2022-12-09T01:51:49.3Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,18,19,2022-12-09T01:58:09Z,687500,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],3,1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,84.0,1.0,1.0,0.0,,
05:10,69,PT05M10.00S,2022-12-09T01:51:55.8Z,1,REGULAR,3pt,Jump Shot,[],1626196,75.3777923784494,87.5,1610612759,18,19,2022-12-09T01:52:02Z,690000,False,188.0,179.0,1,right,MISS J. Richardson 25' 3PT,[1626196],7,1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,,,,,,,,,,,,,,,,,
05:05,70,PT05M05.00S,2022-12-09T01:51:59.2Z,1,REGULAR,rebound,offensive,[],1629641,,,1610612759,18,19,2022-12-09T01:51:59Z,700000,False,,,0,,R. Langford REBOUND (Off:1 Def:1),[1629641],35,1610612759.0,SAS,,,,Langford,R. Langford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,69.0,2.0,1.0,1.0,,
05:02,71,PT05M02.00S,2022-12-09T01:52:06.0Z,1,REGULAR,foul,personal,[],1630578,,,1610612759,18,19,2022-12-09T01:52:17Z,710000,False,,,0,,A. Sengun personal FOUL (1 PF),"[1630578, 1628380]",28,1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,,,,,,,2004.0,1.0,0.0,Collins,1628380.0,,,,,,,,,
05:02,73,PT05M02.00S,2022-12-09T01:52:12.3Z,1,REGULAR,substitution,out,[],1628380,,,1610612759,18,19,2022-12-09T01:52:23Z,730000,False,,,0,,SUB out: Z. Collins,[1628380],23,1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
05:02,74,PT05M02.00S,2022-12-09T01:52:12.3Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,18,19,2022-12-09T01:52:23Z,740000,False,,,0,,SUB out: T. Jones,[1630200],33,1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
05:02,75,PT05M02.00S,2022-12-09T01:52:12.3Z,1,REGULAR,substitution,out,[],201569,,,1610612759,18,19,2022-12-09T01:52:23Z,750000,False,,,0,,SUB out: E. Gordon,[201569],10,1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
05:02,76,PT05M02.00S,2022-12-09T01:52:12.3Z,1,REGULAR,substitution,in,[],1629646,,,1610612759,18,19,2022-12-09T01:52:23Z,760000,False,,,0,,SUB in: C. Bassey,[1629646],28,1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
05:02,77,PT05M02.00S,2022-12-09T01:52:12.3Z,1,REGULAR,substitution,in,[],203926,,,1610612759,18,19,2022-12-09T01:52:23Z,770000,False,,,0,,SUB in: D. McDermott,[203926],17,1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
05:02,78,PT05M02.00S,2022-12-09T01:52:12.3Z,1,REGULAR,substitution,in,[],1630231,,,1610612759,18,19,2022-12-09T01:52:23Z,780000,False,,,0,,SUB in: K. Martin Jr.,[1630231],6,1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
