shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
12:00,2,PT12M00.00S,2022-12-09T01:40:12.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-09T01:40:12Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,4,PT12M00.00S,2022-12-09T01:40:13.7Z,1,REGULAR,jumpball,recovered,[],1629640,,,1610612759,0,0,2022-12-09T01:40:13Z,40000,False,,,0,,Jump Ball Z. Collins vs. A. Sengun: Tip to K. Johnson,"[1629640, 1628380, 1630578]",3,1610612759.0,SAS,startperiod,K. Johnson,1629640.0,Johnson,K. Johnson,Collins,1628380.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
11:44,8,PT11M44.00S,2022-12-09T01:40:50.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,93.11760840998686,43.13725490196079,1610612759,2,0,2022-12-09T01:40:57Z,80000,False,-34.0,12.0,1,right,Z. Collins turnaround Hook (2 PTS),[1628380],23,1610612759.0,SAS,turnaround,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,3.64,Made,2.0,,,,,,,,,,,,,,,,,
11:23,9,PT11M23.00S,2022-12-09T01:41:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,6.389618922470433,45.83333333333333,1610612745,2,2,2022-12-09T01:41:43Z,90000,False,21.0,8.0,1,left,A. Sengun reverse Layup (2 PTS) (E. Gordon 1 AST),"[1630578, 201569]",28,1610612745.0,HOU,reverse,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.21,Made,2.0,E. Gordon,201569.0,1.0,,,,,,,,,,,,,,
11:09,11,PT11M09.00S,2022-12-09T01:41:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,93.24901445466492,52.69607843137255,1610612759,4,2,2022-12-09T01:42:20Z,110000,False,13.0,11.0,1,right,K. Johnson driving Layup (2 PTS),[1629640],3,1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.74,Made,2.0,,,,,,,,,,,,,,,,,
10:50,12,PT10M50.00S,2022-12-09T01:41:46.1Z,1,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612745,4,2,2022-12-09T01:42:05Z,120000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1629640, 1629645]",3,1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2004.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,
10:50,14,PT10M50.00S,2022-12-09T01:42:10.3Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,4,3,2022-12-09T01:42:10Z,140000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (1 PTS),[1629645],3,1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
10:50,15,PT10M50.00S,2022-12-09T01:42:22.8Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,4,4,2022-12-09T01:42:22Z,150000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (2 PTS),[1629645],3,1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
10:36,17,PT10M36.00S,2022-12-09T01:42:37.4Z,1,REGULAR,turnover,bad pass,[],1628380,,,1610612759,4,4,2022-12-09T01:42:46Z,170000,False,,,0,,Z. Collins bad pass TURNOVER (1 TO),"[1628380, 1629645]",23,1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1.0,Porter Jr.,1629645.0,,,,,,
10:36,18,PT10M36.00S,2022-12-09T01:42:37.4Z,1,REGULAR,steal,,[],1629645,,,1610612745,4,4,2022-12-09T01:42:44Z,180000,False,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],3,1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
10:28,19,PT10M28.00S,2022-12-09T01:42:44.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,6.521024967148489,47.05882352941176,1610612745,4,6,2022-12-09T01:43:00Z,190000,False,15.0,9.0,1,left,J. Green alley-oop DUNK (2 PTS) (K. Porter Jr. 1 AST),"[1630224, 1629645]",4,1610612745.0,HOU,alley-oop,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.71,Made,2.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,,,,,
10:22,21,PT10M22.00S,2022-12-09T01:42:51.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,83.919185282523,49.754901960784316,1610612759,6,6,2022-12-09T01:43:09Z,210000,False,-1.0,99.0,1,right,Z. Collins 9' floating Jump Shot (4 PTS) (R. Langford 1 AST),"[1628380, 1629641]",23,1610612759.0,SAS,floating,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,9.87,Made,4.0,R. Langford,1629641.0,1.0,,,,,,,,,,,,,,
10:06,23,PT10M06.00S,2022-12-09T01:43:08.4Z,1,REGULAR,3pt,Jump Shot,[],1631095,31.09395532194481,66.42156862745098,1610612745,6,9,2022-12-09T01:43:13Z,230000,False,-82.0,240.0,1,left,J. Smith Jr. 25' 3PT  (3 PTS) (A. Sengun 1 AST),"[1631095, 1630578]",1,1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.35,Made,3.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
09:50,25,PT09M50.00S,2022-12-09T01:43:23.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,92.72339027595268,43.38235294117647,1610612759,8,9,2022-12-09T01:43:45Z,250000,False,-33.0,16.0,1,right,T. Jones driving reverse Layup (2 PTS) (Z. Collins 1 AST),"[1630200, 1628380]",33,1610612759.0,SAS,driving reverse,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,3.67,Made,2.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,,,,
09:37,27,PT09M37.00S,2022-12-09T01:43:36.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,11.645860709592641,45.34313725490196,1610612745,8,9,2022-12-09T01:43:50Z,270000,False,23.0,57.0,1,left,MISS K. Porter Jr. 6' floating Shot,[1629645],3,1610612745.0,HOU,floating,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.16,Missed,,,,,,,,,,,,,,,,,,
09:37,28,PT09M37.00S,2022-12-09T01:43:36.0Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612759,8,9,2022-12-09T01:45:01Z,280000,False,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],35,1610612759.0,SAS,,,,Langford,R. Langford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,
09:32,29,PT09M32.00S,2022-12-09T01:43:43.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629640,93.38042049934296,49.754901960784316,1610612759,10,9,2022-12-09T01:44:12Z,290000,False,-1.0,10.0,1,right,K. Johnson driving DUNK (4 PTS),[1629640],3,1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,0.98,Made,4.0,,,,,,,,,,,,,,,,,
09:32,30,PT09M32.00S,2022-12-09T01:43:49.1Z,1,REGULAR,foul,personal,['1freethrow'],1631095,,,1610612759,10,9,2022-12-09T01:43:58Z,300000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Johnson 1 FT),"[1631095, 1629640]",1,1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,202007.0,1.0,0.0,Johnson,1629640.0,,,,,,,,,
09:32,32,PT09M32.00S,2022-12-09T01:44:09.0Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629640,,,1610612759,10,9,2022-12-09T01:44:09Z,320000,False,,,0,,MISS K. Johnson Free Throw 1 of 1,[1629640],3,1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
09:28,33,PT09M28.00S,2022-12-09T01:44:11.7Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,10,9,2022-12-09T01:44:11Z,330000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],28,1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,32.0,1.0,1.0,0.0,,
09:15,34,PT09M15.00S,2022-12-09T01:44:25.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.652431011826544,45.588235294117645,1610612745,10,9,2022-12-09T01:44:31Z,340000,False,22.0,10.0,1,left,MISS J. Green driving finger roll Layup,[1630224],4,1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,,
09:09,35,PT09M09.00S,2022-12-09T01:44:31.1Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,10,9,2022-12-09T01:44:31Z,350000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],28,1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,34.0,2.0,1.0,1.0,,
09:09,36,PT09M09.00S,2022-12-09T01:44:30.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,5.590000152587891,50.0,1610612745,10,11,2022-12-09T01:44:30Z,360000,False,0.0,0.0,1,left,A. Sengun putback Layup (4 PTS),[1630578],28,1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
08:51,37,PT08M51.00S,2022-12-09T01:44:48.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,92.46057818659659,45.09803921568628,1610612759,12,11,2022-12-09T01:44:53Z,370000,False,-25.0,18.0,1,right,K. Johnson driving Layup (6 PTS),[1629640],3,1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.06,Made,6.0,,,,,,,,,,,,,,,,,
08:31,38,PT08M31.00S,2022-12-09T01:45:08.0Z,1,REGULAR,3pt,Jump Shot,[],1629645,28.991458607095925,22.058823529411764,1610612745,12,11,2022-12-09T01:45:12Z,380000,False,140.0,220.0,1,left,MISS K. Porter Jr. 26' 3PT,[1629645],3,1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,,
