actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-01-16T00:11:04.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-16T00:11:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-01-16T00:11:05.9Z,1,REGULAR,jumpball,recovered,[],1629640,,,1610612759,0,0,2023-01-16T00:11:05Z,40000,False,,,0,,Jump Ball J. Poeltl vs. D. Sabonis: Tip to K. Johnson,"[1629640, 1627751, 1627734]",1610612759.0,SAS,startperiod,K. Johnson,1629640.0,Johnson,K. Johnson,Poeltl,1627751.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-01-16T00:11:18.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,91.14651773981603,35.78431372549019,1610612759,0,0,2023-01-16T00:12:24Z,70000,False,-71.0,31.0,1,right,MISS T. Jones 7' driving floating bank Shot,[1630200],1610612759.0,SAS,driving floating bank,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,7.74,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2023-01-16T00:11:21.1Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,0,0,2023-01-16T00:11:25Z,80000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M27.00S,2023-01-16T00:11:35.6Z,1,REGULAR,2pt,Jump Shot,[],1628989,12.697109067017081,72.30392156862744,1610612758,0,0,2023-01-16T00:11:40Z,90000,False,-112.0,67.0,1,left,MISS K. Huerter 13' pullup Shot,[1628989],1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Left,13.0,Missed,,,,,,,,,,,,,,,,,,
10,PT11M24.00S,2023-01-16T00:11:38.6Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,0,0,2023-01-16T00:11:40Z,100000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M16.00S,2023-01-16T00:11:47.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,85.23324572930355,49.50980392156863,1610612759,0,0,2023-01-16T00:13:07Z,110000,False,-2.0,86.0,1,right,MISS R. Langford 8' driving floating Shot,[1629641],1610612759.0,SAS,driving floating,,,Langford,R. Langford,,,,,In The Paint (Non-RA),8-16 Center,8.63,Missed,,,,,,,,,,,,,,,,,,
12,PT11M14.00S,2023-01-16T00:11:49.2Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,0,0,2023-01-16T00:11:51Z,120000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M02.00S,2023-01-16T00:12:01.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.1268068331143235,49.754901960784316,1610612758,0,2,2023-01-16T00:12:08Z,130000,False,1.0,5.0,1,left,D. Fox reverse Layup (2 PTS),[1628368],1610612758.0,SAC,reverse,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,0.52,Made,,,,,2.0,,,,,,,,,,,,,
14,PT10M48.00S,2023-01-16T00:12:14.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,94.43166885676742,50.49019607843137,1610612759,2,2,2023-01-16T00:12:20Z,140000,False,2.0,0.0,1,right,J. Poeltl driving finger roll Layup (2 PTS) (T. Jones 1 AST),"[1627751, 1630200]",1610612759.0,SAS,driving finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.25,Made,,,,,2.0,T. Jones,1630200.0,1.0,,,,,,,,,,
