actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
375,PT12M00.00S,2023-01-18T02:25:34.1Z,3,REGULAR,substitution,out,['startperiod'],1631103,,,1610612759,51,51,2023-01-18T02:26:39Z,3620000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2023-01-18T02:25:34.1Z,3,REGULAR,substitution,out,['startperiod'],1626169,,,1610612759,51,51,2023-01-18T02:26:39Z,3640000,False,,,0,,SUB out: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2023-01-18T02:25:34.1Z,3,REGULAR,substitution,out,['startperiod'],1630560,,,1610612759,51,51,2023-01-18T02:26:39Z,3650000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT12M00.00S,2023-01-18T02:25:34.1Z,3,REGULAR,substitution,in,['startperiod'],1629640,,,1610612759,51,51,2023-01-18T02:26:39Z,3660000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT12M00.00S,2023-01-18T02:25:34.1Z,3,REGULAR,substitution,in,['startperiod'],1631110,,,1610612759,51,51,2023-01-18T02:26:39Z,3680000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT12M00.00S,2023-01-18T02:25:34.1Z,3,REGULAR,substitution,in,['startperiod'],1627751,,,1610612759,51,51,2023-01-18T02:26:39Z,3690000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT12M00.00S,2023-01-18T02:25:34.1Z,3,REGULAR,substitution,in,['startperiod'],1629651,,,1610612759,51,51,2023-01-18T02:26:39Z,3700000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT12M00.00S,2023-01-18T02:26:38.8Z,3,REGULAR,period,start,[],0,,,1610612751,51,51,2023-01-18T02:26:39Z,3710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT11M40.00S,2023-01-18T02:26:57.4Z,3,REGULAR,turnover,bad pass,[],203552,,,1610612751,51,51,2023-01-18T02:27:12Z,3720000,False,,,0,,S. Curry bad pass TURNOVER (2 TO),"[203552, 1631110]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,2.0,Sochan,1631110.0
386,PT11M40.00S,2023-01-18T02:26:57.4Z,3,REGULAR,steal,,[],1631110,,,1610612759,51,51,2023-01-18T02:27:00Z,3730000,False,,,0,,J. Sochan STEAL (1 STL),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
387,PT11M35.00S,2023-01-18T02:27:03.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629640,7.440867279894875,54.166666666666664,1610612759,53,51,2023-01-18T02:27:42Z,3740000,False,-21.0,17.0,1,left,K. Johnson running Layup (10 PTS),[1629640],1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.71,Made,,,,,10.0,,,,,,,,,,,,,
388,PT11M22.00S,2023-01-18T02:27:15.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626220,89.70105124835742,40.68627450980392,1610612751,53,51,2023-01-18T02:28:15Z,3750000,False,-47.0,44.0,1,right,MISS R. O'Neale 6' driving floating Shot,[1626220],1610612751.0,BKN,driving floating,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,6.43,Missed,,,,,,,,,,,,,,,,,,
389,PT11M22.00S,2023-01-18T02:27:15.9Z,3,REGULAR,rebound,defensive,[],1631110,,,1610612759,53,51,2023-01-18T02:27:37Z,3760000,False,,,0,,J. Sochan REBOUND (Off:1 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,388.0,3.0,2.0,1.0,,,,,,,,,,,,,,
390,PT11M10.00S,2023-01-18T02:27:29.5Z,3,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612759,53,51,2023-01-18T02:27:44Z,3770000,False,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Johnson 2 FT),"[1626220, 1629640]",1610612751.0,BKN,shooting,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,202035.0,1.0,0.0,Johnson,1629640.0,,,,,,,,
392,PT11M10.00S,2023-01-18T02:27:54.9Z,3,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,54,51,2023-01-18T02:27:54Z,3790000,False,,,0,,K. Johnson Free Throw 1 of 2 (11 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
393,PT11M10.00S,2023-01-18T02:28:08.5Z,3,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,55,51,2023-01-18T02:28:08Z,3800000,False,,,0,,K. Johnson Free Throw 2 of 2 (12 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
394,PT10M54.00S,2023-01-18T02:28:27.1Z,3,REGULAR,3pt,Jump Shot,[],203925,72.48685939553219,15.931372549019606,1610612751,55,51,2023-01-18T02:28:31Z,3810000,False,-170.0,206.0,1,right,MISS J. Harris 26' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Left Center,26.74,Missed,,,,,,,,,,,,,,,,,,
395,PT10M51.00S,2023-01-18T02:28:30.1Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,55,51,2023-01-18T02:28:31Z,3820000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,394.0,6.0,5.0,1.0,,,,,,,,,,,,,,
396,PT10M42.00S,2023-01-18T02:28:40.1Z,3,REGULAR,turnover,bad pass,[],1631110,,,1610612759,55,51,2023-01-18T02:28:50Z,3830000,False,,,0,,J. Sochan bad pass TURNOVER (2 TO),"[1631110, 203925]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Harris,203925.0
397,PT10M42.00S,2023-01-18T02:28:40.1Z,3,REGULAR,steal,,[],203925,,,1610612751,55,51,2023-01-18T02:38:48Z,3840000,False,,,0,,J. Harris STEAL (1 STL),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
398,PT10M34.00S,2023-01-18T02:28:47.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629651,91.27792378449409,44.6078431372549,1610612751,55,53,2023-01-18T02:36:18Z,3850000,False,-27.0,29.0,1,right,N. Claxton Layup (4 PTS) (B. Simmons 5 AST),"[1629651, 1627732]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,4.0,Made,,,,,4.0,,,,,,,,B. Simmons,1627732.0,5.0,,,
400,PT10M15.00S,2023-01-18T02:29:07.0Z,3,REGULAR,2pt,Jump Shot,[],1629641,23.73521681997372,44.11764705882353,1610612759,55,53,2023-01-18T02:29:15Z,3870000,False,29.0,171.0,1,left,MISS R. Langford 17' pullup Shot,[1629641],1610612759.0,SAS,pullup,,,Langford,R. Langford,,,,,Mid-Range,16-24 Center,17.31,Missed,,,,,,,,,,,,,,,,,,
401,PT10M14.00S,2023-01-18T02:29:08.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,55,53,2023-01-18T02:29:15Z,3880000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Center,,,400.0,,,,,,,,,,,,,,,,,
403,PT10M03.00S,2023-01-18T02:29:32.3Z,3,REGULAR,3pt,Jump Shot,[],203552,64.20827858081472,53.67647058823529,1610612751,55,53,2023-01-18T02:29:39Z,3900000,False,18.0,284.0,1,right,MISS S. Curry 28' 3PT,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,28.45,Missed,,,,,,,,,,,,,,,,,,
404,PT09M58.00S,2023-01-18T02:29:36.9Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,55,53,2023-01-18T02:29:36Z,3910000,False,,,0,,N. Claxton REBOUND (Off:2 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,403.0,6.0,4.0,2.0,,,,,,,,,,,,,,
405,PT09M47.00S,2023-01-18T02:29:50.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,91.27792378449409,44.11764705882353,1610612751,55,55,2023-01-18T02:30:13Z,3920000,False,-29.0,29.0,1,right,N. Claxton Layup (6 PTS) (S. Curry 1 AST),"[1629651, 203552]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,4.16,Made,,,,,6.0,,,,,,,,S. Curry,203552.0,1.0,,,
407,PT09M47.00S,2023-01-18T02:29:54.8Z,3,REGULAR,foul,personal,['1freethrow'],1631110,,,1610612751,55,55,2023-01-18T02:30:05Z,3940000,False,,,0,,J. Sochan shooting personal FOUL (4 PF) (Claxton 1 FT),"[1631110, 1629651]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,202035.0,4.0,0.0,Claxton,1629651.0,,,,,,,,
409,PT09M47.00S,2023-01-18T02:30:33.2Z,3,REGULAR,substitution,out,[],1631110,,,1610612751,55,55,2023-01-18T02:31:26Z,3960000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT09M47.00S,2023-01-18T02:30:33.2Z,3,REGULAR,substitution,in,[],1626196,,,1610612751,55,55,2023-01-18T02:31:26Z,3970000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT09M47.00S,2023-01-18T02:30:54.6Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1629651,,,1610612751,55,56,2023-01-18T02:30:54Z,3980000,False,,,0,,N. Claxton Free Throw 1 of 1 (7 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
412,PT09M32.00S,2023-01-18T02:31:10.8Z,3,REGULAR,3pt,Jump Shot,[],1630200,7.966491458607096,3.9215686274509802,1610612759,58,56,2023-01-18T02:39:48Z,3990000,False,230.0,22.0,1,left,T. Jones 3PT  (7 PTS) (R. Langford 2 AST),"[1630200, 1629641]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,23.15,Made,,,,,7.0,,,,,,,,R. Langford,1629641.0,2.0,,,
414,PT09M20.00S,2023-01-18T02:31:22.3Z,3,REGULAR,3pt,Jump Shot,[],203925,68.80749014454665,25.245098039215684,1610612751,58,56,2023-01-18T02:31:32Z,4010000,False,-124.0,241.0,1,right,MISS J. Harris 27' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Left Center,27.07,Missed,,,,,,,,,,,,,,,,,,
415,PT09M17.00S,2023-01-18T02:31:25.3Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,58,56,2023-01-18T02:31:32Z,4020000,False,,,0,,K. Johnson REBOUND (Off:0 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,414.0,5.0,5.0,0.0,,,,,,,,,,,,,,
416,PT09M12.00S,2023-01-18T02:31:30.7Z,3,REGULAR,turnover,bad pass,[],1629641,,,1610612759,58,56,2023-01-18T02:31:36Z,4030000,False,,,0,,R. Langford bad pass TURNOVER (1 TO),"[1629641, 203925]",1610612759.0,SAS,,,,Langford,R. Langford,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,1.0,Harris,203925.0
417,PT09M12.00S,2023-01-18T02:31:30.7Z,3,REGULAR,steal,,[],203925,,,1610612751,58,56,2023-01-18T02:31:32Z,4040000,False,,,0,,J. Harris STEAL (2 STL),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
418,PT09M01.00S,2023-01-18T02:31:41.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629651,91.80354796320631,51.470588235294116,1610612751,58,58,2023-01-18T02:31:48Z,4050000,False,7.0,25.0,1,right,N. Claxton reverse Layup (9 PTS) (B. Simmons 6 AST),"[1629651, 1627732]",1610612751.0,BKN,reverse,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.56,Made,,,,,9.0,,,,,,,,B. Simmons,1627732.0,6.0,,,
420,PT08M53.00S,2023-01-18T02:31:51.7Z,3,REGULAR,foul,personal,[],203552,,,1610612759,58,58,2023-01-18T02:40:01Z,4070000,False,,,0,,S. Curry personal FOUL (1 PF),"[203552, 1630200]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,,,,,,,,202035.0,1.0,0.0,Jones,1630200.0,,,,,,,,
422,PT08M39.00S,2023-01-18T02:32:32.3Z,3,REGULAR,3pt,Jump Shot,[],1629640,32.14520367936925,23.03921568627451,1610612759,58,58,2023-01-18T02:34:02Z,4090000,False,135.0,250.0,1,left,MISS K. Johnson 28' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,28.38,Missed,,,,,,,,,,,,,,,,,,
423,PT08M37.00S,2023-01-18T02:32:34.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,58,58,2023-01-18T02:34:02Z,4100000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,422.0,,,,,,,,,,,,,,,,,
424,PT08M35.00S,2023-01-18T02:32:57.3Z,3,REGULAR,turnover,bad pass,[],1629640,,,1610612759,58,58,2023-01-18T02:33:10Z,4110000,False,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1629640, 1627732]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Simmons,1627732.0
425,PT08M35.00S,2023-01-18T02:32:57.3Z,3,REGULAR,steal,,[],1627732,,,1610612751,58,58,2023-01-18T02:33:00Z,4120000,False,,,0,,B. Simmons STEAL (3 STL),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
426,PT08M30.00S,2023-01-18T02:33:02.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203925,71.17279894875165,17.15686274509804,1610612751,58,58,2023-01-18T02:45:59Z,4130000,False,-164.0,218.0,1,right,MISS J. Harris 27' running 3PT,[203925],1610612751.0,BKN,running,,,Harris,J. Harris,,,,,Above the Break 3,24+ Left Center,27.33,Missed,,,,,,,,,,,,,,,,,,
427,PT08M25.00S,2023-01-18T02:33:07.4Z,3,REGULAR,rebound,defensive,[],1629641,,,1610612759,58,58,2023-01-18T02:33:17Z,4140000,False,,,0,,R. Langford REBOUND (Off:1 Def:2),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Above the Break 3,24+ Left Center,,,426.0,3.0,2.0,1.0,,,,,,,,,,,,,,
428,PT08M17.00S,2023-01-18T02:33:14.6Z,3,REGULAR,3pt,Jump Shot,[],1630200,7.5722733245729295,96.32352941176471,1610612759,58,58,2023-01-18T02:33:30Z,4150000,False,-232.0,19.0,1,left,MISS T. Jones 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,23.24,Missed,,,,,,,,,,,,,,,,,,
429,PT08M12.00S,2023-01-18T02:33:19.5Z,3,REGULAR,rebound,offensive,[],1626196,,,1610612759,58,58,2023-01-18T02:33:19Z,4160000,False,,,0,,J. Richardson REBOUND (Off:2 Def:2),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Left Corner 3,24+ Left,,,428.0,4.0,2.0,2.0,,,,,,,,,,,,,,
430,PT08M03.00S,2023-01-18T02:33:28.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630200,7.966491458607096,44.6078431372549,1610612759,58,58,2023-01-18T02:48:00Z,4170000,False,27.0,22.0,1,left,MISS T. Jones driving Layup - blocked,"[1630200, 1627732]",1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,3.51,Missed,,,,,,,,,,,Simmons,1627732.0,,,,,,
431,PT08M03.00S,2023-01-18T02:33:28.7Z,3,REGULAR,block,,[],1627732,,,1610612759,58,58,2023-01-18T02:49:09Z,4180000,False,,,0,,B. Simmons BLOCK (2 BLK),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
432,PT08M01.00S,2023-01-18T02:33:30.7Z,3,REGULAR,rebound,offensive,[],1630200,,,1610612759,58,58,2023-01-18T02:41:34Z,4190000,False,,,0,,T. Jones REBOUND (Off:1 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,430.0,2.0,1.0,1.0,,,,,,,,,,,,,,
433,PT08M01.00S,2023-01-18T02:33:38.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629640,38.32128777923784,83.08823529411765,1610612759,58,58,2023-01-18T02:35:22Z,4200000,False,-165.0,308.0,1,left,MISS K. Johnson 34' turnaround 3PT,[1629640],1610612759.0,SAS,turnaround,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,34.93,Missed,,,,,,,,,,,,,,,,,,
434,PT08M01.00S,2023-01-18T02:33:42.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,58,58,2023-01-18T02:33:42Z,4210000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,433.0,,,,,,,,,,,,,,,,,
435,PT08M01.00S,2023-01-18T02:33:43.3Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612759,58,58,2023-01-18T02:34:22Z,4220000,False,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,202035.0,,,,,,,,,,,,
436,PT07M54.00S,2023-01-18T02:33:57.8Z,3,REGULAR,foul,offensive,[],203552,,,1610612751,58,58,2023-01-18T02:34:13Z,4230000,False,,,0,,S. Curry offensive FOUL (2 PF),"[203552, 1630200]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,,201245.0,2.0,0.0,Jones,1630200.0,,,,,,,,
438,PT07M54.00S,2023-01-18T02:33:57.8Z,3,REGULAR,turnover,offensive foul,[],203552,,,1610612751,58,58,2023-01-18T02:33:57Z,4250000,False,,,0,,S. Curry offensive foul TURNOVER (3 TO),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,,201245.0,,,,,,,,,,3.0,,
439,PT07M47.00S,2023-01-18T02:34:25.1Z,3,REGULAR,foul,personal,[],1627732,,,1610612759,58,58,2023-01-18T02:34:29Z,4260000,False,,,0,,B. Simmons personal FOUL (4 PF),"[1627732, 1626196]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Left Center,,,,,,,,101284.0,4.0,0.0,Richardson,1626196.0,,,,,,,,
441,PT07M47.00S,2023-01-18T02:34:33.2Z,3,REGULAR,substitution,out,[],1627732,,,1610612759,58,58,2023-01-18T02:34:42Z,4280000,False,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT07M47.00S,2023-01-18T02:34:33.2Z,3,REGULAR,substitution,in,[],1628410,,,1610612759,58,58,2023-01-18T02:34:42Z,4290000,False,,,0,,SUB in: E. Sumner,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT07M43.00S,2023-01-18T02:34:56.4Z,3,REGULAR,foul,personal,[],203552,,,1610612759,58,58,2023-01-18T02:35:00Z,4300000,False,,,0,,S. Curry personal FOUL (3 PF),"[203552, 1627751]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,,101284.0,3.0,0.0,Poeltl,1627751.0,,,,,,,,
445,PT07M32.00S,2023-01-18T02:35:28.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629641,6.652431011826544,58.82352941176471,1610612759,58,58,2023-01-18T02:50:45Z,4320000,False,-44.0,10.0,1,left,MISS R. Langford driving floating bank Shot,[1629641],1610612759.0,SAS,driving floating bank,,,Langford,R. Langford,,,,,In The Paint (Non-RA),0-8 Center,4.52,Missed,,,,,,,,,,,,,,,,,,
446,PT07M29.00S,2023-01-18T02:35:31.2Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,58,58,2023-01-18T02:50:45Z,4330000,False,,,0,,N. Claxton REBOUND (Off:2 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,445.0,7.0,5.0,2.0,,,,,,,,,,,,,,
447,PT07M23.00S,2023-01-18T02:35:36.8Z,3,REGULAR,turnover,bad pass,[],1628410,,,1610612751,58,58,2023-01-18T02:35:44Z,4340000,False,,,0,,E. Sumner bad pass TURNOVER (1 TO),"[1628410, 1627751]",1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Poeltl,1627751.0
448,PT07M23.00S,2023-01-18T02:35:36.8Z,3,REGULAR,steal,,[],1627751,,,1610612759,58,58,2023-01-18T02:35:38Z,4350000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
449,PT07M18.00S,2023-01-18T02:35:41.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629640,4.812746386333772,95.83333333333334,1610612759,58,58,2023-01-18T02:51:09Z,4360000,False,-229.0,-7.0,1,left,MISS K. Johnson running 3PT,[1629640],1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
450,PT07M12.00S,2023-01-18T02:35:47.7Z,3,REGULAR,rebound,offensive,[],1629641,,,1610612759,58,58,2023-01-18T02:36:08Z,4370000,False,,,0,,R. Langford REBOUND (Off:2 Def:2),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Left Corner 3,24+ Left,,,449.0,4.0,2.0,2.0,,,,,,,,,,,,,,
451,PT07M12.00S,2023-01-18T02:35:47.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629641,5.590000152587891,50.0,1610612759,60,58,2023-01-18T02:35:47Z,4380000,False,0.0,0.0,1,left,R. Langford putback Layup (2 PTS),[1629641],1610612759.0,SAS,putback,,,Langford,R. Langford,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
452,PT07M02.00S,2023-01-18T02:35:57.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,89.96386333771353,45.588235294117645,1610612751,60,58,2023-01-18T02:39:12Z,4390000,False,-22.0,42.0,1,right,MISS N. Claxton driving finger roll Layup,[1629651],1610612751.0,BKN,driving finger roll,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,4.73,Missed,,,,,,,,,,,,,,,,,,
453,PT07M00.00S,2023-01-18T02:36:00.6Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,60,58,2023-01-18T02:36:00Z,4400000,False,,,0,,T. Jones REBOUND (Off:1 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,452.0,3.0,2.0,1.0,,,,,,,,,,,,,,
454,PT06M52.00S,2023-01-18T02:36:08.4Z,3,REGULAR,2pt,Jump Shot,[],1626196,24.26084099868594,62.5,1610612759,62,58,2023-01-18T02:37:17Z,4410000,False,-62.0,176.0,1,left,J. Richardson 18' pullup Jump Shot (7 PTS) (J. Poeltl 2 AST),"[1626196, 1627751]",1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Left Center,18.64,Made,,,,,7.0,,,,,,,,J. Poeltl,1627751.0,2.0,,,
456,PT06M33.00S,2023-01-18T02:36:27.2Z,3,REGULAR,2pt,Jump Shot,[],203552,90.48948751642575,86.02941176470588,1610612751,62,58,2023-01-18T02:53:41Z,4430000,False,180.0,37.0,1,right,MISS S. Curry 18' step back Shot,[203552],1610612751.0,BKN,step back,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right,18.38,Missed,,,,,,,,,,,,,,,,,,
457,PT06M33.00S,2023-01-18T02:36:27.2Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,62,58,2023-01-18T02:37:55Z,4440000,False,,,0,,K. Johnson REBOUND (Off:0 Def:6),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right,,,456.0,6.0,6.0,0.0,,,,,,,,,,,,,,
458,PT06M22.00S,2023-01-18T02:36:38.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,7.30946123521682,56.127450980392155,1610612759,62,58,2023-01-18T02:38:04Z,4450000,False,-31.0,16.0,1,left,MISS J. Richardson driving finger roll Layup,[1626196],1610612759.0,SAS,driving finger roll,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,3.46,Missed,,,,,,,,,,,,,,,,,,
