actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
89,PT05M56.00S,2023-01-14T01:04:51.3Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,11,17,2023-01-14T01:04:53Z,890000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M56.00S,2023-01-14T01:04:51.3Z,1,REGULAR,substitution,in,[],203926,,,1610612759,11,17,2023-01-14T01:04:53Z,900000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M42.00S,2023-01-14T01:05:08.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629641,87.86136662286465,50.98039215686274,1610612759,13,17,2023-01-14T01:05:29Z,910000,False,5.0,62.0,1,right,R. Langford 6' driving floating Jump Shot (9 PTS),[1629641],1610612759.0,SAS,driving floating,,,Langford,R. Langford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,9.0,6.18,,,,,,,,,,,
92,PT05M27.00S,2023-01-14T01:05:25.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,14.273981603153747,42.15686274509804,1610612744,13,17,2023-01-14T01:05:43Z,920000,False,39.0,82.0,1,left,MISS A. Wiggins 9' driving Layup - blocked,"[203952, 1626196]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,9.06,,,,,,,,,,Richardson,1626196.0
93,PT05M27.00S,2023-01-14T01:05:25.2Z,1,REGULAR,block,,[],1626196,,,1610612744,13,17,2023-01-14T01:05:27Z,930000,False,,,0,,J. Richardson BLOCK (1 BLK),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
94,PT05M27.00S,2023-01-14T01:05:25.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,13,17,2023-01-14T01:05:43Z,940000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,92.0,,,,,,,,,,,,,
96,PT05M27.00S,2023-01-14T01:05:31.2Z,1,REGULAR,substitution,out,[],1627751,,,1610612759,13,17,2023-01-14T01:05:33Z,960000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M27.00S,2023-01-14T01:05:31.2Z,1,REGULAR,substitution,in,[],1628380,,,1610612759,13,17,2023-01-14T01:05:33Z,970000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M03.00S,2023-01-14T01:06:05.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,89.04402102496715,41.911764705882355,1610612759,13,17,2023-01-14T01:06:13Z,980000,False,-40.0,50.0,1,right,MISS Z. Collins 6' driving Hook - blocked,"[1628380, 203952]",1610612759.0,SAS,driving,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.47,,,,,,,,,,Wiggins,203952.0
99,PT05M03.00S,2023-01-14T01:06:05.6Z,1,REGULAR,block,,[],203952,,,1610612759,13,17,2023-01-14T01:06:08Z,990000,False,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
100,PT05M00.00S,2023-01-14T01:06:08.6Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,13,17,2023-01-14T01:08:31Z,1000000,False,,,0,,D. Green REBOUND (Off:0 Def:6),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,98.0,,,6.0,6.0,0.0,,,,,,,,
101,PT04M57.00S,2023-01-14T01:06:22.6Z,1,REGULAR,foul,personal,[],203926,,,1610612744,13,17,2023-01-14T01:08:53Z,1010000,False,,,0,,D. McDermott personal FOUL (1 PF),"[203926, 203110]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),0-8 Center,2714.0,1.0,0.0,Green,203110.0,,,,,,,,,,,,,,,
103,PT04M50.00S,2023-01-14T01:06:42.3Z,1,REGULAR,3pt,Jump Shot,[],203952,9.543363994743759,96.56862745098039,1610612744,13,17,2023-01-14T01:06:48Z,1030000,False,-233.0,37.0,1,left,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.58,,,,,,,,,,,
104,PT04M47.00S,2023-01-14T01:06:44.7Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,13,17,2023-01-14T01:06:44Z,1040000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Left Corner 3,24+ Left,,,,,,,103.0,,,1.0,1.0,0.0,,,,,,,,
105,PT04M45.00S,2023-01-14T01:06:54.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201939,,,1610612759,13,17,2023-01-14T01:07:01Z,1050000,False,,,0,,S. Curry personal FOUL (1 PF) (Langford 2 FT),"[201939, 1629641]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Center,203177.0,1.0,0.0,Langford,1629641.0,,,,,,,,,,,,,,,
107,PT04M45.00S,2023-01-14T01:07:23.3Z,1,REGULAR,freethrow,1 of 2,[],1629641,,,1610612759,13,17,2023-01-14T01:08:05Z,1070000,False,,,0,,MISS R. Langford Free Throw 1 of 2,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
108,PT04M45.00S,2023-01-14T01:07:23.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,13,17,2023-01-14T01:08:05Z,1080000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,107.0,,,,,,,,,,,,,
109,PT04M45.00S,2023-01-14T01:07:23.3Z,1,REGULAR,freethrow,2 of 2,[],1629641,,,1610612759,13,17,2023-01-14T01:08:05Z,1090000,False,,,0,,MISS R. Langford Free Throw 2 of 2,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
110,PT04M43.00S,2023-01-14T01:07:25.3Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,13,17,2023-01-14T01:08:05Z,1100000,False,,,0,,D. Green REBOUND (Off:0 Def:7),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,109.0,,,7.0,7.0,0.0,,,,,,,,
111,PT04M30.00S,2023-01-14T01:08:00.9Z,1,REGULAR,foul,personal,[],1626196,,,1610612744,13,17,2023-01-14T01:08:09Z,1110000,False,,,0,,J. Richardson personal FOUL (1 PF),"[1626196, 2738]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,202056.0,1.0,0.0,Iguodala,2738.0,,,,,,,,,,,,,,,
113,PT04M30.00S,2023-01-14T01:08:15.4Z,1,REGULAR,substitution,out,[],203952,,,1610612744,13,17,2023-01-14T01:08:18Z,1130000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M30.00S,2023-01-14T01:08:15.4Z,1,REGULAR,substitution,in,[],1630541,,,1610612744,13,17,2023-01-14T01:08:18Z,1140000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M21.00S,2023-01-14T01:08:30.6Z,1,REGULAR,3pt,Jump Shot,[],201939,27.020367936925098,85.04901960784314,1610612744,13,17,2023-01-14T01:08:39Z,1150000,False,-175.0,201.0,1,left,MISS S. Curry 26' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.7,,,,,,,,,,,
116,PT04M19.00S,2023-01-14T01:08:32.6Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,13,17,2023-01-14T01:08:39Z,1160000,False,,,0,,J. Sochan REBOUND (Off:1 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,,,,,115.0,,,3.0,2.0,1.0,,,,,,,,
117,PT04M11.00S,2023-01-14T01:08:41.1Z,1,REGULAR,2pt,Jump Shot,[],1628380,77.08607095926413,52.450980392156865,1610612759,13,17,2023-01-14T01:09:03Z,1170000,False,12.0,163.0,1,right,MISS Z. Collins 16' Jump Shot,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,16.34,,,,,,,,,,,
118,PT04M09.00S,2023-01-14T01:08:43.1Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,13,17,2023-01-14T01:09:03Z,1180000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Center,,,,,,,117.0,,,1.0,1.0,0.0,,,,,,,,
120,PT04M04.00S,2023-01-14T01:08:54.4Z,1,REGULAR,substitution,out,[],1631110,,,1610612744,13,17,2023-01-14T01:09:24Z,1200000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT04M04.00S,2023-01-14T01:08:54.4Z,1,REGULAR,substitution,out,[],1629641,,,1610612744,13,17,2023-01-14T01:09:24Z,1210000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT04M04.00S,2023-01-14T01:08:54.4Z,1,REGULAR,substitution,out,[],203110,,,1610612744,13,17,2023-01-14T01:09:24Z,1220000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M04.00S,2023-01-14T01:08:54.4Z,1,REGULAR,substitution,out,[],201939,,,1610612744,13,17,2023-01-14T01:09:24Z,1230000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M04.00S,2023-01-14T01:08:54.4Z,1,REGULAR,substitution,in,[],1629640,,,1610612744,13,17,2023-01-14T01:09:24Z,1240000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT04M04.00S,2023-01-14T01:08:54.4Z,1,REGULAR,substitution,in,[],1631103,,,1610612744,13,17,2023-01-14T01:09:24Z,1250000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT04M04.00S,2023-01-14T01:08:54.4Z,1,REGULAR,substitution,in,[],1630237,,,1610612744,13,17,2023-01-14T01:09:24Z,1260000,False,,,0,,SUB in: A. Lamb,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT04M04.00S,2023-01-14T01:08:54.4Z,1,REGULAR,substitution,in,[],1628978,,,1610612744,13,17,2023-01-14T01:09:24Z,1270000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M56.00S,2023-01-14T01:09:26.4Z,1,REGULAR,3pt,Jump Shot,[],2738,24.392247043363994,87.5,1610612744,13,20,2023-01-14T01:09:35Z,1280000,False,-188.0,177.0,1,left,A. Iguodala 25' 3PT  (3 PTS) (M. Moody 1 AST),"[2738, 1630541]",1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,25.77,,,,M. Moody,1630541.0,1.0,,,,,
130,PT03M44.00S,2023-01-14T01:09:39.1Z,1,REGULAR,3pt,Jump Shot,[],1626196,70.12155059132719,19.852941176470587,1610612759,13,20,2023-01-14T01:09:43Z,1300000,False,-151.0,228.0,1,right,MISS J. Richardson 27' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,27.36,,,,,,,,,,,
131,PT03M41.00S,2023-01-14T01:09:42.1Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612744,13,20,2023-01-14T01:09:43Z,1310000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,,130.0,,,1.0,1.0,0.0,,,,,,,,
132,PT03M34.00S,2023-01-14T01:09:48.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,5.863994743758213,52.69607843137255,1610612744,13,22,2023-01-14T01:09:53Z,1320000,False,-13.0,3.0,1,left,J. Poole driving Layup (2 PTS) (D. DiVincenzo 1 AST),"[1629673, 1628978]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.37,,,,D. DiVincenzo,1628978.0,1.0,,,,,
134,PT03M25.00S,2023-01-14T01:10:00.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629673,,,1610612759,13,22,2023-01-14T01:10:26Z,1340000,False,,,0,,J. Poole shooting personal FOUL (1 PF) (McDermott 2 FT),"[1629673, 203926]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Left,203177.0,1.0,0.0,McDermott,203926.0,,,,,,,,,,,,,,,
136,PT03M25.00S,2023-01-14T01:10:27.4Z,1,REGULAR,freethrow,1 of 2,[],203926,,,1610612759,14,22,2023-01-14T01:10:27Z,1360000,False,,,0,,D. McDermott Free Throw 1 of 2 (1 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
137,PT03M25.00S,2023-01-14T01:10:48.7Z,1,REGULAR,freethrow,2 of 2,[],203926,,,1610612759,15,22,2023-01-14T01:10:48Z,1370000,False,,,0,,D. McDermott Free Throw 2 of 2 (2 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
138,PT03M15.00S,2023-01-14T01:10:58.4Z,1,REGULAR,3pt,Jump Shot,[],1629673,33.590670170827856,51.71568627450981,1610612744,15,22,2023-01-14T01:11:03Z,1380000,False,-9.0,263.0,1,left,MISS J. Poole 26' pullup 3PT,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.34,,,,,,,,,,,
139,PT03M13.00S,2023-01-14T01:11:00.4Z,1,REGULAR,rebound,defensive,[],203926,,,1610612759,15,22,2023-01-14T01:11:03Z,1390000,False,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,,,,,,,138.0,,,1.0,1.0,0.0,,,,,,,,
141,PT02M58.00S,2023-01-14T01:11:15.9Z,1,REGULAR,3pt,Jump Shot,[],203926,93.64323258869908,1.9607843137254901,1610612759,18,22,2023-01-14T01:11:25Z,1410000,False,-240.0,7.0,1,right,D. McDermott 24' 3PT  (5 PTS) (J. Richardson 2 AST),"[203926, 1626196]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Left Corner 3,24+ Left,,,,,,Made,,5.0,24.03,,,,J. Richardson,1626196.0,2.0,,,,,
143,PT02M50.00S,2023-01-14T01:11:24.3Z,1,REGULAR,3pt,Jump Shot,[],1630237,22.026938239159,92.8921568627451,1610612744,18,25,2023-01-14T01:11:37Z,1430000,False,-214.0,155.0,1,left,A. Lamb 26' 3PT  (3 PTS) (J. Poole 1 AST),"[1630237, 1629673]",1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,26.44,,,,J. Poole,1629673.0,1.0,,,,,
145,PT02M36.00S,2023-01-14T01:11:37.7Z,1,REGULAR,2pt,Jump Shot,[],1626196,80.50262812089356,33.33333333333333,1610612759,20,25,2023-01-14T01:13:34Z,1450000,False,-83.0,131.0,1,right,J. Richardson 15' pullup Jump Shot (2 PTS) (M. Branham 1 AST),"[1626196, 1631103]",1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Left,,,,,,Made,,2.0,15.51,,,,M. Branham,1631103.0,1.0,,,,,
147,PT02M26.00S,2023-01-14T01:11:50.6Z,1,REGULAR,foul,personal,[],1629640,,,1610612744,20,25,2023-01-14T01:12:46Z,1470000,False,,,0,,K. Johnson personal FOUL (1 PF),"[1629640, 1629673]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,202056.0,1.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,
149,PT02M26.00S,2023-01-14T01:11:56.7Z,1,REGULAR,substitution,out,[],2738,,,1610612744,20,25,2023-01-14T01:12:03Z,1490000,False,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M26.00S,2023-01-14T01:11:56.7Z,1,REGULAR,substitution,in,[],1626172,,,1610612744,20,25,2023-01-14T01:12:03Z,1500000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M20.00S,2023-01-14T01:12:46.5Z,1,REGULAR,3pt,Jump Shot,[],1628978,31.61957950065703,70.83333333333334,1610612744,20,25,2023-01-14T01:12:56Z,1510000,False,-104.0,245.0,1,left,MISS D. DiVincenzo 26' 3PT,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.6,,,,,,,,,,,
152,PT02M16.00S,2023-01-14T01:12:50.0Z,1,REGULAR,rebound,offensive,[],1628978,,,1610612744,20,25,2023-01-14T01:12:50Z,1520000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:1),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,,151.0,,,2.0,1.0,1.0,,,,,,,,
153,PT02M10.00S,2023-01-14T01:12:55.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630541,26.49474375821288,12.009803921568627,1610612744,20,28,2023-01-14T01:13:00Z,1530000,False,190.0,197.0,1,left,M. Moody 27' 3PT  (3 PTS) (J. Poole 2 AST),"[1630541, 1629673]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,3.0,27.34,,,,J. Poole,1629673.0,2.0,,,,,
155,PT01M57.00S,2023-01-14T01:13:08.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,86.15308804204993,35.294117647058826,1610612759,22,28,2023-01-14T01:14:51Z,1550000,False,-74.0,78.0,1,right,M. Branham 10' driving floating Jump Shot (2 PTS),[1631103],1610612759.0,SAS,driving floating,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,,2.0,10.7,,,,,,,,,,,
156,PT01M46.00S,2023-01-14T01:13:19.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,5.863994743758213,53.18627450980392,1610612744,22,30,2023-01-14T01:13:25Z,1560000,False,-16.0,3.0,1,left,D. DiVincenzo driving Layup (2 PTS),[1628978],1610612744.0,GSW,driving,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.61,,,,,,,,,,,
157,PT01M33.00S,2023-01-14T01:13:32.3Z,1,REGULAR,2pt,Jump Shot,[],1626196,77.61169513797634,52.20588235294118,1610612759,22,30,2023-01-14T01:13:37Z,1570000,False,11.0,158.0,1,right,MISS J. Richardson 15' pullup Shot,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Center,,,,,,Missed,,,15.84,,,,,,,,,,,
158,PT01M31.00S,2023-01-14T01:13:34.3Z,1,REGULAR,rebound,defensive,[],1630237,,,1610612744,22,30,2023-01-14T01:13:37Z,1580000,False,,,0,,A. Lamb REBOUND (Off:0 Def:1),[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,Mid-Range,8-16 Center,,,,,,,157.0,,,1.0,1.0,0.0,,,,,,,,
159,PT01M24.00S,2023-01-14T01:13:43.9Z,1,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,22,30,2023-01-14T01:14:04Z,1590000,False,,,0,,J. Poole lost ball out-of-bounds TURNOVER (1 TO),[1629673],1610612744.0,GSW,lost ball,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right,2714.0,,,,,,,,,,,,,,,1.0,,,,
160,PT01M24.00S,2023-01-14T01:13:48.2Z,1,REGULAR,substitution,out,[],1626196,,,1610612759,22,30,2023-01-14T01:13:58Z,1600000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M24.00S,2023-01-14T01:13:48.2Z,1,REGULAR,substitution,in,[],1630200,,,1610612759,22,30,2023-01-14T01:13:58Z,1610000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M14.00S,2023-01-14T01:14:13.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628380,76.16622864651774,50.98039215686274,1610612759,24,30,2023-01-14T01:14:23Z,1620000,False,5.0,172.0,1,right,Z. Collins 17' Jump Shot (2 PTS) (T. Jones 1 AST),"[1628380, 1630200]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Center,,,,,,Made,,2.0,17.16,,,,T. Jones,1630200.0,1.0,,,,,
164,PT00M57.90S,2023-01-14T01:14:32.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,6.521024967148489,45.34313725490196,1610612744,24,32,2023-01-14T01:14:40Z,1640000,False,23.0,9.0,1,left,K. Looney Layup (7 PTS) (M. Moody 2 AST),"[1626172, 1630541]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,Made,,7.0,2.49,,,,M. Moody,1630541.0,2.0,,,,,
166,PT00M57.90S,2023-01-14T01:14:37.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628380,,,1610612744,24,32,2023-01-14T01:15:04Z,1660000,False,,,0,,Z. Collins shooting personal FOUL (1 PF) (Looney 1 FT),"[1628380, 1626172]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,2714.0,1.0,0.0,Looney,1626172.0,,,,,,,,,,,,,,,
168,PT00M57.90S,2023-01-14T01:15:10.8Z,1,REGULAR,freethrow,1 of 1,[],1626172,,,1610612744,24,33,2023-01-14T01:15:10Z,1680000,False,,,0,,K. Looney Free Throw 1 of 1 (8 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
169,PT00M49.80S,2023-01-14T01:15:20.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626172,,,1610612759,24,33,2023-01-14T01:15:37Z,1690000,False,,,0,,K. Looney shooting personal FOUL (3 PF) (Johnson 2 FT),"[1626172, 1629640]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,2714.0,3.0,0.0,Johnson,1629640.0,,,,,,,,,,,,,,,
171,PT00M49.80S,2023-01-14T01:15:52.7Z,1,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,25,33,2023-01-14T01:15:52Z,1710000,False,,,0,,K. Johnson Free Throw 1 of 2 (1 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
172,PT00M49.80S,2023-01-14T01:15:58.0Z,1,REGULAR,substitution,out,[],1626172,,,1610612759,25,33,2023-01-14T01:16:02Z,1720000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M49.80S,2023-01-14T01:15:58.0Z,1,REGULAR,substitution,in,[],203110,,,1610612759,25,33,2023-01-14T01:16:02Z,1730000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M49.80S,2023-01-14T01:16:15.2Z,1,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,26,33,2023-01-14T01:16:15Z,1740000,False,,,0,,K. Johnson Free Throw 2 of 2 (2 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
175,PT00M33.80S,2023-01-14T01:16:33.7Z,1,REGULAR,3pt,Jump Shot,[],203110,32.933639947437584,50.0,1610612744,26,33,2023-01-14T01:16:38Z,1750000,False,0.0,257.0,1,left,MISS D. Green 25' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.71,,,,,,,,,,,
176,PT00M31.40S,2023-01-14T01:16:36.1Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,26,33,2023-01-14T01:16:36Z,1760000,False,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,,,,,175.0,,,2.0,2.0,0.0,,,,,,,,
177,PT00M23.60S,2023-01-14T01:16:44.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203926,88.38699080157687,41.66666666666667,1610612759,28,33,2023-01-14T01:16:51Z,1770000,False,-42.0,57.0,1,right,D. McDermott 7' driving floating Jump Shot (7 PTS) (M. Branham 2 AST),"[203926, 1631103]",1610612759.0,SAS,driving floating,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,7.0,7.04,,,,M. Branham,1631103.0,2.0,,,,,
