shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
12:00,2,PT12M00.00S,2022-12-13T01:40:15.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-13T01:40:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:58,4,PT11M58.00S,2022-12-13T01:40:16.8Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612739,0,0,2022-12-13T01:40:16Z,40000,False,,,0,,Jump Ball J. Allen vs. Z. Collins: Tip to D. Garland,"[1629636, 1628386, 1628380]",10,1610612739.0,CLE,startperiod,D. Garland,1629636.0,Garland,D. Garland,Allen,1628386.0,Collins,1628380.0,,,,,,,,,,,,,,,,,,,,,,
11:37,8,PT11M37.00S,2022-12-13T01:40:57.7Z,1,REGULAR,2pt,Jump Shot,[],1628378,26.363337713534822,35.78431372549019,1610612739,0,2,2022-12-13T01:41:04Z,80000,False,71.0,195.0,1,left,D. Mitchell 20' pullup Jump Shot (2 PTS),[1628378],45,1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,20.78,Made,2.0,,,,,,,,,,,,,,,,,
11:14,9,PT11M14.00S,2022-12-13T01:41:20.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,83.52496714848883,49.50980392156863,1610612759,2,2,2022-12-13T01:41:25Z,90000,False,-2.0,102.0,1,right,R. Langford 10' floating Jump Shot (2 PTS) (I. Roby 1 AST),"[1629641, 1629676]",35,1610612759.0,SAS,floating,,,Langford,R. Langford,,,,,In The Paint (Non-RA),8-16 Center,10.24,Made,2.0,I. Roby,1629676.0,1.0,,,,,,,,,,,,,,
11:05,11,PT11M05.00S,2022-12-13T01:41:30.6Z,1,REGULAR,turnover,lost ball,[],1629636,,,1610612739,2,2,2022-12-13T01:41:37Z,110000,False,,,0,,D. Garland lost ball TURNOVER (1 TO),"[1629636, 1630200]",10,1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Jones,1630200.0,,,,,,,,,,,
11:05,12,PT11M05.00S,2022-12-13T01:41:30.6Z,1,REGULAR,steal,,[],1630200,,,1610612759,2,2,2022-12-13T01:41:32Z,120000,False,,,0,,T. Jones STEAL (1 STL),[1630200],33,1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11:00,13,PT11M00.00S,2022-12-13T01:41:35.0Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612759,2,2,2022-12-13T01:41:39Z,130000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 1628386]",33,1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Allen,1628386.0,,,,,,,,,,,
11:00,14,PT11M00.00S,2022-12-13T01:41:35.0Z,1,REGULAR,steal,,[],1628386,,,1610612739,2,2,2022-12-13T01:41:36Z,140000,False,,,0,,J. Allen STEAL (1 STL),[1628386],31,1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
10:45,15,PT10M45.00S,2022-12-13T01:41:49.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,27.94021024967148,15.441176470588236,1610612739,2,5,2022-12-13T01:41:54Z,150000,False,173.0,210.0,1,left,D. Mitchell 27' 3PT pullup (5 PTS),[1628378],45,1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,27.2,Made,5.0,,,,,,,,,,,,,,,,,
10:25,16,PT10M25.00S,2022-12-13T01:42:09.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,92.85479632063075,45.09803921568628,1610612759,2,5,2022-12-13T01:42:16Z,160000,False,-25.0,15.0,1,right,MISS T. Jones driving finger roll Layup,[1630200],33,1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
10:21,17,PT10M21.00S,2022-12-13T01:42:13.6Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,2,5,2022-12-13T01:42:13Z,170000,False,,,0,,Z. Collins REBOUND (Off:1 Def:0),[1628380],23,1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,16.0,1.0,0.0,1.0,,,,,,,
10:21,18,PT10M21.00S,2022-12-13T01:42:13.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628380,94.40999984741211,50.0,1610612759,2,5,2022-12-13T01:42:13Z,180000,False,0.0,0.0,1,right,MISS Z. Collins tip Layup,[1628380],23,1610612759.0,SAS,tip,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
10:21,19,PT10M21.00S,2022-12-13T01:42:14.2Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,2,5,2022-12-13T01:42:14Z,190000,False,,,0,,Z. Collins REBOUND (Off:2 Def:0),[1628380],23,1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Left,,,,,,,,,,18.0,2.0,0.0,2.0,,,,,,,
10:16,20,PT10M16.00S,2022-12-13T01:42:18.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630200,95.48291721419186,54.65686274509803,1610612759,4,5,2022-12-13T01:42:26Z,200000,False,23.0,-10.0,1,right,T. Jones driving Layup (2 PTS) (Z. Collins 1 AST),"[1630200, 1628380]",33,1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.54,Made,2.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,,,,
09:59,22,PT09M59.00S,2022-12-13T01:42:38.6Z,1,REGULAR,foul,offensive,[],1630596,,,1610612739,4,5,2022-12-13T01:42:48Z,220000,False,,,0,,E. Mobley offensive FOUL (1 PF),"[1630596, 1630200]",4,1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1193.0,1.0,0.0,Jones,1630200.0,,
09:59,24,PT09M59.00S,2022-12-13T01:42:38.6Z,1,REGULAR,turnover,offensive foul,[],1630596,,,1610612739,4,5,2022-12-13T01:42:38Z,240000,False,,,0,,E. Mobley offensive foul TURNOVER (1 TO),[1630596],4,1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,,,,,1193.0,,,,,,
09:39,25,PT09M39.00S,2022-12-13T01:43:07.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629640,95.3515111695138,61.76470588235294,1610612759,4,5,2022-12-13T01:43:44Z,250000,False,59.0,-9.0,1,right,MISS K. Johnson driving floating Shot,[1629640],3,1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.95,Missed,,,,,,,,,,,,,,,,,,
09:37,26,PT09M37.00S,2022-12-13T01:43:09.6Z,1,REGULAR,rebound,offensive,[],1629676,,,1610612759,4,5,2022-12-13T01:43:17Z,260000,False,,,0,,I. Roby REBOUND (Off:1 Def:0),[1629676],18,1610612759.0,SAS,,,,Roby,I. Roby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,25.0,1.0,0.0,1.0,,,,,,,
