actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
15,PT11M09.00S,2023-01-07T23:12:33.4Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,0,0,2023-01-07T23:12:59Z,150000,False,,,0,,K. Bates-Diop REBOUND (Off:0 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M58.00S,2023-01-07T23:12:44.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628966,80.1084099868594,50.73529411764706,1610612759,0,0,2023-01-07T23:13:14Z,160000,False,4.0,134.0,1,right,MISS K. Bates-Diop 13' pullup Shot,[1628966],1610612759.0,SAS,pullup,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),8-16 Center,13.46,Missed,,,,,,,,,,,,,,,,,,
17,PT10M55.00S,2023-01-07T23:12:47.8Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,0,2023-01-07T23:13:14Z,170000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M47.00S,2023-01-07T23:12:55.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.521024967148489,50.245098039215684,1610612738,0,0,2023-01-07T23:13:29Z,180000,False,-1.0,9.0,1,left,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.89,Missed,,,,,,,,,,,,,,,,,,
19,PT10M45.00S,2023-01-07T23:12:57.7Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,0,0,2023-01-07T23:13:29Z,190000,False,,,0,,K. Bates-Diop REBOUND (Off:0 Def:2),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,
21,PT10M35.00S,2023-01-07T23:13:07.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,81.8166885676741,48.28431372549019,1610612759,0,0,2023-01-07T23:13:34Z,200000,False,-9.0,118.0,1,right,MISS T. Jones 11' driving floating Shot - blocked,"[1630200, 1628401]",1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,11.87,Missed,,,,,White,1628401.0,,,,,,,,,,,,
22,PT10M35.00S,2023-01-07T23:13:07.6Z,1,REGULAR,block,,[],1628401,,,1610612759,0,0,2023-01-07T23:13:09Z,210000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M33.00S,2023-01-07T23:13:09.6Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,0,0,2023-01-07T23:13:34Z,220000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT10M24.00S,2023-01-07T23:13:18.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,6.521024967148489,52.69607843137255,1610612738,0,2,2023-01-07T23:13:48Z,230000,False,-13.0,9.0,1,left,J. Brown driving floating Jump Shot (2 PTS) (D. White 1 AST),"[1627759, 1628401]",1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,,,2.0,D. White,1628401.0,1.0,,,,,,,,
26,PT10M16.00S,2023-01-07T23:13:27.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,90.88370565045992,64.4607843137255,1610612759,0,2,2023-01-07T23:14:00Z,250000,False,72.0,33.0,1,right,MISS Z. Collins 7' floating Shot,[1628380],1610612759.0,SAS,floating,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,7.96,Missed,,,,,,,,,,,,,,,,,,
27,PT10M16.00S,2023-01-07T23:13:27.4Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,0,2,2023-01-07T23:14:00Z,260000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,
28,PT10M08.00S,2023-01-07T23:13:34.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,4.418528252299605,94.6078431372549,1610612738,0,5,2023-01-07T23:14:16Z,270000,False,-223.0,-11.0,1,left,J. Brown 3PT  (5 PTS) (D. White 2 AST),"[1627759, 1628401]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,22.33,Made,,,,,,,5.0,D. White,1628401.0,2.0,,,,,,,,
30,PT09M50.00S,2023-01-07T23:13:53.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,86.28449408672799,56.61764705882353,1610612759,0,5,2023-01-07T23:14:24Z,290000,False,33.0,76.0,1,right,MISS J. Sochan 8' turnaround Shot,[1631110],1610612759.0,SAS,turnaround,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,8.33,Missed,,,,,,,,,,,,,,,,,,
31,PT09M50.00S,2023-01-07T23:13:53.2Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,0,5,2023-01-07T23:14:24Z,300000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,,
32,PT09M34.00S,2023-01-07T23:14:08.6Z,1,REGULAR,3pt,Jump Shot,[],1628369,28.07161629434954,21.568627450980394,1610612738,0,5,2023-01-07T23:14:29Z,310000,False,142.0,211.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,,
33,PT09M31.00S,2023-01-07T23:14:11.6Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,0,5,2023-01-07T23:14:29Z,320000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M30.00S,2023-01-07T23:14:16.3Z,1,REGULAR,turnover,traveling,[],1628966,,,1610612759,0,5,2023-01-07T23:14:38Z,330000,False,,,0,,K. Bates-Diop traveling TURNOVER (1 TO),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1179.0,1.0,,,,,,
35,PT09M18.00S,2023-01-07T23:14:37.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628369,7.178055190538765,50.245098039215684,1610612738,0,7,2023-01-07T23:14:44Z,340000,False,-1.0,15.0,1,left,J. Tatum cutting DUNK (2 PTS) (M. Smart 1 AST),"[1628369, 203935]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,,,2.0,M. Smart,203935.0,1.0,,,,,,,,
37,PT09M05.00S,2023-01-07T23:14:50.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,91.93495400788436,37.5,1610612759,0,7,2023-01-07T23:16:10Z,360000,False,-62.0,23.0,1,right,MISS T. Jones 6' driving floating bank Shot,[1630200],1610612759.0,SAS,driving floating bank,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.67,Missed,,,,,,,,,,,,,,,,,,
38,PT09M03.00S,2023-01-07T23:14:52.4Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,0,7,2023-01-07T23:16:10Z,370000,False,,,0,,Z. Collins REBOUND (Off:1 Def:0),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,37.0,1.0,0.0,1.0,,,,,,,,,,,,,,
39,PT08M59.00S,2023-01-07T23:14:56.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629641,93.38042049934296,50.0,1610612759,2,7,2023-01-07T23:15:04Z,380000,False,0.0,10.0,1,right,R. Langford driving finger roll Layup (2 PTS) (Z. Collins 1 AST),"[1629641, 1628380]",1610612759.0,SAS,driving finger roll,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,,,2.0,Z. Collins,1628380.0,1.0,,,,,,,,
41,PT08M54.00S,2023-01-07T23:15:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,6.783837056504599,48.77450980392157,1610612738,2,9,2023-01-07T23:16:33Z,400000,False,6.0,11.0,1,left,D. White driving Layup (2 PTS) (M. Smart 2 AST),"[1628401, 203935]",1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,1.28,Made,,,,,,,2.0,M. Smart,203935.0,2.0,,,,,,,,
42,PT08M54.00S,2023-01-07T23:15:06.8Z,1,REGULAR,foul,personal,['1freethrow'],1630200,,,1610612738,2,9,2023-01-07T23:15:18Z,410000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (White 1 FT),"[1630200, 1628401]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2005.0,,1.0,0.0,White,1628401.0,,
44,PT08M54.00S,2023-01-07T23:15:26.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,2,9,2023-01-07T23:15:42Z,430000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M54.00S,2023-01-07T23:18:18.2Z,1,REGULAR,freethrow,1 of 1,[],1628401,,,1610612738,2,10,2023-01-07T23:18:18Z,440000,False,,,0,,D. White Free Throw 1 of 1 (3 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
47,PT08M33.00S,2023-01-07T23:18:42.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,85.3646517739816,63.23529411764706,1610612759,2,10,2023-01-07T23:18:56Z,450000,False,66.0,85.0,1,right,MISS T. Jones 10' driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Right,10.78,Missed,,,,,,,,,,,,,,,,,,
48,PT08M31.00S,2023-01-07T23:18:44.2Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,2,10,2023-01-07T23:18:47Z,460000,False,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Right,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,,
49,PT08M26.00S,2023-01-07T23:18:49.7Z,1,REGULAR,3pt,Jump Shot,[],1627759,29.77989487516426,70.09803921568627,1610612738,2,13,2023-01-07T23:19:00Z,470000,False,-100.0,227.0,1,left,J. Brown 24' 3PT pullup (8 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,24.86,Made,,,,,,,8.0,,,,,,,,,,,
50,PT08M13.00S,2023-01-07T23:19:01.8Z,1,REGULAR,3pt,Jump Shot,[],1628380,67.49342969776609,58.57843137254902,1610612759,2,13,2023-01-07T23:19:08Z,480000,False,43.0,253.0,1,right,MISS Z. Collins 25' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,25.67,Missed,,,,,,,,,,,,,,,,,,
51,PT08M12.00S,2023-01-07T23:19:02.8Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,2,13,2023-01-07T23:19:49Z,490000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,
52,PT08M11.00S,2023-01-07T23:19:08.3Z,1,REGULAR,foul,personal,[],1631110,,,1610612738,2,13,2023-01-07T23:19:38Z,500000,False,,,0,,J. Sochan personal FOUL (1 PF),"[1631110, 1627759]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2005.0,,1.0,0.0,Brown,1627759.0,,
54,PT07M54.00S,2023-01-07T23:19:49.3Z,1,REGULAR,3pt,Jump Shot,[],1627759,34.90473061760841,48.28431372549019,1610612738,2,13,2023-01-07T23:19:54Z,520000,False,9.0,276.0,1,left,MISS J. Brown 27' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,27.57,Missed,,,,,,,,,,,,,,,,,,
55,PT07M52.00S,2023-01-07T23:19:51.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,2,13,2023-01-07T23:19:54Z,530000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,54.0,,,,,,,,,,,,,,,,,
57,PT07M48.00S,2023-01-07T23:20:10.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,13.748357424441524,28.431372549019606,1610612738,2,13,2023-01-07T23:20:15Z,550000,False,108.0,77.0,1,left,MISS J. Tatum 13' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,13.23,Missed,,,,,,,,,,,,,,,,,,
58,PT07M45.00S,2023-01-07T23:20:13.9Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,2,13,2023-01-07T23:20:15Z,560000,False,,,0,,Z. Collins REBOUND (Off:1 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Right,,,57.0,2.0,1.0,1.0,,,,,,,,,,,,,,
59,PT07M42.00S,2023-01-07T23:20:19.5Z,1,REGULAR,foul,personal,['2freethrow'],203935,,,1610612759,2,13,2023-01-07T23:20:36Z,570000,False,,,0,,M. Smart shooting personal FOUL (1 PF) (Sochan 2 FT),"[203935, 1631110]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2005.0,,1.0,0.0,Sochan,1631110.0,,
61,PT07M42.00S,2023-01-07T23:20:45.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631110,,,1610612759,3,13,2023-01-07T23:20:45Z,590000,False,,,0,,J. Sochan Free Throw 1 of 2 (1 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
62,PT07M42.00S,2023-01-07T23:20:57.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631110,,,1610612759,4,13,2023-01-07T23:20:57Z,600000,False,,,0,,J. Sochan Free Throw 2 of 2 (2 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
63,PT07M42.00S,2023-01-07T23:21:05.3Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,4,13,2023-01-07T23:21:56Z,610000,False,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2005.0,1.0,,,,,,
64,PT07M42.00S,2023-01-07T23:21:30.6Z,1,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612759,4,13,2023-01-07T23:38:33Z,620000,False,,,0,,J. Brown away-from-play personal FOUL (1 PF) (Langford 1 FT),"[1627759, 1629641]",1610612738.0,BOS,away-from-play,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,2005.0,,1.0,0.0,Langford,1629641.0,,
83,PT07M42.00S,2023-01-07T23:21:54.7Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630200,,,1610612759,5,13,2023-01-07T23:38:42Z,635000,False,,,0,,T. Jones away-from-play Free Throw 1 of 1 (1 PTS),[1630200],1610612759.0,SAS,away-from-play,,,Jones,T. Jones,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
66,PT07M30.00S,2023-01-07T23:22:18.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628966,92.19776609724047,49.26470588235294,1610612759,7,13,2023-01-07T23:22:29Z,640000,False,-4.0,21.0,1,right,K. Bates-Diop driving reverse Layup (2 PTS),[1628966],1610612759.0,SAS,driving reverse,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,,,2.0,,,,,,,,,,,
67,PT07M22.00S,2023-01-07T23:22:26.7Z,1,REGULAR,3pt,Jump Shot,[],1628401,5.732588699080158,94.36274509803921,1610612738,7,16,2023-01-07T23:22:33Z,650000,False,-222.0,1.0,1,left,D. White 3PT  (6 PTS) (J. Brown 1 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,22.18,Made,,,,,,,6.0,J. Brown,1627759.0,1.0,,,,,,,,
69,PT07M10.00S,2023-01-07T23:22:39.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,87.72996057818659,48.77450980392157,1610612759,9,16,2023-01-07T23:22:49Z,670000,False,-6.0,63.0,1,right,J. Sochan 6' driving floating Jump Shot (4 PTS) (T. Jones 1 AST),"[1631110, 1630200]",1610612759.0,SAS,driving floating,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,6.31,Made,,,,,,,4.0,T. Jones,1630200.0,1.0,,,,,,,,
71,PT06M50.00S,2023-01-07T23:22:58.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.915243101182654,50.98039215686274,1610612738,9,18,2023-01-07T23:24:32Z,690000,False,-5.0,13.0,1,left,J. Brown driving finger roll Layup (10 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.34,Made,,,,,,,10.0,A. Horford,201143.0,1.0,,,,,,,,
73,PT06M41.00S,2023-01-07T23:23:10.4Z,1,REGULAR,foul,personal,[],1628369,,,1610612759,9,18,2023-01-07T23:23:17Z,710000,False,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 1630200]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1179.0,,1.0,0.0,Jones,1630200.0,,
75,PT06M41.00S,2023-01-07T23:23:20.0Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,9,18,2023-01-07T23:23:29Z,730000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M41.00S,2023-01-07T23:23:20.0Z,1,REGULAR,substitution,out,[],1628369,,,1610612759,9,18,2023-01-07T23:23:29Z,740000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M41.00S,2023-01-07T23:23:20.0Z,1,REGULAR,substitution,in,[],1626196,,,1610612759,9,18,2023-01-07T23:23:29Z,750000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M41.00S,2023-01-07T23:23:20.0Z,1,REGULAR,substitution,in,[],1629684,,,1610612759,9,18,2023-01-07T23:23:29Z,760000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M33.00S,2023-01-07T23:23:42.2Z,1,REGULAR,3pt,Jump Shot,[],1631110,76.03482260183968,12.5,1610612759,12,18,2023-01-07T23:24:34Z,770000,False,-188.0,173.0,1,right,J. Sochan 25' 3PT  (7 PTS) (J. Richardson 1 AST),"[1631110, 1626196]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,25.5,Made,,,,,,,7.0,J. Richardson,1626196.0,1.0,,,,,,,,
81,PT06M15.00S,2023-01-07T23:23:59.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201143,10.85742444152431,49.754901960784316,1610612738,12,20,2023-01-07T23:24:38Z,790000,False,1.0,50.0,1,left,A. Horford Hook (2 PTS) (D. White 3 AST),"[201143, 1628401]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,4.96,Made,,,,,,,2.0,D. White,1628401.0,3.0,,,,,,,,
84,PT05M57.00S,2023-01-07T23:24:17.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,83.919185282523,44.6078431372549,1610612759,12,20,2023-01-07T23:24:40Z,810000,False,-27.0,99.0,1,right,MISS R. Langford 10' floating Shot,[1629641],1610612759.0,SAS,floating,,,Langford,R. Langford,,,,,In The Paint (Non-RA),8-16 Center,10.23,Missed,,,,,,,,,,,,,,,,,,
85,PT05M57.00S,2023-01-07T23:24:17.7Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,12,20,2023-01-07T23:24:40Z,820000,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,84.0,3.0,3.0,0.0,,,,,,,,,,,,,,
86,PT05M46.00S,2023-01-07T23:24:28.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201143,8.886333771353483,34.80392156862745,1610612738,12,20,2023-01-07T23:27:18Z,830000,False,76.0,31.0,1,left,MISS A. Horford 8' pullup bank Shot,[201143],1610612738.0,BOS,pullup bank,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Right,8.21,Missed,,,,,,,,,,,,,,,,,,
