actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
172,PT11M17.00S,2022-10-29T01:08:21.1Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612759,36,31,2022-10-29T01:08:30Z,1710000,,,0,,J. Richardson REBOUND (Off:0 Def:3),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Center,,,,,,,171.0,3.0,3.0,0.0,,,,,,,,,,
729,PT11M14.00S,2022-10-29T01:08:23.5Z,2,REGULAR,3pt,Jump Shot,[],1626196,33.459264126149804,46.81372549019608,1610612759,36,31,2022-10-29T03:38:28Z,1725000,16.0,262.0,1,left,MISS J. Richardson 26' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Center,26.25,Missed,,,,,,,,,,,,,,,,,,
730,PT11M13.00S,2022-10-29T01:08:24.5Z,2,REGULAR,rebound,offensive,[],1630200,,,1610612759,36,31,2022-10-29T03:38:28Z,1732500,,,0,,T. Jones REBOUND (Off:1 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,,729.0,2.0,1.0,1.0,,,,,,,,,,
175,PT11M05.00S,2022-10-29T01:08:33.0Z,2,REGULAR,turnover,lost ball,[],1630200,,,1610612759,36,31,2022-10-29T01:08:44Z,1740000,,,0,,T. Jones lost ball TURNOVER (2 TO),"[1630200, 203083]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,Drummond,203083.0,,,,,,,
176,PT11M05.00S,2022-10-29T01:08:33.0Z,2,REGULAR,steal,,[],203083,,,1610612741,36,31,2022-10-29T01:08:35Z,1750000,,,0,,A. Drummond STEAL (1 STL),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
177,PT11M00.00S,2022-10-29T01:08:37.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629632,91.01511169513797,44.6078431372549,1610612741,36,33,2022-10-29T01:12:53Z,1760000,-27.0,32.0,1,right,C. White running Layup (5 PTS),[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Restricted Area,0-8 Center,4.19,Made,5.0,,,,,,,,,,,,,,,,,
178,PT10M44.00S,2022-10-29T01:08:53.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631110,5.995400788436268,50.98039215686274,1610612759,38,33,2022-10-29T01:13:31Z,1770000,-5.0,4.0,1,left,J. Sochan cutting DUNK (5 PTS) (Z. Collins 2 AST),"[1631110, 1628380]",1610612759.0,SAS,cutting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,0.63,Made,5.0,Z. Collins,1628380.0,2.0,,,,,,,,,,,,,,
180,PT10M32.00S,2022-10-29T01:09:14.9Z,2,REGULAR,turnover,bad pass,[],201609,,,1610612741,38,33,2022-10-29T01:09:38Z,1790000,,,0,,G. Dragic bad pass TURNOVER (1 TO),"[201609, 1629676]",1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Roby,1629676.0,,,,,,,
181,PT10M32.00S,2022-10-29T01:09:14.9Z,2,REGULAR,steal,,[],1629676,,,1610612759,38,33,2022-10-29T01:09:16Z,1800000,,,0,,I. Roby STEAL (1 STL),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
182,PT10M30.00S,2022-10-29T01:09:19.4Z,2,REGULAR,violation,kicked ball,[],1627884,,,1610612759,38,33,2022-10-29T01:09:47Z,1810000,,,0,,D. Jones Jr. kicked ball VIOLATION,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,2003.0,,,,,,
184,PT10M30.00S,2022-10-29T01:09:30.3Z,2,REGULAR,substitution,out,[],1628380,,,1610612759,38,33,2022-10-29T01:09:35Z,1820000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M30.00S,2022-10-29T01:09:30.3Z,2,REGULAR,substitution,out,[],1630200,,,1610612759,38,33,2022-10-29T01:09:35Z,1830000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M30.00S,2022-10-29T01:09:30.3Z,2,REGULAR,substitution,in,[],1627751,,,1610612759,38,33,2022-10-29T01:09:35Z,1840000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M30.00S,2022-10-29T01:09:30.3Z,2,REGULAR,substitution,in,[],1631104,,,1610612759,38,33,2022-10-29T01:09:35Z,1850000,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M23.00S,2022-10-29T01:09:50.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631104,17.16491458607096,35.53921568627451,1610612759,38,33,2022-10-29T01:09:55Z,1860000,72.0,109.0,1,left,MISS B. Wesley 13' pullup Shot,[1631104],1610612759.0,SAS,pullup,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),8-16 Right,13.07,Missed,,,,,,,,,,,,,,,,,,
189,PT10M20.00S,2022-10-29T01:09:53.3Z,2,REGULAR,rebound,defensive,[],1627884,,,1610612741,38,33,2022-10-29T01:09:55Z,1870000,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,188.0,1.0,1.0,0.0,,,,,,,,,,
190,PT10M08.00S,2022-10-29T01:10:05.4Z,2,REGULAR,2pt,Jump Shot,[],1630172,91.80354796320631,75.98039215686273,1610612741,38,35,2022-10-29T01:10:10Z,1880000,130.0,25.0,1,right,P. Williams 13' pullup Jump Shot (5 PTS),[1630172],1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,8-16 Right,13.22,Made,5.0,,,,,,,,,,,,,,,,,
191,PT09M46.00S,2022-10-29T01:10:27.8Z,2,REGULAR,turnover,bad pass,[],1631110,,,1610612759,38,35,2022-10-29T01:10:35Z,1890000,,,0,,J. Sochan bad pass TURNOVER (1 TO),"[1631110, 1630172]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Williams,1630172.0,,,,,,,
192,PT09M46.00S,2022-10-29T01:10:27.8Z,2,REGULAR,steal,,[],1630172,,,1610612741,38,35,2022-10-29T01:10:30Z,1900000,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
193,PT09M42.00S,2022-10-29T01:10:32.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629632,68.9388961892247,20.34313725490196,1610612741,38,38,2022-10-29T01:14:59Z,1910000,-148.0,239.0,1,right,C. White 28' 3PT running (8 PTS) (P. Williams 1 AST),"[1629632, 1630172]",1610612741.0,CHI,running,,,White,C. White,,,,,Above the Break 3,24+ Left Center,28.17,Made,8.0,P. Williams,1630172.0,1.0,,,,,,,,,,,,,,
195,PT09M14.00S,2022-10-29T01:11:00.9Z,2,REGULAR,3pt,Jump Shot,[],1629676,23.47240473061761,89.70588235294117,1610612759,38,38,2022-10-29T01:11:11Z,1930000,-199.0,168.0,1,left,MISS I. Roby 26' pullup 3PT - blocked,"[1629676, 1627884]",1610612759.0,SAS,pullup,,,Roby,I. Roby,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,Jones Jr.,1627884.0,,,,
196,PT09M14.00S,2022-10-29T01:11:00.9Z,2,REGULAR,block,,[],1627884,,,1610612759,38,38,2022-10-29T01:11:06Z,1940000,,,0,,D. Jones Jr. BLOCK (1 BLK),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
197,PT09M14.00S,2022-10-29T01:11:00.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,38,38,2022-10-29T01:11:11Z,1950000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,195.0,,,,,,,,,,,,,
198,PT09M14.00S,2022-10-29T01:11:11.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612759,38,38,2022-10-29T01:11:19Z,1960000,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203177.0,,,,,,
199,PT09M14.00S,2022-10-29T01:11:16.1Z,2,REGULAR,substitution,out,[],1629676,,,1610612741,38,38,2022-10-29T01:11:20Z,1970000,,,0,,SUB out: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M14.00S,2022-10-29T01:11:16.1Z,2,REGULAR,substitution,in,[],203926,,,1610612741,38,38,2022-10-29T01:11:20Z,1980000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M01.00S,2022-10-29T01:11:30.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201609,92.19776609724047,45.588235294117645,1610612741,38,38,2022-10-29T01:11:43Z,1990000,-22.0,21.0,1,right,MISS G. Dragic driving Layup,[201609],1610612741.0,CHI,driving,,,Dragic,G. Dragic,,,,,Restricted Area,0-8 Center,3.03,Missed,,,,,,,,,,,,,,,,,,
202,PT08M56.00S,2022-10-29T01:11:35.1Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,38,38,2022-10-29T01:11:43Z,2000000,,,0,,A. Drummond REBOUND (Off:1 Def:5),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,201.0,6.0,5.0,1.0,,,,,,,,,,
203,PT08M56.00S,2022-10-29T01:11:35.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203083,94.40999984741211,50.0,1610612741,38,40,2022-10-29T01:11:35Z,2010000,0.0,0.0,1,right,A. Drummond tip DUNK (4 PTS),[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
204,PT08M47.00S,2022-10-29T01:11:43.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,6.521024967148489,48.77450980392157,1610612759,40,40,2022-10-29T01:11:51Z,2020000,6.0,9.0,1,left,J. Poeltl cutting DUNK (8 PTS) (B. Wesley 2 AST),"[1627751, 1631104]",1610612759.0,SAS,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.07,Made,8.0,B. Wesley,1631104.0,2.0,,,,,,,,,,,,,,
206,PT08M37.00S,2022-10-29T01:11:53.4Z,2,REGULAR,3pt,Jump Shot,[],1629632,70.12155059132719,78.43137254901961,1610612741,40,43,2022-10-29T01:17:03Z,2040000,142.0,228.0,1,right,C. White 26' 3PT pullup (11 PTS),[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Above the Break 3,24+ Right Center,26.9,Made,11.0,,,,,,,,,,,,,,,,,
207,PT08M22.00S,2022-10-29T01:12:08.3Z,2,REGULAR,3pt,Jump Shot,[],1631104,28.07161629434954,21.07843137254902,1610612759,43,43,2022-10-29T01:12:14Z,2050000,145.0,211.0,1,left,B. Wesley 25' 3PT  (3 PTS) (D. McDermott 1 AST),"[1631104, 203926]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Right Center,25.61,Made,3.0,D. McDermott,203926.0,1.0,,,,,,,,,,,,,,
209,PT08M11.00S,2022-10-29T01:12:19.7Z,2,REGULAR,2pt,Jump Shot,[],201609,92.85479632063075,17.15686274509804,1610612741,43,45,2022-10-29T01:12:24Z,2070000,-164.0,15.0,1,right,G. Dragic 16' pullup Jump Shot (6 PTS) (C. White 3 AST),"[201609, 1629632]",1610612741.0,CHI,pullup,,,Dragic,G. Dragic,,,,,Mid-Range,16-24 Left,16.49,Made,6.0,C. White,1629632.0,3.0,,,,,,,,,,,,,,
211,PT07M54.00S,2022-10-29T01:12:37.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631104,5.732588699080158,53.18627450980392,1610612759,45,45,2022-10-29T01:12:49Z,2090000,-16.0,1.0,1,left,B. Wesley driving Layup (5 PTS),[1631104],1610612759.0,SAS,driving,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,1.6,Made,5.0,,,,,,,,,,,,,,,,,
212,PT07M46.00S,2022-10-29T01:12:48.0Z,2,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612741,45,45,2022-10-29T01:13:02Z,2100000,,,0,,J. Richardson shooting personal FOUL (1 PF) (Jones Jr. 2 FT),"[1626196, 1627884]",1610612759.0,SAS,shooting,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1628480.0,,,1.0,0.0,Jones Jr.,1627884.0
214,PT07M46.00S,2022-10-29T01:13:23.6Z,2,REGULAR,freethrow,1 of 2,[],1627884,,,1610612741,45,46,2022-10-29T01:13:23Z,2120000,,,0,,D. Jones Jr. Free Throw 1 of 2 (1 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
215,PT07M46.00S,2022-10-29T01:13:25.5Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,45,46,2022-10-29T01:13:29Z,2130000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M46.00S,2022-10-29T01:13:25.5Z,2,REGULAR,substitution,in,[],1627936,,,1610612741,45,46,2022-10-29T01:13:29Z,2140000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M46.00S,2022-10-29T01:13:46.7Z,2,REGULAR,freethrow,2 of 2,[],1627884,,,1610612741,45,47,2022-10-29T01:13:46Z,2150000,,,0,,D. Jones Jr. Free Throw 2 of 2 (2 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
218,PT07M33.00S,2022-10-29T01:14:01.4Z,2,REGULAR,2pt,Jump Shot,[],1626196,21.23850197109067,50.73529411764706,1610612759,45,47,2022-10-29T01:14:10Z,2160000,-4.0,147.0,1,left,MISS J. Richardson 14' pullup Shot,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Center,14.71,Missed,,,,,,,,,,,,,,,,,,
219,PT07M31.00S,2022-10-29T01:14:03.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,45,47,2022-10-29T01:14:10Z,2170000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,218.0,,,,,,,,,,,,,
221,PT07M31.00S,2022-10-29T01:14:08.4Z,2,REGULAR,substitution,out,[],1631110,,,1610612741,45,47,2022-10-29T01:14:12Z,2190000,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M31.00S,2022-10-29T01:14:08.4Z,2,REGULAR,substitution,in,[],1629640,,,1610612741,45,47,2022-10-29T01:14:12Z,2200000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M13.00S,2022-10-29T01:14:38.0Z,2,REGULAR,3pt,Jump Shot,[],1627936,87.59855453350855,97.05882352941177,1610612741,45,47,2022-10-29T01:14:47Z,2210000,235.0,64.0,1,right,MISS A. Caruso 24' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,24.39,Missed,,,,,,,,,,,,,,,,,,
224,PT07M11.00S,2022-10-29T01:14:40.0Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,45,47,2022-10-29T01:14:47Z,2220000,,,0,,A. Drummond REBOUND (Off:2 Def:5),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Right Corner 3,24+ Right,,,,,,,223.0,7.0,5.0,2.0,,,,,,,,,,
225,PT07M11.00S,2022-10-29T01:14:42.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,94.40999984741211,50.0,1610612741,45,47,2022-10-29T01:14:42Z,2230000,0.0,0.0,1,right,MISS A. Drummond tip Layup,[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
226,PT07M11.00S,2022-10-29T01:14:46.6Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,45,47,2022-10-29T01:14:46Z,2240000,,,0,,A. Drummond REBOUND (Off:3 Def:5),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,,,,,225.0,8.0,5.0,3.0,,,,,,,,,,
227,PT07M11.00S,2022-10-29T01:14:46.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,94.40999984741211,50.0,1610612741,45,49,2022-10-29T01:14:46Z,2250000,0.0,0.0,1,right,A. Drummond putback Layup (6 PTS),[203083],1610612741.0,CHI,putback,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,0.0,Made,6.0,,,,,,,,,,,,,,,,,
228,PT07M11.00S,2022-10-29T01:14:48.3Z,2,REGULAR,foul,personal,['1freethrow'],1627751,,,1610612741,45,49,2022-10-29T01:14:57Z,2260000,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Drummond 1 FT),"[1627751, 203083]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203177.0,,,1.0,0.0,Drummond,203083.0
230,PT07M11.00S,2022-10-29T01:15:07.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],203083,,,1610612741,45,50,2022-10-29T01:15:07Z,2280000,,,0,,A. Drummond Free Throw 1 of 1 (7 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
231,PT06M54.00S,2022-10-29T01:15:25.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,5.338370565045992,50.73529411764706,1610612759,47,50,2022-10-29T01:15:33Z,2290000,-4.0,-2.0,1,left,J. Poeltl reverse DUNK (10 PTS),[1627751],1610612759.0,SAS,reverse,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.44,Made,10.0,,,,,,,,,,,,,,,,,
232,PT06M43.00S,2022-10-29T01:15:37.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,93.38042049934296,51.71568627450981,1610612741,47,52,2022-10-29T01:15:46Z,2300000,9.0,10.0,1,right,A. Drummond cutting finger roll Layup (9 PTS) (A. Caruso 1 AST),"[203083, 1627936]",1610612741.0,CHI,cutting finger roll,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1.3,Made,9.0,A. Caruso,1627936.0,1.0,,,,,,,,,,,,,,
234,PT06M32.00S,2022-10-29T01:15:47.0Z,2,REGULAR,3pt,Jump Shot,[],1629640,24.392247043363994,86.27450980392157,1610612759,47,52,2022-10-29T01:15:56Z,2320000,-181.0,177.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,25.33,Missed,,,,,,,,,,,,,,,,,,
235,PT06M29.00S,2022-10-29T01:15:50.0Z,2,REGULAR,rebound,defensive,[],201609,,,1610612741,47,52,2022-10-29T01:15:56Z,2330000,,,0,,G. Dragic REBOUND (Off:0 Def:1),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Left Center,,,,,,,234.0,1.0,1.0,0.0,,,,,,,,,,
236,PT06M27.00S,2022-10-29T01:15:54.9Z,2,REGULAR,foul,personal,[],1629640,,,1610612741,47,52,2022-10-29T01:16:20Z,2340000,,,0,,K. Johnson personal FOUL (1 PF),"[1629640, 201609]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2003.0,,,1.0,0.0,Dragic,201609.0
238,PT06M27.00S,2022-10-29T01:16:16.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,47,52,2022-10-29T01:16:16Z,2360000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M27.00S,2022-10-29T01:18:16.7Z,2,REGULAR,substitution,out,[],201609,,,1610612741,47,52,2022-10-29T01:18:43Z,2370000,,,0,,SUB out: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M27.00S,2022-10-29T01:18:16.7Z,2,REGULAR,substitution,in,[],1630245,,,1610612741,47,52,2022-10-29T01:18:43Z,2380000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M19.00S,2022-10-29T01:19:08.2Z,2,REGULAR,turnover,lost ball,[],1630245,,,1610612741,47,52,2022-10-29T01:19:15Z,2390000,,,0,,A. Dosunmu lost ball TURNOVER (1 TO),"[1630245, 1629640]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Johnson,1629640.0,,,,,,,
242,PT06M19.00S,2022-10-29T01:19:08.2Z,2,REGULAR,steal,,[],1629640,,,1610612759,47,52,2022-10-29T01:19:10Z,2400000,,,0,,K. Johnson STEAL (1 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
244,PT05M59.00S,2022-10-29T01:19:37.5Z,2,REGULAR,turnover,bad pass,[],1631104,,,1610612759,47,52,2022-10-29T01:19:50Z,2420000,,,0,,B. Wesley bad pass TURNOVER (1 TO),"[1631104, 1629632]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,White,1629632.0,,,,,,,
245,PT05M59.00S,2022-10-29T01:19:37.5Z,2,REGULAR,steal,,[],1629632,,,1610612741,47,52,2022-10-29T01:19:39Z,2430000,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
268,PT05M59.00S,2022-10-29T01:19:39.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629632,93.64323258869908,48.529411764705884,1610612741,47,52,2022-10-29T01:23:12Z,2440000,-7.0,7.0,1,right,MISS C. White running Layup,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Restricted Area,0-8 Center,1.04,Missed,,,,,,,,,,,,,,,,,,
269,PT05M59.00S,2022-10-29T01:19:39.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,47,52,2022-10-29T01:22:52Z,2445000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,268.0,,,,,,,,,,,,,
247,PT05M55.00S,2022-10-29T01:19:42.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203926,,,1610612741,47,52,2022-10-29T01:23:04Z,2450000,,,0,,D. McDermott loose ball personal FOUL (1 PF) (Jones Jr. 2 FT),"[203926, 1627884]",1610612759.0,SAS,loose ball,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1628480.0,,,1.0,0.0,Jones Jr.,1627884.0
249,PT05M55.00S,2022-10-29T01:20:18.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak', '2ndchance']",1627884,,,1610612741,47,53,2022-10-29T01:22:52Z,2470000,,,0,,D. Jones Jr. Free Throw 1 of 2 (3 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
250,PT05M55.00S,2022-10-29T01:20:21.2Z,2,REGULAR,substitution,out,[],1626196,,,1610612741,47,53,2022-10-29T01:20:28Z,2480000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M55.00S,2022-10-29T01:20:21.2Z,2,REGULAR,substitution,out,[],1631104,,,1610612741,47,53,2022-10-29T01:20:28Z,2490000,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M55.00S,2022-10-29T01:20:21.2Z,2,REGULAR,substitution,in,[],1630200,,,1610612741,47,53,2022-10-29T01:20:28Z,2500000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M55.00S,2022-10-29T01:20:21.2Z,2,REGULAR,substitution,in,[],1631110,,,1610612741,47,53,2022-10-29T01:20:28Z,2510000,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M55.00S,2022-10-29T01:20:39.5Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak', '2ndchance']",1627884,,,1610612741,47,54,2022-10-29T01:22:52Z,2520000,,,0,,D. Jones Jr. Free Throw 2 of 2 (4 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
