actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
84,PT05M26.00S,2022-11-24T01:23:00.2Z,1,REGULAR,substitution,out,[],1629627,,,1610612759,4,18,2022-11-24T01:23:29Z,820000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M26.00S,2022-11-24T01:23:00.2Z,1,REGULAR,substitution,out,[],1630631,,,1610612759,4,18,2022-11-24T01:23:29Z,830000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M26.00S,2022-11-24T01:23:00.2Z,1,REGULAR,substitution,out,[],202685,,,1610612759,4,18,2022-11-24T01:23:29Z,840000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M26.00S,2022-11-24T01:23:00.2Z,1,REGULAR,substitution,in,[],203926,,,1610612759,4,18,2022-11-24T01:23:29Z,850000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M26.00S,2022-11-24T01:23:00.2Z,1,REGULAR,substitution,in,[],1629676,,,1610612759,4,18,2022-11-24T01:23:29Z,860000,False,,,0,,SUB in: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M26.00S,2022-11-24T01:23:00.2Z,1,REGULAR,substitution,in,[],1626204,,,1610612759,4,18,2022-11-24T01:23:29Z,870000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M26.00S,2022-11-24T01:23:00.2Z,1,REGULAR,substitution,in,[],1630230,,,1610612759,4,18,2022-11-24T01:23:29Z,880000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M26.00S,2022-11-24T01:23:00.2Z,1,REGULAR,substitution,in,[],1628984,,,1610612759,4,18,2022-11-24T01:23:29Z,890000,False,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M12.00S,2022-11-24T01:23:54.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612759,4,18,2022-11-24T01:24:03Z,900000,False,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1627526.0,,,,,,,,
93,PT04M59.00S,2022-11-24T01:24:17.8Z,1,REGULAR,turnover,bad pass,[],1628984,,,1610612740,4,18,2022-11-24T01:24:22Z,910000,False,,,0,,D. Graham bad pass TURNOVER (1 TO),"[1628984, 1628966]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,,,,,,,,Bates-Diop,1628966.0
94,PT04M59.00S,2022-11-24T01:24:17.8Z,1,REGULAR,steal,,[],1628966,,,1610612759,4,18,2022-11-24T01:24:19Z,920000,False,,,0,,K. Bates-Diop STEAL (1 STL),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
95,PT04M49.00S,2022-11-24T01:24:27.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203926,14.011169513797633,45.588235294117645,1610612759,6,18,2022-11-24T01:29:07Z,930000,False,22.0,79.0,1,left,D. McDermott 8' driving floating Jump Shot (2 PTS) (K. Bates-Diop 1 AST),"[203926, 1628966]",1610612759.0,SAS,driving floating,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Center,8.22,Made,,,,,2.0,K. Bates-Diop,1628966.0,1.0,,,,,,,,,,
97,PT04M39.00S,2022-11-24T01:24:37.6Z,1,REGULAR,3pt,Jump Shot,[],1630529,94.03745072273325,3.6764705882352944,1610612740,6,21,2022-11-24T01:24:43Z,950000,False,-232.0,4.0,1,right,H. Jones 3PT  (3 PTS) (B. Ingram 3 AST),"[1630529, 1627742]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,23.16,Made,,,,,3.0,B. Ingram,1627742.0,3.0,,,,,,,,,,
99,PT04M17.00S,2022-11-24T01:24:59.5Z,1,REGULAR,2pt,Jump Shot,[],203926,8.623521681997373,28.676470588235293,1610612759,8,21,2022-11-24T01:30:46Z,970000,False,107.0,29.0,1,left,D. McDermott 11' driving floating Jump Shot (4 PTS) (D. Vassell 1 AST),"[203926, 1630170]",1610612759.0,SAS,driving floating,,,McDermott,D. McDermott,,,,,Mid-Range,8-16 Right,11.04,Made,,,,,4.0,D. Vassell,1630170.0,1.0,,,,,,,,,,
101,PT04M03.00S,2022-11-24T01:25:13.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628984,87.72996057818659,39.21568627450981,1610612740,8,23,2022-11-24T01:25:20Z,990000,False,-54.0,63.0,1,right,D. Graham 8' driving floating bank Jump Shot (2 PTS),[1628984],1610612740.0,NOP,driving floating bank,,,Graham,D. Graham,,,,,In The Paint (Non-RA),8-16 Left,8.28,Made,,,,,2.0,,,,,,,,,,,,,
102,PT03M51.00S,2022-11-24T01:25:25.7Z,1,REGULAR,3pt,Jump Shot,[],203926,28.465834428383708,73.77450980392157,1610612759,11,23,2022-11-24T01:25:37Z,1000000,False,-119.0,215.0,1,left,D. McDermott 24' 3PT  (7 PTS) (T. Jones 2 AST),"[203926, 1630200]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,24.58,Made,,,,,7.0,T. Jones,1630200.0,2.0,,,,,,,,,,
104,PT03M30.00S,2022-11-24T01:25:45.7Z,1,REGULAR,3pt,Jump Shot,[],1628984,68.15045992115637,28.676470588235293,1610612740,11,26,2022-11-24T01:25:54Z,1020000,False,-107.0,247.0,1,right,D. Graham 26' 3PT step back (5 PTS) (L. Nance Jr. 1 AST),"[1628984, 1626204]",1610612740.0,NOP,step back,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,26.89,Made,,,,,5.0,L. Nance Jr.,1626204.0,1.0,,,,,,,,,,
105,PT03M20.00S,2022-11-24T01:26:00.2Z,1,REGULAR,foul,personal,['2freethrow'],1628984,,,1610612759,11,26,2022-11-24T01:26:05Z,1030000,False,,,0,,D. Graham shooting personal FOUL (1 PF) (Roby 2 FT),"[1628984, 1629676]",1610612740.0,NOP,shooting,,,Graham,D. Graham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2882.0,1.0,0.0,Roby,1629676.0,,,,
107,PT03M20.00S,2022-11-24T01:26:27.4Z,1,REGULAR,freethrow,1 of 2,[],1629676,,,1610612759,11,26,2022-11-24T01:26:27Z,1050000,False,,,0,,MISS I. Roby Free Throw 1 of 2,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
108,PT03M20.00S,2022-11-24T01:26:27.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,11,26,2022-11-24T01:26:27Z,1060000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,,
109,PT03M20.00S,2022-11-24T01:26:34.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,11,26,2022-11-24T01:26:34Z,1070000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M20.00S,2022-11-24T01:28:52.3Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,11,26,2022-11-24T01:29:20Z,1080000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M20.00S,2022-11-24T01:28:52.3Z,1,REGULAR,substitution,out,[],1630529,,,1610612759,11,26,2022-11-24T01:29:20Z,1090000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M20.00S,2022-11-24T01:28:52.3Z,1,REGULAR,substitution,in,[],1629641,,,1610612759,11,26,2022-11-24T01:29:20Z,1100000,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M20.00S,2022-11-24T01:28:52.3Z,1,REGULAR,substitution,in,[],1630700,,,1610612759,11,26,2022-11-24T01:29:20Z,1110000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M20.00S,2022-11-24T01:29:40.7Z,1,REGULAR,freethrow,2 of 2,[],1629676,,,1610612759,12,26,2022-11-24T01:29:40Z,1120000,False,,,0,,I. Roby Free Throw 2 of 2 (1 PTS),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
115,PT03M02.00S,2022-11-24T01:29:58.8Z,1,REGULAR,turnover,bad pass,[],1630700,,,1610612740,12,26,2022-11-24T01:30:05Z,1130000,False,,,0,,D. Daniels bad pass TURNOVER (1 TO),"[1630700, 1629641]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,,,,,,,,Langford,1629641.0
116,PT03M02.00S,2022-11-24T01:29:58.8Z,1,REGULAR,steal,,[],1629641,,,1610612759,12,26,2022-11-24T01:30:00Z,1140000,False,,,0,,R. Langford STEAL (1 STL),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
117,PT02M58.00S,2022-11-24T01:30:02.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203926,6.521024967148489,49.754901960784316,1610612759,14,26,2022-11-24T01:30:15Z,1150000,False,1.0,9.0,1,left,D. McDermott running finger roll Layup (9 PTS) (D. Vassell 2 AST),"[203926, 1630170]",1610612759.0,SAS,running finger roll,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,9.0,D. Vassell,1630170.0,2.0,,,,,,,,,,
119,PT02M41.00S,2022-11-24T01:30:19.5Z,1,REGULAR,3pt,Jump Shot,[],1628984,74.98357424441524,87.5,1610612740,14,26,2022-11-24T01:30:24Z,1170000,False,188.0,183.0,1,right,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,26.18,Missed,,,,,,,,,,,,,,,,,,
120,PT02M36.00S,2022-11-24T01:30:24.5Z,1,REGULAR,rebound,offensive,[],1626204,,,1610612740,14,26,2022-11-24T01:30:24Z,1180000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:0),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Right Center,,,119.0,1.0,0.0,1.0,,,,,,,,,,,,,,
121,PT02M36.00S,2022-11-24T01:30:27.0Z,1,REGULAR,turnover,traveling,[],1627742,,,1610612740,14,26,2022-11-24T01:30:31Z,1190000,False,,,0,,B. Ingram traveling TURNOVER (2 TO),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,2.0,1627526.0,,,,,,,,
122,PT02M36.00S,2022-11-24T01:30:30.8Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,14,26,2022-11-24T01:30:35Z,1200000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M36.00S,2022-11-24T01:30:30.8Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,14,26,2022-11-24T01:30:35Z,1210000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M22.00S,2022-11-24T01:30:57.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203926,9.280551905387648,58.82352941176471,1610612759,16,26,2022-11-24T01:31:08Z,1220000,False,-44.0,35.0,1,left,D. McDermott floating Jump Shot (11 PTS) (R. Langford 1 AST),"[203926, 1629641]",1610612759.0,SAS,floating,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),0-8 Center,5.61,Made,,,,,11.0,R. Langford,1629641.0,1.0,,,,,,,,,,
126,PT02M02.00S,2022-11-24T01:31:18.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626204,92.72339027595268,35.294117647058826,1610612740,16,28,2022-11-24T01:36:28Z,1240000,False,-74.0,16.0,1,right,L. Nance Jr. 7' turnaround fadeaway Jump Shot (2 PTS) (N. Marshall 1 AST),"[1626204, 1630230]",1610612740.0,NOP,turnaround fadeaway,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.52,Made,,,,,2.0,N. Marshall,1630230.0,1.0,,,,,,,,,,
129,PT01M53.00S,2022-11-24T01:31:34.1Z,1,REGULAR,foul,offensive,[],1629641,,,1610612759,16,28,2022-11-24T01:31:40Z,1270000,False,,,0,,R. Langford charge offensive FOUL (1 PF),"[1629641, 1626204]",1610612759.0,SAS,charge,,,Langford,R. Langford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1627526.0,1.0,0.0,Nance Jr.,1626204.0,,,,
131,PT01M53.00S,2022-11-24T01:31:34.1Z,1,REGULAR,turnover,offensive foul,[],1629641,,,1610612759,16,28,2022-11-24T01:31:34Z,1290000,False,,,0,,R. Langford offensive foul TURNOVER (1 TO),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,1627526.0,,,,,,,,
132,PT01M53.00S,2022-11-24T01:31:38.4Z,1,REGULAR,substitution,out,[],1627742,,,1610612740,16,28,2022-11-24T01:31:41Z,1300000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M53.00S,2022-11-24T01:31:38.4Z,1,REGULAR,substitution,in,[],1629627,,,1610612740,16,28,2022-11-24T01:31:41Z,1310000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M42.00S,2022-11-24T01:32:15.3Z,1,REGULAR,foul,personal,['2freethrow'],203926,,,1610612740,16,28,2022-11-24T01:32:21Z,1330000,False,,,0,,D. McDermott shooting personal FOUL (1 PF) (Daniels 2 FT),"[203926, 1630700]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1627526.0,1.0,0.0,Daniels,1630700.0,,,,
137,PT01M42.00S,2022-11-24T01:32:42.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630700,,,1610612740,16,29,2022-11-24T01:33:00Z,1350000,False,,,0,,D. Daniels Free Throw 1 of 2 (1 PTS),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
138,PT01M42.00S,2022-11-24T01:32:42.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630700,,,1610612740,16,29,2022-11-24T01:33:00Z,1360000,False,,,0,,MISS D. Daniels Free Throw 2 of 2,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
139,PT01M40.00S,2022-11-24T01:32:44.3Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,16,29,2022-11-24T01:33:00Z,1370000,False,,,0,,K. Bates-Diop REBOUND (Off:0 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,
140,PT01M20.00S,2022-11-24T01:33:16.7Z,1,REGULAR,2pt,Jump Shot,[],1629640,13.091327201051248,70.34313725490196,1610612759,16,29,2022-11-24T01:38:09Z,1380000,False,-102.0,71.0,1,left,MISS K. Johnson 12' driving floating Shot,[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,12.38,Missed,,,,,,,,,,,,,,,,,,
141,PT01M18.00S,2022-11-24T01:33:18.7Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,16,29,2022-11-24T01:33:23Z,1390000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:4),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Left,,,140.0,5.0,4.0,1.0,,,,,,,,,,,,,,
142,PT01M07.00S,2022-11-24T01:33:30.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629627,87.72996057818659,49.26470588235294,1610612740,16,29,2022-11-24T01:38:52Z,1400000,False,-4.0,63.0,1,right,MISS Z. Williamson 6' driving Hook,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,6.29,Missed,,,,,,,,,,,,,,,,,,
143,PT01M05.00S,2022-11-24T01:33:32.0Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612759,16,29,2022-11-24T01:33:37Z,1410000,False,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,In The Paint (Non-RA),0-8 Center,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,
144,PT00M58.30S,2022-11-24T01:33:39.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,9.674770039421814,58.08823529411765,1610612759,16,29,2022-11-24T01:40:47Z,1420000,False,-40.0,38.0,1,left,MISS K. Johnson driving floating Shot,[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.57,Missed,,,,,,,,,,,,,,,,,,
145,PT00M58.00S,2022-11-24T01:33:39.5Z,1,REGULAR,rebound,offensive,[],1628966,,,1610612759,16,29,2022-11-24T01:33:51Z,1430000,False,,,0,,K. Bates-Diop REBOUND (Off:1 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,,,144.0,2.0,1.0,1.0,,,,,,,,,,,,,,
146,PT00M58.00S,2022-11-24T01:33:43.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628966,5.590000152587891,50.0,1610612759,18,29,2022-11-24T01:33:43Z,1440000,False,0.0,0.0,1,left,K. Bates-Diop putback Layup (2 PTS),[1628966],1610612759.0,SAS,putback,,,Bates-Diop,K. Bates-Diop,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
167,PT00M58.00S,2022-11-24T01:34:39.6Z,1,REGULAR,foul,technical,['1freethrow'],1628228,,,1610612740,18,29,2022-11-24T01:37:43Z,1465000,False,,,0,,TEAM foul technical,[1628228],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2882.0,,,,,,,,
149,PT00M58.00S,2022-11-24T01:35:05.9Z,1,REGULAR,freethrow,1 of 1,[],1629640,,,1610612740,19,29,2022-11-24T01:37:53Z,1470000,False,,,0,,K. Johnson technical Free Throw 1 of 1 (3 PTS),[1629640],1610612759.0,SAS,technical,,,Johnson,K. Johnson,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
150,PT00M58.00S,2022-11-24T01:35:07.1Z,1,REGULAR,substitution,out,[],1626204,,,1610612740,19,29,2022-11-24T01:35:17Z,1480000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M58.00S,2022-11-24T01:35:07.1Z,1,REGULAR,substitution,in,[],202685,,,1610612740,19,29,2022-11-24T01:35:17Z,1490000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M49.60S,2022-11-24T01:35:23.3Z,1,REGULAR,3pt,Jump Shot,[],1628984,73.14388961892247,82.59803921568627,1610612740,19,29,2022-11-24T01:35:28Z,1500000,False,163.0,200.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
153,PT00M46.20S,2022-11-24T01:35:26.7Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,19,29,2022-11-24T01:35:28Z,1510000,False,,,0,,K. Bates-Diop REBOUND (Off:1 Def:2),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Right Center,,,152.0,3.0,2.0,1.0,,,,,,,,,,,,,,
154,PT00M32.50S,2022-11-24T01:35:40.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,8.360709592641262,43.13725490196079,1610612759,19,29,2022-11-24T01:43:57Z,1520000,False,34.0,26.0,1,left,MISS K. Johnson driving Layup - blocked,"[1629640, 1629627]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,4.31,Missed,,,,,,,,,,,,,,,Williamson,1629627.0,,
155,PT00M32.50S,2022-11-24T01:35:40.7Z,1,REGULAR,block,,[],1629627,,,1610612759,19,29,2022-11-24T01:35:43Z,1530000,False,,,0,,Z. Williamson BLOCK (1 BLK),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
156,PT00M32.50S,2022-11-24T01:35:40.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,19,29,2022-11-24T01:35:47Z,1540000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,154.0,,,,,,,,,,,,,,,,,
158,PT00M30.20S,2022-11-24T01:35:57.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628966,9.411957950065702,33.33333333333333,1610612759,19,29,2022-11-24T01:36:03Z,1560000,False,83.0,36.0,1,left,MISS K. Bates-Diop 9' floating Shot,[1628966],1610612759.0,SAS,floating,,,Bates-Diop,K. Bates-Diop,,,,,Mid-Range,8-16 Right,9.07,Missed,,,,,,,,,,,,,,,,,,
159,PT00M27.80S,2022-11-24T01:35:59.8Z,1,REGULAR,rebound,defensive,[],1628984,,,1610612740,19,29,2022-11-24T01:35:59Z,1570000,False,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Mid-Range,8-16 Right,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,
160,PT00M17.80S,2022-11-24T01:36:09.9Z,1,REGULAR,turnover,bad pass,[],1629627,,,1610612740,19,29,2022-11-24T01:36:15Z,1580000,False,,,0,,Z. Williamson bad pass TURNOVER (1 TO),"[1629627, 1628966]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,,,,,,,,Bates-Diop,1628966.0
161,PT00M17.80S,2022-11-24T01:36:09.9Z,1,REGULAR,steal,,[],1628966,,,1610612759,19,29,2022-11-24T01:36:11Z,1590000,False,,,0,,K. Bates-Diop STEAL (2 STL),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
162,PT00M02.80S,2022-11-24T01:36:24.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,31.35676741130092,36.029411764705884,1610612759,19,29,2022-11-24T01:36:30Z,1600000,False,70.0,242.0,1,left,MISS K. Johnson 25' pullup 3PT,[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,25.22,Missed,,,,,,,,,,,,,,,,,,
163,PT00M00.80S,2022-11-24T01:36:26.7Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,19,29,2022-11-24T01:36:26Z,1610000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:5),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,162.0,6.0,5.0,1.0,,,,,,,,,,,,,,
164,PT00M00.00S,2022-11-24T01:36:28.4Z,1,REGULAR,3pt,Jump Shot,[],1629627,53.56438896189225,21.813725490196077,1610612740,19,29,2022-11-24T01:46:22Z,1620000,False,-141.0,384.0,1,right,MISS Z. Williamson 40' running pullup 3PT,[1629627],1610612740.0,NOP,running pullup,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Left Center,40.9,Missed,,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2022-11-24T01:36:28.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,19,29,2022-11-24T01:36:37Z,1630000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,164.0,,,,,,,,,,,,,,,,,
166,PT00M00.00S,2022-11-24T01:36:32.6Z,1,REGULAR,period,end,[],0,,,1610612740,19,29,2022-11-24T01:36:32Z,1640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-11-24T01:38:37.6Z,2,REGULAR,substitution,out,['startperiod'],1629676,,,1610612740,19,29,2022-11-24T01:39:07Z,1650000,False,,,0,,SUB out: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-11-24T01:38:37.6Z,2,REGULAR,substitution,out,['startperiod'],1628966,,,1610612740,19,29,2022-11-24T01:39:07Z,1660000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-11-24T01:38:37.6Z,2,REGULAR,substitution,in,['startperiod'],1631110,,,1610612740,19,29,2022-11-24T01:39:07Z,1670000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
