shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
10:42,15,PT10M42.00S,2022-12-15T01:11:34.0Z,1,REGULAR,3pt,Jump Shot,[],203081,32.53942181340342,77.94117647058823,1610612757,0,3,2022-12-15T01:11:39Z,150000,False,-140.0,253.0,1,left,D. Lillard 28' 3PT  (3 PTS),[203081],0,1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,28.94,Made,,,,,3.0,,,,,,,,,,,,,
10:27,16,PT10M27.00S,2022-12-15T01:11:51.6Z,1,REGULAR,foul,personal,[],203924,,,1610612759,0,3,2022-12-15T01:12:02Z,160000,False,,,0,,J. Grant personal FOUL (1 PF),"[203924, 1626196]",9,1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,,,,,,202037.0,1.0,0.0,Richardson,1626196.0,,,,,,,,
10:20,18,PT10M20.00S,2022-12-15T01:12:16.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,81.42247043363994,61.51960784313726,1610612759,0,3,2022-12-15T01:12:23Z,180000,False,58.0,122.0,1,right,MISS T. Jones 13' floating Shot,[1630200],33,1610612759.0,SAS,floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,13.5,Missed,,,,,,,,,,,,,,,,,,
10:14,19,PT10M14.00S,2022-12-15T01:12:22.7Z,1,REGULAR,rebound,offensive,[],1628966,,,1610612759,0,3,2022-12-15T01:12:23Z,190000,False,,,0,,K. Bates-Diop REBOUND (Off:1 Def:1),[1628966],31,1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),8-16 Center,,,18.0,2.0,1.0,1.0,,,,,,,,,,,,,,
10:14,20,PT10M14.00S,2022-12-15T01:12:21.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628966,94.40999984741211,50.0,1610612759,2,3,2022-12-15T01:12:21Z,200000,False,0.0,0.0,1,right,K. Bates-Diop putback Layup (2 PTS),[1628966],31,1610612759.0,SAS,putback,,,Bates-Diop,K. Bates-Diop,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
09:56,21,PT09M56.00S,2022-12-15T01:12:39.9Z,1,REGULAR,3pt,Jump Shot,[],203994,33.196452036793694,48.529411764705884,1610612757,2,3,2022-12-15T01:12:46Z,210000,False,7.0,260.0,1,left,MISS J. Nurkic 25' 3PT,[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,25.96,Missed,,,,,,,,,,,,,,,,,,
09:53,22,PT09M53.00S,2022-12-15T01:12:42.9Z,1,REGULAR,rebound,offensive,[],1628404,,,1610612757,2,3,2022-12-15T01:12:46Z,220000,False,,,0,,J. Hart REBOUND (Off:1 Def:1),[1628404],11,1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,21.0,2.0,1.0,1.0,,,,,,,,,,,,,,
09:49,23,PT09M49.00S,2022-12-15T01:12:48.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,8.14717477003942,45.7797181372549,1610612757,2,5,2022-12-15T01:12:57Z,230000,False,21.0,24.0,1,left,J. Nurkic Layup (2 PTS) (J. Grant 1 AST),"[203994, 203924]",27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,3.2,Made,,,,,2.0,,,,,,J. Grant,203924.0,1.0,,,,,
09:49,25,PT09M49.00S,2022-12-15T01:12:51.7Z,1,REGULAR,foul,personal,['1freethrow'],1629646,,,1610612757,2,5,2022-12-15T01:13:17Z,250000,False,,,0,,C. Bassey shooting personal FOUL (1 PF) (Nurkic 1 FT),"[1629646, 203994]",28,1610612759.0,SAS,shooting,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202037.0,1.0,0.0,Nurkic,203994.0,,,,,,,,
09:49,27,PT09M49.00S,2022-12-15T01:13:18.4Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203994,,,1610612757,2,5,2022-12-15T01:13:22Z,270000,False,,,0,,MISS J. Nurkic Free Throw 1 of 1,[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
09:45,28,PT09M45.00S,2022-12-15T01:13:22.4Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,2,5,2022-12-15T01:13:22Z,280000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],3,1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
09:37,29,PT09M37.00S,2022-12-15T01:13:28.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629646,81.02825229960578,49.26470588235294,1610612759,2,5,2022-12-15T01:13:35Z,290000,False,-4.0,126.0,1,right,MISS C. Bassey 12' floating Shot,[1629646],28,1610612759.0,SAS,floating,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),8-16 Center,12.59,Missed,,,,,,,,,,,,,,,,,,
09:33,30,PT09M33.00S,2022-12-15T01:13:32.8Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,2,5,2022-12-15T01:13:35Z,300000,False,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],11,1610612757.0,POR,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,29.0,3.0,2.0,1.0,,,,,,,,,,,,,,
09:22,31,PT09M22.00S,2022-12-15T01:13:43.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,6.258212877792378,43.627450980392155,1610612757,2,5,2022-12-15T01:13:52Z,310000,False,32.0,6.0,1,left,MISS J. Hart Layup - blocked,"[1628404, 1629646]",11,1610612757.0,POR,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,3.25,Missed,,,,,,,,,,,,,,Bassey,1629646.0,,,
09:22,32,PT09M22.00S,2022-12-15T01:13:43.5Z,1,REGULAR,block,,[],1629646,,,1610612757,2,5,2022-12-15T01:14:19Z,320000,False,,,0,,C. Bassey BLOCK (1 BLK),[1629646],28,1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
09:21,33,PT09M21.00S,2022-12-15T01:13:44.5Z,1,REGULAR,rebound,offensive,[],203994,,,1610612757,2,5,2022-12-15T01:13:52Z,330000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:1),[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,31.0,2.0,1.0,1.0,,,,,,,,,,,,,,
09:21,34,PT09M21.00S,2022-12-15T01:13:49.8Z,1,REGULAR,foul,personal,['2freethrow'],1628966,,,1610612757,2,5,2022-12-15T01:13:57Z,340000,False,,,0,,K. Bates-Diop shooting personal FOUL (1 PF) (Nurkic 2 FT),"[1628966, 203994]",31,1610612759.0,SAS,shooting,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,,,,,1151.0,1.0,0.0,Nurkic,203994.0,,,,,,,,
09:21,36,PT09M21.00S,2022-12-15T01:14:15.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203994,,,1610612757,2,6,2022-12-15T01:14:15Z,360000,False,,,0,,J. Nurkic Free Throw 1 of 2 (3 PTS),[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
09:21,37,PT09M21.00S,2022-12-15T01:14:27.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203994,,,1610612757,2,7,2022-12-15T01:14:27Z,370000,False,,,0,,J. Nurkic Free Throw 2 of 2 (4 PTS),[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
09:11,38,PT09M11.00S,2022-12-15T01:14:38.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,81.2910643889619,58.82352941176471,1610612759,2,7,2022-12-15T01:14:44Z,380000,False,44.0,123.0,1,right,MISS T. Jones 13' driving floating Shot,[1630200],33,1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,13.1,Missed,,,,,,,,,,,,,,,,,,
09:08,39,PT09M08.00S,2022-12-15T01:14:41.5Z,1,REGULAR,rebound,offensive,[],1630200,,,1610612759,2,7,2022-12-15T01:14:41Z,390000,False,,,0,,T. Jones REBOUND (Off:1 Def:0),[1630200],33,1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,38.0,1.0,0.0,1.0,,,,,,,,,,,,,,
09:07,40,PT09M07.00S,2022-12-15T01:14:43.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628966,93.38042049934296,1.9607843137254901,1610612759,5,7,2022-12-15T01:14:52Z,400000,False,-240.0,10.0,1,right,K. Bates-Diop 24' 3PT  (5 PTS) (K. Johnson 1 AST),"[1628966, 1629640]",31,1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Left Corner 3,24+ Left,24.04,Made,,,,,5.0,,,,,,K. Johnson,1629640.0,1.0,,,,,
08:59,43,PT08M59.00S,2022-12-15T01:15:00.6Z,1,REGULAR,3pt,Jump Shot,[],203924,6.1268068331143235,96.81372549019608,1610612757,5,7,2022-12-15T01:15:06Z,430000,False,-234.0,5.0,1,left,MISS J. Grant 3PT,[203924],9,1610612757.0,POR,,,,Grant,J. Grant,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
08:55,44,PT08M55.00S,2022-12-15T01:15:04.6Z,1,REGULAR,rebound,defensive,[],1629646,,,1610612759,5,7,2022-12-15T01:15:06Z,440000,False,,,0,,C. Bassey REBOUND (Off:0 Def:1),[1629646],28,1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Left Corner 3,24+ Left,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
08:46,45,PT08M46.00S,2022-12-15T01:15:12.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,80.1084099868594,35.294117647058826,1610612759,5,7,2022-12-15T01:15:19Z,450000,False,-74.0,134.0,1,right,MISS J. Richardson 15' pullup Shot,[1626196],7,1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Center,15.33,Missed,,,,,,,,,,,,,,,,,,
08:41,46,PT08M41.00S,2022-12-15T01:15:17.9Z,1,REGULAR,rebound,offensive,[],1629646,,,1610612759,5,7,2022-12-15T01:15:19Z,460000,False,,,0,,C. Bassey REBOUND (Off:1 Def:1),[1629646],28,1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),8-16 Center,,,45.0,2.0,1.0,1.0,,,,,,,,,,,,,,
08:41,47,PT08M41.00S,2022-12-15T01:15:17.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629646,94.40999984741211,50.0,1610612759,5,7,2022-12-15T01:15:22Z,470000,False,0.0,0.0,1,right,MISS C. Bassey tip Layup,[1629646],28,1610612759.0,SAS,tip,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
08:41,48,PT08M41.00S,2022-12-15T01:15:17.1Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,5,7,2022-12-15T01:15:22Z,480000,False,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1629640],3,1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,47.0,3.0,2.0,1.0,,,,,,,,,,,,,,
08:40,49,PT08M40.00S,2022-12-15T01:15:19.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,94.40999984741211,50.0,1610612759,7,7,2022-12-15T01:15:19Z,490000,False,0.0,0.0,1,right,K. Johnson tip Layup (2 PTS),[1629640],3,1610612759.0,SAS,tip,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
08:33,50,PT08M33.00S,2022-12-15T01:15:26.0Z,1,REGULAR,3pt,Jump Shot,[],1629014,30.699737187910642,70.09803921568627,1610612757,7,10,2022-12-15T01:15:31Z,500000,False,-100.0,236.0,1,left,A. Simons 25' 3PT pullup (3 PTS) (J. Nurkic 1 AST),"[1629014, 203994]",1,1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.66,Made,,,,,3.0,,,,,,J. Nurkic,203994.0,1.0,,,,,
08:14,52,PT08M14.00S,2022-12-15T01:15:45.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629646,93.77463863337714,44.11764705882353,1610612759,9,10,2022-12-15T01:15:52Z,520000,False,-29.0,6.0,1,right,C. Bassey cutting Layup (2 PTS) (K. Johnson 2 AST),"[1629646, 1629640]",28,1610612759.0,SAS,cutting,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,3.0,Made,,,,,2.0,,,,,,K. Johnson,1629640.0,2.0,,,,,
08:04,54,PT08M04.00S,2022-12-15T01:15:57.6Z,1,REGULAR,foul,offensive,[],203994,,,1610612757,9,10,2022-12-15T01:16:05Z,540000,False,,,0,,J. Nurkic offensive FOUL (1 PF),"[203994, 1630200]",27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,,,,,,1151.0,1.0,0.0,Jones,1630200.0,,,,,,,,
08:04,56,PT08M04.00S,2022-12-15T01:15:57.6Z,1,REGULAR,turnover,offensive foul,[],203994,,,1610612757,9,10,2022-12-15T01:15:57Z,560000,False,,,0,,J. Nurkic offensive foul TURNOVER (1 TO),[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,,,,,,1151.0,,,,,,,,,,1.0,,
07:54,57,PT07M54.00S,2022-12-15T01:16:27.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630200,93.11760840998686,53.92156862745098,1610612759,11,10,2022-12-15T01:16:32Z,570000,False,20.0,12.0,1,right,T. Jones cutting finger roll Layup (2 PTS) (C. Bassey 1 AST),"[1630200, 1629646]",33,1610612759.0,SAS,cutting finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.31,Made,,,,,2.0,,,,,,C. Bassey,1629646.0,1.0,,,,,
07:42,59,PT07M42.00S,2022-12-15T01:16:40.7Z,1,REGULAR,foul,personal,['2freethrow'],1629646,,,1610612757,11,10,2022-12-15T01:16:53Z,590000,False,,,0,,C. Bassey shooting personal FOUL (2 PF) (Nurkic 2 FT),"[1629646, 203994]",28,1610612759.0,SAS,shooting,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202041.0,2.0,0.0,Nurkic,203994.0,,,,,,,,
07:42,61,PT07M42.00S,2022-12-15T01:17:13.9Z,1,REGULAR,freethrow,1 of 2,[],203994,,,1610612757,11,11,2022-12-15T01:17:13Z,610000,False,,,0,,J. Nurkic Free Throw 1 of 2 (5 PTS),[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
07:42,62,PT07M42.00S,2022-12-15T01:17:15.8Z,1,REGULAR,substitution,out,[],1629646,,,1610612757,11,11,2022-12-15T01:17:21Z,620000,False,,,0,,SUB out: C. Bassey,[1629646],28,1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
07:42,63,PT07M42.00S,2022-12-15T01:17:15.8Z,1,REGULAR,substitution,in,[],203476,,,1610612757,11,11,2022-12-15T01:17:21Z,630000,False,,,0,,SUB in: G. Dieng,[203476],41,1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
07:42,64,PT07M42.00S,2022-12-15T01:17:37.4Z,1,REGULAR,freethrow,2 of 2,[],203994,,,1610612757,11,12,2022-12-15T01:17:37Z,640000,False,,,0,,J. Nurkic Free Throw 2 of 2 (6 PTS),[203994],27,1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
07:23,65,PT07M23.00S,2022-12-15T01:17:57.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,93.11760840998686,44.36274509803921,1610612759,13,12,2022-12-15T01:18:06Z,650000,False,-28.0,12.0,1,right,K. Bates-Diop finger roll Layup (7 PTS) (T. Jones 1 AST),"[1628966, 1630200]",31,1610612759.0,SAS,finger roll,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,3.07,Made,,,,,7.0,,,,,,T. Jones,1630200.0,1.0,,,,,
07:11,67,PT07M11.00S,2022-12-15T01:18:09.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,16.63929040735874,37.99019607843137,1610612757,13,14,2022-12-15T01:18:15Z,670000,False,60.0,104.0,1,left,A. Simons 12' floating Jump Shot (5 PTS),[1629014],1,1610612757.0,POR,floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,12.0,Made,,,,,5.0,,,,,,,,,,,,,
07:00,68,PT07M00.00S,2022-12-15T01:18:23.3Z,1,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612759,13,14,2022-12-15T01:18:47Z,680000,False,,,0,,A. Simons shooting personal FOUL (1 PF) (Bates-Diop 2 FT),"[1629014, 1628966]",1,1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,1.0,0.0,Bates-Diop,1628966.0,,,,,,,,
07:00,70,PT07M00.00S,2022-12-15T01:18:48.8Z,1,REGULAR,freethrow,1 of 2,[],1628966,,,1610612759,13,14,2022-12-15T01:18:48Z,700000,False,,,0,,MISS K. Bates-Diop Free Throw 1 of 2,[1628966],31,1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
07:00,71,PT07M00.00S,2022-12-15T01:18:48.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,13,14,2022-12-15T01:18:48Z,710000,False,,,0,,TEAM offensive REBOUND,[],,1610612759.0,SAS,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,
07:00,72,PT07M00.00S,2022-12-15T01:18:53.0Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,13,14,2022-12-15T01:18:56Z,720000,False,,,0,,SUB out: T. Jones,[1630200],33,1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,73,PT07M00.00S,2022-12-15T01:18:53.0Z,1,REGULAR,substitution,in,[],1631110,,,1610612759,13,14,2022-12-15T01:18:56Z,730000,False,,,0,,SUB in: J. Sochan,[1631110],10,1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,74,PT07M00.00S,2022-12-15T01:19:04.1Z,1,REGULAR,freethrow,2 of 2,[],1628966,,,1610612759,14,14,2022-12-15T01:19:04Z,740000,False,,,0,,K. Bates-Diop Free Throw 2 of 2 (8 PTS),[1628966],31,1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
06:49,75,PT06M49.00S,2022-12-15T01:19:19.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203081,6.258212877792378,54.166666666666664,1610612757,14,16,2022-12-15T01:19:45Z,750000,False,-21.0,6.0,1,left,D. Lillard driving finger roll Layup (5 PTS) (J. Nurkic 2 AST),"[203081, 203994]",0,1610612757.0,POR,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,5.0,,,,,,J. Nurkic,203994.0,2.0,,,,,
06:49,77,PT06M49.00S,2022-12-15T01:19:26.5Z,1,REGULAR,violation,defensive goaltending,[],203476,,,1610612757,14,16,2022-12-15T01:19:45Z,770000,False,,,0,,G. Dieng defensive goaltending VIOLATION,[203476],41,1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,1151.0,,,,,,,,,,,,
06:39,78,PT06M39.00S,2022-12-15T01:19:43.5Z,1,REGULAR,3pt,Jump Shot,[],203476,68.80749014454665,26.47058823529412,1610612759,14,16,2022-12-15T01:19:49Z,780000,False,-118.0,241.0,1,right,MISS G. Dieng 26' 3PT,[203476],41,1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Above the Break 3,24+ Left Center,26.79,Missed,,,,,,,,,,,,,,,,,,
06:35,79,PT06M35.00S,2022-12-15T01:19:47.5Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,14,16,2022-12-15T01:19:49Z,790000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],9,1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,,
06:25,80,PT06M25.00S,2022-12-15T01:19:56.5Z,1,REGULAR,3pt,Jump Shot,[],1629014,36.61300919842313,50.73529411764706,1610612757,14,16,2022-12-15T01:20:01Z,800000,False,-4.0,292.0,1,left,MISS A. Simons 29' 3PT,[1629014],1,1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,29.17,Missed,,,,,,,,,,,,,,,,,,
06:21,81,PT06M21.00S,2022-12-15T01:20:00.5Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,14,16,2022-12-15T01:20:01Z,810000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],10,1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,
