actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M22.00S,2022-12-04T21:11:57.5Z,1,REGULAR,3pt,Jump Shot,[],1628380,27.677398160315374,21.323529411764707,1610612759,7,2,2022-12-04T21:12:02Z,170000,False,143.0,208.0,1,left,MISS Z. Collins 25' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Right Center,25.24,Missed,,,,,,,,,,,,,,,,,,
18,PT10M18.00S,2022-12-04T21:12:01.5Z,1,REGULAR,rebound,defensive,[],203967,,,1610612756,7,2,2022-12-04T21:12:02Z,180000,False,,,0,,D. Saric REBOUND (Off:0 Def:1),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Right Center,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,
19,PT10M11.00S,2022-12-04T21:12:07.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,90.22667542706965,49.01960784313725,1610612756,7,4,2022-12-04T21:12:14Z,190000,False,-5.0,39.0,1,right,D. Ayton cutting Layup (2 PTS) (D. Booker 1 AST),"[1629028, 1626164]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,3.97,Made,2.0,,,,,D. Booker,1626164.0,1.0,,,,,,,,,,
21,PT09M54.00S,2022-12-04T21:12:25.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630170,5.995400788436268,50.73529411764706,1610612759,9,4,2022-12-04T21:12:31Z,210000,False,-4.0,4.0,1,left,D. Vassell cutting DUNK (7 PTS) (Z. Collins 2 AST),"[1630170, 1628380]",1610612759.0,SAS,cutting,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,0.54,Made,7.0,,,,,Z. Collins,1628380.0,2.0,,,,,,,,,,
23,PT09M46.00S,2022-12-04T21:12:35.3Z,1,REGULAR,turnover,traveling,[],1626164,,,1610612756,9,4,2022-12-04T21:12:42Z,230000,False,,,0,,D. Booker traveling TURNOVER (2 TO),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,,,,,,,,,,,2.0,,,202049.0,,,,,,
24,PT09M36.00S,2022-12-04T21:13:01.6Z,1,REGULAR,foul,offensive,[],1628380,,,1610612759,9,4,2022-12-04T21:13:21Z,240000,False,,,0,,Z. Collins offensive FOUL (1 PF),"[1628380, 1628969]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1626302.0,1.0,0.0,Bridges,1628969.0,,
26,PT09M36.00S,2022-12-04T21:13:01.6Z,1,REGULAR,turnover,offensive foul,[],1628380,,,1610612759,9,4,2022-12-04T21:13:01Z,260000,False,,,0,,Z. Collins offensive foul TURNOVER (1 TO),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,,,1626302.0,,,,,,
27,PT09M23.00S,2022-12-04T21:13:26.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629028,87.72996057818659,39.46078431372549,1610612756,9,4,2022-12-04T21:13:32Z,270000,False,-53.0,63.0,1,right,MISS D. Ayton 8' turnaround Shot,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Left,8.2,Missed,,,,,,,,,,,,,,,,,,
28,PT09M18.00S,2022-12-04T21:13:31.8Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,9,4,2022-12-04T21:13:32Z,280000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Left,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,
29,PT09M13.00S,2022-12-04T21:13:39.1Z,1,REGULAR,turnover,out-of-bounds,[],1630170,,,1610612759,9,4,2022-12-04T21:13:51Z,290000,False,,,0,,D. Vassell lost ball out-of-bounds TURNOVER (1 TO),[1630170],1610612759.0,SAS,lost ball,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,,,1626302.0,,,,,,
30,PT08M56.00S,2022-12-04T21:14:02.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629028,88.25558475689881,29.65686274509804,1610612756,9,4,2022-12-04T21:14:07Z,300000,False,-102.0,58.0,1,right,MISS D. Ayton 11' turnaround Shot,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,11.7,Missed,,,,,,,,,,,,,,,,,,
31,PT08M53.00S,2022-12-04T21:14:05.4Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,9,4,2022-12-04T21:18:02Z,310000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Left,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,
32,PT08M47.00S,2022-12-04T21:14:14.9Z,1,REGULAR,foul,personal,[],1629028,,,1610612759,9,4,2022-12-04T21:14:23Z,320000,False,,,0,,D. Ayton personal FOUL (1 PF),"[1629028, 1628380]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,202049.0,1.0,0.0,Collins,1628380.0,,
34,PT08M33.00S,2022-12-04T21:14:47.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,7.178055190538765,55.14705882352941,1610612759,9,4,2022-12-04T21:16:57Z,340000,False,-26.0,15.0,1,left,MISS K. Johnson floating Shot,[1629640],1610612759.0,SAS,floating,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.98,Missed,,,,,,,,,,,,,,,,,,
35,PT08M31.00S,2022-12-04T21:14:49.5Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,9,4,2022-12-04T21:16:57Z,350000,False,,,0,,Z. Collins REBOUND (Off:1 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,34.0,2.0,1.0,1.0,,,,,,,,,,,,,
36,PT08M30.00S,2022-12-04T21:14:53.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628380,5.590000152587891,50.0,1610612759,11,4,2022-12-04T21:17:06Z,360000,False,0.0,0.0,1,left,Z. Collins putback Layup (2 PTS),[1628380],1610612759.0,SAS,putback,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
37,PT08M09.00S,2022-12-04T21:15:07.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,86.15308804204993,35.78431372549019,1610612756,11,4,2022-12-04T21:15:17Z,370000,False,-71.0,78.0,1,right,MISS D. Booker 10' floating Shot,[1626164],1610612756.0,PHX,floating,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Left,10.53,Missed,,,,,,,,,,,,,,,,,,
38,PT08M08.00S,2022-12-04T21:15:08.9Z,1,REGULAR,rebound,offensive,[],203967,,,1610612756,11,4,2022-12-04T21:15:17Z,380000,False,,,0,,D. Saric REBOUND (Off:1 Def:1),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,In The Paint (Non-RA),8-16 Left,,,,37.0,2.0,1.0,1.0,,,,,,,,,,,,,
39,PT08M08.00S,2022-12-04T21:15:13.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203967,92.85479632063075,45.588235294117645,1610612756,11,6,2022-12-04T21:17:31Z,390000,False,-22.0,15.0,1,right,D. Saric putback Layup (2 PTS),[203967],1610612756.0,PHX,putback,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,2.65,Made,2.0,,,,,,,,,,,,,,,,,
40,PT08M08.00S,2022-12-04T21:15:17.6Z,1,REGULAR,foul,personal,['1freethrow'],1629640,,,1610612756,11,6,2022-12-04T21:15:33Z,400000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Saric 1 FT),"[1629640, 203967]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203054.0,1.0,0.0,Saric,203967.0,,
42,PT08M08.00S,2022-12-04T21:15:37.9Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203967,,,1610612756,11,7,2022-12-04T21:15:37Z,420000,False,,,0,,D. Saric Free Throw 1 of 1 (3 PTS),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
43,PT07M47.00S,2022-12-04T21:16:00.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,16.376478318002626,50.245098039215684,1610612759,11,7,2022-12-04T21:16:04Z,430000,False,-1.0,101.0,1,left,MISS D. Vassell 10' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,10.14,Missed,,,,,,,,,,,,,,,,,,
44,PT07M47.00S,2022-12-04T21:16:00.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,11,7,2022-12-04T21:16:04Z,440000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,43.0,,,,,,,,,,,,,,,,
46,PT07M35.00S,2022-12-04T21:16:18.4Z,1,REGULAR,3pt,Jump Shot,[],1626164,74.85216819973719,86.27450980392157,1610612756,11,7,2022-12-04T21:16:23Z,460000,False,181.0,184.0,1,right,MISS D. Booker 25' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,25.83,Missed,,,,,,,,,,,,,,,,,,
47,PT07M34.00S,2022-12-04T21:16:19.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,11,7,2022-12-04T21:16:23Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,,46.0,,,,,,,,,,,,,,,,
49,PT07M31.00S,2022-12-04T21:16:35.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629028,94.30026281208936,49.26470588235294,1610612756,11,9,2022-12-04T21:16:44Z,490000,False,-4.0,1.0,1,right,D. Ayton cutting DUNK (4 PTS) (D. Booker 2 AST),"[1629028, 1626164]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.39,Made,4.0,,,,,D. Booker,1626164.0,2.0,,,,,,,,,,
51,PT07M17.00S,2022-12-04T21:16:50.4Z,1,REGULAR,turnover,out-of-bounds,[],1628380,,,1610612759,11,9,2022-12-04T21:17:00Z,510000,False,,,0,,Z. Collins bad pass out-of-bounds TURNOVER (2 TO),[1628380],1610612759.0,SAS,bad pass,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,2.0,,,203054.0,,,,,,
52,PT07M08.00S,2022-12-04T21:17:11.0Z,1,REGULAR,foul,personal,[],1628380,,,1610612756,11,9,2022-12-04T21:17:16Z,520000,False,,,0,,Z. Collins personal FOUL (2 PF),"[1628380, 1629028]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202049.0,2.0,0.0,Ayton,1629028.0,,
54,PT07M08.00S,2022-12-04T21:17:24.2Z,1,REGULAR,substitution,out,[],1628380,,,1610612756,11,9,2022-12-04T21:17:29Z,540000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M08.00S,2022-12-04T21:17:24.2Z,1,REGULAR,substitution,in,[],1629646,,,1610612756,11,9,2022-12-04T21:17:29Z,550000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M06.00S,2022-12-04T21:17:41.5Z,1,REGULAR,foul,personal,['2freethrow'],1629646,,,1610612756,11,9,2022-12-04T21:17:48Z,560000,False,,,0,,C. Bassey shooting personal FOUL (1 PF) (Booker 2 FT),"[1629646, 1626164]",1610612759.0,SAS,shooting,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1626302.0,1.0,0.0,Booker,1626164.0,,
58,PT07M06.00S,2022-12-04T21:17:57.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626164,,,1610612756,11,10,2022-12-04T21:17:57Z,580000,False,,,0,,D. Booker Free Throw 1 of 2 (1 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
59,PT07M06.00S,2022-12-04T21:18:08.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626164,,,1610612756,11,11,2022-12-04T21:18:08Z,590000,False,,,0,,D. Booker Free Throw 2 of 2 (2 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
60,PT06M48.00S,2022-12-04T21:18:28.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,15.588042049934298,46.568627450980394,1610612759,13,11,2022-12-04T21:20:50Z,600000,False,17.0,94.0,1,left,K. Johnson 9' driving floating Jump Shot (2 PTS),[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,9.56,Made,2.0,,,,,,,,,,,,,,,,,
62,PT06M32.00S,2022-12-04T21:18:54.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,13,11,2022-12-04T21:18:54Z,620000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M18.00S,2022-12-04T21:21:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,83.26215505913272,35.78431372549019,1610612756,13,13,2022-12-04T21:21:57Z,630000,False,-71.0,105.0,1,right,D. Booker 12' pullup Jump Shot (4 PTS) (C. Payne 2 AST),"[1626164, 1626166]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Left,12.66,Made,4.0,,,,,C. Payne,1626166.0,2.0,,,,,,,,,,
64,PT05M56.00S,2022-12-04T21:22:16.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,18.873193166885677,64.95098039215686,1610612759,15,13,2022-12-04T21:22:22Z,640000,False,-75.0,125.0,1,left,K. Johnson 14' pullup Jump Shot (4 PTS),[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Left,14.56,Made,4.0,,,,,,,,,,,,,,,,,
65,PT05M44.00S,2022-12-04T21:22:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,94.1688567674113,50.0,1610612756,15,13,2022-12-04T21:22:32Z,650000,False,0.0,2.0,1,right,MISS D. Ayton Layup,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.23,Missed,,,,,,,,,,,,,,,,,,
67,PT05M41.00S,2022-12-04T21:22:30.9Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,15,13,2022-12-04T21:22:32Z,670000,False,,,0,,D. Ayton REBOUND (Off:1 Def:0),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,65.0,1.0,0.0,1.0,,,,,,,,,,,,,
68,PT05M40.00S,2022-12-04T21:22:32.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,94.1688567674113,49.754901960784316,1610612756,15,15,2022-12-04T21:25:51Z,680000,False,-1.0,2.0,1,right,D. Ayton putback Layup (6 PTS),[1629028],1610612756.0,PHX,putback,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.26,Made,6.0,,,,,,,,,,,,,,,,,
70,PT05M36.00S,2022-12-04T21:22:42.2Z,1,REGULAR,foul,offensive,[],1629646,,,1610612759,15,15,2022-12-04T21:30:19Z,690000,False,,,0,,C. Bassey offensive FOUL (2 PF),"[1629646, 1626166]",1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,203054.0,2.0,0.0,Payne,1626166.0,,
72,PT05M36.00S,2022-12-04T21:22:42.2Z,1,REGULAR,turnover,offensive foul,[],1629646,,,1610612759,15,15,2022-12-04T21:22:42Z,710000,False,,,0,,C. Bassey offensive foul TURNOVER (1 TO),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,,,203054.0,,,,,,
73,PT05M36.00S,2022-12-04T21:22:51.3Z,1,REGULAR,substitution,out,[],1630170,,,1610612756,15,15,2022-12-04T21:23:12Z,720000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M36.00S,2022-12-04T21:22:51.3Z,1,REGULAR,substitution,out,[],1630200,,,1610612756,15,15,2022-12-04T21:23:12Z,730000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M36.00S,2022-12-04T21:22:51.3Z,1,REGULAR,substitution,out,[],203967,,,1610612756,15,15,2022-12-04T21:23:12Z,740000,False,,,0,,SUB out: D. Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M36.00S,2022-12-04T21:22:51.3Z,1,REGULAR,substitution,in,[],1631103,,,1610612756,15,15,2022-12-04T21:23:12Z,750000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M36.00S,2022-12-04T21:22:51.3Z,1,REGULAR,substitution,in,[],1629641,,,1610612756,15,15,2022-12-04T21:23:12Z,760000,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M36.00S,2022-12-04T21:22:51.3Z,1,REGULAR,substitution,in,[],1630688,,,1610612756,15,15,2022-12-04T21:23:12Z,770000,False,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M17.00S,2022-12-04T21:23:17.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626166,77.34888304862024,10.53921568627451,1610612756,15,15,2022-12-04T21:23:24Z,780000,False,-197.0,160.0,1,right,MISS C. Payne 25' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Left Center,25.43,Missed,,,,,,,,,,,,,,,,,,
80,PT05M13.00S,2022-12-04T21:23:21.9Z,1,REGULAR,rebound,defensive,[],1629646,,,1610612759,15,15,2022-12-04T21:23:21Z,790000,False,,,0,,C. Bassey REBOUND (Off:0 Def:1),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Above the Break 3,24+ Left Center,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,
81,PT05M07.00S,2022-12-04T21:23:28.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,6.1268068331143235,44.36274509803921,1610612759,15,15,2022-12-04T21:23:32Z,800000,False,28.0,5.0,1,left,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.87,Missed,,,,,,,,,,,,,,,,,,
82,PT05M05.00S,2022-12-04T21:23:30.1Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,15,15,2022-12-04T21:23:30Z,810000,False,,,0,,D. Ayton REBOUND (Off:1 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,81.0,2.0,1.0,1.0,,,,,,,,,,,,,
83,PT05M03.00S,2022-12-04T21:23:36.1Z,1,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612756,15,15,2022-12-04T21:23:46Z,820000,False,,,0,,R. Langford shooting personal FOUL (1 PF) (Booker 2 FT),"[1629641, 1626164]",1610612759.0,SAS,shooting,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203054.0,1.0,0.0,Booker,1626164.0,,
85,PT05M03.00S,2022-12-04T21:23:57.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626164,,,1610612756,15,16,2022-12-04T21:23:57Z,840000,False,,,0,,D. Booker Free Throw 1 of 2 (5 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
86,PT05M03.00S,2022-12-04T21:24:07.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1626164,,,1610612756,15,17,2022-12-04T21:24:07Z,850000,False,,,0,,D. Booker Free Throw 2 of 2 (6 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
87,PT04M45.00S,2022-12-04T21:24:28.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,20.18725361366623,50.245098039215684,1610612759,17,17,2022-12-04T21:24:32Z,860000,False,-1.0,137.0,1,left,K. Johnson 13' pullup Jump Shot (6 PTS) (M. Branham 1 AST),"[1629640, 1631103]",1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,13.73,Made,6.0,,,,,M. Branham,1631103.0,1.0,,,,,,,,,,
