actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-12-17T22:14:18.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-17T22:14:18Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-12-17T22:14:21.2Z,1,REGULAR,jumpball,recovered,[],1629622,,,1610612748,0,0,2022-12-17T22:14:21Z,40000,False,,,0,,Jump Ball B. Adebayo vs. J. Poeltl: Tip to M. Strus,"[1629622, 1628389, 1627751]",1610612748.0,MIA,startperiod,M. Strus,1629622.0,Strus,M. Strus,Adebayo,1628389.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2022-12-17T22:14:42.0Z,1,REGULAR,3pt,Jump Shot,[],1629622,69.59592641261499,26.715686274509803,1610612748,0,0,2022-12-17T22:14:47Z,70000,False,-116.0,233.0,1,right,MISS M. Strus 26' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,26.07,Missed,,,,,,,,,,,,,,,,,,
8,PT11M32.00S,2022-12-17T22:14:45.0Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,0,0,2022-12-17T22:14:47Z,80000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M20.00S,2022-12-17T22:14:56.3Z,1,REGULAR,3pt,Jump Shot,[],1630170,15.456636005256241,3.431372549019608,1610612759,3,0,2022-12-17T22:14:59Z,90000,False,233.0,93.0,1,left,D. Vassell 25' 3PT  (3 PTS) (T. Jones 1 AST),"[1630170, 1630200]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right,25.06,Made,,,,,3.0,T. Jones,1630200.0,1.0,,,,,,,,,,
11,PT11M06.00S,2022-12-17T22:15:10.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,88.91261498028909,38.970588235294116,1610612748,3,2,2022-12-17T22:15:17Z,110000,False,-55.0,52.0,1,right,T. Herro 7' driving floating Jump Shot (2 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,7.56,Made,,,,,2.0,,,,,,,,,,,,,
12,PT10M47.00S,2022-12-17T22:15:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,9.937582128777924,36.029411764705884,1610612759,3,2,2022-12-17T22:15:38Z,120000,False,70.0,41.0,1,left,MISS J. Sochan 8' driving Layup,[1631110],1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,8.1,Missed,,,,,,,,,,,,,,,,,,
13,PT10M47.00S,2022-12-17T22:15:30.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,3,2,2022-12-17T22:15:38Z,130000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,12.0,,,,,,,,,,,,,,,,,
14,PT10M47.00S,2022-12-17T22:15:34.9Z,1,REGULAR,foul,personal,[],1629622,,,1610612759,3,2,2022-12-17T22:15:44Z,140000,False,,,0,,M. Strus loose ball personal FOUL (1 PF),"[1629622, 1627751]",1610612748.0,MIA,loose ball,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202056.0,1.0,0.0,Poeltl,1627751.0,,,,,
16,PT10M34.00S,2022-12-17T22:16:03.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630200,14.668199737187912,42.15686274509804,1610612759,3,2,2022-12-17T22:16:06Z,160000,False,39.0,85.0,1,left,MISS T. Jones 9' fadeaway Shot,[1630200],1610612759.0,SAS,fadeaway,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,9.4,Missed,,,,,,,,,,,,,,,,,,
17,PT10M32.00S,2022-12-17T22:16:05.4Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,3,2,2022-12-17T22:16:05Z,170000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M23.00S,2022-12-17T22:16:14.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,93.9060446780552,49.26470588235294,1610612748,3,4,2022-12-17T22:16:39Z,180000,False,-4.0,5.0,1,right,B. Adebayo alley-oop DUNK (2 PTS) (M. Strus 1 AST),"[1628389, 1629622]",1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,2.0,M. Strus,1629622.0,1.0,,,,,,,,,,
20,PT10M17.00S,2022-12-17T22:16:20.2Z,1,REGULAR,3pt,Jump Shot,[],1630170,11.514454664914586,4.166666666666666,1610612759,3,4,2022-12-17T22:17:01Z,200000,False,229.0,56.0,1,left,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,23.59,Missed,,,,,,,,,,,,,,,,,,
21,PT10M14.00S,2022-12-17T22:16:23.2Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,3,4,2022-12-17T22:16:28Z,210000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M07.00S,2022-12-17T22:16:34.1Z,1,REGULAR,foul,personal,['2freethrow'],1630200,,,1610612748,3,4,2022-12-17T22:16:43Z,220000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (Herro 2 FT),"[1630200, 1629639]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2714.0,1.0,0.0,Herro,1629639.0,,,,,
24,PT10M07.00S,2022-12-17T22:17:01.1Z,1,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,3,5,2022-12-17T22:17:01Z,240000,False,,,0,,T. Herro Free Throw 1 of 2 (3 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
25,PT10M07.00S,2022-12-17T22:17:18.3Z,1,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,3,6,2022-12-17T22:17:18Z,250000,False,,,0,,T. Herro Free Throw 2 of 2 (4 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
26,PT09M41.00S,2022-12-17T22:17:46.0Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612759,3,6,2022-12-17T22:17:50Z,260000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 1631107]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,Jovic,1631107.0,,
27,PT09M41.00S,2022-12-17T22:17:46.0Z,1,REGULAR,steal,,[],1631107,,,1610612748,3,6,2022-12-17T22:17:48Z,270000,False,,,0,,N. Jovic STEAL (1 STL),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
28,PT09M34.00S,2022-12-17T22:17:52.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,72.88107752956637,79.16666666666666,1610612748,3,6,2022-12-17T22:17:57Z,280000,False,146.0,202.0,1,right,MISS M. Strus 24' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,24.94,Missed,,,,,,,,,,,,,,,,,,
29,PT09M31.00S,2022-12-17T22:17:55.9Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,3,6,2022-12-17T22:17:57Z,290000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M25.00S,2022-12-17T22:18:04.2Z,1,REGULAR,foul,personal,[],1631107,,,1610612759,3,6,2022-12-17T22:18:10Z,300000,False,,,0,,N. Jovic personal FOUL (1 PF),"[1631107, 1627751]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627962.0,1.0,0.0,Poeltl,1627751.0,,,,,
32,PT09M08.00S,2022-12-17T22:18:35.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,9.806176084099869,65.44117647058823,1610612759,3,6,2022-12-17T22:18:44Z,320000,False,-77.0,40.0,1,left,MISS J. Sochan 8' pullup Shot,[1631110],1610612759.0,SAS,pullup,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Left,8.68,Missed,,,,,,,,,,,,,,,,,,
33,PT09M03.00S,2022-12-17T22:18:41.5Z,1,REGULAR,rebound,offensive,[],1630170,,,1610612759,3,6,2022-12-17T22:18:41Z,330000,False,,,0,,D. Vassell REBOUND (Off:1 Def:0),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Left,,,32.0,1.0,0.0,1.0,,,,,,,,,,,,,,
34,PT09M03.00S,2022-12-17T22:18:41.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630170,5.590000152587891,50.0,1610612759,3,6,2022-12-17T22:19:13Z,340000,False,0.0,0.0,1,left,MISS D. Vassell tip Layup,[1630170],1610612759.0,SAS,tip,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
35,PT09M02.00S,2022-12-17T22:18:42.5Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,3,6,2022-12-17T22:19:13Z,350000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT09M00.00S,2022-12-17T22:18:44.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,76.03482260183968,14.215686274509803,1610612748,3,9,2022-12-17T22:19:31Z,360000,False,-179.0,173.0,1,right,T. Herro 24' 3PT pullup (7 PTS) (B. Adebayo 1 AST),"[1629639, 1628389]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,24.87,Made,,,,,7.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,
38,PT08M47.00S,2022-12-17T22:18:57.4Z,1,REGULAR,turnover,bad pass,[],1630170,,,1610612759,3,9,2022-12-17T22:19:03Z,380000,False,,,0,,D. Vassell bad pass TURNOVER (1 TO),"[1630170, 1629639]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Herro,1629639.0,,
39,PT08M47.00S,2022-12-17T22:18:57.4Z,1,REGULAR,steal,,[],1629639,,,1610612748,3,9,2022-12-17T22:19:01Z,390000,False,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M29.00S,2022-12-17T22:19:31.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631107,94.03745072273325,3.1862745098039214,1610612748,3,9,2022-12-17T22:19:37Z,410000,False,-234.0,4.0,1,right,MISS N. Jovic 3PT,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
42,PT08M25.00S,2022-12-17T22:19:35.1Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,3,9,2022-12-17T22:19:37Z,420000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Left Corner 3,24+ Left,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,
43,PT08M15.00S,2022-12-17T22:19:43.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,7.440867279894875,54.65686274509803,1610612759,5,9,2022-12-17T22:19:53Z,430000,False,-23.0,17.0,1,left,D. Vassell driving Layup (5 PTS) (K. Johnson 1 AST),"[1630170, 1629640]",1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,2.91,Made,,,,,5.0,K. Johnson,1629640.0,1.0,,,,,,,,,,
45,PT08M05.00S,2022-12-17T22:19:54.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,85.49605781865965,49.26470588235294,1610612748,5,9,2022-12-17T22:19:58Z,450000,False,-4.0,84.0,1,right,MISS B. Adebayo 8' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,8.39,Missed,,,,,,,,,,,,,,,,,,
46,PT08M03.00S,2022-12-17T22:19:56.0Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,5,9,2022-12-17T22:19:56Z,460000,False,,,0,,J. Sochan REBOUND (Off:0 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,
47,PT07M49.00S,2022-12-17T22:20:11.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,15.456636005256241,51.71568627450981,1610612759,7,9,2022-12-17T22:20:14Z,470000,False,-9.0,93.0,1,left,T. Jones 9' fadeaway Jump Shot (2 PTS) (J. Sochan 1 AST),"[1630200, 1631110]",1610612759.0,SAS,fadeaway,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,9.32,Made,,,,,2.0,J. Sochan,1631110.0,1.0,,,,,,,,,,
