actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
337,PT00M30.00S,2022-11-03T01:04:54.7Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,49,64,2022-11-03T01:05:07Z,3340000,,,0,,C. Boucher REBOUND (Off:2 Def:5),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Right Center,,,,,,,336.0,7.0,5.0,2.0,,,,,,,,,,
338,PT00M07.00S,2022-11-03T01:05:17.8Z,2,REGULAR,turnover,bad pass,[],1630567,,,1610612761,49,64,2022-11-03T01:05:28Z,3350000,,,0,,S. Barnes bad pass TURNOVER (2 TO),"[1630567, 1628380]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,2.0,Collins,1628380.0,,,,,,,,,,,,,,,,,
339,PT00M07.00S,2022-11-03T01:05:17.8Z,2,REGULAR,steal,,[],1628380,,,1610612759,49,64,2022-11-03T01:05:20Z,3360000,,,0,,Z. Collins STEAL (1 STL),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
340,PT00M03.10S,2022-11-03T01:05:21.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203926,78.79434954007884,6.127450980392156,1610612759,49,64,2022-11-03T01:05:32Z,3370000,-219.0,147.0,1,right,MISS D. McDermott 26' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,,,,26.4,Missed,,,,,,,,,,,,,,,
341,PT00M00.90S,2022-11-03T01:05:26.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,49,64,2022-11-03T01:05:26Z,3380000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,340.0,,,,,,,,,,,,,
343,PT00M00.00S,2022-11-03T01:05:36.5Z,2,REGULAR,3pt,Jump Shot,[],1630567,61.18593955321945,10.53921568627451,1610612761,49,64,2022-11-03T01:05:42Z,3400000,197.0,523.0,1,left,MISS S. Barnes 55' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,55.86,Missed,,,,,,,,,,,,,,,
344,PT00M00.00S,2022-11-03T01:05:36.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,49,64,2022-11-03T01:05:42Z,3410000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,343.0,,,,,,,,,,,,,
345,PT00M00.00S,2022-11-03T01:05:43.6Z,2,REGULAR,period,end,[],0,,,1610612761,49,64,2022-11-03T01:05:43Z,3420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2022-11-03T01:20:35.1Z,3,REGULAR,substitution,out,['startperiod'],1626196,,,1610612761,49,64,2022-11-03T01:21:07Z,3430000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2022-11-03T01:20:35.1Z,3,REGULAR,substitution,out,['startperiod'],203926,,,1610612761,49,64,2022-11-03T01:21:07Z,3440000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2022-11-03T01:20:35.1Z,3,REGULAR,substitution,out,['startperiod'],1628449,,,1610612761,49,64,2022-11-03T01:21:07Z,3450000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2022-11-03T01:20:35.1Z,3,REGULAR,substitution,in,['startperiod'],1629641,,,1610612761,49,64,2022-11-03T01:21:07Z,3460000,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2022-11-03T01:20:35.1Z,3,REGULAR,substitution,in,['startperiod'],1628966,,,1610612761,49,64,2022-11-03T01:21:07Z,3470000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT12M00.00S,2022-11-03T01:20:35.1Z,3,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,49,64,2022-11-03T01:24:04Z,3485000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2022-11-03T01:21:05.0Z,3,REGULAR,period,start,[],0,,,1610612761,49,64,2022-11-03T01:21:08Z,3490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT11M47.00S,2022-11-03T01:21:17.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,81.8166885676741,49.754901960784316,1610612761,49,66,2022-11-03T01:21:25Z,3500000,-1.0,118.0,1,right,P. Siakam 11' step back Jump Shot (13 PTS),[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,11.84,Made,13.0,,,,,,,,,,,,,,
359,PT11M32.00S,2022-11-03T01:21:34.4Z,3,REGULAR,foul,personal,[],1629018,,,1610612759,49,66,2022-11-03T01:21:47Z,3510000,,,0,,G. Trent Jr. personal FOUL (2 PF),"[1629018, 1629641]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,202037.0,2.0,0.0,Langford,1629641.0,,
361,PT11M25.00S,2022-11-03T01:21:57.5Z,3,REGULAR,turnover,lost ball,[],1627751,,,1610612759,49,66,2022-11-03T01:22:06Z,3530000,,,0,,J. Poeltl lost ball TURNOVER (4 TO),"[1627751, 1629018]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,4.0,Trent Jr.,1629018.0,,,,,,,,,,,,,,,,,
362,PT11M25.00S,2022-11-03T01:21:57.5Z,3,REGULAR,steal,,[],1629018,,,1610612761,49,66,2022-11-03T01:22:00Z,3540000,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
363,PT11M21.00S,2022-11-03T01:22:01.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,92.59198423127464,49.01960784313725,1610612761,49,68,2022-11-03T01:22:12Z,3550000,-5.0,17.0,1,right,O. Anunoby cutting DUNK (8 PTS) (G. Trent Jr. 2 AST),"[1628384, 1629018]",1610612761.0,TOR,cutting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,1.78,Made,8.0,,,,,G. Trent Jr.,1629018.0,2.0,,,,,,,
365,PT11M13.00S,2022-11-03T01:22:10.6Z,3,REGULAR,2pt,Jump Shot,[],1629641,9.411957950065702,16.42156862745098,1610612759,49,68,2022-11-03T01:22:15Z,3570000,168.0,36.0,1,left,MISS R. Langford 17' floating Shot,[1629641],1610612759.0,SAS,floating,,,Langford,R. Langford,,,,,Mid-Range,16-24 Right,,,,17.17,Missed,,,,,,,,,,,,,,,
366,PT11M10.00S,2022-11-03T01:22:13.6Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,49,68,2022-11-03T01:55:14Z,3580000,,,0,,P. Siakam REBOUND (Off:0 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right,,,,,,,365.0,5.0,5.0,0.0,,,,,,,,,,
367,PT11M08.00S,2022-11-03T01:22:16.8Z,3,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612761,49,68,2022-11-03T01:22:46Z,3590000,,,0,,R. Langford shooting personal FOUL (4 PF) (Trent Jr. 2 FT),"[1629641, 1629018]",1610612759.0,SAS,shooting,,,Langford,R. Langford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202037.0,4.0,0.0,Trent Jr.,1629018.0,,
369,PT11M08.00S,2022-11-03T01:22:49.9Z,3,REGULAR,freethrow,1 of 2,[],1629018,,,1610612761,49,69,2022-11-03T01:22:49Z,3610000,,,0,,G. Trent Jr. Free Throw 1 of 2 (16 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
370,PT11M08.00S,2022-11-03T01:23:00.9Z,3,REGULAR,freethrow,2 of 2,[],1629018,,,1610612761,49,70,2022-11-03T01:23:00Z,3620000,,,0,,G. Trent Jr. Free Throw 2 of 2 (17 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
371,PT10M58.00S,2022-11-03T01:23:07.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629641,7.835085413929041,45.588235294117645,1610612759,49,70,2022-11-03T01:56:21Z,3630000,22.0,21.0,1,left,MISS R. Langford driving Layup,[1629641],1610612759.0,SAS,driving,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,,,,3.06,Missed,,,,,,,,,,,,,,,
372,PT10M53.00S,2022-11-03T01:23:12.5Z,3,REGULAR,rebound,offensive,[],1629641,,,1610612759,49,70,2022-11-03T01:23:23Z,3640000,,,0,,R. Langford REBOUND (Off:1 Def:1),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,,,,,,,371.0,2.0,1.0,1.0,,,,,,,,,,
373,PT10M52.00S,2022-11-03T01:23:13.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630200,4.418528252299605,98.0392156862745,1610612759,49,70,2022-11-03T01:23:56Z,3650000,-240.0,-11.0,1,left,MISS T. Jones 24' 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,,,,24.05,Missed,,,,,,,,,,,,,,,
374,PT10M49.00S,2022-11-03T01:23:16.5Z,3,REGULAR,rebound,offensive,[],1628380,,,1610612759,49,70,2022-11-03T01:23:56Z,3660000,,,0,,Z. Collins REBOUND (Off:2 Def:5),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Left Corner 3,24+ Left,,,,,,,373.0,7.0,5.0,2.0,,,,,,,,,,
375,PT10M47.00S,2022-11-03T01:23:18.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628966,32.802233902759525,56.127450980392155,1610612759,52,70,2022-11-03T01:24:00Z,3670000,-31.0,256.0,1,left,K. Bates-Diop 25' 3PT  (11 PTS) (Z. Collins 2 AST),"[1628966, 1628380]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Center,,,,25.76,Made,11.0,,,,,Z. Collins,1628380.0,2.0,,,,,,,
377,PT10M33.00S,2022-11-03T01:23:32.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,92.72339027595268,52.20588235294118,1610612761,52,72,2022-11-03T01:57:38Z,3690000,11.0,16.0,1,right,S. Barnes driving Layup (15 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,1.93,Made,15.0,,,,,,,,,,,,,,
380,PT10M24.00S,2022-11-03T01:23:44.1Z,3,REGULAR,foul,personal,[],1631132,,,1610612759,52,72,2022-11-03T01:58:29Z,3700000,,,0,,C. Koloko personal FOUL (1 PF),"[1631132, 1627751]",1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,202037.0,1.0,0.0,Poeltl,1627751.0,,
383,PT10M24.00S,2022-11-03T01:24:07.1Z,3,REGULAR,foul,offensive,[],1627751,,,1610612759,52,72,2022-11-03T01:24:42Z,3720000,,,0,,J. Poeltl offensive FOUL (2 PF),"[1627751, 1630567]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,202037.0,2.0,0.0,Barnes,1630567.0,,
385,PT10M24.00S,2022-11-03T01:24:07.1Z,3,REGULAR,turnover,offensive foul,[],1627751,,,1610612759,52,72,2022-11-03T01:24:42Z,3740000,,,0,,J. Poeltl offensive foul TURNOVER (5 TO),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,5.0,,,,,,,,,,,,,202037.0,,,,,,
386,PT10M08.00S,2022-11-03T01:24:41.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627783,65.78515111695138,50.49019607843137,1610612761,52,72,2022-11-03T01:24:52Z,3750000,2.0,269.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,26.91,Missed,,,,,,,,,,,,,,,
387,PT10M07.00S,2022-11-03T01:24:42.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,52,72,2022-11-03T01:24:52Z,3760000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,386.0,,,,,,,,,,,,,
390,PT10M06.00S,2022-11-03T01:25:38.9Z,3,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612761,52,72,2022-11-03T01:25:49Z,3790000,,,0,,Z. Collins shooting personal FOUL (2 PF) (Anunoby 2 FT),"[1628380, 1628384]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202037.0,2.0,0.0,Anunoby,1628384.0,,
392,PT10M06.00S,2022-11-03T01:25:56.8Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628384,,,1610612761,52,73,2022-11-03T01:25:56Z,3810000,,,0,,O. Anunoby Free Throw 1 of 2 (9 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
393,PT10M06.00S,2022-11-03T01:26:09.1Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628384,,,1610612761,52,74,2022-11-03T01:26:09Z,3820000,,,0,,O. Anunoby Free Throw 2 of 2 (10 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
394,PT09M40.00S,2022-11-03T01:26:35.9Z,3,REGULAR,2pt,Jump Shot,[],1627751,15.062417871222076,29.65686274509804,1610612759,52,74,2022-11-03T01:26:42Z,3830000,102.0,89.0,1,left,MISS J. Poeltl 13' Jump Shot,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,,,,13.52,Missed,,,,,,,,,,,,,,,
395,PT09M38.00S,2022-11-03T01:26:38.3Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,52,74,2022-11-03T01:26:38Z,3840000,,,0,,P. Siakam REBOUND (Off:0 Def:6),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,,,,,394.0,6.0,6.0,0.0,,,,,,,,,,
396,PT09M34.00S,2022-11-03T01:26:42.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,89.04402102496715,2.696078431372549,1610612761,52,77,2022-11-03T01:26:48Z,3850000,-237.0,50.0,1,right,G. Trent Jr. 24' 3PT  (20 PTS) (P. Siakam 7 AST),"[1629018, 1627783]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,,,,24.18,Made,20.0,,,,,P. Siakam,1627783.0,7.0,,,,,,,
398,PT09M19.00S,2022-11-03T01:26:56.2Z,3,REGULAR,3pt,Jump Shot,[],1628380,10.5946123521682,2.2058823529411766,1610612759,52,77,2022-11-03T01:27:06Z,3870000,239.0,47.0,1,left,MISS Z. Collins 24' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Right Corner 3,24+ Right,,,,24.36,Missed,,,,,,,,,,,,,,,
399,PT09M16.00S,2022-11-03T01:26:59.9Z,3,REGULAR,rebound,offensive,[],1629641,,,1610612759,52,77,2022-11-03T01:26:59Z,3880000,,,0,,R. Langford REBOUND (Off:2 Def:1),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Right Corner 3,24+ Right,,,,,,,398.0,3.0,1.0,2.0,,,,,,,,,,
400,PT09M13.00S,2022-11-03T01:27:02.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629641,14.273981603153747,2.696078431372549,1610612759,52,77,2022-11-03T01:27:10Z,3890000,237.0,82.0,1,left,MISS R. Langford 25' 3PT,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Right Corner 3,24+ Right,,,,25.02,Missed,,,,,,,,,,,,,,,
401,PT09M09.00S,2022-11-03T01:27:06.0Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,52,77,2022-11-03T01:27:10Z,3900000,,,0,,P. Siakam REBOUND (Off:0 Def:7),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,,,,,,,400.0,7.0,7.0,0.0,,,,,,,,,,
403,PT09M02.00S,2022-11-03T01:27:30.0Z,3,REGULAR,3pt,Jump Shot,[],1629018,87.86136662286465,96.32352941176471,1610612761,52,77,2022-11-03T01:27:36Z,3920000,232.0,62.0,1,right,MISS G. Trent Jr. step back 3PT,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,,,,23.97,Missed,,,,,,,,,,,,,,,
404,PT08M58.00S,2022-11-03T01:27:34.0Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,52,77,2022-11-03T01:27:36Z,3930000,,,0,,J. Poeltl REBOUND (Off:4 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Right Corner 3,24+ Right,,,,,,,403.0,5.0,1.0,4.0,,,,,,,,,,
405,PT08M51.00S,2022-11-03T01:27:40.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,12.828515111695138,35.53921568627451,1610612759,52,77,2022-11-03T01:27:49Z,3940000,72.0,68.0,1,left,MISS T. Jones 9' floating Shot,[1630200],1610612759.0,SAS,floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Right,,,,9.93,Missed,,,,,,,,,,,,,,,
406,PT08M46.00S,2022-11-03T01:27:45.9Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,52,77,2022-11-03T01:27:49Z,3950000,,,0,,J. Poeltl REBOUND (Off:5 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,405.0,6.0,1.0,5.0,,,,,,,,,,
407,PT08M46.00S,2022-11-03T01:27:46.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,5.590000152587891,50.0,1610612759,54,77,2022-11-03T01:27:46Z,3960000,0.0,0.0,1,left,J. Poeltl putback Layup (6 PTS),[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,,,,0.0,Made,6.0,,,,,,,,,,,,,,
408,PT08M37.00S,2022-11-03T01:27:54.5Z,3,REGULAR,3pt,Jump Shot,[],1629018,74.32654402102497,13.480392156862745,1610612761,54,77,2022-11-03T01:27:59Z,3970000,-183.0,189.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,26.27,Missed,,,,,,,,,,,,,,,
409,PT08M34.00S,2022-11-03T01:27:58.6Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,54,77,2022-11-03T01:27:58Z,3980000,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,408.0,3.0,2.0,1.0,,,,,,,,,,
410,PT08M30.00S,2022-11-03T01:28:02.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631132,93.64323258869908,44.6078431372549,1610612761,54,77,2022-11-03T01:28:10Z,3990000,-27.0,7.0,1,right,MISS C. Koloko Layup - blocked,"[1631132, 1627751]",1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,2.8,Missed,,,,,,,,,,,,,,Poeltl,1627751.0
411,PT08M30.00S,2022-11-03T01:28:02.0Z,3,REGULAR,block,,[],1627751,,,1610612761,54,77,2022-11-03T01:28:05Z,4000000,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
412,PT08M28.00S,2022-11-03T01:28:04.0Z,3,REGULAR,rebound,offensive,[],1631132,,,1610612761,54,77,2022-11-03T01:28:10Z,4010000,,,0,,C. Koloko REBOUND (Off:1 Def:4),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,410.0,5.0,4.0,1.0,,,,,,,,,,
413,PT08M28.00S,2022-11-03T01:28:09.0Z,3,REGULAR,foul,personal,[],1628380,,,1610612761,54,77,2022-11-03T01:28:18Z,4020000,,,0,,Z. Collins personal FOUL (3 PF),"[1628380, 1631132]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,204058.0,3.0,0.0,Koloko,1631132.0,,
415,PT08M28.00S,2022-11-03T01:28:16.0Z,3,REGULAR,substitution,out,[],1628380,,,1610612761,54,77,2022-11-03T01:28:22Z,4040000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT08M28.00S,2022-11-03T01:28:16.0Z,3,REGULAR,substitution,in,[],203476,,,1610612761,54,77,2022-11-03T01:28:22Z,4050000,,,0,,SUB in: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT08M18.00S,2022-11-03T01:28:43.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,79.188567674113,5.637254901960785,1610612761,54,80,2022-11-03T01:28:52Z,4060000,-222.0,143.0,1,right,O. Anunoby 26' 3PT  (13 PTS) (P. Siakam 8 AST),"[1628384, 1627783]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,26.4,Made,13.0,,,,,P. Siakam,1627783.0,8.0,,,,,,,
419,PT08M04.00S,2022-11-03T01:29:00.4Z,3,REGULAR,turnover,out-of-bounds,[],203476,,,1610612759,54,80,2022-11-03T01:29:07Z,4080000,,,0,,G. Dieng lost ball out-of-bounds TURNOVER (1 TO),[203476],1610612759.0,SAS,lost ball,,,Dieng,G. Dieng,,,,,Mid-Range,16-24 Left,1.0,,,,,,,,,,,,,200833.0,,,,,,
420,PT07M53.00S,2022-11-03T01:29:18.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631132,90.88370565045992,41.911764705882355,1610612761,54,80,2022-11-03T01:29:27Z,4090000,-40.0,33.0,1,right,MISS C. Koloko driving Layup - blocked,"[1631132, 203476]",1610612761.0,TOR,driving,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,,5.23,Missed,,,,,,,,,,,,,,Dieng,203476.0
421,PT07M53.00S,2022-11-03T01:29:18.0Z,3,REGULAR,block,,[],203476,,,1610612761,54,80,2022-11-03T01:29:20Z,4100000,,,0,,G. Dieng BLOCK (1 BLK),[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
422,PT07M50.00S,2022-11-03T01:29:21.0Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,54,80,2022-11-03T01:29:27Z,4110000,,,0,,T. Jones REBOUND (Off:0 Def:6),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,420.0,6.0,6.0,0.0,,,,,,,,,,
423,PT07M47.00S,2022-11-03T01:29:24.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628966,7.966491458607096,2.450980392156863,1610612759,54,80,2022-11-03T01:29:54Z,4120000,238.0,22.0,1,left,MISS K. Bates-Diop 3PT - blocked,"[1628966, 1630567]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Right Corner 3,24+ Right,,,,23.88,Missed,,,,,,,,,,,,,,Barnes,1630567.0
430,PT07M47.00S,2022-11-03T01:29:24.8Z,3,REGULAR,block,,[],1630567,,,1610612759,54,80,2022-11-03T01:30:22Z,4125000,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
424,PT07M42.00S,2022-11-03T01:29:29.8Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,54,80,2022-11-03T01:29:54Z,4130000,,,0,,O. Anunoby REBOUND (Off:1 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,,,,423.0,4.0,3.0,1.0,,,,,,,,,,
425,PT07M39.00S,2022-11-03T01:29:34.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,87.59855453350855,62.745098039215684,1610612761,54,82,2022-11-03T01:30:13Z,4140000,64.0,64.0,1,right,P. Siakam 9' cutting finger roll Layup (15 PTS) (S. Barnes 4 AST),"[1627783, 1630567]",1610612761.0,TOR,cutting finger roll,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Right,,,,9.04,Made,15.0,,,,,S. Barnes,1630567.0,4.0,,,,,,,
427,PT07M39.00S,2022-11-03T01:29:48.1Z,3,REGULAR,foul,personal,['1freethrow'],203476,,,1610612761,54,82,2022-11-03T01:29:57Z,4160000,,,0,,G. Dieng shooting personal FOUL (1 PF) (Siakam 1 FT),"[203476, 1627783]",1610612759.0,SAS,shooting,,,Dieng,G. Dieng,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,200833.0,1.0,0.0,Siakam,1627783.0,,
429,PT07M39.00S,2022-11-03T01:30:11.8Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1627783,,,1610612761,54,83,2022-11-03T01:30:11Z,4180000,,,0,,P. Siakam Free Throw 1 of 1 (16 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
