actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT04M34.00S,2022-11-26T01:24:32.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629022,70.90998685939553,74.01960784313727,1610612747,15,23,2022-11-26T01:24:39Z,870000,False,120.0,221.0,1,right,MISS L. Walker IV 25' pullup 3PT,[1629022],1610612747.0,LAL,pullup,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
88,PT04M30.00S,2022-11-26T01:24:36.4Z,1,REGULAR,rebound,offensive,[],201566,,,1610612747,15,23,2022-11-26T01:24:39Z,880000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:0),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,87.0,1.0,0.0,1.0,,,,,,,,,,,,,
89,PT04M27.00S,2022-11-26T01:24:39.3Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612747,15,23,2022-11-26T01:24:45Z,890000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1628966]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,,,Bates-Diop,1628966.0,,,,
90,PT04M27.00S,2022-11-26T01:24:39.3Z,1,REGULAR,steal,,[],1628966,,,1610612759,15,23,2022-11-26T01:24:41Z,900000,False,,,0,,K. Bates-Diop STEAL (1 STL),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
91,PT04M23.00S,2022-11-26T01:24:47.5Z,1,REGULAR,foul,personal,['2freethrow'],1629022,,,1610612759,15,23,2022-11-26T01:24:55Z,910000,False,,,0,,L. Walker IV shooting personal FOUL (1 PF) (Johnson 2 FT),"[1629022, 1629640]",1610612747.0,LAL,shooting,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204059.0,,,,,,1.0,0.0,Johnson,1629640.0
93,PT04M23.00S,2022-11-26T01:25:11.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629640,,,1610612759,16,23,2022-11-26T01:25:11Z,930000,False,,,0,,K. Johnson Free Throw 1 of 2 (3 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
94,PT04M23.00S,2022-11-26T01:25:11.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629640,,,1610612759,16,23,2022-11-26T01:25:27Z,940000,False,,,0,,MISS K. Johnson Free Throw 2 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
95,PT04M20.00S,2022-11-26T01:25:14.2Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,16,23,2022-11-26T01:25:27Z,950000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,94.0,3.0,2.0,1.0,,,,,,,,,,,,,
96,PT04M02.00S,2022-11-26T01:25:44.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,94.43166885676742,53.431372549019606,1610612747,16,23,2022-11-26T01:25:56Z,960000,False,17.0,0.0,1,right,MISS A. Davis driving reverse Layup - blocked,"[203076, 1628380]",1610612747.0,LAL,driving reverse,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.72,Missed,,,,,,,,,,,Collins,1628380.0,,,,,,
97,PT04M02.00S,2022-11-26T01:25:44.6Z,1,REGULAR,block,,[],1628380,,,1610612747,16,23,2022-11-26T01:25:47Z,970000,False,,,0,,Z. Collins BLOCK (1 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
98,PT04M02.00S,2022-11-26T01:25:44.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,16,23,2022-11-26T01:25:56Z,980000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,96.0,,,,,,,,,,,,,,,,
100,PT03M58.00S,2022-11-26T01:26:10.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629134,91.01511169513797,41.911764705882355,1610612747,16,23,2022-11-26T01:26:20Z,1000000,False,-40.0,32.0,1,right,MISS K. Nunn Layup - blocked,"[1629134, 1631110]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,Sochan,1631110.0,,,,,,
101,PT03M58.00S,2022-11-26T01:26:10.2Z,1,REGULAR,block,,[],1631110,,,1610612747,16,23,2022-11-26T01:26:12Z,1010000,False,,,0,,J. Sochan BLOCK (1 BLK),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
102,PT03M56.00S,2022-11-26T01:26:12.2Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,16,23,2022-11-26T01:26:20Z,1020000,False,,,0,,K. Bates-Diop REBOUND (Off:0 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,
103,PT03M52.00S,2022-11-26T01:26:16.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629641,6.389618922470433,3.6764705882352944,1610612759,16,23,2022-11-26T01:33:39Z,1030000,False,232.0,8.0,1,left,MISS R. Langford running 3PT,[1629641],1610612759.0,SAS,running,,,Langford,R. Langford,,,,,Right Corner 3,24+ Right,23.17,Missed,,,,,,,,,,,,,,,,,,
104,PT03M49.00S,2022-11-26T01:26:19.7Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,16,23,2022-11-26T01:26:23Z,1040000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,,,,103.0,2.0,1.0,1.0,,,,,,,,,,,,,
105,PT03M42.00S,2022-11-26T01:26:26.6Z,1,REGULAR,3pt,Jump Shot,[],1630559,73.66951379763469,16.666666666666664,1610612747,16,23,2022-11-26T01:26:34Z,1050000,False,-167.0,195.0,1,right,MISS A. Reaves 25' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,25.65,Missed,,,,,,,,,,,,,,,,,,
106,PT03M41.00S,2022-11-26T01:26:27.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,16,23,2022-11-26T01:26:34Z,1060000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,105.0,,,,,,,,,,,,,,,,
108,PT03M41.00S,2022-11-26T01:26:32.2Z,1,REGULAR,substitution,out,[],203076,,,1610612759,16,23,2022-11-26T01:26:42Z,1080000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M41.00S,2022-11-26T01:26:32.2Z,1,REGULAR,substitution,in,[],1629117,,,1610612759,16,23,2022-11-26T01:26:42Z,1090000,False,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M31.00S,2022-11-26T01:26:54.9Z,1,REGULAR,turnover,bad pass,[],1628380,,,1610612759,16,23,2022-11-26T01:27:00Z,1100000,False,,,0,,Z. Collins bad pass TURNOVER (1 TO),"[1628380, 201566]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,Westbrook,201566.0,,,,
111,PT03M31.00S,2022-11-26T01:26:54.9Z,1,REGULAR,steal,,[],201566,,,1610612747,16,23,2022-11-26T01:26:56Z,1110000,False,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
112,PT03M27.00S,2022-11-26T01:27:00.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629022,93.9060446780552,53.92156862745098,1610612747,16,25,2022-11-26T01:34:50Z,1120000,False,20.0,5.0,1,right,L. Walker IV running finger roll Layup (10 PTS),[1629022],1610612747.0,LAL,running finger roll,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,2.02,Made,10.0,,,,,,,,,,,,,,,,,
113,PT03M21.00S,2022-11-26T01:27:08.5Z,1,REGULAR,foul,personal,[],201566,,,1610612759,16,25,2022-11-26T01:27:27Z,1130000,False,,,0,,R. Westbrook personal FOUL (1 PF),"[201566, 1628966]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627961.0,,,,,,1.0,0.0,Bates-Diop,1628966.0
115,PT03M21.00S,2022-11-26T01:27:20.4Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,16,25,2022-11-26T01:27:37Z,1150000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M21.00S,2022-11-26T01:27:20.4Z,1,REGULAR,substitution,out,[],1631110,,,1610612759,16,25,2022-11-26T01:27:37Z,1160000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M21.00S,2022-11-26T01:27:20.4Z,1,REGULAR,substitution,in,[],1630170,,,1610612759,16,25,2022-11-26T01:27:37Z,1170000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M21.00S,2022-11-26T01:27:20.4Z,1,REGULAR,substitution,in,[],1631103,,,1610612759,16,25,2022-11-26T01:27:37Z,1180000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M14.00S,2022-11-26T01:27:48.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,5.469776609724048,51.9607843137255,1610612759,16,25,2022-11-26T01:36:08Z,1190000,False,-10.0,-1.0,1,left,MISS K. Bates-Diop driving Layup,[1628966],1610612759.0,SAS,driving,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,0.99,Missed,,,,,,,,,,,,,,,,,,
120,PT03M12.00S,2022-11-26T01:27:50.6Z,1,REGULAR,rebound,defensive,[],1629117,,,1610612747,16,25,2022-11-26T01:28:01Z,1200000,False,,,0,,W. Gabriel REBOUND (Off:0 Def:1),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,
122,PT03M00.00S,2022-11-26T01:28:21.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629134,83.52496714848883,41.911764705882355,1610612747,16,27,2022-11-26T01:37:04Z,1220000,False,-40.0,102.0,1,right,K. Nunn 11' driving floating Jump Shot (2 PTS),[1629134],1610612747.0,LAL,driving floating,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),8-16 Center,11.01,Made,2.0,,,,,,,,,,,,,,,,,
123,PT02M49.00S,2022-11-26T01:28:33.2Z,1,REGULAR,2pt,Jump Shot,[],1630170,20.71287779237845,32.1078431372549,1610612759,16,27,2022-11-26T01:28:37Z,1230000,False,89.0,142.0,1,left,MISS D. Vassell 16' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right Center,16.8,Missed,,,,,,,,,,,,,,,,,,
124,PT02M47.00S,2022-11-26T01:28:35.2Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,16,27,2022-11-26T01:28:37Z,1240000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Right Center,,,,123.0,3.0,2.0,1.0,,,,,,,,,,,,,
125,PT02M43.00S,2022-11-26T01:28:38.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629022,75.24638633377135,82.59803921568627,1610612747,16,27,2022-11-26T01:37:43Z,1250000,False,163.0,180.0,1,right,MISS L. Walker IV 24' running pullup 3PT,[1629022],1610612747.0,LAL,running pullup,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,24.3,Missed,,,,,,,,,,,,,,,,,,
126,PT02M40.00S,2022-11-26T01:28:41.8Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,16,27,2022-11-26T01:28:46Z,1260000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Right Center,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,
127,PT02M37.00S,2022-11-26T01:28:46.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630170,5.863994743758213,52.20588235294118,1610612759,18,27,2022-11-26T01:38:34Z,1270000,False,-11.0,3.0,1,left,D. Vassell running Layup (4 PTS),[1630170],1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,1.13,Made,4.0,,,,,,,,,,,,,,,,,
128,PT02M37.00S,2022-11-26T01:28:52.3Z,1,REGULAR,foul,personal,['1freethrow'],1629022,,,1610612759,18,27,2022-11-26T01:29:10Z,1280000,False,,,0,,L. Walker IV shooting personal FOUL (2 PF) (Vassell 1 FT),"[1629022, 1630170]",1610612747.0,LAL,shooting,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627534.0,,,,,,2.0,0.0,Vassell,1630170.0
130,PT02M37.00S,2022-11-26T01:29:07.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,18,27,2022-11-26T01:32:54Z,1300000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M37.00S,2022-11-26T01:31:29.2Z,1,REGULAR,substitution,out,[],1628966,,,1610612759,18,27,2022-11-26T01:32:54Z,1310000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M37.00S,2022-11-26T01:31:29.2Z,1,REGULAR,substitution,out,[],1629022,,,1610612759,18,27,2022-11-26T01:32:54Z,1320000,False,,,0,,SUB out: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M37.00S,2022-11-26T01:31:29.2Z,1,REGULAR,substitution,in,[],1630200,,,1610612759,18,27,2022-11-26T01:32:54Z,1330000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M37.00S,2022-11-26T01:31:29.2Z,1,REGULAR,substitution,in,[],1628972,,,1610612759,18,27,2022-11-26T01:32:54Z,1340000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M37.00S,2022-11-26T01:32:02.6Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630170,,,1610612759,19,27,2022-11-26T01:32:02Z,1350000,False,,,0,,D. Vassell Free Throw 1 of 1 (5 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
136,PT02M30.00S,2022-11-26T01:32:12.9Z,1,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612747,19,27,2022-11-26T01:37:21Z,1360000,False,,,0,,D. Vassell shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1630170, 201566]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627534.0,,,,,,1.0,0.0,Westbrook,201566.0
138,PT02M30.00S,2022-11-26T01:32:35.4Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,19,28,2022-11-26T01:32:35Z,1380000,False,,,0,,R. Westbrook Free Throw 1 of 2 (1 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
139,PT02M30.00S,2022-11-26T01:32:50.8Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,19,28,2022-11-26T01:32:50Z,1390000,False,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
140,PT02M26.00S,2022-11-26T01:32:54.1Z,1,REGULAR,rebound,offensive,[],1629117,,,1610612747,19,28,2022-11-26T01:32:54Z,1400000,False,,,0,,W. Gabriel REBOUND (Off:1 Def:1),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,139.0,2.0,1.0,1.0,,,,,,,,,,,,,
141,PT02M23.00S,2022-11-26T01:32:56.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201566,95.87713534822602,95.09803921568627,1610612747,19,28,2022-11-26T01:33:01Z,1410000,False,225.0,-14.0,1,right,MISS R. Westbrook 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,22.59,Missed,,,,,,,,,,,,,,,,,,
142,PT02M19.00S,2022-11-26T01:33:00.2Z,1,REGULAR,rebound,offensive,[],1629117,,,1610612747,19,28,2022-11-26T01:33:01Z,1420000,False,,,0,,W. Gabriel REBOUND (Off:2 Def:1),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Right Corner 3,24+ Right,,,,141.0,3.0,1.0,2.0,,,,,,,,,,,,,
143,PT02M17.00S,2022-11-26T01:33:02.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629134,73.80091984231275,80.3921568627451,1610612747,19,31,2022-11-26T01:33:07Z,1430000,False,152.0,194.0,1,right,K. Nunn 24' 3PT  (5 PTS) (A. Reaves 1 AST),"[1629134, 1630559]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Right Center,24.63,Made,5.0,,,,,A. Reaves,1630559.0,1.0,,,,,,,,,,
145,PT01M58.00S,2022-11-26T01:33:21.5Z,1,REGULAR,3pt,Jump Shot,[],1629641,23.99802890932983,8.333333333333332,1610612759,19,31,2022-11-26T01:33:29Z,1450000,False,208.0,173.0,1,left,MISS R. Langford 27' 3PT,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Above the Break 3,24+ Right Center,27.08,Missed,,,,,,,,,,,,,,,,,,
146,PT01M54.00S,2022-11-26T01:33:25.5Z,1,REGULAR,rebound,defensive,[],1629117,,,1610612747,19,31,2022-11-26T01:33:29Z,1460000,False,,,0,,W. Gabriel REBOUND (Off:2 Def:2),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Above the Break 3,24+ Right Center,,,,145.0,4.0,2.0,2.0,,,,,,,,,,,,,
147,PT01M52.00S,2022-11-26T01:33:28.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",201566,93.9060446780552,49.50980392156863,1610612747,19,33,2022-11-26T01:40:37Z,1470000,False,-2.0,5.0,1,right,R. Westbrook running DUNK (3 PTS) (W. Gabriel 1 AST),"[201566, 1629117]",1610612747.0,LAL,running,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,0.54,Made,3.0,,,,,W. Gabriel,1629117.0,1.0,,,,,,,,,,
149,PT01M29.00S,2022-11-26T01:33:50.7Z,1,REGULAR,2pt,Jump Shot,[],1630170,22.158344283837057,64.2156862745098,1610612759,19,33,2022-11-26T01:34:04Z,1490000,False,-71.0,156.0,1,left,MISS D. Vassell 17' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left Center,17.13,Missed,,,,,,,,,,,,,,,,,,
150,PT01M28.00S,2022-11-26T01:33:52.4Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,19,33,2022-11-26T01:33:52Z,1500000,False,,,0,,Z. Collins REBOUND (Off:1 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Left Center,,,,149.0,2.0,1.0,1.0,,,,,,,,,,,,,
151,PT01M24.00S,2022-11-26T01:33:56.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631103,23.603810775295663,87.00980392156863,1610612759,19,33,2022-11-26T01:34:08Z,1510000,False,-185.0,169.0,1,left,MISS M. Branham 25' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,25.08,Missed,,,,,,,,,,,,,,,,,,
152,PT01M19.00S,2022-11-26T01:34:01.6Z,1,REGULAR,rebound,offensive,[],1629641,,,1610612759,19,33,2022-11-26T01:34:08Z,1520000,False,,,0,,R. Langford REBOUND (Off:1 Def:0),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Above the Break 3,24+ Left Center,,,,151.0,1.0,0.0,1.0,,,,,,,,,,,,,
153,PT01M14.00S,2022-11-26T01:34:06.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630170,30.305519053876477,26.96078431372549,1610612759,19,33,2022-11-26T01:41:22Z,1530000,False,115.0,232.0,1,left,MISS D. Vassell 25' step back 3PT,[1630170],1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
154,PT01M11.00S,2022-11-26T01:34:09.2Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,19,33,2022-11-26T01:34:11Z,1540000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,,
155,PT00M50.90S,2022-11-26T01:34:29.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,82.34231274638634,56.127450980392155,1610612747,19,33,2022-11-26T01:34:36Z,1550000,False,31.0,113.0,1,right,MISS A. Reaves 11' fadeaway Shot,[1630559],1610612747.0,LAL,fadeaway,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,11.76,Missed,,,,,,,,,,,,,,,,,,
156,PT00M48.50S,2022-11-26T01:34:31.5Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,19,33,2022-11-26T01:34:36Z,1560000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,,
157,PT00M34.00S,2022-11-26T01:34:47.9Z,1,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612759,19,33,2022-11-26T01:47:10Z,1570000,False,,,0,,T. Jones bad pass out-of-bounds TURNOVER (3 TO),[1630200],1610612759.0,SAS,bad pass,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1627534.0,3.0,,,,,,,,
158,PT00M32.00S,2022-11-26T01:35:05.6Z,1,REGULAR,foul,offensive,[],1629117,,,1610612747,19,33,2022-11-26T01:36:06Z,1580000,False,,,0,,W. Gabriel offensive FOUL (1 PF),"[1629117, 1629641]",1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1627534.0,,,,,,1.0,0.0,Langford,1629641.0
160,PT00M32.00S,2022-11-26T01:35:05.6Z,1,REGULAR,turnover,offensive foul,[],1629117,,,1610612747,19,33,2022-11-26T01:35:05Z,1600000,False,,,0,,W. Gabriel offensive foul TURNOVER (1 TO),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1627534.0,1.0,,,,,,,,
161,PT00M23.60S,2022-11-26T01:35:28.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630200,15.719448094612352,36.029411764705884,1610612759,21,33,2022-11-26T01:35:36Z,1610000,False,70.0,95.0,1,left,T. Jones 11' driving floating Jump Shot (5 PTS),[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Right,11.82,Made,5.0,,,,,,,,,,,,,,,,,
162,PT00M01.60S,2022-11-26T01:35:52.6Z,1,REGULAR,3pt,Jump Shot,[],1629134,95.0886990801577,95.34313725490196,1610612747,21,33,2022-11-26T01:35:58Z,1620000,False,227.0,-6.0,1,right,MISS K. Nunn 3PT,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Right Corner 3,24+ Right,22.68,Missed,,,,,,,,,,,,,,,,,,
163,PT00M01.60S,2022-11-26T01:35:52.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,21,33,2022-11-26T01:35:58Z,1630000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Right Corner 3,24+ Right,,,,162.0,,,,,,,,,,,,,,,,
164,PT00M00.00S,2022-11-26T01:36:01.9Z,1,REGULAR,period,end,[],0,,,1610612747,21,33,2022-11-26T01:36:01Z,1640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-11-26T01:38:20.7Z,2,REGULAR,substitution,out,['startperiod'],1629641,,,1610612747,21,33,2022-11-26T01:38:35Z,1650000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-11-26T01:38:20.7Z,2,REGULAR,substitution,out,['startperiod'],201566,,,1610612747,21,33,2022-11-26T01:38:35Z,1660000,False,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-11-26T01:38:20.7Z,2,REGULAR,substitution,out,['startperiod'],1630559,,,1610612747,21,33,2022-11-26T01:38:35Z,1670000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
