actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
36,PT09M08.00S,2023-03-16T00:45:11.6Z,1,REGULAR,rebound,defensive,[],1628984,,,1610612759,7,7,2023-03-16T00:46:19Z,360000,False,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,Mid-Range,8-16 Center,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,
37,PT08M58.00S,2023-03-16T00:45:16.9Z,1,REGULAR,3pt,Jump Shot,[],1630572,69.20170827858082,72.79411764705883,1610612759,7,7,2023-03-16T00:45:23Z,370000,False,114.0,237.0,1,right,MISS S. Mamukelashvili 26' 3PT,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.3,,,,,,,,,,,,
38,PT08M54.00S,2023-03-16T00:45:20.9Z,1,REGULAR,rebound,defensive,[],1630702,,,1610612742,7,7,2023-03-16T00:45:23Z,380000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,
39,PT08M51.00S,2023-03-16T00:45:26.5Z,1,REGULAR,turnover,out-of-bounds,[],1630182,,,1610612742,7,7,2023-03-16T00:45:37Z,390000,False,,,0,,J. Green lost ball out-of-bounds TURNOVER (1 TO),[1630182],1610612742.0,DAL,lost ball,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,1162.0,,,,,,,,,,,,,,,1.0,,,,
40,PT08M36.00S,2023-03-16T00:45:51.5Z,1,REGULAR,foul,personal,['2freethrow'],1630182,,,1610612759,7,7,2023-03-16T00:46:09Z,400000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Jones 2 FT),"[1630182, 1630200]",1610612742.0,DAL,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Left,1162.0,1.0,0.0,Jones,1630200.0,,,,,,,,,,,,,,,
42,PT08M36.00S,2023-03-16T00:46:14.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630200,,,1610612759,7,7,2023-03-16T00:46:14Z,420000,False,,,0,,MISS T. Jones Free Throw 1 of 2,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
43,PT08M36.00S,2023-03-16T00:46:14.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,7,7,2023-03-16T00:46:14Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,
44,PT08M36.00S,2023-03-16T00:46:25.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630200,,,1610612759,8,7,2023-03-16T00:46:25Z,440000,False,,,0,,T. Jones Free Throw 2 of 2 (1 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
45,PT08M25.00S,2023-03-16T00:46:39.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,8.623521681997373,47.549019607843135,1610612742,8,9,2023-03-16T00:46:44Z,450000,False,12.0,29.0,1,left,J. Green driving Layup (2 PTS),[1630182],1610612742.0,DAL,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.11,,,,,,,,,,,,
46,PT07M58.00S,2023-03-16T00:47:05.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,82.07950065703022,58.57843137254902,1610612759,8,9,2023-03-16T00:47:18Z,460000,False,43.0,116.0,1,right,MISS R. Langford 12' floating Shot,[1629641],1610612759.0,SAS,floating,,,Langford,R. Langford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,12.37,,,,,,,,,,,,
47,PT07M57.00S,2023-03-16T00:47:06.0Z,1,REGULAR,rebound,offensive,[],1629641,,,1610612759,8,9,2023-03-16T00:47:47Z,470000,False,,,0,,R. Langford REBOUND (Off:1 Def:0),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,46.0,1.0,0.0,1.0,,,,,,,,
48,PT07M56.00S,2023-03-16T00:47:11.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629641,94.40999984741211,50.0,1610612759,10,9,2023-03-16T00:47:52Z,480000,False,0.0,0.0,1,right,R. Langford tip Layup (7 PTS),[1629641],1610612759.0,SAS,tip,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,0.0,,,,,,,,,,,,
49,PT07M39.00S,2023-03-16T00:47:24.3Z,1,REGULAR,2pt,Jump Shot,[],203493,24.52365308804205,45.588235294117645,1610612742,10,9,2023-03-16T00:47:31Z,490000,False,22.0,178.0,1,left,MISS R. Bullock 17' pullup Shot,[203493],1610612742.0,DAL,pullup,,,Bullock,R. Bullock,,,,,Mid-Range,16-24 Center,,,,,,Missed,,17.94,,,,,,,,,,,,
50,PT07M35.00S,2023-03-16T00:47:28.3Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,10,9,2023-03-16T00:47:31Z,500000,False,,,0,,K. Johnson REBOUND (Off:1 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Center,,,,,,,,,49.0,2.0,1.0,1.0,,,,,,,,
51,PT07M30.00S,2023-03-16T00:47:33.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630572,88.38699080157687,44.6078431372549,1610612759,10,9,2023-03-16T00:48:31Z,510000,False,-27.0,57.0,1,right,MISS S. Mamukelashvili 6' running Layup,[1630572],1610612759.0,SAS,running,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.28,,,,,,,,,,,,
52,PT07M28.00S,2023-03-16T00:47:35.4Z,1,REGULAR,rebound,defensive,[],1630702,,,1610612742,10,9,2023-03-16T00:47:38Z,520000,False,,,0,,J. Hardy REBOUND (Off:0 Def:2),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,51.0,2.0,2.0,0.0,,,,,,,,
53,PT07M25.00S,2023-03-16T00:47:39.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630182,6.652431011826544,57.107843137254896,1610612742,10,11,2023-03-16T00:48:53Z,530000,False,-36.0,10.0,1,left,J. Green running Layup (4 PTS) (J. Hardy 1 AST),"[1630182, 1630702]",1610612742.0,DAL,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,3.69,,,,,J. Hardy,1630702.0,1.0,,,,,
55,PT07M03.00S,2023-03-16T00:48:02.9Z,1,REGULAR,foul,personal,['2freethrow'],1628467,,,1610612759,10,11,2023-03-16T00:48:15Z,550000,False,,,0,,M. Kleber shooting personal FOUL (1 PF) (Johnson 2 FT),"[1628467, 1629640]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,1627964.0,1.0,0.0,Johnson,1629640.0,,,,,,,,,,,,,,,
57,PT07M03.00S,2023-03-16T00:48:26.3Z,1,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,10,11,2023-03-16T00:49:26Z,570000,False,,,0,,MISS K. Johnson Free Throw 1 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
58,PT07M03.00S,2023-03-16T00:48:26.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,10,11,2023-03-16T00:49:26Z,580000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,
59,PT07M03.00S,2023-03-16T00:48:28.3Z,1,REGULAR,substitution,out,[],1629641,,,1610612759,10,11,2023-03-16T00:49:05Z,590000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M03.00S,2023-03-16T00:48:28.3Z,1,REGULAR,substitution,out,[],1628467,,,1610612759,10,11,2023-03-16T00:49:05Z,600000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M03.00S,2023-03-16T00:48:28.3Z,1,REGULAR,substitution,in,[],1631103,,,1610612759,10,11,2023-03-16T00:49:05Z,610000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M03.00S,2023-03-16T00:48:28.3Z,1,REGULAR,substitution,in,[],203200,,,1610612759,10,11,2023-03-16T00:49:05Z,620000,False,,,0,,SUB in: J. Holiday,[203200],1610612742.0,DAL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M03.00S,2023-03-16T00:48:26.3Z,1,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,10,11,2023-03-16T00:49:26Z,630000,False,,,0,,MISS K. Johnson Free Throw 2 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
64,PT06M53.00S,2023-03-16T00:48:36.3Z,1,REGULAR,rebound,defensive,[],1630702,,,1610612742,10,11,2023-03-16T00:49:26Z,640000,False,,,0,,J. Hardy REBOUND (Off:0 Def:3),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,63.0,3.0,3.0,0.0,,,,,,,,
65,PT06M53.00S,2023-03-16T00:49:15.1Z,1,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612742,10,11,2023-03-16T00:52:01Z,650000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Hardy 2 FT),"[1629640, 1630702]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1627964.0,1.0,0.0,Hardy,1630702.0,,,,,,,,,,,,,,,
67,PT06M53.00S,2023-03-16T00:49:50.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,10,11,2023-03-16T00:49:50Z,670000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M53.00S,2023-03-16T00:52:09.5Z,1,REGULAR,freethrow,1 of 2,[],1630702,,,1610612742,10,12,2023-03-16T00:52:09Z,680000,False,,,0,,J. Hardy Free Throw 1 of 2 (5 PTS),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
69,PT06M53.00S,2023-03-16T00:52:21.0Z,1,REGULAR,freethrow,2 of 2,[],1630702,,,1610612742,10,13,2023-03-16T00:52:21Z,690000,False,,,0,,J. Hardy Free Throw 2 of 2 (6 PTS),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
70,PT06M32.00S,2023-03-16T00:52:47.3Z,1,REGULAR,foul,personal,['2freethrow'],203939,,,1610612759,10,13,2023-03-16T00:53:04Z,700000,False,,,0,,D. Powell shooting personal FOUL (2 PF) (Johnson 2 FT),"[203939, 1629640]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,203591.0,2.0,0.0,Johnson,1629640.0,,,,,,,,,,,,,,,
72,PT06M32.00S,2023-03-16T00:53:08.2Z,1,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,11,13,2023-03-16T00:53:08Z,720000,False,,,0,,K. Johnson Free Throw 1 of 2 (3 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
73,PT06M32.00S,2023-03-16T00:53:09.0Z,1,REGULAR,substitution,out,[],203939,,,1610612759,11,13,2023-03-16T00:53:16Z,730000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M32.00S,2023-03-16T00:53:09.0Z,1,REGULAR,substitution,in,[],1626174,,,1610612759,11,13,2023-03-16T00:53:16Z,740000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M32.00S,2023-03-16T00:53:28.8Z,1,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,12,13,2023-03-16T00:53:28Z,750000,False,,,0,,K. Johnson Free Throw 2 of 2 (4 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
76,PT06M25.00S,2023-03-16T00:53:39.2Z,1,REGULAR,3pt,Jump Shot,[],203493,20.581471747700395,92.8921568627451,1610612742,12,13,2023-03-16T00:53:44Z,760000,False,-214.0,141.0,1,left,MISS R. Bullock 25' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.67,,,,,,,,,,,,
77,PT06M22.00S,2023-03-16T00:53:42.2Z,1,REGULAR,rebound,defensive,[],1628984,,,1610612759,12,13,2023-03-16T00:53:44Z,770000,False,,,0,,D. Graham REBOUND (Off:0 Def:2),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,,,,,,,,,76.0,2.0,2.0,0.0,,,,,,,,
78,PT06M16.00S,2023-03-16T00:53:48.2Z,1,REGULAR,3pt,Jump Shot,[],1629640,77.21747700394218,90.68627450980392,1610612759,12,13,2023-03-16T00:53:53Z,780000,False,203.0,162.0,1,right,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.98,,,,,,,,,,,,
79,PT06M12.00S,2023-03-16T00:53:52.2Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,12,13,2023-03-16T00:53:53Z,790000,False,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,,,,,,,,,78.0,1.0,1.0,0.0,,,,,,,,
80,PT06M06.00S,2023-03-16T00:54:02.1Z,1,REGULAR,foul,offensive,[],1626174,,,1610612742,12,13,2023-03-16T00:54:20Z,800000,False,,,0,,C. Wood charge offensive FOUL (1 PF),"[1626174, 1630572]",1610612742.0,DAL,charge,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,203591.0,1.0,0.0,Mamukelashvili,1630572.0,,,,,,,,,,,,,,,
82,PT06M06.00S,2023-03-16T00:54:02.1Z,1,REGULAR,turnover,offensive foul,[],1626174,,,1610612742,12,13,2023-03-16T00:54:20Z,820000,False,,,0,,C. Wood offensive foul TURNOVER (1 TO),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,203591.0,,,,,,,,,,,,,,,1.0,,,,
83,PT06M06.00S,2023-03-16T00:54:12.1Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,12,13,2023-03-16T00:54:30Z,830000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M06.00S,2023-03-16T00:54:12.1Z,1,REGULAR,substitution,out,[],1630572,,,1610612759,12,13,2023-03-16T00:54:30Z,840000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M06.00S,2023-03-16T00:54:12.1Z,1,REGULAR,substitution,out,[],1630182,,,1610612759,12,13,2023-03-16T00:54:30Z,850000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M06.00S,2023-03-16T00:54:12.1Z,1,REGULAR,substitution,in,[],1631104,,,1610612759,12,13,2023-03-16T00:54:30Z,860000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
