actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
83,PT04M17.00S,2022-11-05T00:23:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,6.258212877792378,44.11764705882353,1610612759,8,22,2022-11-05T00:23:40Z,820000,29.0,6.0,1,left,MISS K. Bates-Diop reverse Layup - blocked,"[1628966, 1627826]",1610612759.0,SAS,reverse,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,3.01,Missed,,,,,,,,,,,,,,,,,Zubac,1627826.0
84,PT04M17.00S,2022-11-05T00:23:26.2Z,1,REGULAR,block,,[],1627826,,,1610612759,8,22,2022-11-05T00:23:30Z,830000,,,0,,I. Zubac BLOCK (3 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
85,PT04M12.00S,2022-11-05T00:23:31.2Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,8,22,2022-11-05T00:23:40Z,840000,,,0,,I. Zubac REBOUND (Off:0 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,83.0,5.0,5.0,0.0,,,,,,,,,,
86,PT04M08.00S,2022-11-05T00:23:35.8Z,1,REGULAR,3pt,Jump Shot,[],202694,95.48291721419186,1.715686274509804,1610612746,8,25,2022-11-05T00:23:46Z,850000,-241.0,-10.0,1,right,M. Morris Sr. 24' 3PT  (5 PTS) (P. George 2 AST),"[202694, 202331]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Left Corner 3,24+ Left,24.16,Made,5.0,P. George,202331.0,2.0,,,,,,,,,,,,,,
88,PT04M07.00S,2022-11-05T00:23:41.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612759,8,25,2022-11-05T00:23:41Z,870000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M51.00S,2022-11-05T00:26:48.8Z,1,REGULAR,3pt,Jump Shot,[],1630170,32.933639947437584,41.911764705882355,1610612759,11,25,2022-11-05T00:26:54Z,880000,40.0,257.0,1,left,D. Vassell 26' 3PT  (3 PTS) (K. Johnson 1 AST),"[1630170, 1629640]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,26.03,Made,3.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,,,,
91,PT03M28.00S,2022-11-05T00:27:10.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,84.44480946123521,43.13725490196079,1610612746,11,25,2022-11-05T00:30:20Z,900000,-34.0,94.0,1,right,MISS R. Jackson 9' driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,9.98,Missed,,,,,,,,,,,,,,,,,,
92,PT03M25.00S,2022-11-05T00:27:13.6Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,11,25,2022-11-05T00:27:25Z,910000,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,
93,PT03M15.00S,2022-11-05T00:27:23.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,15.456636005256241,58.57843137254902,1610612759,13,25,2022-11-05T00:27:29Z,920000,-43.0,93.0,1,left,D. Vassell 10' pullup Jump Shot (5 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,10.22,Made,5.0,,,,,,,,,,,,,,,,,
94,PT02M55.00S,2022-11-05T00:27:44.2Z,1,REGULAR,3pt,Jump Shot,[],202694,72.48685939553219,14.950980392156863,1610612746,13,25,2022-11-05T00:27:48Z,930000,-175.0,206.0,1,right,MISS M. Morris Sr. 27' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,27.05,Missed,,,,,,,,,,,,,,,,,,
95,PT02M52.00S,2022-11-05T00:27:47.2Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,13,25,2022-11-05T00:27:48Z,940000,,,0,,K. Johnson REBOUND (Off:1 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,94.0,4.0,3.0,1.0,,,,,,,,,,
96,PT02M45.00S,2022-11-05T00:27:53.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629640,16.376478318002626,49.26470588235294,1610612759,13,25,2022-11-05T00:27:58Z,950000,4.0,101.0,1,left,MISS K. Johnson 10' pullup Shot,[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,10.15,Missed,,,,,,,,,,,,,,,,,,
97,PT02M43.00S,2022-11-05T00:27:55.5Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,13,25,2022-11-05T00:27:58Z,960000,,,0,,I. Zubac REBOUND (Off:0 Def:6),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,96.0,6.0,6.0,0.0,,,,,,,,,,
98,PT02M38.00S,2022-11-05T00:28:04.2Z,1,REGULAR,foul,offensive,[],1627826,,,1610612746,13,25,2022-11-05T00:28:17Z,970000,,,0,,I. Zubac offensive FOUL (1 PF),"[1627826, 1630170]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1628954.0,1.0,0.0,Vassell,1630170.0,,,,,
100,PT02M38.00S,2022-11-05T00:28:04.2Z,1,REGULAR,turnover,offensive foul,[],1627826,,,1610612746,13,25,2022-11-05T00:28:17Z,990000,,,0,,I. Zubac offensive foul TURNOVER (1 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1628954.0,,,,,1.0,,,,
101,PT02M38.00S,2022-11-05T00:28:14.7Z,1,REGULAR,substitution,out,[],202704,,,1610612759,13,25,2022-11-05T00:28:35Z,1000000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M38.00S,2022-11-05T00:28:14.7Z,1,REGULAR,substitution,out,[],1628379,,,1610612759,13,25,2022-11-05T00:28:35Z,1010000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M38.00S,2022-11-05T00:28:14.7Z,1,REGULAR,substitution,out,[],1627826,,,1610612759,13,25,2022-11-05T00:28:35Z,1020000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M38.00S,2022-11-05T00:28:14.7Z,1,REGULAR,substitution,in,[],1626181,,,1610612759,13,25,2022-11-05T00:28:35Z,1030000,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M38.00S,2022-11-05T00:28:14.7Z,1,REGULAR,substitution,in,[],201587,,,1610612759,13,25,2022-11-05T00:28:35Z,1040000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M38.00S,2022-11-05T00:28:14.7Z,1,REGULAR,substitution,in,[],202322,,,1610612759,13,25,2022-11-05T00:28:35Z,1050000,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M38.00S,2022-11-05T00:28:38.6Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,13,25,2022-11-05T00:28:41Z,1060000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M38.00S,2022-11-05T00:28:38.6Z,1,REGULAR,substitution,in,[],203926,,,1610612759,13,25,2022-11-05T00:28:41Z,1070000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M20.00S,2022-11-05T00:28:46.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628380,6.652431011826544,46.32352941176471,1610612759,15,25,2022-11-05T00:28:54Z,1080000,18.0,10.0,1,left,Z. Collins driving Layup (2 PTS),[1628380],1610612759.0,SAS,driving,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,2.09,Made,2.0,,,,,,,,,,,,,,,,,
110,PT02M08.00S,2022-11-05T00:28:58.4Z,1,REGULAR,2pt,Jump Shot,[],202694,89.43823915900131,71.56862745098039,1610612746,15,25,2022-11-05T00:29:06Z,1090000,108.0,47.0,1,right,MISS M. Morris Sr. 11' turnaround Shot,[202694],1610612746.0,LAC,turnaround,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Right,11.75,Missed,,,,,,,,,,,,,,,,,,
111,PT02M05.00S,2022-11-05T00:29:01.4Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,15,25,2022-11-05T00:29:06Z,1100000,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,
112,PT01M54.00S,2022-11-05T00:29:15.3Z,1,REGULAR,turnover,traveling,[],1628380,,,1610612759,15,25,2022-11-05T00:29:42Z,1110000,,,0,,Z. Collins traveling TURNOVER (1 TO),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628954.0,,,,,1.0,,,,
114,PT01M54.00S,2022-11-05T00:31:11.0Z,1,REGULAR,foul,technical,[],1628380,,,1610612746,15,25,2022-11-05T00:31:24Z,1130000,,,0,,Z. Collins double technical FOUL (1 Tech),[1628380],1610612759.0,SAS,double,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2882.0,0.0,1.0,,,,,,,
115,PT01M54.00S,2022-11-05T00:31:11.0Z,1,REGULAR,foul,technical,[],202694,,,1610612746,15,25,2022-11-05T00:31:19Z,1140000,,,0,,M. Morris Sr. double technical FOUL (1 Tech),[202694],1610612746.0,LAC,double,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2882.0,0.0,1.0,,,,,,,
116,PT01M54.00S,2022-11-05T00:31:43.0Z,1,REGULAR,substitution,out,[],202694,,,1610612746,15,25,2022-11-05T00:31:52Z,1150000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M54.00S,2022-11-05T00:31:43.0Z,1,REGULAR,substitution,in,[],1629611,,,1610612746,15,25,2022-11-05T00:31:52Z,1160000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M32.00S,2022-11-05T00:31:55.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202322,67.88764783180025,71.07843137254902,1610612746,15,28,2022-11-05T00:32:02Z,1170000,105.0,249.0,1,right,J. Wall 27' 3PT  (3 PTS) (N. Batum 1 AST),"[202322, 201587]",1610612746.0,LAC,,,,Wall,J. Wall,,,,,Above the Break 3,24+ Right Center,27.08,Made,3.0,N. Batum,201587.0,1.0,,,,,,,,,,,,,,
120,PT01M22.00S,2022-11-05T00:32:08.6Z,1,REGULAR,foul,personal,[],1629611,,,1610612759,15,28,2022-11-05T00:32:19Z,1190000,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 1628380]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628954.0,1.0,0.0,Collins,1628380.0,,,,,
122,PT01M22.00S,2022-11-05T00:32:19.1Z,1,REGULAR,substitution,out,[],202331,,,1610612759,15,28,2022-11-05T00:32:22Z,1210000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M22.00S,2022-11-05T00:32:19.1Z,1,REGULAR,substitution,in,[],1629599,,,1610612759,15,28,2022-11-05T00:32:22Z,1220000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M16.00S,2022-11-05T00:32:56.2Z,1,REGULAR,turnover,bad pass,[],1626196,,,1610612759,15,28,2022-11-05T00:33:02Z,1240000,,,0,,J. Richardson bad pass TURNOVER (1 TO),"[1626196, 1629599]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1.0,Coffey,1629599.0,,
126,PT01M16.00S,2022-11-05T00:32:56.2Z,1,REGULAR,steal,,[],1629599,,,1610612746,15,28,2022-11-05T00:32:58Z,1250000,,,0,,A. Coffey STEAL (1 STL),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
128,PT01M07.00S,2022-11-05T00:33:34.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629611,74.58935611038108,10.049019607843137,1610612746,15,28,2022-11-05T00:33:50Z,1270000,-200.0,186.0,1,right,MISS T. Mann 27' 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,27.32,Missed,,,,,,,,,,,,,,,,,,
129,PT01M07.00S,2022-11-05T00:33:34.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,15,28,2022-11-05T00:33:50Z,1280000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,128.0,,,,,,,,,,,,,
131,PT00M49.90S,2022-11-05T00:34:02.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,19.136005256241788,63.48039215686274,1610612759,17,28,2022-11-05T00:34:09Z,1300000,-67.0,127.0,1,left,D. Vassell 14' turnaround Jump Shot (7 PTS),[1630170],1610612759.0,SAS,turnaround,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,14.41,Made,7.0,,,,,,,,,,,,,,,,,
132,PT00M37.70S,2022-11-05T00:34:17.1Z,1,REGULAR,turnover,bad pass,[],1629611,,,1610612746,17,28,2022-11-05T00:34:25Z,1310000,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1629611, 1628380]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Collins,1628380.0,,
133,PT00M37.70S,2022-11-05T00:34:17.1Z,1,REGULAR,steal,,[],1628380,,,1610612759,17,28,2022-11-05T00:34:19Z,1320000,,,0,,Z. Collins STEAL (1 STL),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
134,PT00M34.70S,2022-11-05T00:34:21.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202322,,,1610612759,17,28,2022-11-05T00:34:31Z,1330000,,,0,,J. Wall shooting personal FOUL (1 PF) (Richardson 2 FT),"[202322, 1626196]",1610612746.0,LAC,shooting,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2882.0,1.0,0.0,Richardson,1626196.0,,,,,
136,PT00M34.70S,2022-11-05T00:34:51.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626196,,,1610612759,18,28,2022-11-05T00:35:14Z,1350000,,,0,,J. Richardson Free Throw 1 of 2 (1 PTS),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
137,PT00M34.70S,2022-11-05T00:34:51.8Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626196,,,1610612759,18,28,2022-11-05T00:35:14Z,1360000,,,0,,MISS J. Richardson Free Throw 2 of 2,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
138,PT00M32.60S,2022-11-05T00:34:53.9Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612746,18,28,2022-11-05T00:35:14Z,1370000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,,,
139,PT00M15.30S,2022-11-05T00:35:30.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202322,83.65637319316689,43.872549019607845,1610612746,18,28,2022-11-05T00:40:02Z,1380000,-31.0,101.0,1,right,MISS J. Wall 10' driving floating Shot,[202322],1610612746.0,LAC,driving floating,,,Wall,J. Wall,,,,,In The Paint (Non-RA),8-16 Center,10.56,Missed,,,,,,,,,,,,,,,,,,
140,PT00M12.40S,2022-11-05T00:35:33.2Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,18,28,2022-11-05T00:35:33Z,1390000,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,139.0,2.0,2.0,0.0,,,,,,,,,,
141,PT00M04.70S,2022-11-05T00:35:40.9Z,1,REGULAR,3pt,Jump Shot,[],1626196,32.013797634691194,62.745098039215684,1610612759,18,28,2022-11-05T00:35:45Z,1400000,-64.0,248.0,1,left,MISS J. Richardson 25' pullup 3PT,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Center,25.64,Missed,,,,,,,,,,,,,,,,,,
142,PT00M00.60S,2022-11-05T00:35:45.0Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612746,18,28,2022-11-05T00:35:45Z,1410000,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,,,,,,,141.0,2.0,2.0,0.0,,,,,,,,,,
143,PT00M00.00S,2022-11-05T00:35:47.3Z,1,REGULAR,3pt,Jump Shot,[],1626181,63.9454664914586,13.480392156862745,1610612746,18,28,2022-11-05T00:35:55Z,1420000,-183.0,286.0,1,right,MISS N. Powell 33' pullup 3PT,[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,33.97,Missed,,,,,,,,,,,,,,,,,,
144,PT00M00.00S,2022-11-05T00:35:47.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,18,28,2022-11-05T00:35:55Z,1430000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,143.0,,,,,,,,,,,,,
145,PT00M00.00S,2022-11-05T00:35:54.3Z,1,REGULAR,period,end,[],0,,,1610612746,18,28,2022-11-05T00:35:54Z,1440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-11-05T00:38:09.1Z,2,REGULAR,substitution,out,['startperiod'],1630170,,,1610612746,18,28,2022-11-05T00:38:25Z,1450000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-11-05T00:38:09.1Z,2,REGULAR,substitution,out,['startperiod'],1628966,,,1610612746,18,28,2022-11-05T00:38:25Z,1460000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-11-05T00:38:09.1Z,2,REGULAR,substitution,in,['startperiod'],1631110,,,1610612746,18,28,2022-11-05T00:38:25Z,1470000,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-11-05T00:38:09.1Z,2,REGULAR,substitution,in,['startperiod'],1631103,,,1610612746,18,28,2022-11-05T00:38:25Z,1480000,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-11-05T00:38:37.6Z,2,REGULAR,period,start,[],0,,,1610612746,18,28,2022-11-05T00:38:37Z,1490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M54.00S,2022-11-05T00:38:43.1Z,2,REGULAR,3pt,Jump Shot,[],1629611,67.36202365308804,65.44117647058823,1610612746,18,28,2022-11-05T00:41:27Z,1500000,77.0,254.0,1,right,MISS T. Mann 26' pullup 3PT,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,26.58,Missed,,,,,,,,,,,,,,,,,,
152,PT11M50.00S,2022-11-05T00:38:47.1Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,18,28,2022-11-05T00:38:48Z,1510000,,,0,,Z. Collins REBOUND (Off:0 Def:3),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,,,,,151.0,3.0,3.0,0.0,,,,,,,,,,
153,PT11M41.00S,2022-11-05T00:38:56.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203926,6.521024967148489,50.98039215686274,1610612759,20,28,2022-11-05T00:39:01Z,1520000,-5.0,9.0,1,left,D. McDermott cutting DUNK (2 PTS) (Z. Collins 1 AST),"[203926, 1628380]",1610612759.0,SAS,cutting,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,1.01,Made,2.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,,,,
155,PT11M25.00S,2022-11-05T00:39:11.7Z,2,REGULAR,3pt,Jump Shot,[],201587,66.44218134034165,33.33333333333333,1610612746,20,28,2022-11-05T00:39:18Z,1540000,-83.0,263.0,1,right,MISS N. Batum 27' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Center,27.58,Missed,,,,,,,,,,,,,,,,,,
156,PT11M21.00S,2022-11-05T00:39:15.7Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612759,20,28,2022-11-05T00:39:18Z,1550000,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Center,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,,,
157,PT11M16.00S,2022-11-05T00:39:21.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203926,5.863994743758213,46.568627450980394,1610612759,22,28,2022-11-05T00:39:42Z,1560000,17.0,3.0,1,left,D. McDermott reverse Layup (4 PTS) (J. Richardson 1 AST),"[203926, 1626196]",1610612759.0,SAS,reverse,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,1.74,Made,4.0,J. Richardson,1626196.0,1.0,,,,,,,,,,,,,,
159,PT11M04.00S,2022-11-05T00:39:32.5Z,2,REGULAR,3pt,Jump Shot,[],1629611,94.82588699080158,95.58823529411765,1610612746,22,28,2022-11-05T00:39:44Z,1580000,228.0,-4.0,1,right,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,,
160,PT11M04.00S,2022-11-05T00:39:32.5Z,2,REGULAR,rebound,offensive,[],201587,,,1610612746,22,28,2022-11-05T00:39:44Z,1590000,,,0,,N. Batum REBOUND (Off:1 Def:0),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,,,,,,,159.0,1.0,0.0,1.0,,,,,,,,,,
161,PT10M59.00S,2022-11-05T00:39:37.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202322,64.99671484888306,49.26470588235294,1610612746,22,28,2022-11-05T00:43:05Z,1600000,-4.0,277.0,1,right,MISS J. Wall 27' pullup 3PT,[202322],1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Above the Break 3,24+ Center,27.65,Missed,,,,,,,,,,,,,,,,,,
162,PT10M57.00S,2022-11-05T00:39:39.9Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,22,28,2022-11-05T00:39:48Z,1610000,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,
163,PT10M51.00S,2022-11-05T00:39:46.5Z,2,REGULAR,3pt,Jump Shot,[],1626196,28.203022339027594,80.88235294117648,1610612759,22,28,2022-11-05T00:39:58Z,1620000,-154.0,213.0,1,left,MISS J. Richardson 26' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,26.28,Missed,,,,,,,,,,,,,,,,,,
164,PT10M51.00S,2022-11-05T00:39:46.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,22,28,2022-11-05T00:39:58Z,1630000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,163.0,,,,,,,,,,,,,
166,PT10M39.00S,2022-11-05T00:40:04.5Z,2,REGULAR,2pt,Jump Shot,[],202322,80.23981603153744,71.81372549019608,1610612746,22,28,2022-11-05T00:40:13Z,1650000,109.0,133.0,1,right,MISS J. Wall 17' pullup Shot,[202322],1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Mid-Range,16-24 Right Center,17.22,Missed,,,,,,,,,,,,,,,,,,
167,PT10M36.00S,2022-11-05T00:40:08.0Z,2,REGULAR,rebound,offensive,[],1629611,,,1610612746,22,28,2022-11-05T00:40:08Z,1660000,,,0,,T. Mann REBOUND (Off:1 Def:0),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Right Center,,,,,,,166.0,1.0,0.0,1.0,,,,,,,,,,
168,PT10M35.00S,2022-11-05T00:40:11.2Z,2,REGULAR,foul,offensive,[],1629611,,,1610612746,22,28,2022-11-05T00:41:19Z,1670000,,,0,,T. Mann offensive FOUL (2 PF),"[1629611, 1628380]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1628954.0,2.0,0.0,Collins,1628380.0,,,,,
