actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-03-12T23:10:09.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-12T23:10:09Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2023-03-12T23:10:12.9Z,1,REGULAR,jumpball,recovered,[],1628984,,,1610612759,0,0,2023-03-12T23:10:12Z,40000,False,,,0,,Jump Ball Z. Collins vs. J. Williams: Tip to D. Graham,"[1628984, 1628380, 1631119]",1610612759.0,SAS,startperiod,D. Graham,1628984.0,Graham,D. Graham,Collins,1628380.0,Williams,1631119.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M50.00S,2023-03-12T23:10:17.6Z,1,REGULAR,foul,personal,['2freethrow'],1631119,,,1610612759,0,0,2023-03-12T23:10:34Z,70000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Collins 2 FT),"[1631119, 1628380]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,1155.0,1.0,0.0,Collins,1628380.0,,,,,,,,,,,,,,,
9,PT11M50.00S,2023-03-12T23:10:37.5Z,1,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,1,0,2023-03-12T23:10:37Z,90000,False,,,0,,Z. Collins Free Throw 1 of 2 (1 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
10,PT11M50.00S,2023-03-12T23:10:50.0Z,1,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,2,0,2023-03-12T23:10:50Z,100000,False,,,0,,Z. Collins Free Throw 2 of 2 (2 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
11,PT11M40.00S,2023-03-12T23:11:03.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,9.937582128777924,43.38235294117647,1610612760,2,0,2023-03-12T23:12:02Z,110000,False,33.0,41.0,1,left,MISS J. Williams cutting Layup - blocked,"[1631114, 1628984]",1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.26,Graham,1628984.0,,,,,,,,,,
12,PT11M40.00S,2023-03-12T23:11:03.5Z,1,REGULAR,block,,[],1628984,,,1610612760,2,0,2023-03-12T23:11:09Z,120000,False,,,0,,D. Graham BLOCK (1 BLK),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M40.00S,2023-03-12T23:11:03.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,2,0,2023-03-12T23:11:23Z,130000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,11.0,,,,,,,,,
15,PT11M37.00S,2023-03-12T23:11:16.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,12.302890932982917,1.715686274509804,1610612760,2,0,2023-03-12T23:11:27Z,150000,False,241.0,63.0,1,left,MISS L. Dort 24' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,,,,,,Missed,,24.95,,,,,,,,,,,,
16,PT11M35.00S,2023-03-12T23:11:18.4Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,2,0,2023-03-12T23:11:27Z,160000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Right Corner 3,24+ Right,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,
17,PT11M24.00S,2023-03-12T23:11:30.4Z,1,REGULAR,3pt,Jump Shot,[],1631103,65.39093298291722,45.34313725490196,1610612759,2,0,2023-03-12T23:11:37Z,170000,False,-23.0,273.0,1,right,MISS M. Branham 27' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Center,,,,,,Missed,,27.38,,,,,,,,,,,,
18,PT11M20.00S,2023-03-12T23:11:34.4Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,2,0,2023-03-12T23:11:37Z,180000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,
19,PT11M13.00S,2023-03-12T23:11:40.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631119,5.601182654402102,45.09803921568628,1610612760,2,2,2023-03-12T23:12:52Z,190000,False,25.0,0.0,1,left,J. Williams cutting Layup (2 PTS) (J. Giddey 1 AST),"[1631119, 1630581]",1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.45,,,,,,,J. Giddey,1630581.0,1.0,,,
