actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
26,PT10M20.00S,2022-11-08T02:33:44.7Z,1,REGULAR,foul,personal,['1freethrow'],203999,,,1610612759,7,6,2022-11-08T02:33:54Z,260000,,,0,,N. Jokic shooting personal FOUL (1 PF) (Johnson 1 FT),"[203999, 1629640]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,1.0,0.0,Johnson,1629640.0,,,,,
28,PT10M20.00S,2022-11-08T02:34:08.8Z,1,REGULAR,freethrow,1 of 1,[],1629640,,,1610612759,8,6,2022-11-08T02:34:08Z,280000,,,0,,K. Johnson Free Throw 1 of 1 (3 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
29,PT10M07.00S,2022-11-08T02:34:23.1Z,1,REGULAR,3pt,Jump Shot,[],203484,12.434296977660972,3.431372549019608,1610612743,8,6,2022-11-08T02:34:27Z,290000,233.0,64.0,1,left,MISS K. Caldwell-Pope 24' 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,24.15,Missed,,,,,,,,,,,,,,,,,,
30,PT10M04.00S,2022-11-08T02:34:26.1Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,8,6,2022-11-08T02:34:27Z,300000,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M57.00S,2022-11-08T02:34:34.2Z,1,REGULAR,3pt,Jump Shot,[],1630200,76.69185282522996,87.99019607843137,1610612759,8,6,2022-11-08T02:34:42Z,310000,190.0,167.0,1,right,MISS T. Jones 25' 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,
32,PT09M51.00S,2022-11-08T02:34:38.8Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,8,6,2022-11-08T02:34:38Z,320000,,,0,,J. Sochan REBOUND (Off:2 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,31.0,2.0,0.0,2.0,,,,,,,,,,,,,,
33,PT09M50.00S,2022-11-08T02:34:40.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629640,80.1084099868594,91.91176470588235,1610612759,11,6,2022-11-08T02:34:46Z,330000,210.0,134.0,1,right,K. Johnson 24' 3PT  (6 PTS) (J. Poeltl 2 AST),"[1629640, 1627751]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,24.9,Made,,,,,6.0,J. Poeltl,1627751.0,2.0,,,,,,,,,,
35,PT09M40.00S,2022-11-08T02:34:50.7Z,1,REGULAR,turnover,bad pass,[],1627750,,,1610612743,11,6,2022-11-08T02:34:56Z,350000,,,0,,J. Murray bad pass TURNOVER (1 TO),"[1627750, 1630170]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,Vassell,1630170.0,,
36,PT09M40.00S,2022-11-08T02:34:50.7Z,1,REGULAR,steal,,[],1630170,,,1610612759,11,6,2022-11-08T02:34:52Z,360000,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
37,PT09M36.00S,2022-11-08T02:34:54.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629640,94.95729303547962,49.01960784313725,1610612759,13,6,2022-11-08T02:37:17Z,370000,-5.0,-5.0,1,right,K. Johnson running reverse DUNK (8 PTS) (D. Vassell 1 AST),"[1629640, 1630170]",1610612759.0,SAS,running reverse,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,0.71,Made,,,,,8.0,D. Vassell,1630170.0,1.0,,,,,,,,,,
39,PT09M14.00S,2022-11-08T02:35:15.8Z,1,REGULAR,2pt,Jump Shot,[],1627750,23.603810775295663,66.17647058823529,1610612743,13,6,2022-11-08T02:35:21Z,390000,-81.0,169.0,1,left,MISS J. Murray 18' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,18.77,Missed,,,,,,,,,,,,,,,,,,
40,PT09M12.00S,2022-11-08T02:35:17.8Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,13,6,2022-11-08T02:35:21Z,400000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Left Center,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT09M03.00S,2022-11-08T02:35:28.0Z,1,REGULAR,2pt,Jump Shot,[],1630170,94.1688567674113,76.22549019607843,1610612759,13,6,2022-11-08T02:35:37Z,410000,131.0,2.0,1,right,MISS D. Vassell 13' step back Shot,[1630170],1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,13.11,Missed,,,,,,,,,,,,,,,,,,
42,PT09M01.00S,2022-11-08T02:35:30.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,13,6,2022-11-08T02:35:37Z,420000,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Right,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
43,PT08M56.00S,2022-11-08T02:35:34.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203932,6.521024967148489,50.98039215686274,1610612743,13,6,2022-11-08T02:38:24Z,430000,-5.0,9.0,1,left,MISS A. Gordon running DUNK - blocked,"[203932, 1631110]",1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.01,Missed,,,,,,,,,,,,,,,,,Sochan,1631110.0
44,PT08M56.00S,2022-11-08T02:35:34.5Z,1,REGULAR,block,,[],1631110,,,1610612743,13,6,2022-11-08T02:35:37Z,440000,,,0,,J. Sochan BLOCK (1 BLK),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
45,PT08M56.00S,2022-11-08T02:35:34.5Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,13,6,2022-11-08T02:35:43Z,450000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT08M47.00S,2022-11-08T02:35:43.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,88.78120893561103,45.588235294117645,1610612759,13,6,2022-11-08T02:35:49Z,460000,-22.0,53.0,1,right,MISS J. Sochan driving Layup - blocked,"[1631110, 203999]",1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,5.74,Missed,,,,,,,,,,,,,,,,,Jokic,203999.0
47,PT08M47.00S,2022-11-08T02:35:43.8Z,1,REGULAR,block,,[],203999,,,1610612759,13,6,2022-11-08T02:35:46Z,470000,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT08M43.00S,2022-11-08T02:35:47.8Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,13,6,2022-11-08T02:35:49Z,480000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,
49,PT08M39.00S,2022-11-08T02:35:51.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,31.882391590013142,57.59803921568627,1610612743,13,9,2022-11-08T02:39:24Z,490000,-38.0,247.0,1,left,M. Porter Jr. 25' 3PT running (3 PTS) (A. Gordon 1 AST),"[1629008, 203932]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,25.01,Made,,,,,3.0,A. Gordon,203932.0,1.0,,,,,,,,,,
51,PT08M19.00S,2022-11-08T02:36:11.1Z,1,REGULAR,3pt,Jump Shot,[],1631110,93.9060446780552,95.83333333333334,1610612759,13,9,2022-11-08T02:36:17Z,510000,229.0,5.0,1,right,MISS J. Sochan 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
52,PT08M15.00S,2022-11-08T02:36:15.1Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,13,9,2022-11-08T02:36:17Z,520000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
53,PT07M52.00S,2022-11-08T02:36:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,5.601182654402102,51.71568627450981,1610612743,13,11,2022-11-08T02:36:44Z,530000,-9.0,0.0,1,left,J. Murray driving finger roll Layup (2 PTS),[1627750],1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,2.0,,,,,,,,,,,,,
54,PT07M41.00S,2022-11-08T02:36:51.0Z,1,REGULAR,foul,personal,['2freethrow'],203932,,,1610612759,13,11,2022-11-08T02:37:03Z,540000,,,0,,A. Gordon shooting personal FOUL (1 PF) (Poeltl 2 FT),"[203932, 1627751]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101283.0,1.0,0.0,Poeltl,1627751.0,,,,,
56,PT07M41.00S,2022-11-08T02:37:22.0Z,1,REGULAR,freethrow,1 of 2,[],1627751,,,1610612759,13,11,2022-11-08T02:37:40Z,560000,,,0,,MISS J. Poeltl Free Throw 1 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
57,PT07M41.00S,2022-11-08T02:37:22.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,13,11,2022-11-08T02:37:40Z,570000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,
58,PT07M41.00S,2022-11-08T02:37:22.0Z,1,REGULAR,freethrow,2 of 2,[],1627751,,,1610612759,13,11,2022-11-08T02:37:40Z,580000,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
59,PT07M39.00S,2022-11-08T02:37:24.0Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,13,11,2022-11-08T02:37:40Z,590000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,,,
60,PT07M22.00S,2022-11-08T02:37:54.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,14.717477003942179,55.981924019607845,1610612743,13,11,2022-11-08T02:41:18Z,600000,-30.0,86.0,1,left,MISS N. Jokic 9' floating Shot,[203999],1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,9.09,Missed,,,,,,,,,,,,,,,,,,
61,PT07M22.00S,2022-11-08T02:37:54.8Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,13,11,2022-11-08T02:38:01Z,610000,,,0,,J. Sochan REBOUND (Off:2 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,,,60.0,3.0,1.0,2.0,,,,,,,,,,,,,,
127,PT07M02.00S,2022-11-08T02:38:16.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,90.09526938239159,49.50980392156863,1610612759,13,11,2022-11-08T02:48:55Z,635000,-2.0,41.0,1,right,MISS D. Vassell driving Layup - blocked,"[1630170, 203999]",1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,4.07,Missed,,,,,,,,,,,,,,,,,Jokic,203999.0
128,PT07M02.00S,2022-11-08T02:38:16.3Z,1,REGULAR,block,,[],203999,,,1610612759,13,11,2022-11-08T02:48:55Z,642500,,,0,,N. Jokic BLOCK (2 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
129,PT07M01.00S,2022-11-08T02:38:17.3Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,13,11,2022-11-08T03:00:41Z,646250,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,127.0,2.0,2.0,0.0,,,,,,,,,,,,,,
65,PT06M55.00S,2022-11-08T02:38:33.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,5.732588699080158,52.69607843137255,1610612743,13,11,2022-11-08T02:48:12Z,650000,-13.0,1.0,1,left,MISS J. Murray driving Layup - blocked,"[1627750, 1627751]",1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,1.36,Missed,,,,,,,,,,,,,,,,,Poeltl,1627751.0
66,PT06M55.00S,2022-11-08T02:38:33.7Z,1,REGULAR,block,,[],1627751,,,1610612743,13,11,2022-11-08T02:38:36Z,660000,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
67,PT06M55.00S,2022-11-08T02:38:33.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,13,11,2022-11-08T02:39:27Z,670000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,65.0,,,,,,,,,,,,,,,,,
69,PT06M55.00S,2022-11-08T02:38:42.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,13,11,2022-11-08T02:38:42Z,690000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M39.00S,2022-11-08T02:41:48.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203999,10.988830486202366,47.30392156862745,1610612743,13,11,2022-11-08T02:48:12Z,700000,13.0,51.0,1,left,MISS N. Jokic Hook,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,5.26,Missed,,,,,,,,,,,,,,,,,,
71,PT06M36.00S,2022-11-08T02:41:51.8Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,13,11,2022-11-08T02:41:52Z,710000,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,,
72,PT06M21.00S,2022-11-08T02:42:06.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,88.17345597897503,37.231924019607845,1610612759,13,11,2022-11-08T02:43:00Z,720000,-64.0,59.0,1,right,MISS D. Vassell 8' pullup bank Shot,[1630170],1610612759.0,SAS,pullup bank,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Left,8.67,Missed,,,,,,,,,,,,,,,,,,
73,PT06M18.00S,2022-11-08T02:42:09.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,13,11,2022-11-08T02:42:12Z,730000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,,,72.0,2.0,2.0,0.0,,,,,,,,,,,,,,
74,PT06M10.00S,2022-11-08T02:42:17.8Z,1,REGULAR,3pt,Jump Shot,[],1629008,29.38567674113009,26.225490196078432,1610612743,13,14,2022-11-08T02:42:23Z,740000,119.0,224.0,1,left,M. Porter Jr. 25' 3PT  (6 PTS) (A. Gordon 2 AST),"[1629008, 203932]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.33,Made,,,,,6.0,A. Gordon,203932.0,2.0,,,,,,,,,,
76,PT05M47.00S,2022-11-08T02:42:41.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,90.67017082785809,56.74019607843137,1610612759,15,14,2022-11-08T02:43:35Z,760000,34.0,35.0,1,right,K. Johnson driving Layup (10 PTS) (D. Vassell 2 AST),"[1629640, 1630170]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,4.87,Made,,,,,10.0,D. Vassell,1630170.0,2.0,,,,,,,,,,
78,PT05M33.00S,2022-11-08T02:42:54.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203999,6.783837056504599,49.26470588235294,1610612743,15,16,2022-11-08T02:43:02Z,780000,4.0,11.0,1,left,N. Jokic cutting DUNK (5 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,1.19,Made,,,,,5.0,J. Murray,1627750.0,1.0,,,,,,,,,,
80,PT05M17.00S,2022-11-08T02:43:10.5Z,1,REGULAR,3pt,Jump Shot,[],1630170,82.34231274638634,5.88235294117647,1610612759,18,16,2022-11-08T02:43:15Z,800000,-221.0,113.0,1,right,D. Vassell 24' 3PT  (6 PTS) (J. Poeltl 3 AST),"[1630170, 1627751]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,24.81,Made,,,,,6.0,J. Poeltl,1627751.0,3.0,,,,,,,,,,
82,PT05M04.00S,2022-11-08T02:43:23.9Z,1,REGULAR,2pt,Jump Shot,[],1627750,21.632720105124836,68.38235294117648,1610612743,18,18,2022-11-08T02:43:28Z,820000,-92.0,151.0,1,left,J. Murray 17' pullup Jump Shot (4 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,17.66,Made,,,,,4.0,,,,,,,,,,,,,
83,PT04M51.00S,2022-11-08T02:43:36.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,92.72339027595268,62.5,1610612759,18,18,2022-11-08T02:43:40Z,830000,62.0,16.0,1,right,MISS T. Jones 6' pullup Shot,[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.45,Missed,,,,,,,,,,,,,,,,,,
84,PT04M48.00S,2022-11-08T02:43:39.0Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,18,18,2022-11-08T02:43:39Z,840000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,83.0,3.0,3.0,0.0,,,,,,,,,,,,,,
85,PT04M42.00S,2022-11-08T02:43:45.1Z,1,REGULAR,2pt,Jump Shot,[],1627750,20.844283837056505,30.88235294117647,1610612743,18,18,2022-11-08T02:43:50Z,850000,96.0,143.0,1,left,MISS J. Murray 17' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,17.23,Missed,,,,,,,,,,,,,,,,,,
86,PT04M41.00S,2022-11-08T02:43:48.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,18,18,2022-11-08T02:43:48Z,860000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,16-24 Right Center,,,85.0,,,,,,,,,,,,,,,,,
