actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
519,PT00M00.00S,2022-12-30T02:53:59.0Z,3,REGULAR,period,end,[],0,,,1610612759,92,79,2022-12-30T02:53:59Z,5120000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2022-12-30T02:55:44.8Z,4,REGULAR,substitution,out,['startperiod'],1631103,,,1610612759,92,79,2022-12-30T02:56:36Z,5130000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2022-12-30T02:55:44.8Z,4,REGULAR,substitution,out,['startperiod'],1628966,,,1610612759,92,79,2022-12-30T02:56:36Z,5140000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2022-12-30T02:55:44.8Z,4,REGULAR,substitution,out,['startperiod'],1629656,,,1610612759,92,79,2022-12-30T02:56:36Z,5150000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2022-12-30T02:55:44.8Z,4,REGULAR,substitution,out,['startperiod'],203944,,,1610612759,92,79,2022-12-30T02:56:36Z,5160000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2022-12-30T02:55:44.8Z,4,REGULAR,substitution,in,['startperiod'],1630200,,,1610612759,92,79,2022-12-30T02:56:36Z,5170000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2022-12-30T02:55:44.8Z,4,REGULAR,substitution,in,['startperiod'],1626169,,,1610612759,92,79,2022-12-30T02:56:36Z,5180000,False,,,0,,SUB in: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2022-12-30T02:55:44.8Z,4,REGULAR,substitution,in,['startperiod'],1630579,,,1610612759,92,79,2022-12-30T02:56:36Z,5190000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2022-12-30T02:55:44.8Z,4,REGULAR,substitution,in,['startperiod'],1630193,,,1610612759,92,79,2022-12-30T02:56:36Z,5200000,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2022-12-30T02:56:37.7Z,4,REGULAR,period,start,[],0,,,1610612752,92,79,2022-12-30T02:56:37Z,5210000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT11M46.00S,2022-12-30T02:56:51.3Z,4,REGULAR,3pt,Jump Shot,[],1630193,68.28186596583443,29.411764705882355,1610612752,92,79,2022-12-30T02:57:53Z,5220000,False,-103.0,246.0,1,right,MISS I. Quickley 26' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,26.64,Missed,,,,,,,,,,,,,,,
530,PT11M41.00S,2022-12-30T02:56:55.3Z,4,REGULAR,rebound,defensive,[],1630200,,,1610612759,92,79,2022-12-30T02:56:55Z,5230000,False,,,0,,T. Jones REBOUND (Off:1 Def:5),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,529.0,6.0,5.0,1.0,,,,,,,,,,,
531,PT11M29.00S,2022-12-30T02:57:10.8Z,4,REGULAR,turnover,out-of-bounds,[],1628380,,,1610612759,92,79,2022-12-30T02:58:09Z,5240000,False,,,0,,Z. Collins bad pass out-of-bounds TURNOVER (2 TO),[1628380],1610612759.0,SAS,bad pass,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Right,2.0,,,,,,,,,1830.0,,,,,,,,,,
532,PT11M12.00S,2022-12-30T02:57:34.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630193,87.33574244415243,49.754901960784316,1610612752,92,79,2022-12-30T03:01:21Z,5250000,False,-1.0,67.0,1,right,MISS I. Quickley 6' driving floating Shot,[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,6.65,Missed,,,,,,,,,,,,,,,
533,PT11M07.00S,2022-12-30T02:57:39.4Z,4,REGULAR,rebound,offensive,[],1628392,,,1610612752,92,79,2022-12-30T03:01:21Z,5260000,False,,,0,,I. Hartenstein REBOUND (Off:3 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,532.0,5.0,2.0,3.0,,,,,,,,,,,
534,PT11M07.00S,2022-12-30T02:57:38.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628392,94.40999984741211,50.0,1610612752,92,79,2022-12-30T02:57:38Z,5270000,False,0.0,0.0,1,right,MISS I. Hartenstein tip Layup,[1628392],1610612752.0,NYK,tip,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
535,PT11M06.00S,2022-12-30T02:57:39.8Z,4,REGULAR,rebound,defensive,[],1626169,,,1610612759,92,79,2022-12-30T02:57:39Z,5280000,False,,,0,,S. Johnson REBOUND (Off:1 Def:3),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Mid-Range,8-16 Left,,,,,,534.0,4.0,3.0,1.0,,,,,,,,,,,
537,PT10M57.00S,2022-12-30T02:57:49.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,8.623521681997373,56.127450980392155,1610612759,92,79,2022-12-30T03:19:55Z,5290000,False,-31.0,29.0,1,left,MISS T. Jones fadeaway Shot - blocked,"[1630200, 1630579]",1610612759.0,SAS,fadeaway,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,4.19,Missed,,,,,,,,,,Sims,1630579.0,,,,
648,PT10M57.00S,2022-12-30T02:57:49.4Z,4,REGULAR,block,,[],1630579,,,1610612759,92,79,2022-12-30T03:19:55Z,5295000,False,,,0,,J. Sims BLOCK (1 BLK),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
538,PT10M54.00S,2022-12-30T02:57:52.4Z,4,REGULAR,rebound,defensive,[],203095,,,1610612752,92,79,2022-12-30T02:58:20Z,5300000,False,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Restricted Area,0-8 Center,,,,,,537.0,1.0,1.0,0.0,,,,,,,,,,,
539,PT10M50.00S,2022-12-30T02:57:56.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,84.70762155059133,56.127450980392155,1610612752,92,81,2022-12-30T02:58:29Z,5310000,False,31.0,91.0,1,right,E. Fournier 9' pullup Jump Shot (11 PTS),[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,In The Paint (Non-RA),8-16 Center,,,,9.62,Made,,,,,,,,,,,,11.0,,,
540,PT10M34.00S,2022-12-30T02:58:12.4Z,4,REGULAR,3pt,Jump Shot,[],1626169,20.71287779237845,7.8431372549019605,1610612759,95,81,2022-12-30T02:58:34Z,5320000,False,211.0,142.0,1,left,S. Johnson 25' 3PT  (8 PTS) (J. Richardson 4 AST),"[1626169, 1626196]",1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Above the Break 3,24+ Right Center,,,,25.43,Made,,,,,,,,,,,,8.0,J. Richardson,1626196.0,4.0
542,PT10M24.00S,2022-12-30T02:58:21.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201565,94.30026281208936,47.05882352941176,1610612752,95,81,2022-12-30T02:58:40Z,5340000,False,-15.0,1.0,1,right,MISS D. Rose driving finger roll Layup,[201565],1610612752.0,NYK,driving finger roll,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,,,,1.47,Missed,,,,,,,,,,,,,,,
543,PT10M24.00S,2022-12-30T02:58:21.9Z,4,REGULAR,rebound,defensive,[],1626169,,,1610612759,95,81,2022-12-30T02:58:40Z,5350000,False,,,0,,S. Johnson REBOUND (Off:1 Def:4),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Restricted Area,0-8 Center,,,,,,542.0,5.0,4.0,1.0,,,,,,,,,,,
544,PT10M12.00S,2022-12-30T02:58:34.1Z,4,REGULAR,2pt,Jump Shot,[],1626196,23.078186596583443,49.26470588235294,1610612759,97,81,2022-12-30T03:30:28Z,5360000,False,4.0,164.0,1,left,J. Richardson 16' step back Jump Shot (7 PTS),[1626196],1610612759.0,SAS,step back,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Center,,,,16.44,Made,,,,,,,,,,,,7.0,,,
546,PT09M52.00S,2022-12-30T02:58:53.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201565,93.11760840998686,51.225490196078425,1610612752,97,81,2022-12-30T02:59:00Z,5380000,False,6.0,12.0,1,right,MISS D. Rose driving Layup,[201565],1610612752.0,NYK,driving,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,,,,1.36,Missed,,,,,,,,,,,,,,,
547,PT09M50.00S,2022-12-30T02:58:55.3Z,4,REGULAR,rebound,defensive,[],1628380,,,1610612759,97,81,2022-12-30T02:58:55Z,5390000,False,,,0,,Z. Collins REBOUND (Off:0 Def:6),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,546.0,6.0,6.0,0.0,,,,,,,,,,,
548,PT09M46.00S,2022-12-30T02:59:00.1Z,4,REGULAR,turnover,bad pass,[],1630200,,,1610612759,97,81,2022-12-30T02:59:08Z,5400000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 1628392]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,1.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,
549,PT09M46.00S,2022-12-30T02:59:00.1Z,4,REGULAR,steal,,[],1628392,,,1610612752,97,81,2022-12-30T02:59:02Z,5410000,False,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
550,PT09M41.00S,2022-12-30T02:59:07.1Z,4,REGULAR,foul,personal,['2freethrow'],1626169,,,1610612752,97,81,2022-12-30T02:59:20Z,5420000,False,,,0,,S. Johnson shooting personal FOUL (5 PF) (Quickley 2 FT),"[1626169, 1630193]",1610612759.0,SAS,shooting,,,Johnson,S. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628953.0,5.0,0.0,Quickley,1630193.0,,,,,,
552,PT09M41.00S,2022-12-30T02:59:36.6Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630193,,,1610612752,97,82,2022-12-30T02:59:36Z,5440000,False,,,0,,I. Quickley Free Throw 1 of 2 (18 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,Made,,,,,,,,,,,,18.0,,,
553,PT09M41.00S,2022-12-30T02:59:38.3Z,4,REGULAR,substitution,out,[],1628380,,,1610612752,97,82,2022-12-30T02:59:48Z,5450000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT09M41.00S,2022-12-30T02:59:38.3Z,4,REGULAR,substitution,out,[],1626169,,,1610612752,97,82,2022-12-30T02:59:48Z,5460000,False,,,0,,SUB out: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT09M41.00S,2022-12-30T02:59:38.3Z,4,REGULAR,substitution,out,[],1628392,,,1610612752,97,82,2022-12-30T02:59:48Z,5470000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT09M41.00S,2022-12-30T02:59:38.3Z,4,REGULAR,substitution,in,[],1627751,,,1610612752,97,82,2022-12-30T02:59:48Z,5480000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT09M41.00S,2022-12-30T02:59:38.3Z,4,REGULAR,substitution,in,[],1629640,,,1610612752,97,82,2022-12-30T02:59:48Z,5490000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT09M41.00S,2022-12-30T02:59:38.3Z,4,REGULAR,substitution,in,[],203944,,,1610612752,97,82,2022-12-30T02:59:48Z,5500000,False,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT09M41.00S,2022-12-30T03:00:02.9Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630193,,,1610612752,97,83,2022-12-30T03:00:03Z,5510000,False,,,0,,I. Quickley Free Throw 2 of 2 (19 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,Made,,,,,,,,,,,,19.0,,,
560,PT09M21.00S,2022-12-30T03:00:23.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,5.732588699080158,52.69607843137255,1610612759,99,83,2022-12-30T03:00:36Z,5520000,False,-13.0,1.0,1,left,K. Johnson driving finger roll Layup (21 PTS),[1629640],1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,1.36,Made,,,,,,,,,,,,21.0,,,
561,PT09M10.00S,2022-12-30T03:00:34.7Z,4,REGULAR,3pt,Jump Shot,[],203944,67.62483574244416,41.42156862745098,1610612752,99,86,2022-12-30T03:00:39Z,5530000,False,-43.0,252.0,1,right,J. Randle 25' 3PT pullup (32 PTS),[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,25.54,Made,,,,,,,,,,,,32.0,,,
563,PT08M49.00S,2022-12-30T03:01:03.3Z,4,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612759,99,86,2022-12-30T03:01:16Z,5550000,False,,,0,,I. Quickley shooting personal FOUL (3 PF) (Johnson 2 FT),"[1630193, 1629640]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628953.0,3.0,0.0,Johnson,1629640.0,,,,,,
565,PT08M49.00S,2022-12-30T03:01:20.5Z,4,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,100,86,2022-12-30T03:01:20Z,5570000,False,,,0,,K. Johnson Free Throw 1 of 2 (22 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,Made,,,,,,,,,,,,22.0,,,
566,PT08M49.00S,2022-12-30T03:01:21.7Z,4,REGULAR,substitution,out,[],203926,,,1610612759,100,86,2022-12-30T03:01:26Z,5580000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT08M49.00S,2022-12-30T03:01:21.7Z,4,REGULAR,substitution,in,[],1631110,,,1610612759,100,86,2022-12-30T03:01:26Z,5590000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT08M49.00S,2022-12-30T03:01:42.4Z,4,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,101,86,2022-12-30T03:01:42Z,5600000,False,,,0,,K. Johnson Free Throw 2 of 2 (23 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,Made,,,,,,,,,,,,23.0,,,
569,PT08M44.00S,2022-12-30T03:01:52.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,93.9060446780552,47.549019607843135,1610612752,101,88,2022-12-30T03:02:04Z,5610000,False,-12.0,5.0,1,right,I. Quickley driving Layup (21 PTS),[1630193],1610612752.0,NYK,driving,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,1.32,Made,,,,,,,,,,,,21.0,,,
570,PT08M44.00S,2022-12-30T03:01:57.8Z,4,REGULAR,foul,personal,['1freethrow'],1627751,,,1610612752,101,88,2022-12-30T03:02:11Z,5620000,False,,,0,,J. Poeltl shooting personal FOUL (4 PF) (Quickley 1 FT),"[1627751, 1630193]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627519.0,4.0,0.0,Quickley,1630193.0,,,,,,
572,PT08M44.00S,2022-12-30T03:02:21.4Z,4,REGULAR,freethrow,1 of 1,[],1630193,,,1610612752,101,89,2022-12-30T03:02:21Z,5640000,False,,,0,,I. Quickley Free Throw 1 of 1 (22 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,Made,,,,,,,,,,,,22.0,,,
573,PT08M20.00S,2022-12-30T03:02:47.0Z,4,REGULAR,3pt,Jump Shot,[],1629640,33.196452036793694,60.5392156862745,1610612759,101,89,2022-12-30T03:02:55Z,5650000,False,-53.0,260.0,1,left,MISS K. Johnson 26' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,26.48,Missed,,,,,,,,,,,,,,,
574,PT08M18.00S,2022-12-30T03:02:49.0Z,4,REGULAR,rebound,defensive,[],1630193,,,1610612752,101,89,2022-12-30T03:02:55Z,5660000,False,,,0,,I. Quickley REBOUND (Off:2 Def:4),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,573.0,6.0,4.0,2.0,,,,,,,,,,,
575,PT08M07.00S,2022-12-30T03:03:00.2Z,4,REGULAR,3pt,Jump Shot,[],203944,79.71419185282524,89.95098039215686,1610612752,101,92,2022-12-30T03:03:06Z,5670000,False,200.0,138.0,1,right,J. Randle 24' 3PT step back (35 PTS) (I. Quickley 7 AST),"[203944, 1630193]",1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,24.29,Made,,,,,,,,,,,,35.0,I. Quickley,1630193.0,7.0
577,PT08M07.00S,2022-12-30T03:03:05.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,101,92,2022-12-30T03:03:05Z,5690000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT08M07.00S,2022-12-30T03:05:25.7Z,4,REGULAR,substitution,out,[],1626196,,,1610612759,101,92,2022-12-30T03:05:58Z,5700000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT08M07.00S,2022-12-30T03:05:25.7Z,4,REGULAR,substitution,in,[],1629641,,,1610612759,101,92,2022-12-30T03:05:58Z,5710000,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT07M45.00S,2022-12-30T03:06:20.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,14.668199737187912,35.049019607843135,1610612759,103,92,2022-12-30T03:06:43Z,5720000,False,75.0,85.0,1,left,T. Jones 11' driving floating Jump Shot (10 PTS),[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Right,,,,11.35,Made,,,,,,,,,,,,10.0,,,
581,PT07M28.00S,2022-12-30T03:06:37.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,94.56307490144546,52.69607843137255,1610612752,103,94,2022-12-30T03:06:44Z,5730000,False,13.0,-1.0,1,right,I. Quickley driving finger roll Layup (24 PTS),[1630193],1610612752.0,NYK,driving finger roll,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,1.36,Made,,,,,,,,,,,,24.0,,,
582,PT07M11.00S,2022-12-30T03:06:54.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,18.478975032851512,36.76470588235294,1610612759,103,94,2022-12-30T03:06:59Z,5740000,False,66.0,121.0,1,left,MISS R. Langford 13' floating Shot,[1629641],1610612759.0,SAS,floating,,,Langford,R. Langford,,,,,In The Paint (Non-RA),8-16 Center,,,,13.81,Missed,,,,,,,,,,,,,,,
583,PT07M09.00S,2022-12-30T03:06:56.6Z,4,REGULAR,rebound,defensive,[],203095,,,1610612752,103,94,2022-12-30T03:06:59Z,5750000,False,,,0,,E. Fournier REBOUND (Off:0 Def:2),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,In The Paint (Non-RA),8-16 Center,,,,,,582.0,2.0,2.0,0.0,,,,,,,,,,,
584,PT07M07.00S,2022-12-30T03:06:58.4Z,4,REGULAR,turnover,bad pass,[],203095,,,1610612752,103,94,2022-12-30T03:07:03Z,5760000,False,,,0,,E. Fournier bad pass TURNOVER (1 TO),"[203095, 1629641]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Restricted Area,0-8 Center,1.0,Langford,1629641.0,,,,,,,,,,,,,,,,,
585,PT07M07.00S,2022-12-30T03:06:58.4Z,4,REGULAR,steal,,[],1629641,,,1610612759,103,94,2022-12-30T03:07:01Z,5770000,False,,,0,,R. Langford STEAL (2 STL),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
586,PT07M06.00S,2022-12-30T03:07:02.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629641,5.469776609724048,50.245098039215684,1610612759,105,94,2022-12-30T03:07:29Z,5780000,False,-1.0,-1.0,1,left,R. Langford Layup (19 PTS),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,,,,0.16,Made,,,,,,,,,,,,19.0,,,
587,PT06M57.00S,2022-12-30T03:07:08.4Z,4,REGULAR,3pt,Jump Shot,[],203944,71.30420499342969,76.47058823529412,1610612752,105,94,2022-12-30T03:07:21Z,5790000,False,132.0,217.0,1,right,MISS J. Randle 25' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,25.44,Missed,,,,,,,,,,,,,,,
588,PT06M54.00S,2022-12-30T03:07:12.5Z,4,REGULAR,rebound,offensive,[],1630579,,,1610612752,105,94,2022-12-30T03:07:12Z,5800000,False,,,0,,J. Sims REBOUND (Off:1 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right Center,,,,,,587.0,2.0,1.0,1.0,,,,,,,,,,,
589,PT06M46.00S,2022-12-30T03:07:20.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,77.4802890932983,89.70588235294117,1610612752,105,94,2022-12-30T03:07:26Z,5810000,False,199.0,159.0,1,right,MISS I. Quickley 25' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,25.45,Missed,,,,,,,,,,,,,,,
590,PT06M42.00S,2022-12-30T03:07:24.8Z,4,REGULAR,rebound,defensive,[],1631110,,,1610612759,105,94,2022-12-30T03:07:26Z,5820000,False,,,0,,J. Sochan REBOUND (Off:2 Def:3),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,,,589.0,5.0,3.0,2.0,,,,,,,,,,,
591,PT06M35.00S,2022-12-30T03:07:31.1Z,4,REGULAR,3pt,Jump Shot,[],1629640,24.917871222076215,86.27450980392157,1610612759,108,94,2022-12-30T03:07:35Z,5830000,False,-181.0,182.0,1,left,K. Johnson 25' 3PT  (26 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,25.68,Made,,,,,,,,,,,,26.0,,,
593,PT06M33.00S,2022-12-30T03:07:38.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,108,94,2022-12-30T03:07:38Z,5850000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT06M33.00S,2022-12-30T03:09:44.2Z,4,REGULAR,substitution,out,[],201565,,,1610612752,108,94,2022-12-30T03:10:12Z,5860000,False,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT06M33.00S,2022-12-30T03:09:44.2Z,4,REGULAR,substitution,out,[],203095,,,1610612752,108,94,2022-12-30T03:10:12Z,5870000,False,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT06M33.00S,2022-12-30T03:09:44.2Z,4,REGULAR,substitution,out,[],1630579,,,1610612752,108,94,2022-12-30T03:10:12Z,5880000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT06M33.00S,2022-12-30T03:09:44.2Z,4,REGULAR,substitution,in,[],1629656,,,1610612752,108,94,2022-12-30T03:10:12Z,5890000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M33.00S,2022-12-30T03:09:44.2Z,4,REGULAR,substitution,in,[],1630540,,,1610612752,108,94,2022-12-30T03:10:12Z,5900000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT06M33.00S,2022-12-30T03:09:44.2Z,4,REGULAR,substitution,in,[],1629011,,,1610612752,108,94,2022-12-30T03:10:12Z,5910000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
