actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-03-03T01:41:38.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-03T01:41:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PT12M00.00S,2023-03-03T01:41:47.0Z,1,REGULAR,violation,delay-of-game,['team'],0,,,0,0,0,2023-03-03T01:42:48Z,25000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PT12M00.00S,2023-03-03T01:41:51.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,0,0,0,2023-03-03T01:42:59Z,27500,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M41.00S,2023-03-03T01:41:55.8Z,1,REGULAR,jumpball,recovered,[],1628380,,,1610612759,0,0,2023-03-03T01:41:55Z,40000,False,,,0,,Jump Ball Z. Collins vs. M. Turner: Tip to Z. Collins,"[1628380, 1628380, 1626167]",1610612759.0,SAS,startperiod,Z. Collins,1628380.0,Collins,Z. Collins,Collins,1628380.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2023-03-03T01:41:59.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,86.02168199737189,49.50980392156863,1610612759,2,0,2023-03-03T01:42:09Z,70000,False,-2.0,79.0,1,right,Z. Collins 7' floating Jump Shot (2 PTS) (M. Branham 1 AST),"[1628380, 1631103]",1610612759.0,SAS,floating,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,7.89,Made,2.0,M. Branham,1631103.0,1.0,,,,,,,,,,,,,,
9,PT11M27.00S,2023-03-03T01:42:17.3Z,1,REGULAR,foul,personal,[],1628966,,,1610612754,2,0,2023-03-03T01:42:27Z,90000,False,,,0,,K. Bates-Diop personal FOUL (1 PF),"[1628966, 1629614]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1628171.0,1.0,0.0,Nembhard,1629614.0,,,,,,,,,
11,PT11M16.00S,2023-03-03T01:42:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,5.469776609724048,55.14705882352941,1610612754,2,2,2023-03-03T01:43:12Z,110000,False,-26.0,-1.0,1,left,B. Hield driving finger roll Layup (2 PTS),[1627741],1610612754.0,IND,driving finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,2.57,Made,2.0,,,,,,,,,,,,,,,,,
13,PT11M03.00S,2023-03-03T01:42:49.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,93.77463863337714,46.32352941176471,1610612759,2,2,2023-03-03T01:43:16Z,120000,False,-18.0,6.0,1,right,MISS M. Branham driving finger roll Layup - blocked,"[1631103, 201588]",1610612759.0,SAS,driving finger roll,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,Hill,201588.0,,,,,,,
14,PT11M03.00S,2023-03-03T01:42:49.7Z,1,REGULAR,block,,[],201588,,,1610612759,2,2,2023-03-03T01:42:52Z,130000,False,,,0,,G. Hill BLOCK (1 BLK),[201588],1610612754.0,IND,,,,Hill,G. Hill,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT11M03.00S,2023-03-03T01:42:49.7Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,2,2,2023-03-03T01:43:16Z,140000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,
17,PT10M58.00S,2023-03-03T01:43:03.5Z,1,REGULAR,foul,personal,['2freethrow'],1631110,,,1610612754,2,2,2023-03-03T01:43:21Z,150000,False,,,0,,J. Sochan shooting personal FOUL (1 PF) (Turner 2 FT),"[1631110, 1626167]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,1179.0,1.0,0.0,Turner,1626167.0,,,,,,,,,
19,PT10M58.00S,2023-03-03T01:43:22.6Z,1,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,2,3,2023-03-03T01:43:22Z,170000,False,,,0,,M. Turner Free Throw 1 of 2 (1 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
20,PT10M58.00S,2023-03-03T01:43:37.5Z,1,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,2,4,2023-03-03T01:43:37Z,180000,False,,,0,,M. Turner Free Throw 2 of 2 (2 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
22,PT10M43.00S,2023-03-03T01:44:08.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,94.1688567674113,46.568627450980394,1610612759,2,4,2023-03-03T01:44:14Z,200000,False,-17.0,2.0,1,right,MISS J. Sochan driving finger roll Layup,[1631110],1610612759.0,SAS,driving finger roll,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,,,,,,,,
23,PT10M40.00S,2023-03-03T01:44:11.7Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,2,4,2023-03-03T01:44:14Z,210000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:2),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,22.0,2.0,2.0,0.0,,,
24,PT10M36.00S,2023-03-03T01:44:14.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629614,4.681340341655716,62.745098039215684,1610612754,2,4,2023-03-03T01:47:34Z,220000,False,-64.0,-8.0,1,left,MISS A. Nembhard 6' fadeaway Shot,[1629614],1610612754.0,IND,fadeaway,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,6.43,Missed,,,,,,,,,,,,,,,,,,
25,PT10M34.00S,2023-03-03T01:44:16.9Z,1,REGULAR,rebound,defensive,[],1628984,,,1610612759,2,4,2023-03-03T01:44:22Z,230000,False,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,
26,PT10M20.00S,2023-03-03T01:44:31.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,92.9862023653088,60.29411764705882,1610612759,4,4,2023-03-03T01:44:36Z,240000,False,51.0,13.0,1,right,Z. Collins Hook (4 PTS) (M. Branham 2 AST),"[1628380, 1631103]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,5.32,Made,4.0,M. Branham,1631103.0,2.0,,,,,,,,,,,,,,
28,PT09M52.00S,2023-03-03T01:44:58.2Z,1,REGULAR,3pt,Jump Shot,[],201588,23.340998685939553,87.00980392156863,1610612754,4,4,2023-03-03T01:45:03Z,260000,False,-185.0,167.0,1,left,MISS G. Hill 24' 3PT,[201588],1610612754.0,IND,,,,Hill,G. Hill,,,,,Above the Break 3,24+ Left Center,24.92,Missed,,,,,,,,,,,,,,,,,,
29,PT09M49.00S,2023-03-03T01:45:01.3Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,4,4,2023-03-03T01:45:01Z,270000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,
30,PT09M42.00S,2023-03-03T01:45:09.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,94.43166885676742,52.69607843137255,1610612759,4,4,2023-03-03T01:45:15Z,280000,False,13.0,0.0,1,right,MISS J. Sochan driving Layup,[1631110],1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,,,,
31,PT09M38.00S,2023-03-03T01:45:13.0Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,4,4,2023-03-03T01:45:15Z,290000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,
32,PT09M35.00S,2023-03-03T01:45:16.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627741,5.075558475689881,53.431372549019606,1610612754,4,6,2023-03-03T01:49:03Z,300000,False,-17.0,-5.0,1,left,B. Hield driving Layup (4 PTS),[1627741],1610612754.0,IND,driving,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,1.79,Made,4.0,,,,,,,,,,,,,,,,,
33,PT09M23.00S,2023-03-03T01:45:28.4Z,1,REGULAR,3pt,Jump Shot,[],1628984,69.33311432325887,27.205882352941174,1610612759,4,6,2023-03-03T01:49:29Z,310000,False,-114.0,236.0,1,right,MISS D. Graham 26' step back 3PT,[1628984],1610612759.0,SAS,step back,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,26.19,Missed,,,,,,,,,,,,,,,,,,
34,PT09M20.00S,2023-03-03T01:45:31.4Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,4,6,2023-03-03T01:45:33Z,320000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,33.0,1.0,1.0,0.0,,,
35,PT09M08.00S,2023-03-03T01:45:43.4Z,1,REGULAR,2pt,Jump Shot,[],1629614,7.966491458607096,27.450980392156865,1610612754,4,6,2023-03-03T01:45:47Z,330000,False,113.0,22.0,1,left,MISS A. Nembhard 11' pullup Shot,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,11.49,Missed,,,,,,,,,,,,,,,,,,
