actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-05T01:10:16.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-05T01:10:16Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-03-05T01:10:18.1Z,1,REGULAR,jumpball,recovered,[],1628984,,,1610612759,0,0,2023-03-05T01:10:18Z,40000,False,,,0,,Jump Ball Z. Collins vs. A. Sengun: Tip to D. Graham,"[1628984, 1628380, 1630578]",1610612759.0,SAS,startperiod,D. Graham,1628984.0,Graham,D. Graham,Collins,1628380.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-03-05T01:10:30.4Z,1,REGULAR,2pt,Jump Shot,[],1628380,84.57621550591328,29.901960784313726,1610612759,0,0,2023-03-05T01:10:42Z,70000,False,-100.0,92.0,1,right,MISS Z. Collins 13' bank Shot,[1628380],1610612759.0,SAS,bank,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Left,13.66,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2023-03-05T01:10:33.4Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,0,0,2023-03-05T01:10:42Z,80000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M30.00S,2023-03-05T01:10:45.1Z,1,REGULAR,2pt,Jump Shot,[],1631095,6.389618922470433,73.77450980392157,1610612745,0,2,2023-03-05T01:19:24Z,90000,False,-119.0,8.0,1,left,J. Smith Jr. 11' step back Jump Shot (2 PTS),[1631095],1610612745.0,HOU,step back,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,11.91,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M16.00S,2023-03-05T01:10:59.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,92.85479632063075,53.18627450980392,1610612759,0,2,2023-03-05T01:19:48Z,100000,False,16.0,15.0,1,right,MISS D. Graham cutting Layup,[1628984],1610612759.0,SAS,cutting,,,Graham,D. Graham,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
11,PT11M14.00S,2023-03-05T01:11:01.9Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,0,2,2023-03-05T01:11:11Z,110000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M10.00S,2023-03-05T01:11:08.4Z,1,REGULAR,foul,personal,[],1631110,,,1610612745,0,2,2023-03-05T01:11:22Z,120000,False,,,0,,J. Sochan personal FOUL (1 PF),"[1631110, 1630578]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Right Center,,,,,,,,202049.0,1.0,0.0,Sengun,1630578.0,,,,,,,,
14,PT10M56.00S,2023-03-05T01:11:37.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,5.863994743758213,54.166666666666664,1610612745,0,4,2023-03-05T01:11:59Z,140000,False,-21.0,3.0,1,left,J. Green driving Layup (2 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,2.0,,,,,,,,,,,,,
15,PT10M48.00S,2023-03-05T01:11:48.7Z,1,REGULAR,foul,personal,[],1631095,,,1610612759,0,4,2023-03-05T01:11:52Z,150000,False,,,0,,J. Smith Jr. personal FOUL (1 PF),"[1631095, 1631110]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202056.0,1.0,0.0,Sochan,1631110.0,,,,,,,,
