actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
164,PT11M45.00S,2023-03-15T00:37:32.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629646,85.49605781865965,42.64705882352941,1610612759,40,29,2023-03-15T00:37:39Z,1520000,False,-37.0,84.0,1,right,C. Bassey 9' floating Jump Shot (2 PTS) (D. McDermott 2 AST),"[1629646, 203926]",1610612759.0,SAS,floating,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),8-16 Center,,,,,9.15,Made,2.0,D. McDermott,203926.0,2.0,,,,,,,,,,
166,PT11M26.00S,2023-03-15T00:37:52.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,9.280551905387648,50.98039215686274,1610612753,40,31,2023-03-15T00:38:00Z,1540000,False,-5.0,35.0,1,left,F. Wagner driving finger roll Layup (2 PTS),[1630532],1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,3.5,Made,2.0,,,,,,,,,,,,,
167,PT11M15.00S,2023-03-15T00:38:01.9Z,2,REGULAR,3pt,Jump Shot,[],203926,66.44218134034165,48.529411764705884,1610612759,40,31,2023-03-15T00:38:10Z,1550000,False,-7.0,263.0,1,right,MISS D. McDermott 26' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,,,,,26.3,Missed,,,,,,,,,,,,,,
168,PT11M12.00S,2023-03-15T00:38:04.9Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612753,40,31,2023-03-15T00:38:10Z,1560000,False,,,0,,B. Bol REBOUND (Off:0 Def:1),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,,,,,,,,,,,167.0,1.0,1.0,0.0,,,,,,
169,PT11M07.00S,2023-03-15T00:38:11.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630532,7.178055190538765,56.86274509803921,1610612753,40,33,2023-03-15T00:40:35Z,1570000,False,-34.0,15.0,1,left,F. Wagner running Layup (4 PTS) (B. Bol 1 AST),"[1630532, 1629626]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,3.74,Made,4.0,B. Bol,1629626.0,1.0,,,,,,,,,,
171,PT10M51.00S,2023-03-15T00:38:27.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631104,92.85479632063075,50.49019607843137,1610612759,42,33,2023-03-15T00:38:34Z,1590000,False,2.0,15.0,1,right,B. Wesley cutting DUNK (5 PTS) (C. Bassey 2 AST),"[1631104, 1629646]",1610612759.0,SAS,cutting,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,,,,,1.49,Made,5.0,C. Bassey,1629646.0,2.0,,,,,,,,,,
173,PT10M32.00S,2023-03-15T00:38:53.9Z,2,REGULAR,turnover,bad pass,[],1630591,,,1610612753,42,33,2023-03-15T00:41:09Z,1610000,False,,,0,,J. Suggs bad pass TURNOVER (1 TO),"[1630591, 1629646]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,1.0,Bassey,1629646.0,,,,,,,,,,,,,,,,,
174,PT10M32.00S,2023-03-15T00:38:53.9Z,2,REGULAR,steal,,[],1629646,,,1610612759,42,33,2023-03-15T00:38:57Z,1620000,False,,,0,,C. Bassey STEAL (1 STL),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
175,PT10M26.00S,2023-03-15T00:39:00.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628966,73.01248357424441,15.931372549019606,1610612759,45,33,2023-03-15T00:41:21Z,1630000,False,-170.0,201.0,1,right,K. Bates-Diop 26' 3PT running (3 PTS) (B. Wesley 3 AST),"[1628966, 1631104]",1610612759.0,SAS,running,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Left Center,,,,,26.36,Made,3.0,B. Wesley,1631104.0,3.0,,,,,,,,,,
177,PT10M12.00S,2023-03-15T00:39:14.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,8.886333771353483,48.28431372549019,1610612753,45,35,2023-03-15T00:41:36Z,1650000,False,9.0,31.0,1,left,F. Wagner driving floating Jump Shot (6 PTS),[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,3.22,Made,6.0,,,,,,,,,,,,,
178,PT09M54.00S,2023-03-15T00:39:31.8Z,2,REGULAR,3pt,Jump Shot,[],1631104,71.43561103810775,82.1078431372549,1610612759,48,35,2023-03-15T00:39:51Z,1660000,False,161.0,216.0,1,right,B. Wesley 26' 3PT  (8 PTS) (K. Bates-Diop 3 AST),"[1631104, 1628966]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Right Center,,,,,26.91,Made,8.0,K. Bates-Diop,1628966.0,3.0,,,,,,,,,,
180,PT09M34.00S,2023-03-15T00:39:51.3Z,2,REGULAR,3pt,Jump Shot,[],1630175,28.33442838370565,77.69607843137256,1610612753,48,38,2023-03-15T00:39:56Z,1680000,False,-138.0,214.0,1,left,C. Anthony 25' 3PT  (3 PTS) (F. Wagner 1 AST),"[1630175, 1630532]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,,,25.47,Made,3.0,F. Wagner,1630532.0,1.0,,,,,,,,,,
182,PT09M12.00S,2023-03-15T00:40:13.6Z,2,REGULAR,3pt,Jump Shot,[],1628966,87.72996057818659,96.81372549019608,1610612759,51,38,2023-03-15T00:40:19Z,1700000,False,234.0,63.0,1,right,K. Bates-Diop 24' 3PT  (6 PTS) (D. Vassell 2 AST),"[1628966, 1630170]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Right Corner 3,24+ Right,,,,,24.24,Made,6.0,D. Vassell,1630170.0,2.0,,,,,,,,,,
184,PT08M58.00S,2023-03-15T00:40:27.8Z,2,REGULAR,3pt,Jump Shot,[],1630532,28.597240473061763,80.3921568627451,1610612753,51,38,2023-03-15T00:40:33Z,1720000,False,-152.0,216.0,1,left,MISS F. Wagner 26' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,26.44,Missed,,,,,,,,,,,,,,
185,PT08M54.00S,2023-03-15T00:40:31.8Z,2,REGULAR,rebound,defensive,[],1631104,,,1610612759,51,38,2023-03-15T00:40:33Z,1730000,False,,,0,,B. Wesley REBOUND (Off:0 Def:2),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,184.0,2.0,2.0,0.0,,,,,,
186,PT08M50.00S,2023-03-15T00:40:35.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203926,94.82588699080158,4.411764705882353,1610612759,51,38,2023-03-15T01:01:54Z,1740000,False,-228.0,-4.0,1,right,MISS D. McDermott running 3PT,[203926],1610612759.0,SAS,running,,,McDermott,D. McDermott,,,,,Left Corner 3,24+ Left,,,,,22.79,Missed,,,,,,,,,,,,,,
187,PT08M46.00S,2023-03-15T00:40:39.6Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,51,38,2023-03-15T00:40:42Z,1750000,False,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Left Corner 3,24+ Left,,,,,,,,,,,186.0,2.0,2.0,0.0,,,,,,
188,PT08M37.00S,2023-03-15T00:40:48.7Z,2,REGULAR,3pt,Jump Shot,[],1630591,22.946780551905388,9.803921568627452,1610612753,51,41,2023-03-15T00:40:54Z,1760000,False,201.0,163.0,1,left,J. Suggs 25' 3PT pullup (5 PTS),[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,25.89,Made,5.0,,,,,,,,,,,,,
189,PT08M25.00S,2023-03-15T00:41:00.9Z,2,REGULAR,2pt,Jump Shot,[],1630170,79.31997371879106,67.40196078431373,1610612759,51,41,2023-03-15T00:41:06Z,1770000,False,87.0,142.0,1,right,MISS D. Vassell 16' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right Center,,,,,16.64,Missed,,,,,,,,,,,,,,
190,PT08M21.00S,2023-03-15T00:41:04.9Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612753,51,41,2023-03-15T00:41:06Z,1780000,False,,,0,,B. Bol REBOUND (Off:0 Def:2),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,189.0,2.0,2.0,0.0,,,,,,
191,PT08M18.00S,2023-03-15T00:41:09.9Z,2,REGULAR,turnover,out-of-bounds,[],1629626,,,1610612753,51,41,2023-03-15T00:41:19Z,1790000,False,,,0,,B. Bol bad pass out-of-bounds TURNOVER (1 TO),[1629626],1610612753.0,ORL,bad pass,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,1627519.0,,,,,,,,,,,,,,,,
192,PT08M18.00S,2023-03-15T00:41:15.3Z,2,REGULAR,substitution,out,[],1631104,,,1610612759,51,41,2023-03-15T00:41:55Z,1800000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M18.00S,2023-03-15T00:41:15.3Z,2,REGULAR,substitution,out,[],1629646,,,1610612759,51,41,2023-03-15T00:41:55Z,1810000,False,,,0,,SUB out: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M18.00S,2023-03-15T00:41:15.3Z,2,REGULAR,substitution,out,[],1630591,,,1610612759,51,41,2023-03-15T00:41:55Z,1820000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M18.00S,2023-03-15T00:41:15.3Z,2,REGULAR,substitution,out,[],1629021,,,1610612759,51,41,2023-03-15T00:41:55Z,1830000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M18.00S,2023-03-15T00:41:15.3Z,2,REGULAR,substitution,in,[],1628984,,,1610612759,51,41,2023-03-15T00:41:55Z,1840000,False,,,0,,SUB in: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M18.00S,2023-03-15T00:41:15.3Z,2,REGULAR,substitution,in,[],1628380,,,1610612759,51,41,2023-03-15T00:41:55Z,1850000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M18.00S,2023-03-15T00:41:15.3Z,2,REGULAR,substitution,in,[],1628976,,,1610612759,51,41,2023-03-15T00:41:55Z,1860000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M18.00S,2023-03-15T00:41:15.3Z,2,REGULAR,substitution,in,[],203914,,,1610612759,51,41,2023-03-15T00:41:55Z,1870000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M56.00S,2023-03-15T00:42:01.6Z,2,REGULAR,turnover,offensive goaltending,[],203926,,,1610612759,51,41,2023-03-15T00:42:14Z,1880000,False,,,0,,D. McDermott offensive goaltending TURNOVER (1 TO),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,1627519.0,,,,,,,,,,,,,,,,
201,PT07M46.00S,2023-03-15T00:42:18.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630175,6.1268068331143235,24.264705882352942,1610612753,51,43,2023-03-15T00:43:02Z,1890000,False,129.0,5.0,1,left,C. Anthony 12' pullup Jump Shot (5 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Right,,,,,12.88,Made,5.0,,,,,,,,,,,,,
202,PT07M43.00S,2023-03-15T00:42:39.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,51,43,2023-03-15T00:42:39Z,1900000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M43.00S,2023-03-15T00:44:54.7Z,2,REGULAR,substitution,out,[],1630532,,,1610612759,51,43,2023-03-15T00:45:16Z,1910000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M43.00S,2023-03-15T00:44:54.7Z,2,REGULAR,substitution,in,[],1630284,,,1610612759,51,43,2023-03-15T00:45:16Z,1920000,False,,,0,,SUB in: K. Harris,[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M34.00S,2023-03-15T00:45:37.8Z,2,REGULAR,foul,personal,[],203914,,,1610612759,51,43,2023-03-15T00:45:55Z,1930000,False,,,0,,G. Harris personal FOUL (1 PF),"[203914, 203926]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,16-24 Right,,,,1151.0,,,,,,,,,,,,,1.0,0.0,McDermott,203926.0
207,PT07M23.00S,2023-03-15T00:46:01.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,87.33574244415243,49.754901960784316,1610612759,53,43,2023-03-15T00:46:07Z,1950000,False,-1.0,67.0,1,right,Z. Collins 6' Hook (13 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.65,Made,13.0,,,,,,,,,,,,,
208,PT07M00.00S,2023-03-15T00:46:25.6Z,2,REGULAR,foul,personal,['2freethrow'],1628984,,,1610612753,53,43,2023-03-15T00:46:41Z,1960000,False,,,0,,D. Graham shooting personal FOUL (1 PF) (Anthony 2 FT),"[1628984, 1630175]",1610612759.0,SAS,shooting,,,Graham,D. Graham,,,,,In The Paint (Non-RA),0-8 Center,,,,1627519.0,,,,,,,,,,,,,1.0,0.0,Anthony,1630175.0
210,PT07M00.00S,2023-03-15T00:46:50.2Z,2,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,53,44,2023-03-15T00:46:50Z,1980000,False,,,0,,C. Anthony Free Throw 1 of 2 (6 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
211,PT07M00.00S,2023-03-15T00:46:51.8Z,2,REGULAR,substitution,out,[],203926,,,1610612753,53,44,2023-03-15T00:46:57Z,1990000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M00.00S,2023-03-15T00:46:51.8Z,2,REGULAR,substitution,in,[],1631110,,,1610612753,53,44,2023-03-15T00:46:57Z,2000000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M00.00S,2023-03-15T00:47:12.3Z,2,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,53,45,2023-03-15T00:47:12Z,2010000,False,,,0,,C. Anthony Free Throw 2 of 2 (7 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
214,PT06M44.00S,2023-03-15T00:47:32.0Z,2,REGULAR,foul,personal,['2freethrow'],1630284,,,1610612759,53,45,2023-03-15T00:47:44Z,2020000,False,,,0,,K. Harris shooting personal FOUL (1 PF) (Sochan 2 FT),"[1630284, 1631110]",1610612753.0,ORL,shooting,,,Harris,K. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,1627519.0,,,,,,,,,,,,,1.0,0.0,Sochan,1631110.0
216,PT06M44.00S,2023-03-15T00:47:50.7Z,2,REGULAR,freethrow,1 of 2,[],1631110,,,1610612759,54,45,2023-03-15T00:47:50Z,2040000,False,,,0,,J. Sochan Free Throw 1 of 2 (8 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
217,PT06M44.00S,2023-03-15T00:48:02.0Z,2,REGULAR,freethrow,2 of 2,[],1631110,,,1610612759,55,45,2023-03-15T00:48:02Z,2050000,False,,,0,,J. Sochan Free Throw 2 of 2 (9 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
218,PT06M36.00S,2023-03-15T00:48:11.3Z,2,REGULAR,2pt,Jump Shot,[],1630175,13.485545335085414,75.24509803921569,1610612753,55,45,2023-03-15T00:48:19Z,2060000,False,-126.0,74.0,1,left,MISS C. Anthony 14' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Left,,,,,14.64,Missed,,,,,,,,,,,,,,
219,PT06M34.00S,2023-03-15T00:48:13.3Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,55,45,2023-03-15T00:52:42Z,2070000,False,,,0,,J. Sochan REBOUND (Off:0 Def:4),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,218.0,4.0,4.0,0.0,,,,,,
221,PT06M17.00S,2023-03-15T00:48:39.8Z,2,REGULAR,2pt,Jump Shot,[],1631110,94.82588699080158,75.0,1610612759,55,45,2023-03-15T00:48:45Z,2090000,False,125.0,-4.0,1,right,MISS J. Sochan 12' pullup Shot,[1631110],1610612759.0,SAS,pullup,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Right,,,,,12.51,Missed,,,,,,,,,,,,,,
222,PT06M13.00S,2023-03-15T00:48:43.8Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612753,55,45,2023-03-15T00:48:45Z,2100000,False,,,0,,B. Bol REBOUND (Off:0 Def:3),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,8-16 Right,,,,,,,,,,,221.0,3.0,3.0,0.0,,,,,,
223,PT06M02.00S,2023-03-15T00:48:55.0Z,2,REGULAR,2pt,Jump Shot,[],1629626,5.075558475689881,66.17647058823529,1610612753,55,47,2023-03-15T00:51:46Z,2110000,False,-81.0,-5.0,1,left,B. Bol 8' driving floating Jump Shot (2 PTS) (K. Harris 1 AST),"[1629626, 1630284]",1610612753.0,ORL,driving floating,,,Bol,B. Bol,,,,,Mid-Range,8-16 Left,,,,,8.1,Made,2.0,K. Harris,1630284.0,1.0,,,,,,,,,,
225,PT05M48.00S,2023-03-15T00:49:08.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,86.67871222076215,50.245098039215684,1610612759,55,47,2023-03-15T00:52:23Z,2130000,False,1.0,73.0,1,right,MISS Z. Collins 7' turnaround Shot,[1628380],1610612759.0,SAS,turnaround,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.27,Missed,,,,,,,,,,,,,,
226,PT05M45.00S,2023-03-15T00:49:11.2Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,55,47,2023-03-15T00:49:13Z,2140000,False,,,0,,W. Carter Jr. REBOUND (Off:2 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,225.0,6.0,4.0,2.0,,,,,,
227,PT05M40.00S,2023-03-15T00:49:16.7Z,2,REGULAR,3pt,Jump Shot,[],1629626,27.677398160315374,17.647058823529413,1610612753,55,47,2023-03-15T00:52:37Z,2150000,False,162.0,208.0,1,left,MISS B. Bol 26' pullup 3PT,[1629626],1610612753.0,ORL,pullup,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,,,,,26.33,Missed,,,,,,,,,,,,,,
228,PT05M35.00S,2023-03-15T00:49:21.7Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,55,47,2023-03-15T00:49:25Z,2160000,False,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,227.0,3.0,3.0,0.0,,,,,,
229,PT05M33.00S,2023-03-15T00:49:23.5Z,2,REGULAR,turnover,bad pass,[],1630170,,,1610612759,55,47,2023-03-15T00:49:32Z,2170000,False,,,0,,D. Vassell bad pass TURNOVER (2 TO),"[1630170, 1629626]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,2.0,Bol,1629626.0,,,,,,,,,,,,,,,,,
230,PT05M33.00S,2023-03-15T00:49:23.5Z,2,REGULAR,steal,,[],1629626,,,1610612753,55,47,2023-03-15T00:49:27Z,2180000,False,,,0,,B. Bol STEAL (1 STL),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
231,PT05M27.00S,2023-03-15T00:49:31.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630175,17.95335085413929,6.372549019607843,1610612753,55,50,2023-03-15T00:53:40Z,2190000,False,218.0,116.0,1,left,C. Anthony 24' 3PT running (10 PTS) (B. Bol 2 AST),"[1630175, 1629626]",1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,,,,,24.72,Made,10.0,B. Bol,1629626.0,2.0,,,,,,,,,,
233,PT05M27.00S,2023-03-15T00:51:15.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,55,50,2023-03-15T00:51:15Z,2210000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M27.00S,2023-03-15T00:51:57.9Z,2,REGULAR,substitution,out,[],1628966,,,1610612759,55,50,2023-03-15T00:52:22Z,2220000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M27.00S,2023-03-15T00:51:57.9Z,2,REGULAR,substitution,out,[],1630175,,,1610612759,55,50,2023-03-15T00:52:22Z,2230000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M27.00S,2023-03-15T00:51:57.9Z,2,REGULAR,substitution,in,[],1630572,,,1610612759,55,50,2023-03-15T00:52:22Z,2240000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M27.00S,2023-03-15T00:51:57.9Z,2,REGULAR,substitution,in,[],1628365,,,1610612759,55,50,2023-03-15T00:52:22Z,2250000,False,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M08.00S,2023-03-15T00:52:45.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,93.51182654402102,53.67647058823529,1610612759,57,50,2023-03-15T00:52:57Z,2260000,False,18.0,8.0,1,right,D. Vassell driving finger roll Layup (2 PTS) (Z. Collins 1 AST),"[1630170, 1628380]",1610612759.0,SAS,driving finger roll,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,2.03,Made,2.0,Z. Collins,1628380.0,1.0,,,,,,,,,,
240,PT05M08.00S,2023-03-15T00:52:56.5Z,2,REGULAR,foul,personal,['1freethrow'],1628976,,,1610612759,57,50,2023-03-15T00:53:06Z,2280000,False,,,0,,W. Carter Jr. shooting personal FOUL (2 PF) (Vassell 1 FT),"[1628976, 1630170]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,2530.0,,,,,,,,,,,,,2.0,0.0,Vassell,1630170.0
242,PT05M08.00S,2023-03-15T00:53:13.2Z,2,REGULAR,freethrow,1 of 1,[],1630170,,,1610612759,58,50,2023-03-15T00:53:13Z,2300000,False,,,0,,D. Vassell Free Throw 1 of 1 (3 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
243,PT04M52.00S,2023-03-15T00:53:29.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,7.046649145860711,51.470588235294116,1610612753,58,52,2023-03-15T00:53:38Z,2310000,False,-7.0,14.0,1,left,W. Carter Jr. driving DUNK (9 PTS) (G. Harris 2 AST),"[1628976, 203914]",1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,1.56,Made,9.0,G. Harris,203914.0,2.0,,,,,,,,,,
245,PT04M41.00S,2023-03-15T00:53:43.0Z,2,REGULAR,turnover,out-of-bounds,[],1628984,,,1610612759,58,52,2023-03-15T00:54:02Z,2330000,False,,,0,,D. Graham lost ball out-of-bounds TURNOVER (1 TO),[1628984],1610612759.0,SAS,lost ball,,,Graham,D. Graham,,,,,Mid-Range,8-16 Left,1.0,,,1627519.0,,,,,,,,,,,,,,,,
246,PT04M41.00S,2023-03-15T00:53:55.1Z,2,REGULAR,substitution,out,[],1629626,,,1610612753,58,52,2023-03-15T00:54:00Z,2340000,False,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M41.00S,2023-03-15T00:53:55.1Z,2,REGULAR,substitution,in,[],1631094,,,1610612753,58,52,2023-03-15T00:54:00Z,2350000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M26.00S,2023-03-15T00:54:15.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628976,17.559132720105126,72.79411764705883,1610612753,58,52,2023-03-15T00:54:22Z,2360000,False,-114.0,113.0,1,left,MISS W. Carter Jr. 16' pullup bank Shot,[1628976],1610612753.0,ORL,pullup bank,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,16.02,Missed,,,,,,,,,,,,,,
