actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-04-10T02:13:14.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-10T02:13:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-04-10T02:13:18.0Z,1,REGULAR,jumpball,recovered,[],1629060,,,1610612747,0,0,2026-04-10T02:13:17Z,40000,False,,,0,,Jump Ball D. Ayton vs. D. Green: Tip to R. Hachimura,"[1629060, 1629028, 203110]",1610612747.0,LAL,startperiod,R. Hachimura,1629060.0,Hachimura,R. Hachimura,Ayton,1629028.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2026-04-10T02:13:52.7Z,1,REGULAR,jumpball,recovered,[],1628379,,,1610612747,0,0,2026-04-10T02:14:00Z,70000,False,,,0,,Jump Ball J. LaRavia vs. D. Green: Tip to L. Kennard,"[1628379, 1631222, 203110]",1610612747.0,LAL,heldball,L. Kennard,1628379.0,Kennard,L. Kennard,LaRavia,1631222.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,,
10,PT11M34.00S,2026-04-10T02:13:59.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,18.347568988173457,48.529411764705884,1610612747,0,2,2026-04-10T02:18:13Z,100000,False,7.0,120.0,1,left,D. Ayton 12' fadeaway Jump Shot (2 PTS),[1629028],1610612747.0,LAL,fadeaway,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,12.02,Made,2.0,,,,,,,,,,,,,,,,,
11,PT11M08.00S,2026-04-10T02:14:25.2Z,1,REGULAR,3pt,Jump Shot,[],1641764,75.24638633377135,14.950980392156863,1610612744,0,2,2026-04-10T02:14:34Z,110000,False,-175.0,180.0,1,right,MISS B. Podziemski 25' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,25.13,Missed,,,,,,,,,,,,,,,,,,
12,PT11M06.00S,2026-04-10T02:14:27.2Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,0,2,2026-04-10T02:14:34Z,120000,False,,,0,,D. Green REBOUND (Off:1 Def:0),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,
13,PT10M58.00S,2026-04-10T02:14:38.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641764,76.42904073587385,87.5,1610612744,0,2,2026-04-10T02:15:01Z,130000,False,188.0,169.0,1,right,MISS B. Podziemski 25' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
14,PT10M56.00S,2026-04-10T02:14:40.4Z,1,REGULAR,rebound,defensive,[],1631222,,,1610612747,0,2,2026-04-10T02:15:01Z,140000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:1),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Right Center,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,
15,PT10M47.00S,2026-04-10T02:14:46.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,6.1268068331143235,62.99019607843137,1610612747,0,2,2026-04-10T02:15:37Z,150000,False,-65.0,5.0,1,left,MISS L. Kennard 6' turnaround bank Shot,[1628379],1610612747.0,LAL,turnaround bank,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,6.52,Missed,,,,,,,,,,,,,,,,,,
16,PT10M44.00S,2026-04-10T02:14:49.9Z,1,REGULAR,rebound,defensive,[],1631466,,,1610612744,0,2,2026-04-10T02:14:51Z,160000,False,,,0,,N. Williams REBOUND (Off:0 Def:1),[1631466],1610612744.0,GSW,,,,Williams,N. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,
