actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-02-04T03:12:40.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-04T03:12:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-02-04T03:12:42.3Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2026-02-04T03:12:42Z,40000,False,,,0,,Jump Ball A. Drummond vs. A. Horford: Tip to T. Maxey,"[1630178, 203083, 201143]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Drummond,203083.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2026-02-04T03:12:59.3Z,1,REGULAR,turnover,lost ball,[],1630178,,,1610612755,0,0,2026-02-04T03:13:03Z,70000,False,,,0,,T. Maxey lost ball TURNOVER (1 TO),"[1630178, 1630541]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,1.0,Moody,1630541.0,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2026-02-04T03:12:59.3Z,1,REGULAR,steal,,[],1630541,,,1610612744,0,0,2026-02-04T03:13:33Z,80000,False,,,0,,M. Moody STEAL (1 STL),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M20.00S,2026-02-04T03:13:20.1Z,1,REGULAR,turnover,lost ball,[],1630541,,,1610612744,0,0,2026-02-04T03:13:22Z,90000,False,,,0,,M. Moody lost ball TURNOVER (1 TO),"[1630541, 1630178]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,1.0,Maxey,1630178.0,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2026-02-04T03:13:20.1Z,1,REGULAR,steal,,[],1630178,,,1610612755,0,0,2026-02-04T03:13:21Z,100000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
11,PT11M17.00S,2026-02-04T03:13:23.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630178,24.392247043363994,88.23529411764706,1610612755,0,0,2026-02-04T03:13:31Z,110000,False,-191.0,177.0,1,left,MISS T. Maxey 26' running pullup 3PT,[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,26.04,Missed,,,,,,,,,,,,,,,
12,PT11M13.00S,2026-02-04T03:13:27.6Z,1,REGULAR,rebound,offensive,[],1642845,,,1610612755,0,0,2026-02-04T03:30:19Z,120000,False,,,0,,V. Edgecombe REBOUND (Off:1 Def:0),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,,
124,PT11M12.00S,2026-02-04T03:13:27.8Z,1,REGULAR,turnover,bad pass,[],1642845,,,1610612755,0,0,2026-02-04T03:30:39Z,125000,False,,,0,,V. Edgecombe bad pass TURNOVER (1 TO),"[1642845, 1630611]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,16-24 Right,1.0,Santos,1630611.0,,,,,,,,,,,,,,,,,
125,PT11M12.00S,2026-02-04T03:13:27.8Z,1,REGULAR,steal,,[],1630611,,,1610612744,0,0,2026-02-04T03:30:39Z,127500,False,,,0,,G. Santos STEAL (1 STL),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
13,PT11M08.00S,2026-02-04T03:13:32.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641764,73.27529566360053,82.59803921568627,1610612744,3,0,2026-02-04T03:30:39Z,130000,False,163.0,199.0,1,right,B. Podziemski 25' 3PT running (3 PTS) (A. Horford 1 AST),"[1641764, 201143]",1610612744.0,GSW,running,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,,25.7,Made,,,,,3.0,A. Horford,201143.0,1.0,,,,,,,
15,PT10M42.00S,2026-02-04T03:13:58.5Z,1,REGULAR,3pt,Jump Shot,[],1642845,22.026938239159,89.4607843137255,1610612755,3,0,2026-02-04T03:14:06Z,150000,False,-197.0,155.0,1,left,MISS V. Edgecombe 25' 3PT - blocked,"[1642845, 201143]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,,,,25.07,Missed,,,,,,,,,Horford,201143.0,,,,,
126,PT10M42.00S,2026-02-04T03:13:58.5Z,1,REGULAR,block,,[],201143,,,1610612755,3,0,2026-02-04T03:30:54Z,155000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
16,PT10M38.00S,2026-02-04T03:14:02.5Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,3,0,2026-02-04T03:14:06Z,160000,False,,,0,,A. Drummond REBOUND (Off:1 Def:0),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,,
17,PT10M38.00S,2026-02-04T03:14:04.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203083,5.590000152587891,50.0,1610612755,3,2,2026-02-04T03:14:04Z,170000,False,0.0,0.0,1,left,A. Drummond putback DUNK (2 PTS),[203083],1610612755.0,PHI,putback,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,,,,2.0,,,,,,,,,,
19,PT10M24.00S,2026-02-04T03:14:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,89.83245729303549,42.64705882352941,1610612744,3,2,2026-02-04T03:14:40Z,190000,False,-37.0,43.0,1,right,MISS B. Podziemski driving Layup,[1641764],1610612744.0,GSW,driving,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,5.67,Missed,,,,,,,,,,,,,,,
20,PT10M22.00S,2026-02-04T03:14:38.5Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,3,2,2026-02-04T03:14:40Z,200000,False,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,19.0,2.0,1.0,1.0,,,,,,,,,,,
21,PT10M13.00S,2026-02-04T03:14:47.2Z,1,REGULAR,3pt,Jump Shot,[],1631230,6.783837056504599,4.6568627450980395,1610612755,3,5,2026-02-04T03:14:51Z,210000,False,227.0,11.0,1,left,D. Barlow 3PT  (3 PTS) (V. Edgecombe 1 AST),"[1631230, 1642845]",1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Right Corner 3,24+ Right,,,,22.7,Made,,,,,3.0,V. Edgecombe,1642845.0,1.0,,,,,,,
23,PT10M04.00S,2026-02-04T03:15:02.7Z,1,REGULAR,turnover,bad pass,[],1641764,,,1610612744,3,5,2026-02-04T03:15:05Z,230000,False,,,0,,B. Podziemski bad pass TURNOVER (1 TO),"[1641764, 1642845]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,1.0,Edgecombe,1642845.0,,,,,,,,,,,,,,,,,
24,PT10M04.00S,2026-02-04T03:15:02.7Z,1,REGULAR,steal,,[],1642845,,,1610612755,3,5,2026-02-04T03:15:04Z,240000,False,,,0,,V. Edgecombe STEAL (1 STL),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
25,PT10M00.00S,2026-02-04T03:15:07.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,8.229303547963205,47.794117647058826,1610612755,3,5,2026-02-04T03:15:18Z,250000,False,11.0,25.0,1,left,MISS K. Oubre Jr. running finger roll Layup,[1626162],1610612755.0,PHI,running finger roll,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,2.72,Missed,,,,,,,,,,,,,,,
26,PT09M54.00S,2026-02-04T03:15:12.9Z,1,REGULAR,rebound,offensive,[],1631230,,,1610612755,3,5,2026-02-04T03:15:13Z,260000,False,,,0,,D. Barlow REBOUND (Off:1 Def:0),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,25.0,1.0,0.0,1.0,,,,,,,,,,,
27,PT09M54.00S,2026-02-04T03:15:12.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1631230,5.590000152587891,50.0,1610612755,3,5,2026-02-04T03:18:17Z,270000,False,0.0,0.0,1,left,MISS D. Barlow tip Layup,[1631230],1610612755.0,PHI,tip,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
28,PT09M53.00S,2026-02-04T03:15:13.9Z,1,REGULAR,rebound,offensive,[],1631230,,,1610612755,3,5,2026-02-04T03:18:17Z,280000,False,,,0,,D. Barlow REBOUND (Off:2 Def:0),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,27.0,2.0,0.0,2.0,,,,,,,,,,,
29,PT09M53.00S,2026-02-04T03:15:14.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631230,5.590000152587891,50.0,1610612755,3,5,2026-02-04T03:15:14Z,290000,False,0.0,0.0,1,left,MISS D. Barlow tip Layup,[1631230],1610612755.0,PHI,tip,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
30,PT09M52.00S,2026-02-04T03:15:15.2Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,3,5,2026-02-04T03:15:15Z,300000,False,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Mid-Range,8-16 Left,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,
31,PT09M45.00S,2026-02-04T03:15:22.3Z,1,REGULAR,3pt,Jump Shot,[],203110,67.23061760840999,39.705882352941174,1610612744,3,5,2026-02-04T03:15:27Z,310000,False,-51.0,256.0,1,right,MISS D. Green 26' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,26.06,Missed,,,,,,,,,,,,,,,
32,PT09M41.00S,2026-02-04T03:15:26.3Z,1,REGULAR,rebound,defensive,[],1642845,,,1610612755,3,5,2026-02-04T03:15:27Z,320000,False,,,0,,V. Edgecombe REBOUND (Off:1 Def:1),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Center,,,,,,31.0,2.0,1.0,1.0,,,,,,,,,,,
33,PT09M34.00S,2026-02-04T03:15:33.0Z,1,REGULAR,2pt,Jump Shot,[],1630178,18.347568988173457,75.98039215686273,1610612755,3,5,2026-02-04T03:15:40Z,330000,False,-130.0,120.0,1,left,MISS T. Maxey 17' step back Shot,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left Center,,,,17.68,Missed,,,,,,,,,,,,,,,
34,PT09M30.00S,2026-02-04T03:15:37.0Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,3,5,2026-02-04T03:15:40Z,340000,False,,,0,,A. Drummond REBOUND (Off:2 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Left Center,,,,,,33.0,3.0,1.0,2.0,,,,,,,,,,,
35,PT09M30.00S,2026-02-04T03:15:36.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,5.590000152587891,50.0,1610612755,3,7,2026-02-04T03:15:36Z,350000,False,0.0,0.0,1,left,A. Drummond tip Layup (4 PTS),[203083],1610612755.0,PHI,tip,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,,,,4.0,,,,,,,,,,
36,PT09M21.00S,2026-02-04T03:15:46.1Z,1,REGULAR,3pt,Jump Shot,[],1630541,74.58935611038108,14.950980392156863,1610612744,6,7,2026-02-04T03:15:50Z,360000,False,-175.0,186.0,1,right,M. Moody 25' 3PT  (3 PTS) (B. Podziemski 1 AST),"[1630541, 1641764]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,,,,25.58,Made,,,,,3.0,B. Podziemski,1641764.0,1.0,,,,,,,
38,PT09M06.00S,2026-02-04T03:16:00.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,18.478975032851512,54.90196078431373,1610612755,6,9,2026-02-04T03:16:05Z,380000,False,-25.0,121.0,1,left,V. Edgecombe 12' step back Jump Shot (2 PTS) (K. Oubre Jr. 1 AST),"[1642845, 1626162]",1610612755.0,PHI,step back,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,,,,12.37,Made,,,,,2.0,K. Oubre Jr.,1626162.0,1.0,,,,,,,
39,PT08M51.00S,2026-02-04T03:16:17.2Z,1,REGULAR,3pt,Jump Shot,[],203110,76.95466491458606,12.745098039215685,1610612744,6,9,2026-02-04T03:16:20Z,390000,False,-186.0,164.0,1,right,MISS D. Green 24' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,24.83,Missed,,,,,,,,,,,,,,,
