actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
90,PT05M26.00S,2026-01-12T01:56:39.7Z,1,REGULAR,foul,personal,[],1630700,,,1610612744,14,16,2026-01-12T01:56:51Z,900000,False,,,0,,D. Daniels personal FOUL (1 PF),"[1630700, 203110]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Right Center,204058.0,,,,,,,,,1.0,0.0,Green,203110.0,,,,,,,
92,PT05M26.00S,2026-01-12T01:56:51.7Z,1,REGULAR,substitution,out,[],203110,,,1610612744,14,16,2026-01-12T01:56:58Z,920000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M26.00S,2026-01-12T01:56:51.7Z,1,REGULAR,substitution,in,[],201143,,,1610612744,14,16,2026-01-12T01:56:58Z,930000,False,,,0,,SUB in: A. Horford,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M13.00S,2026-01-12T01:57:15.1Z,1,REGULAR,3pt,Jump Shot,[],201939,52.5131406044678,55.88235294117647,1610612744,14,16,2026-01-12T02:04:50Z,940000,False,29.0,394.0,1,right,MISS S. Curry 39' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,39.5,Missed,,,,,,,,,,,,,,,,
95,PT05M09.00S,2026-01-12T01:57:19.1Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612737,14,16,2026-01-12T01:57:20Z,950000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,
96,PT05M04.00S,2026-01-12T01:57:23.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,30.56833114323259,71.07843137254902,1610612737,14,16,2026-01-12T02:05:30Z,960000,False,-105.0,235.0,1,left,MISS L. Kennard 25' running pullup 3PT,[1628379],1610612737.0,ATL,running pullup,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,25.74,Missed,,,,,,,,,,,,,,,,
97,PT05M02.00S,2026-01-12T01:57:26.2Z,1,REGULAR,rebound,offensive,[],1630552,,,1610612737,14,16,2026-01-12T01:57:26Z,970000,False,,,0,,J. Johnson REBOUND (Off:1 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,96.0,2.0,1.0,1.0,,,,,,,,,,,,
98,PT04M58.00S,2026-01-12T01:57:30.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630552,8.360709592641262,75.24509803921569,1610612737,14,18,2026-01-12T01:57:36Z,980000,False,-126.0,26.0,1,left,J. Johnson 12' turnaround fadeaway Jump Shot (10 PTS),[1630552],1610612737.0,ATL,turnaround fadeaway,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,,,12.89,Made,,,,,10.0,,,,,,,,,,,
99,PT04M36.00S,2026-01-12T01:57:50.9Z,1,REGULAR,2pt,Jump Shot,[],201939,93.24901445466492,26.225490196078432,1610612744,16,18,2026-01-12T01:57:55Z,990000,False,-119.0,11.0,1,right,S. Curry 11' turnaround Jump Shot (9 PTS) (A. Horford 1 AST),"[201939, 201143]",1610612744.0,GSW,turnaround,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,,,11.94,Made,,,,,9.0,,,,,A. Horford,201143.0,1.0,,,,
101,PT04M23.00S,2026-01-12T01:58:04.0Z,1,REGULAR,3pt,Jump Shot,[],1631243,32.013797634691194,26.96078431372549,1610612737,16,21,2026-01-12T01:58:08Z,1010000,False,115.0,248.0,1,left,M. Gueye 27' 3PT  (3 PTS) (J. Johnson 2 AST),"[1631243, 1630552]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Right Center,,,27.38,Made,,,,,3.0,,,,,J. Johnson,1630552.0,2.0,,,,
103,PT04M11.00S,2026-01-12T01:58:16.4Z,1,REGULAR,3pt,Jump Shot,[],201939,64.20827858081472,51.9607843137255,1610612744,16,21,2026-01-12T02:06:14Z,1030000,False,10.0,284.0,1,right,MISS S. Curry 28' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,28.41,Missed,,,,,,,,,,,,,,,,
104,PT04M09.00S,2026-01-12T01:58:18.8Z,1,REGULAR,rebound,offensive,[],201143,,,1610612744,16,21,2026-01-12T01:58:18Z,1040000,False,,,0,,A. Horford REBOUND (Off:1 Def:0),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,,103.0,1.0,0.0,1.0,,,,,,,,,,,,
105,PT04M08.00S,2026-01-12T01:58:19.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201939,83.65637319316689,3.9215686274509802,1610612744,16,21,2026-01-12T01:58:24Z,1050000,False,-230.0,101.0,1,right,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,25.16,Missed,,,,,,,,,,,,,,,,
106,PT04M05.00S,2026-01-12T01:58:22.7Z,1,REGULAR,rebound,offensive,[],201143,,,1610612744,16,21,2026-01-12T01:58:24Z,1060000,False,,,0,,A. Horford REBOUND (Off:2 Def:0),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,105.0,2.0,0.0,2.0,,,,,,,,,,,,
107,PT04M03.00S,2026-01-12T01:58:24.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630541,66.17936925098554,61.274509803921575,1610612744,16,21,2026-01-12T01:58:32Z,1070000,False,56.0,265.0,1,right,MISS M. Moody 27' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Center,,,27.13,Missed,,,,,,,,,,,,,,,,
108,PT04M00.00S,2026-01-12T01:58:27.9Z,1,REGULAR,rebound,offensive,[],1627780,,,1610612744,16,21,2026-01-12T01:58:32Z,1080000,False,,,0,,G. Payton II REBOUND (Off:1 Def:0),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,,,,,107.0,1.0,0.0,1.0,,,,,,,,,,,,
109,PT03M47.00S,2026-01-12T01:58:41.0Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1628379,,,1610612744,16,21,2026-01-12T01:58:53Z,1090000,False,,,0,,L. Kennard shooting personal FOUL (1 PF) (Moody 3 FT),"[1628379, 1630541]",1610612737.0,ATL,shooting,,,Kennard,L. Kennard,,,,,Right Corner 3,24+ Right,1628168.0,,,,,,,,,1.0,0.0,Moody,1630541.0,,,,,,,
111,PT03M47.00S,2026-01-12T01:59:20.7Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],1630541,,,1610612744,17,21,2026-01-12T01:59:20Z,1110000,False,,,0,,M. Moody Free Throw 1 of 3 (1 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
112,PT03M47.00S,2026-01-12T01:59:39.8Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],1630541,,,1610612744,17,21,2026-01-12T01:59:39Z,1120000,False,,,0,,MISS M. Moody Free Throw 2 of 3,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
113,PT03M47.00S,2026-01-12T01:59:39.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,17,21,2026-01-12T01:59:39Z,1130000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,
114,PT03M47.00S,2026-01-12T01:59:40.9Z,1,REGULAR,substitution,out,[],1627780,,,1610612744,17,21,2026-01-12T02:00:03Z,1140000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M47.00S,2026-01-12T01:59:40.9Z,1,REGULAR,substitution,out,[],1630611,,,1610612744,17,21,2026-01-12T02:00:03Z,1150000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M47.00S,2026-01-12T01:59:40.9Z,1,REGULAR,substitution,out,[],201939,,,1610612744,17,21,2026-01-12T02:00:03Z,1160000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M47.00S,2026-01-12T01:59:40.9Z,1,REGULAR,substitution,out,[],1630552,,,1610612744,17,21,2026-01-12T02:00:03Z,1170000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M47.00S,2026-01-12T01:59:40.9Z,1,REGULAR,substitution,out,[],1630700,,,1610612744,17,21,2026-01-12T02:00:03Z,1180000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M47.00S,2026-01-12T01:59:40.9Z,1,REGULAR,substitution,in,[],202710,,,1610612744,17,21,2026-01-12T02:00:03Z,1190000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M47.00S,2026-01-12T01:59:40.9Z,1,REGULAR,substitution,in,[],1629001,,,1610612744,17,21,2026-01-12T02:00:03Z,1200000,False,,,0,,SUB in: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M47.00S,2026-01-12T01:59:40.9Z,1,REGULAR,substitution,in,[],1641764,,,1610612744,17,21,2026-01-12T02:00:03Z,1210000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M47.00S,2026-01-12T01:59:40.9Z,1,REGULAR,substitution,in,[],1629638,,,1610612744,17,21,2026-01-12T02:00:03Z,1220000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M47.00S,2026-01-12T01:59:40.9Z,1,REGULAR,substitution,in,[],1630168,,,1610612744,17,21,2026-01-12T02:00:03Z,1230000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M47.00S,2026-01-12T02:00:06.9Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],1630541,,,1610612744,18,21,2026-01-12T02:00:06Z,1240000,False,,,0,,M. Moody Free Throw 3 of 3 (2 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
125,PT03M30.00S,2026-01-12T02:00:24.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,7.440867279894875,56.372549019607845,1610612737,18,23,2026-01-12T02:08:32Z,1250000,False,-32.0,17.0,1,left,N. Alexander-Walker driving Layup (5 PTS) (C. McCollum 1 AST),"[1629638, 203468]",1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,3.63,Made,,,,,5.0,,,,,C. McCollum,203468.0,1.0,,,,
127,PT03M07.00S,2026-01-12T02:00:47.6Z,1,REGULAR,3pt,Jump Shot,[],202710,63.55124835742444,47.30392156862745,1610612744,21,23,2026-01-12T02:00:51Z,1270000,False,-13.0,290.0,1,right,J. Butler III 29' 3PT  (5 PTS) (M. Moody 1 AST),"[202710, 1630541]",1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Center,,,29.04,Made,,,,,5.0,,,,,M. Moody,1630541.0,1.0,,,,
129,PT02M56.00S,2026-01-12T02:00:58.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,16.63929040735874,51.225490196078425,1610612737,21,23,2026-01-12T02:01:04Z,1290000,False,-6.0,104.0,1,left,MISS C. McCollum 10' turnaround fadeaway Shot,[203468],1610612737.0,ATL,turnaround fadeaway,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,10.41,Missed,,,,,,,,,,,,,,,,
130,PT02M52.00S,2026-01-12T02:01:02.8Z,1,REGULAR,rebound,defensive,[],201143,,,1610612744,21,23,2026-01-12T02:01:04Z,1300000,False,,,0,,A. Horford REBOUND (Off:2 Def:1),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,129.0,3.0,1.0,2.0,,,,,,,,,,,,
131,PT02M33.00S,2026-01-12T02:01:21.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,90.62089356110381,55.392156862745104,1610612744,23,23,2026-01-12T02:10:48Z,1310000,False,27.0,36.0,1,right,A. Horford cutting Layup (2 PTS) (J. Butler III 3 AST),"[201143, 202710]",1610612744.0,GSW,cutting,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,4.48,Made,,,,,2.0,,,,,J. Butler III,202710.0,3.0,,,,
133,PT02M33.00S,2026-01-12T02:01:29.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,23,23,2026-01-12T02:01:29Z,1330000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M33.00S,2026-01-12T02:04:00.5Z,1,REGULAR,substitution,out,[],1630541,,,1610612737,23,23,2026-01-12T02:04:11Z,1340000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M33.00S,2026-01-12T02:04:00.5Z,1,REGULAR,substitution,in,[],1642954,,,1610612737,23,23,2026-01-12T02:04:11Z,1350000,False,,,0,,SUB in: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M14.00S,2026-01-12T02:04:39.2Z,1,REGULAR,3pt,Jump Shot,[],1629638,32.14520367936925,38.72549019607843,1610612737,23,23,2026-01-12T02:11:40Z,1360000,False,56.0,250.0,1,left,MISS N. Alexander-Walker 25' step back 3PT,[1629638],1610612737.0,ATL,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,25.6,Missed,,,,,,,,,,,,,,,,
137,PT02M09.00S,2026-01-12T02:04:44.2Z,1,REGULAR,rebound,defensive,[],201143,,,1610612744,23,23,2026-01-12T02:04:46Z,1370000,False,,,0,,A. Horford REBOUND (Off:2 Def:2),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,,136.0,4.0,2.0,2.0,,,,,,,,,,,,
138,PT01M50.00S,2026-01-12T02:05:02.2Z,1,REGULAR,3pt,Jump Shot,[],201143,67.09921156373193,58.333333333333336,1610612744,26,23,2026-01-12T02:05:06Z,1380000,False,42.0,257.0,1,right,A. Horford 26' 3PT  (5 PTS) (J. Butler III 4 AST),"[201143, 202710]",1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,26.02,Made,,,,,5.0,,,,,J. Butler III,202710.0,4.0,,,,
140,PT01M38.00S,2026-01-12T02:05:14.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,9.280551905387648,50.0,1610612737,26,23,2026-01-12T02:12:44Z,1400000,False,0.0,35.0,1,left,MISS O. Okongwu driving Hook - blocked,"[1630168, 201143]",1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,3.47,Missed,,,,,,,,,,,,,,,Horford,201143.0
142,PT01M38.00S,2026-01-12T02:05:14.8Z,1,REGULAR,block,,[],201143,,,1610612737,26,23,2026-01-12T02:05:24Z,1405000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
141,PT01M37.00S,2026-01-12T02:05:15.8Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612744,26,23,2026-01-12T02:05:31Z,1410000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,140.0,1.0,1.0,0.0,,,,,,,,,,,,
143,PT01M27.00S,2026-01-12T02:05:26.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629001,92.72339027595268,49.26470588235294,1610612744,28,23,2026-01-12T02:13:34Z,1420000,False,-4.0,16.0,1,right,D. Melton running finger roll Layup (2 PTS),[1629001],1610612744.0,GSW,running finger roll,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,1.63,Made,,,,,2.0,,,,,,,,,,,
144,PT01M22.00S,2026-01-12T02:05:32.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,12.959921156373195,43.38235294117647,1610612737,28,23,2026-01-12T02:14:46Z,1430000,False,33.0,69.0,1,left,MISS C. McCollum 7' driving floating Shot,[203468],1610612737.0,ATL,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,7.68,Missed,,,,,,,,,,,,,,,,
145,PT01M20.00S,2026-01-12T02:05:34.4Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,28,23,2026-01-12T02:14:46Z,1440000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,144.0,2.0,1.0,1.0,,,,,,,,,,,,
146,PT01M13.00S,2026-01-12T02:05:39.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628379,9.806176084099869,48.529411764705884,1610612737,28,25,2026-01-12T02:15:18Z,1450000,False,7.0,40.0,1,left,L. Kennard cutting finger roll Layup (2 PTS) (O. Okongwu 3 AST),"[1628379, 1630168]",1610612737.0,ATL,cutting finger roll,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,4.04,Made,,,,,2.0,,,,,O. Okongwu,1630168.0,3.0,,,,
148,PT00M48.60S,2026-01-12T02:06:05.0Z,1,REGULAR,2pt,Jump Shot,[],202710,75.64060446780552,50.245098039215684,1610612744,28,25,2026-01-12T02:15:53Z,1470000,False,1.0,176.0,1,right,MISS J. Butler III 17' fadeaway Shot,[202710],1610612744.0,GSW,fadeaway,,,Butler III,J. Butler III,,,,,Mid-Range,16-24 Center,,,17.65,Missed,,,,,,,,,,,,,,,,
149,PT00M45.30S,2026-01-12T02:06:08.3Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,28,25,2026-01-12T02:06:18Z,1480000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Center,,,,,148.0,3.0,2.0,1.0,,,,,,,,,,,,
150,PT00M38.30S,2026-01-12T02:06:15.4Z,1,REGULAR,2pt,Jump Shot,[],1629638,18.74178712220762,22.54901960784314,1610612737,28,27,2026-01-12T02:16:26Z,1490000,False,137.0,124.0,1,left,N. Alexander-Walker 18' step back Jump Shot (7 PTS),[1629638],1610612737.0,ATL,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Right Center,,,18.48,Made,,,,,7.0,,,,,,,,,,,
151,PT00M25.40S,2026-01-12T02:06:31.5Z,1,REGULAR,3pt,Jump Shot,[],202710,66.3107752956636,52.94117647058824,1610612744,28,27,2026-01-12T02:06:44Z,1500000,False,15.0,264.0,1,right,MISS J. Butler III 26' 3PT,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Center,,,26.46,Missed,,,,,,,,,,,,,,,,
152,PT00M22.80S,2026-01-12T02:06:34.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,28,27,2026-01-12T02:06:48Z,1510000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Center,,,,,151.0,,,,,,,,,,,,,,,
154,PT00M22.80S,2026-01-12T02:06:52.2Z,1,REGULAR,substitution,out,[],1641764,,,1610612737,28,27,2026-01-12T02:06:57Z,1530000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M22.80S,2026-01-12T02:06:52.2Z,1,REGULAR,substitution,in,[],1627780,,,1610612737,28,27,2026-01-12T02:06:57Z,1540000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M08.70S,2026-01-12T02:07:16.9Z,1,REGULAR,2pt,Jump Shot,[],1629638,11.645860709592641,30.14705882352941,1610612737,28,27,2026-01-12T02:17:44Z,1550000,False,99.0,57.0,1,left,MISS N. Alexander-Walker 11' driving floating Shot - blocked,"[1629638, 1629001]",1610612737.0,ATL,driving floating,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Right,,,11.45,Missed,,,,,,,,,,,,,,,Melton,1629001.0
157,PT00M08.70S,2026-01-12T02:07:16.9Z,1,REGULAR,block,,[],1629001,,,1610612737,28,27,2026-01-12T02:07:20Z,1560000,False,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
158,PT00M06.90S,2026-01-12T02:07:18.7Z,1,REGULAR,rebound,defensive,[],201143,,,1610612744,28,27,2026-01-12T02:07:57Z,1570000,False,,,0,,A. Horford REBOUND (Off:2 Def:3),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Right,,,,,156.0,5.0,3.0,2.0,,,,,,,,,,,,
159,PT00M02.00S,2026-01-12T02:07:24.5Z,1,REGULAR,3pt,Jump Shot,[],1629001,67.49342969776609,37.254901960784316,1610612744,28,27,2026-01-12T02:18:28Z,1580000,False,-64.0,253.0,1,right,MISS D. Melton 26' pullup 3PT,[1629001],1610612744.0,GSW,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,,26.1,Missed,,,,,,,,,,,,,,,,
160,PT00M00.10S,2026-01-12T02:07:26.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,28,27,2026-01-12T02:08:32Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Center,,,,,159.0,,,,,,,,,,,,,,,
161,PT00M00.00S,2026-01-12T02:07:32.9Z,1,REGULAR,period,end,[],0,,,1610612744,28,27,2026-01-12T02:07:32Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-01-12T02:09:32.8Z,2,REGULAR,substitution,out,['startperiod'],1642954,,,1610612744,28,27,2026-01-12T02:10:12Z,1610000,False,,,0,,SUB out: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-01-12T02:09:32.8Z,2,REGULAR,substitution,out,['startperiod'],202710,,,1610612744,28,27,2026-01-12T02:10:12Z,1620000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-01-12T02:09:32.8Z,2,REGULAR,substitution,out,['startperiod'],201143,,,1610612744,28,27,2026-01-12T02:10:12Z,1630000,False,,,0,,SUB out: A. Horford,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-01-12T02:09:32.8Z,2,REGULAR,substitution,out,['startperiod'],1627780,,,1610612744,28,27,2026-01-12T02:10:12Z,1640000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-01-12T02:09:32.8Z,2,REGULAR,substitution,out,['startperiod'],203468,,,1610612744,28,27,2026-01-12T02:10:12Z,1650000,False,,,0,,SUB out: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-01-12T02:09:32.8Z,2,REGULAR,substitution,out,['startperiod'],1629638,,,1610612744,28,27,2026-01-12T02:10:12Z,1660000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-01-12T02:09:32.8Z,2,REGULAR,substitution,in,['startperiod'],201939,,,1610612744,28,27,2026-01-12T02:10:12Z,1670000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-01-12T02:09:32.8Z,2,REGULAR,substitution,in,['startperiod'],1630611,,,1610612744,28,27,2026-01-12T02:10:12Z,1680000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2026-01-12T02:09:32.8Z,2,REGULAR,substitution,in,['startperiod'],1641764,,,1610612744,28,27,2026-01-12T02:10:12Z,1690000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2026-01-12T02:09:32.8Z,2,REGULAR,substitution,in,['startperiod'],203110,,,1610612744,28,27,2026-01-12T02:10:12Z,1700000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2026-01-12T02:09:32.8Z,2,REGULAR,substitution,in,['startperiod'],1630700,,,1610612744,28,27,2026-01-12T02:10:12Z,1710000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
