actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
85,PT05M06.00S,2026-04-08T02:24:14.0Z,1,REGULAR,substitution,out,[],203552,,,1610612758,15,16,2026-04-08T02:24:20Z,850000,False,,,0,,SUB out: S. Curry,[203552],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M06.00S,2026-04-08T02:24:14.0Z,1,REGULAR,substitution,out,[],1642269,,,1610612758,15,16,2026-04-08T02:24:20Z,860000,False,,,0,,SUB out: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M06.00S,2026-04-08T02:24:14.0Z,1,REGULAR,substitution,in,[],1629001,,,1610612758,15,16,2026-04-08T02:24:20Z,870000,False,,,0,,SUB in: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M06.00S,2026-04-08T02:24:14.0Z,1,REGULAR,substitution,in,[],1630165,,,1610612758,15,16,2026-04-08T02:24:20Z,880000,False,,,0,,SUB in: K. Hayes,[1630165],1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M06.00S,2026-04-08T02:24:13.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630173,,,1610612758,15,16,2026-04-08T02:24:32Z,890000,False,,,0,,MISS P. Achiuwa Free Throw 2 of 2,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
90,PT05M04.00S,2026-04-08T02:24:15.0Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612744,15,16,2026-04-08T02:24:32Z,900000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,,
91,PT04M46.00S,2026-04-08T02:24:48.9Z,1,REGULAR,2pt,Jump Shot,[],1630311,89.96386333771353,71.07843137254902,1610612744,15,16,2026-04-08T02:24:54Z,910000,False,105.0,42.0,1,right,MISS P. Spencer 11' turnaround fadeaway Shot,[1630311],1610612744.0,GSW,turnaround fadeaway,,,Spencer,P. Spencer,,,,,Mid-Range,8-16 Right,11.34,Missed,,,,,,,,,,,,,,,,,,
92,PT04M43.00S,2026-04-08T02:24:51.9Z,1,REGULAR,rebound,defensive,[],1642875,,,1610612758,15,16,2026-04-08T02:24:54Z,920000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:3),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Mid-Range,8-16 Right,,,91.0,3.0,3.0,0.0,,,,,,,,,,,,,,
93,PT04M30.00S,2026-04-08T02:25:05.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642875,15.062417871222076,43.38235294117647,1610612758,15,18,2026-04-08T02:25:12Z,930000,False,33.0,89.0,1,left,M. Raynaud 9' floating Jump Shot (7 PTS) (M. Monk 1 AST),"[1642875, 1628370]",1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,9.5,Made,,,,,,,,,,,,7.0,,,,M. Monk,1628370.0,1.0
96,PT04M17.00S,2026-04-08T02:25:20.4Z,1,REGULAR,substitution,out,[],1630173,,,1610612744,15,18,2026-04-08T02:25:28Z,960000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M17.00S,2026-04-08T02:25:20.4Z,1,REGULAR,substitution,out,[],1642875,,,1610612744,15,18,2026-04-08T02:25:28Z,970000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M17.00S,2026-04-08T02:25:20.4Z,1,REGULAR,substitution,in,[],1642928,,,1610612744,15,18,2026-04-08T02:25:28Z,980000,False,,,0,,SUB in: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M17.00S,2026-04-08T02:25:20.4Z,1,REGULAR,substitution,in,[],203926,,,1610612744,15,18,2026-04-08T02:25:28Z,990000,False,,,0,,SUB in: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M14.00S,2026-04-08T02:25:41.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629646,89.17542706964521,46.32352941176471,1610612744,15,18,2026-04-08T03:09:42Z,1000000,False,-18.0,49.0,1,right,MISS C. Bassey cutting Layup - blocked,"[1629646, 1642928]",1610612744.0,GSW,cutting,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),0-8 Center,5.26,Missed,,,,,Cardwell,1642928.0,,,,,,,,,,,,
101,PT04M14.00S,2026-04-08T02:25:41.3Z,1,REGULAR,block,,[],1642928,,,1610612744,15,18,2026-04-08T02:25:45Z,1010000,False,,,0,,D. Cardwell BLOCK (1 BLK),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
102,PT04M10.00S,2026-04-08T02:25:45.3Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612758,15,18,2026-04-08T02:25:58Z,1020000,False,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,,
104,PT04M10.00S,2026-04-08T02:25:48.4Z,1,REGULAR,turnover,out-of-bounds,[],1628370,,,1610612758,15,18,2026-04-08T02:27:28Z,1040000,False,,,0,,M. Monk bad pass out-of-bounds TURNOVER (1 TO),[1628370],1610612758.0,SAC,bad pass,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,,,,,201245.0,,,,,,1.0,,,,,
105,PT04M00.00S,2026-04-08T02:26:01.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,62.36859395532195,37.5,1610612744,15,18,2026-04-08T02:26:14Z,1050000,False,-62.0,301.0,1,right,MISS S. Curry 30' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,30.76,Missed,,,,,,,,,,,,,,,,,,
106,PT03M56.00S,2026-04-08T02:26:05.2Z,1,REGULAR,rebound,offensive,[],1627780,,,1610612744,15,18,2026-04-08T02:26:05Z,1060000,False,,,0,,G. Payton II REBOUND (Off:2 Def:0),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,,,105.0,2.0,0.0,2.0,,,,,,,,,,,,,,
107,PT03M56.00S,2026-04-08T02:26:05.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627780,94.40999984741211,50.0,1610612744,17,18,2026-04-08T02:27:59Z,1070000,False,0.0,0.0,1,right,G. Payton II tip DUNK (2 PTS),[1627780],1610612744.0,GSW,tip,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,2.0,,,,,,
108,PT03M48.00S,2026-04-08T02:26:12.5Z,1,REGULAR,3pt,Jump Shot,[],203926,27.808804204993432,77.94117647058823,1610612758,17,18,2026-04-08T02:26:19Z,1080000,False,-140.0,209.0,1,left,MISS D. McDermott 25' 3PT,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,25.13,Missed,,,,,,,,,,,,,,,,,,
109,PT03M48.00S,2026-04-08T02:26:12.5Z,1,REGULAR,rebound,offensive,[],1642928,,,1610612758,17,18,2026-04-08T02:54:48Z,1090000,False,,,0,,D. Cardwell REBOUND (Off:1 Def:0),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Above the Break 3,24+ Left Center,,,108.0,1.0,0.0,1.0,,,,,,,,,,,,,,
110,PT03M42.00S,2026-04-08T02:26:18.8Z,1,REGULAR,turnover,lost ball,[],203926,,,1610612758,17,18,2026-04-08T02:29:02Z,1100000,False,,,0,,D. McDermott lost ball TURNOVER (1 TO),"[203926, 1627780]",1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,1.0,Payton II,1627780.0,,,
111,PT03M42.00S,2026-04-08T02:26:18.8Z,1,REGULAR,steal,,[],1627780,,,1610612744,17,18,2026-04-08T02:26:20Z,1110000,False,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
112,PT03M32.00S,2026-04-08T02:26:29.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630311,87.20433639947439,43.38235294117647,1610612744,19,18,2026-04-08T02:26:34Z,1120000,False,-33.0,68.0,1,right,P. Spencer 7' pullup Jump Shot (7 PTS),[1630311],1610612744.0,GSW,pullup,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),0-8 Center,7.54,Made,,,,,,,,,,,,7.0,,,,,,
113,PT03M18.00S,2026-04-08T02:26:43.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,7.178055190538765,53.431372549019606,1610612758,19,20,2026-04-08T02:26:49Z,1130000,False,-17.0,15.0,1,left,K. Hayes driving Layup (2 PTS),[1630165],1610612758.0,SAC,driving,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,2.28,Made,,,,,,,,,,,,2.0,,,,,,
114,PT03M01.00S,2026-04-08T02:26:59.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629646,94.1688567674113,48.03921568627451,1610612744,21,20,2026-04-08T02:27:05Z,1140000,False,-10.0,2.0,1,right,C. Bassey alley-oop DUNK (4 PTS) (G. Payton II 2 AST),"[1629646, 1627780]",1610612744.0,GSW,alley-oop,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,,,,,,4.0,,,,G. Payton II,1627780.0,2.0
116,PT02M47.00S,2026-04-08T02:27:14.2Z,1,REGULAR,turnover,bad pass,[],1630165,,,1610612758,21,20,2026-04-08T02:27:18Z,1160000,False,,,0,,K. Hayes bad pass TURNOVER (1 TO),"[1630165, 1630311]",1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,1.0,Spencer,1630311.0,,,
117,PT02M47.00S,2026-04-08T02:27:14.2Z,1,REGULAR,steal,,[],1630311,,,1610612744,21,20,2026-04-08T02:27:15Z,1170000,False,,,0,,P. Spencer STEAL (1 STL),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
118,PT02M37.00S,2026-04-08T02:27:23.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,71.69842312746385,85.7843137254902,1610612744,24,20,2026-04-08T02:29:53Z,1180000,False,179.0,214.0,1,right,S. Curry 27' 3PT  (3 PTS) (D. Melton 1 AST),"[201939, 1629001]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,27.85,Made,,,,,,,,,,,,3.0,,,,D. Melton,1629001.0,1.0
120,PT02M35.00S,2026-04-08T02:27:33.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,24,20,2026-04-08T02:27:33Z,1200000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M35.00S,2026-04-08T02:30:03.4Z,1,REGULAR,substitution,out,[],1627780,,,1610612758,24,20,2026-04-08T02:30:17Z,1210000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M35.00S,2026-04-08T02:30:03.4Z,1,REGULAR,substitution,out,[],1629646,,,1610612758,24,20,2026-04-08T02:30:17Z,1220000,False,,,0,,SUB out: C. Bassey,[1629646],1610612744.0,GSW,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M35.00S,2026-04-08T02:30:03.4Z,1,REGULAR,substitution,out,[],1631342,,,1610612758,24,20,2026-04-08T02:30:17Z,1230000,False,,,0,,SUB out: D. Plowden,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M35.00S,2026-04-08T02:30:03.4Z,1,REGULAR,substitution,in,[],1642502,,,1610612758,24,20,2026-04-08T02:30:17Z,1240000,False,,,0,,SUB in: M. Leons,[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M35.00S,2026-04-08T02:30:03.4Z,1,REGULAR,substitution,in,[],203110,,,1610612758,24,20,2026-04-08T02:30:17Z,1250000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M35.00S,2026-04-08T02:30:03.4Z,1,REGULAR,substitution,in,[],1642363,,,1610612758,24,20,2026-04-08T02:30:17Z,1260000,False,,,0,,SUB in: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M28.00S,2026-04-08T02:30:36.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,11.251642575558476,62.00980392156863,1610612758,24,22,2026-04-08T02:31:09Z,1270000,False,-60.0,53.0,1,left,K. Hayes 8' pullup bank Jump Shot (4 PTS),[1630165],1610612758.0,SAC,pullup bank,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Left,8.03,Made,,,,,,,,,,,,4.0,,,,,,
128,PT02M08.00S,2026-04-08T02:30:57.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630311,94.1688567674113,53.18627450980392,1610612744,24,22,2026-04-08T02:31:07Z,1280000,False,16.0,2.0,1,right,MISS P. Spencer driving Layup - blocked,"[1630311, 1642928]",1610612744.0,GSW,driving,,,Spencer,P. Spencer,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,Cardwell,1642928.0,,,,,,,,,,,,
129,PT02M08.00S,2026-04-08T02:30:57.1Z,1,REGULAR,block,,[],1642928,,,1610612744,24,22,2026-04-08T02:31:01Z,1290000,False,,,0,,D. Cardwell BLOCK (2 BLK),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
130,PT02M04.00S,2026-04-08T02:31:01.1Z,1,REGULAR,rebound,defensive,[],1642928,,,1610612758,24,22,2026-04-08T02:55:03Z,1300000,False,,,0,,D. Cardwell REBOUND (Off:1 Def:1),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Restricted Area,0-8 Center,,,128.0,2.0,1.0,1.0,,,,,,,,,,,,,,
131,PT02M01.00S,2026-04-08T02:31:04.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628370,7.5722733245729295,47.794117647058826,1610612758,24,24,2026-04-08T02:31:11Z,1310000,False,11.0,19.0,1,left,M. Monk running Layup (2 PTS) (K. Hayes 1 AST),"[1628370, 1630165]",1610612758.0,SAC,running,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,,,,,,,,2.0,,,,K. Hayes,1630165.0,1.0
133,PT01M39.00S,2026-04-08T02:31:26.0Z,1,REGULAR,3pt,Jump Shot,[],203110,67.88764783180025,35.53921568627451,1610612744,24,24,2026-04-08T02:32:36Z,1330000,False,-72.0,249.0,1,right,MISS D. Green 25' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,25.97,Missed,,,,,,,,,,,,,,,,,,
134,PT01M38.00S,2026-04-08T02:31:27.0Z,1,REGULAR,rebound,defensive,[],1642928,,,1610612758,24,24,2026-04-08T02:31:30Z,1340000,False,,,0,,D. Cardwell REBOUND (Off:1 Def:2),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Above the Break 3,24+ Center,,,133.0,3.0,2.0,1.0,,,,,,,,,,,,,,
135,PT01M24.00S,2026-04-08T02:31:41.1Z,1,REGULAR,2pt,Jump Shot,[],1628370,5.995400788436268,86.02941176470588,1610612758,24,26,2026-04-08T02:31:47Z,1350000,False,-180.0,4.0,1,left,M. Monk 18' step back Jump Shot (4 PTS),[1628370],1610612758.0,SAC,step back,,,Monk,M. Monk,,,,,Mid-Range,16-24 Left,18.01,Made,,,,,,,,,,,,4.0,,,,,,
136,PT01M12.00S,2026-04-08T02:31:53.6Z,1,REGULAR,turnover,bad pass,[],1642502,,,1610612744,24,26,2026-04-08T02:31:58Z,1360000,False,,,0,,M. Leons bad pass TURNOVER (1 TO),"[1642502, 1628370]",1610612744.0,GSW,,,,Leons,M. Leons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Monk,1628370.0,,,
137,PT01M12.00S,2026-04-08T02:31:53.6Z,1,REGULAR,steal,,[],1628370,,,1610612758,24,26,2026-04-08T02:31:55Z,1370000,False,,,0,,M. Monk STEAL (1 STL),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
138,PT01M05.00S,2026-04-08T02:32:00.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628370,30.305519053876477,74.01960784313727,1610612758,24,26,2026-04-08T02:32:05Z,1380000,False,-120.0,232.0,1,left,MISS M. Monk 26' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,26.16,Missed,,,,,,,,,,,,,,,,,,
139,PT01M03.00S,2026-04-08T02:32:02.2Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612744,24,26,2026-04-08T02:32:05Z,1390000,False,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,138.0,2.0,2.0,0.0,,,,,,,,,,,,,,
142,PT00M54.90S,2026-04-08T02:32:22.6Z,1,REGULAR,substitution,out,[],1642502,,,1610612744,24,26,2026-04-08T02:32:26Z,1420000,False,,,0,,SUB out: M. Leons,[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M54.90S,2026-04-08T02:32:22.6Z,1,REGULAR,substitution,in,[],203552,,,1610612744,24,26,2026-04-08T02:32:26Z,1430000,False,,,0,,SUB in: S. Curry,[203552],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M54.90S,2026-04-08T02:32:22.6Z,1,REGULAR,substitution,out,[],1630311,,,1610612744,24,26,2026-04-08T02:32:39Z,1440000,False,,,0,,SUB out: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M54.90S,2026-04-08T02:32:22.6Z,1,REGULAR,substitution,in,[],1629646,,,1610612744,24,26,2026-04-08T02:32:39Z,1450000,False,,,0,,SUB in: C. Bassey,[1629646],1610612744.0,GSW,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M53.50S,2026-04-08T02:32:41.8Z,1,REGULAR,foul,personal,['2freethrow'],1642928,,,1610612744,24,26,2026-04-08T02:32:50Z,1460000,False,,,0,,D. Cardwell shooting personal FOUL (1 PF) (Green 2 FT),"[1642928, 203110]",1610612758.0,SAC,shooting,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2715.0,1.0,0.0,Green,203110.0,,,,,,,
148,PT00M53.50S,2026-04-08T02:33:06.3Z,1,REGULAR,freethrow,1 of 2,[],203110,,,1610612744,25,26,2026-04-08T02:33:26Z,1480000,False,,,0,,D. Green Free Throw 1 of 2 (1 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
149,PT00M53.50S,2026-04-08T02:33:06.8Z,1,REGULAR,substitution,out,[],1629001,,,1610612744,25,26,2026-04-08T02:33:15Z,1490000,False,,,0,,SUB out: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M53.50S,2026-04-08T02:33:06.8Z,1,REGULAR,substitution,in,[],1642502,,,1610612744,25,26,2026-04-08T02:33:15Z,1500000,False,,,0,,SUB in: M. Leons,[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M53.50S,2026-04-08T02:33:06.3Z,1,REGULAR,freethrow,2 of 2,[],203110,,,1610612744,25,26,2026-04-08T02:33:26Z,1510000,False,,,0,,MISS D. Green Free Throw 2 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
152,PT00M52.20S,2026-04-08T02:33:07.6Z,1,REGULAR,rebound,defensive,[],1642363,,,1610612758,25,26,2026-04-08T02:33:26Z,1520000,False,,,0,,N. Clifford REBOUND (Off:1 Def:1),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,151.0,2.0,1.0,1.0,,,,,,,,,,,,,,
153,PT00M38.90S,2026-04-08T02:33:38.2Z,1,REGULAR,3pt,Jump Shot,[],203926,14.4053876478318,2.941176470588235,1610612758,25,26,2026-04-08T02:33:50Z,1530000,False,235.0,83.0,1,left,MISS D. McDermott 24' 3PT,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Right Corner 3,24+ Right,24.95,Missed,,,,,,,,,,,,,,,,,,
154,PT00M36.20S,2026-04-08T02:33:40.9Z,1,REGULAR,rebound,defensive,[],1642502,,,1610612744,25,26,2026-04-08T02:33:50Z,1540000,False,,,0,,M. Leons REBOUND (Off:0 Def:2),[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,Right Corner 3,24+ Right,,,153.0,2.0,2.0,0.0,,,,,,,,,,,,,,
155,PT00M31.00S,2026-04-08T02:33:46.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,61.58015768725361,73.2843137254902,1610612744,25,26,2026-04-08T02:34:28Z,1550000,False,116.0,309.0,1,right,MISS S. Curry 32' running pullup 3PT,[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,32.98,Missed,,,,,,,,,,,,,,,,,,
156,PT00M27.90S,2026-04-08T02:33:49.2Z,1,REGULAR,rebound,defensive,[],1642928,,,1610612758,25,26,2026-04-08T02:33:53Z,1560000,False,,,0,,D. Cardwell REBOUND (Off:1 Def:3),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Above the Break 3,24+ Right Center,,,155.0,4.0,3.0,1.0,,,,,,,,,,,,,,
157,PT00M07.20S,2026-04-08T02:34:09.9Z,1,REGULAR,2pt,Jump Shot,[],1630165,6.915243101182654,89.95098039215686,1610612758,25,26,2026-04-08T02:34:52Z,1570000,False,-200.0,13.0,1,left,MISS K. Hayes 20' step back Shot,[1630165],1610612758.0,SAC,step back,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Left,20.02,Missed,,,,,,,,,,,,,,,,,,
158,PT00M04.40S,2026-04-08T02:34:12.7Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,25,26,2026-04-08T02:34:15Z,1580000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left,,,157.0,2.0,2.0,0.0,,,,,,,,,,,,,,
159,PT00M02.10S,2026-04-08T02:34:16.0Z,1,REGULAR,3pt,Jump Shot,[],203552,69.46452036793693,81.37254901960785,1610612744,25,26,2026-04-08T02:35:09Z,1590000,False,157.0,235.0,1,right,MISS S. Curry 28' 3PT,[203552],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,28.21,Missed,,,,,,,,,,,,,,,,,,
160,PT00M00.10S,2026-04-08T02:34:18.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,25,26,2026-04-08T02:35:09Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,159.0,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2026-04-08T02:34:23.8Z,1,REGULAR,period,end,[],0,,,1610612744,25,26,2026-04-08T02:35:09Z,1610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-04-08T02:36:49.3Z,2,REGULAR,substitution,out,['startperiod'],203110,,,1610612744,25,26,2026-04-08T02:37:01Z,1620000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-04-08T02:36:49.3Z,2,REGULAR,substitution,out,['startperiod'],201939,,,1610612744,25,26,2026-04-08T02:37:01Z,1630000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-04-08T02:36:49.3Z,2,REGULAR,substitution,out,['startperiod'],203552,,,1610612744,25,26,2026-04-08T02:37:01Z,1640000,False,,,0,,SUB out: S. Curry,[203552],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-04-08T02:36:49.3Z,2,REGULAR,substitution,out,['startperiod'],1642502,,,1610612744,25,26,2026-04-08T02:37:01Z,1650000,False,,,0,,SUB out: M. Leons,[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-04-08T02:36:49.3Z,2,REGULAR,substitution,in,['startperiod'],1630311,,,1610612744,25,26,2026-04-08T02:37:01Z,1660000,False,,,0,,SUB in: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-04-08T02:36:49.3Z,2,REGULAR,substitution,in,['startperiod'],1629001,,,1610612744,25,26,2026-04-08T02:37:01Z,1670000,False,,,0,,SUB in: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
