actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
180,PT11M48.00S,2026-01-04T03:38:24.9Z,2,REGULAR,foul,personal,['1freethrow'],1627780,,,1610612762,25,31,2026-01-04T03:38:33Z,1770000,False,,,0,,G. Payton II shooting personal FOUL (1 PF) (Markkanen 1 FT),"[1627780, 1628374]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,,,,1628481.0,,,,,,,,,,,1.0,0.0,Markkanen,1628374.0,,
182,PT11M48.00S,2026-01-04T03:38:45.8Z,2,REGULAR,freethrow,1 of 1,[],1628374,,,1610612762,25,31,2026-01-04T03:38:50Z,1790000,False,,,0,,MISS L. Markkanen Free Throw 1 of 1,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
183,PT11M46.00S,2026-01-04T03:38:47.8Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,25,31,2026-01-04T03:38:50Z,1800000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,182.0,,2.0,2.0,0.0,,,,,,,,,,,,,
184,PT11M37.00S,2026-01-04T03:38:55.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,7.046649145860711,53.92156862745098,1610612744,27,31,2026-01-04T03:39:01Z,1810000,False,-20.0,14.0,1,left,G. Payton II cutting Layup (2 PTS) (D. Green 1 AST),"[1627780, 203110]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,2.39,Made,,,,,,2.0,D. Green,203110.0,1.0,,,,,,,,,
186,PT11M27.00S,2026-01-04T03:39:05.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,88.51839684625493,48.28431372549019,1610612762,27,31,2026-01-04T03:39:12Z,1830000,False,-9.0,55.0,1,right,MISS I. Collier driving Layup,[1642268],1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,5.61,Missed,,,,,,,,,,,,,,,,,,
187,PT11M24.00S,2026-01-04T03:39:08.7Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,27,31,2026-01-04T03:39:12Z,1840000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:3),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,186.0,,3.0,3.0,0.0,,,,,,,,,,,,,
188,PT11M14.00S,2026-01-04T03:39:18.5Z,2,REGULAR,3pt,Jump Shot,[],1630541,28.465834428383708,22.30392156862745,1610612744,27,31,2026-01-04T03:39:58Z,1850000,False,138.0,215.0,1,left,MISS M. Moody 25' pullup 3PT,[1630541],1610612744.0,GSW,pullup,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
189,PT11M10.00S,2026-01-04T03:39:22.5Z,2,REGULAR,rebound,offensive,[],1627780,,,1610612744,27,31,2026-01-04T03:39:28Z,1860000,False,,,0,,G. Payton II REBOUND (Off:1 Def:0),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Right Center,,,188.0,,1.0,0.0,1.0,,,,,,,,,,,,,
190,PT11M10.00S,2026-01-04T03:39:24.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627780,5.590000152587891,50.0,1610612744,29,31,2026-01-04T03:39:24Z,1870000,False,0.0,0.0,1,left,G. Payton II putback Layup (4 PTS),[1627780],1610612744.0,GSW,putback,,,Payton II,G. Payton II,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,4.0,,,,,,,,,,,,
191,PT11M10.00S,2026-01-04T03:39:33.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,29,31,2026-01-04T03:39:33Z,1880000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M47.00S,2026-01-04T03:42:43.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641729,89.43823915900131,41.66666666666667,1610612762,29,31,2026-01-04T03:45:32Z,1890000,False,-42.0,47.0,1,right,MISS B. Sensabaugh 6' Layup - blocked,"[1641729, 203110]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,6.27,Missed,,,,,,,,,,,,,,,,,Green,203110.0
193,PT10M47.00S,2026-01-04T03:42:43.4Z,2,REGULAR,block,,[],203110,,,1610612762,29,31,2026-01-04T03:42:45Z,1900000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
194,PT10M45.00S,2026-01-04T03:42:45.4Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,29,31,2026-01-04T03:42:49Z,1910000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,192.0,,2.0,2.0,0.0,,,,,,,,,,,,,
195,PT10M40.00S,2026-01-04T03:42:51.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203110,9.280551905387648,50.49019607843137,1610612744,31,31,2026-01-04T03:43:07Z,1920000,False,-2.0,35.0,1,left,D. Green running DUNK (8 PTS) (B. Podziemski 4 AST),"[203110, 1641764]",1610612744.0,GSW,running,,,Green,D. Green,,,,,Restricted Area,0-8 Center,3.48,Made,,,,,,8.0,B. Podziemski,1641764.0,4.0,,,,,,,,,
197,PT10M23.00S,2026-01-04T03:43:07.3Z,2,REGULAR,3pt,Jump Shot,[],1642268,66.3107752956636,62.99019607843137,1610612762,31,31,2026-01-04T03:43:15Z,1940000,False,65.0,264.0,1,right,MISS I. Collier 27' 3PT,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,27.21,Missed,,,,,,,,,,,,,,,,,,
198,PT10M21.00S,2026-01-04T03:43:09.3Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,31,31,2026-01-04T03:43:15Z,1950000,False,,,0,,G. Payton II REBOUND (Off:1 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,,,197.0,,2.0,1.0,1.0,,,,,,,,,,,,,
200,PT10M02.00S,2026-01-04T03:43:44.9Z,2,REGULAR,foul,personal,[],1642268,,,1610612744,31,31,2026-01-04T03:43:53Z,1970000,False,,,0,,I. Collier personal FOUL (2 PF),"[1642268, 1630541]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Left,,,,1662.0,,,,,,,,,,,2.0,0.0,Moody,1630541.0,,
202,PT10M02.00S,2026-01-04T03:44:01.0Z,2,REGULAR,substitution,out,[],1642271,,,1610612744,31,31,2026-01-04T03:44:03Z,1990000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M02.00S,2026-01-04T03:44:01.0Z,2,REGULAR,substitution,in,[],201567,,,1610612744,31,31,2026-01-04T03:44:03Z,2000000,False,,,0,,SUB in: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M55.00S,2026-01-04T03:44:13.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627780,6.389618922470433,54.41176470588235,1610612744,33,31,2026-01-04T03:44:22Z,2010000,False,-22.0,8.0,1,left,G. Payton II cutting DUNK (6 PTS) (D. Green 2 AST),"[1627780, 203110]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,,6.0,D. Green,203110.0,2.0,,,,,,,,,
206,PT09M41.00S,2026-01-04T03:44:27.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201567,87.99277266754271,44.85294117647059,1610612762,33,33,2026-01-04T03:44:32Z,2030000,False,-26.0,60.0,1,right,K. Love 6' Hook (2 PTS) (W. Clayton Jr. 1 AST),"[201567, 1642383]",1610612762.0,UTA,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,6.56,Made,,,,,,2.0,W. Clayton Jr.,1642383.0,1.0,,,,,,,,,
208,PT09M33.00S,2026-01-04T03:44:35.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,7.440867279894875,47.05882352941176,1610612744,35,33,2026-01-04T03:44:45Z,2050000,False,15.0,17.0,1,left,M. Moody driving Layup (5 PTS) (S. Curry 1 AST),"[1630541, 201939]",1610612744.0,GSW,driving,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,2.28,Made,,,,,,5.0,S. Curry,201939.0,1.0,,,,,,,,,
210,PT09M19.00S,2026-01-04T03:44:49.6Z,2,REGULAR,3pt,Jump Shot,[],1642383,64.60249671484888,39.21568627450981,1610612762,35,36,2026-01-04T03:46:11Z,2070000,False,-54.0,280.0,1,right,W. Clayton Jr. 28' 3PT pullup (3 PTS),[1642383],1610612762.0,UTA,pullup,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Center,28.53,Made,,,,,,3.0,,,,,,,,,,,,
211,PT09M05.00S,2026-01-04T03:45:03.5Z,2,REGULAR,3pt,Jump Shot,[],1630541,6.915243101182654,4.411764705882353,1610612744,35,36,2026-01-04T03:45:08Z,2080000,False,228.0,13.0,1,left,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,22.82,Missed,,,,,,,,,,,,,,,,,,
212,PT09M02.00S,2026-01-04T03:45:06.5Z,2,REGULAR,rebound,offensive,[],1627780,,,1610612744,35,36,2026-01-04T03:45:06Z,2090000,False,,,0,,G. Payton II REBOUND (Off:2 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Right Corner 3,24+ Right,,,211.0,,3.0,1.0,2.0,,,,,,,,,,,,,
213,PT09M01.00S,2026-01-04T03:45:07.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627780,8.935611038107753,48.575367647058826,1610612744,35,36,2026-01-04T03:45:28Z,2100000,False,7.0,31.0,1,left,MISS G. Payton II turnaround Hook,[1627780],1610612744.0,GSW,turnaround,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
214,PT08M58.00S,2026-01-04T03:45:10.9Z,2,REGULAR,rebound,defensive,[],201567,,,1610612762,35,36,2026-01-04T03:45:12Z,2110000,False,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,213.0,,3.0,3.0,0.0,,,,,,,,,,,,,
215,PT08M52.00S,2026-01-04T03:45:16.7Z,2,REGULAR,3pt,Jump Shot,[],1628374,70.90998685939553,19.607843137254903,1610612762,35,39,2026-01-04T03:45:21Z,2120000,False,-152.0,221.0,1,right,L. Markkanen 26' 3PT  (11 PTS) (I. Collier 2 AST),"[1628374, 1642268]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,26.81,Made,,,,,,11.0,I. Collier,1642268.0,2.0,,,,,,,,,
217,PT08M40.00S,2026-01-04T03:45:34.7Z,2,REGULAR,foul,technical,['1freethrow'],1642383,,,1610612744,35,39,2026-01-04T03:45:46Z,2140000,False,,,0,,W. Clayton Jr. defensive-3-second technical FOUL (1 Tech),[1642383],1610612762.0,UTA,defensive-3-second,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,201246.0,,,,,,,,,,,0.0,1.0,,,,
218,PT08M40.00S,2026-01-04T03:45:56.2Z,2,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,36,39,2026-01-04T03:45:56Z,2150000,False,,,0,,S. Curry technical Free Throw 1 of 1 (6 PTS),[201939],1610612744.0,GSW,technical,,,Curry,S. Curry,,,,,,,,Made,,,,,,6.0,,,,,,,,,,,,
219,PT08M40.00S,2026-01-04T03:45:57.8Z,2,REGULAR,substitution,out,[],1642268,,,1610612744,36,39,2026-01-04T03:46:13Z,2160000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M40.00S,2026-01-04T03:45:57.8Z,2,REGULAR,substitution,out,[],1628374,,,1610612744,36,39,2026-01-04T03:46:13Z,2170000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M40.00S,2026-01-04T03:45:57.8Z,2,REGULAR,substitution,out,[],1641729,,,1610612744,36,39,2026-01-04T03:46:13Z,2180000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M40.00S,2026-01-04T03:45:57.8Z,2,REGULAR,substitution,in,[],1642262,,,1610612744,36,39,2026-01-04T03:46:13Z,2190000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M40.00S,2026-01-04T03:45:57.8Z,2,REGULAR,substitution,in,[],1629004,,,1610612744,36,39,2026-01-04T03:46:13Z,2200000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M40.00S,2026-01-04T03:45:57.8Z,2,REGULAR,substitution,in,[],1641718,,,1610612744,36,39,2026-01-04T03:46:13Z,2210000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M28.00S,2026-01-04T03:46:35.0Z,2,REGULAR,3pt,Jump Shot,[],1641764,9.937582128777924,95.83333333333334,1610612744,36,39,2026-01-04T03:46:43Z,2220000,False,-229.0,41.0,1,left,MISS B. Podziemski 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
226,PT08M22.00S,2026-01-04T03:46:41.0Z,2,REGULAR,rebound,defensive,[],1641718,,,1610612762,36,39,2026-01-04T05:53:25Z,2230000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Left Corner 3,24+ Left,,,225.0,,1.0,1.0,0.0,,,,,,,,,,,,,
227,PT08M05.00S,2026-01-04T03:46:59.0Z,2,REGULAR,3pt,Jump Shot,[],1641718,69.72733245729303,74.75490196078431,1610612762,36,42,2026-01-04T03:47:09Z,2240000,False,124.0,232.0,1,right,K. George 26' 3PT  (11 PTS) (S. Mykhailiuk 2 AST),"[1641718, 1629004]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,26.31,Made,,,,,,11.0,S. Mykhailiuk,1629004.0,2.0,,,,,,,,,
229,PT07M51.00S,2026-01-04T03:47:11.9Z,2,REGULAR,3pt,Jump Shot,[],1630541,6.783837056504599,3.6764705882352944,1610612744,39,42,2026-01-04T03:47:24Z,2260000,False,232.0,11.0,1,left,M. Moody 3PT  (8 PTS) (S. Curry 2 AST),"[1630541, 201939]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,23.19,Made,,,,,,8.0,S. Curry,201939.0,2.0,,,,,,,,,
231,PT07M40.00S,2026-01-04T03:47:23.1Z,2,REGULAR,3pt,Jump Shot,[],1641718,94.82588699080158,95.58823529411765,1610612762,39,42,2026-01-04T03:47:28Z,2280000,False,228.0,-4.0,1,right,MISS K. George 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,,
232,PT07M38.00S,2026-01-04T03:47:25.1Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,39,42,2026-01-04T03:47:28Z,2290000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:4),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Right Corner 3,24+ Right,,,231.0,,4.0,4.0,0.0,,,,,,,,,,,,,
233,PT07M31.00S,2026-01-04T03:47:32.2Z,2,REGULAR,3pt,Jump Shot,[],1630541,5.863994743758213,2.941176470588235,1610612744,39,42,2026-01-04T03:47:42Z,2300000,False,235.0,3.0,1,left,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,23.53,Missed,,,,,,,,,,,,,,,,,,
234,PT07M28.00S,2026-01-04T03:47:35.2Z,2,REGULAR,rebound,defensive,[],201567,,,1610612762,39,42,2026-01-04T03:47:42Z,2310000,False,,,0,,K. Love REBOUND (Off:0 Def:4),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Right Corner 3,24+ Right,,,233.0,,4.0,4.0,0.0,,,,,,,,,,,,,
235,PT07M19.00S,2026-01-04T03:47:45.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642383,92.32917214191852,45.34313725490196,1610612762,39,42,2026-01-04T03:47:52Z,2320000,False,-23.0,20.0,1,right,MISS W. Clayton Jr. Layup - blocked,"[1642383, 1627780]",1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,Payton II,1627780.0
236,PT07M19.00S,2026-01-04T03:47:45.2Z,2,REGULAR,block,,[],1627780,,,1610612762,39,42,2026-01-04T03:47:48Z,2330000,False,,,0,,G. Payton II BLOCK (1 BLK),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
237,PT07M14.00S,2026-01-04T03:47:50.2Z,2,REGULAR,rebound,offensive,[],201567,,,1610612762,39,42,2026-01-04T03:47:52Z,2340000,False,,,0,,K. Love REBOUND (Off:1 Def:4),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,235.0,,5.0,4.0,1.0,,,,,,,,,,,,,
238,PT07M13.00S,2026-01-04T03:47:50.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201567,92.32917214191852,46.81372549019608,1610612762,39,42,2026-01-04T03:47:56Z,2350000,False,-16.0,20.0,1,right,MISS K. Love Layup,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
239,PT07M11.00S,2026-01-04T03:47:51.8Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,39,42,2026-01-04T03:47:51Z,2360000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,238.0,,3.0,3.0,0.0,,,,,,,,,,,,,
240,PT07M08.00S,2026-01-04T03:47:57.6Z,2,REGULAR,foul,personal,[],1641718,,,1610612744,39,42,2026-01-04T03:48:19Z,2370000,False,,,0,,K. George personal FOUL (2 PF),"[1641718, 1641764]",1610612762.0,UTA,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,201246.0,,,,,,,,,,,2.0,0.0,Podziemski,1641764.0,,
242,PT07M08.00S,2026-01-04T03:48:08.2Z,2,REGULAR,substitution,out,[],203110,,,1610612744,39,42,2026-01-04T03:48:21Z,2390000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M08.00S,2026-01-04T03:48:08.2Z,2,REGULAR,substitution,out,[],201939,,,1610612744,39,42,2026-01-04T03:48:21Z,2400000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M08.00S,2026-01-04T03:48:08.2Z,2,REGULAR,substitution,out,[],1642383,,,1610612744,39,42,2026-01-04T03:48:21Z,2410000,False,,,0,,SUB out: W. Clayton Jr.,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M08.00S,2026-01-04T03:48:08.2Z,2,REGULAR,substitution,in,[],1642954,,,1610612744,39,42,2026-01-04T03:48:21Z,2420000,False,,,0,,SUB in: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M08.00S,2026-01-04T03:48:08.2Z,2,REGULAR,substitution,in,[],202710,,,1610612744,39,42,2026-01-04T03:48:21Z,2430000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M08.00S,2026-01-04T03:48:08.2Z,2,REGULAR,substitution,in,[],1628374,,,1610612744,39,42,2026-01-04T03:48:21Z,2440000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M08.00S,2026-01-04T03:48:08.2Z,2,REGULAR,substitution,out,[],1627780,,,1610612744,39,42,2026-01-04T03:48:28Z,2450000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M08.00S,2026-01-04T03:48:08.2Z,2,REGULAR,substitution,in,[],1642366,,,1610612744,39,42,2026-01-04T03:48:28Z,2460000,False,,,0,,SUB in: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M56.00S,2026-01-04T03:48:48.8Z,2,REGULAR,3pt,Jump Shot,[],1642954,30.17411300919842,24.264705882352942,1610612744,39,42,2026-01-04T03:49:00Z,2470000,False,129.0,231.0,1,left,MISS W. Richard 26' 3PT,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Above the Break 3,24+ Right Center,26.45,Missed,,,,,,,,,,,,,,,,,,
251,PT06M49.00S,2026-01-04T03:48:55.8Z,2,REGULAR,rebound,defensive,[],1642262,,,1610612762,39,42,2026-01-04T03:49:00Z,2480000,False,,,0,,C. Williams REBOUND (Off:0 Def:1),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Right Center,,,250.0,,1.0,1.0,0.0,,,,,,,,,,,,,
252,PT06M34.00S,2026-01-04T03:49:09.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642262,91.27792378449409,47.30392156862745,1610612762,39,44,2026-01-04T03:49:16Z,2490000,False,-13.0,29.0,1,right,C. Williams driving DUNK (2 PTS) (K. Love 4 AST),"[1642262, 201567]",1610612762.0,UTA,driving,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,3.24,Made,,,,,,2.0,K. Love,201567.0,4.0,,,,,,,,,
254,PT06M22.00S,2026-01-04T03:49:21.3Z,2,REGULAR,3pt,Jump Shot,[],1641764,31.225361366622867,62.745098039215684,1610612744,42,44,2026-01-04T03:50:55Z,2510000,False,-64.0,241.0,1,left,B. Podziemski 24' 3PT pullup (3 PTS),[1641764],1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,24.93,Made,,,,,,3.0,,,,,,,,,,,,
255,PT06M22.00S,2026-01-04T03:49:32.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,42,44,2026-01-04T03:49:32Z,2520000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M22.00S,2026-01-04T03:49:48.3Z,2,REGULAR,substitution,out,[],1630541,,,1610612762,42,44,2026-01-04T03:52:10Z,2530000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M22.00S,2026-01-04T03:49:48.3Z,2,REGULAR,substitution,in,[],1629001,,,1610612762,42,44,2026-01-04T03:52:10Z,2540000,False,,,0,,SUB in: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M03.00S,2026-01-04T03:52:43.1Z,2,REGULAR,3pt,Jump Shot,[],201567,93.9060446780552,96.81372549019608,1610612762,42,44,2026-01-04T03:52:50Z,2550000,False,234.0,5.0,1,right,MISS K. Love 3PT,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
259,PT05M57.00S,2026-01-04T03:52:49.1Z,2,REGULAR,rebound,defensive,[],1642366,,,1610612744,42,44,2026-01-04T03:52:50Z,2560000,False,,,0,,Q. Post REBOUND (Off:0 Def:2),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Right Corner 3,24+ Right,,,258.0,,2.0,2.0,0.0,,,,,,,,,,,,,
260,PT05M43.00S,2026-01-04T03:53:02.7Z,2,REGULAR,3pt,Jump Shot,[],1642366,8.886333771353483,96.07843137254902,1610612744,45,44,2026-01-04T03:53:11Z,2570000,False,-230.0,31.0,1,left,Q. Post 3PT  (5 PTS) (B. Podziemski 5 AST),"[1642366, 1641764]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Left Corner 3,24+ Left,23.25,Made,,,,,,5.0,B. Podziemski,1641764.0,5.0,,,,,,,,,
262,PT05M19.00S,2026-01-04T03:53:26.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,91.5407358738502,56.127450980392155,1610612762,45,46,2026-01-04T03:53:38Z,2590000,False,31.0,27.0,1,right,L. Markkanen driving Layup (13 PTS),[1628374],1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,4.08,Made,,,,,,13.0,,,,,,,,,,,,
263,PT05M07.00S,2026-01-04T03:53:39.2Z,2,REGULAR,3pt,Jump Shot,[],1642366,9.543363994743759,3.9215686274509802,1610612744,45,46,2026-01-04T03:53:46Z,2600000,False,230.0,37.0,1,left,MISS Q. Post 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Right Corner 3,24+ Right,23.34,Missed,,,,,,,,,,,,,,,,,,
264,PT05M01.00S,2026-01-04T03:53:45.2Z,2,REGULAR,rebound,defensive,[],201567,,,1610612762,45,46,2026-01-04T03:53:46Z,2610000,False,,,0,,K. Love REBOUND (Off:1 Def:5),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Right Corner 3,24+ Right,,,263.0,,6.0,5.0,1.0,,,,,,,,,,,,,
