actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
81,PT05M49.00S,2025-12-13T03:24:27.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201939,,,1610612750,12,16,2025-12-13T03:24:36Z,810000,False,,,0,,S. Curry shooting personal FOUL (1 PF) (Randle 2 FT),"[201939, 203944]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,202056.0,,,,,,,,1.0,0.0,Randle,203944.0,,,,,,,,
83,PT05M49.00S,2025-12-13T03:24:55.5Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612750,12,17,2025-12-13T03:24:55Z,830000,False,,,0,,J. Randle Free Throw 1 of 2 (8 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,Made,,,,,,,,,8.0,,,,,,,
84,PT05M49.00S,2025-12-13T03:24:57.7Z,1,REGULAR,substitution,out,[],1628978,,,1610612750,12,17,2025-12-13T03:25:07Z,840000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M49.00S,2025-12-13T03:24:57.7Z,1,REGULAR,substitution,out,[],203497,,,1610612750,12,17,2025-12-13T03:25:07Z,850000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M49.00S,2025-12-13T03:24:57.7Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,12,17,2025-12-13T03:25:07Z,860000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M49.00S,2025-12-13T03:24:57.7Z,1,REGULAR,substitution,in,[],1642265,,,1610612750,12,17,2025-12-13T03:25:07Z,870000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M49.00S,2025-12-13T03:25:17.0Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612750,12,18,2025-12-13T03:25:17Z,880000,False,,,0,,J. Randle Free Throw 2 of 2 (9 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,Made,,,,,,,,,9.0,,,,,,,
89,PT05M37.00S,2025-12-13T03:25:30.4Z,1,REGULAR,2pt,Jump Shot,[],1630311,15.719448094612352,16.666666666666664,1610612744,12,18,2025-12-13T03:26:02Z,890000,False,167.0,95.0,1,left,MISS P. Spencer 19' pullup Shot,[1630311],1610612744.0,GSW,pullup,,,Spencer,P. Spencer,,,,,Mid-Range,16-24 Right,,,19.2,Missed,,,,,,,,,,,,,,,,
90,PT05M34.00S,2025-12-13T03:25:33.3Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,12,18,2025-12-13T03:25:33Z,900000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:0),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Mid-Range,16-24 Right,,,,,89.0,1.0,0.0,1.0,,,,,,,,,,,,
91,PT05M33.00S,2025-12-13T03:25:34.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631218,6.389618922470433,52.20588235294118,1610612744,14,18,2025-12-13T03:26:06Z,910000,False,-11.0,8.0,1,left,T. Jackson-Davis putback Layup (2 PTS),[1631218],1610612744.0,GSW,putback,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,1.34,Made,,,,,,,,,2.0,,,,,,,
92,PT05M23.00S,2025-12-13T03:25:43.6Z,1,REGULAR,3pt,Jump Shot,[],1629675,63.41984231274639,48.28431372549019,1610612750,14,18,2025-12-13T03:25:52Z,920000,False,-9.0,291.0,1,right,MISS N. Reid 29' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,29.15,Missed,,,,,,,,,,,,,,,,
93,PT05M20.00S,2025-12-13T03:25:46.6Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,14,18,2025-12-13T03:25:52Z,930000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Center,,,,,92.0,2.0,1.0,1.0,,,,,,,,,,,,
94,PT05M09.00S,2025-12-13T03:25:57.7Z,1,REGULAR,2pt,Jump Shot,[],201939,8.754927726675426,28.676470588235293,1610612744,16,18,2025-12-13T03:27:32Z,940000,False,107.0,30.0,1,left,S. Curry 11' driving floating Jump Shot (10 PTS),[201939],1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,,,11.07,Made,,,,,,,,,10.0,,,,,,,
95,PT05M07.00S,2025-12-13T03:26:07.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,91.80354796320631,42.15686274509804,1610612750,16,18,2025-12-13T03:29:31Z,950000,False,-39.0,25.0,1,right,MISS J. Randle driving Layup - blocked,"[203944, 1631218]",1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,4.62,Missed,,,,,,,,,,,,,Jackson-Davis,1631218.0,,
96,PT05M07.00S,2025-12-13T03:26:07.6Z,1,REGULAR,block,,[],1631218,,,1610612750,16,18,2025-12-13T03:26:10Z,960000,False,,,0,,T. Jackson-Davis BLOCK (1 BLK),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
