actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
97,PT05M05.00S,2025-12-13T03:26:09.6Z,1,REGULAR,rebound,defensive,[],1630311,,,1610612744,16,18,2025-12-13T03:29:31Z,970000,False,,,0,,P. Spencer REBOUND (Off:0 Def:2),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),0-8 Center,,,,,95.0,2.0,2.0,0.0,,,,,,,,,,,,
98,PT04M59.00S,2025-12-13T03:26:14.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630311,27.020367936925098,81.37254901960785,1610612744,19,18,2025-12-13T03:29:42Z,980000,False,-157.0,201.0,1,left,P. Spencer 25' 3PT running (5 PTS) (M. Moody 1 AST),"[1630311, 1630541]",1610612744.0,GSW,running,,,Spencer,P. Spencer,,,,,Above the Break 3,24+ Left Center,,,25.54,Made,,,,,,,,,5.0,M. Moody,1630541.0,1.0,,,,
101,PT04M56.00S,2025-12-13T03:26:40.0Z,1,REGULAR,substitution,out,[],1630311,,,1610612750,19,18,2025-12-13T03:26:42Z,1010000,False,,,0,,SUB out: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M56.00S,2025-12-13T03:26:40.0Z,1,REGULAR,substitution,in,[],1641764,,,1610612750,19,18,2025-12-13T03:26:42Z,1020000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M56.00S,2025-12-13T03:26:40.0Z,1,REGULAR,substitution,out,[],203944,,,1610612750,19,18,2025-12-13T03:27:15Z,1025000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M56.00S,2025-12-13T03:26:40.0Z,1,REGULAR,substitution,in,[],203497,,,1610612750,19,18,2025-12-13T03:27:15Z,1027500,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M46.00S,2025-12-13T03:27:04.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642265,88.12417871222075,45.34313725490196,1610612750,19,18,2025-12-13T03:30:39Z,1030000,False,-23.0,59.0,1,right,MISS R. Dillingham 6' driving floating Shot,[1642265],1610612750.0,MIN,driving floating,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,,,6.35,Missed,,,,,,,,,,,,,,,,
104,PT04M44.00S,2025-12-13T03:27:06.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,19,18,2025-12-13T03:30:39Z,1040000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,103.0,,,,,,,,,,,,,,,
107,PT04M34.00S,2025-12-13T03:27:20.5Z,1,REGULAR,3pt,Jump Shot,[],201939,26.10052562417871,10.049019607843137,1610612744,19,18,2025-12-13T03:31:12Z,1050000,False,200.0,193.0,1,left,MISS S. Curry 27' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,27.77,Missed,,,,,,,,,,,,,,,,
108,PT04M29.00S,2025-12-13T03:27:25.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,19,18,2025-12-13T03:27:26Z,1060000,False,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,107.0,3.0,2.0,1.0,,,,,,,,,,,,
109,PT04M18.00S,2025-12-13T03:27:36.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,87.99277266754271,46.32352941176471,1610612750,19,20,2025-12-13T03:27:41Z,1070000,False,-18.0,60.0,1,right,N. Reid 6' turnaround Hook (2 PTS),[1629675],1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,6.31,Made,,,,,,,,,2.0,,,,,,,
110,PT04M09.00S,2025-12-13T03:27:56.4Z,1,REGULAR,foul,personal,['2freethrow'],1642265,,,1610612744,19,20,2025-12-13T03:28:04Z,1080000,False,,,0,,R. Dillingham shooting personal FOUL (1 PF) (Jackson-Davis 2 FT),"[1642265, 1631218]",1610612750.0,MIN,shooting,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,101284.0,,,,,,,,1.0,0.0,Jackson-Davis,1631218.0,,,,,,,,
112,PT04M09.00S,2025-12-13T03:28:11.5Z,1,REGULAR,freethrow,1 of 2,[],1631218,,,1610612744,20,20,2025-12-13T03:28:11Z,1100000,False,,,0,,T. Jackson-Davis Free Throw 1 of 2 (3 PTS),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,Made,,,,,,,,,3.0,,,,,,,
113,PT04M09.00S,2025-12-13T03:28:13.6Z,1,REGULAR,substitution,out,[],1629001,,,1610612744,20,20,2025-12-13T03:28:21Z,1110000,False,,,0,,SUB out: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M09.00S,2025-12-13T03:28:13.6Z,1,REGULAR,substitution,out,[],201939,,,1610612744,20,20,2025-12-13T03:28:21Z,1120000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M09.00S,2025-12-13T03:28:13.6Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,20,20,2025-12-13T03:28:21Z,1130000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M09.00S,2025-12-13T03:28:13.6Z,1,REGULAR,substitution,in,[],202710,,,1610612744,20,20,2025-12-13T03:28:21Z,1140000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M09.00S,2025-12-13T03:28:33.0Z,1,REGULAR,freethrow,2 of 2,[],1631218,,,1610612744,21,20,2025-12-13T03:28:33Z,1150000,False,,,0,,T. Jackson-Davis Free Throw 2 of 2 (4 PTS),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,Made,,,,,,,,,4.0,,,,,,,
118,PT03M49.00S,2025-12-13T03:28:54.3Z,1,REGULAR,turnover,bad pass,[],1630183,,,1610612750,21,20,2025-12-13T03:28:57Z,1160000,False,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1630183, 1630541]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Center,,1.0,,,,,,,,,,,,,,,,,Moody,1630541.0
119,PT03M49.00S,2025-12-13T03:28:54.3Z,1,REGULAR,steal,,[],1630541,,,1610612744,21,20,2025-12-13T03:28:55Z,1170000,False,,,0,,M. Moody STEAL (1 STL),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
120,PT03M26.00S,2025-12-13T03:29:17.3Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612744,21,20,2025-12-13T03:29:20Z,1180000,False,,,0,,J. Butler III bad pass TURNOVER (1 TO),"[202710, 1629675]",1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,,,,,,,Reid,1629675.0
121,PT03M26.00S,2025-12-13T03:29:17.3Z,1,REGULAR,steal,,[],1629675,,,1610612750,21,20,2025-12-13T03:29:18Z,1190000,False,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
122,PT03M21.00S,2025-12-13T03:29:22.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641740,93.64323258869908,44.6078431372549,1610612750,21,22,2025-12-13T03:29:28Z,1200000,False,-27.0,7.0,1,right,J. Clark running Layup (2 PTS) (N. Reid 1 AST),"[1641740, 1629675]",1610612750.0,MIN,running,,,Clark,J. Clark,,,,,Restricted Area,0-8 Center,,,2.8,Made,,,,,,,,,2.0,N. Reid,1629675.0,1.0,,,,
124,PT03M13.00S,2025-12-13T03:29:30.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,7.30946123521682,54.65686274509803,1610612744,23,22,2025-12-13T03:33:06Z,1220000,False,-23.0,16.0,1,left,J. Butler III driving Layup (4 PTS) (B. Podziemski 1 AST),"[202710, 1641764]",1610612744.0,GSW,driving,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,,,2.84,Made,,,,,,,,,4.0,B. Podziemski,1641764.0,1.0,,,,
126,PT03M13.00S,2025-12-13T03:29:35.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,23,22,2025-12-13T03:29:35Z,1240000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M13.00S,2025-12-13T03:32:03.7Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,23,22,2025-12-13T03:32:17Z,1250000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M13.00S,2025-12-13T03:32:03.7Z,1,REGULAR,substitution,in,[],1630545,,,1610612750,23,22,2025-12-13T03:32:17Z,1260000,False,,,0,,SUB in: T. Shannon Jr.,[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M03.00S,2025-12-13T03:32:41.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.51182654402102,51.71568627450981,1610612750,23,24,2025-12-13T03:32:47Z,1270000,False,9.0,8.0,1,right,R. Gobert cutting DUNK (2 PTS) (T. Shannon Jr. 1 AST),"[203497, 1630545]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,1.21,Made,,,,,,,,,2.0,T. Shannon Jr.,1630545.0,1.0,,,,
132,PT02M48.00S,2025-12-13T03:32:57.7Z,1,REGULAR,2pt,Jump Shot,[],1641764,11.251642575558476,30.637254901960787,1610612744,25,24,2025-12-13T03:33:41Z,1290000,False,97.0,53.0,1,left,B. Podziemski 11' driving floating bank Jump Shot (2 PTS),[1641764],1610612744.0,GSW,driving floating bank,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Right,,,11.05,Made,,,,,,,,,2.0,,,,,,,
133,PT02M36.00S,2025-12-13T03:33:09.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642265,84.97043363994744,56.61764705882353,1610612750,25,24,2025-12-13T03:33:56Z,1300000,False,33.0,89.0,1,right,MISS R. Dillingham 9' pullup Shot,[1642265],1610612750.0,MIN,pullup,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),8-16 Center,,,9.48,Missed,,,,,,,,,,,,,,,,
134,PT02M36.00S,2025-12-13T03:33:09.0Z,1,REGULAR,rebound,defensive,[],202710,,,1610612744,25,24,2025-12-13T03:33:21Z,1310000,False,,,0,,J. Butler III REBOUND (Off:0 Def:2),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),8-16 Center,,,,,133.0,2.0,2.0,0.0,,,,,,,,,,,,
135,PT02M24.00S,2025-12-13T03:33:21.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,7.703679369250986,46.568627450980394,1610612744,25,24,2025-12-13T03:34:20Z,1320000,False,17.0,20.0,1,left,MISS J. Butler III cutting Layup - blocked,"[202710, 1630545]",1610612744.0,GSW,cutting,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,,,2.63,Missed,,,,,,,,,,,,,Shannon Jr.,1630545.0,,
136,PT02M24.00S,2025-12-13T03:33:21.3Z,1,REGULAR,block,,[],1630545,,,1610612744,25,24,2025-12-13T03:33:23Z,1330000,False,,,0,,T. Shannon Jr. BLOCK (1 BLK),[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
137,PT02M21.00S,2025-12-13T03:33:24.3Z,1,REGULAR,rebound,offensive,[],202710,,,1610612744,25,24,2025-12-13T03:33:26Z,1340000,False,,,0,,J. Butler III REBOUND (Off:1 Def:2),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,,,,,135.0,3.0,2.0,1.0,,,,,,,,,,,,
138,PT02M18.00S,2025-12-13T03:33:26.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630541,27.283180026281208,11.76470588235294,1610612744,25,24,2025-12-13T03:33:29Z,1350000,False,191.0,204.0,1,left,MISS M. Moody 27' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,27.96,Missed,,,,,,,,,,,,,,,,
139,PT02M17.00S,2025-12-13T03:33:27.8Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,25,24,2025-12-13T03:33:27Z,1360000,False,,,0,,T. Jackson-Davis REBOUND (Off:2 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Right Center,,,,,138.0,3.0,1.0,2.0,,,,,,,,,,,,
140,PT02M15.00S,2025-12-13T03:33:29.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641764,33.459264126149804,42.15686274509804,1610612744,25,24,2025-12-13T03:33:34Z,1370000,False,39.0,262.0,1,left,MISS B. Podziemski 26' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,,,26.49,Missed,,,,,,,,,,,,,,,,
141,PT02M13.00S,2025-12-13T03:33:31.4Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,25,24,2025-12-13T03:33:34Z,1380000,False,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,140.0,4.0,3.0,1.0,,,,,,,,,,,,
142,PT02M04.00S,2025-12-13T03:33:41.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.38042049934296,46.07843137254902,1610612750,25,26,2025-12-13T03:33:45Z,1390000,False,-20.0,10.0,1,right,R. Gobert DUNK (4 PTS) (T. Shannon Jr. 2 AST),"[203497, 1630545]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,2.19,Made,,,,,,,,,4.0,T. Shannon Jr.,1630545.0,2.0,,,,
144,PT01M43.00S,2025-12-13T03:34:03.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641764,18.347568988173457,49.26470588235294,1610612744,25,26,2025-12-13T03:47:07Z,1410000,False,4.0,120.0,1,left,MISS B. Podziemski 12' driving floating Shot,[1641764],1610612744.0,GSW,driving floating,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,,,12.01,Missed,,,,,,,,,,,,,,,,
145,PT01M43.00S,2025-12-13T03:34:03.0Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,25,26,2025-12-13T03:47:07Z,1420000,False,,,0,,T. Jackson-Davis REBOUND (Off:3 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,144.0,4.0,1.0,3.0,,,,,,,,,,,,
207,PT01M41.00S,2025-12-13T03:34:08.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631218,11.251642575558476,41.66666666666667,1610612744,25,26,2025-12-13T03:56:53Z,1425000,False,42.0,53.0,1,left,MISS T. Jackson-Davis 6' tip Layup - blocked,"[1631218, 203497]",1610612744.0,GSW,tip,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,6.77,Missed,,,,,,,,,,,,,Gobert,203497.0,,
208,PT01M41.00S,2025-12-13T03:34:08.0Z,1,REGULAR,block,,[],203497,,,1610612744,25,26,2025-12-13T03:46:11Z,1427500,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
209,PT01M40.00S,2025-12-13T03:34:09.0Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,25,26,2025-12-13T03:46:58Z,1428750,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,207.0,1.0,1.0,0.0,,,,,,,,,,,,
146,PT01M32.00S,2025-12-13T03:34:13.1Z,1,REGULAR,2pt,Jump Shot,[],1629675,89.04402102496715,28.921568627450984,1610612750,25,28,2025-12-13T03:38:26Z,1430000,False,-105.0,50.0,1,right,N. Reid 11' driving floating bank Jump Shot (4 PTS),[1629675],1610612750.0,MIN,driving floating bank,,,Reid,N. Reid,,,,,Mid-Range,8-16 Left,,,11.69,Made,,,,,,,,,4.0,,,,,,,
147,PT01M13.00S,2025-12-13T03:34:32.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631218,5.863994743758213,57.107843137254896,1610612744,27,28,2025-12-13T03:34:37Z,1440000,False,-36.0,3.0,1,left,T. Jackson-Davis alley-oop DUNK (6 PTS) (B. Podziemski 2 AST),"[1631218, 1641764]",1610612744.0,GSW,alley-oop,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,3.56,Made,,,,,,,,,6.0,B. Podziemski,1641764.0,2.0,,,,
149,PT01M00.00S,2025-12-13T03:34:45.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641740,83.52496714848883,46.568627450980394,1610612750,27,28,2025-12-13T03:38:45Z,1460000,False,-17.0,102.0,1,right,MISS J. Clark 10' driving floating Shot,[1641740],1610612750.0,MIN,driving floating,,,Clark,J. Clark,,,,,In The Paint (Non-RA),8-16 Center,,,10.38,Missed,,,,,,,,,,,,,,,,
150,PT00M57.90S,2025-12-13T03:34:47.4Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,27,28,2025-12-13T03:34:51Z,1470000,False,,,0,,T. Jackson-Davis REBOUND (Off:3 Def:2),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,149.0,5.0,2.0,3.0,,,,,,,,,,,,
151,PT00M44.40S,2025-12-13T03:35:01.8Z,1,REGULAR,turnover,bad pass,[],1627780,,,1610612744,27,28,2025-12-13T03:35:05Z,1480000,False,,,0,,G. Payton II bad pass TURNOVER (1 TO),"[1627780, 203497]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Left Center,,1.0,,,,,,,,,,,,,,,,,Gobert,203497.0
152,PT00M44.40S,2025-12-13T03:35:01.8Z,1,REGULAR,steal,,[],203497,,,1610612750,27,28,2025-12-13T03:35:03Z,1490000,False,,,0,,R. Gobert STEAL (1 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
153,PT00M34.30S,2025-12-13T03:35:11.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642265,93.64323258869908,55.14705882352941,1610612750,27,28,2025-12-13T03:39:42Z,1500000,False,26.0,7.0,1,right,MISS R. Dillingham driving Layup - blocked,"[1642265, 1631218]",1610612750.0,MIN,driving,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,,,2.67,Missed,,,,,,,,,,,,,Jackson-Davis,1631218.0,,
154,PT00M34.30S,2025-12-13T03:35:11.9Z,1,REGULAR,block,,[],1631218,,,1610612750,27,28,2025-12-13T03:35:13Z,1510000,False,,,0,,T. Jackson-Davis BLOCK (2 BLK),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
155,PT00M31.40S,2025-12-13T03:35:14.8Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,27,28,2025-12-13T03:35:17Z,1520000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,
156,PT00M27.30S,2025-12-13T03:35:21.7Z,1,REGULAR,foul,personal,[],1629675,,,1610612744,27,28,2025-12-13T03:35:38Z,1530000,False,,,0,,N. Reid personal FOUL (1 PF),"[1629675, 1641764]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,202056.0,,,,,,,,1.0,0.0,Podziemski,1641764.0,,,,,,,,
158,PT00M27.30S,2025-12-13T03:35:37.2Z,1,REGULAR,substitution,out,[],1631218,,,1610612744,27,28,2025-12-13T03:35:39Z,1550000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M27.30S,2025-12-13T03:35:37.2Z,1,REGULAR,substitution,in,[],1642366,,,1610612744,27,28,2025-12-13T03:35:39Z,1560000,False,,,0,,SUB in: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M27.30S,2025-12-13T03:35:50.1Z,1,REGULAR,substitution,out,[],1627780,,,1610612744,27,28,2025-12-13T03:35:53Z,1570000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M27.30S,2025-12-13T03:35:50.1Z,1,REGULAR,substitution,out,[],1642265,,,1610612744,27,28,2025-12-13T03:35:53Z,1580000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M27.30S,2025-12-13T03:35:50.1Z,1,REGULAR,substitution,in,[],1627741,,,1610612744,27,28,2025-12-13T03:35:53Z,1590000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M27.30S,2025-12-13T03:35:50.1Z,1,REGULAR,substitution,in,[],1630183,,,1610612744,27,28,2025-12-13T03:35:53Z,1600000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M27.30S,2025-12-13T03:36:00.2Z,1,REGULAR,substitution,out,[],203497,,,1610612744,27,28,2025-12-13T03:36:04Z,1610000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M27.30S,2025-12-13T03:36:00.2Z,1,REGULAR,substitution,in,[],203944,,,1610612744,27,28,2025-12-13T03:36:04Z,1620000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M09.90S,2025-12-13T03:36:29.8Z,1,REGULAR,3pt,Jump Shot,[],202710,31.488173455978973,64.95098039215686,1610612744,27,28,2025-12-13T03:36:35Z,1630000,False,-75.0,243.0,1,left,MISS J. Butler III 25' step back 3PT,[202710],1610612744.0,GSW,step back,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Center,,,25.47,Missed,,,,,,,,,,,,,,,,
167,PT00M07.70S,2025-12-13T03:36:32.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,27,28,2025-12-13T03:37:17Z,1640000,False,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,166.0,4.0,4.0,0.0,,,,,,,,,,,,
168,PT00M00.90S,2025-12-13T03:36:39.6Z,1,REGULAR,3pt,Jump Shot,[],203944,64.47109067017082,60.5392156862745,1610612750,27,28,2025-12-13T03:40:36Z,1650000,False,53.0,281.0,1,right,MISS J. Randle 28' pullup 3PT,[203944],1610612750.0,MIN,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,28.64,Missed,,,,,,,,,,,,,,,,
169,PT00M00.10S,2025-12-13T03:36:40.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,27,28,2025-12-13T03:38:00Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Center,,,,,168.0,,,,,,,,,,,,,,,
170,PT00M00.00S,2025-12-13T03:36:43.2Z,1,REGULAR,period,end,[],0,,,1610612750,27,28,2025-12-13T03:36:43Z,1670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-12-13T03:38:54.9Z,2,REGULAR,substitution,out,['startperiod'],1630541,,,1610612750,27,28,2025-12-13T03:39:14Z,1680000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-12-13T03:38:54.9Z,2,REGULAR,substitution,out,['startperiod'],1630183,,,1610612750,27,28,2025-12-13T03:39:14Z,1690000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-12-13T03:38:54.9Z,2,REGULAR,substitution,in,['startperiod'],1629001,,,1610612750,27,28,2025-12-13T03:39:14Z,1700000,False,,,0,,SUB in: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-12-13T03:38:54.9Z,2,REGULAR,substitution,in,['startperiod'],1628978,,,1610612750,27,28,2025-12-13T03:39:14Z,1710000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-12-13T03:39:19.4Z,2,REGULAR,period,start,[],0,,,1610612750,27,28,2025-12-13T03:39:19Z,1720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
