actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
253,PT06M50.00S,2026-04-03T02:48:45.2Z,2,REGULAR,substitution,in,[],1630311,,,1610612739,34,39,2026-04-03T02:49:04Z,2500000,False,,,0,,SUB in: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M50.00S,2026-04-03T02:48:45.2Z,2,REGULAR,substitution,in,[],204001,,,1610612739,34,39,2026-04-03T02:49:04Z,2510000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M50.00S,2026-04-03T02:48:45.2Z,2,REGULAR,substitution,in,[],1642954,,,1610612739,34,39,2026-04-03T02:49:04Z,2520000,False,,,0,,SUB in: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M50.00S,2026-04-03T02:48:45.2Z,2,REGULAR,substitution,in,[],1629001,,,1610612739,34,39,2026-04-03T02:49:04Z,2530000,False,,,0,,SUB in: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M50.00S,2026-04-03T02:48:45.2Z,2,REGULAR,substitution,in,[],1629622,,,1610612739,34,39,2026-04-03T02:49:04Z,2540000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M50.00S,2026-04-03T02:48:45.2Z,2,REGULAR,substitution,in,[],1630241,,,1610612739,34,39,2026-04-03T02:49:04Z,2550000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M34.00S,2026-04-03T02:49:33.1Z,2,REGULAR,3pt,Jump Shot,[],201935,72.09264126149803,83.08823529411765,1610612739,34,42,2026-04-03T02:50:16Z,2560000,False,165.0,210.0,1,right,J. Harden 26' 3PT step back (5 PTS),[201935],1610612739.0,CLE,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.72,Made,,,,,,,,,,,5.0,,,,,,,
260,PT06M17.00S,2026-04-03T02:49:49.9Z,2,REGULAR,2pt,Jump Shot,[],204001,22.026938239159,32.59803921568628,1610612744,36,42,2026-04-03T02:50:29Z,2570000,False,87.0,155.0,1,left,K. Porziņģis 17' pullup Jump Shot (6 PTS) (P. Spencer 1 AST),"[204001, 1630311]",1610612744.0,GSW,pullup,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,16-24 Right Center,17.74,Made,,,,,,,,,,,6.0,P. Spencer,1630311.0,1.0,,,,
262,PT05M56.00S,2026-04-03T02:50:12.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,87.86136662286465,55.392156862745104,1610612739,36,44,2026-04-03T02:50:16Z,2590000,False,27.0,62.0,1,right,J. Harden 6' driving floating Jump Shot (7 PTS),[201935],1610612739.0,CLE,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,6.73,Made,,,,,,,,,,,7.0,,,,,,,
263,PT05M36.00S,2026-04-03T02:50:31.3Z,2,REGULAR,3pt,Jump Shot,[],1642954,29.517082785808146,81.12745098039215,1610612744,36,44,2026-04-03T02:50:37Z,2600000,False,-156.0,225.0,1,left,MISS W. Richard 27' 3PT,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Above the Break 3,24+ Left Center,27.36,Missed,,,,,,,,,,,,,,,,,,
264,PT05M33.00S,2026-04-03T02:50:34.3Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,36,44,2026-04-03T02:50:37Z,2610000,False,,,0,,E. Mobley REBOUND (Off:2 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,263.0,4.0,2.0,2.0,,,,,,,,,,,,,,
265,PT05M27.00S,2026-04-03T02:50:39.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,91.5407358738502,48.03921568627451,1610612739,36,46,2026-04-03T03:10:33Z,2620000,False,-10.0,27.0,1,right,E. Mobley alley-oop DUNK (6 PTS) (S. Merrill 3 AST),"[1630596, 1630241]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,2.87,Made,,,,,,,,,,,6.0,S. Merrill,1630241.0,3.0,,,,
267,PT05M08.00S,2026-04-03T02:50:59.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,10.200394218134035,51.9607843137255,1610612744,38,46,2026-04-03T02:51:05Z,2640000,False,-10.0,43.0,1,left,G. Payton II reverse Layup (8 PTS) (D. Melton 3 AST),"[1627780, 1629001]",1610612744.0,GSW,reverse,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,,,,,,,,,,,8.0,D. Melton,1629001.0,3.0,,,,
269,PT04M53.00S,2026-04-03T02:51:14.2Z,2,REGULAR,3pt,Jump Shot,[],1629622,71.30420499342969,81.86274509803921,1610612739,38,46,2026-04-03T02:51:18Z,2660000,False,159.0,217.0,1,right,MISS M. Strus 26' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,26.94,Missed,,,,,,,,,,,,,,,,,,
270,PT04M50.00S,2026-04-03T02:51:17.2Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,38,46,2026-04-03T02:51:18Z,2670000,False,,,0,,G. Payton II REBOUND (Off:2 Def:3),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Right Center,,,269.0,5.0,3.0,2.0,,,,,,,,,,,,,,
272,PT04M28.00S,2026-04-03T02:51:45.2Z,2,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612744,38,46,2026-04-03T02:51:55Z,2690000,False,,,0,,M. Strus shooting personal FOUL (2 PF) (Porziņģis 2 FT),"[1629622, 204001]",1610612739.0,CLE,shooting,,,Strus,M. Strus,,,,,Mid-Range,16-24 Left Center,,,,,,,,202037.0,2.0,0.0,Porziņģis,204001.0,,,,,,,,
274,PT04M28.00S,2026-04-03T02:52:14.4Z,2,REGULAR,freethrow,1 of 2,[],204001,,,1610612744,39,46,2026-04-03T02:52:14Z,2710000,False,,,0,,K. Porziņģis Free Throw 1 of 2 (7 PTS),[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
275,PT04M28.00S,2026-04-03T02:52:15.3Z,2,REGULAR,substitution,out,[],1627780,,,1610612744,39,46,2026-04-03T02:52:25Z,2720000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M28.00S,2026-04-03T02:52:15.3Z,2,REGULAR,substitution,out,[],1630596,,,1610612744,39,46,2026-04-03T02:52:25Z,2730000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M28.00S,2026-04-03T02:52:15.3Z,2,REGULAR,substitution,in,[],1641764,,,1610612744,39,46,2026-04-03T02:52:25Z,2740000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M28.00S,2026-04-03T02:52:15.3Z,2,REGULAR,substitution,in,[],1628386,,,1610612744,39,46,2026-04-03T02:52:25Z,2750000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M28.00S,2026-04-03T02:52:36.9Z,2,REGULAR,freethrow,2 of 2,[],204001,,,1610612744,40,46,2026-04-03T02:52:36Z,2760000,False,,,0,,K. Porziņģis Free Throw 2 of 2 (8 PTS),[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,,,,,,,,,,,8.0,,,,,,,
280,PT04M16.00S,2026-04-03T02:52:51.6Z,2,REGULAR,3pt,Jump Shot,[],1630241,93.77463863337714,3.1862745098039214,1610612739,40,46,2026-04-03T02:52:56Z,2770000,False,-234.0,6.0,1,right,MISS S. Merrill 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
281,PT04M11.00S,2026-04-03T02:52:56.6Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,40,46,2026-04-03T03:54:10Z,2780000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:3),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Left Corner 3,24+ Left,,,280.0,3.0,3.0,0.0,,,,,,,,,,,,,,
366,PT03M51.00S,2026-04-03T02:53:10.7Z,2,REGULAR,turnover,out-of-bounds,[],1629001,,,1610612744,40,46,2026-04-03T03:21:42Z,2797500,False,,,0,,D. Melton lost ball out-of-bounds TURNOVER (2 TO),[1629001],1610612744.0,GSW,lost ball,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,201639.0,,,,,,,,,,,,
285,PT03M37.00S,2026-04-03T02:53:42.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628386,93.11760840998686,45.588235294117645,1610612739,40,48,2026-04-03T03:21:11Z,2820000,False,-22.0,12.0,1,right,J. Allen alley-oop DUNK (6 PTS) (J. Harden 3 AST),"[1628386, 201935]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,,,,,,,6.0,J. Harden,201935.0,3.0,,,,
287,PT03M37.00S,2026-04-03T02:53:49.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,40,48,2026-04-03T02:53:49Z,2840000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M37.00S,2026-04-03T02:54:24.7Z,2,REGULAR,substitution,out,[],1642954,,,1610612744,40,48,2026-04-03T02:56:38Z,2850000,False,,,0,,SUB out: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M37.00S,2026-04-03T02:54:24.7Z,2,REGULAR,substitution,in,[],1630611,,,1610612744,40,48,2026-04-03T02:56:38Z,2860000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M16.00S,2026-04-03T02:57:13.4Z,2,REGULAR,turnover,bad pass,[],1630311,,,1610612744,40,48,2026-04-03T02:57:18Z,2870000,False,,,0,,P. Spencer bad pass TURNOVER (1 TO),"[1630311, 1628386]",1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,,,,,,,,Allen,1628386.0,,
292,PT03M16.00S,2026-04-03T02:57:13.4Z,2,REGULAR,steal,,[],1628386,,,1610612739,40,48,2026-04-03T02:57:16Z,2880000,False,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
293,PT03M06.00S,2026-04-03T02:57:22.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628386,92.9862023653088,51.71568627450981,1610612739,40,50,2026-04-03T02:57:32Z,2890000,False,9.0,13.0,1,right,J. Allen driving reverse Layup (8 PTS) (M. Strus 2 AST),"[1628386, 1629622]",1610612739.0,CLE,driving reverse,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,,,,,8.0,M. Strus,1629622.0,2.0,,,,
296,PT02M57.00S,2026-04-03T02:57:36.5Z,2,REGULAR,substitution,out,[],1631165,,,1610612744,40,50,2026-04-03T02:57:43Z,2920000,False,,,0,,SUB out: K. Ellis,[1631165],1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M57.00S,2026-04-03T02:57:36.5Z,2,REGULAR,substitution,in,[],1628378,,,1610612744,40,50,2026-04-03T02:57:43Z,2930000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M57.00S,2026-04-03T02:57:55.0Z,2,REGULAR,foul,personal,[],201935,,,1610612744,40,50,2026-04-03T02:58:09Z,2940000,False,,,0,,J. Harden personal FOUL (1 PF),"[201935, 204001]",1610612739.0,CLE,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,,,,,,202037.0,1.0,0.0,Porziņģis,204001.0,,,,,,,,
300,PT02M57.00S,2026-04-03T02:58:15.1Z,2,REGULAR,substitution,out,[],204001,,,1610612744,40,50,2026-04-03T02:58:22Z,2960000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M57.00S,2026-04-03T02:58:15.1Z,2,REGULAR,substitution,in,[],203110,,,1610612744,40,50,2026-04-03T02:58:22Z,2970000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M43.00S,2026-04-03T02:58:42.6Z,2,REGULAR,3pt,Jump Shot,[],1630311,35.43035479632063,46.81372549019608,1610612744,40,50,2026-04-03T03:00:27Z,2980000,False,16.0,281.0,1,left,MISS P. Spencer 28' step back 3PT,[1630311],1610612744.0,GSW,step back,,,Spencer,P. Spencer,,,,,Above the Break 3,24+ Center,28.1,Missed,,,,,,,,,,,,,,,,,,
303,PT02M39.00S,2026-04-03T02:58:46.6Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,40,50,2026-04-03T02:58:58Z,2990000,False,,,0,,J. Allen REBOUND (Off:1 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,302.0,5.0,4.0,1.0,,,,,,,,,,,,,,
305,PT02M22.00S,2026-04-03T02:59:09.5Z,2,REGULAR,3pt,Jump Shot,[],1629622,74.32654402102497,15.196078431372548,1610612739,40,53,2026-04-03T02:59:55Z,3010000,False,-174.0,189.0,1,right,M. Strus 25' 3PT  (8 PTS) (S. Merrill 4 AST),"[1629622, 1630241]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,25.68,Made,,,,,,,,,,,8.0,S. Merrill,1630241.0,4.0,,,,
307,PT02M13.00S,2026-04-03T02:59:19.8Z,2,REGULAR,turnover,bad pass,[],203110,,,1610612744,40,53,2026-04-03T02:59:24Z,3030000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1630241]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,,,,,,,,Merrill,1630241.0,,
308,PT02M13.00S,2026-04-03T02:59:19.8Z,2,REGULAR,steal,,[],1630241,,,1610612739,40,53,2026-04-03T02:59:22Z,3040000,False,,,0,,S. Merrill STEAL (1 STL),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
309,PT02M06.00S,2026-04-03T02:59:26.3Z,2,REGULAR,turnover,bad pass,[],1630241,,,1610612739,40,53,2026-04-03T02:59:31Z,3050000,False,,,0,,S. Merrill bad pass TURNOVER (1 TO),"[1630241, 1629001]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,,,,,,,,Melton,1629001.0,,
310,PT02M06.00S,2026-04-03T02:59:26.3Z,2,REGULAR,steal,,[],1629001,,,1610612744,40,53,2026-04-03T02:59:28Z,3060000,False,,,0,,D. Melton STEAL (2 STL),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
311,PT02M00.00S,2026-04-03T02:59:32.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629001,10.726018396846255,48.03921568627451,1610612744,42,53,2026-04-03T03:01:44Z,3070000,False,10.0,48.0,1,left,D. Melton running Layup (2 PTS),[1629001],1610612744.0,GSW,running,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,4.93,Made,,,,,,,,,,,2.0,,,,,,,
312,PT01M53.00S,2026-04-03T02:59:39.3Z,2,REGULAR,turnover,bad pass,[],1628378,,,1610612739,42,53,2026-04-03T02:59:44Z,3080000,False,,,0,,D. Mitchell bad pass TURNOVER (4 TO),"[1628378, 1629001]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,,,,4.0,,,,,,,,,,Melton,1629001.0,,
313,PT01M53.00S,2026-04-03T02:59:39.3Z,2,REGULAR,steal,,[],1629001,,,1610612744,42,53,2026-04-03T02:59:41Z,3090000,False,,,0,,D. Melton STEAL (3 STL),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
314,PT01M49.00S,2026-04-03T02:59:43.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629001,12.959921156373195,47.794117647058826,1610612744,42,53,2026-04-03T03:02:07Z,3100000,False,11.0,69.0,1,left,MISS D. Melton 7' running Layup - blocked,"[1629001, 1628378]",1610612744.0,GSW,running,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,7.02,Missed,,,,,,,,,,,,,,,,,Mitchell,1628378.0
315,PT01M49.00S,2026-04-03T02:59:43.0Z,2,REGULAR,block,,[],1628378,,,1610612744,42,53,2026-04-03T02:59:48Z,3110000,False,,,0,,D. Mitchell BLOCK (1 BLK),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
316,PT01M47.00S,2026-04-03T02:59:45.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,42,53,2026-04-03T03:15:47Z,3120000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,314.0,,,,,,,,,,,,,,,,,
317,PT01M47.00S,2026-04-03T03:00:36.1Z,2,REGULAR,jumpball,recovered,[],203110,,,1610612744,42,53,2026-04-03T03:16:58Z,3122500,False,,,0,,Jump Ball D. Melton vs. D. Mitchell: Tip to D. Green,"[203110, 1629001, 1628378]",1610612744.0,GSW,heldball,D. Green,203110.0,Green,D. Green,Melton,1629001.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,,,,,,
324,PT01M47.00S,2026-04-03T03:00:38.1Z,2,REGULAR,substitution,out,[],1630611,,,1610612744,42,53,2026-04-03T03:01:13Z,3125000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT01M47.00S,2026-04-03T03:00:38.1Z,2,REGULAR,substitution,out,[],1630311,,,1610612744,42,53,2026-04-03T03:01:13Z,3127500,False,,,0,,SUB out: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M47.00S,2026-04-03T03:00:38.1Z,2,REGULAR,substitution,in,[],204001,,,1610612744,42,53,2026-04-03T03:01:13Z,3128750,False,,,0,,SUB in: K. Porziņģis,[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M47.00S,2026-04-03T03:00:38.1Z,2,REGULAR,substitution,in,[],1627780,,,1610612744,42,53,2026-04-03T03:01:13Z,3129375,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT01M37.00S,2026-04-03T03:00:40.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629001,33.722076215505915,25.98039215686275,1610612744,45,53,2026-04-03T03:01:19Z,3160000,False,120.0,264.0,1,left,D. Melton 29' 3PT  (5 PTS) (D. Green 4 AST),"[1629001, 203110]",1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,29.05,Made,,,,,,,,,,,5.0,D. Green,203110.0,4.0,,,,
322,PT01M24.00S,2026-04-03T03:00:54.8Z,2,REGULAR,foul,personal,['2freethrow'],204001,,,1610612739,45,53,2026-04-03T03:01:21Z,3180000,False,,,0,,K. Porziņģis shooting personal FOUL (2 PF) (Allen 2 FT),"[204001, 1628386]",1610612744.0,GSW,shooting,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,,201639.0,2.0,0.0,Allen,1628386.0,,,,,,,,
328,PT01M24.00S,2026-04-03T03:01:22.5Z,2,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,45,53,2026-04-03T03:01:22Z,3200000,False,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
329,PT01M24.00S,2026-04-03T03:01:22.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,45,53,2026-04-03T03:01:22Z,3210000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,328.0,,,,,,,,,,,,,,,,,
330,PT01M24.00S,2026-04-03T03:01:28.1Z,2,REGULAR,substitution,out,[],1630241,,,1610612739,45,53,2026-04-03T03:01:30Z,3220000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT01M24.00S,2026-04-03T03:01:28.1Z,2,REGULAR,substitution,in,[],1630596,,,1610612739,45,53,2026-04-03T03:01:30Z,3230000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT01M24.00S,2026-04-03T03:01:41.5Z,2,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,45,54,2026-04-03T03:01:41Z,3240000,False,,,0,,J. Allen Free Throw 2 of 2 (9 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
333,PT01M15.00S,2026-04-03T03:01:54.2Z,2,REGULAR,3pt,Jump Shot,[],203110,35.43035479632063,35.78431372549019,1610612744,45,54,2026-04-03T03:01:59Z,3250000,False,71.0,281.0,1,left,MISS D. Green 28' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,28.94,Missed,,,,,,,,,,,,,,,,,,
334,PT01M12.00S,2026-04-03T03:01:57.2Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612739,45,54,2026-04-03T03:01:59Z,3260000,False,,,0,,M. Strus REBOUND (Off:0 Def:3),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,333.0,3.0,3.0,0.0,,,,,,,,,,,,,,
335,PT01M03.00S,2026-04-03T03:02:05.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,92.32917214191852,56.372549019607845,1610612739,45,54,2026-04-03T03:04:23Z,3270000,False,32.0,20.0,1,right,MISS D. Mitchell driving floating bank Shot,[1628378],1610612739.0,CLE,driving floating bank,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,3.74,Missed,,,,,,,,,,,,,,,,,,
336,PT01M01.00S,2026-04-03T03:02:07.5Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612744,45,54,2026-04-03T03:02:10Z,3280000,False,,,0,,D. Melton REBOUND (Off:1 Def:2),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,335.0,3.0,2.0,1.0,,,,,,,,,,,,,,
337,PT00M58.40S,2026-04-03T03:02:11.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629001,16.245072273324574,50.98039215686274,1610612744,45,54,2026-04-03T03:04:53Z,3290000,False,-5.0,100.0,1,left,MISS D. Melton 10' running Layup,[1629001],1610612744.0,GSW,running,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,10.03,Missed,,,,,,,,,,,,,,,,,,
338,PT00M58.20S,2026-04-03T03:02:11.8Z,2,REGULAR,rebound,offensive,[],1629001,,,1610612744,45,54,2026-04-03T03:15:10Z,3300000,False,,,0,,D. Melton REBOUND (Off:2 Def:2),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,,,337.0,4.0,2.0,2.0,,,,,,,,,,,,,,
357,PT00M58.10S,2026-04-03T03:02:28.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629001,8.360709592641262,49.754901960784316,1610612744,45,54,2026-04-03T03:15:52Z,3305000,False,1.0,26.0,1,left,MISS D. Melton tip Layup,[1629001],1610612744.0,GSW,tip,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,2.61,Missed,,,,,,,,,,,,,,,,,,
358,PT00M56.80S,2026-04-03T03:02:29.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,45,54,2026-04-03T03:15:52Z,3307500,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,357.0,,,,,,,,,,,,,,,,,
339,PT00M54.50S,2026-04-03T03:02:44.9Z,2,REGULAR,foul,offensive,[],203110,,,1610612744,45,54,2026-04-03T03:03:02Z,3310000,False,,,0,,D. Green charge offensive FOUL (2 PF),"[203110, 1628386]",1610612744.0,GSW,charge,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202037.0,2.0,0.0,Allen,1628386.0,,,,,,,,
341,PT00M54.50S,2026-04-03T03:02:44.9Z,2,REGULAR,turnover,offensive foul,[],203110,,,1610612744,45,54,2026-04-03T03:02:44Z,3330000,False,,,0,,D. Green offensive foul TURNOVER (2 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,202037.0,,,,,,,,,,,,
