actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
210,PT10M39.00S,2025-12-21T02:14:04.2Z,2,REGULAR,foul,technical,['1freethrow'],203110,,,1610612744,37,46,2025-12-21T02:20:49Z,2070000,False,,,0,,D. Green technical FOUL (1 Tech),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,2003.0,0.0,1.0,,,,,,,,,,
211,PT10M39.00S,2025-12-21T02:14:19.1Z,2,REGULAR,freethrow,1 of 1,[],1631221,,,1610612744,37,46,2025-12-21T02:45:01Z,2080000,False,,,0,,MISS C. Gillespie technical Free Throw 1 of 1,[1631221],1610612756.0,PHX,technical,,,Gillespie,C. Gillespie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
392,PT10M39.00S,2025-12-21T02:14:19.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,37,46,2025-12-21T02:45:01Z,2095000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,211.0,,,,,,,,,,,,,,,,
214,PT10M39.00S,2025-12-21T02:14:40.8Z,2,REGULAR,foul,technical,['1freethrow'],203110,,,1610612744,37,46,2025-12-21T02:21:27Z,2110000,False,,,0,,D. Green technical FOUL (2 Tech),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,2003.0,0.0,2.0,,,,,,,,,,
393,PT10M39.00S,2025-12-21T02:14:46.7Z,2,REGULAR,freethrow,1 of 1,[],1631221,,,1610612744,37,47,2025-12-21T02:47:15Z,2112500,False,,,0,,C. Gillespie technical Free Throw 1 of 1 (1 PTS),[1631221],1610612756.0,PHX,technical,,,Gillespie,C. Gillespie,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
265,PT10M39.00S,2025-12-21T02:14:52.6Z,2,REGULAR,ejection,other,[],203110,,,1610612744,37,47,2025-12-21T02:23:20Z,2115000,False,,,0,,Ejection D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,2003.0,,,,,,,,,,,,
276,PT10M39.00S,2025-12-21T02:14:58.5Z,2,REGULAR,foul,technical,['1freethrow'],204005,,,1610612744,37,47,2025-12-21T02:24:57Z,2117500,False,,,0,,TEAM foul technical,[204005],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,202053.0,,,,,,,,,,,,
215,PT10M39.00S,2025-12-21T02:15:04.5Z,2,REGULAR,freethrow,1 of 1,[],1631221,,,1610612744,37,48,2025-12-21T02:21:27Z,2120000,False,,,0,,C. Gillespie technical Free Throw 1 of 1 (2 PTS),[1631221],1610612756.0,PHX,technical,,,Gillespie,C. Gillespie,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
224,PT10M39.00S,2025-12-21T02:15:28.5Z,2,REGULAR,substitution,out,[],203110,,,1610612744,37,48,2025-12-21T02:21:27Z,2125000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT10M39.00S,2025-12-21T02:15:28.5Z,2,REGULAR,substitution,in,[],1642366,,,1610612744,37,48,2025-12-21T02:21:27Z,2127500,False,,,0,,SUB in: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT10M39.00S,2025-12-21T02:15:35.8Z,2,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,38,48,2025-12-21T02:48:00Z,2130000,False,,,0,,S. Curry Free Throw 1 of 1 (11 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
218,PT10M26.00S,2025-12-21T02:15:59.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642346,7.178055190538765,59.31372549019608,1610612756,38,48,2025-12-21T02:19:51Z,2150000,False,-47.0,15.0,1,left,MISS R. Dunn cutting DUNK,[1642346],1610612756.0,PHX,cutting,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,4.9,Missed,,,,,,,,,,,,,,,,,,
219,PT10M24.00S,2025-12-21T02:16:01.9Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,38,48,2025-12-21T02:19:51Z,2160000,False,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,,,,218.0,1.0,1.0,0.0,,,,,,,,,,,,,
220,PT10M20.00S,2025-12-21T02:16:10.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,91.5407358738502,48.28431372549019,1610612744,38,48,2025-12-21T02:20:23Z,2170000,False,-9.0,27.0,1,right,MISS G. Payton II driving Layup - blocked,"[1627780, 1631123]",1610612744.0,GSW,driving,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,2.83,Missed,,,,,,,,,,,,,,,,,Bouyea,1631123.0
221,PT10M20.00S,2025-12-21T02:16:10.1Z,2,REGULAR,block,,[],1631123,,,1610612744,38,48,2025-12-21T02:16:13Z,2180000,False,,,0,,J. Bouyea BLOCK (1 BLK),[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
222,PT10M20.00S,2025-12-21T02:16:10.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,38,48,2025-12-21T02:16:22Z,2190000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,220.0,,,,,,,,,,,,,,,,
226,PT09M59.00S,2025-12-21T02:16:39.1Z,2,REGULAR,3pt,Jump Shot,[],1631123,30.17411300919842,28.186274509803923,1610612756,38,48,2025-12-21T02:20:59Z,2230000,False,109.0,231.0,1,left,MISS J. Bouyea 25' pullup 3PT,[1631123],1610612756.0,PHX,pullup,,,Bouyea,J. Bouyea,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
227,PT09M57.00S,2025-12-21T02:16:41.1Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,38,48,2025-12-21T02:16:51Z,2240000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,226.0,2.0,2.0,0.0,,,,,,,,,,,,,
228,PT09M57.00S,2025-12-21T02:16:44.3Z,2,REGULAR,foul,personal,[],1642346,,,1610612744,38,48,2025-12-21T02:16:58Z,2250000,False,,,0,,R. Dunn personal FOUL (1 PF),"[1642346, 201939]",1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627529.0,1.0,0.0,Curry,201939.0,,,,,,,,
230,PT09M57.00S,2025-12-21T02:16:55.0Z,2,REGULAR,substitution,out,[],1630692,,,1610612744,38,48,2025-12-21T02:16:58Z,2270000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT09M57.00S,2025-12-21T02:16:55.0Z,2,REGULAR,substitution,in,[],1626220,,,1610612744,38,48,2025-12-21T02:16:58Z,2280000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT09M39.00S,2025-12-21T02:17:18.7Z,2,REGULAR,3pt,Jump Shot,[],201939,69.72733245729303,81.37254901960785,1610612744,38,48,2025-12-21T02:21:23Z,2290000,False,157.0,232.0,1,right,MISS S. Curry 28' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,28.02,Missed,,,,,,,,,,,,,,,,,,
233,PT09M36.00S,2025-12-21T02:17:21.7Z,2,REGULAR,rebound,offensive,[],1641764,,,1610612744,38,48,2025-12-21T02:21:23Z,2300000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:0),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,,232.0,1.0,0.0,1.0,,,,,,,,,,,,,
234,PT09M36.00S,2025-12-21T02:17:25.6Z,2,REGULAR,foul,personal,[],1642345,,,1610612744,38,48,2025-12-21T02:17:48Z,2310000,False,,,0,,O. Ighodaro personal FOUL (1 PF),"[1642345, 1642366]",1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,202053.0,1.0,0.0,Post,1642366.0,,,,,,,,
236,PT09M26.00S,2025-12-21T02:17:56.1Z,2,REGULAR,turnover,lost ball,[],201939,,,1610612744,38,48,2025-12-21T02:18:01Z,2330000,False,,,0,,S. Curry lost ball TURNOVER (1 TO),"[201939, 1631221]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Gillespie,1631221.0,,,,,
237,PT09M26.00S,2025-12-21T02:17:56.1Z,2,REGULAR,steal,,[],1631221,,,1610612756,38,48,2025-12-21T02:17:58Z,2340000,False,,,0,,C. Gillespie STEAL (2 STL),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
238,PT09M20.00S,2025-12-21T02:18:02.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631221,6.783837056504599,58.57843137254902,1610612756,38,50,2025-12-21T02:18:09Z,2350000,False,-43.0,11.0,1,left,C. Gillespie running Layup (4 PTS),[1631221],1610612756.0,PHX,running,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),0-8 Center,4.44,Made,4.0,,,,,,,,,,,,,,,,,
239,PT09M07.00S,2025-12-21T02:18:17.4Z,2,REGULAR,3pt,Jump Shot,[],1642366,69.99014454664915,31.372549019607842,1610612744,38,50,2025-12-21T02:25:32Z,2360000,False,-93.0,230.0,1,right,MISS Q. Post 24' 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Left Center,24.78,Missed,,,,,,,,,,,,,,,,,,
240,PT09M05.00S,2025-12-21T02:18:19.4Z,2,REGULAR,rebound,offensive,[],1627780,,,1610612744,38,50,2025-12-21T02:25:32Z,2370000,False,,,0,,G. Payton II REBOUND (Off:1 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Left Center,,,,239.0,2.0,1.0,1.0,,,,,,,,,,,,,
241,PT09M00.00S,2025-12-21T02:18:22.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201939,83.13074901445466,4.166666666666666,1610612744,38,50,2025-12-21T02:18:29Z,2380000,False,-229.0,106.0,1,right,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,25.26,Missed,,,,,,,,,,,,,,,,,,
242,PT08M57.00S,2025-12-21T02:18:25.4Z,2,REGULAR,rebound,defensive,[],1631221,,,1610612756,38,50,2025-12-21T02:18:29Z,2390000,False,,,0,,C. Gillespie REBOUND (Off:0 Def:2),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,,,,241.0,2.0,2.0,0.0,,,,,,,,,,,,,
243,PT08M53.00S,2025-12-21T02:18:29.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642346,7.966491458607096,39.950980392156865,1610612756,38,50,2025-12-21T02:25:56Z,2400000,False,50.0,22.0,1,left,MISS R. Dunn running Layup,[1642346],1610612756.0,PHX,running,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,5.5,Missed,,,,,,,,,,,,,,,,,,
244,PT08M52.00S,2025-12-21T02:18:30.8Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,38,50,2025-12-21T02:26:08Z,2410000,False,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,243.0,3.0,3.0,0.0,,,,,,,,,,,,,
245,PT08M48.00S,2025-12-21T02:18:35.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201939,73.01248357424441,81.86274509803921,1610612744,38,50,2025-12-21T02:26:23Z,2420000,False,159.0,201.0,1,right,MISS S. Curry 25' running pullup 3PT,[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,25.66,Missed,,,,,,,,,,,,,,,,,,
246,PT08M46.00S,2025-12-21T02:18:37.1Z,2,REGULAR,rebound,offensive,[],1627780,,,1610612744,38,50,2025-12-21T02:26:23Z,2430000,False,,,0,,G. Payton II REBOUND (Off:2 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Right Center,,,,245.0,3.0,1.0,2.0,,,,,,,,,,,,,
247,PT08M42.00S,2025-12-21T02:18:40.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642366,73.27529566360053,18.872549019607842,1610612744,41,50,2025-12-21T02:18:56Z,2440000,False,-156.0,199.0,1,right,Q. Post 25' 3PT  (3 PTS) (G. Payton II 2 AST),"[1642366, 1627780]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Left Center,25.24,Made,3.0,,,,,,,,,,,,,G. Payton II,1627780.0,2.0,,
249,PT08M42.00S,2025-12-21T02:18:49.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612756,41,50,2025-12-21T02:18:49Z,2460000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT08M42.00S,2025-12-21T02:20:52.2Z,2,REGULAR,substitution,out,[],1641764,,,1610612756,41,50,2025-12-21T02:21:32Z,2470000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT08M42.00S,2025-12-21T02:20:52.2Z,2,REGULAR,substitution,out,[],1630541,,,1610612756,41,50,2025-12-21T02:21:32Z,2480000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT08M42.00S,2025-12-21T02:20:52.2Z,2,REGULAR,substitution,out,[],201939,,,1610612756,41,50,2025-12-21T02:21:32Z,2490000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT08M42.00S,2025-12-21T02:20:52.2Z,2,REGULAR,substitution,in,[],1630311,,,1610612756,41,50,2025-12-21T02:21:32Z,2500000,False,,,0,,SUB in: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT08M42.00S,2025-12-21T02:20:52.2Z,2,REGULAR,substitution,in,[],1642954,,,1610612756,41,50,2025-12-21T02:21:32Z,2510000,False,,,0,,SUB in: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT08M42.00S,2025-12-21T02:20:52.2Z,2,REGULAR,substitution,in,[],202710,,,1610612756,41,50,2025-12-21T02:21:32Z,2520000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT08M17.00S,2025-12-21T02:22:05.8Z,2,REGULAR,2pt,Jump Shot,[],1631221,7.5722733245729295,77.20588235294117,1610612756,41,50,2025-12-21T02:22:15Z,2530000,False,-136.0,19.0,1,left,MISS C. Gillespie 13' step back Shot,[1631221],1610612756.0,PHX,step back,,,Gillespie,C. Gillespie,,,,,Mid-Range,8-16 Left,13.73,Missed,,,,,,,,,,,,,,,,,,
257,PT08M14.00S,2025-12-21T02:22:08.8Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,41,50,2025-12-21T02:22:15Z,2540000,False,,,0,,G. Payton II REBOUND (Off:2 Def:2),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,8-16 Left,,,,256.0,4.0,2.0,2.0,,,,,,,,,,,,,
258,PT07M56.00S,2025-12-21T02:22:26.6Z,2,REGULAR,turnover,bad pass,[],202710,,,1610612744,41,50,2025-12-21T02:22:32Z,2550000,False,,,0,,J. Butler III bad pass TURNOVER (1 TO),"[202710, 1631123]",1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,Bouyea,1631123.0,,,,,
259,PT07M56.00S,2025-12-21T02:22:26.6Z,2,REGULAR,steal,,[],1631123,,,1610612756,41,50,2025-12-21T02:22:28Z,2560000,False,,,0,,J. Bouyea STEAL (1 STL),[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
260,PT07M47.00S,2025-12-21T02:22:36.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642345,9.017739816031538,56.127450980392155,1610612756,41,52,2025-12-21T02:22:43Z,2570000,False,-31.0,32.0,1,left,O. Ighodaro cutting DUNK (8 PTS) (R. Dunn 2 AST),"[1642345, 1642346]",1610612756.0,PHX,cutting,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,8.0,,,,,,,,,,,,,R. Dunn,1642346.0,2.0,,
262,PT07M24.00S,2025-12-21T02:23:00.6Z,2,REGULAR,3pt,Jump Shot,[],202710,75.24638633377135,14.950980392156863,1610612744,41,52,2025-12-21T02:27:53Z,2590000,False,-175.0,180.0,1,right,MISS J. Butler III 25' 3PT,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Left Center,25.13,Missed,,,,,,,,,,,,,,,,,,
263,PT07M22.00S,2025-12-21T02:23:02.6Z,2,REGULAR,rebound,defensive,[],1631123,,,1610612756,41,52,2025-12-21T02:27:53Z,2600000,False,,,0,,J. Bouyea REBOUND (Off:1 Def:1),[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,Above the Break 3,24+ Left Center,,,,262.0,2.0,1.0,1.0,,,,,,,,,,,,,
264,PT07M13.00S,2025-12-21T02:23:10.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631221,10.33180026281209,53.431372549019606,1610612756,41,54,2025-12-21T02:28:11Z,2610000,False,-17.0,45.0,1,left,C. Gillespie running reverse Layup (6 PTS),[1631221],1610612756.0,PHX,running reverse,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),0-8 Center,4.78,Made,6.0,,,,,,,,,,,,,,,,,
266,PT07M04.00S,2025-12-21T02:23:21.9Z,2,REGULAR,foul,personal,[],1642346,,,1610612744,41,54,2025-12-21T02:23:41Z,2620000,False,,,0,,R. Dunn personal FOUL (2 PF),"[1642346, 202710]",1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Mid-Range,8-16 Left,,,,,,,,2003.0,2.0,0.0,Butler III,202710.0,,,,,,,,
268,PT07M04.00S,2025-12-21T02:23:34.2Z,2,REGULAR,substitution,out,[],1627780,,,1610612744,41,54,2025-12-21T02:23:57Z,2640000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT07M04.00S,2025-12-21T02:23:34.2Z,2,REGULAR,substitution,out,[],1642345,,,1610612744,41,54,2025-12-21T02:23:57Z,2650000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT07M04.00S,2025-12-21T02:23:34.2Z,2,REGULAR,substitution,out,[],1631221,,,1610612744,41,54,2025-12-21T02:23:57Z,2660000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT07M04.00S,2025-12-21T02:23:34.2Z,2,REGULAR,substitution,out,[],1631123,,,1610612744,41,54,2025-12-21T02:23:57Z,2670000,False,,,0,,SUB out: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT07M04.00S,2025-12-21T02:23:34.2Z,2,REGULAR,substitution,in,[],1629001,,,1610612744,41,54,2025-12-21T02:23:57Z,2680000,False,,,0,,SUB in: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT07M04.00S,2025-12-21T02:23:34.2Z,2,REGULAR,substitution,in,[],1628415,,,1610612744,41,54,2025-12-21T02:23:57Z,2690000,False,,,0,,SUB in: D. Brooks,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT07M04.00S,2025-12-21T02:23:34.2Z,2,REGULAR,substitution,in,[],1631109,,,1610612744,41,54,2025-12-21T02:23:57Z,2700000,False,,,0,,SUB in: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT07M04.00S,2025-12-21T02:23:34.2Z,2,REGULAR,substitution,in,[],1626164,,,1610612744,41,54,2025-12-21T02:23:57Z,2710000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT07M00.00S,2025-12-21T02:24:01.8Z,2,REGULAR,3pt,Jump Shot,[],1630311,78.9257555847569,9.068627450980392,1610612744,44,54,2025-12-21T02:28:46Z,2720000,False,-205.0,146.0,1,right,P. Spencer 25' 3PT  (3 PTS) (D. Melton 3 AST),"[1630311, 1629001]",1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Above the Break 3,24+ Left Center,25.12,Made,3.0,,,,,,,,,,,,,D. Melton,1629001.0,3.0,,
279,PT06M42.00S,2025-12-21T02:24:18.6Z,2,REGULAR,2pt,Jump Shot,[],1626164,5.863994743758213,71.07843137254902,1610612756,44,56,2025-12-21T02:24:25Z,2740000,False,-105.0,3.0,1,left,D. Booker 10' step back Jump Shot (13 PTS),[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,10.54,Made,13.0,,,,,,,,,,,,,,,,,
280,PT06M26.00S,2025-12-21T02:24:35.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630311,93.38042049934296,55.392156862745104,1610612744,44,56,2025-12-21T02:29:24Z,2750000,False,27.0,10.0,1,right,MISS P. Spencer driving Layup,[1630311],1610612744.0,GSW,driving,,,Spencer,P. Spencer,,,,,Restricted Area,0-8 Center,2.87,Missed,,,,,,,,,,,,,,,,,,
281,PT06M25.00S,2025-12-21T02:24:36.8Z,2,REGULAR,rebound,offensive,[],1642954,,,1610612744,44,56,2025-12-21T02:29:24Z,2760000,False,,,0,,W. Richard REBOUND (Off:1 Def:1),[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Restricted Area,0-8 Center,,,,280.0,2.0,1.0,1.0,,,,,,,,,,,,,
282,PT06M25.00S,2025-12-21T02:24:43.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642954,94.40999984741211,50.0,1610612744,46,56,2025-12-21T02:29:29Z,2770000,False,0.0,0.0,1,right,W. Richard putback Layup (5 PTS),[1642954],1610612744.0,GSW,putback,,,Richard,W. Richard,,,,,Restricted Area,0-8 Center,0.0,Made,5.0,,,,,,,,,,,,,,,,,
283,PT06M01.00S,2025-12-21T02:25:02.0Z,2,REGULAR,turnover,out-of-bounds,[],1642346,,,1610612756,46,56,2025-12-21T02:25:13Z,2780000,False,,,0,,R. Dunn bad pass out-of-bounds TURNOVER (1 TO),[1642346],1610612756.0,PHX,bad pass,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,2003.0,,,,,1.0,,,,,,,
284,PT06M01.00S,2025-12-21T02:25:09.5Z,2,REGULAR,substitution,out,[],1642366,,,1610612744,46,56,2025-12-21T02:25:20Z,2790000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT06M01.00S,2025-12-21T02:25:09.5Z,2,REGULAR,substitution,out,[],1642346,,,1610612744,46,56,2025-12-21T02:25:20Z,2800000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT06M01.00S,2025-12-21T02:25:09.5Z,2,REGULAR,substitution,in,[],1631218,,,1610612744,46,56,2025-12-21T02:25:20Z,2810000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT06M01.00S,2025-12-21T02:25:09.5Z,2,REGULAR,substitution,in,[],1630692,,,1610612744,46,56,2025-12-21T02:25:20Z,2820000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT05M47.00S,2025-12-21T02:25:31.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202710,93.9060446780552,72.05882352941177,1610612744,46,56,2025-12-21T02:25:41Z,2830000,False,110.0,5.0,1,right,MISS J. Butler III 11' Jump Shot,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Mid-Range,8-16 Right,11.04,Missed,,,,,,,,,,,,,,,,,,
290,PT05M46.00S,2025-12-21T02:25:32.2Z,2,REGULAR,rebound,offensive,[],1631218,,,1610612744,46,56,2025-12-21T02:31:19Z,2840000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Mid-Range,8-16 Right,,,,289.0,2.0,1.0,1.0,,,,,,,,,,,,,
291,PT05M46.00S,2025-12-21T02:25:38.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1631218,94.40999984741211,50.0,1610612744,48,56,2025-12-21T02:31:24Z,2850000,False,0.0,0.0,1,right,T. Jackson-Davis tip Layup (4 PTS),[1631218],1610612744.0,GSW,tip,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
