actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-16T03:13:13.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-16T03:13:13Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2026-01-16T03:13:17.4Z,1,REGULAR,jumpball,recovered,[],1628404,,,1610612752,0,0,2026-01-16T03:13:17Z,40000,False,,,0,,Jump Ball K. Towns vs. Q. Post: Tip to J. Hart,"[1628404, 1626157, 1642366]",1610612752.0,NYK,startperiod,J. Hart,1628404.0,Hart,J. Hart,Towns,1626157.0,Post,1642366.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2026-01-16T03:13:33.5Z,1,REGULAR,3pt,Jump Shot,[],1630540,23.99802890932983,87.25490196078431,1610612752,0,3,2026-01-16T03:13:38Z,70000,False,-186.0,173.0,1,left,M. McBride 25' 3PT  (3 PTS) (J. Hart 1 AST),"[1630540, 1628404]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,25.43,Made,3.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2026-01-16T03:13:49.6Z,1,REGULAR,3pt,Jump Shot,[],1630541,75.50919842312747,85.04901960784314,1610612744,3,3,2026-01-16T03:13:55Z,90000,False,175.0,178.0,1,right,M. Moody 24' 3PT  (3 PTS) (D. Green 1 AST),"[1630541, 203110]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,24.95,Made,3.0,D. Green,203110.0,1.0,,,,,,,,,,,,,,
11,PT11M00.00S,2026-01-16T03:14:12.2Z,1,REGULAR,2pt,Jump Shot,[],1626157,6.389618922470433,75.73529411764706,1610612752,3,3,2026-01-16T03:14:20Z,110000,False,-129.0,8.0,1,left,MISS K. Towns 12' turnaround fadeaway Shot,[1626157],1610612752.0,NYK,turnaround fadeaway,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,12.89,Missed,,,,,,,,,,,,,,,,,,
12,PT10M59.00S,2026-01-16T03:14:13.2Z,1,REGULAR,rebound,defensive,[],202710,,,1610612744,3,3,2026-01-16T03:14:40Z,120000,False,,,0,,J. Butler III REBOUND (Off:0 Def:1),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Mid-Range,8-16 Left,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M52.00S,2026-01-16T03:14:20.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203110,90.09526938239159,96.81372549019608,1610612744,3,3,2026-01-16T03:14:29Z,130000,False,234.0,41.0,1,right,MISS D. Green running 3PT,[203110],1610612744.0,GSW,running,,,Green,D. Green,,,,,Right Corner 3,24+ Right,23.76,Missed,,,,,,,,,,,,,,,,,,
14,PT10M51.00S,2026-01-16T03:14:21.4Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,3,3,2026-01-16T03:14:59Z,140000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M46.00S,2026-01-16T03:14:27.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628384,8.229303547963205,45.588235294117645,1610612752,3,3,2026-01-16T03:15:29Z,150000,False,22.0,25.0,1,left,MISS O. Anunoby running Layup,[1628384],1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,3.33,Missed,,,,,,,,,,,,,,,,,,
16,PT10M45.00S,2026-01-16T03:14:28.7Z,1,REGULAR,rebound,offensive,[],1628404,,,1610612752,3,3,2026-01-16T03:15:29Z,160000,False,,,0,,J. Hart REBOUND (Off:1 Def:0),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,
17,PT10M41.00S,2026-01-16T03:14:34.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,28.991458607095925,22.794117647058822,1610612752,3,6,2026-01-16T03:15:48Z,170000,False,136.0,220.0,1,left,M. Bridges 25' 3PT  (3 PTS) (J. Hart 2 AST),"[1628969, 1628404]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.86,Made,3.0,J. Hart,1628404.0,2.0,,,,,,,,,,,,,,
19,PT10M18.00S,2026-01-16T03:14:55.5Z,1,REGULAR,turnover,backcourt,[],201939,,,1610612744,3,6,2026-01-16T03:15:54Z,190000,False,,,0,,S. Curry backcourt TURNOVER (1 TO),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1628954.0,1.0,,,,,,,,
20,PT10M11.00S,2026-01-16T03:15:17.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628404,7.178055190538765,4.166666666666666,1610612752,3,6,2026-01-16T03:16:27Z,200000,False,229.0,15.0,1,left,MISS J. Hart 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,22.97,Missed,,,,,,,,,,,,,,,,,,
