actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-21T03:12:21.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-21T03:12:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2026-01-21T03:12:26.4Z,1,REGULAR,jumpball,recovered,[],1630193,,,1610612761,0,0,2026-01-21T03:12:26Z,40000,False,,,0,,Jump Ball S. Barnes vs. Q. Post: Tip to I. Quickley,"[1630193, 1630567, 1642366]",1610612761.0,TOR,startperiod,I. Quickley,1630193.0,Quickley,I. Quickley,Barnes,1630567.0,Post,1642366.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2026-01-21T03:12:39.6Z,1,REGULAR,2pt,Jump Shot,[],1630567,93.11760840998686,72.79411764705883,1610612761,0,2,2026-01-21T03:12:45Z,70000,False,114.0,12.0,1,right,S. Barnes 11' turnaround fadeaway Jump Shot (2 PTS) (B. Ingram 1 AST),"[1630567, 1627742]",1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,11.47,Made,2.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2026-01-21T03:12:55.5Z,1,REGULAR,3pt,Jump Shot,[],203110,6.521024967148489,3.9215686274509802,1610612744,0,2,2026-01-21T03:13:03Z,90000,False,230.0,9.0,1,left,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,23.06,Missed,,,,,,,,,,,,,,,,,,
10,PT11M24.00S,2026-01-21T03:12:56.5Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,0,2,2026-01-21T03:13:31Z,100000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M13.00S,2026-01-21T03:13:06.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,80.3712220762155,36.76470588235294,1610612761,0,4,2026-01-21T03:13:49Z,110000,False,-66.0,132.0,1,right,B. Ingram 14' pullup Jump Shot (2 PTS),[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,14.77,Made,2.0,,,,,,,,,,,,,,,,,
12,PT11M03.00S,2026-01-21T03:13:16.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,7.046649145860711,44.36274509803921,1610612744,0,4,2026-01-21T03:14:05Z,120000,False,28.0,14.0,1,left,MISS D. Green driving Layup,[203110],1610612744.0,GSW,driving,,,Green,D. Green,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,,,
13,PT11M01.00S,2026-01-21T03:13:18.6Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,0,4,2026-01-21T03:14:16Z,130000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M58.00S,2026-01-21T03:13:21.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,68.54467805519053,73.77450980392157,1610612761,0,7,2026-01-21T03:14:30Z,140000,False,119.0,243.0,1,right,I. Quickley 27' 3PT running (3 PTS) (B. Ingram 2 AST),"[1630193, 1627742]",1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,27.07,Made,3.0,B. Ingram,1627742.0,2.0,,,,,,,,,,,,,,
16,PT10M42.00S,2026-01-21T03:13:38.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642366,12.697109067017081,52.20588235294118,1610612744,0,7,2026-01-21T03:15:05Z,160000,False,-11.0,67.0,1,left,MISS Q. Post 6' floating Shot - blocked,"[1642366, 1627742]",1610612744.0,GSW,floating,,,Post,Q. Post,,,,,In The Paint (Non-RA),0-8 Center,6.78,Missed,,,,,,,,,Ingram,1627742.0,,,,,,,,
17,PT10M42.00S,2026-01-21T03:13:38.1Z,1,REGULAR,block,,[],1627742,,,1610612744,0,7,2026-01-21T03:13:40Z,170000,False,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
