actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
16,PT10M55.00S,2025-11-25T03:11:57.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,7.046649145860711,56.127450980392155,1610612744,0,0,2025-11-25T03:13:23Z,160000,False,-31.0,14.0,1,left,MISS G. Payton II cutting Layup - blocked,"[1627780, 203994]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,3.35,Missed,,,,,Nurkić,203994.0,,,,,,,,,,,,
149,PT10M55.00S,2025-11-25T03:11:57.8Z,1,REGULAR,block,,[],203994,,,1610612744,0,0,2025-11-25T03:34:13Z,165000,False,,,0,,J. Nurkić BLOCK (1 BLK),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M53.00S,2025-11-25T03:11:59.8Z,1,REGULAR,rebound,defensive,[],203994,,,1610612762,0,0,2025-11-25T03:14:22Z,170000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:2),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,,,
18,PT10M49.00S,2025-11-25T03:12:03.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641718,71.17279894875165,19.607843137254903,1610612762,0,3,2025-11-25T03:14:40Z,180000,False,-152.0,218.0,1,right,K. George 26' 3PT step back (3 PTS),[1641718],1610612762.0,UTA,step back,,,George,K. George,,,,,Above the Break 3,24+ Left Center,26.62,Made,,,,,,,3.0,,,,,,,,,,,
19,PT10M33.00S,2025-11-25T03:12:19.9Z,1,REGULAR,3pt,Jump Shot,[],1630541,4.681340341655716,94.6078431372549,1610612744,0,3,2025-11-25T03:12:26Z,190000,False,-223.0,-8.0,1,left,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Left Corner 3,24+ Left,22.32,Missed,,,,,,,,,,,,,,,,,,
20,PT10M29.00S,2025-11-25T03:12:23.9Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,0,3,2025-11-25T03:12:26Z,200000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Left Corner 3,24+ Left,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M20.00S,2025-11-25T03:12:32.9Z,1,REGULAR,3pt,Jump Shot,[],1628374,68.54467805519053,27.450980392156865,1610612762,0,6,2025-11-25T03:12:37Z,210000,False,-113.0,243.0,1,right,L. Markkanen 26' 3PT  (3 PTS) (K. George 1 AST),"[1628374, 1641718]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,26.8,Made,,,,,,,3.0,K. George,1641718.0,1.0,,,,,,,,
23,PT09M53.00S,2025-11-25T03:12:59.4Z,1,REGULAR,2pt,Jump Shot,[],1630541,4.336399474375821,90.21905637254902,1610612744,0,6,2025-11-25T03:17:21Z,230000,False,-201.0,-12.0,1,left,MISS M. Moody 20' step back Shot,[1630541],1610612744.0,GSW,step back,,,Moody,M. Moody,,,,,Mid-Range,16-24 Left,20.14,Missed,,,,,,,,,,,,,,,,,,
24,PT09M51.00S,2025-11-25T03:13:01.4Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,0,6,2025-11-25T03:13:05Z,240000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M47.00S,2025-11-25T03:13:05.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642846,93.11760840998686,54.65686274509803,1610612762,0,8,2025-11-25T03:13:16Z,250000,False,23.0,12.0,1,right,A. Bailey running Layup (2 PTS) (L. Markkanen 1 AST),"[1642846, 1628374]",1610612762.0,UTA,running,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,,,2.0,L. Markkanen,1628374.0,1.0,,,,,,,,
27,PT09M34.00S,2025-11-25T03:13:20.2Z,1,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,0,8,2025-11-25T03:13:28Z,270000,False,,,0,,S. Curry bad pass out-of-bounds TURNOVER (1 TO),[201939],1610612744.0,GSW,bad pass,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1627519.0,1.0,,,,,,
28,PT09M22.00S,2025-11-25T03:13:43.2Z,1,REGULAR,foul,personal,[],1627780,,,1610612762,0,8,2025-11-25T03:13:54Z,280000,False,,,0,,G. Payton II personal FOUL (1 PF),"[1627780, 1628374]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1151.0,,1.0,0.0,Markkanen,1628374.0,,
30,PT09M12.00S,2025-11-25T03:14:15.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642846,90.62089356110381,3.6764705882352944,1610612762,0,11,2025-11-25T03:14:20Z,300000,False,-232.0,36.0,1,right,A. Bailey 3PT  (5 PTS) (L. Markkanen 2 AST),"[1642846, 1628374]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Left Corner 3,24+ Left,23.43,Made,,,,,,,5.0,L. Markkanen,1628374.0,2.0,,,,,,,,
32,PT08M50.00S,2025-11-25T03:14:37.1Z,1,REGULAR,3pt,Jump Shot,[],201939,34.773324572930356,42.8921568627451,1610612744,0,11,2025-11-25T03:16:48Z,320000,False,36.0,274.0,1,left,MISS S. Curry 27' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,27.67,Missed,,,,,,,,,,,,,,,,,,
33,PT08M48.00S,2025-11-25T03:14:39.1Z,1,REGULAR,rebound,offensive,[],1627780,,,1610612744,0,11,2025-11-25T03:14:42Z,330000,False,,,0,,G. Payton II REBOUND (Off:1 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,,,32.0,2.0,1.0,1.0,,,,,,,,,,,,,,
34,PT08M42.00S,2025-11-25T03:14:48.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202710,8.886333771353483,28.676470588235293,1610612744,2,11,2025-11-25T03:18:24Z,340000,False,107.0,31.0,1,left,J. Butler III 11' driving floating Jump Shot (2 PTS) (G. Payton II 1 AST),"[202710, 1627780]",1610612744.0,GSW,driving floating,,,Butler III,J. Butler III,,,,,Mid-Range,8-16 Right,11.1,Made,,,,,,,2.0,G. Payton II,1627780.0,1.0,,,,,,,,
36,PT08M42.00S,2025-11-25T03:14:51.0Z,1,REGULAR,foul,personal,['1freethrow'],1629004,,,1610612744,2,11,2025-11-25T03:15:02Z,360000,False,,,0,,S. Mykhailiuk shooting personal FOUL (1 PF) (Butler III 1 FT),"[1629004, 202710]",1610612762.0,UTA,shooting,,,Mykhailiuk,S. Mykhailiuk,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1151.0,,1.0,0.0,Butler III,202710.0,,
38,PT08M42.00S,2025-11-25T03:15:23.0Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],202710,,,1610612744,3,11,2025-11-25T03:15:23Z,380000,False,,,0,,J. Butler III Free Throw 1 of 1 (3 PTS),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
39,PT08M33.00S,2025-11-25T03:15:33.5Z,1,REGULAR,3pt,Jump Shot,[],1628374,73.53810775295663,16.176470588235293,1610612762,3,11,2025-11-25T03:15:38Z,390000,False,-169.0,196.0,1,right,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,25.9,Missed,,,,,,,,,,,,,,,,,,
40,PT08M32.00S,2025-11-25T03:15:36.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,3,11,2025-11-25T03:15:36Z,400000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,39.0,,,,,,,,,,,,,,,,,
42,PT08M17.00S,2025-11-25T03:15:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,9.017739816031538,49.754901960784316,1610612744,5,11,2025-11-25T03:16:00Z,420000,False,1.0,32.0,1,left,J. Butler III driving finger roll Layup (5 PTS),[202710],1610612744.0,GSW,driving finger roll,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,,,5.0,,,,,,,,,,,
43,PT08M07.00S,2025-11-25T03:16:04.6Z,1,REGULAR,2pt,Jump Shot,[],1629004,76.16622864651774,30.392156862745097,1610612762,5,13,2025-11-25T03:31:49Z,430000,False,-98.0,172.0,1,right,S. Mykhailiuk 19' step back Jump Shot (2 PTS),[1629004],1610612762.0,UTA,step back,,,Mykhailiuk,S. Mykhailiuk,,,,,Mid-Range,16-24 Left Center,19.75,Made,,,,,,,2.0,,,,,,,,,,,
45,PT07M57.00S,2025-11-25T03:16:15.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642366,6.389618922470433,52.94117647058824,1610612744,7,13,2025-11-25T03:16:19Z,450000,False,-15.0,8.0,1,left,Q. Post cutting DUNK (2 PTS) (G. Payton II 2 AST),"[1642366, 1627780]",1610612744.0,GSW,cutting,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,1.65,Made,,,,,,,2.0,G. Payton II,1627780.0,2.0,,,,,,,,
47,PT07M44.00S,2025-11-25T03:16:28.6Z,1,REGULAR,turnover,lost ball,[],1641718,,,1610612762,7,13,2025-11-25T03:16:38Z,470000,False,,,0,,K. George lost ball TURNOVER (1 TO),"[1641718, 1630541]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,,,,,Moody,1630541.0
48,PT07M44.00S,2025-11-25T03:16:28.6Z,1,REGULAR,steal,,[],1630541,,,1610612744,7,13,2025-11-25T03:16:30Z,480000,False,,,0,,M. Moody STEAL (1 STL),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
49,PT07M39.00S,2025-11-25T03:16:33.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,6.389618922470433,42.64705882352941,1610612744,9,13,2025-11-25T03:16:46Z,490000,False,37.0,8.0,1,left,J. Butler III running Layup (7 PTS) (G. Payton II 3 AST),"[202710, 1627780]",1610612744.0,GSW,running,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,3.76,Made,,,,,,,7.0,G. Payton II,1627780.0,3.0,,,,,,,,
51,PT07M39.00S,2025-11-25T03:16:40.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,9,13,2025-11-25T03:16:40Z,510000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M30.00S,2025-11-25T03:19:44.2Z,1,REGULAR,turnover,out-of-bounds,[],203994,,,1610612762,9,13,2025-11-25T03:19:51Z,520000,False,,,0,,J. Nurkić lost ball out-of-bounds TURNOVER (1 TO),[203994],1610612762.0,UTA,lost ball,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1151.0,1.0,,,,,,
53,PT07M19.00S,2025-11-25T03:19:57.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,32.40801576872536,47.549019607843135,1610612744,9,13,2025-11-25T03:20:02Z,530000,False,12.0,252.0,1,left,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,25.24,Missed,,,,,,,,,,,,,,,,,,
54,PT07M15.00S,2025-11-25T03:20:01.6Z,1,REGULAR,rebound,defensive,[],1642846,,,1610612762,9,13,2025-11-25T03:20:02Z,540000,False,,,0,,A. Bailey REBOUND (Off:0 Def:1),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Center,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,
55,PT07M08.00S,2025-11-25T03:20:08.4Z,1,REGULAR,3pt,Jump Shot,[],1628374,66.04796320630749,43.627450980392155,1610612762,9,13,2025-11-25T03:20:12Z,550000,False,-32.0,267.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,26.85,Missed,,,,,,,,,,,,,,,,,,
56,PT07M05.00S,2025-11-25T03:20:11.4Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,9,13,2025-11-25T03:20:12Z,560000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,
57,PT06M57.00S,2025-11-25T03:20:18.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627780,7.703679369250986,51.470588235294116,1610612744,11,13,2025-11-25T03:20:23Z,570000,False,-7.0,20.0,1,left,G. Payton II driving DUNK (2 PTS),[1627780],1610612744.0,GSW,driving,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,2.12,Made,,,,,,,2.0,,,,,,,,,,,
58,PT06M45.00S,2025-11-25T03:20:31.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.38042049934296,53.67647058823529,1610612762,11,13,2025-11-25T03:21:27Z,580000,False,18.0,10.0,1,right,MISS J. Nurkić cutting Layup,[203994],1610612762.0,UTA,cutting,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
59,PT06M43.00S,2025-11-25T03:20:33.0Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,11,13,2025-11-25T03:20:35Z,590000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,,,
60,PT06M37.00S,2025-11-25T03:20:39.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,6.915243101182654,54.41176470588235,1610612744,13,13,2025-11-25T03:20:43Z,600000,False,-22.0,13.0,1,left,S. Curry driving Layup (2 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,2.54,Made,,,,,,,2.0,,,,,,,,,,,
61,PT06M21.00S,2025-11-25T03:20:55.3Z,1,REGULAR,3pt,Jump Shot,[],1629004,66.17936925098554,45.34313725490196,1610612762,13,13,2025-11-25T03:22:14Z,610000,False,-23.0,265.0,1,right,MISS S. Mykhailiuk 26' pullup 3PT,[1629004],1610612762.0,UTA,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Center,26.64,Missed,,,,,,,,,,,,,,,,,,
62,PT06M17.00S,2025-11-25T03:20:59.3Z,1,REGULAR,rebound,defensive,[],202710,,,1610612744,13,13,2025-11-25T03:21:00Z,620000,False,,,0,,J. Butler III REBOUND (Off:0 Def:1),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Center,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,
63,PT06M08.00S,2025-11-25T03:21:07.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,7.30946123521682,53.18627450980392,1610612744,15,13,2025-11-25T03:21:12Z,630000,False,-16.0,16.0,1,left,G. Payton II cutting Layup (4 PTS) (Q. Post 1 AST),"[1627780, 1642366]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,2.27,Made,,,,,,,4.0,Q. Post,1642366.0,1.0,,,,,,,,
65,PT05M48.00S,2025-11-25T03:21:30.7Z,1,REGULAR,foul,personal,['2freethrow'],1630541,,,1610612762,15,13,2025-11-25T03:22:06Z,650000,False,,,0,,M. Moody shooting personal FOUL (1 PF) (George 2 FT),"[1630541, 1641718]",1610612744.0,GSW,shooting,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627519.0,,1.0,0.0,George,1641718.0,,
67,PT05M48.00S,2025-11-25T03:22:06.9Z,1,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,15,13,2025-11-25T03:22:06Z,670000,False,,,0,,MISS K. George Free Throw 1 of 2,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
68,PT05M48.00S,2025-11-25T03:22:06.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,15,13,2025-11-25T03:22:06Z,680000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,
69,PT05M48.00S,2025-11-25T03:22:07.6Z,1,REGULAR,substitution,out,[],202710,,,1610612762,15,13,2025-11-25T03:22:30Z,690000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M48.00S,2025-11-25T03:22:07.6Z,1,REGULAR,substitution,out,[],1627780,,,1610612762,15,13,2025-11-25T03:22:30Z,700000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M48.00S,2025-11-25T03:22:07.6Z,1,REGULAR,substitution,out,[],1642366,,,1610612762,15,13,2025-11-25T03:22:30Z,710000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M48.00S,2025-11-25T03:22:07.6Z,1,REGULAR,substitution,out,[],1642846,,,1610612762,15,13,2025-11-25T03:22:30Z,720000,False,,,0,,SUB out: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M48.00S,2025-11-25T03:22:07.6Z,1,REGULAR,substitution,out,[],1628374,,,1610612762,15,13,2025-11-25T03:22:30Z,730000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M48.00S,2025-11-25T03:22:07.6Z,1,REGULAR,substitution,out,[],1629004,,,1610612762,15,13,2025-11-25T03:22:30Z,740000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M48.00S,2025-11-25T03:22:07.6Z,1,REGULAR,substitution,out,[],203994,,,1610612762,15,13,2025-11-25T03:22:30Z,750000,False,,,0,,SUB out: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M48.00S,2025-11-25T03:22:07.6Z,1,REGULAR,substitution,in,[],1631218,,,1610612762,15,13,2025-11-25T03:22:30Z,760000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M48.00S,2025-11-25T03:22:07.6Z,1,REGULAR,substitution,in,[],1630611,,,1610612762,15,13,2025-11-25T03:22:30Z,770000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M48.00S,2025-11-25T03:22:07.6Z,1,REGULAR,substitution,in,[],1641764,,,1610612762,15,13,2025-11-25T03:22:30Z,780000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M48.00S,2025-11-25T03:22:07.6Z,1,REGULAR,substitution,in,[],203937,,,1610612762,15,13,2025-11-25T03:22:30Z,790000,False,,,0,,SUB in: K. Anderson,[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M48.00S,2025-11-25T03:22:07.6Z,1,REGULAR,substitution,in,[],1642271,,,1610612762,15,13,2025-11-25T03:22:30Z,800000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M48.00S,2025-11-25T03:22:07.6Z,1,REGULAR,substitution,in,[],1642268,,,1610612762,15,13,2025-11-25T03:22:30Z,810000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M48.00S,2025-11-25T03:22:07.6Z,1,REGULAR,substitution,in,[],1641729,,,1610612762,15,13,2025-11-25T03:22:30Z,820000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M48.00S,2025-11-25T03:22:48.1Z,1,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,15,14,2025-11-25T03:22:48Z,830000,False,,,0,,K. George Free Throw 2 of 2 (4 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
84,PT05M34.00S,2025-11-25T03:22:49.1Z,1,REGULAR,2pt,Jump Shot,[],201939,10.068988173455978,72.30392156862744,1610612744,17,14,2025-11-25T03:25:13Z,840000,False,-112.0,42.0,1,left,S. Curry 11' fadeaway bank Jump Shot (4 PTS) (G. Santos 1 AST),"[201939, 1630611]",1610612744.0,GSW,fadeaway bank,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,11.92,Made,,,,,,,4.0,G. Santos,1630611.0,1.0,,,,,,,,
