actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-02-20T03:16:15.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-20T03:16:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2026-02-20T03:16:27.0Z,1,REGULAR,jumpball,recovered,[],1630541,,,1610612744,0,0,2026-02-20T03:16:27Z,40000,False,,,0,,Jump Ball D. Green vs. N. Queta: Tip to M. Moody,"[1630541, 203110, 1629674]",1610612744.0,GSW,startperiod,M. Moody,1630541.0,Moody,M. Moody,Green,203110.0,Queta,1629674.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2026-02-20T03:16:34.5Z,1,REGULAR,3pt,Jump Shot,[],1630541,70.77858081471747,80.14705882352942,1610612744,3,0,2026-02-20T03:16:48Z,70000,False,151.0,222.0,1,right,M. Moody 26' 3PT  (3 PTS) (G. Santos 1 AST),"[1630541, 1630611]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,26.85,Made,3.0,G. Santos,1630611.0,1.0,,,,,,,,,,,,,,
10,PT11M23.00S,2026-02-20T03:16:57.1Z,1,REGULAR,foul,personal,['2freethrow'],1630611,,,1610612738,3,0,2026-02-20T03:17:05Z,90000,False,,,0,,G. Santos shooting personal FOUL (1 PF) (Queta 2 FT),"[1630611, 1629674]",1610612744.0,GSW,shooting,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,,,,,,,1628951.0,1.0,0.0,Queta,1629674.0,,,,,,,,,
12,PT11M23.00S,2026-02-20T03:17:21.2Z,1,REGULAR,freethrow,1 of 2,[],1629674,,,1610612738,3,0,2026-02-20T03:17:21Z,110000,False,,,0,,MISS N. Queta Free Throw 1 of 2,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
13,PT11M23.00S,2026-02-20T03:17:21.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,3,0,2026-02-20T03:17:21Z,120000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,
14,PT11M23.00S,2026-02-20T03:17:39.9Z,1,REGULAR,freethrow,2 of 2,[],1629674,,,1610612738,3,1,2026-02-20T03:17:39Z,130000,False,,,0,,N. Queta Free Throw 2 of 2 (1 PTS),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
15,PT11M11.00S,2026-02-20T03:17:53.6Z,1,REGULAR,3pt,Jump Shot,[],1630541,68.28186596583443,66.42156862745098,1610612744,3,1,2026-02-20T03:17:56Z,140000,False,82.0,246.0,1,right,MISS M. Moody 25' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,25.91,Missed,,,,,,,,,,,,,,,,,,
16,PT11M09.00S,2026-02-20T03:17:55.6Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,3,1,2026-02-20T03:17:56Z,150000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,
17,PT10M56.00S,2026-02-20T03:18:08.3Z,1,REGULAR,2pt,Jump Shot,[],1631248,4.5499342969776615,67.15686274509804,1610612738,3,1,2026-02-20T03:24:32Z,160000,False,-86.0,-10.0,1,left,MISS B. Scheierman 8' pullup Shot,[1631248],1610612738.0,BOS,pullup,,,Scheierman,B. Scheierman,,,,,Mid-Range,8-16 Left,8.63,Missed,,,,,,,,,,,,,,,,,,
